"day","address","location","date","month","year","hour","min","STOLENPROPERTY"
2,5238,1,2,10,2012,18,25,0
3,6327,7,2,11,2005,3,40,0
5,4001,8,14,7,2006,8,24,0
6,1179,5,2,5,2015,11,0,0
6,15365,7,28,6,2008,12,0,0
5,2433,3,12,3,2010,14,50,0
4,125,2,3,6,2010,10,13,0
7,912,10,4,11,2012,17,0,0
7,6169,6,12,12,2004,0,1,0
5,2023,5,20,4,2012,8,15,0
7,2571,1,30,7,2006,19,45,0
2,357,4,3,10,2006,13,37,0
7,8227,1,17,6,2012,22,0,0
2,4375,1,18,10,2005,8,0,0
3,7734,2,8,1,2014,6,0,0
4,7593,1,29,11,2012,19,10,0
4,3632,4,20,9,2007,23,0,0
4,3376,10,26,1,2012,13,54,0
3,3679,4,16,10,2013,21,20,0
3,8700,5,16,4,2014,4,40,0
3,5702,8,8,3,2006,21,29,0
5,12289,9,31,10,2008,21,0,0
1,10070,5,16,5,2011,17,0,0
2,6774,9,12,1,2010,17,30,0
4,7819,4,7,8,2003,18,53,0
2,232,4,18,10,2011,22,0,0
4,5782,5,24,7,2014,20,0,0
1,3619,2,16,3,2015,19,25,0
3,423,6,29,6,2005,23,0,0
3,12059,1,1,9,2004,19,30,0
6,44,6,23,10,2010,21,12,0
3,16561,4,6,4,2005,18,58,0
6,17026,7,21,5,2011,2,16,0
2,9830,8,27,4,2004,18,0,0
1,408,2,16,2,2009,16,0,0
1,2209,4,26,12,2005,10,34,0
2,1749,2,8,2,2005,7,15,0
5,2586,2,23,7,2004,19,41,0
3,10280,4,2,4,2008,15,33,0
4,9719,4,25,1,2007,19,30,0
5,800,4,9,3,2007,18,30,0
3,872,2,3,10,2007,15,25,0
3,977,1,26,1,2005,17,15,0
4,1662,4,27,5,2004,7,20,0
1,9588,6,10,11,2014,9,25,0
3,223,10,28,10,2009,15,30,0
5,2641,4,16,7,2010,9,0,0
4,1220,10,2,4,2009,10,0,0
4,8842,9,12,7,2007,12,0,0
6,9355,3,26,8,2006,6,0,0
6,11290,6,23,10,2010,10,36,0
2,8610,5,13,7,2010,6,44,0
4,144,4,10,3,2005,9,4,0
3,139,2,25,11,2009,9,15,0
5,6827,6,3,12,2010,12,15,0
7,2400,10,29,6,2003,16,46,0
3,323,9,5,3,2014,11,0,0
1,10745,4,12,5,2003,21,30,0
6,2745,7,1,12,2007,1,0,0
7,2439,2,18,5,2003,1,30,0
2,468,2,3,4,2012,8,15,0
1,5439,3,11,12,2006,7,30,0
2,15831,6,3,2,2009,22,0,0
6,3344,8,12,7,2003,23,30,0
3,213,4,21,9,2005,9,30,0
7,8925,5,23,2,2003,9,25,0
2,6031,3,2,10,2007,15,15,0
7,93,7,21,9,2014,8,40,0
3,363,2,2,4,2008,18,56,0
2,2091,2,12,11,2013,16,20,0
7,6520,1,3,12,2006,15,0,0
5,1918,1,2,11,2007,21,0,0
6,2887,2,25,3,2006,21,49,0
2,6421,7,1,4,2008,19,30,0
7,1233,4,25,9,2005,12,0,0
3,5491,3,16,11,2005,6,45,0
4,2340,3,9,8,2007,19,43,0
2,1944,4,22,7,2008,0,15,0
6,6039,7,21,2,2015,10,45,0
2,7180,5,3,4,2012,14,40,0
5,14300,1,2,12,2011,15,15,0
2,1512,4,23,12,2008,9,0,0
1,18871,9,1,5,2006,8,16,0
2,357,4,22,7,2014,15,13,0
5,16157,3,19,4,2013,11,30,0
7,6409,5,25,7,2004,5,54,0
6,10531,4,16,1,2010,16,36,0
2,2842,10,6,3,2012,16,0,0
3,17117,9,22,2,2012,20,30,0
6,1287,2,8,2,2003,23,35,0
7,1836,4,10,3,2013,18,30,0
5,2275,2,6,4,2007,14,0,0
2,9977,2,9,6,2009,21,45,0
6,656,9,2,6,2007,21,0,0
4,28,4,27,11,2008,20,55,0
3,1602,4,25,1,2012,19,0,0
2,628,8,25,6,2013,9,0,0
2,366,10,15,4,2008,22,0,0
5,863,1,15,6,2007,13,15,0
4,664,8,21,4,2005,20,0,0
3,3774,2,14,12,2005,8,20,0
7,4706,5,13,1,2013,14,10,0
1,166,10,23,8,2010,14,0,0
5,3612,4,29,12,2006,0,1,0
5,2490,3,24,3,2006,7,0,0
5,1536,6,3,10,2008,15,20,0
5,7815,6,11,2,2011,16,30,0
2,737,5,11,5,2004,2,0,0
4,1809,10,1,10,2009,21,20,0
6,8495,7,24,2,2007,14,30,0
4,3961,4,12,6,2008,16,43,0
7,469,9,8,3,2009,22,0,0
4,11638,3,28,6,2007,22,2,0
6,522,2,22,10,2011,9,26,0
1,13333,7,24,1,2011,22,0,0
1,278,8,7,2,2005,14,30,0
2,138,10,30,10,2007,21,5,0
7,3400,5,24,4,2011,7,20,0
6,9816,8,18,10,2003,9,0,0
5,9596,6,13,12,2013,18,0,0
7,13968,6,5,6,2011,20,15,0
2,4928,9,17,3,2015,17,40,0
3,695,4,26,11,2003,10,0,0
1,9243,3,12,11,2012,17,45,0
3,9181,8,2,11,2005,17,30,0
5,12071,7,2,7,2010,15,30,0
3,13685,3,2,4,2003,1,20,0
3,7728,9,21,9,2005,17,30,0
6,6022,1,7,8,2004,1,0,0
1,511,4,14,4,2008,12,40,0
1,1218,2,23,11,2009,9,40,0
2,157,10,11,12,2012,19,40,0
3,3792,3,2,4,2003,15,35,0
5,1790,1,1,7,2011,18,0,0
4,5306,7,16,11,2006,19,0,0
7,3153,6,31,7,2005,21,30,0
7,501,4,29,6,2003,16,0,0
2,434,6,3,2,2009,10,37,0
4,7959,3,19,4,2012,18,25,0
3,476,9,18,2,2015,17,30,0
2,1673,5,26,1,2010,14,25,0
2,12724,5,12,7,2005,20,6,0
4,125,2,19,2,2009,9,25,0
5,504,4,23,1,2015,16,25,0
2,1399,10,29,11,2005,20,30,0
2,6031,3,30,10,2012,21,47,0
7,6691,6,17,7,2005,14,31,0
2,9426,3,13,7,2010,16,15,0
4,1974,1,26,6,2003,21,30,0
2,4166,1,23,11,2004,21,39,0
3,1950,2,25,7,2007,17,0,0
6,2127,5,24,8,2013,3,10,0
3,105,5,6,10,2010,12,0,0
1,3116,1,9,1,2006,1,30,0
4,1556,5,24,7,2014,7,0,0
6,898,2,8,4,2006,6,22,0
5,1597,8,8,10,2010,13,0,0
4,364,2,19,5,2005,23,0,0
1,501,4,11,7,2011,21,0,0
7,118,2,9,5,2010,9,50,0
7,4053,9,14,12,2014,17,45,0
6,219,1,1,7,2006,21,40,0
7,7039,1,4,11,2007,23,15,0
2,22,10,2,11,2010,6,35,0
5,7587,3,21,3,2014,17,45,0
7,2718,6,17,1,2010,0,53,0
2,5528,8,7,12,2004,14,0,0
5,3422,1,4,4,2003,19,0,0
6,12976,3,30,7,2005,12,49,0
5,355,2,5,4,2013,14,29,0
5,22156,5,6,8,2004,18,0,0
4,2616,1,20,3,2014,8,0,0
7,8596,9,28,6,2009,10,40,0
5,3396,10,18,9,2009,22,5,0
5,6034,3,31,10,2014,21,30,0
7,9423,4,13,3,2005,23,30,0
4,522,2,13,11,2014,19,0,0
2,223,10,13,5,2003,4,10,0
4,14087,3,17,5,2007,0,5,0
2,3936,8,17,2,2004,21,0,0
5,765,3,11,7,2003,23,20,0
3,710,8,14,7,2010,19,59,0
4,7753,3,28,7,2005,22,0,0
6,8644,6,1,11,2003,19,0,0
7,240,1,13,3,2005,14,0,0
3,2432,5,18,2,2015,14,30,0
2,4301,2,27,7,2010,11,0,0
1,6501,2,31,10,2005,8,0,0
7,3688,10,24,8,2014,9,1,0
3,316,3,11,12,2013,21,30,0
5,5142,4,30,5,2008,22,0,0
3,1335,6,18,3,2009,15,0,0
1,1048,6,20,2,2006,10,45,0
4,3641,2,5,3,2015,5,22,0
1,4122,1,9,6,2003,14,0,0
7,4762,5,20,4,2008,16,24,0
4,4953,9,6,3,2014,1,0,0
2,2778,1,14,9,2004,6,30,0
4,4125,4,2,10,2003,8,0,0
6,1309,5,12,2,2005,3,30,0
1,579,1,11,5,2015,19,15,0
2,363,2,24,1,2006,6,20,0
5,1223,5,31,10,2003,23,0,0
6,1235,5,28,1,2012,0,25,0
7,3033,3,1,8,2010,0,1,0
6,608,2,4,4,2009,1,50,0
4,1720,6,20,4,2006,0,16,0
7,1469,3,6,6,2010,3,30,0
4,13116,8,17,4,2008,13,23,0
3,1556,5,22,8,2012,16,0,0
6,3018,7,29,11,2014,8,0,0
7,125,2,16,12,2012,12,48,0
7,359,10,24,3,2013,17,15,0
5,1786,8,24,1,2003,13,0,0
3,9587,7,26,5,2004,15,0,0
4,9981,2,7,9,2006,10,50,0
6,157,10,23,4,2011,5,55,0
5,11096,1,2,4,2004,11,0,0
7,3,5,8,3,2015,3,10,0
6,6982,7,11,1,2003,4,0,0
1,125,2,25,1,2010,10,0,0
3,9478,9,12,11,2014,17,30,0
6,5986,3,29,12,2007,13,12,0
6,14510,8,30,11,2013,20,0,0
5,1615,2,10,2,2006,18,30,0
2,511,4,22,1,2013,17,49,0
5,1281,2,16,10,2009,19,24,0
1,9332,7,6,3,2006,7,30,0
3,9025,5,3,11,2010,2,30,0
7,442,2,6,5,2007,14,23,0
5,870,4,11,1,2013,14,30,0
7,2862,10,10,3,2013,4,27,0
2,28,4,22,6,2004,23,45,0
2,12428,5,14,9,2004,5,20,0
3,2328,5,21,3,2012,17,14,0
5,136,5,1,10,2004,12,30,0
7,5802,10,20,4,2008,0,5,0
6,6884,9,1,6,2013,23,39,0
6,4411,2,31,7,2010,21,45,0
2,392,4,10,6,2008,16,0,0
4,96,10,13,1,2011,14,30,0
1,4437,5,26,5,2003,9,40,0
7,3600,1,22,10,2006,2,4,0
3,1895,3,22,1,2014,15,15,0
7,7536,6,20,4,2008,14,0,0
6,11767,3,12,3,2005,9,0,0
3,2811,1,13,6,2012,13,0,0
1,125,2,17,9,2012,14,0,0
1,7244,9,5,3,2012,21,0,0
5,15393,5,9,8,2013,15,30,0
2,1995,7,30,9,2014,17,0,0
1,29,5,13,4,2009,19,45,0
6,4269,7,30,11,2013,11,30,0
3,2010,5,4,2,2015,7,0,0
4,13625,9,16,12,2010,21,38,0
7,6322,5,27,6,2004,10,0,0
1,255,10,8,12,2008,6,39,0
6,21839,6,10,1,2004,15,40,0
3,125,2,19,3,2008,18,5,0
3,4384,3,21,3,2012,21,31,0
2,643,4,20,4,2010,9,19,0
1,9728,7,22,3,2010,12,0,0
2,345,2,4,5,2010,19,14,0
2,18505,1,3,2,2004,19,30,0
3,125,2,23,7,2003,15,30,0
3,3135,8,17,5,2006,13,30,0
5,608,2,1,5,2015,7,30,0
6,4557,5,24,4,2010,20,40,0
2,7994,7,6,1,2015,19,30,0
5,20259,5,15,7,2005,0,1,0
6,8062,2,19,4,2014,3,54,0
2,5245,10,12,1,2010,12,15,0
6,359,10,29,12,2007,14,30,0
1,166,10,16,9,2013,13,45,0
7,1291,1,30,11,2008,19,0,0
2,9453,5,5,2,2013,0,59,0
4,125,2,22,7,2004,7,40,0
1,2037,5,3,9,2007,0,38,0
7,7506,5,11,8,2013,0,1,0
5,1406,4,12,12,2008,0,1,0
7,125,2,23,9,2012,19,30,0
5,11816,5,30,11,2012,21,30,0
4,2848,2,12,8,2010,12,0,0
6,4535,1,6,10,2012,17,30,0
6,1223,5,7,10,2006,18,55,0
6,125,2,3,7,2010,12,0,0
5,3553,6,20,3,2009,0,51,0
5,83,2,30,5,2008,14,40,0
4,7382,3,2,6,2005,19,0,0
3,6915,7,11,7,2007,13,30,0
6,435,10,31,5,2003,22,54,0
5,653,10,8,4,2011,15,10,0
5,8112,8,23,1,2004,6,8,0
4,10252,6,14,12,2006,3,13,0
6,4906,5,13,12,2014,20,0,0
1,36,2,1,9,2008,22,29,0
7,125,2,8,4,2007,1,0,0
5,11078,9,23,1,2009,16,30,0
1,7461,3,2,8,2004,15,50,0
7,125,2,8,3,2015,14,40,0
3,5653,5,22,3,2006,6,31,0
2,6151,8,10,7,2007,14,45,0
2,5409,9,20,3,2007,6,5,0
6,1895,3,2,5,2009,19,30,0
6,7065,5,15,1,2005,23,30,0
6,1516,4,3,11,2012,16,0,0
1,386,2,16,2,2015,0,1,0
4,1220,10,4,10,2007,8,29,0
2,176,1,2,3,2004,19,45,0
6,16513,5,9,8,2003,20,0,0
4,2318,4,23,7,2009,22,11,0
5,1182,5,23,9,2005,14,30,0
7,5239,1,16,6,2013,1,15,0
2,5368,5,21,8,2012,22,0,0
6,3281,2,29,11,2008,22,39,0
1,1265,7,18,4,2005,23,0,0
3,420,9,13,7,2005,1,0,0
6,956,10,3,5,2014,2,30,0
1,653,10,11,5,2015,14,21,0
3,1958,3,21,2,2007,17,31,0
3,1760,10,5,8,2009,2,35,0
7,7798,1,29,7,2012,1,46,0
1,2573,5,9,1,2006,9,15,0
6,7783,4,10,7,2004,11,5,0
3,2045,6,29,6,2011,18,4,0
1,1090,4,1,10,2012,13,40,0
7,125,2,23,10,2011,9,20,0
5,10281,7,17,6,2005,11,30,0
4,6793,4,24,1,2013,16,30,0
7,4244,3,4,12,2005,17,0,0
7,9547,5,24,8,2003,23,30,0
7,1659,4,10,8,2014,22,30,0
3,2655,1,30,11,2011,7,0,0
6,1083,1,5,10,2013,9,12,0
6,2345,3,18,5,2013,17,45,0
1,363,2,30,8,2004,16,30,0
2,445,2,6,9,2005,21,20,0
2,9112,5,13,12,2005,20,0,0
6,12312,1,14,1,2006,14,0,0
7,4093,2,23,2,2003,23,30,0
6,1422,7,22,10,2005,23,0,0
7,2894,5,18,7,2010,15,27,0
4,4650,8,10,3,2011,0,28,0
5,1935,5,26,6,2009,11,0,0
5,3882,4,8,8,2008,16,0,0
2,4901,3,26,5,2009,19,0,0
4,2706,10,15,5,2003,17,18,0
2,15971,8,4,2,2003,11,0,0
3,7416,3,29,10,2008,14,29,0
6,77,10,14,7,2007,14,20,0
7,11306,4,25,3,2007,10,0,0
2,2485,2,17,5,2005,21,35,0
5,387,2,3,4,2015,21,20,0
3,390,5,15,6,2005,19,0,0
2,1682,8,24,6,2014,14,15,0
2,3341,9,18,8,2009,3,30,0
5,6189,3,17,9,2004,20,30,0
5,14071,9,24,1,2014,8,4,0
7,430,1,11,9,2011,8,0,0
6,10140,3,13,6,2009,18,10,0
4,10985,7,23,2,2012,15,0,0
2,125,2,22,6,2004,16,15,0
1,511,4,15,9,2003,22,10,0
6,1429,10,22,8,2009,18,55,0
4,21911,5,6,3,2003,9,40,0
6,7503,5,27,8,2011,16,0,0
2,4875,2,1,11,2011,1,10,0
4,823,2,27,11,2014,12,15,0
6,3891,7,7,3,2015,12,0,0
3,64,4,17,11,2010,14,30,0
4,192,1,13,1,2005,1,58,0
7,9602,3,27,7,2003,22,55,0
2,6671,4,20,1,2004,9,40,0
1,4832,4,23,12,2013,8,0,0
2,4258,6,23,3,2010,18,0,0
4,17617,5,20,8,2009,14,38,0
3,1351,8,7,3,2007,11,0,0
1,5746,3,23,1,2012,5,30,0
5,896,2,21,9,2007,11,0,0
2,4004,2,12,7,2005,8,30,0
1,7524,5,14,9,2009,8,56,0
3,6210,7,6,8,2008,20,30,0
5,7481,3,7,5,2010,19,0,0
3,927,1,27,6,2012,12,30,0
1,4274,1,20,2,2006,17,0,0
3,120,2,8,8,2007,10,30,0
1,772,10,12,5,2008,10,0,0
5,213,4,24,7,2009,2,0,0
7,3619,2,1,1,2006,4,23,0
5,10432,5,11,1,2013,2,35,0
2,9157,4,6,1,2009,11,0,0
1,821,10,5,1,2004,14,50,0
6,11843,5,31,7,2010,8,0,0
3,12930,4,31,3,2004,12,0,0
4,7068,10,18,10,2012,12,52,0
7,2395,2,14,8,2005,0,1,0
5,5388,5,30,5,2008,13,0,0
5,7288,6,28,5,2004,16,30,0
7,9079,5,28,12,2003,19,0,0
6,797,4,31,5,2003,19,33,0
3,11795,8,23,7,2014,18,0,0
1,408,2,18,10,2010,10,30,0
3,7008,1,7,3,2012,9,0,0
6,2811,1,12,2,2011,23,33,0
7,2391,2,16,11,2014,1,0,0
3,6132,8,13,6,2012,8,0,0
6,10161,8,12,12,2009,1,0,0
5,981,2,23,3,2007,23,27,0
5,2388,2,14,6,2013,23,0,0
4,3533,1,22,7,2004,10,36,0
1,3783,4,3,5,2010,23,21,0
1,9181,6,10,12,2007,18,43,0
3,907,6,4,2,2009,18,34,0
2,765,3,29,5,2012,19,41,0
7,912,10,5,5,2013,12,28,0
3,644,1,2,11,2011,8,23,0
4,4628,9,30,9,2004,14,30,0
6,3834,2,7,2,2009,3,0,0
2,764,6,17,3,2009,12,32,0
3,10954,7,1,11,2006,9,0,0
1,2575,9,7,2,2011,9,0,0
3,4106,9,7,9,2005,22,35,0
5,9882,7,15,12,2006,10,0,0
1,744,10,19,9,2005,17,0,0
4,6463,1,13,11,2014,19,0,0
7,11759,1,1,6,2003,22,0,0
7,11700,1,20,4,2014,6,39,0
1,3724,5,8,2,2010,18,19,0
7,125,2,4,11,2007,20,15,0
2,544,8,16,9,2003,8,45,0
5,658,6,2,6,2006,11,30,0
3,220,4,18,5,2005,9,50,0
1,13614,4,28,4,2008,23,17,0
6,6507,6,12,12,2009,19,0,0
5,1071,5,14,5,2004,21,44,0
2,17058,8,16,3,2004,16,0,0
1,13746,8,19,9,2011,15,0,0
7,1150,2,26,9,2010,3,10,0
6,8171,7,11,2,2006,21,22,0
5,2307,6,3,10,2014,15,0,0
3,741,2,7,2,2007,8,50,0
2,442,2,5,2,2013,23,10,0
1,5725,3,11,5,2009,7,15,0
2,3862,1,27,11,2012,14,30,0
4,4702,6,7,8,2008,12,0,0
3,1473,1,30,5,2007,12,0,0
6,6133,3,31,12,2005,23,0,0
3,9532,7,7,8,2013,19,45,0
2,643,4,3,10,2006,10,40,0
2,658,6,30,9,2014,15,0,0
7,13968,6,11,9,2011,20,0,0
4,323,9,14,10,2004,19,15,0
6,4832,4,1,7,2006,0,1,0
4,17635,2,26,6,2003,19,45,0
5,9825,2,25,3,2011,15,3,0
4,9380,8,1,5,2008,3,0,0
2,4615,9,27,5,2003,9,30,0
4,5994,5,28,7,2005,6,0,0
3,4110,2,14,5,2014,20,0,0
3,408,2,4,3,2015,23,5,0
4,2909,2,31,10,2013,9,17,0
1,125,2,28,5,2007,11,0,0
6,5200,5,28,7,2007,9,34,0
6,2395,2,11,3,2006,11,26,0
5,1395,6,21,2,2003,21,55,0
3,146,10,23,1,2008,14,4,0
1,4716,5,19,8,2013,8,10,0
2,1286,1,8,7,2003,22,30,0
1,4203,6,28,10,2013,21,0,0
1,125,2,20,7,2009,14,0,0
6,125,2,23,4,2005,22,50,0
2,5253,6,12,11,2013,0,38,0
1,3137,7,30,4,2012,1,52,0
7,7886,4,2,6,2013,13,5,0
5,1351,8,8,4,2011,10,30,0
5,70,10,15,6,2012,8,15,0
5,4470,9,19,9,2008,22,0,0
5,3299,8,12,6,2009,8,0,0
3,392,4,26,11,2014,20,0,0
5,12273,3,4,9,2009,8,0,0
1,1409,6,3,5,2010,0,1,0
6,1473,1,30,6,2007,12,0,0
2,1431,10,9,2,2010,22,25,0
3,3515,3,23,2,2011,9,0,0
4,5782,5,18,9,2014,18,31,0
3,7518,5,2,9,2009,3,0,0
6,4043,6,4,6,2011,13,0,0
3,176,1,7,7,2004,12,0,0
4,1839,5,15,12,2011,14,25,0
5,14253,7,20,10,2006,10,0,0
4,125,2,10,1,2008,0,1,0
4,2832,6,19,2,2004,0,50,0
4,3131,10,7,8,2003,16,37,0
4,8344,7,11,12,2014,9,30,0
1,979,4,25,7,2011,22,0,0
1,4993,5,1,5,2006,12,0,0
5,13695,4,30,12,2005,19,0,0
3,435,10,15,4,2015,10,25,0
6,5143,4,5,9,2009,0,1,0
4,1967,3,18,5,2006,14,30,0
5,2888,3,20,2,2015,22,0,0
6,998,5,3,4,2004,1,30,0
6,5075,3,26,2,2005,6,0,0
6,693,2,25,1,2003,1,0,0
6,125,2,1,6,2013,0,1,0
2,15213,7,22,12,2009,16,0,0
1,125,2,7,7,2014,13,0,0
3,17612,6,20,8,2003,21,0,0
5,125,2,5,9,2014,18,22,0
6,4892,4,1,12,2012,18,35,0
6,3177,8,22,8,2009,10,45,0
2,8021,3,7,2,2006,22,25,0
7,5060,4,27,7,2014,13,0,0
4,158,2,24,6,2004,18,30,0
3,594,8,30,6,2010,20,0,0
2,11617,8,17,3,2009,20,0,0
2,363,2,28,10,2003,10,9,0
3,16513,5,10,3,2010,8,0,0
3,3498,3,5,9,2007,13,25,0
2,3181,10,21,12,2004,16,2,0
5,5557,3,16,7,2010,2,8,0
3,2955,3,9,3,2011,8,30,0
4,6137,4,1,4,2004,10,52,0
7,2367,1,13,7,2014,10,56,0
7,5527,5,25,4,2010,22,30,0
3,125,2,18,4,2007,8,0,0
3,1580,10,9,12,2009,13,30,0
3,9387,6,3,4,2013,1,48,0
5,2409,2,8,10,2010,17,34,0
1,2803,10,17,3,2008,18,12,0
5,5073,3,4,5,2007,12,56,0
5,4947,2,13,7,2012,10,0,0
3,21537,7,22,12,2004,14,0,0
6,8587,9,25,2,2012,18,30,0
1,4252,5,14,5,2007,21,49,0
6,998,5,25,7,2009,21,0,0
7,125,2,17,1,2010,14,0,0
7,6738,4,24,4,2011,15,0,0
2,6505,4,13,7,2010,4,0,0
6,1862,5,26,2,2005,23,30,0
6,125,2,30,5,2009,22,0,0
4,9080,9,24,8,2006,15,30,0
1,2911,10,10,11,2014,16,32,0
3,744,10,10,12,2008,16,17,0
2,408,2,29,6,2010,19,30,0
6,10963,8,2,7,2005,13,0,0
6,4640,5,30,7,2005,9,0,0
4,213,4,2,9,2004,12,35,0
1,5781,1,21,7,2014,3,21,0
2,1653,3,24,6,2014,9,57,0
1,512,8,23,7,2007,15,30,0
4,5942,5,17,11,2011,18,30,0
3,2868,7,26,11,2003,17,0,0
6,608,2,21,2,2015,22,0,0
1,15914,2,31,10,2011,10,21,0
6,8608,8,13,12,2014,4,55,0
7,357,4,5,4,2015,13,25,0
1,2019,10,23,8,2010,19,0,0
2,4628,9,11,11,2003,8,0,0
5,13586,5,1,6,2007,15,0,0
6,10338,4,19,4,2014,7,23,0
4,554,10,17,10,2013,11,40,0
5,125,2,5,9,2014,11,30,0
3,5276,4,1,6,2005,0,1,0
7,896,2,3,5,2015,15,4,0
6,2240,9,29,11,2014,21,45,0
3,3612,4,20,8,2008,14,45,0
4,392,4,4,11,2010,13,29,0
1,4936,6,24,11,2014,8,4,0
5,9524,3,28,1,2011,23,29,0
3,3893,8,17,3,2004,16,40,0
3,3419,8,16,4,2008,20,7,0
2,2425,2,25,11,2014,5,17,0
2,1323,4,8,7,2008,10,30,0
5,413,1,28,1,2011,9,0,0
3,7408,5,21,1,2015,16,0,0
1,1473,1,31,5,2010,2,0,0
1,816,2,20,1,2003,16,30,0
4,5702,8,29,7,2010,23,10,0
2,830,10,8,7,2014,3,15,0
5,22481,9,23,1,2004,9,14,0
4,158,2,12,7,2012,6,15,0
4,4547,5,1,7,2010,20,30,0
7,504,4,30,12,2007,19,20,0
4,4360,3,10,7,2003,2,30,0
2,501,4,23,12,2014,21,0,0
6,1399,10,12,7,2008,15,20,0
6,282,6,17,11,2007,10,0,0
4,2041,10,15,10,2009,15,0,0
5,7266,1,26,12,2008,14,0,0
7,17601,7,9,2,2003,21,30,0
3,150,2,21,9,2011,10,45,0
4,363,2,8,9,2011,21,45,0
5,5142,4,26,1,2007,6,16,0
5,1231,5,20,5,2011,12,0,0
3,5527,5,20,3,2013,15,48,0
2,14242,8,22,1,2013,12,30,0
2,27,5,24,8,2010,18,15,0
7,19433,4,11,3,2007,20,0,0
2,15632,5,30,9,2003,9,0,0
7,15542,3,17,6,2007,18,38,0
3,4543,3,9,8,2006,13,30,0
1,716,5,7,1,2008,14,45,0
1,504,4,13,12,2010,22,21,0
4,2409,2,7,4,2005,20,45,0
6,8097,3,15,11,2008,3,20,0
5,8417,6,10,2,2006,20,6,0
4,4275,6,22,9,2005,20,0,0
4,5894,3,21,8,2014,21,55,0
3,4229,5,25,8,2010,2,30,0
7,232,4,29,1,2012,0,4,0
3,14629,8,20,3,2013,18,0,0
4,1093,6,7,3,2013,9,30,0
3,13,3,19,9,2012,17,0,0
7,4464,5,27,7,2003,23,0,0
3,125,2,9,8,2006,8,0,0
7,6764,3,13,12,2009,21,0,0
7,7887,4,18,5,2014,11,56,0
3,7210,9,5,10,2011,18,0,0
2,2911,10,17,2,2004,14,45,0
1,8397,9,11,6,2012,10,0,0
3,2116,4,22,12,2004,8,0,0
3,4476,5,30,9,2009,0,1,0
2,196,5,7,9,2010,9,0,0
5,1611,3,17,10,2003,14,0,0
2,1808,9,20,1,2004,14,30,0
4,1091,10,8,8,2013,16,6,0
1,19547,7,13,10,2008,23,5,0
1,125,2,19,3,2007,15,40,0
6,2382,1,22,2,2003,17,30,0
7,19001,3,19,11,2006,13,15,0
3,2101,1,18,5,2005,22,28,0
6,2737,3,20,9,2003,20,30,0
1,408,2,20,8,2012,18,20,0
3,5920,9,28,5,2008,12,0,0
6,13620,8,8,3,2014,16,30,0
4,2700,3,18,9,2014,21,50,0
6,2332,2,9,4,2005,23,20,0
2,2113,9,21,7,2009,14,15,0
3,12142,8,1,4,2009,4,10,0
2,125,2,8,8,2006,0,24,0
1,17075,8,18,2,2008,20,0,0
4,3400,5,1,11,2012,17,40,0
4,2774,8,25,12,2014,4,10,0
6,4166,1,17,6,2006,22,15,0
5,15,10,1,5,2015,18,25,0
5,2708,5,11,2,2005,23,40,0
6,5059,8,25,1,2014,17,54,0
5,8952,5,23,3,2007,14,23,0
5,1760,10,14,11,2008,22,49,0
1,5631,9,10,7,2006,17,30,0
3,305,9,21,4,2010,14,40,0
2,274,2,23,7,2013,10,35,0
5,412,9,20,2,2015,12,0,0
5,282,6,16,10,2009,15,0,0
6,1224,1,6,11,2010,1,42,0
7,5531,9,29,8,2010,18,55,0
5,13486,9,21,3,2014,13,0,0
4,125,2,14,12,2006,10,20,0
6,1525,4,9,10,2010,21,45,0
7,8212,8,8,9,2013,12,0,0
2,1920,5,15,10,2013,17,55,0
5,7649,8,20,3,2009,12,30,0
4,363,2,15,5,2014,15,58,0
1,2672,8,26,12,2005,16,0,0
4,1233,4,17,10,2013,17,51,0
4,2202,3,10,3,2005,21,0,0
7,1356,4,16,11,2008,15,30,0
7,869,7,22,4,2007,1,45,0
2,1395,6,13,12,2005,14,0,0
4,5073,3,9,9,2010,8,58,0
3,125,2,23,1,2013,16,40,0
2,4805,8,13,12,2011,0,1,0
2,4941,1,17,3,2015,14,55,0
4,902,5,22,3,2012,19,3,0
2,3147,9,14,4,2015,12,0,0
5,1121,10,22,9,2006,16,57,0
7,8726,9,15,6,2003,22,0,0
3,5148,9,5,10,2011,9,30,0
5,11685,9,21,8,2009,18,0,0
4,4420,4,22,9,2005,17,0,0
3,5265,4,14,11,2007,17,0,0
2,501,4,16,10,2012,14,50,0
5,5855,9,21,8,2009,18,0,0
2,176,1,24,8,2010,10,45,0
4,5696,2,1,5,2008,12,0,0
1,400,3,18,4,2011,10,0,0
7,10542,4,5,4,2009,9,3,0
4,511,4,3,10,2013,14,24,0
4,548,10,15,5,2008,22,25,0
6,807,2,14,6,2014,16,50,0
7,1996,2,13,1,2013,3,40,0
2,9025,5,29,10,2013,9,9,0
4,2076,6,24,7,2003,16,22,0
3,6517,5,27,7,2005,19,20,0
1,4190,8,30,10,2006,6,41,0
4,13046,8,9,9,2010,22,0,0
5,5261,8,17,12,2010,19,47,0
5,1816,2,14,7,2006,22,15,0
4,125,2,15,5,2008,0,1,0
3,4345,2,23,6,2004,16,48,0
2,9264,3,2,9,2008,10,30,0
7,1589,1,1,6,2014,10,0,0
5,19330,5,12,8,2005,19,30,0
2,12771,1,2,9,2008,16,45,0
1,904,5,9,6,2003,17,30,0
3,12920,4,2,11,2005,18,56,0
3,651,9,6,4,2011,11,30,0
