"day","address","location","date","month","year","hour","min","ARSON"
4,6158,6,23,2,2012,18,20,0
1,3315,2,3,9,2007,1,7,0
1,158,2,2,2,2004,13,30,0
6,5462,9,7,5,2005,21,28,0
6,16277,4,23,3,2013,2,0,0
5,772,10,5,9,2003,3,10,0
6,772,10,28,12,2013,10,0,0
7,1419,2,17,6,2012,1,25,0
4,1017,3,4,10,2012,7,0,0
7,57,9,26,12,2004,14,0,0
7,19407,8,24,8,2003,16,0,0
2,920,5,9,1,2007,16,49,0
3,355,2,21,9,2011,10,30,0
2,572,4,9,8,2005,10,0,0
6,6067,7,18,10,2008,17,40,0
3,22143,5,11,6,2003,18,20,0
5,5054,2,15,12,2006,16,30,0
6,15339,9,23,10,2010,4,56,0
6,7535,4,14,1,2006,12,59,0
6,12262,8,6,11,2010,11,0,0
4,2182,8,13,11,2008,18,0,0
1,18,10,16,2,2015,9,0,0
2,3475,5,19,10,2010,11,30,0
1,15430,4,19,8,2013,18,27,0
3,7130,2,19,5,2010,1,40,0
6,2910,1,14,6,2003,16,0,0
4,1254,2,4,9,2014,13,18,0
1,392,4,21,1,2008,11,50,0
7,7197,7,17,6,2007,13,29,0
4,2945,3,31,5,2007,8,18,0
5,2222,1,12,6,2009,20,49,0
3,741,2,4,5,2005,10,0,0
7,113,1,19,12,2010,12,30,0
6,363,2,6,3,2004,14,15,0
1,216,6,21,7,2008,14,7,0
3,1153,4,6,3,2013,14,19,0
6,16556,7,31,7,2010,12,0,0
4,772,10,17,4,2008,14,39,0
6,1004,1,28,6,2014,12,45,0
2,12623,7,25,6,2013,7,45,0
3,234,6,1,4,2009,18,15,0
5,549,4,20,4,2007,0,25,0
7,125,2,11,1,2009,10,27,0
3,13529,5,2,4,2003,23,30,0
1,2933,8,5,9,2011,15,47,0
7,6588,1,21,9,2014,16,30,0
5,11743,4,21,8,2009,14,0,0
5,1150,2,28,11,2003,3,46,0
1,366,10,9,8,2010,8,10,0
5,2945,3,27,7,2007,16,0,0
6,15876,7,27,8,2011,14,35,0
3,451,2,6,8,2008,12,16,0
6,644,1,13,7,2013,23,20,0
2,6483,1,1,4,2003,4,31,0
5,12071,7,13,6,2003,8,30,0
7,1682,8,19,10,2008,14,45,0
7,11541,1,11,9,2011,23,30,0
7,984,2,9,8,2009,11,35,0
6,18,10,2,5,2009,2,20,0
6,77,10,4,6,2005,3,33,0
6,6650,9,7,2,2015,16,57,0
2,722,8,4,3,2014,15,39,0
5,1447,9,8,8,2014,19,0,0
1,1347,8,17,9,2012,12,30,0
1,14717,6,15,9,2003,11,59,0
7,38,10,24,4,2005,17,15,0
6,8078,7,8,10,2011,1,13,0
6,5837,4,11,1,2014,9,0,0
1,15643,8,31,10,2011,19,0,0
5,17167,7,14,1,2011,7,0,0
4,6129,7,5,5,2011,8,45,0
6,9453,5,20,9,2003,21,40,0
2,865,3,4,8,2009,20,0,0
6,1252,2,23,2,2013,23,50,0
5,7019,5,15,10,2004,8,30,0
6,6329,4,19,5,2007,11,0,0
2,1091,10,16,5,2006,16,6,0
6,713,4,12,8,2006,13,0,0
7,1459,5,26,8,2007,22,45,0
2,2328,5,5,8,2003,14,30,0
7,5580,5,17,6,2007,1,49,0
2,5941,4,15,6,2010,19,35,0
6,1187,9,1,11,2003,16,18,0
6,125,2,27,3,2010,10,0,0
3,14595,4,8,2,2006,15,40,0
3,5103,8,31,3,2004,7,0,0
4,5773,4,20,2,2014,20,48,0
4,8231,1,17,5,2007,22,21,0
3,125,2,26,7,2006,15,11,0
1,528,10,19,1,2009,18,0,0
7,3727,10,20,4,2003,16,55,0
7,1007,5,1,11,2009,23,0,0
7,3329,10,15,6,2008,17,20,0
6,2581,9,16,6,2007,10,29,0
2,4006,9,17,2,2009,22,42,0
1,3535,3,17,2,2003,20,0,0
3,5851,3,18,5,2005,14,55,0
4,1790,1,17,4,2008,17,0,0
5,5986,3,4,4,2008,13,52,0
4,468,2,8,7,2004,18,55,0
3,10483,8,2,6,2010,19,53,0
1,10636,6,27,12,2010,7,0,0
6,5010,5,29,5,2004,14,0,0
6,5616,2,15,11,2003,18,30,0
6,125,2,22,2,2014,14,17,0
3,12289,9,1,12,2010,0,1,0
3,8954,4,4,4,2012,12,59,0
3,554,10,19,10,2005,11,0,0
1,232,4,25,7,2011,18,44,0
1,468,2,28,9,2009,22,7,0
6,817,2,13,1,2007,8,20,0
4,7924,2,16,4,2009,1,23,0
2,3180,10,5,9,2006,2,40,0
3,20971,9,6,8,2003,10,0,0
6,2401,3,18,4,2015,23,40,0
5,596,2,1,6,2007,18,55,0
6,9421,9,17,5,2014,0,1,0
4,8573,9,9,8,2007,18,15,0
4,9978,4,19,8,2004,22,0,0
3,13747,5,10,12,2003,19,40,0
2,5525,1,1,4,2014,12,15,0
2,3381,1,22,7,2003,11,0,0
6,7061,8,26,7,2008,15,0,0
6,93,7,17,12,2005,15,0,0
4,7288,6,25,1,2007,11,16,0
6,12790,1,7,4,2012,20,53,0
3,13566,9,9,1,2008,22,0,0
5,105,5,14,1,2011,18,0,0
6,21852,8,21,2,2004,11,32,0
7,14741,8,25,9,2011,19,49,0
3,979,4,14,11,2007,3,0,0
2,5462,9,7,2,2012,15,20,0
3,1130,2,3,4,2013,20,30,0
3,1760,10,11,11,2009,12,20,0
1,280,3,6,3,2006,12,0,0
6,5972,5,21,2,2015,22,30,0
2,4317,4,15,11,2005,16,0,0
1,1409,6,2,4,2012,16,59,0
5,125,2,10,3,2006,8,0,0
3,10602,1,1,9,2004,10,42,0
5,1954,10,26,8,2005,23,45,0
3,9620,6,3,9,2014,7,50,0
5,215,4,4,5,2012,12,0,0
7,300,5,9,9,2007,11,55,0
3,4535,1,23,7,2008,15,35,0
1,18992,8,10,7,2006,19,30,0
2,5541,3,6,1,2015,0,1,0
5,4547,5,8,2,2008,9,30,0
5,438,6,24,1,2003,22,0,0
6,159,6,20,9,2008,15,35,0
1,2891,5,12,4,2004,20,52,0
3,1220,10,23,3,2005,16,0,0
1,125,2,3,3,2008,21,59,0
3,5550,8,27,5,2009,13,0,0
4,1447,9,18,10,2012,21,0,0
6,9608,1,11,1,2003,15,0,0
2,15027,9,13,6,2006,23,10,0
4,823,2,9,3,2006,23,0,0
5,5917,9,15,5,2009,2,0,0
4,1823,1,2,11,2006,16,36,0
7,1593,2,23,3,2014,12,55,0
5,1679,5,26,2,2010,1,0,0
4,821,10,27,12,2012,0,1,0
6,13973,8,27,12,2008,19,0,0
5,3649,2,29,7,2005,20,45,0
3,501,4,14,12,2005,13,34,0
7,4703,1,5,10,2003,5,12,0
1,501,4,22,11,2004,14,0,0
3,12611,5,12,11,2003,1,40,0
4,1567,5,29,4,2004,16,30,0
7,14298,3,19,12,2010,20,44,0
6,12930,4,3,5,2014,18,59,0
2,922,9,8,7,2003,18,0,0
2,2614,8,24,8,2010,5,47,0
7,1653,3,26,1,2014,12,45,0
2,14026,4,6,3,2012,1,47,0
7,17603,3,29,6,2003,17,30,0
6,9042,9,5,9,2009,16,0,0
6,468,2,26,7,2014,17,15,0
4,5758,4,14,10,2004,21,37,0
5,5066,8,20,10,2006,13,0,0
7,4364,1,11,4,2010,1,30,0
3,11661,1,15,9,2004,2,30,0
3,16564,8,7,9,2011,10,5,0
4,4119,3,29,5,2003,12,15,0
3,8311,5,14,12,2005,8,55,0
2,2869,10,2,3,2004,23,10,0
3,816,2,12,11,2003,16,15,0
7,435,10,15,8,2010,23,52,0
7,4369,5,19,6,2011,20,0,0
4,2862,10,16,5,2013,7,10,0
4,2891,5,6,2,2003,17,5,0
3,4222,6,21,9,2011,15,30,0
1,2776,9,20,9,2010,18,50,0
6,97,2,28,1,2006,6,23,0
1,2382,1,14,9,2009,18,10,0
6,1864,5,12,6,2004,21,0,0
6,4774,8,8,9,2012,23,10,0
7,10303,1,6,9,2009,13,0,0
1,8140,5,21,1,2008,9,0,0
7,1404,7,6,4,2014,16,15,0
5,2272,9,2,4,2004,7,0,0
4,2706,10,28,7,2011,18,54,0
2,6409,5,13,11,2012,20,3,0
3,5544,4,28,5,2008,12,10,0
1,3856,4,28,4,2003,15,0,0
7,4618,5,24,3,2013,22,31,0
6,5280,4,9,2,2013,6,40,0
7,608,2,10,8,2008,17,10,0
5,3873,1,24,8,2012,20,30,0
5,2186,8,27,8,2010,20,30,0
5,2318,4,21,5,2010,18,30,0
6,4848,3,19,5,2007,21,0,0
2,528,10,13,10,2009,10,54,0
2,2855,1,9,12,2003,21,10,0
4,1149,5,24,3,2011,23,0,0
7,1695,3,28,12,2003,14,0,0
3,6149,5,19,8,2009,6,15,0
1,2108,2,13,4,2009,1,22,0
7,4535,1,9,3,2008,13,9,0
1,1233,4,23,11,2009,18,41,0
5,199,8,23,8,2013,8,0,0
3,5515,3,26,1,2011,0,1,0
2,1373,1,1,6,2010,0,1,0
5,144,4,19,9,2014,14,15,0
2,125,2,26,10,2004,12,0,0
2,8732,4,11,1,2005,20,0,0
6,3265,5,4,4,2009,9,20,0
1,7704,1,25,12,2006,0,1,0
5,5100,4,21,10,2005,2,45,0
1,3664,4,31,10,2005,23,30,0
2,2425,2,27,12,2005,12,0,0
1,9634,1,22,8,2005,8,0,0
5,11753,5,18,4,2003,21,0,0
1,5496,1,13,10,2008,15,50,0
7,2783,4,31,10,2004,13,5,0
3,10331,8,31,10,2007,9,0,0
1,1966,7,11,11,2013,2,5,0
1,7510,3,16,4,2007,18,51,0
1,3376,10,17,2,2014,12,0,0
5,223,10,29,11,2013,23,28,0
7,750,8,27,3,2011,22,45,0
6,2944,2,1,5,2004,13,15,0
5,402,4,26,6,2009,4,20,0
4,6016,8,26,8,2010,8,48,0
1,1071,5,3,3,2003,16,0,0
5,6267,6,9,4,2010,12,30,0
1,727,4,9,6,2014,19,38,0
1,3044,4,8,12,2008,2,5,0
3,925,2,18,8,2004,15,5,0
4,11251,4,28,7,2011,16,0,0
7,4029,3,13,6,2004,8,43,0
6,13,3,27,12,2014,22,22,0
1,1973,9,25,1,2010,13,30,0
1,14447,7,5,3,2007,22,25,0
3,342,2,7,1,2015,18,30,0
1,83,2,20,7,2009,16,50,0
5,2241,4,2,12,2011,14,35,0
3,1164,1,4,3,2009,17,30,0
6,13359,3,8,9,2007,22,0,0
3,6683,3,20,8,2014,16,0,0
4,979,4,18,9,2014,5,45,0
7,83,2,8,5,2005,15,47,0
7,125,2,1,8,2010,2,0,0
4,3010,1,8,2,2007,11,20,0
4,359,10,3,4,2008,16,30,0
3,157,10,25,6,2014,14,15,0
6,70,10,18,4,2015,6,0,0
2,125,2,17,10,2006,19,14,0
5,5763,3,21,3,2014,21,30,0
7,21908,5,2,5,2004,0,28,0
1,5256,2,23,6,2003,10,0,0
2,403,7,12,5,2015,13,0,0
1,1030,2,22,12,2003,0,45,0
3,2783,4,26,5,2004,17,10,0
4,5825,7,5,2,2009,23,6,0
1,10092,8,22,6,2009,15,45,0
5,5936,1,1,12,2006,2,23,0
1,1844,4,17,3,2003,21,0,0
3,1783,4,7,9,2011,7,50,0
6,4030,1,11,2,2006,19,0,0
3,6755,1,11,8,2010,23,0,0
3,1137,6,26,11,2014,0,1,0
2,2616,1,1,4,2014,20,0,0
4,10210,6,10,8,2006,10,0,0
2,615,1,5,4,2005,12,0,0
4,1095,5,24,7,2003,16,0,0
4,8379,3,7,10,2010,16,0,0
4,9826,8,15,6,2006,9,15,0
2,9751,3,4,9,2007,17,40,0
3,6502,9,13,12,2006,9,55,0
6,8849,4,25,1,2014,10,23,0
4,764,6,8,3,2012,17,50,0
2,4279,6,5,2,2008,23,33,0
2,2516,1,23,7,2013,11,34,0
1,708,1,16,3,2009,23,30,0
3,5873,1,27,12,2006,17,45,0
6,125,2,12,7,2014,11,8,0
4,1019,5,21,8,2014,19,0,0
4,9023,8,24,7,2003,18,0,0
7,8873,9,28,8,2005,16,0,0
4,5416,5,31,10,2013,16,31,0
6,2539,8,11,2,2012,16,54,0
3,4888,3,2,5,2012,0,46,0
7,497,8,27,2,2005,18,0,0
2,5967,8,25,5,2004,9,0,0
3,5469,1,27,7,2011,2,30,0
7,977,1,19,5,2013,10,0,0
3,1430,4,19,10,2011,9,0,0
5,1017,3,20,2,2004,10,20,0
4,2814,4,6,2,2003,13,45,0
2,4972,8,19,9,2006,19,9,0
3,682,10,23,7,2014,16,5,0
7,644,1,13,7,2014,0,3,0
1,468,2,21,12,2009,14,6,0
3,2854,8,23,2,2005,22,11,0
1,14365,8,28,4,2008,17,53,0
2,216,6,30,10,2007,23,40,0
5,20965,1,20,4,2007,22,15,0
2,2740,2,20,1,2004,7,10,0
3,14657,3,4,5,2005,22,45,0
3,2144,5,10,2,2010,10,25,0
4,15869,8,19,4,2012,0,1,0
7,3550,4,21,11,2010,22,0,0
5,4471,3,7,4,2006,19,1,0
7,872,2,14,12,2003,16,0,0
4,125,2,26,7,2007,17,0,0
1,2911,10,28,5,2007,21,30,0
7,326,2,9,3,2014,15,0,0
3,7486,1,21,1,2015,1,28,0
5,722,8,12,8,2011,12,8,0
4,125,2,30,11,2006,18,0,0
1,468,2,4,9,2006,6,0,0
1,1972,4,18,2,2013,9,0,0
3,10443,4,23,2,2011,20,28,0
3,241,2,13,6,2012,16,45,0
2,4548,7,29,5,2007,20,41,0
2,3973,4,8,2,2011,21,0,0
3,925,2,4,4,2007,20,45,0
3,6386,4,10,1,2007,16,45,0
5,6193,2,30,11,2007,18,0,0
5,957,2,25,1,2013,22,58,0
7,9536,7,17,11,2013,9,0,0
6,1304,5,18,6,2011,13,40,0
7,1752,3,13,2,2011,20,35,0
5,7322,5,4,11,2005,8,0,0
7,1662,4,2,12,2007,21,19,0
2,2803,10,15,11,2011,13,48,0
2,1116,2,14,4,2009,16,20,0
1,18380,7,19,9,2011,17,0,0
2,9815,2,29,4,2008,15,41,0
6,9060,9,14,6,2014,11,20,0
2,22163,2,20,1,2004,15,30,0
6,1153,4,10,4,2010,23,24,0
1,125,2,16,4,2007,14,30,0
7,2835,10,11,7,2004,22,35,0
6,5028,7,23,3,2013,20,30,0
2,12555,1,20,9,2011,23,30,0
7,2035,10,3,11,2013,8,17,0
3,7920,2,12,11,2014,20,0,0
6,546,5,26,7,2003,3,0,0
1,630,1,10,7,2006,0,47,0
4,22064,8,16,10,2003,21,0,0
4,1611,3,1,11,2012,20,0,0
2,6007,4,19,3,2013,9,55,0
2,11,10,4,3,2003,14,30,0
4,8161,4,20,5,2010,23,30,0
2,38,10,7,9,2010,19,31,0
1,1606,2,4,8,2008,20,6,0
2,340,6,17,2,2004,17,50,0
2,6811,3,30,9,2014,20,45,0
4,17608,3,18,3,2004,16,45,0
3,533,2,23,1,2013,18,30,0
5,927,1,13,12,2013,19,44,0
2,166,10,10,12,2013,17,0,0
6,10457,8,9,2,2008,21,0,0
3,1052,4,23,12,2009,13,0,0
2,4254,6,23,6,2009,17,15,0
6,2716,1,16,11,2013,11,45,0
2,3275,2,3,2,2009,14,30,0
1,6293,6,27,5,2013,17,30,0
1,9592,3,4,8,2003,23,15,0
7,6153,2,31,10,2004,8,25,0
2,2377,1,5,4,2011,9,30,0
7,6266,4,18,5,2008,11,0,0
4,277,10,2,5,2013,23,50,0
1,8467,3,22,12,2014,19,29,0
2,15289,3,24,7,2007,16,0,0
3,7438,3,22,2,2006,8,0,0
2,11847,7,9,12,2003,23,30,0
5,9080,9,3,9,2004,10,30,0
6,13777,4,12,1,2013,23,40,0
2,766,8,3,10,2006,5,45,0
3,1191,10,21,3,2012,19,5,0
5,528,10,23,8,2013,12,3,0
4,392,4,26,7,2012,14,20,0
3,9510,9,25,7,2012,7,55,0
3,848,1,24,2,2010,0,11,0
7,20961,8,7,5,2006,22,0,0
5,3667,2,16,11,2012,22,30,0
1,1956,7,9,7,2007,19,0,0
7,1263,2,7,9,2014,0,1,0
2,16682,5,27,12,2011,14,30,0
6,9565,6,27,12,2003,0,1,0
6,5107,10,22,9,2007,22,0,0
2,772,10,30,11,2010,6,34,0
1,125,2,6,8,2007,21,35,0
3,31,2,13,5,2015,20,30,0
7,13396,1,31,12,2006,0,15,0
2,1447,9,23,12,2003,19,20,0
2,6224,8,2,9,2003,15,0,0
2,211,5,20,9,2005,18,20,0
6,542,2,3,11,2007,9,10,0
6,8963,1,23,8,2003,19,10,0
5,4113,8,26,8,2005,10,30,0
7,2822,1,22,2,2015,2,38,0
5,1351,8,23,3,2007,12,30,0
4,47,2,29,4,2004,10,0,0
5,1153,4,21,5,2010,11,0,0
1,2490,3,1,9,2003,22,33,0
1,1550,1,18,4,2011,15,15,0
5,1926,2,28,12,2007,17,12,0
6,2060,4,6,9,2008,17,35,0
1,1100,5,30,10,2006,18,18,0
2,4834,2,29,10,2013,23,11,0
7,1372,5,19,10,2014,17,0,0
1,12104,5,20,2,2012,9,35,0
3,1066,10,7,9,2005,13,33,0
5,19804,3,31,10,2003,17,30,0
3,6322,5,11,8,2010,21,0,0
6,16117,9,1,1,2011,20,0,0
4,509,5,8,7,2004,20,0,0
3,3792,3,14,5,2008,14,45,0
6,5621,4,17,7,2010,19,14,0
5,198,1,24,1,2014,11,0,0
1,15831,6,31,10,2005,8,50,0
4,10742,5,27,12,2007,14,37,0
6,15971,8,9,9,2006,17,30,0
3,456,1,19,8,2009,19,0,0
7,2355,7,20,5,2007,21,30,0
3,1453,10,25,11,2009,16,44,0
3,2442,8,5,10,2005,5,0,0
6,11065,8,5,10,2013,15,55,0
2,3285,1,29,11,2005,12,30,0
1,7569,9,10,11,2008,10,44,0
5,2691,4,12,7,2013,16,53,0
5,8923,2,10,1,2003,18,30,0
6,386,2,15,1,2005,16,0,0
3,1991,10,6,8,2014,22,52,0
6,4499,9,6,11,2010,20,30,0
3,6153,2,20,8,2014,17,0,0
6,12428,5,22,3,2003,21,30,0
1,18807,8,7,3,2011,14,5,0
1,1839,5,29,9,2008,16,0,0
6,5464,5,16,6,2007,14,0,0
4,1331,4,5,2,2004,9,0,0
7,11217,3,6,5,2007,7,0,0
3,9507,8,21,3,2007,13,5,0
2,456,1,17,2,2015,16,25,0
6,5519,9,12,12,2009,20,0,0
3,348,10,30,5,2012,18,45,0
7,6647,5,3,6,2012,22,32,0
1,554,10,16,2,2009,14,40,0
2,13322,7,2,3,2004,23,30,0
3,1319,2,2,11,2005,23,45,0
5,6382,6,18,4,2003,16,46,0
4,657,8,11,1,2007,9,0,0
5,7784,2,1,10,2004,17,0,0
7,1701,5,30,11,2008,13,0,0
5,1413,3,7,3,2008,22,15,0
6,4462,3,21,3,2015,18,30,0
3,16366,8,5,2,2003,21,0,0
2,2891,5,9,8,2005,16,51,0
6,771,1,29,11,2003,1,16,0
2,643,4,3,10,2006,10,40,0
5,1897,1,26,8,2005,11,0,0
4,428,4,13,7,2006,16,26,0
5,1530,1,28,12,2012,14,0,0
7,1979,4,23,3,2014,17,0,0
5,2019,10,18,5,2007,18,40,0
7,150,10,12,8,2007,13,45,0
5,11251,4,20,8,2004,12,35,0
3,11375,1,26,11,2003,23,40,0
3,578,2,26,5,2004,18,50,0
4,77,10,14,12,2006,23,51,0
3,7203,9,30,11,2005,21,0,0
7,3500,3,3,6,2007,20,0,0
2,741,2,2,11,2010,1,30,0
6,2077,4,24,4,2010,3,55,0
3,36,2,18,2,2015,16,0,0
6,19680,9,17,10,2009,21,0,0
4,16384,3,7,3,2013,19,0,0
6,2097,3,13,11,2004,20,30,0
5,125,2,4,10,2013,17,0,0
5,4769,4,22,4,2011,21,53,0
7,729,4,8,2,2009,0,20,0
3,13449,8,16,11,2005,18,0,0
2,280,3,30,10,2012,1,0,0
4,5102,8,3,11,2011,11,0,0
4,6285,3,23,2,2006,16,0,0
7,10794,9,6,4,2014,14,19,0
2,8073,8,21,3,2006,6,0,0
6,5471,5,4,12,2010,1,30,0
1,6212,4,6,1,2014,18,41,0
3,11555,7,6,8,2014,23,21,0
1,3624,1,11,7,2005,18,15,0
2,7069,5,22,1,2008,15,26,0
2,631,2,28,10,2014,7,0,0
5,387,2,31,10,2014,19,15,0
5,18397,9,9,9,2011,2,0,0
4,6740,2,17,4,2003,12,11,0
4,3411,8,3,5,2012,22,30,0
6,466,6,7,2,2009,12,30,0
2,1574,2,23,8,2005,12,10,0
5,2373,2,11,1,2013,23,30,0
1,9091,7,3,10,2011,20,26,0
6,2194,3,13,3,2010,19,25,0
5,138,10,16,12,2005,14,45,0
6,3884,2,22,5,2010,19,20,0
5,925,2,5,4,2013,17,0,0
3,1250,3,25,7,2012,8,50,0
4,291,4,27,6,2013,15,5,0
6,775,5,8,10,2011,2,10,0
6,1677,2,23,2,2013,22,0,0
4,93,7,18,9,2008,15,33,0
2,1606,2,31,5,2005,8,47,0
7,2355,7,2,12,2012,8,24,0
1,907,6,17,3,2014,14,53,0
2,3747,1,5,10,2010,23,5,0
4,1414,1,30,6,2005,12,0,0
3,546,5,29,11,2006,19,5,0
1,5100,4,13,9,2004,15,0,0
5,9095,7,24,8,2012,22,30,0
5,408,2,2,11,2007,19,55,0
6,2318,4,20,9,2003,17,45,0
1,8432,6,5,2,2007,9,0,0
7,3960,2,6,10,2013,9,0,0
6,3533,1,20,9,2014,20,30,0
7,1606,2,16,7,2006,10,0,0
3,1379,1,6,4,2011,5,40,0
3,14437,9,4,5,2005,19,50,0
6,413,1,15,11,2008,22,40,0
2,9900,9,28,10,2014,15,0,0
5,259,5,8,8,2014,9,24,0
7,3636,5,28,6,2009,1,0,0
5,10258,5,21,3,2008,13,45,0
4,144,4,17,10,2013,14,35,0
1,3223,7,19,1,2004,13,0,0
3,1304,5,18,9,2013,11,10,0
3,8445,2,25,11,2009,20,20,0
4,6419,4,23,3,2006,7,30,0
2,3709,6,12,7,2005,2,0,0
2,7230,4,20,1,2004,10,0,0
4,11268,8,2,9,2004,21,30,0
1,11278,3,12,12,2011,23,17,0
3,138,10,13,11,2013,8,18,0
3,1012,4,27,7,2011,21,0,0
3,485,2,19,4,2006,19,15,0
4,1041,5,3,5,2012,19,33,0
3,2318,4,17,10,2007,1,46,0
3,1722,2,4,2,2009,16,23,0
7,46,2,29,8,2010,16,15,0
2,682,10,21,9,2010,21,30,0
3,3396,10,16,10,2013,22,10,0
7,59,2,17,6,2007,5,10,0
3,2891,5,17,10,2012,1,57,0
1,626,2,11,5,2015,16,55,0
6,10853,3,21,9,2013,19,45,0
2,11114,7,28,10,2008,22,3,0
5,1257,5,1,5,2015,22,30,0
5,435,10,26,3,2010,13,15,0
5,14851,9,3,11,2006,8,0,0
1,4058,4,3,3,2003,14,0,0
5,3419,8,2,5,2003,23,40,0
5,125,2,6,8,2004,14,21,0
4,2046,2,5,3,2015,16,0,0
7,125,2,9,4,2006,17,0,0
6,1224,1,1,11,2014,1,47,0
3,376,2,6,4,2011,17,11,0
5,1039,5,21,3,2003,13,5,0
6,764,6,28,11,2009,17,15,0
7,13132,9,16,1,2011,12,0,0
5,872,2,21,9,2012,15,25,0
3,408,2,25,6,2008,17,10,0
5,1555,2,6,2,2004,22,30,0
4,4456,1,8,7,2004,23,30,0
5,46,2,18,4,2014,16,25,0
6,15456,3,10,8,2013,23,15,0
2,15324,4,11,11,2003,21,0,0
6,2330,4,24,3,2007,16,14,0
3,15152,9,17,11,2010,19,46,0
3,1399,10,18,4,2007,22,0,0
6,18752,9,20,5,2006,11,40,0
4,7481,3,6,9,2007,7,0,0
7,3513,1,20,11,2011,22,50,0
3,635,4,4,3,2009,21,0,0
1,3234,4,28,5,2007,15,27,0
5,5338,2,6,2,2004,23,0,0
7,807,2,20,4,2008,21,30,0
4,157,10,11,7,2013,16,0,0
5,1590,7,29,7,2005,9,30,0
4,2393,8,24,1,2013,15,10,0
7,769,5,21,9,2014,12,0,0
7,1792,2,18,11,2012,10,30,0
1,17752,8,3,8,2009,22,0,0
7,303,8,22,5,2011,14,0,0
2,4062,4,18,8,2009,15,0,0
5,594,8,22,4,2011,13,0,0
7,2050,6,17,5,2009,8,47,0
5,1516,4,25,7,2003,13,15,0
1,6497,1,29,4,2013,18,15,0
5,5390,5,18,5,2007,10,20,0
1,1760,10,25,10,2004,14,35,0
1,528,10,15,10,2007,23,0,0
3,21753,8,10,11,2004,17,0,0
6,77,10,3,5,2014,22,0,0
6,535,3,24,8,2013,12,0,0
6,4772,5,15,11,2008,20,20,0
2,11566,6,28,6,2005,20,30,0
5,802,4,15,10,2004,11,20,0
6,111,10,1,1,2011,6,30,0
7,109,1,7,5,2006,8,30,0
6,673,10,15,1,2011,20,44,0
3,3747,1,18,5,2005,1,0,0
1,16301,9,31,10,2011,20,15,0
1,1749,2,18,9,2006,21,50,0
1,16496,6,29,10,2012,17,0,0
2,1135,4,29,4,2008,9,15,0
5,4947,2,2,5,2003,15,0,0
1,3884,2,11,11,2013,7,46,0
2,8835,3,28,10,2008,13,20,0
3,8828,7,20,4,2011,12,0,0
4,125,2,27,1,2011,14,50,0
2,138,2,3,3,2015,13,50,0
6,1839,5,30,1,2010,5,15,0
1,552,4,16,2,2015,21,30,0
2,502,5,25,11,2014,19,49,0
4,4210,5,30,10,2014,16,30,0
7,3774,2,11,1,2004,3,30,0
1,9615,8,4,4,2005,0,1,0
5,820,4,24,12,2004,12,0,0
1,2755,2,26,12,2005,22,30,0
2,756,3,6,1,2015,9,0,0
3,1823,1,8,1,2003,10,30,0
5,9454,1,1,6,2007,22,46,0
6,11979,3,15,7,2006,23,20,0
2,125,2,17,4,2012,12,0,0
6,1969,4,27,1,2007,19,0,0
7,468,2,13,7,2003,10,0,0
7,141,6,7,10,2012,20,50,0
5,47,2,30,7,2010,23,30,0
6,1421,9,24,1,2009,12,16,0
6,11092,8,2,7,2011,21,0,0
5,2456,1,17,10,2003,19,0,0
3,1870,1,14,6,2006,2,46,0
6,872,2,7,3,2015,12,24,0
1,6525,2,14,11,2011,16,15,0
4,944,1,8,4,2010,19,0,0
4,9358,7,5,3,2009,17,58,0
4,5142,4,29,7,2010,17,50,0
6,12883,6,3,5,2008,9,30,0
5,263,1,25,1,2008,22,10,0
2,2792,4,18,9,2007,22,0,0
1,2567,9,23,11,2009,19,30,0
5,6386,4,11,2,2011,14,30,0
4,77,10,17,4,2003,10,0,0
5,7274,2,7,2,2014,23,30,0
6,504,4,24,1,2009,12,0,0
5,15670,7,28,7,2006,22,9,0
5,10687,4,29,1,2010,9,0,0
5,408,2,11,7,2003,19,26,0
5,10002,6,14,1,2005,17,30,0
6,468,2,10,3,2012,16,0,0
2,125,2,20,4,2010,12,25,0
2,4852,3,9,12,2003,12,46,0
6,2418,2,9,2,2013,1,30,0
1,12422,5,29,10,2012,3,7,0
6,1273,10,13,6,2009,19,0,0
6,8020,9,11,9,2010,12,0,0
2,552,4,6,1,2015,13,53,0
7,2346,2,8,9,2013,11,0,0
5,17272,8,4,4,2003,22,0,0
5,408,2,17,12,2010,19,36,0
6,342,2,18,10,2003,22,45,0
5,6189,3,17,12,2010,0,1,0
4,4727,7,18,5,2006,15,0,0
2,7503,5,2,3,2004,18,15,0
1,594,8,31,3,2014,21,30,0
6,88,2,5,9,2009,23,0,0
2,10331,8,13,12,2011,20,0,0
1,542,2,8,8,2005,7,18,0
2,63,1,10,12,2013,16,27,0
2,18705,9,8,3,2011,21,18,0
5,1958,3,22,4,2005,13,4,0
1,8856,4,1,9,2008,21,0,0
7,220,4,19,6,2011,15,43,0
2,3517,5,10,11,2009,21,30,0
7,11197,4,21,9,2003,23,59,0
7,251,5,10,2,2013,2,30,0
3,13897,8,12,5,2004,3,0,0
1,9075,3,25,10,2004,21,35,0
3,53,1,10,12,2014,9,37,0
1,2140,2,9,7,2012,10,48,0
5,2838,2,16,7,2010,18,20,0
2,12659,1,21,7,2009,15,0,0
4,2790,3,11,8,2005,5,50,0
4,5674,1,20,9,2007,20,30,0
4,7492,9,20,8,2009,13,0,0
7,17429,4,12,2,2012,21,0,0
