"day","address","location","date","month","year","hour","min","DRIVINGUNDERTHEINFLUENCE"
2,3752,5,1,4,2003,2,55,0
7,4442,3,3,7,2011,12,0,0
2,1220,10,1,4,2014,6,8,0
2,12409,3,23,11,2004,10,17,0
5,15052,1,2,4,2004,7,50,0
7,517,2,22,2,2004,23,40,0
1,1116,2,3,3,2008,17,24,0
3,8596,9,28,5,2008,21,0,0
3,21757,2,26,11,2003,1,39,0
5,4,6,19,11,2010,10,0,0
5,1182,5,18,4,2014,19,15,0
5,4828,3,2,12,2005,10,56,0
4,1593,2,13,5,2004,10,0,0
2,757,3,21,12,2004,23,54,0
3,5551,8,4,3,2015,22,46,0
2,4040,3,31,3,2015,22,0,0
5,7748,8,20,10,2006,2,50,0
1,1189,8,9,11,2009,20,50,0
2,3,5,4,8,2009,5,15,0
1,2855,1,19,1,2015,18,0,0
1,501,4,26,11,2012,17,56,0
2,11266,7,2,10,2007,1,35,0
7,125,2,1,6,2008,21,0,0
3,13535,3,19,3,2014,7,0,0
4,22430,5,6,2,2003,23,0,0
1,13733,5,4,3,2013,22,6,0
2,1687,9,9,12,2008,23,0,0
4,872,2,5,3,2009,11,15,0
3,11848,7,8,1,2003,0,1,0
3,138,10,8,2,2006,14,2,0
3,6453,7,9,1,2013,22,0,0
5,489,2,21,4,2006,2,15,0
2,11472,4,27,5,2003,7,0,0
6,4281,9,29,11,2014,14,0,0
6,10608,4,7,4,2007,17,15,0
2,1213,4,15,6,2010,12,0,0
7,20051,4,8,3,2009,5,0,0
4,176,1,12,1,2006,10,0,0
4,2842,10,15,5,2014,22,2,0
4,16518,2,26,1,2006,18,30,0
2,8042,9,26,1,2010,16,23,0
7,223,10,6,9,2009,12,6,0
2,10009,5,1,11,2011,20,20,0
1,501,4,15,3,2004,16,20,0
6,11667,3,14,11,2009,23,45,0
5,4018,9,11,7,2008,17,55,0
6,1441,1,9,2,2008,21,30,0
6,872,2,5,4,2008,19,45,0
3,9226,8,24,11,2004,1,0,0
7,1223,5,24,4,2005,13,30,0
1,8570,3,1,10,2012,19,40,0
7,4340,1,13,3,2005,16,0,0
2,2545,4,10,7,2007,11,1,0
5,6588,1,9,2,2007,17,30,0
2,4930,1,31,3,2009,0,18,0
7,2945,3,19,6,2005,17,56,0
7,6304,3,1,6,2003,0,1,0
5,7452,9,16,5,2003,12,0,0
4,2639,5,25,7,2013,21,44,0
5,766,8,27,7,2007,22,17,0
3,8161,4,27,6,2012,17,0,0
5,1143,1,2,5,2008,19,0,0
5,4545,8,11,12,2009,12,0,0
3,16420,3,26,11,2003,15,0,0
2,6407,3,17,2,2015,16,15,0
2,5409,9,8,3,2005,19,44,0
5,1284,4,23,1,2015,0,1,0
7,912,10,22,4,2012,11,31,0
1,2462,2,21,1,2013,8,30,0
6,13910,7,22,5,2010,18,45,0
2,442,2,6,1,2015,12,30,0
7,3757,4,15,1,2012,10,0,0
6,3128,3,4,6,2005,5,40,0
6,5744,8,10,8,2013,16,0,0
5,3180,10,19,9,2014,20,30,0
2,468,2,24,11,2009,10,0,0
1,740,5,29,5,2006,2,20,0
2,283,10,23,12,2014,3,0,0
6,11231,4,5,5,2012,19,30,0
1,190,9,17,3,2008,14,30,0
3,349,2,17,4,2013,7,10,0
3,39,3,27,6,2007,20,46,0
3,507,5,12,5,2004,21,54,0
6,4407,9,15,12,2007,18,35,0
5,10958,4,16,4,2004,7,0,0
2,146,10,9,2,2010,14,45,0
2,3661,3,20,1,2009,20,0,0
5,1580,10,26,3,2010,23,35,0
7,4337,2,2,11,2014,19,0,0
6,363,2,30,10,2004,16,47,0
7,5805,6,18,10,2009,19,30,0
3,765,3,8,3,2006,19,30,0
6,5775,7,4,10,2014,23,37,0
4,2796,6,12,7,2012,21,30,0
3,1155,2,15,10,2003,12,45,0
2,17553,9,31,5,2005,11,3,0
1,1567,5,29,4,2013,22,13,0
5,3619,2,27,6,2014,12,15,0
3,522,2,1,11,2006,12,0,0
1,7461,3,10,5,2004,15,40,0
7,6964,7,10,10,2010,18,0,0
7,272,8,19,10,2003,19,0,0
3,5010,5,22,2,2006,0,40,0
4,2270,1,21,8,2008,17,0,0
7,2055,1,24,8,2008,8,10,0
5,2490,3,3,12,2010,17,25,0
4,7339,6,11,6,2009,15,0,0
5,5409,9,11,2,2005,19,10,0
3,11868,8,13,10,2004,20,7,0
5,779,2,12,8,2005,16,0,0
7,22444,7,23,2,2003,21,57,0
6,4415,5,24,4,2010,3,16,0
6,93,7,6,9,2008,16,0,0
4,2041,10,15,10,2009,15,0,0
6,3863,4,13,2,2010,14,30,0
2,1619,3,26,12,2006,2,15,0
2,14574,8,24,7,2012,18,10,0
5,2393,8,4,9,2009,19,27,0
2,9463,3,21,8,2012,11,47,0
1,4156,4,11,10,2004,0,40,0
7,1804,5,23,4,2006,17,30,0
7,213,4,10,8,2003,21,25,0
2,16516,3,14,11,2006,8,59,0
3,125,2,21,9,2011,7,50,0
4,1825,1,16,10,2008,14,35,0
7,13372,8,24,2,2008,16,30,0
2,3072,2,5,4,2011,9,0,0
7,4779,5,5,4,2009,10,30,0
5,14754,4,3,10,2003,23,2,0
2,125,2,1,5,2007,0,1,0
6,1809,10,16,12,2006,1,15,0
4,2706,10,30,10,2008,14,41,0
4,643,4,29,12,2011,9,30,0
7,1255,6,25,3,2012,17,0,0
2,3619,2,2,11,2010,15,25,0
4,10783,8,15,11,2012,19,12,0
4,309,2,11,11,2004,15,40,0
4,2024,1,6,8,2009,17,0,0
3,610,2,25,7,2012,12,47,0
3,17144,9,9,3,2005,21,0,0
1,19889,8,19,3,2007,0,1,0
7,125,2,29,1,2012,22,0,0
6,3890,6,23,2,2013,8,0,0
7,4180,6,8,2,2004,2,10,0
7,1026,5,30,6,2013,13,5,0
1,1836,4,29,5,2006,17,0,0
3,8767,4,1,4,2009,8,0,0
5,7390,9,25,3,2005,6,30,0
5,4441,5,17,12,2010,18,0,0
7,12902,8,18,12,2005,0,1,0
6,2206,3,5,10,2013,18,0,0
6,14871,9,10,1,2004,19,0,0
7,12382,4,28,8,2005,23,0,0
5,1433,10,5,9,2003,6,0,0
1,147,5,24,12,2012,2,47,0
7,2046,2,5,10,2008,12,25,0
6,326,2,21,2,2015,2,24,0
4,3508,4,15,5,2008,5,21,0
3,8485,9,17,5,2006,12,0,0
4,2183,9,13,11,2014,11,0,0
5,213,4,14,11,2008,2,0,0
6,213,4,29,11,2008,13,5,0
3,11,10,18,5,2005,15,0,0
6,1769,3,1,11,2003,17,0,0
6,22487,9,17,4,2004,23,30,0
4,14334,4,27,12,2012,22,52,0
4,17275,9,5,4,2012,8,30,0
7,376,2,28,1,2007,9,49,0
6,1345,1,11,2,2012,13,45,0
2,6497,1,23,8,2005,20,0,0
4,166,10,7,8,2014,14,0,0
2,7074,4,21,2,2006,21,0,0
1,3873,1,6,1,2014,9,0,0
4,125,2,27,1,2005,10,0,0
4,11816,5,20,8,2009,14,25,0
2,125,2,19,4,2005,12,0,0
3,1567,5,20,8,2003,15,46,0
5,3257,9,15,7,2011,10,0,0
1,220,4,16,3,2009,22,45,0
3,10238,5,26,6,2013,11,0,0
4,3238,3,22,1,2009,14,22,0
2,125,2,9,12,2014,15,0,0
3,15620,6,5,10,2011,19,0,0
7,2388,2,23,3,2008,1,0,0
2,626,2,5,4,2005,13,15,0
1,821,10,20,7,2009,16,30,0
6,552,4,27,12,2003,7,52,0
5,1233,4,13,12,2013,18,15,0
5,7918,9,6,10,2006,18,0,0
1,11562,4,21,8,2006,1,0,0
4,402,4,14,12,2006,16,0,0
4,28,4,11,12,2003,13,47,0
5,144,4,6,3,2015,17,30,0
4,1300,6,30,6,2011,6,45,0
2,125,2,11,12,2012,10,10,0
1,5659,9,17,4,2006,13,50,0
1,7405,7,23,8,2010,17,38,0
7,2314,1,5,5,2013,15,40,0
3,3893,8,29,10,2008,14,7,0
2,14862,8,13,11,2012,19,0,0
5,2647,5,5,10,2007,10,0,0
2,4411,2,21,2,2006,3,0,0
7,125,2,23,10,2011,1,59,0
2,8223,2,14,10,2008,18,0,0
1,749,2,24,11,2014,15,59,0
4,12948,4,28,6,2007,22,0,0
3,8298,1,8,3,2006,19,0,0
7,3474,3,13,3,2005,13,54,0
6,19681,10,17,10,2009,14,2,0
2,1395,6,16,4,2013,23,19,0
2,6240,3,18,10,2011,23,30,0
7,7077,1,17,6,2012,1,50,0
4,11005,3,28,10,2004,9,0,0
5,549,4,8,3,2013,22,0,0
7,3376,10,30,6,2013,17,0,0
2,10338,4,17,5,2011,15,43,0
7,468,2,2,11,2014,10,17,0
1,2467,6,2,10,2006,1,58,0
5,12222,5,15,10,2004,23,20,0
2,608,2,22,1,2013,14,46,0
4,1801,8,25,3,2010,23,56,0
1,13199,3,6,2,2012,2,0,0
1,7118,8,27,6,2011,10,0,0
7,8142,1,28,12,2014,12,0,0
7,3904,3,5,10,2008,11,0,0
6,1091,10,12,2,2011,1,33,0
5,1260,5,5,9,2008,8,57,0
6,3725,10,28,1,2012,13,0,0
1,4298,10,19,3,2012,0,1,0
7,2165,9,12,8,2007,17,0,0
2,435,10,21,8,2007,6,30,0
6,6031,3,15,1,2011,20,6,0
6,6252,8,4,11,2006,20,0,0
1,713,4,25,6,2007,0,31,0
5,548,10,6,2,2015,13,30,0
6,626,2,31,5,2003,11,35,0
5,10841,4,8,9,2006,17,0,0
1,548,10,17,3,2014,18,15,0
4,1149,5,1,5,2014,15,30,0
1,4572,5,8,12,2008,14,9,0
7,3710,8,7,11,2010,18,0,0
1,20643,9,4,2,2008,22,0,0
2,263,1,24,6,2014,12,9,0
6,499,2,12,2,2011,7,18,0
5,3716,3,18,9,2009,20,0,0
3,14474,5,24,11,2004,7,40,0
7,1445,1,25,1,2004,18,34,0
3,1074,3,19,3,2014,18,39,0
2,907,6,26,6,2012,12,28,0
5,2575,9,6,9,2013,21,0,0
3,7334,6,19,10,2005,13,0,0
6,898,2,14,8,2010,23,0,0
5,10127,7,18,4,2008,23,55,0
1,413,1,24,11,2008,14,30,0
1,9571,8,30,4,2007,3,52,0
3,2894,5,3,4,2013,16,0,0
1,779,2,4,8,2008,16,14,0
2,5130,4,10,8,2010,22,28,0
1,504,4,11,11,2013,19,0,0
1,3047,8,19,4,2010,0,1,0
3,18829,9,23,2,2011,19,45,0
3,779,2,20,2,2013,18,0,0
2,3866,1,8,8,2006,15,30,0
3,907,6,30,5,2007,11,50,0
2,666,2,3,2,2004,11,34,0
7,6889,7,30,11,2014,2,26,0
1,15984,4,14,11,2005,17,0,0
6,4806,9,6,11,2010,13,8,0
3,7757,4,14,11,2012,23,0,0
1,8456,5,4,2,2008,14,30,0
6,326,2,7,5,2011,18,7,0
3,8129,1,15,10,2008,17,30,0
4,1012,4,8,9,2005,1,0,0
5,3129,1,24,3,2006,20,45,0
4,756,3,23,8,2007,11,46,0
7,8056,5,11,3,2007,8,15,0
1,4601,1,12,5,2014,15,0,0
7,13931,3,4,12,2011,3,40,0
6,120,2,23,2,2008,1,40,0
6,155,2,20,10,2012,23,6,0
7,797,4,3,5,2015,21,30,0
1,435,10,28,6,2010,19,0,0
4,1235,5,29,5,2014,16,0,0
7,7073,9,2,1,2011,21,23,0
3,1702,1,29,4,2015,19,40,0
6,16789,2,12,2,2011,19,53,0
5,235,4,9,1,2015,10,7,0
3,14570,2,26,6,2013,7,10,0
1,435,10,28,5,2007,21,8,0
7,9132,8,26,2,2012,13,0,0
4,3931,6,2,10,2008,5,42,0
6,9557,7,29,5,2004,17,30,0
6,17473,3,28,7,2007,20,15,0
1,1306,2,26,10,2009,9,0,0
3,6204,5,16,9,2009,0,1,0
2,8771,2,20,1,2004,15,0,0
3,208,1,14,10,2009,12,20,0
7,5151,4,3,6,2007,9,30,0
4,83,2,4,9,2014,12,50,0
5,9784,8,2,4,2004,14,45,0
6,64,4,21,2,2015,20,35,0
6,2535,4,4,6,2011,9,52,0
3,357,4,6,4,2005,12,50,0
1,9447,1,12,12,2005,1,0,0
1,4252,5,9,12,2013,18,55,0
6,8643,2,8,3,2014,23,10,0
3,392,4,14,5,2014,17,30,0
7,3581,7,6,5,2012,2,0,0
6,22389,2,15,11,2003,15,30,0
4,5819,4,24,1,2013,0,1,0
7,21763,7,18,5,2003,12,0,0
6,468,2,28,6,2003,2,38,0
4,11877,4,1,6,2006,21,35,0
3,499,2,14,4,2004,6,0,0
7,92,1,20,4,2008,13,45,0
1,6153,2,24,12,2007,8,59,0
5,4951,6,20,2,2015,14,7,0
5,5453,1,7,2,2014,23,0,0
3,826,4,10,7,2013,12,5,0
1,9361,5,11,12,2006,16,0,0
5,744,10,28,1,2011,17,17,0
4,11670,6,14,7,2005,15,0,0
5,2208,9,7,8,2009,21,0,0
2,803,6,12,1,2010,8,0,0
6,2638,2,28,12,2013,23,35,0
3,9498,9,12,11,2014,10,56,0
5,366,10,11,8,2006,14,0,0
4,1160,1,7,8,2008,13,0,0
6,425,5,14,7,2007,11,0,0
3,3618,2,13,7,2005,2,10,0
6,19029,2,6,11,2010,17,0,0
5,7179,1,23,9,2005,8,6,0
6,125,2,14,1,2006,22,15,0
5,14065,4,8,8,2003,12,0,0
1,2616,1,24,12,2007,20,30,0
3,11276,2,5,10,2011,0,1,0
1,14298,3,24,12,2012,10,0,0
2,9679,4,23,12,2008,15,20,0
1,821,10,12,11,2007,9,57,0
3,3716,3,2,6,2010,18,0,0
3,7653,4,9,1,2008,10,30,0
3,7571,6,19,10,2005,15,52,0
4,7322,5,2,10,2014,12,0,0
5,16177,7,4,4,2003,19,40,0
2,9585,4,14,4,2009,11,7,0
1,522,2,20,8,2007,11,45,0
7,20426,8,29,6,2008,16,0,0
4,9047,7,27,11,2014,19,5,0
4,5946,9,18,9,2014,20,0,0
3,125,2,20,4,2005,8,0,0
2,11768,10,29,4,2003,18,50,0
5,35,8,30,5,2014,18,0,0
6,714,2,18,5,2013,17,43,0
3,11937,2,17,3,2004,22,30,0
5,7784,2,31,10,2003,11,50,0
3,957,2,19,3,2014,13,53,0
3,103,1,15,12,2010,10,0,0
5,9380,8,14,11,2014,15,45,0
7,408,2,13,7,2014,22,17,0
5,16360,1,30,11,2007,1,0,0
4,7473,9,25,11,2004,19,36,0
4,1152,1,12,6,2014,19,20,0
4,1164,1,6,3,2014,16,5,0
3,1117,4,11,7,2012,17,41,0
7,2790,3,17,11,2013,10,15,0
4,125,2,22,4,2010,11,5,0
3,13502,1,9,3,2005,21,30,0
4,6695,5,16,9,2004,1,15,0
4,325,8,15,6,2006,11,0,0
7,14721,8,25,1,2004,3,30,0
5,7620,9,2,11,2007,13,34,0
2,1103,5,21,2,2006,17,0,0
1,3126,1,20,1,2014,9,0,0
1,12972,9,21,3,2011,14,0,0
7,925,2,15,7,2007,16,30,0
5,11117,3,22,9,2006,20,30,0
5,5491,3,2,5,2008,8,48,0
1,8702,8,20,2,2006,21,0,0
3,9134,8,13,7,2005,23,0,0
6,2904,2,4,6,2005,8,9,0
3,11582,7,6,8,2014,13,0,0
3,132,7,15,5,2013,12,15,0
6,18286,5,22,10,2011,23,0,0
4,139,2,4,4,2013,16,30,0
2,402,4,17,5,2005,12,30,0
6,4152,5,27,2,2010,16,0,0
4,20860,7,26,7,2007,16,30,0
3,6714,5,6,4,2011,4,8,0
1,1854,3,10,7,2006,7,45,0
7,150,10,5,9,2004,12,15,0
6,15651,7,19,6,2010,20,0,0
1,5075,3,16,3,2015,13,30,0
4,2182,8,13,11,2008,18,0,0
5,751,5,29,11,2013,15,20,0
3,1091,10,2,10,2013,23,43,0
4,15784,7,27,6,2013,17,0,0
4,8587,9,14,10,2004,21,38,0
5,1597,8,9,9,2005,14,0,0
6,1204,2,22,2,2014,19,0,0
2,428,4,7,3,2006,20,45,0
5,3396,10,19,9,2014,22,0,0
6,1722,2,3,12,2005,20,6,0
7,2204,5,25,1,2009,2,37,0
3,408,2,14,10,2009,16,20,0
6,5408,5,23,4,2011,12,12,0
5,3376,10,4,10,2013,21,0,0
6,2955,3,30,7,2005,23,44,0
4,2878,1,28,7,2005,18,30,0
5,7455,5,24,12,2004,9,0,0
3,9424,7,21,1,2004,21,0,0
7,907,6,26,3,2006,18,15,0
1,4841,9,9,6,2003,20,30,0
5,6873,9,19,9,2003,15,0,0
5,1467,8,11,2,2005,20,0,0
2,4617,3,29,4,2003,20,30,0
5,9015,9,31,10,2003,12,0,0
1,501,4,21,8,2006,1,0,0
7,2622,2,27,7,2003,2,20,0
5,4464,5,20,5,2011,18,23,0
1,4960,7,29,9,2008,18,0,0
2,2785,1,14,4,2015,8,15,0
7,9552,9,1,1,2006,0,6,0
5,138,2,8,10,2010,7,15,0
4,1996,2,11,12,2008,18,30,0
4,6468,9,11,8,2011,18,9,0
5,478,1,12,7,2013,23,0,0
3,2995,5,21,9,2005,10,0,0
7,895,2,1,11,2009,13,6,0
1,2856,8,7,12,2009,22,30,0
2,4450,4,6,1,2015,19,55,0
2,3600,1,12,6,2007,15,0,0
5,5239,1,10,7,2009,1,0,0
1,21047,3,18,4,2005,16,0,0
3,13666,8,11,12,2013,21,0,0
5,1560,4,1,11,2013,0,15,0
6,4618,5,26,7,2008,14,20,0
4,15575,1,6,10,2005,12,0,0
6,199,8,29,7,2006,6,25,0
1,2598,2,22,8,2011,7,19,0
6,2408,8,27,12,2003,0,30,0
1,13182,9,12,6,2006,22,0,0
2,1587,2,15,11,2005,12,10,0
5,13662,4,25,2,2005,1,31,0
3,4213,2,9,1,2013,20,45,0
1,6725,9,29,9,2014,19,39,0
7,393,9,6,5,2012,17,24,0
3,9499,4,18,8,2004,15,30,0
3,1736,5,29,4,2015,17,14,0
3,6466,3,5,2,2003,11,50,0
6,22,10,14,11,2009,3,11,0
2,3329,10,28,11,2006,11,50,0
6,4296,4,1,11,2008,19,0,0
4,15815,8,4,10,2012,2,29,0
6,4576,6,17,5,2014,8,0,0
1,2856,8,4,10,2010,11,0,0
7,764,6,19,10,2003,13,14,0
5,1997,8,14,11,2014,18,0,0
6,1016,4,2,7,2011,0,1,0
4,2454,2,17,10,2013,0,1,0
4,479,9,25,8,2011,17,35,0
2,2436,5,20,7,2004,14,0,0
5,3353,6,29,7,2011,9,0,0
7,9719,4,31,1,2010,0,21,0
6,11342,4,19,10,2013,23,0,0
6,13965,3,24,1,2009,22,15,0
2,727,4,23,3,2010,14,20,0
1,1614,4,16,8,2004,11,54,0
2,3047,8,3,3,2015,13,30,0
3,18390,8,15,12,2010,8,40,0
7,3442,6,29,11,2009,12,15,0
5,7077,1,18,9,2009,18,15,0
4,1541,3,12,6,2008,7,0,0
2,12410,9,31,5,2005,13,0,0
3,7397,4,9,12,2009,11,24,0
5,460,5,4,10,2013,11,15,0
7,16435,4,30,1,2005,14,0,0
3,11915,8,2,5,2012,7,30,0
1,7740,7,20,8,2012,16,15,0
7,473,4,21,10,2012,22,0,0
4,4310,2,3,4,2014,17,0,0
1,14672,9,13,9,2004,14,30,0
6,1285,5,23,9,2006,15,55,0
7,11029,9,19,4,2009,1,45,0
3,6811,3,16,9,2009,4,30,0
1,6483,1,29,10,2012,18,0,0
6,216,6,7,3,2009,18,24,0
7,1862,5,26,2,2012,16,59,0
6,3738,8,3,12,2005,20,0,0
3,9738,8,5,2,2014,18,0,0
4,7562,4,31,5,2007,13,4,0
1,7835,2,3,9,2012,9,7,0
6,779,2,11,8,2012,21,0,0
5,13968,6,10,12,2004,3,0,0
7,978,1,21,9,2008,2,0,0
6,7548,9,10,9,2011,13,15,0
5,10025,7,18,5,2007,13,0,0
2,28,4,21,9,2010,17,45,0
5,1296,2,17,12,2010,20,0,0
5,1776,5,17,11,2006,5,45,0
7,3844,5,20,9,2009,20,20,0
4,132,7,24,3,2011,19,0,0
7,1260,5,12,8,2007,20,33,0
3,1449,1,7,2,2007,12,14,0
2,7056,5,2,4,2013,2,13,0
5,1297,1,28,7,2006,7,35,0
6,166,10,3,11,2007,11,0,0
6,9650,7,19,5,2012,0,56,0
4,7044,10,25,1,2007,17,4,0
1,1204,2,16,10,2006,12,21,0
2,20373,7,29,4,2003,5,8,0
7,5439,3,31,12,2006,16,39,0
4,501,4,10,1,2008,1,10,0
5,1829,10,3,4,2009,2,10,0
6,19461,2,27,2,2010,3,20,0
6,5133,7,9,8,2003,3,0,0
6,2332,2,5,4,2003,19,30,0
3,8338,6,24,12,2014,17,30,0
5,9528,5,26,8,2005,23,0,0
3,2478,8,30,11,2005,13,0,0
6,4648,5,17,12,2011,15,0,0
3,990,1,5,8,2009,0,1,0
2,2869,10,26,6,2012,20,47,0
6,5825,9,6,9,2014,10,0,0
4,14883,7,17,10,2013,22,56,0
1,5705,5,18,4,2011,18,30,0
1,643,4,11,5,2015,15,9,0
4,6420,2,31,5,2007,15,32,0
1,5509,2,5,8,2013,10,0,0
7,6335,7,6,11,2005,16,45,0
2,3824,2,27,12,2005,17,0,0
5,17273,9,7,9,2012,12,0,0
6,19920,8,13,6,2009,23,30,0
5,3284,3,29,7,2011,10,10,0
5,363,2,10,2,2006,14,42,0
2,125,2,3,5,2005,11,0,0
4,4841,9,8,3,2007,13,20,0
5,550,3,28,11,2008,16,37,0
5,88,2,7,10,2005,15,15,0
2,105,5,25,11,2014,17,0,0
6,1345,1,30,12,2006,20,15,0
7,9417,8,12,8,2007,16,4,0
5,17011,8,2,11,2012,22,30,0
3,925,2,27,12,2006,19,30,0
4,36,2,1,4,2004,17,10,0
2,643,4,29,10,2013,0,45,0
1,1943,2,20,9,2010,21,40,0
3,125,2,2,11,2005,15,0,0
1,596,2,11,5,2015,18,40,0
6,15733,8,1,12,2012,12,0,0
1,554,10,23,6,2008,0,36,0
4,8497,5,31,10,2013,15,45,0
2,213,4,28,5,2013,3,51,0
3,2709,9,19,8,2009,14,7,0
6,1220,10,8,9,2007,5,30,0
5,146,10,14,7,2006,14,35,0
5,3532,3,10,1,2014,0,1,0
2,1233,4,18,2,2014,17,32,0
5,6577,5,5,9,2014,3,53,0
5,13790,1,28,11,2003,19,0,0
4,6246,8,5,9,2013,19,0,0
2,682,10,12,7,2011,14,52,0
7,1757,3,27,7,2003,22,45,0
7,125,2,31,7,2005,11,30,0
5,11431,9,26,12,2003,20,2,0
4,158,2,15,12,2011,15,0,0
2,10637,4,19,8,2008,20,0,0
4,38,10,14,10,2004,13,59,0
2,64,4,4,3,2008,19,0,0
5,2241,4,25,7,2014,14,6,0
3,907,6,28,7,2010,10,18,0
7,3941,4,30,6,2013,17,58,0
7,7054,4,10,2,2008,22,30,0
6,1656,4,22,3,2008,11,0,0
6,1287,2,22,3,2014,20,27,0
5,3735,2,13,1,2012,20,41,0
7,643,4,25,1,2004,1,45,0
4,15479,8,2,5,2013,18,45,0
2,4858,1,21,3,2006,17,15,0
4,1157,2,6,5,2010,12,25,0
1,9420,3,10,6,2013,8,0,0
1,352,4,18,3,2013,12,29,0
2,6453,7,17,4,2007,2,50,0
6,2944,2,23,8,2014,11,5,0
5,125,2,20,2,2015,8,0,0
4,531,8,21,3,2013,18,35,0
3,8471,4,26,6,2013,20,15,0
5,2089,3,2,5,2014,17,30,0
4,8594,3,31,5,2012,21,27,0
6,1615,2,21,5,2005,7,0,0
3,2737,3,31,10,2007,15,48,0
4,11,10,3,10,2013,12,18,0
4,11126,9,24,8,2006,15,50,0
6,2737,3,20,10,2007,17,0,0
3,125,2,7,9,2011,10,30,0
7,4565,6,3,11,2013,12,0,0
4,4703,1,19,8,2004,15,14,0
7,4345,2,27,6,2004,15,0,0
2,5525,1,27,5,2008,6,20,0
6,2988,3,25,1,2014,17,30,0
6,5069,3,11,2,2006,22,2,0
5,9201,9,18,4,2008,16,30,0
4,6922,1,14,5,2009,11,0,0
6,1346,4,2,6,2007,17,15,0
3,5107,10,1,9,2004,17,0,0
7,1181,2,4,5,2008,21,15,0
5,4587,1,20,3,2015,17,21,0
5,8849,4,29,11,2013,21,0,0
6,7039,5,1,11,2003,10,30,0
5,7209,5,19,9,2014,16,3,0
7,198,1,22,2,2015,14,0,0
2,2041,10,21,12,2004,17,0,0
2,125,2,26,5,2009,20,45,0
6,36,2,5,4,2003,20,10,0
4,657,8,5,3,2015,23,0,0
3,5806,8,22,8,2007,14,23,0
5,8626,3,18,4,2014,19,30,0
4,233,8,27,1,2005,19,43,0
1,13002,3,28,4,2014,8,46,0
1,3396,10,1,10,2012,22,0,0
4,8036,2,1,12,2011,18,56,0
3,10977,7,4,4,2007,10,30,0
2,13,3,11,7,2006,21,0,0
2,6450,7,22,7,2008,8,35,0
1,8298,1,22,3,2010,16,0,0
2,19536,8,12,1,2010,11,25,0
2,1041,5,18,10,2005,21,0,0
6,125,2,10,9,2011,20,0,0
6,5469,1,10,9,2011,11,57,0
4,5782,5,11,6,2009,23,50,0
6,825,2,2,5,2009,3,15,0
4,9426,3,16,12,2010,18,29,0
5,646,6,19,4,2013,16,0,0
5,2700,3,6,5,2011,13,20,0
3,3461,2,17,10,2012,13,15,0
6,4899,3,10,1,2015,14,30,0
5,148,5,1,10,2004,0,1,0
1,12123,9,28,10,2013,12,0,0
1,501,4,3,2,2014,7,24,0
5,779,2,21,3,2014,13,2,0
7,9603,8,27,6,2004,0,30,0
4,1091,10,2,5,2013,20,10,0
2,64,4,25,1,2011,21,30,0
4,1862,5,8,2,2007,14,20,0
4,9131,8,18,3,2004,10,45,0
3,1757,3,5,10,2011,12,44,0
2,468,2,3,2,2004,0,1,0
4,898,2,10,12,2009,1,0,0
2,3300,4,4,9,2012,0,1,0
4,10461,3,7,10,2010,8,0,0
7,386,2,5,10,2014,2,20,0
2,4649,7,4,2,2003,0,45,0
4,10938,5,19,2,2009,1,30,0
4,9327,8,6,10,2011,7,31,0
2,1646,6,28,6,2005,20,0,0
3,210,1,1,10,2003,8,0,0
4,15763,4,2,10,2003,11,50,0
6,6566,3,4,9,2004,13,34,0
7,358,6,7,10,2012,21,55,0
5,4432,2,30,4,2004,9,0,0
5,8695,1,13,11,2009,1,54,0
4,2050,4,10,7,2008,8,10,0
4,5975,7,2,6,2005,14,11,0
4,10279,7,22,7,2004,20,0,0
4,16987,3,5,2,2004,0,1,0
6,2343,9,20,3,2004,2,0,0
6,14265,7,14,8,2010,22,0,0
4,2921,4,29,10,2009,14,30,0
7,6360,2,5,5,2013,4,50,0
7,10606,8,23,2,2014,19,15,0
5,5237,9,16,11,2012,22,0,0
4,8696,9,14,6,2007,9,30,0
2,7866,6,1,9,2009,0,1,0
2,16168,3,18,5,2010,17,0,0
3,677,2,3,4,2013,22,0,0
1,4885,6,2,4,2007,0,45,0
3,19139,4,28,12,2005,14,30,0
6,6999,6,4,6,2005,9,30,0
7,1041,5,27,3,2011,7,47,0
4,1066,10,12,11,2009,18,0,0
5,52,5,7,10,2011,19,0,0
2,15033,6,15,6,2010,8,10,0
5,6837,5,2,4,2004,10,0,0
1,255,10,30,9,2013,17,6,0
3,1567,5,16,6,2010,2,10,0
2,2041,10,29,4,2014,18,55,0
4,3774,2,5,8,2004,18,0,0
3,20371,5,20,8,2008,19,11,0
7,504,4,7,5,2006,19,5,0
7,3753,6,30,6,2013,0,36,0
4,4298,10,30,11,2006,21,22,0
6,1406,4,31,12,2011,22,45,0
5,559,6,29,11,2013,13,30,0
5,10668,8,19,4,2013,12,10,0
5,2652,6,11,1,2013,22,34,0
7,3974,5,19,11,2006,23,0,0
6,1606,2,20,5,2006,11,39,0
1,3893,8,14,5,2007,21,7,0
7,4588,10,24,2,2013,18,41,0
6,8651,4,15,11,2008,0,25,0
5,18377,8,2,7,2010,16,0,0
5,11099,1,26,6,2009,9,30,0
5,1351,8,20,10,2006,10,56,0
2,2855,1,9,6,2009,18,0,0
4,2654,1,17,5,2007,22,0,0
4,1136,4,16,5,2013,4,4,0
4,125,2,6,3,2008,12,0,0
3,1755,10,14,5,2014,19,20,0
