"day","address","location","date","month","year","hour","min","LIQUORLAWS"
5,5942,5,6,5,2011,16,40,0
4,2588,1,2,11,2006,11,0,0
2,7590,4,12,1,2010,13,0,0
4,15686,7,23,7,2009,20,0,0
3,1226,4,6,8,2003,10,9,0
7,6837,5,1,1,2006,0,1,0
7,713,4,20,4,2014,17,0,0
6,17786,3,13,6,2009,10,30,0
7,357,4,2,5,2004,9,40,0
4,21770,1,7,8,2003,21,0,0
1,4086,1,20,2,2006,17,20,0
7,4676,4,12,8,2012,3,20,0
3,1453,10,3,4,2013,13,5,0
7,1333,1,8,2,2004,18,0,0
7,7068,10,6,4,2003,21,30,0
4,125,2,26,1,2006,0,1,0
2,9361,5,12,5,2009,17,30,0
5,1752,3,21,10,2005,16,0,0
4,3405,5,9,1,2003,22,19,0
1,710,8,31,10,2011,23,45,0
1,7928,4,21,1,2013,18,45,0
4,1428,3,18,10,2012,18,30,0
1,4178,10,20,12,2004,10,8,0
2,1470,1,31,8,2004,18,0,0
4,1214,10,13,11,2008,17,25,0
2,9286,3,22,7,2003,14,30,0
7,1588,9,13,7,2014,9,40,0
4,2041,10,8,1,2009,16,5,0
6,17605,3,3,5,2003,15,30,0
6,451,2,17,12,2005,14,20,0
2,4601,1,18,3,2003,11,30,0
6,504,4,10,9,2011,19,50,0
6,2972,5,26,7,2014,23,55,0
3,515,2,28,5,2008,10,18,0
5,2907,4,1,5,2009,21,41,0
2,1453,10,4,9,2007,22,56,0
3,3517,5,9,7,2003,0,1,0
7,15610,8,6,11,2011,17,30,0
1,1729,5,19,8,2013,5,30,0
6,2396,10,29,5,2004,2,15,0
1,1192,9,20,2,2012,19,0,0
1,9988,7,21,2,2011,23,15,0
5,6711,5,10,3,2006,12,58,0
3,9370,8,24,7,2013,9,0,0
2,357,4,19,2,2013,8,0,0
5,742,3,26,11,2004,22,12,0
3,803,6,22,12,2004,19,0,0
4,10203,3,4,11,2010,14,51,0
5,14941,9,15,6,2012,21,30,0
5,6099,8,20,2,2015,20,11,0
1,3630,10,13,10,2003,13,0,0
3,3716,3,22,3,2006,14,10,0
2,6213,3,28,10,2008,16,30,0
1,213,4,2,2,2015,21,43,0
2,772,10,17,2,2015,19,55,0
1,1345,1,23,6,2003,18,30,0
5,3997,5,10,8,2012,22,0,0
3,716,5,21,2,2007,15,30,0
5,4604,5,6,2,2004,9,32,0
3,1004,1,5,3,2008,12,0,0
6,1074,3,8,2,2014,12,0,0
4,1080,8,27,6,2013,3,30,0
6,1460,3,27,12,2008,13,20,0
3,502,4,23,7,2008,6,0,0
7,3270,7,29,1,2006,10,0,0
1,10903,3,8,8,2005,15,30,0
3,7730,7,14,5,2008,16,30,0
4,125,2,27,12,2012,0,50,0
1,7068,10,10,11,2008,14,6,0
6,11504,5,13,2,2010,16,0,0
3,608,2,26,5,2004,15,30,0
5,6168,9,9,3,2007,22,30,0
2,6282,1,15,9,2009,3,0,0
7,2620,5,18,10,2009,12,27,0
6,10200,3,31,12,2005,17,0,0
7,11255,9,28,1,2007,13,0,0
5,10269,6,1,6,2012,17,25,0
1,1216,4,1,3,2004,20,0,0
6,736,4,1,12,2007,20,10,0
1,3285,1,13,4,2015,10,15,0
7,125,2,30,12,2007,21,0,0
2,5621,4,27,11,2007,18,0,0
4,125,2,28,7,2011,15,15,0
3,2282,9,28,7,2010,7,0,0
6,2244,7,20,9,2003,17,15,0
1,5481,4,6,1,2003,0,33,0
6,6496,6,28,1,2012,22,35,0
5,2601,3,8,2,2008,17,10,0
6,83,2,17,4,2004,4,37,0
2,3890,6,10,6,2003,12,0,0
2,5936,1,11,11,2003,8,35,0
6,4981,9,3,12,2005,20,0,0
3,359,10,20,2,2013,19,0,0
4,9689,8,22,7,2004,18,0,0
2,8073,8,27,12,2005,0,26,0
6,7539,1,13,12,2014,10,0,0
4,118,2,8,3,2012,16,30,0
6,1580,10,18,11,2006,15,30,0
4,8522,5,13,7,2006,21,30,0
1,7191,8,18,4,2011,20,15,0
3,3121,4,13,1,2010,7,20,0
7,4995,9,15,6,2003,23,30,0
5,146,10,7,10,2011,16,35,0
7,1525,4,23,9,2012,0,1,0
2,3396,10,23,8,2005,16,30,0
4,125,2,7,4,2005,11,39,0
6,2745,7,7,3,2015,3,45,0
7,2265,4,23,8,2009,17,0,0
5,1214,10,3,11,2006,22,0,0
4,64,4,21,4,2011,18,6,0
1,1056,2,26,10,2009,1,40,0
3,125,2,15,12,2010,0,1,0
5,698,2,9,1,2004,8,0,0
5,11916,6,1,11,2013,2,0,0
3,665,3,1,10,2014,7,50,0
5,1595,9,18,6,2010,12,0,0
7,7031,1,4,7,2010,18,30,0
1,8428,8,8,8,2005,2,9,0
4,1729,5,2,10,2003,8,30,0
4,22365,3,8,1,2004,19,45,0
1,1028,3,1,4,2013,16,57,0
3,340,6,2,9,2009,0,30,0
1,979,4,3,2,2014,22,0,0
6,10346,3,17,4,2004,19,30,0
6,957,2,8,3,2003,16,41,0
6,2340,3,6,10,2007,23,0,0
4,2155,4,22,1,2004,7,0,0
7,5842,4,23,10,2011,23,10,0
1,7171,5,21,7,2003,10,30,0
1,3736,3,3,3,2014,17,13,0
2,6662,8,2,4,2013,20,22,0
5,1470,1,2,10,2009,9,0,0
2,369,5,27,6,2006,9,0,0
3,7524,5,23,2,2011,18,25,0
6,4982,9,26,1,2013,17,5,0
5,18000,3,19,3,2004,8,0,0
3,4565,6,21,9,2011,10,41,0
1,93,7,14,11,2005,21,44,0
3,19617,3,26,5,2004,7,56,0
1,17780,6,30,4,2012,11,10,0
1,1067,5,26,5,2003,18,0,0
3,13546,4,19,2,2014,13,0,0
5,1335,6,23,8,2013,7,15,0
5,138,2,22,9,2006,20,38,0
7,3604,4,23,9,2007,20,30,0
3,6572,9,12,11,2014,12,45,0
1,8111,4,5,1,2015,0,58,0
6,10649,8,15,1,2005,2,0,0
5,4375,1,13,7,2012,18,30,0
5,10341,9,6,5,2011,12,40,0
6,985,4,28,7,2007,16,30,0
4,14271,2,17,11,2011,22,45,0
1,11788,4,3,3,2008,17,15,0
7,36,2,20,9,2009,13,0,0
5,8035,6,2,11,2012,11,55,0
2,4941,1,22,7,2003,1,12,0
7,4281,9,17,7,2011,11,0,0
6,11542,1,28,6,2014,15,0,0
3,927,1,13,7,2005,20,0,0
2,501,4,8,7,2014,15,59,0
4,5815,9,4,4,2013,20,58,0
2,323,9,2,10,2007,16,40,0
2,922,9,8,7,2003,18,0,0
3,4389,6,19,9,2007,17,15,0
3,6916,4,23,1,2008,19,41,0
2,10857,8,13,5,2003,16,0,0
6,1485,5,1,6,2013,19,30,0
5,895,2,10,2,2006,7,45,0
4,357,4,30,6,2011,23,45,0
6,3546,2,11,1,2003,14,30,0
1,428,4,10,5,2004,23,23,0
3,9011,6,25,6,2014,22,0,0
4,2700,3,2,5,2013,1,10,0
6,2802,5,22,8,2009,19,10,0
2,138,10,18,8,2009,17,0,0
1,2386,2,23,6,2008,16,24,0
5,3034,5,25,3,2011,22,37,0
4,13900,8,8,3,2007,16,50,0
4,196,5,22,2,2007,1,0,0
4,9608,1,10,2,2005,20,0,0
5,741,2,11,12,2009,21,19,0
6,3735,2,9,4,2005,12,33,0
4,753,2,7,2,2013,16,0,0
3,12828,9,27,6,2012,9,35,0
7,7131,3,7,10,2007,12,10,0
7,6391,5,15,8,2010,14,0,0
4,870,4,1,5,2014,20,30,0
4,1465,7,19,3,2015,23,50,0
3,779,2,4,9,2013,19,0,0
6,2144,10,17,5,2014,17,15,0
3,4337,2,27,6,2012,13,58,0
1,3877,3,22,12,2008,17,56,0
2,548,10,9,12,2008,1,7,0
2,504,4,9,3,2010,23,21,0
5,2688,10,17,4,2009,8,59,0
5,23153,4,7,3,2003,11,30,0
4,10840,5,20,2,2014,16,32,0
4,16845,7,1,12,2011,12,0,0
6,213,4,26,6,2004,13,55,0
7,2439,2,18,5,2003,1,30,0
7,331,2,31,7,2011,1,0,0
1,20727,7,22,11,2004,18,0,0
1,9205,8,17,5,2010,15,41,0
3,15,10,3,5,2006,1,33,0
2,11596,8,21,1,2003,19,0,0
7,1305,1,12,8,2012,10,10,0
3,6420,2,3,3,2004,11,7,0
7,13239,9,5,10,2008,1,40,0
7,93,7,28,3,2010,14,52,0
5,2393,8,6,4,2007,12,50,0
3,6486,1,3,4,2013,18,0,0
2,6783,5,25,11,2003,10,0,0
6,2791,8,4,12,2010,5,0,0
6,9713,3,23,8,2008,18,54,0
5,2641,4,27,7,2012,0,1,0
1,166,10,31,5,2010,14,50,0
2,1234,3,13,4,2004,23,0,0
6,3305,7,1,11,2003,20,0,0
2,1351,8,16,3,2004,11,22,0
2,8121,6,19,3,2013,18,45,0
6,1679,5,1,7,2006,2,47,0
3,159,6,29,5,2013,12,20,0
6,559,6,23,3,2013,20,10,0
7,8298,1,6,6,2010,12,15,0
5,534,4,21,5,2010,17,30,0
7,1074,3,26,1,2014,14,45,0
2,11058,8,18,2,2003,15,13,0
4,4880,2,1,5,2014,9,45,0
7,3400,5,13,2,2011,16,30,0
3,363,2,15,12,2010,7,0,0
6,3679,4,7,5,2011,5,55,0
6,2101,1,23,8,2014,13,45,0
3,9966,8,18,5,2005,10,0,0
3,21739,9,13,10,2004,21,0,0
3,359,10,17,10,2007,18,40,0
6,5889,8,15,11,2014,3,0,0
7,2783,4,18,12,2005,11,45,0
1,522,2,3,3,2003,14,5,0
2,2911,10,14,10,2008,19,45,0
1,4022,5,14,10,2013,21,0,0
1,259,5,27,12,2010,18,30,0
6,1220,10,18,6,2005,8,53,0
4,13250,3,27,1,2011,23,18,0
3,7976,3,2,10,2013,20,30,0
4,501,4,23,3,2006,18,34,0
7,764,6,13,3,2011,15,30,0
1,5211,3,7,7,2008,16,30,0
3,4612,6,2,6,2010,10,0,0
3,6882,3,14,4,2004,10,16,0
3,4331,8,9,1,2008,18,57,0
3,5821,4,29,10,2014,14,1,0
2,125,2,4,10,2011,21,51,0
6,263,1,13,8,2011,21,0,0
6,408,2,19,11,2011,14,13,0
5,8357,8,16,12,2011,8,0,0
6,435,10,6,11,2010,10,33,0
7,7684,3,8,4,2007,23,9,0
6,13182,9,21,10,2006,11,0,0
7,9331,2,17,7,2005,15,33,0
6,704,2,11,1,2014,13,33,0
6,1541,3,11,7,2009,18,30,0
7,285,9,25,3,2007,23,25,0
3,1902,3,4,3,2009,18,30,0
6,3511,5,4,4,2015,17,30,0
1,3250,1,6,8,2007,8,45,0
6,408,2,10,3,2012,15,0,0
6,89,1,17,7,2010,12,0,0
3,2725,4,29,4,2009,11,33,0
4,7331,2,13,6,2013,20,5,0
6,4381,8,2,7,2005,17,20,0
2,23068,3,13,5,2003,19,30,0
3,1827,2,27,1,2010,15,0,0
2,979,4,17,3,2015,11,23,0
2,534,4,2,4,2013,22,48,0
5,4024,8,12,2,2010,20,0,0
4,4345,2,30,10,2003,3,30,0
6,1362,5,13,8,2005,19,5,0
1,125,2,3,3,2014,2,20,0
2,11760,3,21,8,2012,10,40,0
3,1220,10,19,9,2012,0,1,0
5,413,1,30,11,2012,21,30,0
1,2428,5,23,11,2009,18,0,0
6,15019,6,14,1,2012,16,0,0
1,1016,4,12,5,2008,11,0,0
6,992,1,12,1,2008,3,30,0
7,1913,5,28,11,2004,10,0,0
5,986,5,7,3,2003,19,3,0
7,9979,8,19,10,2014,17,0,0
5,10511,9,1,10,2004,12,0,0
2,18413,7,26,1,2010,14,30,0
6,7047,1,29,7,2006,22,12,0
5,1393,10,1,5,2015,8,23,0
7,14538,4,27,12,2009,2,0,0
6,3247,1,2,7,2005,23,30,0
6,501,4,1,6,2013,10,50,0
1,5082,4,8,11,2004,15,13,0
1,1611,3,3,3,2014,18,0,0
7,11673,5,18,12,2005,19,0,0
6,10379,3,10,9,2005,15,18,0
5,28,4,20,2,2004,1,5,0
6,1499,7,11,9,2010,9,25,0
7,6993,5,27,7,2014,10,0,0
1,125,2,23,12,2013,17,30,0
5,1942,2,9,4,2010,16,58,0
2,731,2,12,7,2011,20,0,0
4,14865,5,23,12,2004,15,0,0
7,1007,5,7,4,2013,0,1,0
1,1588,9,4,8,2014,10,34,0
3,125,2,14,4,2004,11,37,0
4,7260,7,5,10,2006,5,35,0
6,11133,3,5,4,2003,4,40,0
6,4355,4,22,3,2008,0,17,0
3,3973,4,25,11,2009,12,0,0
2,5818,4,29,4,2014,8,57,0
1,16108,5,23,7,2007,23,55,0
6,4269,7,30,11,2013,11,30,0
3,328,10,6,2,2013,16,10,0
3,11888,7,18,5,2005,21,0,0
5,6671,4,10,12,2004,3,46,0
7,6387,5,27,7,2008,9,0,0
3,8116,1,25,1,2012,13,37,0
5,3816,2,15,6,2007,0,38,0
2,501,4,18,8,2009,18,23,0
6,4565,6,7,8,2004,12,3,0
4,6533,2,17,10,2013,18,45,0
1,21859,3,17,3,2003,12,0,0
5,2911,10,1,12,2006,8,40,0
7,1586,5,22,2,2015,21,4,0
2,9620,6,27,5,2014,9,11,0
4,2927,2,22,1,2004,15,40,0
6,1368,2,18,4,2015,2,7,0
5,853,2,8,3,2013,15,17,0
4,11513,9,5,8,2004,18,0,0
3,29,5,12,7,2006,12,50,0
1,323,9,10,6,2013,12,0,0
1,3711,1,17,8,2009,11,15,0
4,3,5,21,10,2010,21,0,0
2,125,2,4,9,2007,12,30,0
5,125,2,13,6,2008,13,30,0
3,2535,4,8,9,2010,17,0,0
5,7260,7,13,1,2012,16,34,0
5,125,2,4,6,2010,11,0,0
6,4219,5,23,9,2006,18,0,0
3,1121,10,19,2,2003,22,28,0
4,15601,7,20,10,2005,7,40,0
1,859,1,26,11,2007,13,7,0
3,1449,1,29,10,2003,19,0,0
1,1399,10,18,8,2003,11,30,0
1,501,4,31,8,2009,8,14,0
6,10084,3,13,6,2009,8,50,0
5,554,10,11,3,2011,8,30,0
7,19918,9,14,6,2009,1,36,0
4,7371,9,21,3,2013,7,0,0
7,995,2,22,5,2011,18,0,0
4,4754,5,2,4,2009,10,0,0
3,1245,10,6,3,2013,23,45,0
4,1191,10,6,9,2012,19,29,0
3,10515,5,3,10,2007,17,45,0
3,13110,8,21,8,2013,0,1,0
5,6647,5,18,9,2009,10,0,0
2,213,4,19,2,2013,15,14,0
6,2586,2,21,9,2013,15,15,0
2,15043,6,9,1,2007,19,58,0
3,2484,10,15,4,2009,10,45,0
3,3854,4,9,8,2006,7,15,0
5,4492,1,29,12,2006,0,1,0
7,83,2,28,1,2007,17,50,0
4,3722,1,6,2,2014,6,15,0
5,15507,5,25,3,2005,18,0,0
6,451,2,2,12,2006,23,30,0
1,904,5,9,7,2007,18,0,0
1,2302,1,10,11,2014,14,20,0
6,11413,7,28,12,2013,15,0,0
6,6702,1,16,12,2006,18,30,0
1,3011,1,11,1,2010,16,0,0
7,2787,7,7,11,2010,21,30,0
5,6474,5,24,8,2012,20,30,0
2,6138,4,18,10,2005,8,58,0
3,1430,4,19,10,2011,9,0,0
7,859,1,14,1,2007,4,37,0
5,1010,9,10,7,2009,8,0,0
6,7735,2,10,1,2004,22,30,0
3,324,1,25,11,2009,17,10,0
5,125,2,25,12,2009,3,0,0
1,10302,8,3,10,2005,23,45,0
5,5772,8,4,11,2005,22,0,0
6,11794,5,1,12,2012,23,0,0
5,12551,3,24,3,2006,5,30,0
1,2860,5,28,6,2010,21,52,0
4,408,2,7,3,2013,18,30,0
7,1150,2,28,3,2010,0,8,0
6,7993,2,19,10,2013,23,55,0
5,10895,5,26,3,2010,10,0,0
6,3536,9,27,8,2011,19,30,0
3,167,5,4,3,2015,18,30,0
1,10252,6,17,9,2012,22,0,0
5,1091,10,15,7,2005,14,4,0
7,8311,5,20,9,2009,0,1,0
7,272,8,17,7,2011,0,1,0
3,2393,8,2,4,2003,0,1,0
7,3375,5,12,1,2014,22,43,0
3,213,4,10,11,2004,12,23,0
6,408,2,21,9,2013,15,59,0
6,6024,8,27,12,2014,14,0,0
2,83,2,5,2,2008,22,43,0
5,3664,4,23,8,2013,23,0,0
4,268,1,8,4,2010,16,45,0
1,5295,6,4,8,2014,12,0,0
5,2543,5,25,1,2013,19,0,0
1,12234,9,12,6,2006,17,50,0
3,8825,1,6,4,2005,11,30,0
6,12407,8,18,4,2009,7,0,0
4,17153,8,28,6,2012,14,0,0
7,2105,9,29,6,2008,7,17,0
3,6839,5,25,1,2012,13,30,0
7,10049,2,29,7,2007,23,45,0
3,6993,5,26,12,2007,6,0,0
5,1427,1,22,8,2008,16,0,0
2,4609,9,20,2,2007,22,45,0
1,6415,5,16,2,2009,21,38,0
2,1291,1,6,3,2007,9,0,0
4,2887,2,14,11,2013,4,20,0
6,5457,4,8,9,2007,20,30,0
1,3169,3,18,2,2008,20,0,0
4,1769,3,5,9,2013,20,0,0
4,118,2,11,8,2005,21,50,0
2,8297,5,13,5,2003,7,30,0
5,2180,5,4,11,2011,20,0,0
3,3384,9,28,7,2010,21,25,0
6,93,7,29,1,2011,16,40,0
5,9398,5,26,7,2013,19,20,0
3,6474,5,19,5,2010,15,40,0
5,7243,1,17,9,2004,8,10,0
1,14666,9,11,5,2009,14,0,0
7,5509,2,13,3,2005,22,30,0
7,4951,6,19,10,2003,15,30,0
1,9341,9,31,3,2003,11,55,0
4,157,5,28,6,2012,23,0,0
5,501,4,12,1,2007,5,45,0
6,15161,9,27,8,2005,18,0,0
7,15475,8,17,12,2006,3,10,0
3,2887,2,18,3,2009,3,15,0
4,125,2,19,2,2009,18,0,0
6,125,2,25,8,2007,14,0,0
7,755,4,8,4,2012,10,40,0
4,7416,3,3,5,2012,18,0,0
1,7738,8,8,7,2013,12,30,0
1,125,2,15,4,2013,21,25,0
1,2909,2,12,4,2004,0,30,0
2,5382,2,11,11,2008,20,0,0
6,12079,9,5,10,2013,17,26,0
2,11432,3,22,7,2014,13,15,0
6,13076,1,25,9,2010,22,55,0
4,7902,1,8,1,2015,1,12,0
4,15119,8,14,5,2009,17,33,0
4,51,2,21,8,2014,21,30,0
3,2354,6,3,5,2006,8,0,0
4,2810,2,25,2,2010,20,12,0
2,4258,6,12,5,2009,1,10,0
3,3654,8,21,1,2009,14,31,0
6,957,2,29,7,2006,0,25,0
6,125,2,3,10,2009,5,30,0
6,359,10,21,5,2005,15,20,0
1,907,6,16,10,2006,19,0,0
5,789,10,11,2,2005,4,10,0
1,8877,7,8,12,2014,12,0,0
1,9058,5,21,1,2013,22,10,0
1,357,4,3,10,2011,18,32,0
6,125,2,11,9,2010,0,1,0
5,1260,5,24,8,2007,16,15,0
4,2862,10,22,3,2007,12,58,0
3,1783,4,25,1,2006,17,19,0
2,6313,3,16,3,2004,10,0,0
3,297,8,18,2,2009,8,45,0
5,5617,9,25,1,2013,14,24,0
5,7481,3,18,10,2013,16,47,0
5,13068,4,12,6,2009,11,38,0
5,1595,9,18,9,2009,7,0,0
7,5211,3,26,9,2010,14,0,0
2,158,2,4,4,2006,16,30,0
7,10126,7,9,2,2014,12,0,0
2,6387,5,4,2,2003,14,50,0
7,146,10,24,4,2011,20,55,0
7,8805,7,19,5,2013,12,30,0
1,2739,2,17,5,2010,19,45,0
3,10687,4,21,4,2010,1,25,0
5,2150,3,14,11,2008,18,30,0
5,1458,8,16,11,2012,15,0,0
3,3656,5,8,2,2006,10,52,0
1,4998,4,27,6,2011,10,0,0
4,8059,9,17,4,2008,18,27,0
2,12867,3,13,5,2014,0,1,0
6,10319,8,1,5,2004,0,15,0
4,13879,7,24,6,2004,2,55,0
4,6890,4,19,2,2004,19,0,0
4,7015,8,5,10,2006,11,30,0
1,359,10,1,5,2006,12,10,0
2,1024,1,30,9,2008,18,35,0
3,1606,2,20,2,2013,13,50,0
3,2911,10,31,10,2007,18,37,0
6,12187,8,8,10,2005,8,0,0
4,621,3,12,1,2012,5,0,0
4,7515,1,20,2,2003,13,45,0
7,4547,5,18,10,2009,17,0,0
1,1510,4,17,3,2008,19,0,0
5,4730,3,26,12,2008,19,51,0
1,1090,4,19,1,2015,15,0,0
1,2242,2,16,3,2015,23,50,0
3,5241,5,24,3,2010,15,30,0
1,83,2,2,3,2009,9,38,0
1,6601,1,20,1,2014,21,0,0
3,4876,3,28,12,2011,19,2,0
6,2803,10,10,2,2007,15,45,0
2,3654,8,2,3,2004,16,30,0
6,983,2,19,6,2010,23,0,0
5,1117,4,18,5,2012,8,41,0
4,7417,2,19,10,2006,11,45,0
3,6135,4,9,7,2014,3,19,0
1,14451,3,31,10,2011,0,1,0
2,7332,5,31,8,2004,23,30,0
4,12861,8,14,10,2004,21,0,0
1,17194,9,1,10,2012,23,30,0
2,15238,3,7,1,2003,8,23,0
1,4648,1,1,9,2008,18,10,0
3,20501,5,14,5,2008,22,30,0
5,15097,8,14,11,2008,18,0,0
2,17299,4,4,9,2012,22,38,0
3,6149,5,11,12,2013,20,5,0
5,812,5,28,7,2006,6,30,0
6,14851,9,19,10,2013,11,0,0
6,3370,1,29,1,2011,19,30,0
7,1920,5,29,6,2003,19,3,0
4,1720,6,26,8,2010,8,18,0
2,1153,4,12,7,2011,22,40,0
3,5453,1,19,10,2011,17,30,0
4,77,10,10,1,2008,18,48,0
3,7681,8,19,8,2009,18,34,0
5,11431,9,24,1,2014,15,0,0
3,8730,6,20,8,2008,22,0,0
6,3495,3,20,10,2012,23,0,0
2,125,2,29,11,2011,17,30,0
6,125,2,4,10,2003,19,0,0
6,159,6,20,4,2013,17,26,0
4,9438,4,13,11,2014,14,28,0
7,1742,1,23,2,2014,0,1,0
7,7039,1,13,7,2008,2,52,0
5,11375,1,17,9,2004,5,20,0
2,166,10,30,5,2006,13,0,0
1,451,2,16,2,2015,15,24,0
2,1607,7,2,10,2007,7,0,0
3,1626,1,22,2,2006,1,0,0
1,8880,2,8,12,2014,9,54,0
3,19301,9,2,6,2010,22,0,0
3,5372,1,22,1,2003,14,0,0
2,4848,3,27,5,2014,2,20,0
2,4749,3,25,6,2013,19,10,0
2,177,10,27,11,2012,13,35,0
5,2745,7,13,12,2013,18,30,0
7,5570,2,25,7,2004,10,0,0
3,3048,7,26,12,2007,12,0,0
6,11788,4,25,1,2003,18,0,0
3,5548,4,12,11,2014,6,30,0
2,18021,8,9,6,2009,8,33,0
3,39,3,23,3,2011,15,55,0
5,1914,10,19,9,2014,1,0,0
7,159,6,2,11,2008,23,0,0
6,2270,1,9,4,2005,15,15,0
2,539,1,19,8,2003,3,0,0
4,7291,6,6,9,2012,19,45,0
5,125,2,4,5,2007,20,0,0
6,8628,9,22,3,2008,11,53,0
7,3965,3,3,7,2011,12,20,0
2,15807,6,25,6,2013,14,47,0
1,12513,9,23,8,2010,7,20,0
5,2765,5,9,4,2010,2,35,0
2,1305,1,12,7,2005,9,0,0
7,18377,8,28,6,2009,11,30,0
6,13182,9,4,11,2006,18,30,0
3,7102,3,20,8,2014,20,10,0
2,1188,3,4,3,2014,16,53,0
5,2571,1,17,10,2008,23,0,0
4,14343,6,26,12,2013,1,0,0
3,6027,8,20,3,2013,22,50,0
6,12734,9,24,4,2010,23,45,0
4,9857,1,21,8,2003,3,30,0
1,12758,9,3,4,2006,19,12,0
5,13933,8,14,12,2012,16,0,0
4,2838,2,18,9,2003,18,41,0
3,3402,8,7,8,2013,20,17,0
6,17138,3,28,6,2003,12,15,0
2,8752,9,22,2,2005,18,0,0
2,823,2,5,3,2013,1,19,0
7,7039,1,6,5,2012,22,40,0
4,22424,9,13,5,2004,21,45,0
4,359,10,10,2,2011,21,50,0
2,538,8,30,10,2012,17,12,0
7,8158,6,10,4,2005,2,55,0
4,4842,7,16,12,2010,22,45,0
4,1066,10,25,2,2010,20,54,0
5,5834,4,21,9,2007,10,32,0
1,83,2,25,1,2010,0,37,0
2,125,2,13,7,2010,17,0,0
2,10056,6,23,3,2010,21,0,0
2,7401,5,13,5,2003,22,5,0
5,7612,6,9,9,2005,20,0,0
6,14515,5,24,2,2007,13,57,0
4,3164,9,17,11,2005,18,45,0
4,2745,7,14,6,2012,21,0,0
1,8119,8,25,1,2010,16,38,0
3,6184,3,9,2,2011,20,0,0
4,408,2,17,10,2013,11,30,0
7,2393,8,7,4,2013,16,33,0
5,3343,6,10,9,2010,23,0,0
6,872,2,8,10,2005,23,49,0
1,5764,5,23,1,2006,15,0,0
3,15125,7,11,6,2008,15,58,0
6,159,6,7,5,2005,13,0,0
3,100,2,18,3,2009,17,50,0
2,7059,6,30,5,2006,23,30,0
2,11963,9,29,4,2014,16,5,0
3,23162,3,5,3,2003,17,39,0
5,138,2,18,10,2013,12,36,0
4,4533,2,9,1,2003,0,1,0
2,7481,3,6,3,2007,19,44,0
2,1975,2,9,12,2014,23,31,0
1,11362,3,27,10,2003,23,40,0
2,125,2,20,8,2013,12,0,0
6,4642,8,31,7,2010,15,56,0
5,14130,3,24,3,2006,21,59,0
2,921,2,13,5,2008,19,30,0
1,1091,10,17,9,2012,17,10,0
5,3391,5,2,4,2004,23,30,0
2,959,10,21,8,2007,9,40,0
7,139,2,31,7,2005,14,0,0
7,1954,10,25,1,2004,13,50,0
3,1351,8,26,11,2008,23,59,0
6,7347,7,2,6,2007,18,30,0
3,4064,8,3,10,2012,17,0,0
4,3884,2,19,3,2015,0,14,0
3,102,10,5,10,2005,13,44,0
7,7039,5,17,6,2012,22,55,0
4,4615,9,22,9,2011,15,30,0
3,1955,9,27,6,2012,14,30,0
7,11789,7,14,11,2004,23,59,0
4,8990,2,27,11,2008,22,18,0
4,1012,4,19,9,2013,10,7,0
5,3786,1,25,2,2011,0,5,0
6,13728,1,2,7,2011,23,30,0
5,4671,3,21,3,2014,2,25,0
1,213,4,12,11,2007,20,30,0
5,28,4,6,9,2013,1,0,0
4,15039,9,27,5,2004,19,50,0
6,2265,4,31,7,2010,0,58,0
5,17370,1,2,12,2011,16,30,0
1,1514,3,15,9,2014,16,0,0
4,10230,8,14,5,2009,16,45,0
7,4471,3,5,10,2008,7,4,0
6,517,2,22,3,2003,17,5,0
7,10857,8,27,7,2008,14,34,0
3,2955,3,19,3,2008,9,50,0
3,694,6,29,10,2008,19,0,0
2,604,8,23,11,2004,0,1,0
7,125,2,23,4,2006,3,30,0
4,5817,6,5,5,2011,13,31,0
2,11763,1,19,3,2013,10,0,0
4,468,2,23,2,2006,16,5,0
7,102,10,3,5,2009,11,55,0
7,2020,7,20,4,2008,13,20,0
2,1254,2,23,12,2014,13,0,0
6,2097,3,27,12,2014,1,48,0
5,1927,1,9,9,2005,22,30,0
6,2328,5,18,10,2014,12,0,0
6,518,10,14,8,2010,15,45,0
7,9427,3,29,7,2012,3,0,0
5,125,2,23,3,2012,13,55,0
7,1553,4,23,5,2010,11,0,0
7,1091,10,12,7,2009,7,57,0
4,17401,8,29,12,2005,7,36,0
4,8745,1,17,4,2008,15,0,0
4,541,9,13,11,2008,13,59,0
1,511,4,21,2,2011,20,50,0
4,2685,8,25,8,2005,9,0,0
5,346,1,3,5,2013,17,30,0
4,7766,4,25,11,2004,2,19,0
7,430,1,28,12,2014,2,0,0
3,554,10,15,4,2009,10,24,0
3,83,2,21,1,2004,14,22,0
1,6916,4,13,6,2005,13,50,0
4,12436,8,1,6,2006,12,3,0
7,4994,4,15,11,2009,13,0,0
1,2750,2,8,8,2011,19,34,0
5,548,10,20,2,2004,6,47,0
1,3222,5,9,11,2009,9,0,0
4,1839,5,11,8,2011,16,31,0
5,11764,1,21,3,2003,8,0,0
5,6751,3,23,2,2007,16,20,0
4,2665,5,29,11,2012,13,10,0
4,8587,9,19,4,2012,12,0,0
5,789,10,6,2,2004,10,53,0
4,2706,10,3,4,2003,12,40,0
2,3942,6,27,7,2010,12,15,0
2,419,5,25,5,2004,8,0,0
6,8417,6,19,4,2008,14,14,0
6,105,5,9,10,2010,22,59,0
4,13328,7,7,8,2003,18,10,0
5,501,4,10,2,2006,18,10,0
7,2929,2,2,12,2007,9,50,0
