"day","address","location","date","month","year","hour","min","SUICIDE"
1,8223,2,16,3,2009,0,1,0
4,653,10,5,3,2015,23,59,0
6,926,4,13,8,2005,17,0,0
3,2861,5,12,1,2005,20,0,0
7,908,10,21,9,2014,18,30,0
1,1105,9,24,7,2006,8,30,0
5,177,10,28,1,2011,12,0,0
6,5090,3,10,1,2004,18,0,0
5,9453,5,30,6,2006,19,30,0
4,4011,1,1,12,2011,7,0,0
2,10077,6,8,7,2008,23,50,0
3,872,2,28,7,2010,11,52,0
5,14158,8,5,10,2007,13,0,0
3,1116,2,12,1,2011,18,20,0
5,1216,4,29,12,2006,13,30,0
4,1927,1,19,4,2012,11,0,0
1,893,10,30,10,2006,17,37,0
2,3308,4,26,11,2013,3,21,0
1,3762,1,22,7,2013,21,30,0
3,1786,8,3,3,2004,13,0,0
5,239,6,16,4,2004,7,45,0
4,5496,1,6,2,2014,6,30,0
2,283,10,12,5,2015,23,0,0
5,2143,8,20,4,2012,12,15,0
5,6297,5,17,4,2009,11,19,0
2,336,1,12,10,2004,19,30,0
7,5882,2,19,5,2013,12,0,0
7,8581,4,6,11,2005,11,0,0
2,21785,2,7,1,2003,11,30,0
5,1204,2,31,10,2003,0,1,0
3,21205,9,26,7,2006,0,1,0
2,2862,10,15,5,2007,17,50,0
1,928,6,16,2,2004,18,0,0
2,1263,2,14,5,2013,11,0,0
7,125,2,24,10,2010,23,14,0
7,326,2,1,8,2010,8,0,0
6,4007,5,12,2,2011,12,0,0
1,1790,1,8,1,2007,16,30,0
2,310,8,23,11,2004,21,30,0
7,3875,2,10,2,2008,19,32,0
1,727,4,14,11,2011,9,30,0
6,3746,3,2,7,2005,0,26,0
6,7709,4,16,10,2004,8,30,0
5,10099,3,16,5,2014,8,44,0
2,5508,1,16,10,2012,20,55,0
3,1708,8,12,11,2014,10,30,0
2,1468,3,21,12,2004,3,0,0
3,7481,3,24,8,2005,16,26,0
7,2311,5,20,4,2014,10,15,0
2,422,9,1,9,2009,14,0,0
2,772,10,2,9,2008,16,15,0
7,125,2,6,6,2010,16,0,0
1,3339,5,20,8,2007,22,49,0
4,2622,2,29,7,2010,16,30,0
4,3744,6,19,3,2015,21,0,0
4,4676,4,14,10,2004,12,0,0
2,11781,3,23,2,2010,0,1,0
2,3414,10,2,3,2004,17,0,0
6,76,5,1,12,2007,16,33,0
6,8452,1,18,9,2004,11,15,0
2,528,10,16,3,2004,16,15,0
3,7158,9,24,7,2013,16,30,0
6,3732,10,22,2,2014,21,0,0
5,2765,5,28,11,2008,11,13,0
7,19001,3,19,11,2006,15,50,0
7,5783,2,15,7,2007,19,35,0
6,10298,9,24,1,2009,20,13,0
5,872,2,12,7,2013,12,25,0
4,7417,2,10,6,2004,21,27,0
6,9095,7,25,7,2009,22,0,0
3,957,2,1,6,2011,19,30,0
7,7408,5,3,12,2006,18,0,0
2,907,6,8,3,2011,14,16,0
5,1352,4,27,7,2012,11,40,0
7,227,1,29,1,2012,2,20,0
3,468,2,25,1,2012,16,25,0
7,12898,5,28,2,2010,16,30,0
2,1091,10,19,4,2005,13,45,0
4,348,10,19,2,2015,19,14,0
3,7044,10,9,6,2004,22,28,0
3,501,4,4,10,2006,13,17,0
1,1429,10,7,2,2005,16,44,0
4,6750,5,12,8,2010,2,40,0
6,1952,9,4,4,2015,5,35,0
5,14885,5,17,4,2009,19,50,0
6,1804,5,11,8,2007,10,0,0
5,2931,2,12,12,2014,18,0,0
5,5996,1,11,2,2005,19,0,0
3,2803,10,22,8,2012,13,25,0
1,146,10,5,9,2005,8,0,0
6,1181,2,19,6,2010,10,0,0
3,2911,10,16,9,2009,21,30,0
4,269,1,20,9,2012,13,0,0
7,125,2,19,4,2015,15,0,0
1,2955,3,12,5,2003,10,27,0
3,830,10,8,2,2006,12,20,0
1,5570,2,4,10,2010,19,0,0
1,872,2,30,4,2007,14,40,0
1,2488,1,14,11,2005,23,10,0
1,8242,5,2,4,2012,14,20,0
7,125,2,19,12,2010,6,54,0
7,3128,3,27,2,2005,8,0,0
6,328,10,4,4,2009,23,55,0
6,485,2,1,11,2008,6,20,0
6,7880,5,19,4,2014,21,15,0
6,1520,5,26,1,2013,19,30,0
6,10084,3,2,6,2007,21,0,0
7,15156,5,15,6,2008,18,5,0
2,1119,2,16,10,2007,18,55,0
4,5245,5,24,3,2011,23,23,0
6,2046,2,20,10,2012,10,0,0
2,3332,2,19,8,2014,17,0,0
2,2894,2,29,6,2010,14,30,0
4,12841,9,29,6,2006,14,2,0
4,6837,5,10,7,2003,16,24,0
7,3160,5,24,8,2014,17,40,0
5,283,10,9,8,2013,11,55,0
3,7598,3,30,4,2014,8,0,0
3,1019,5,29,10,2008,13,30,0
7,21784,10,29,6,2003,17,20,0
2,191,3,16,9,2008,13,41,0
6,6077,2,20,5,2006,9,40,0
6,4053,9,9,3,2013,13,0,0
5,277,10,27,6,2008,20,9,0
7,12986,9,30,12,2012,13,0,0
3,1537,4,16,4,2008,11,19,0
3,14655,6,8,9,2010,18,20,0
6,19637,8,19,4,2003,13,0,0
3,1791,2,13,11,2013,15,4,0
6,3356,3,11,2,2006,15,0,0
4,7998,9,24,2,2011,6,30,0
7,2785,1,24,4,2011,11,0,0
3,939,5,4,4,2012,11,30,0
5,10602,1,12,3,2010,17,0,0
1,1554,2,19,3,2007,12,55,0
6,7371,9,3,12,2011,18,0,0
3,548,10,11,7,2012,13,34,0
5,18609,4,16,6,2006,23,45,0
2,21848,3,15,4,2003,23,30,0
1,8670,4,21,7,2003,15,0,0
1,9453,5,21,3,2005,17,45,0
7,6511,3,2,11,2003,11,39,0
6,3498,3,11,1,2003,15,15,0
6,1296,2,10,3,2012,19,15,0
1,829,1,11,6,2012,19,1,0
1,5230,2,10,12,2012,9,18,0
1,13669,9,22,12,2008,21,0,0
2,511,4,15,10,2013,18,19,0
7,5164,4,6,4,2014,17,27,0
4,8771,2,10,3,2011,11,4,0
2,4170,7,30,9,2003,12,20,0
6,359,10,3,12,2011,23,45,0
4,7533,8,7,4,2011,21,0,0
2,9398,5,13,11,2012,23,30,0
2,9416,6,9,1,2007,8,0,0
6,3600,1,5,11,2011,0,29,0
5,3533,1,22,8,2014,21,55,0
6,16441,7,8,5,2010,15,59,0
2,2186,8,13,12,2011,23,0,0
1,8274,4,2,2,2004,14,54,0
6,4876,3,9,8,2008,5,10,0
3,957,2,6,8,2003,13,40,0
5,4415,5,16,5,2014,11,26,0
3,2765,5,1,10,2014,18,43,0
4,2194,3,22,9,2011,0,1,0
5,125,2,8,10,2010,10,30,0
7,310,8,24,10,2010,16,30,0
5,9813,5,16,12,2005,15,0,0
2,7179,1,12,7,2005,18,40,0
3,2891,5,25,1,2012,12,45,0
3,504,4,21,3,2007,0,30,0
7,2403,3,16,1,2011,19,30,0
1,899,4,12,5,2008,23,0,0
2,1091,10,5,9,2006,14,7,0
5,10637,4,26,6,2009,19,50,0
5,22,10,2,11,2012,1,0,0
7,2672,8,14,3,2010,3,20,0
6,18,3,27,2,2010,12,10,0
2,1043,1,17,3,2009,19,0,0
2,2144,5,22,7,2014,1,0,0
1,12878,9,12,4,2004,0,1,0
6,2383,5,4,12,2010,14,30,0
1,18330,5,1,9,2008,7,21,0
7,2116,4,17,7,2005,13,54,0
5,541,9,25,7,2003,15,0,0
2,248,7,11,1,2005,7,0,0
4,9877,1,17,4,2008,23,0,0
5,595,7,18,4,2014,18,15,0
6,125,2,31,7,2010,23,59,0
7,6557,6,29,6,2014,15,45,0
3,5685,3,22,9,2010,22,45,0
6,3180,10,31,7,2010,8,0,0
5,185,2,28,6,2013,15,0,0
2,366,10,4,2,2003,17,52,0
5,908,10,27,6,2014,23,10,0
4,10575,9,13,11,2003,10,30,0
5,16973,5,9,3,2012,22,0,0
5,11793,9,24,1,2003,13,12,0
6,1473,1,24,2,2007,12,30,0
2,3854,4,26,12,2006,15,35,0
1,10999,7,23,7,2007,13,15,0
5,5646,5,31,10,2008,17,30,0
4,5757,7,3,4,2003,16,0,0
6,6764,3,24,1,2009,18,0,0
7,5247,1,29,7,2007,22,22,0
6,10066,4,11,1,2003,9,37,0
3,1676,2,2,4,2014,15,30,0
1,1769,3,8,11,2004,14,0,0
6,2743,1,30,11,2013,13,37,0
5,10515,5,5,10,2007,20,45,0
6,3296,9,10,1,2004,22,45,0
7,9450,5,21,9,2003,22,15,0
5,1194,5,5,3,2004,7,45,0
3,4518,1,18,4,2007,6,25,0
5,1776,5,14,11,2003,5,45,0
3,1091,10,6,3,2013,20,15,0
3,1280,4,11,7,2007,8,43,0
3,7844,7,11,1,2006,15,0,0
1,7427,5,22,12,2008,20,51,0
2,2345,3,27,4,2004,21,32,0
2,6184,3,22,3,2005,11,4,0
4,22115,3,19,8,2004,17,0,0
6,9148,4,12,7,2008,0,47,0
1,408,2,1,11,2010,10,40,0
6,3550,4,17,5,2003,11,50,0
6,166,10,8,9,2007,10,30,0
2,6740,2,14,9,2004,8,0,0
7,6302,4,10,4,2005,22,0,0
2,4141,4,15,4,2003,7,15,0
2,5588,9,22,2,2005,7,40,0
2,7540,5,3,8,2004,1,7,0
2,7237,8,13,11,2012,21,0,0
3,125,2,21,3,2012,13,31,0
6,1428,3,27,12,2003,18,20,0
6,2904,2,11,8,2007,7,19,0
7,363,2,18,5,2003,13,57,0
1,9787,3,31,10,2005,7,30,0
6,213,4,16,12,2006,10,16,0
2,4024,8,30,10,2012,14,30,0
7,3680,4,18,6,2006,1,4,0
5,1429,10,30,11,2012,16,13,0
7,3604,4,5,6,2011,20,33,0
6,10182,6,19,4,2014,23,0,0
7,1352,4,16,1,2011,17,55,0
1,5841,9,2,3,2015,4,51,0
3,9280,7,23,12,2009,18,0,0
6,1684,5,30,6,2007,18,0,0
7,8314,4,20,5,2007,14,0,0
1,835,7,19,7,2004,0,30,0
7,490,2,30,7,2006,2,0,0
3,1010,9,21,9,2011,20,30,0
2,93,7,6,9,2005,8,39,0
2,2627,2,1,4,2008,0,1,0
6,14940,7,10,9,2011,13,0,0
3,14717,6,7,2,2007,11,25,0
6,8614,8,4,6,2005,16,0,0
6,2821,2,8,10,2011,19,30,0
7,21839,6,20,4,2003,16,0,0
7,781,8,18,12,2011,17,23,0
3,3301,2,18,2,2015,8,0,0
6,643,4,21,4,2012,13,30,0
4,1470,1,20,3,2003,13,43,0
1,4979,7,16,4,2012,8,15,0
7,2024,1,30,5,2004,16,0,0
6,3902,5,3,7,2010,3,13,0
4,14135,7,13,7,2006,22,0,0
5,528,10,29,12,2006,11,30,0
3,165,9,4,4,2007,9,37,0
7,8493,6,29,7,2007,19,51,0
5,7331,2,15,6,2012,15,30,0
5,146,10,26,12,2008,10,48,0
7,1835,6,20,9,2009,13,0,0
2,4717,5,16,9,2014,22,35,0
5,3787,5,8,9,2006,0,1,0
3,3718,3,18,2,2015,9,47,0
2,670,3,20,3,2007,21,0,0
6,5415,2,21,5,2011,15,30,0
3,70,10,13,5,2009,11,58,0
1,15747,3,30,5,2005,21,30,0
2,957,2,29,10,2013,1,30,0
3,12476,4,23,7,2003,19,30,0
1,365,1,31,8,2009,18,20,0
5,789,10,14,12,2007,0,7,0
2,1030,2,21,1,2014,15,30,0
5,1091,10,8,4,2005,18,35,0
5,254,5,25,7,2003,7,30,0
6,12717,3,17,4,2004,14,45,0
7,1037,8,3,6,2012,23,0,0
5,2420,8,13,11,2009,4,20,0
6,2641,4,17,6,2006,12,35,0
3,12285,3,12,11,2003,12,14,0
2,21938,5,6,1,2004,22,15,0
5,3066,4,16,4,2004,9,35,0
5,1686,9,11,2,2005,23,30,0
7,390,5,23,4,2006,18,0,0
3,305,9,24,3,2010,16,0,0
6,10187,1,27,12,2008,12,0,0
1,21764,2,17,3,2003,23,30,0
4,2285,5,1,4,2004,19,39,0
2,8362,6,20,7,2004,1,0,0
3,6761,7,18,10,2006,10,49,0
3,899,4,16,10,2013,2,48,0
6,5531,9,25,2,2006,18,30,0
2,3073,2,15,9,2009,13,0,0
2,125,2,7,1,2014,0,1,0
5,29,5,30,12,2005,18,55,0
7,14636,7,5,5,2013,13,44,0
2,4940,2,16,9,2014,16,20,0
2,3926,2,14,10,2003,16,30,0
5,125,2,3,6,2005,19,30,0
3,5451,5,14,11,2012,17,0,0
1,3619,2,11,5,2009,21,30,0
3,872,2,10,11,2004,13,15,0
7,3515,3,22,3,2009,13,30,0
4,6406,2,7,2,2008,17,13,0
4,1753,7,27,1,2005,1,0,0
2,2598,2,19,9,2006,22,15,0
7,11958,4,28,12,2003,12,36,0
4,8150,2,6,3,2014,9,21,0
4,4838,8,7,8,2003,2,17,0
3,1901,9,10,2,2010,15,19,0
2,125,2,15,5,2012,15,30,0
2,5139,2,6,4,2010,16,45,0
4,9640,2,5,4,2012,7,46,0
2,7033,8,11,11,2008,0,12,0
4,949,5,13,11,2003,19,0,0
6,5703,8,16,11,2013,22,30,0
2,64,4,24,1,2012,21,35,0
4,1041,5,17,6,2010,10,14,0
6,14030,9,5,4,2008,23,5,0
6,13667,8,20,10,2007,12,0,0
6,5773,4,18,11,2006,0,10,0
1,4053,9,7,1,2013,19,0,0
7,1427,1,31,7,2005,1,49,0
7,16650,4,4,6,2006,17,56,0
6,1245,10,31,5,2003,18,40,0
5,6547,5,15,12,2006,0,1,0
6,13619,7,7,8,2004,6,15,0
4,1057,8,23,12,2004,11,45,0
4,1297,1,6,10,2011,1,0,0
1,3391,5,24,1,2005,15,0,0
4,4562,5,22,1,2004,20,22,0
4,2911,10,4,10,2007,13,28,0
6,2721,8,8,3,2008,15,0,0
1,2365,5,18,4,2005,15,40,0
7,8926,3,15,6,2008,12,0,0
2,11391,6,19,2,2013,0,17,0
3,77,10,5,3,2014,19,10,0
3,15751,8,21,4,2010,8,0,0
1,7144,1,16,8,2004,1,13,0
1,16182,9,29,10,2007,18,58,0
6,3545,5,26,6,2004,15,30,0
7,467,1,31,12,2006,13,30,0
2,969,2,17,5,2005,23,0,0
3,13329,4,11,1,2006,19,50,0
7,8895,3,5,10,2003,12,0,0
5,979,4,21,10,2005,21,0,0
6,2328,5,29,11,2003,14,0,0
3,4842,7,15,9,2004,10,0,0
6,125,2,9,8,2003,13,0,0
6,345,2,30,1,2010,11,0,0
1,548,10,25,5,2009,15,15,0
4,4569,7,20,3,2008,8,10,0
1,2655,1,13,10,2014,21,0,0
3,677,2,12,6,2013,11,2,0
2,6947,5,26,10,2004,12,0,0
7,1469,3,4,5,2008,23,30,0
3,7004,1,19,3,2003,17,14,0
6,1525,4,17,11,2007,20,25,0
6,2365,5,26,12,2009,22,0,0
7,146,10,1,8,2010,4,35,0
2,11040,7,19,2,2008,18,0,0
1,3629,4,8,12,2014,16,55,0
4,18680,3,3,6,2010,22,25,0
7,125,2,24,3,2013,19,25,0
5,203,2,10,7,2009,9,30,0
2,14240,9,1,4,2008,9,15,0
6,6222,9,21,5,2005,17,15,0
5,1413,3,7,3,2008,22,15,0
5,13667,8,14,11,2003,12,0,0
1,9210,5,24,11,2014,19,50,0
3,9199,3,18,5,2005,11,55,0
5,13338,8,23,3,2012,17,0,0
3,23218,1,8,1,2003,22,0,0
6,268,1,19,9,2009,19,0,0
7,7906,8,26,8,2012,23,0,0
2,4004,2,17,4,2012,0,1,0
4,323,9,21,8,2003,15,20,0
1,4715,8,21,12,2009,11,40,0
4,199,8,26,6,2008,11,50,0
2,455,2,2,9,2014,13,21,0
6,8917,6,23,8,2014,2,20,0
6,2490,3,4,11,2006,18,0,0
7,899,4,15,11,2009,21,30,0
2,779,2,23,11,2004,6,0,0
5,1954,10,19,9,2008,2,42,0
1,4680,6,2,4,2012,7,30,0
5,7270,5,16,4,2004,21,0,0
5,427,2,16,7,2010,11,3,0
6,6081,6,15,6,2013,0,15,0
4,979,4,1,5,2008,7,15,0
2,1429,10,4,3,2003,4,21,0
7,713,4,20,4,2014,17,0,0
5,3660,6,26,12,2003,1,0,0
3,5899,1,24,6,2009,13,15,0
2,1220,10,20,9,2011,19,55,0
6,2831,4,22,10,2011,15,0,0
4,883,9,21,3,2013,14,5,0
5,870,4,23,9,2005,16,35,0
2,1040,1,17,2,2009,12,0,0
3,36,2,15,10,2014,19,30,0
2,4770,2,20,9,2011,21,30,0
1,1094,2,4,3,2013,18,15,0
7,3967,8,6,10,2013,10,0,0
4,6827,6,27,5,2004,23,13,0
7,2096,8,5,4,2009,17,44,0
6,2783,4,4,12,2010,20,16,0
7,11924,3,27,6,2004,6,30,0
2,1347,8,25,5,2004,16,15,0
3,1119,2,19,2,2003,14,18,0
1,112,4,3,2,2003,20,0,0
4,4676,4,21,8,2014,20,49,0
1,177,10,6,8,2012,0,55,0
4,5852,7,16,5,2013,10,0,0
5,3329,10,27,1,2012,10,25,0
3,22298,5,5,2,2003,18,30,0
1,10734,9,14,11,2011,12,0,0
3,3712,6,21,3,2007,10,15,0
1,1596,4,19,8,2013,0,41,0
4,10909,6,13,1,2011,13,10,0
5,3718,3,25,7,2014,18,56,0
3,2855,1,23,1,2008,18,35,0
3,5163,5,29,6,2005,9,30,0
6,4879,1,14,1,2006,14,30,0
5,7422,1,10,8,2007,18,31,0
1,3474,3,19,1,2015,18,45,0
6,2450,3,23,8,2008,17,47,0
2,17197,8,19,10,2010,7,0,0
1,1406,4,1,5,2006,20,0,0
4,4160,2,14,1,2010,9,49,0
4,4878,2,26,7,2007,2,30,0
7,1638,1,9,3,2014,10,48,0
5,2120,3,24,2,2006,22,0,0
4,5168,8,27,12,2012,15,0,0
4,832,4,5,3,2009,2,40,0
7,14202,8,5,4,2009,0,22,0
2,3611,3,21,1,2003,19,13,0
3,4491,9,5,5,2010,0,1,0
5,5659,9,1,12,2006,8,0,0
7,21914,9,22,8,2004,8,0,0
6,9187,5,30,6,2012,7,49,0
5,10076,8,20,9,2013,16,45,0
4,1918,1,9,2,2012,14,29,0
2,2847,9,6,8,2013,12,31,0
4,4701,5,1,7,2010,2,50,0
6,693,2,7,9,2013,1,0,0
3,1808,9,21,1,2015,14,10,0
5,1405,10,5,9,2003,3,0,0
6,125,2,1,1,2011,12,0,0
6,548,10,1,7,2006,20,0,0
7,33,5,7,9,2003,15,30,0
7,2493,1,18,12,2011,22,30,0
7,483,1,14,2,2010,18,30,0
1,1747,9,7,7,2008,15,0,0
5,4542,5,16,5,2014,14,27,0
3,1366,10,3,5,2006,11,33,0
1,1951,2,13,10,2003,8,24,0
7,6811,3,4,5,2014,10,55,0
3,3492,4,1,11,2006,0,1,0
3,2050,4,30,4,2003,19,8,0
3,10832,5,2,10,2013,1,12,0
1,148,5,18,9,2006,20,0,0
2,205,8,1,11,2005,19,30,0
4,1462,4,27,12,2012,20,25,0
2,1416,2,6,1,2009,17,30,0
7,7697,2,23,9,2012,18,40,0
6,158,2,6,9,2008,13,29,0
7,5268,3,12,9,2010,19,30,0
7,213,4,5,9,2004,23,11,0
4,2816,9,3,11,2005,10,54,0
6,1039,5,5,4,2014,0,12,0
7,4750,5,24,4,2005,0,1,0
2,5014,4,18,3,2008,21,58,0
1,1287,2,26,5,2003,10,25,0
3,11629,1,3,9,2008,8,54,0
6,125,2,30,7,2005,8,0,0
7,2099,5,13,8,2006,0,1,0
2,18024,3,17,5,2011,7,15,0
6,11817,9,24,9,2005,0,58,0
3,12268,6,25,6,2014,20,8,0
7,15156,5,20,4,2008,13,0,0
2,4692,3,22,7,2003,21,45,0
3,3595,1,1,10,2003,12,0,0
1,5758,4,30,5,2005,10,30,0
3,11747,5,6,4,2005,8,10,0
1,5527,5,4,8,2008,16,0,0
2,1009,2,3,5,2005,20,40,0
4,15358,3,17,9,2009,13,58,0
1,2483,1,19,9,2011,19,30,0
6,1091,10,26,3,2011,13,30,0
3,3478,4,29,5,2013,23,15,0
6,442,2,16,6,2007,15,0,0
5,3725,10,3,4,2015,12,0,0
1,125,2,9,1,2006,0,1,0
4,428,4,16,11,2006,8,19,0
5,2832,6,30,5,2003,6,20,0
3,13,3,6,3,2013,20,40,0
2,1220,10,1,4,2014,11,37,0
5,852,8,11,6,2004,23,27,0
5,3533,1,22,8,2014,21,55,0
3,1752,3,17,3,2004,20,35,0
2,7345,3,13,5,2014,17,46,0
6,1104,1,5,4,2008,20,0,0
6,1226,4,8,8,2009,11,0,0
5,22272,5,6,2,2004,16,0,0
7,159,6,29,1,2012,2,26,0
6,9996,5,22,3,2008,3,0,0
7,8157,1,28,12,2014,1,34,0
1,821,10,28,6,2010,17,15,0
2,4001,8,19,9,2006,18,45,0
3,363,2,5,9,2012,10,50,0
7,7995,2,15,7,2007,15,30,0
5,144,4,3,4,2015,9,30,0
6,5527,5,11,2,2006,23,45,0
5,125,2,24,9,2010,13,30,0
4,1580,10,7,2,2008,20,45,0
1,2497,5,3,2,2014,3,55,0
3,1915,5,28,6,2006,15,10,0
7,1296,2,6,4,2014,18,0,0
5,872,2,21,2,2003,18,51,0
3,772,10,20,3,2013,3,20,0
3,435,10,7,2,2007,17,30,0
7,125,2,2,11,2014,10,4,0
4,20302,9,4,3,2004,21,30,0
4,15002,9,14,1,2010,22,0,0
7,637,1,27,7,2008,22,0,0
5,309,2,17,10,2014,15,40,0
1,783,8,19,3,2012,15,30,0
6,3511,5,15,12,2012,11,51,0
6,8272,3,17,5,2008,11,0,0
2,3762,1,9,6,2009,0,1,0
7,6867,2,7,10,2007,7,6,0
3,3376,10,27,12,2006,23,35,0
4,5598,3,30,10,2003,11,50,0
6,10423,6,26,2,2005,10,0,0
4,213,4,8,4,2010,14,8,0
3,8155,7,8,8,2007,17,0,0
7,6487,8,22,2,2009,13,37,0
5,8947,2,3,6,2011,0,51,0
3,7481,3,24,8,2005,16,26,0
5,2823,5,24,7,2009,23,50,0
1,22142,1,16,8,2004,15,15,0
3,17197,8,29,10,2008,14,30,0
4,5527,5,21,4,2005,17,16,0
7,125,2,15,8,2010,0,15,0
6,9279,7,31,12,2011,23,0,0
6,12772,5,8,2,2014,0,1,0
3,2126,4,22,1,2014,12,0,0
7,4741,5,10,8,2008,10,55,0
7,6779,4,12,9,2010,17,45,0
7,5412,4,12,2,2012,15,40,0
3,83,2,16,9,2009,8,11,0
4,15265,3,5,9,2013,20,0,0
3,4263,8,22,1,2003,19,0,0
5,10567,8,16,4,2004,0,33,0
1,2058,1,8,8,2011,1,0,0
5,9020,9,8,4,2011,11,35,0
6,2718,6,16,6,2012,12,40,0
6,1214,10,10,3,2012,7,25,0
4,7533,8,9,3,2006,19,0,0
4,8294,9,14,10,2004,20,50,0
3,1606,2,26,1,2005,12,20,0
5,2579,2,13,6,2003,0,33,0
1,8529,4,8,7,2013,19,31,0
4,1545,8,30,4,2015,16,21,0
4,5491,3,22,1,2004,18,0,0
4,125,2,10,6,2004,10,0,0
1,20298,9,21,2,2005,19,30,0
5,5301,5,5,9,2014,10,0,0
1,501,4,2,5,2011,19,51,0
6,778,5,2,7,2005,8,0,0
4,3173,7,24,1,2013,15,30,0
3,6568,9,29,10,2003,13,30,0
7,7429,4,3,10,2004,2,50,0
1,403,7,11,11,2013,11,52,0
7,6715,8,9,9,2012,20,0,0
6,1428,3,22,8,2009,19,0,0
1,1558,1,13,10,2014,19,0,0
3,1528,2,15,6,2005,14,30,0
2,2786,6,21,7,2009,18,28,0
4,4275,6,29,4,2004,19,0,0
2,3677,2,5,2,2013,16,1,0
1,125,2,6,12,2004,14,30,0
6,8838,10,6,5,2006,12,10,0
1,8004,5,30,4,2012,0,1,0
6,2394,2,17,5,2003,23,40,0
7,2341,5,1,1,2012,6,40,0
2,3115,9,14,4,2015,16,0,0
1,1653,3,4,3,2013,8,24,0
5,57,9,27,12,2013,18,40,0
3,5317,8,27,12,2006,16,34,0
4,779,2,27,11,2008,17,0,0
7,4578,3,19,4,2009,23,45,0
1,9702,7,24,11,2003,0,10,0
5,9752,8,10,8,2012,13,1,0
6,15848,8,25,9,2010,13,43,0
6,6051,6,29,1,2011,22,16,0
3,8223,2,28,5,2003,12,0,0
2,11068,6,18,10,2005,20,2,0
5,125,2,9,2,2007,9,0,0
1,6706,9,5,9,2005,13,25,0
1,2091,2,13,12,2010,12,0,0
5,38,10,2,5,2003,16,23,0
7,9384,3,17,11,2013,18,30,0
3,512,3,29,10,2003,20,0,0
2,4528,5,9,8,2011,16,45,0
2,1252,2,22,6,2004,14,0,0
1,21785,2,30,8,2004,16,15,0
5,1895,3,29,10,2004,19,50,0
1,5460,4,22,7,2013,17,0,0
4,435,10,1,11,2007,15,49,0
3,6991,8,9,1,2008,1,13,0
5,7008,1,17,5,2013,7,0,0
2,408,2,18,2,2014,14,16,0
5,6810,6,16,5,2008,23,0,0
3,17253,8,26,11,2003,4,53,0
6,12591,9,1,11,2008,0,1,0
1,6689,5,12,10,2009,15,0,0
7,1847,5,12,1,2014,20,0,0
6,21770,1,8,3,2003,17,0,0
1,752,9,16,4,2012,13,50,0
2,1156,8,30,4,2013,15,6,0
6,2170,5,19,11,2005,1,10,0
1,12366,5,17,3,2008,21,0,0
3,2236,4,22,3,2006,0,46,0
2,1338,4,5,3,2013,23,0,0
2,6202,7,6,8,2013,17,5,0
4,8323,3,19,4,2012,0,1,0
2,12360,7,6,9,2005,8,0,0
7,11756,3,17,5,2009,23,0,0
5,3655,4,11,3,2011,9,0,0
1,1590,7,28,9,2009,11,45,0
7,3874,1,21,4,2013,14,17,0
5,2811,1,22,4,2005,12,30,0
2,1850,4,28,6,2011,19,40,0
7,1195,9,14,7,2013,8,30,0
1,5581,9,17,2,2014,12,40,0
1,1752,3,29,10,2007,17,50,0
6,232,4,13,12,2003,14,0,0
1,9070,9,16,4,2012,15,0,0
4,59,2,7,10,2010,15,50,0
2,9047,7,15,9,2009,17,30,0
4,155,2,31,10,2013,21,15,0
6,8550,4,24,4,2010,13,0,0
4,2159,10,8,9,2005,14,21,0
1,2678,8,21,12,2009,16,31,0
2,468,2,19,9,2006,15,51,0
7,2625,1,7,9,2014,17,0,0
5,138,10,19,10,2007,20,48,0
5,6842,4,19,3,2004,19,30,0
6,12569,7,20,9,2008,22,30,0
6,4218,7,6,5,2006,15,0,0
1,5078,8,15,3,2004,20,30,0
1,6267,6,21,3,2005,4,14,0
6,9168,7,11,8,2007,23,0,0
3,3704,1,18,5,2011,19,58,0
5,7668,4,18,6,2010,12,25,0
6,3326,8,5,5,2007,9,30,0
3,3664,4,1,4,2009,19,27,0
7,52,5,30,1,2005,21,0,0
4,1501,5,5,9,2013,19,0,0
7,2894,5,25,4,2010,20,20,0
3,906,4,13,1,2010,19,30,0
4,1246,2,10,3,2011,23,10,0
1,898,2,26,5,2014,16,30,0
3,2300,3,9,2,2011,12,46,0
4,7950,7,19,5,2005,1,30,0
6,773,5,21,3,2009,17,45,0
7,5439,3,9,9,2012,12,35,0
1,15520,3,17,9,2012,16,30,0
2,10714,2,19,8,2003,16,48,0
5,1944,4,30,4,2004,16,0,0
1,14517,9,27,10,2008,3,30,0
1,88,2,26,12,2011,10,0,0
6,1071,5,12,6,2004,15,55,0
4,1235,5,28,11,2013,15,50,0
3,795,3,1,6,2005,17,30,0
3,957,2,26,1,2011,21,33,0
1,12842,5,20,3,2006,19,0,0
6,511,4,3,5,2003,11,5,0
3,1954,10,7,4,2010,12,58,0
1,1091,10,22,8,2011,22,15,0
6,5560,2,24,1,2004,2,35,0
2,1445,1,19,4,2005,11,10,0
5,6751,3,6,5,2011,8,20,0
4,771,1,16,12,2010,23,19,0
1,21174,6,8,8,2005,15,0,0
5,1407,1,17,10,2014,19,0,0
3,3333,9,23,1,2013,21,0,0
4,2385,4,21,9,2006,13,40,0
6,2791,8,4,12,2010,5,0,0
5,13645,3,27,1,2012,15,17,0
6,8851,4,10,7,2004,12,0,0
4,979,4,6,3,2014,9,10,0
4,1393,10,8,3,2007,7,30,0
6,923,1,18,10,2008,10,50,0
6,1429,10,4,4,2015,8,8,0
