"day","address","location","date","month","year","hour","min","EMBEZZLEMENT"
2,12073,9,8,7,2014,12,0,0
6,279,6,20,10,2012,0,51,0
1,4231,9,30,3,2015,15,0,0
6,22,10,11,12,2004,12,26,0
7,8454,3,17,5,2009,19,8,0
3,538,8,14,6,2006,20,0,0
4,14177,7,29,4,2004,19,30,0
7,4936,6,11,8,2013,16,18,0
1,111,10,25,5,2009,22,42,0
5,174,8,22,9,2006,6,15,0
2,2483,1,17,4,2012,15,44,0
4,713,4,13,11,2008,17,45,0
1,1107,2,29,10,2012,0,20,0
1,17992,5,17,5,2010,13,0,0
2,3624,1,13,5,2014,10,30,0
4,7984,1,13,11,2003,11,30,0
3,1351,8,22,8,2007,16,0,0
2,5994,5,30,3,2004,10,30,0
7,4139,9,6,11,2005,3,53,0
2,2622,2,4,8,2009,9,15,0
3,2855,1,6,4,2005,21,30,0
5,992,1,20,10,2006,23,51,0
2,5011,10,3,4,2007,1,0,0
5,936,4,20,3,2015,21,38,0
5,1736,5,3,11,2006,17,30,0
2,4454,4,20,8,2013,21,0,0
5,125,2,16,11,2007,21,0,0
1,83,2,2,8,2004,9,25,0
7,538,8,4,4,2004,18,30,0
5,238,2,1,5,2015,13,38,0
5,1760,10,22,2,2008,17,9,0
6,4420,4,13,8,2011,5,45,0
6,5699,9,5,5,2012,12,0,0
4,1601,9,1,6,2006,0,1,0
5,125,2,3,5,2013,17,0,0
7,870,4,23,2,2014,19,0,0
2,156,2,5,8,2008,2,16,0
7,1884,3,20,5,2007,13,39,0
6,4838,8,1,1,2011,0,1,0
2,14622,9,30,9,2008,15,36,0
4,716,5,14,5,2009,12,17,0
6,203,2,12,3,2011,23,56,0
3,4495,7,21,8,2013,10,13,0
5,517,2,23,1,2009,9,13,0
5,93,7,5,10,2012,20,57,0
2,13302,9,11,11,2003,1,30,0
1,14641,7,31,8,2009,23,10,0
3,11251,4,22,12,2004,19,20,0
6,9259,3,13,12,2008,15,30,0
2,1638,1,5,9,2006,17,35,0
1,11995,9,29,10,2012,0,1,0
7,2641,4,9,3,2008,10,0,0
1,3461,2,24,1,2005,16,30,0
2,4111,10,24,8,2010,16,53,0
7,923,1,16,7,2006,16,42,0
7,982,9,8,8,2004,4,0,0
3,8484,8,28,5,2008,22,0,0
7,872,2,29,1,2006,8,39,0
5,907,6,14,11,2014,14,1,0
3,1091,10,4,8,2004,22,53,0
6,5422,5,13,11,2004,17,0,0
1,444,5,6,2,2006,21,0,0
3,1150,2,26,11,2008,18,24,0
2,7649,8,24,8,2010,20,30,0
4,726,1,27,6,2013,8,30,0
4,548,10,28,6,2007,23,45,0
6,5234,2,22,9,2012,23,0,0
5,12430,2,22,4,2011,19,0,0
4,70,10,9,7,2009,7,8,0
5,6916,4,7,8,2009,14,45,0
7,1676,2,26,2,2012,17,0,0
2,5070,9,24,7,2007,7,15,0
7,250,4,29,7,2007,15,15,0
3,1039,5,12,1,2005,16,45,0
2,13905,4,27,4,2004,15,56,0
6,5968,5,12,1,2008,23,46,0
3,4736,3,26,12,2012,15,40,0
1,1809,10,8,8,2011,16,59,0
6,20513,3,26,3,2005,1,0,0
4,2739,2,12,7,2012,12,0,0
3,2783,4,4,9,2013,12,0,0
5,232,4,9,4,2010,14,50,0
4,12914,8,11,7,2013,9,15,0
5,125,2,19,4,2013,20,40,0
4,16265,6,19,8,2004,23,0,0
6,359,10,18,4,2009,12,29,0
5,8749,3,4,4,2008,3,44,0
1,1975,2,5,1,2009,17,30,0
2,5189,2,11,7,2006,17,30,0
1,4547,5,13,5,2013,19,20,0
1,4267,2,31,8,2009,18,0,0
1,1224,1,9,1,2012,2,30,0
5,3762,1,23,3,2012,18,30,0
3,22523,5,11,6,2003,9,45,0
6,6071,4,29,11,2003,1,32,0
4,4909,1,5,3,2009,16,15,0
3,55,2,10,2,2010,13,53,0
6,517,2,30,10,2004,2,10,0
7,166,10,31,12,2006,17,10,0
2,9679,4,23,12,2008,15,20,0
6,1501,5,18,4,2015,17,0,0
1,11804,1,1,10,2007,12,0,0
3,12003,5,23,6,2004,19,21,0
5,947,2,15,11,2013,9,0,0
6,36,2,22,10,2011,0,10,0
3,7657,3,26,11,2003,19,15,0
4,2696,4,27,11,2008,9,0,0
1,13071,6,14,9,2009,22,30,0
3,392,4,30,5,2012,7,25,0
7,4031,3,4,10,2009,20,50,0
5,125,2,10,9,2010,8,0,0
6,2450,3,14,6,2008,19,31,0
7,932,5,25,1,2009,1,0,0
3,504,4,8,12,2004,12,30,0
7,4598,4,15,11,2009,8,20,0
2,907,6,16,9,2003,16,40,0
7,9652,3,17,7,2005,9,30,0
7,2927,2,17,5,2009,15,45,0
7,511,4,5,6,2005,14,58,0
3,13862,9,9,8,2006,21,0,0
3,8201,9,29,10,2008,22,0,0
2,1429,10,8,12,2009,14,19,0
5,4738,3,23,3,2007,3,42,0
2,4462,3,1,10,2013,0,1,0
4,3762,1,10,2,2011,16,0,0
3,677,2,3,5,2006,13,46,0
5,9858,5,7,4,2006,8,30,0
3,166,10,25,6,2014,12,30,0
4,3136,7,23,9,2010,19,30,0
6,14392,9,31,12,2011,12,50,0
5,1345,1,18,5,2007,8,10,0
4,223,10,16,4,2009,21,29,0
2,2222,1,24,7,2007,20,40,0
1,9778,5,12,11,2012,12,0,0
6,21777,3,30,10,2004,22,0,0
1,6597,9,28,5,2007,14,30,0
5,2332,2,20,9,2013,12,8,0
2,3329,10,30,10,2012,14,56,0
4,8897,1,6,2,2003,10,30,0
3,15087,5,28,6,2006,18,5,0
4,1074,3,30,12,2010,11,25,0
3,11008,6,12,7,2006,16,0,0
4,2911,10,8,1,2009,14,45,0
5,238,2,27,6,2003,17,0,0
2,4041,6,18,2,2003,8,0,0
3,727,4,12,7,2006,17,24,0
1,4930,1,27,10,2003,23,15,0
5,3855,5,12,7,2013,13,30,0
5,6212,4,28,6,2013,18,41,0
3,5200,5,10,3,2010,8,0,0
7,125,2,5,5,2013,12,15,0
5,7056,5,22,8,2003,23,40,0
3,363,2,4,5,2011,19,50,0
2,957,2,15,9,2009,10,28,0
2,4651,2,4,2,2014,17,0,0
7,164,4,6,11,2005,21,51,0
4,11608,9,20,9,2007,13,15,0
3,11892,9,19,3,2014,12,25,0
6,2542,1,21,2,2015,1,6,0
1,1236,4,2,5,2011,10,20,0
6,8205,6,27,12,2014,8,0,0
5,230,1,16,5,2003,10,0,0
2,2082,5,22,12,2009,22,0,0
5,146,10,6,5,2005,16,0,0
1,6184,3,21,1,2008,16,0,0
7,2265,4,3,7,2005,13,35,0
2,3062,1,14,4,2015,22,15,0
4,14561,9,1,7,2010,22,0,0
4,10681,7,6,9,2007,16,0,0
7,408,2,10,2,2013,12,17,0
5,442,2,29,11,2013,20,30,0
6,10858,8,5,4,2008,23,45,0
5,6695,5,14,11,2003,5,30,0
7,7514,8,9,2,2003,23,35,0
2,7388,1,13,12,2011,14,0,0
1,15811,8,29,9,2008,5,35,0
4,2497,5,9,2,2006,9,30,0
7,18946,7,2,12,2007,14,25,0
7,1470,1,17,10,2004,13,23,0
7,97,2,8,5,2005,0,1,0
3,1194,5,14,6,2006,12,42,0
3,2848,2,16,4,2003,13,30,0
7,11008,6,9,3,2008,22,5,0
7,4457,7,1,6,2008,18,0,0
7,37,2,2,12,2012,16,0,0
3,13753,7,10,1,2007,16,0,0
3,138,2,5,3,2014,16,52,0
3,3131,10,30,5,2012,18,23,0
3,1115,1,9,2,2011,18,15,0
6,36,2,5,9,2009,11,9,0
2,435,10,6,9,2011,9,0,0
1,12104,5,7,7,2014,15,0,0
3,6287,4,10,8,2005,22,30,0
6,3490,8,6,9,2003,17,0,0
3,601,9,28,12,2011,17,23,0
4,548,10,5,5,2005,14,8,0
4,713,4,14,7,2011,8,30,0
2,3120,7,14,4,2015,15,20,0
7,322,5,7,5,2006,19,30,0
1,1679,5,1,4,2013,4,30,0
6,4121,9,1,6,2013,12,0,0
7,10899,3,13,12,2009,2,50,0
1,6533,2,14,4,2008,19,30,0
5,1757,3,25,3,2011,19,17,0
3,2101,1,15,11,2006,23,3,0
2,6519,3,3,10,2006,0,1,0
1,656,9,2,5,2011,10,18,0
6,673,10,4,4,2009,10,0,0
6,2911,10,4,10,2003,22,50,0
6,653,10,9,8,2003,23,3,0
5,125,2,5,10,2012,15,0,0
2,18274,8,1,11,2011,21,24,0
6,5102,8,19,11,2005,7,30,0
7,4121,9,28,2,2010,21,55,0
7,5867,8,22,2,2015,20,0,0
5,3064,2,15,11,2013,19,0,0
4,2790,3,21,4,2011,8,25,0
5,2318,4,19,9,2003,12,39,0
2,927,1,8,7,2008,11,40,0
5,1245,10,24,9,2010,9,54,0
4,1752,3,27,12,2007,14,35,0
5,3315,2,21,3,2003,23,0,0
5,704,2,16,7,2010,12,30,0
6,546,5,23,3,2013,22,0,0
6,879,8,1,11,2003,3,0,0
5,6205,7,3,12,2010,14,0,0
3,4805,8,22,12,2004,13,45,0
4,3936,8,24,12,2009,5,0,0
7,9376,4,5,10,2008,10,0,0
3,7181,3,4,5,2011,14,0,0
3,3183,2,7,8,2013,19,0,0
2,2596,2,14,10,2014,16,30,0
6,356,3,13,11,2004,15,59,0
7,5454,8,15,6,2008,2,30,0
6,408,2,13,12,2008,21,0,0
6,11504,5,15,12,2012,22,0,0
2,5310,8,7,2,2012,22,30,0
3,3830,4,18,2,2004,21,30,0
1,8513,4,20,1,2014,19,0,0
2,17177,4,9,1,2007,22,0,0
2,83,2,10,8,2010,15,24,0
5,277,10,20,3,2015,17,50,0
7,125,2,22,4,2012,13,0,0
1,4871,1,13,5,2013,23,50,0
1,8508,8,26,10,2009,5,50,0
1,648,2,24,12,2012,1,10,0
5,11378,9,23,1,2004,1,5,0
6,15339,9,29,5,2004,17,11,0
7,8105,4,11,3,2012,10,30,0
3,9468,3,5,2,2003,0,1,0
2,228,5,30,9,2014,4,45,0
4,22069,8,2,9,2004,8,0,0
2,5220,5,29,11,2011,20,0,0
6,7694,5,21,2,2004,10,45,0
5,9636,2,1,7,2005,9,40,0
7,8090,1,12,2,2006,11,0,0
4,1553,4,4,5,2006,19,41,0
1,1383,7,30,9,2013,9,30,0
5,111,10,28,5,2004,0,59,0
4,16435,4,11,2,2010,16,30,0
2,16649,9,4,10,2011,22,0,0
1,641,2,21,3,2005,5,48,0
1,14154,6,30,8,2004,12,0,0
3,2694,1,11,11,2009,20,0,0
1,12808,6,18,9,2006,0,1,0
2,5014,4,12,5,2009,10,30,0
2,324,1,4,9,2007,15,15,0
3,2803,10,15,10,2003,14,0,0
2,93,7,4,9,2007,13,7,0
5,2927,2,22,2,2008,16,30,0
2,1550,1,22,1,2013,12,0,0
3,5070,9,23,1,2008,16,43,0
7,6313,3,7,9,2014,3,14,0
1,777,3,25,10,2004,18,34,0
7,3670,7,5,11,2006,13,15,0
4,743,1,21,4,2005,18,0,0
7,8490,3,17,11,2013,21,0,0
2,2264,3,27,10,2009,12,38,0
2,22958,1,5,8,2003,17,51,0
2,779,2,20,4,2010,6,0,0
5,2156,2,29,10,2004,13,45,0
7,4478,4,10,4,2005,18,11,0
4,1711,3,24,1,2008,5,41,0
7,906,4,26,1,2003,16,30,0
3,141,6,6,8,2003,23,0,0
4,1392,4,8,4,2010,0,1,0
6,14490,9,1,11,2003,8,0,0
3,154,5,13,5,2015,15,0,0
6,22033,3,20,9,2003,13,0,0
6,323,9,22,2,2014,9,0,0
5,14112,9,25,2,2011,16,0,0
1,17543,9,7,3,2011,8,0,0
1,2159,10,19,8,2013,6,29,0
3,8529,4,18,4,2007,19,20,0
3,7795,1,1,10,2003,10,42,0
7,9678,6,18,11,2012,6,58,0
7,2985,5,24,9,2006,16,20,0
4,1297,1,1,10,2009,15,0,0
1,12912,3,21,3,2005,2,2,0
5,522,2,16,4,2004,21,0,0
6,1431,10,4,5,2013,23,17,0
2,125,2,31,5,2005,10,0,0
1,1312,7,13,6,2005,5,10,0
6,83,2,25,1,2014,14,0,0
3,15058,3,22,8,2007,7,13,0
3,682,10,6,8,2014,19,30,0
5,20896,4,24,3,2006,2,30,0
1,125,2,16,2,2004,20,0,0
5,1284,4,30,11,2012,22,56,0
4,7509,8,27,6,2013,17,0,0
6,1580,10,12,3,2011,20,0,0
2,363,2,24,6,2008,11,44,0
6,3131,10,1,1,2011,13,28,0
6,4031,3,26,2,2005,16,0,0
3,5600,5,4,3,2015,15,0,0
5,346,1,31,10,2003,12,0,0
2,11213,9,22,6,2004,13,0,0
4,2720,10,7,2,2013,20,10,0
5,8885,9,4,4,2003,18,30,0
6,7480,5,27,8,2005,10,30,0
4,1960,4,1,11,2007,15,45,0
5,16667,2,16,5,2008,21,30,0
4,6474,5,3,6,2010,11,41,0
5,2271,10,7,9,2012,16,0,0
6,927,1,18,9,2004,9,0,0
5,5817,6,25,8,2006,12,0,0
3,157,10,5,5,2010,7,12,0
2,14860,4,14,6,2005,10,30,0
1,1895,3,16,4,2012,15,30,0
5,10370,7,22,8,2008,8,53,0
2,12318,6,7,9,2010,17,30,0
7,522,2,15,7,2007,19,45,0
2,6027,8,1,6,2010,20,44,0
7,18491,8,1,6,2008,20,40,0
3,229,5,30,10,2013,18,0,0
1,3561,3,1,11,2010,15,40,0
7,4648,1,6,4,2008,16,0,0
3,1760,10,7,1,2009,19,21,0
6,4930,1,14,7,2007,4,0,0
2,2285,5,16,9,2003,12,0,0
4,2814,4,29,7,2010,5,0,0
6,408,2,10,3,2012,15,0,0
6,3395,8,3,10,2009,0,15,0
5,855,4,25,1,2008,20,30,0
4,1245,10,11,11,2004,0,46,0
6,7647,8,15,6,2013,13,30,0
7,11786,4,23,9,2007,11,0,0
2,177,10,7,8,2012,19,0,0
4,125,2,15,12,2005,20,30,0
2,2862,10,27,10,2009,13,30,0
7,2855,1,15,1,2006,13,0,0
3,1228,4,14,5,2008,23,0,0
3,3917,5,14,5,2003,23,30,0
3,125,2,7,7,2004,9,45,0
5,2382,1,2,6,2006,0,1,0
3,5745,5,23,7,2008,22,24,0
7,8544,5,13,7,2008,3,59,0
1,256,2,30,10,2006,9,50,0
1,741,2,1,4,2013,9,0,0
2,13387,7,25,1,2011,23,45,0
7,16041,9,22,10,2006,1,0,0
7,644,1,20,10,2013,13,23,0
4,13014,7,19,9,2013,19,34,0
5,689,7,4,11,2005,12,50,0
3,5585,4,4,3,2015,17,50,0
5,1744,6,19,9,2008,8,30,0
3,157,5,17,10,2012,18,40,0
6,2688,10,13,12,2008,20,45,0
7,3732,1,28,3,2010,1,30,0
6,363,2,24,7,2004,14,10,0
7,3471,2,25,9,2005,8,0,0
1,8868,3,30,5,2005,17,55,0
6,442,2,5,4,2003,16,15,0
1,36,2,11,10,2004,16,45,0
4,1390,5,23,8,2012,3,0,0
5,6549,9,7,3,2008,16,0,0
5,5199,5,13,6,2014,19,30,0
2,7096,1,28,6,2005,23,30,0
3,5531,9,24,12,2014,21,5,0
3,12390,1,19,9,2007,1,31,0
6,1144,6,1,11,2008,0,1,0
4,17762,9,16,10,2003,16,38,0
2,2443,8,6,7,2004,3,45,0
7,3902,5,3,6,2007,0,55,0
2,6125,1,1,4,2003,12,0,0
3,6666,7,21,1,2004,21,0,0
2,1383,7,20,3,2007,2,15,0
1,5941,4,22,11,2004,7,25,0
6,7315,1,21,2,2004,2,14,0
2,1500,4,16,4,2013,21,30,0
3,13972,9,6,4,2005,21,0,0
3,4066,8,2,5,2012,17,0,0
3,830,10,9,12,2009,13,50,0
2,1091,10,16,9,2008,6,22,0
6,8767,4,13,1,2007,22,0,0
6,1284,4,3,6,2006,15,0,0
5,13330,8,4,4,2014,8,0,0
1,18547,8,7,12,2009,21,45,0
2,3725,10,16,4,2013,0,1,0
4,1694,1,24,1,2008,7,0,0
1,1080,8,12,10,2009,9,15,0
1,4746,6,28,11,2011,23,33,0
3,3949,7,6,9,2006,22,45,0
3,205,8,21,2,2007,18,0,0
5,20535,5,14,1,2005,11,0,0
2,29,5,31,8,2004,13,15,0
4,2150,3,26,11,2009,20,52,0
3,6068,1,23,3,2005,1,8,0
2,2138,1,3,5,2005,23,30,0
5,3141,6,18,10,2013,10,30,0
6,546,5,3,5,2014,2,30,0
4,4577,4,1,11,2012,2,0,0
3,3414,10,23,1,2008,2,38,0
1,408,2,12,12,2011,19,25,0
7,850,9,18,6,2006,21,0,0
4,9536,7,4,10,2012,21,0,0
5,4809,8,18,5,2012,2,10,0
5,2382,1,26,11,2004,0,1,0
4,15360,9,1,4,2004,3,30,0
6,125,2,1,6,2013,1,10,0
1,4457,7,28,5,2007,7,36,0
4,3250,1,6,9,2007,16,42,0
2,408,2,18,3,2014,7,7,0
3,2868,7,17,9,2008,8,0,0
1,3702,5,21,1,2013,12,30,0
6,5607,2,2,11,2013,22,0,0
7,1149,5,10,4,2011,14,15,0
4,695,4,26,12,2013,0,1,0
1,780,6,22,8,2005,11,0,0
1,3974,5,28,4,2008,16,5,0
3,359,10,10,2,2010,15,48,0
6,213,4,30,7,2011,11,30,0
2,800,4,3,2,2004,14,26,0
7,9463,3,20,5,2007,21,0,0
5,5750,5,12,12,2003,8,44,0
5,534,4,7,2,2014,14,52,0
2,738,3,28,4,2009,8,15,0
6,7954,5,22,2,2014,14,0,0
7,5672,5,12,3,2006,2,30,0
3,4298,10,17,9,2008,11,25,0
7,10232,1,11,9,2005,8,0,0
6,63,1,29,11,2008,15,0,0
2,1973,9,16,10,2007,10,0,0
7,1620,10,16,11,2008,21,0,0
4,6815,6,15,11,2012,2,15,0
4,6665,1,8,1,2004,15,30,0
2,1895,3,3,5,2011,9,14,0
7,7133,7,15,1,2006,17,0,0
6,4656,8,4,6,2005,8,0,0
5,3317,1,5,10,2007,14,5,0
3,408,2,21,4,2010,17,35,0
2,2228,7,15,11,2011,21,21,0
5,6224,8,27,1,2006,16,30,0
3,8245,4,11,12,2013,13,26,0
5,1351,8,24,1,2014,9,0,0
1,9977,2,22,12,2003,7,28,0
4,7378,8,22,1,2015,18,0,0
7,511,4,4,6,2006,13,5,0
1,7124,7,2,2,2015,6,40,0
3,3546,2,14,4,2004,12,55,0
1,550,3,19,3,2012,15,30,0
3,4706,5,28,11,2007,18,45,0
2,13132,9,28,6,2011,7,0,0
3,501,4,18,5,2011,2,43,0
1,2666,3,11,11,2013,19,45,0
4,5972,5,3,10,2013,20,0,0
4,5,8,25,6,2009,11,0,0
2,16246,9,22,3,2005,10,46,0
2,9421,9,17,9,2013,15,49,0
1,749,2,2,3,2015,18,7,0
6,22426,3,17,4,2004,16,13,0
4,2911,10,17,11,2005,14,39,0
7,548,10,6,4,2014,8,50,0
3,1524,3,13,11,2013,12,22,0
4,1839,5,25,6,2009,17,40,0
7,468,2,30,7,2006,18,35,0
7,643,4,4,5,2014,1,39,0
1,9113,9,1,5,2006,19,30,0
3,1620,10,27,11,2013,20,40,0
6,2571,1,16,6,2012,15,0,0
5,1287,2,22,8,2014,12,50,0
5,1019,5,4,6,2010,12,35,0
4,1839,5,6,3,2003,19,45,0
5,1685,8,14,5,2004,23,30,0
4,1145,4,5,3,2015,23,3,0
7,2634,9,1,1,2006,12,48,0
4,3716,3,10,1,2008,9,0,0
7,3553,3,14,8,2005,18,46,0
1,14808,9,4,2,2013,0,1,0
3,1975,2,16,4,2014,8,0,0
4,358,6,14,6,2007,20,40,0
1,3326,8,23,7,2007,17,10,0
5,232,4,12,1,2007,0,20,0
7,468,2,19,10,2008,18,5,0
4,1351,8,11,2,2010,13,50,0
3,8027,8,29,12,2010,23,55,0
4,125,2,22,4,2010,13,58,0
5,366,10,11,6,2004,19,0,0
1,6136,5,14,9,2009,20,0,0
4,2271,10,17,10,2013,8,5,0
7,1546,8,24,8,2014,0,1,0
5,125,2,8,4,2005,13,30,0
1,6754,1,23,1,2012,12,0,0
2,1399,10,18,10,2011,10,37,0
3,3717,6,15,10,2014,9,42,0
6,8745,1,31,5,2008,15,0,0
2,2311,5,12,1,2010,15,30,0
6,3139,5,24,1,2009,18,20,0
6,1551,3,23,2,2008,9,15,0
5,734,9,14,1,2011,20,30,0
6,7078,6,16,6,2007,1,20,0
3,635,4,29,6,2011,21,30,0
1,3204,8,17,2,2014,14,30,0
4,413,1,18,9,2014,15,0,0
7,983,2,28,8,2005,22,0,0
5,954,5,2,4,2004,1,0,0
5,125,2,23,2,2007,15,0,0
5,3882,4,21,9,2007,9,5,0
4,5012,6,23,1,2003,21,20,0
7,2281,2,7,10,2007,11,45,0
7,1679,5,18,6,2006,15,0,0
5,5851,3,29,11,2013,10,15,0
1,138,10,15,11,2010,11,51,0
6,1983,1,29,11,2003,4,55,0
5,478,1,8,8,2003,21,20,0
2,772,10,19,4,2005,14,53,0
1,358,6,28,5,2012,20,0,0
4,3517,5,2,6,2005,16,0,0
7,1586,5,17,5,2009,11,59,0
4,12978,3,1,5,2014,23,55,0
7,2869,10,2,12,2007,6,46,0
6,4674,5,8,10,2005,2,0,0
2,4936,6,5,10,2010,16,31,0
5,445,2,17,5,2013,15,0,0
7,2911,10,8,5,2005,18,28,0
4,138,2,4,9,2014,8,20,0
2,14214,4,18,9,2007,23,26,0
6,2620,5,9,10,2010,20,58,0
3,3391,5,29,10,2014,21,0,0
1,7691,5,8,12,2008,0,1,0
1,2143,8,7,7,2014,3,7,0
7,8177,6,1,6,2003,22,59,0
5,16497,4,26,12,2008,0,28,0
3,6421,7,18,10,2006,12,5,0
1,2598,2,29,3,2004,13,30,0
2,8819,5,5,3,2013,22,58,0
4,361,2,24,1,2013,12,10,0
6,13072,3,26,2,2011,2,4,0
5,363,2,8,9,2006,21,40,0
2,93,7,30,5,2006,13,30,0
4,5216,1,7,2,2008,12,10,0
2,7380,1,28,6,2011,14,0,0
5,125,2,2,12,2005,14,0,0
1,64,4,13,11,2006,14,0,0
2,5507,3,9,2,2010,4,3,0
5,11487,9,22,2,2013,10,0,0
3,7754,4,20,2,2008,15,30,0
5,335,4,21,3,2008,13,0,0
6,5307,8,14,7,2012,23,55,0
1,2838,2,16,3,2009,2,46,0
2,1991,10,3,3,2009,21,34,0
1,83,2,26,4,2004,11,41,0
5,7462,8,2,5,2008,13,18,0
3,9760,7,19,10,2005,7,40,0
4,11993,2,24,3,2011,7,30,0
7,21993,9,20,4,2003,18,11,0
5,1783,4,16,6,2006,17,42,0
5,4622,4,30,12,2011,18,29,0
5,1780,4,23,4,2010,18,10,0
2,5742,2,20,9,2005,8,20,0
5,88,2,6,10,2006,1,55,0
3,1683,9,29,4,2015,21,0,0
7,4087,4,14,6,2009,3,0,0
1,20095,3,16,2,2004,22,15,0
7,6178,6,30,11,2014,16,0,0
7,1567,5,19,4,2015,15,0,0
1,7515,1,7,7,2014,14,35,0
6,213,4,5,11,2005,9,52,0
7,10379,3,2,5,2004,9,0,0
1,125,2,22,7,2013,10,0,0
6,70,10,12,7,2008,7,30,0
3,1331,4,6,3,2013,14,35,0
7,6353,7,28,8,2011,21,0,0
2,7366,2,8,1,2013,21,57,0
3,268,1,14,5,2003,17,20,0
6,1116,2,5,11,2005,1,39,0
7,6754,1,1,1,2006,0,1,0
5,2490,3,22,3,2013,15,0,0
5,15670,7,30,12,2011,23,55,0
4,13182,9,5,10,2006,8,0,0
1,392,4,23,11,2009,17,0,0
1,577,2,6,8,2012,18,45,0
5,2693,1,16,12,2005,19,0,0
4,1606,2,19,4,2007,22,43,0
4,21757,2,19,8,2004,12,15,0
1,11543,5,10,7,2006,0,30,0
1,2341,5,25,6,2007,10,0,0
4,925,2,1,11,2012,16,15,0
2,2889,10,30,10,2012,19,30,0
2,9621,9,18,9,2007,14,30,0
1,17297,3,20,2,2012,3,10,0
4,2814,4,22,4,2010,1,43,0
2,11742,3,10,7,2007,18,5,0
6,14247,3,1,11,2003,20,0,0
1,7400,5,7,2,2005,10,50,0
4,1024,1,29,10,2009,13,10,0
4,7774,7,15,12,2011,1,55,0
6,5241,5,27,12,2008,13,0,0
5,6184,3,9,1,2009,7,30,0
4,16453,2,21,2,2013,23,27,0
4,1954,10,1,5,2008,23,0,0
2,1722,2,30,10,2012,22,0,0
5,2439,2,2,5,2008,19,59,0
3,2887,2,18,3,2009,3,15,0
4,15158,9,19,9,2013,6,45,0
3,511,4,30,5,2007,16,0,0
2,1220,10,5,9,2006,22,14,0
1,1155,2,23,6,2014,20,42,0
2,4876,3,26,7,2005,20,21,0
5,1156,8,9,8,2013,14,7,0
6,20477,8,22,9,2007,12,25,0
5,1470,1,8,8,2014,11,51,0
1,1812,3,2,10,2006,18,0,0
4,5491,3,29,4,2004,13,0,0
2,5787,3,31,8,2004,18,23,0
4,11382,7,15,6,2006,19,36,0
4,158,2,9,8,2007,15,0,0
2,2868,7,7,12,2004,11,40,0
2,542,2,9,12,2003,12,0,0
4,1943,2,2,10,2014,8,35,0
2,907,6,11,6,2013,9,0,0
7,1517,3,3,11,2013,20,10,0
7,5431,6,30,1,2011,18,0,0
4,4535,1,18,5,2006,18,30,0
7,8337,5,11,3,2007,11,0,0
2,10190,1,21,1,2014,13,0,0
1,47,2,23,11,2009,14,40,0
7,1172,4,21,9,2008,7,30,0
2,2725,4,24,1,2012,18,17,0
5,234,6,23,9,2011,12,0,0
4,2214,1,19,2,2015,17,40,0
7,5454,8,6,4,2008,0,25,0
5,772,10,8,8,2003,4,44,0
4,9393,4,27,1,2011,15,0,0
1,9768,5,26,4,2004,6,0,0
2,7956,6,8,7,2003,14,0,0
7,12552,6,15,1,2006,0,1,0
4,19728,3,6,2,2003,3,0,0
1,18557,8,22,11,2004,18,0,0
3,2118,5,1,10,2003,9,0,0
6,223,10,24,9,2005,18,33,0
5,15685,3,11,2,2011,15,6,0
4,217,8,6,3,2003,16,30,0
6,88,2,18,4,2015,10,54,0
7,3492,4,14,12,2008,1,50,0
1,10526,3,10,12,2012,10,30,0
6,8747,8,10,9,2011,21,10,0
1,16477,2,3,10,2005,7,0,0
1,772,10,2,3,2009,13,50,0
4,2576,5,25,2,2010,19,30,0
6,749,2,3,6,2006,19,19,0
4,11802,3,31,10,2013,17,22,0
7,4851,9,7,10,2012,15,18,0
4,577,2,30,6,2011,16,45,0
1,3063,5,11,1,2010,18,5,0
6,5321,8,7,3,2015,7,0,0
5,2613,4,11,3,2011,15,30,0
3,1470,1,27,5,2009,17,39,0
1,2490,3,9,11,2009,10,30,0
1,138,2,30,10,2006,18,5,0
3,594,8,16,6,2010,12,30,0
4,8512,8,12,1,2006,9,40,0
3,6294,1,18,4,2007,22,15,0
6,501,4,31,5,2003,9,0,0
5,2911,10,21,9,2012,16,15,0
2,28,4,9,7,2013,18,48,0
5,5654,3,4,9,2009,23,34,0
7,2862,10,20,5,2012,19,52,0
2,386,2,5,8,2008,19,0,0
6,2016,6,1,11,2008,1,58,0
3,1233,4,6,3,2013,11,25,0
2,50,5,23,1,2007,12,30,0
3,859,1,10,1,2007,4,14,0
1,141,6,28,5,2007,12,0,0
4,6409,5,5,4,2007,10,37,0
6,11223,5,5,11,2011,3,30,0
5,13030,4,16,10,2009,20,20,0
6,11575,6,5,9,2009,0,1,0
5,323,9,25,7,2014,11,39,0
2,3594,2,12,12,2006,18,45,0
4,12087,5,27,5,2004,22,0,0
4,125,2,26,6,2014,7,0,0
2,5726,8,3,3,2015,11,6,0
1,125,2,30,10,2006,17,0,0
7,277,10,14,7,2013,0,10,0
2,3716,3,2,3,2004,12,0,0
2,7212,8,30,11,2010,0,1,0
6,1429,10,9,2,2008,11,3,0
6,499,2,17,12,2011,10,0,0
5,1383,7,10,1,2014,11,0,0
1,2887,2,3,2,2003,3,44,0
7,5586,4,3,5,2009,16,15,0
7,9591,2,28,12,2008,15,30,0
5,8596,9,23,3,2007,19,20,0
6,548,10,24,9,2011,1,47,0
1,223,10,23,11,2009,2,32,0
2,511,4,12,1,2010,16,59,0
6,2803,10,18,9,2004,14,23,0
