"day","address","location","date","month","year","hour","min","BRIBERY"
5,8904,3,20,3,2009,15,20,0
3,821,10,19,10,2011,13,51,0
4,2887,2,14,10,2004,9,0,0
6,408,2,7,5,2011,18,8,0
1,1214,10,21,12,2009,17,0,0
7,2995,5,19,6,2011,6,0,0
7,1586,5,12,9,2010,17,0,0
7,6509,5,11,8,2013,12,59,0
5,101,4,26,1,2007,1,50,0
7,138,10,11,1,2009,11,4,0
5,1319,2,29,1,2010,23,45,0
2,11868,8,24,11,2009,19,0,0
1,278,8,1,5,2006,11,27,0
4,18,10,10,6,2004,14,31,0
3,1220,10,13,5,2009,15,0,0
3,951,5,13,12,2006,8,0,0
7,8318,1,21,9,2014,18,45,0
2,18816,9,8,3,2005,16,0,0
6,11813,3,25,2,2012,5,0,0
3,538,8,15,10,2014,15,30,0
3,11021,4,6,4,2011,8,38,0
4,4111,10,29,4,2004,21,15,0
4,94,1,27,11,2008,18,49,0
6,153,1,4,10,2008,10,0,0
6,7331,2,17,11,2007,3,51,0
3,8795,1,25,7,2012,16,30,0
3,468,2,22,1,2003,1,31,0
2,1248,2,29,5,2012,20,18,0
5,6376,3,3,5,2013,8,45,0
2,859,1,10,1,2006,4,44,0
1,1172,4,18,8,2003,15,45,0
3,5081,7,19,9,2007,12,30,0
6,13170,3,31,10,2009,16,0,0
4,408,2,25,3,2010,16,30,0
5,1757,3,29,12,2006,17,59,0
1,3517,5,12,5,2003,20,0,0
3,2093,4,10,12,2008,13,45,0
2,2041,10,27,5,2014,21,8,0
6,1219,2,28,6,2003,10,0,0
6,93,7,20,10,2007,9,10,0
5,872,2,12,11,2004,10,30,0
7,125,2,24,3,2013,15,0,0
6,2490,3,25,7,2009,5,5,0
3,4929,3,4,9,2013,17,57,0
2,13488,4,31,5,2005,19,30,0
3,3875,2,27,1,2010,21,5,0
4,3183,2,1,12,2005,9,10,0
7,16915,1,18,11,2012,20,30,0
3,902,5,29,10,2014,22,0,0
2,8285,3,23,2,2010,10,30,0
5,2269,2,25,7,2003,19,0,0
1,22967,2,31,3,2003,23,30,0
2,10416,3,26,7,2005,5,58,0
7,5898,1,6,10,2013,9,0,0
7,17947,8,26,2,2012,16,0,0
3,608,2,29,10,2014,14,0,0
3,14447,7,24,2,2010,6,40,0
7,19722,7,2,12,2007,18,0,0
1,119,6,18,4,2011,11,0,0
5,3112,1,24,8,2012,23,17,0
1,1704,2,5,2,2007,17,0,0
4,2041,10,3,11,2011,17,0,0
2,14851,9,26,12,2006,1,0,0
4,340,6,6,10,2005,23,0,0
1,105,5,11,12,2006,13,0,0
3,353,2,5,9,2007,19,35,0
1,11676,8,28,6,2010,23,45,0
3,47,2,19,9,2012,19,36,0
1,2791,8,31,10,2011,21,10,0
3,9894,6,1,6,2005,6,0,0
7,105,5,6,4,2014,17,5,0
2,6307,9,3,4,2007,11,0,0
4,2132,2,27,1,2011,16,30,0
5,4714,2,30,5,2003,19,30,0
6,2391,2,18,10,2003,1,0,0
1,1475,8,2,2,2015,2,25,0
1,744,10,5,8,2013,17,3,0
5,6691,6,1,5,2009,12,0,0
3,6873,9,10,12,2008,7,30,0
5,6315,3,15,5,2009,17,20,0
7,1703,5,13,7,2014,18,0,0
6,1727,2,21,5,2011,23,3,0
5,9247,8,23,1,2009,6,40,0
6,1204,2,13,8,2005,22,15,0
5,3423,2,1,7,2005,10,20,0
7,125,2,3,7,2005,13,54,0
4,16524,5,25,12,2008,17,5,0
3,185,2,27,1,2010,17,50,0
3,872,2,13,1,2010,4,1,0
5,756,3,26,7,2013,18,30,0
7,8200,6,23,8,2009,10,5,0
5,4870,8,30,4,2004,11,45,0
1,1951,2,30,5,2005,8,30,0
4,3725,10,24,1,2013,9,52,0
1,9724,9,31,3,2008,16,53,0
3,8198,8,20,8,2014,20,0,0
7,1951,2,13,3,2011,16,50,0
6,8805,7,18,10,2003,13,0,0
6,213,4,29,1,2011,12,20,0
5,3898,2,19,4,2013,18,30,0
3,5140,6,27,7,2011,9,0,0
3,83,2,25,6,2014,4,0,0
5,709,7,12,7,2013,22,15,0
2,744,10,12,7,2005,10,15,0
2,6928,8,19,8,2003,15,30,0
5,2089,3,2,11,2007,16,58,0
3,5121,5,1,10,2003,19,30,0
5,12272,4,3,10,2003,22,21,0
7,2330,4,4,7,2010,4,40,0
5,2737,3,25,1,2013,18,0,0
1,3049,5,28,5,2012,13,50,0
2,126,8,30,4,2013,1,0,0
5,1163,4,25,7,2008,5,30,0
5,363,2,19,10,2007,10,50,0
5,7108,5,5,4,2013,9,30,0
6,21339,3,15,1,2005,18,35,0
3,11682,5,6,2,2013,19,30,0
4,4381,8,19,5,2011,0,46,0
1,517,2,12,5,2003,2,40,0
7,1584,5,4,4,2004,17,44,0
2,4868,3,19,8,2008,18,0,0
2,15974,9,4,5,2010,17,0,0
5,2462,2,25,1,2013,14,0,0
2,9531,2,22,12,2009,18,20,0
1,3391,5,4,9,2006,13,0,0
6,911,10,29,11,2003,1,3,0
7,139,2,18,4,2004,12,20,0
7,14912,5,9,3,2003,22,30,0
7,2854,8,26,8,2012,12,30,0
4,5745,5,6,5,2010,19,52,0
4,6003,6,17,5,2012,22,25,0
5,857,8,25,12,2009,17,59,0
4,4486,3,28,7,2005,23,0,0
5,15478,4,4,11,2005,17,30,0
4,16322,4,6,2,2003,18,0,0
7,13035,3,19,6,2011,15,0,0
5,8961,9,13,12,2013,16,0,0
2,5017,2,11,12,2012,15,35,0
2,471,9,30,9,2008,11,30,0
1,17275,9,3,10,2005,9,0,0
4,8533,2,5,4,2012,18,0,0
7,7333,4,26,8,2007,16,32,0
4,1751,6,13,6,2013,0,1,0
1,6162,7,4,3,2013,14,38,0
4,3638,2,3,6,2010,14,30,0
7,1781,3,1,6,2003,23,15,0
1,5483,10,3,4,2006,14,30,0
2,11070,5,5,8,2014,13,24,0
3,3161,8,30,11,2005,1,0,0
5,1130,2,3,4,2015,21,43,0
6,11903,2,31,5,2014,0,8,0
5,534,4,30,10,2009,11,5,0
4,828,1,8,3,2007,17,50,0
4,2045,6,8,3,2012,18,9,0
3,4518,1,16,4,2003,21,29,0
1,4981,9,20,2,2006,10,30,0
5,649,9,7,3,2008,13,0,0
4,2014,3,29,6,2006,12,50,0
7,600,3,20,4,2003,19,30,0
6,7984,1,24,3,2012,10,43,0
3,1666,6,29,4,2015,23,0,0
1,14015,3,10,1,2005,11,11,0
3,2987,10,6,4,2011,16,25,0
2,1760,10,29,10,2013,0,1,0
6,185,2,2,12,2006,18,0,0
7,6508,1,2,11,2003,17,0,0
4,359,10,7,4,2011,16,45,0
4,14580,8,22,3,2012,0,50,0
6,9453,5,30,7,2005,21,0,0
7,2393,8,9,3,2003,10,30,0
4,8990,2,19,5,2011,8,10,0
2,4298,10,15,4,2008,23,0,0
2,2886,5,31,8,2004,9,0,0
2,89,1,4,10,2011,3,19,0
4,3036,8,26,6,2003,19,0,0
2,2945,3,29,11,2005,12,0,0
5,1700,2,17,9,2004,16,30,0
1,6534,5,21,1,2008,17,19,0
1,5907,7,23,1,2006,18,0,0
3,2156,2,5,9,2007,10,15,0
3,2701,9,15,4,2009,19,13,0
6,2957,8,6,9,2008,12,0,0
4,339,3,26,1,2006,20,7,0
1,5105,4,25,11,2013,22,0,0
2,213,4,1,10,2013,11,0,0
4,2490,3,31,10,2013,15,47,0
5,70,10,6,2,2015,21,50,0
1,2398,2,9,6,2003,13,0,0
2,2433,3,13,5,2014,18,45,0
4,11625,8,3,4,2003,22,0,0
7,4916,5,13,7,2014,16,0,0
2,784,2,19,4,2005,19,15,0
3,4129,7,9,6,2004,23,30,0
7,11967,3,14,3,2010,8,20,0
3,14580,3,2,10,2013,5,0,0
4,13464,5,15,11,2007,0,5,0
3,6690,4,11,1,2012,17,0,0
2,6266,4,25,12,2012,8,30,0
2,6893,9,26,12,2006,23,41,0
7,1291,1,9,4,2006,18,0,0
6,6341,5,17,11,2012,0,1,0
4,2388,2,20,9,2012,23,30,0
7,1393,10,9,4,2006,12,14,0
2,1127,8,9,8,2005,8,0,0
1,2838,2,7,1,2013,18,19,0
5,1220,10,9,7,2004,6,40,0
3,8544,5,16,11,2005,19,0,0
4,1091,10,7,4,2005,16,40,0
6,1862,5,8,9,2007,0,40,0
7,141,6,6,10,2013,17,0,0
7,7850,3,23,3,2014,12,0,0
4,2383,5,31,10,2013,23,30,0
3,10952,1,19,3,2003,15,30,0
6,8572,5,13,12,2014,19,0,0
6,9704,6,1,11,2014,0,1,0
4,3308,4,19,2,2009,10,45,0
3,125,2,15,4,2009,12,0,0
6,1091,10,30,11,2013,7,14,0
4,366,10,5,2,2015,10,42,0
3,125,2,12,1,2005,16,30,0
5,6454,7,17,10,2008,15,0,0
3,2680,4,11,11,2009,10,0,0
7,125,2,29,7,2007,10,8,0
3,2266,1,14,7,2010,7,45,0
5,6706,9,20,9,2013,9,6,0
3,16559,8,5,3,2008,19,0,0
7,4832,4,19,6,2005,18,0,0
1,1291,1,20,8,2012,8,0,0
2,10796,4,5,2,2008,19,52,0
1,500,1,21,1,2008,19,30,0
3,6916,4,1,10,2008,12,0,0
2,1214,10,3,4,2012,20,30,0
4,5544,4,26,6,2008,18,15,0
2,114,8,20,9,2011,22,9,0
7,133,3,13,3,2011,13,30,0
1,5259,5,8,8,2011,0,30,0
4,211,5,24,3,2011,21,35,0
3,361,2,22,8,2012,1,11,0
5,4874,3,7,9,2012,20,42,0
6,10797,7,30,6,2012,23,0,0
5,6484,7,7,10,2011,20,30,0
5,1406,4,19,4,2013,4,20,0
1,223,10,8,2,2010,21,29,0
1,6510,6,2,3,2009,3,15,0
7,12338,9,25,4,2010,13,0,0
2,6185,7,16,9,2014,10,0,0
6,2869,10,11,1,2014,0,25,0
7,480,9,21,10,2007,16,38,0
5,1235,5,16,12,2005,16,48,0
4,7303,3,21,4,2005,12,10,0
1,445,2,5,1,2009,7,58,0
6,102,10,31,10,2009,22,0,0
7,1369,7,1,6,2008,11,15,0
4,22,10,29,7,2010,0,30,0
6,1319,2,2,7,2005,18,45,0
3,46,2,10,8,2005,22,0,0
3,408,2,9,7,2014,11,20,0
5,9642,5,2,7,2010,7,0,0
6,538,8,26,6,2004,2,5,0
4,158,2,9,1,2003,4,49,0
6,870,4,1,11,2014,1,30,0
7,631,2,27,7,2003,13,0,0
2,189,2,15,11,2005,18,33,0
7,1942,2,11,9,2005,22,0,0
3,501,4,26,11,2003,0,1,0
7,1110,5,6,6,2010,15,45,0
2,6478,9,14,10,2003,9,40,0
1,704,2,26,4,2004,14,30,0
6,921,2,14,7,2012,0,1,0
3,8771,2,19,2,2014,3,0,0
3,16953,3,16,4,2003,6,48,0
4,12332,9,9,8,2012,12,20,0
2,1786,8,15,4,2008,12,0,0
5,4833,1,6,3,2015,10,30,0
1,2046,2,29,10,2007,17,0,0
7,6302,4,5,12,2010,19,15,0
1,5593,8,2,9,2013,7,30,0
3,7408,5,21,1,2015,16,0,0
1,9949,8,13,6,2005,21,54,0
6,3987,9,23,9,2006,15,45,0
6,7623,4,1,6,2013,22,18,0
7,4984,1,27,1,2013,9,30,0
4,6895,1,8,1,2004,15,0,0
5,18232,6,18,11,2011,0,1,0
5,13331,9,16,5,2003,1,50,0
4,8101,4,12,6,2003,12,22,0
6,123,8,14,1,2006,8,0,0
5,4495,7,9,1,2009,21,45,0
1,125,2,10,11,2003,21,0,0
2,14717,6,20,3,2012,13,7,0
3,7801,9,23,2,2011,5,0,0
3,5107,10,26,7,2006,14,5,0
7,2033,3,13,2,2011,21,0,0
5,1460,3,15,7,2005,16,3,0
2,7899,8,13,10,2009,20,0,0
3,1852,6,29,4,2015,1,0,0
2,5419,5,13,5,2003,12,0,0
7,7693,8,1,11,2009,0,1,0
1,9862,8,4,2,2013,8,53,0
5,3352,3,21,9,2012,17,45,0
2,21898,5,10,6,2003,8,0,0
4,2593,2,1,7,2010,18,58,0
4,15733,8,8,2,2007,17,30,0
3,1801,8,4,5,2005,19,30,0
2,8300,2,19,4,2005,3,0,0
6,10853,3,20,4,2013,22,40,0
5,534,4,12,8,2005,7,12,0
3,408,2,27,11,2013,21,30,0
5,9526,9,12,8,2005,19,30,0
6,9033,5,16,12,2006,13,0,0
5,21785,10,12,12,2003,0,1,0
5,533,2,21,9,2012,22,20,0
2,3273,1,28,10,2014,13,30,0
1,408,2,22,12,2008,12,9,0
5,1754,6,10,2,2006,22,55,0
1,5215,3,26,12,2011,17,5,0
6,1918,1,10,4,2010,8,35,0
5,2016,6,23,1,2015,15,54,0
2,2289,1,22,7,2003,17,0,0
2,2353,5,2,9,2014,13,0,0
4,571,2,15,5,2003,22,32,0
4,6238,9,22,1,2009,12,20,0
5,10807,5,21,8,2009,17,30,0
6,652,2,15,7,2006,13,0,0
3,17982,8,16,9,2009,20,30,0
6,2598,2,7,9,2013,16,29,0
7,869,7,18,4,2004,19,0,0
1,5785,4,24,7,2006,18,45,0
6,18,10,19,4,2003,0,14,0
7,7590,4,21,9,2003,19,15,0
6,20053,1,9,9,2006,15,45,0
3,310,8,29,11,2006,19,0,0
1,403,7,8,7,2013,17,30,0
6,11967,3,3,7,2010,21,23,0
7,17696,1,20,5,2012,1,25,0
4,14974,4,23,12,2004,0,1,0
5,4364,1,27,1,2012,17,6,0
5,2041,10,27,1,2006,13,0,0
4,658,6,12,7,2012,23,5,0
4,7571,6,17,10,2013,2,30,0
4,2236,4,31,5,2007,10,0,0
7,125,2,16,12,2012,18,0,0
6,156,2,6,10,2007,13,0,0
7,2725,4,30,5,2004,16,0,0
3,9449,9,27,11,2013,17,0,0
6,1233,4,1,7,2006,8,0,0
3,1281,2,25,8,2010,3,0,0
5,11638,3,29,5,2009,17,30,0
6,9756,7,9,8,2003,22,35,0
6,2045,6,22,8,2009,18,6,0
3,9418,1,21,2,2007,18,0,0
3,2110,5,23,2,2005,8,10,0
7,8696,9,22,5,2005,2,0,0
6,18847,9,16,6,2007,14,10,0
5,5444,10,1,10,2004,2,52,0
5,9088,8,4,4,2014,9,0,0
2,3762,1,9,11,2004,8,33,0
3,7019,5,31,10,2007,19,33,0
3,358,6,27,1,2010,14,31,0
5,5821,4,6,10,2006,8,20,0
3,5334,5,22,1,2003,17,30,0
6,408,2,31,5,2008,10,50,0
5,125,2,10,8,2007,13,0,0
3,4259,9,10,12,2014,21,15,0
5,10997,8,16,12,2005,12,10,0
1,575,5,18,2,2013,13,18,0
2,1249,8,17,4,2012,19,0,0
4,499,2,22,9,2005,14,0,0
4,408,2,6,2,2014,13,55,0
4,1299,5,23,3,2006,10,0,0
6,1816,2,27,3,2010,18,0,0
3,5323,4,13,6,2012,2,45,0
2,2601,3,2,11,2010,21,25,0
5,6184,3,17,4,2009,22,40,0
4,392,4,26,8,2010,22,10,0
6,10913,9,9,4,2011,15,30,0
5,2340,3,26,6,2009,7,1,0
1,21784,10,13,10,2003,16,0,0
4,926,4,24,6,2004,19,5,0
5,912,10,2,11,2012,21,56,0
7,626,2,18,4,2004,17,0,0
4,6837,5,5,2,2015,11,38,0
3,5941,4,7,7,2004,21,0,0
6,3147,9,25,1,2014,21,0,0
1,1943,2,8,7,2013,19,30,0
5,2811,1,29,1,2010,0,1,0
5,19597,4,18,4,2008,20,15,0
1,641,2,23,7,2007,17,0,0
5,13030,4,12,11,2004,18,30,0
6,392,4,28,7,2012,11,32,0
1,9051,7,2,4,2012,0,1,0
1,7954,5,23,6,2008,14,30,0
3,12,5,23,2,2005,16,30,0
4,638,4,10,7,2008,18,0,0
2,325,8,6,8,2013,22,30,0
5,12101,5,19,9,2003,9,0,0
7,907,6,19,5,2013,16,0,0
6,10159,8,19,11,2005,18,0,0
1,6378,9,12,12,2011,20,0,0
7,1224,1,9,3,2003,0,1,0
4,21135,9,5,10,2006,19,0,0
1,3886,6,3,10,2005,0,1,0
3,1786,8,3,9,2003,15,0,0
2,125,2,12,5,2009,0,1,0
7,6558,8,25,4,2010,12,30,0
5,4205,7,29,10,2004,19,1,0
2,1673,5,26,1,2010,14,25,0
6,4494,3,3,6,2006,9,0,0
1,7888,6,24,11,2003,16,17,0
1,7076,8,5,1,2015,0,1,0
3,1657,1,25,6,2014,15,0,0
6,8771,2,26,1,2008,23,52,0
7,1431,10,14,3,2010,8,26,0
2,11108,8,2,9,2014,2,5,0
7,1175,5,28,12,2003,0,59,0
2,36,2,30,9,2003,17,15,0
5,9158,1,22,4,2005,23,22,0
7,157,10,26,8,2007,17,40,0
6,6507,6,13,12,2014,1,42,0
6,218,8,26,12,2009,0,44,0
1,14360,8,30,4,2012,4,42,0
4,744,10,14,6,2007,9,36,0
2,366,10,10,6,2008,13,21,0
3,4205,7,9,7,2014,17,15,0
3,2843,8,30,5,2007,20,30,0
1,15475,3,15,9,2003,9,0,0
1,2814,4,17,2,2014,20,30,0
2,863,1,29,9,2009,13,30,0
2,852,8,2,9,2003,17,47,0
6,504,4,13,8,2011,14,20,0
3,1395,6,21,1,2004,12,20,0
1,6323,5,19,3,2007,15,0,0
6,77,10,3,5,2014,22,0,0
6,546,5,9,2,2013,1,13,0
7,13770,5,30,11,2003,1,30,0
5,485,2,20,2,2009,17,30,0
4,1383,7,9,1,2014,11,55,0
4,6913,3,11,11,2004,16,36,0
2,3974,5,11,1,2005,19,30,0
7,627,3,2,1,2011,0,30,0
1,10103,7,25,6,2007,17,30,0
7,1352,4,25,2,2007,16,0,0
6,7720,2,10,1,2015,19,0,0
3,122,4,29,4,2015,1,40,0
1,4341,2,29,10,2012,15,39,0
6,4345,2,5,10,2013,16,28,0
6,13043,4,7,9,2013,3,20,0
6,594,8,25,8,2012,14,0,0
3,13808,7,13,7,2005,20,0,0
7,771,1,14,2,2010,1,58,0
2,16353,3,6,3,2012,17,56,0
2,346,1,22,7,2008,14,0,0
2,6152,3,4,8,2009,10,32,0
4,518,10,20,5,2010,1,0,0
3,559,6,19,2,2003,12,45,0
5,3375,5,7,10,2011,17,10,0
3,17355,9,29,6,2005,16,9,0
5,5107,10,27,6,2003,20,35,0
5,15115,1,13,11,2009,23,55,0
6,1485,5,7,9,2013,0,30,0
3,13002,3,30,11,2011,7,30,0
1,435,10,18,8,2008,23,36,0
6,125,2,26,1,2013,5,10,0
4,863,1,3,4,2014,14,38,0
2,3529,9,9,12,2014,12,45,0
1,8464,5,21,3,2005,17,10,0
4,3634,1,7,4,2005,21,36,0
3,8196,5,16,6,2010,17,30,0
2,755,4,29,11,2011,19,5,0
6,709,7,29,11,2014,8,15,0
3,1182,5,5,2,2003,14,20,0
4,2889,10,8,1,2004,6,0,0
7,3295,4,13,7,2003,15,4,0
3,2708,5,6,2,2013,1,32,0
1,125,2,27,6,2005,16,45,0
2,1381,6,26,7,2011,16,15,0
6,9055,1,26,1,2008,16,40,0
3,6997,6,4,9,2013,9,0,0
1,8096,5,28,5,2012,15,0,0
5,501,4,24,8,2007,16,6,0
7,408,2,25,3,2012,15,0,0
2,6553,4,5,8,2008,19,4,0
4,125,2,17,6,2010,17,0,0
5,5191,8,2,12,2005,18,50,0
7,3688,10,9,9,2007,15,45,0
7,4941,1,19,4,2009,18,50,0
1,1465,7,3,9,2012,20,30,0
6,166,10,2,6,2012,17,10,0
2,6478,9,28,9,2004,17,45,0
5,2744,6,6,3,2015,20,0,0
1,21902,3,31,3,2003,10,5,0
3,8729,4,6,9,2006,12,3,0
3,1555,2,7,1,2004,18,0,0
7,125,2,28,12,2008,17,0,0
6,8236,1,7,9,2013,20,51,0
1,11385,6,21,3,2011,13,39,0
5,7773,7,4,4,2014,19,19,0
7,543,1,1,1,2012,0,1,0
7,12969,3,7,9,2008,19,0,0
2,2869,10,13,12,2005,19,45,0
6,20218,3,9,4,2005,19,0,0
6,1178,8,21,10,2006,12,29,0
7,511,4,13,12,2009,12,30,0
1,8960,3,1,11,2010,2,30,0
4,7027,4,2,11,2006,18,0,0
3,4415,5,15,6,2005,20,15,0
3,501,4,4,3,2015,11,30,0
2,19821,9,8,3,2005,7,30,0
3,3532,3,14,7,2010,13,0,0
2,6168,9,30,9,2003,21,0,0
2,7447,9,5,4,2005,16,20,0
7,2377,1,19,4,2015,2,0,0
5,14112,9,25,2,2011,16,0,0
3,1150,2,25,7,2007,13,30,0
7,2490,3,20,11,2005,9,0,0
3,2850,4,2,6,2010,10,6,0
2,366,10,15,4,2008,22,0,0
3,6113,5,30,10,2013,19,45,0
5,9959,1,28,6,2013,21,0,0
5,4432,2,23,2,2007,6,59,0
7,125,2,15,8,2010,13,20,0
2,15530,1,12,10,2004,20,0,0
5,3550,4,27,7,2012,17,51,0
2,10546,2,12,12,2006,0,55,0
2,851,3,8,7,2003,23,0,0
4,16356,2,12,6,2003,12,45,0
2,3394,5,25,1,2011,6,30,0
4,9539,3,10,1,2013,13,40,0
4,17057,9,10,12,2009,13,30,0
1,514,5,29,9,2014,5,35,0
5,2627,2,9,9,2005,3,15,0
3,4281,9,23,2,2011,21,45,0
6,408,2,26,7,2003,16,8,0
2,3875,2,20,9,2011,21,47,0
1,927,1,23,7,2007,12,0,0
1,11987,1,28,4,2003,7,15,0
6,999,1,26,3,2011,4,0,0
4,13096,9,30,10,2003,15,0,0
5,3877,3,20,8,2004,8,0,0
4,501,4,23,1,2003,12,20,0
7,1899,5,6,11,2011,18,30,0
6,3530,5,1,11,2008,8,30,0
5,174,8,8,2,2008,20,14,0
1,522,2,22,6,2009,15,0,0
6,36,2,12,2,2011,15,30,0
4,19756,9,28,12,2006,0,1,0
7,11334,7,6,11,2011,19,5,0
6,2831,4,28,7,2012,21,30,0
5,981,2,12,2,2010,1,0,0
6,5649,3,30,6,2007,15,29,0
6,2751,8,9,4,2011,0,30,0
6,198,1,23,4,2011,7,0,0
5,1705,2,11,1,2008,2,6,0
7,2927,2,28,12,2014,14,38,0
5,6012,8,23,1,2004,23,42,0
3,6734,8,10,3,2010,19,48,0
4,4676,4,2,10,2014,12,30,0
6,8075,3,23,8,2003,0,30,0
1,1016,4,8,1,2007,2,15,0
1,7230,4,26,6,2006,8,30,0
4,5744,8,12,12,2013,10,0,0
5,8596,9,24,8,2007,6,45,0
5,21763,7,14,11,2003,11,34,0
6,408,2,23,8,2014,15,34,0
2,6849,1,4,10,2011,12,0,0
7,800,4,20,5,2012,23,0,0
1,1760,10,3,8,2009,10,52,0
1,979,4,16,10,2006,6,45,0
3,7963,8,7,1,2015,7,45,0
5,6153,2,15,6,2007,23,20,0
1,1351,8,5,2,2007,12,30,0
1,10633,5,1,10,2012,19,0,0
5,7321,5,13,1,2012,7,30,0
7,5586,4,28,8,2005,9,30,0
7,3747,1,16,11,2008,19,0,0
1,2483,1,2,2,2009,17,30,0
3,36,2,3,11,2010,16,8,0
6,144,4,12,7,2014,14,0,0
2,17153,8,25,11,2003,8,30,0
3,435,10,14,12,2005,13,25,0
2,112,4,18,9,2007,11,0,0
3,439,7,9,12,2009,9,30,0
6,3334,5,22,3,2008,12,30,0
2,6933,2,25,11,2003,20,14,0
3,1567,5,24,2,2010,13,13,0
7,4855,3,23,4,2006,2,0,0
6,3218,8,15,1,2011,2,0,0
3,8166,4,3,11,2010,20,30,0
1,1441,1,1,5,2006,14,0,0
2,582,3,8,7,2008,8,0,0
7,7429,4,26,2,2006,23,21,0
4,56,2,12,6,2003,10,8,0
3,2534,4,20,8,2003,22,10,0
7,772,10,27,3,2005,6,23,0
3,159,6,12,11,2008,18,24,0
2,4049,4,8,6,2004,12,30,0
1,2672,8,26,7,2010,17,0,0
4,4320,1,4,9,2014,12,31,0
4,36,2,21,8,2003,11,5,0
1,392,4,29,9,2014,14,18,0
3,13643,8,1,12,2010,8,0,0
2,1767,4,27,7,2010,10,58,0
5,1406,4,22,10,2010,1,56,0
5,125,2,23,2,2007,14,30,0
2,600,3,24,6,2008,12,25,0
3,4572,5,14,12,2005,21,15,0
7,4261,4,20,5,2012,10,15,0
4,4406,6,24,1,2013,8,0,0
2,1287,2,22,7,2003,17,15,0
7,1214,10,16,1,2011,12,16,0
6,10766,7,28,6,2003,14,45,0
2,1955,9,26,5,2009,12,41,0
6,3129,1,29,5,2004,11,0,0
7,6357,5,13,7,2008,17,52,0
5,5194,8,25,7,2008,7,44,0
3,22661,4,16,4,2003,18,30,0
3,7575,6,18,10,2006,22,0,0
6,7061,8,22,10,2011,16,30,0
6,1752,3,13,11,2004,17,8,0
4,22,10,24,1,2013,12,1,0
6,2862,10,6,10,2012,16,21,0
4,840,5,20,2,2003,19,49,0
3,7876,2,27,10,2004,11,5,0
1,2869,10,24,1,2005,11,56,0
4,3825,1,11,7,2013,15,3,0
1,324,1,23,7,2007,15,0,0
2,16283,3,27,5,2003,17,40,0
5,6068,1,25,12,2009,22,0,0
7,2333,9,13,1,2008,15,51,0
1,2041,10,25,10,2004,18,0,0
7,1873,5,1,6,2003,23,55,0
1,8140,5,21,1,2008,9,0,0
6,4815,3,17,12,2011,19,17,0
2,8960,3,6,3,2012,16,20,0
4,17852,8,17,9,2009,9,45,0
2,4122,1,5,8,2014,3,0,0
5,21785,10,28,11,2003,15,15,0
5,2101,1,26,1,2007,20,45,0
6,811,9,15,11,2014,16,30,0
2,13368,3,19,4,2005,14,30,0
3,125,2,16,10,2013,13,7,0
4,7791,4,26,6,2003,17,30,0
3,10533,9,19,3,2003,14,0,0
6,3611,3,10,9,2005,13,0,0
6,2655,1,12,3,2011,10,0,0
7,5591,5,10,9,2006,9,50,0
5,2910,1,11,7,2014,1,44,0
2,14491,7,15,4,2008,17,0,0
1,2512,1,7,3,2005,12,30,0
7,1533,5,20,10,2013,16,30,0
7,872,2,28,8,2005,14,14,0
2,10490,6,21,9,2010,8,0,0
2,682,10,24,7,2012,18,32,0
5,1811,9,13,7,2007,22,0,0
5,10227,8,8,8,2014,11,15,0
5,233,8,6,2,2015,23,0,0
5,9077,4,14,6,2013,18,30,0
2,7279,4,5,8,2014,20,59,0
7,595,7,11,8,2013,12,0,0
7,6409,5,25,3,2012,0,1,0
1,2741,4,3,8,2009,16,27,0
5,1757,3,30,5,2003,18,32,0
4,9582,3,16,10,2003,0,37,0
6,10236,6,5,11,2011,10,14,0
4,5749,9,14,7,2011,11,30,0
4,2265,4,22,3,2007,19,28,0
7,11532,2,4,5,2014,16,0,0
1,6420,2,31,10,2011,11,16,0
7,2045,6,19,5,2013,15,50,0
1,5204,5,4,8,2008,16,36,0
7,5577,8,28,8,2011,11,58,0
6,6285,3,26,7,2003,11,1,0
5,4572,5,15,11,2013,0,1,0
1,3931,6,13,10,2014,6,28,0
6,2626,1,20,9,2014,19,0,0
6,9329,4,15,11,2014,15,30,0
6,4969,6,7,9,2013,19,30,0
3,16693,9,9,1,2013,23,0,0
4,392,4,2,10,2008,20,5,0
3,125,2,11,6,2014,8,30,0
4,538,8,7,3,2013,19,13,0
1,4161,2,8,7,2013,7,57,0
4,1046,9,13,1,2005,0,1,0
4,22370,6,4,9,2003,8,0,0
5,326,2,6,4,2007,16,15,0
4,723,8,8,1,2004,10,20,0
3,8318,1,16,11,2005,19,30,0
1,7839,1,24,11,2014,21,40,0
1,15717,7,12,5,2003,13,15,0
7,4093,2,2,12,2012,20,30,0
6,5658,5,21,8,2004,12,0,0
6,4166,1,4,9,2004,21,0,0
7,2252,2,30,7,2006,22,45,0
6,3113,4,14,6,2003,15,25,0
3,9032,7,19,10,2011,0,14,0
7,18253,9,18,4,2004,22,50,0
6,682,10,26,1,2008,1,29,0
1,2732,2,25,1,2010,5,5,0
5,10137,8,3,5,2013,5,5,0
6,779,2,4,10,2014,12,0,0
3,2576,5,6,4,2005,11,58,0
4,16506,8,1,5,2008,1,30,0
4,7637,3,14,6,2007,3,25,0
3,936,4,2,9,2009,18,24,0
7,1915,5,18,10,2009,10,0,0
2,19289,8,12,5,2009,1,30,0
1,7772,1,3,10,2011,20,10,0
6,4410,4,4,6,2011,19,16,0
