"day","address","location","date","month","year","hour","min","FORGERYCOUNTERFEITING"
5,44,6,14,12,2007,19,0,0
3,10001,2,1,11,2006,17,40,0
4,10236,6,29,12,2011,11,40,0
7,11743,4,9,10,2005,19,0,0
5,1803,8,27,1,2012,16,0,0
2,4696,1,6,1,2015,21,0,0
2,2162,5,17,8,2004,15,0,0
7,5657,9,29,12,2013,15,45,0
1,2970,6,1,9,2014,19,0,0
4,125,2,3,5,2012,0,1,0
1,6831,7,7,1,2008,14,30,0
3,14588,2,24,11,2004,5,55,0
2,125,2,2,5,2006,17,0,0
1,4405,5,12,11,2012,0,5,0
5,571,2,11,1,2008,1,1,0
6,2911,10,2,5,2009,10,10,0
3,7625,4,2,4,2003,17,25,0
7,713,4,8,9,2013,18,57,0
4,3471,2,19,2,2004,22,30,0
5,677,2,21,10,2005,22,35,0
7,695,4,25,8,2013,22,13,0
5,2622,2,24,2,2012,6,25,0
6,3663,5,1,11,2014,15,45,0
7,772,10,10,4,2011,22,26,0
2,185,2,1,11,2011,13,20,0
7,93,7,28,2,2010,11,0,0
5,56,2,18,10,2013,19,30,0
6,693,2,29,6,2013,16,0,0
4,4856,5,10,6,2004,10,0,0
5,7230,4,25,3,2011,0,1,0
5,36,2,2,5,2003,18,0,0
6,20212,9,4,10,2008,23,30,0
3,605,6,25,7,2012,18,0,0
4,7870,1,7,10,2010,15,18,0
1,4282,9,20,1,2003,21,0,0
1,622,6,5,9,2005,20,55,0
2,16023,9,27,5,2008,18,8,0
3,18624,8,1,4,2009,13,0,0
3,863,1,2,9,2009,7,45,0
5,7504,5,12,7,2013,18,0,0
1,1269,8,1,10,2007,0,1,0
2,823,2,26,11,2013,20,30,0
3,8089,1,10,1,2007,12,0,0
2,13931,3,17,8,2004,17,0,0
4,779,2,19,5,2005,23,0,0
1,18212,9,12,6,2006,20,33,0
1,3659,5,22,2,2010,23,30,0
3,2963,3,21,7,2004,2,5,0
4,7486,1,7,2,2013,0,1,0
7,356,3,29,12,2013,23,0,0
4,4278,5,9,8,2012,5,0,0
1,83,2,2,2,2004,0,1,0
6,729,4,28,11,2009,2,30,0
7,4981,9,5,10,2008,23,30,0
3,6049,8,20,4,2005,13,30,0
7,601,9,5,5,2013,15,54,0
3,278,8,30,4,2014,22,53,0
5,125,2,26,1,2007,10,0,0
4,779,2,25,2,2010,20,40,0
4,14265,7,11,1,2007,18,0,0
7,2623,5,15,6,2008,19,0,0
5,1822,4,18,9,2009,13,0,0
2,883,9,1,4,2014,18,30,0
7,8932,7,18,5,2014,13,0,0
2,156,2,16,11,2010,21,30,0
6,3552,6,15,11,2008,6,30,0
7,451,2,30,6,2013,12,39,0
1,430,1,9,6,2003,23,0,0
6,3619,2,13,8,2011,13,15,0
5,36,2,28,12,2012,10,11,0
1,14940,7,12,12,2005,15,7,0
4,263,1,2,10,2014,20,0,0
4,3485,9,26,11,2009,21,44,0
3,1807,6,1,4,2009,8,0,0
7,5649,3,13,2,2005,18,0,0
1,1116,2,2,5,2011,19,15,0
6,6022,1,28,6,2003,18,0,0
6,832,2,3,10,2009,15,55,0
3,6683,3,2,10,2013,4,19,0
4,904,5,20,10,2011,18,40,0
2,1943,2,19,2,2008,16,40,0
4,5191,8,15,6,2006,20,0,0
7,4511,3,11,1,2004,10,35,0
7,4405,5,22,10,2006,2,55,0
4,12479,8,10,6,2004,22,0,0
5,12897,3,22,3,2013,7,37,0
1,20985,3,18,8,2003,8,0,0
1,11992,3,19,3,2012,22,22,0
5,3981,7,9,1,2009,21,38,0
6,14335,3,6,11,2010,8,0,0
3,744,10,28,11,2007,16,45,0
5,13453,9,31,10,2008,18,0,0
6,736,4,22,4,2006,18,50,0
1,682,10,21,2,2005,21,37,0
5,17751,8,4,5,2012,1,0,0
2,10384,3,19,8,2014,22,0,0
5,504,4,4,10,2013,23,45,0
5,925,2,27,6,2003,18,30,0
5,14215,9,22,10,2010,17,45,0
5,125,2,13,11,2009,18,15,0
7,6639,4,24,2,2013,13,49,0
4,1460,3,7,4,2005,18,2,0
3,11251,4,12,5,2004,22,15,0
1,2593,2,21,2,2011,8,0,0
4,2332,2,30,4,2009,15,45,0
6,6523,9,7,3,2009,15,36,0
4,22179,5,7,8,2003,15,45,0
5,8712,2,2,5,2014,15,5,0
2,7755,8,9,1,2007,18,0,0
5,1841,8,25,7,2003,14,0,0
1,4193,7,30,5,2005,16,15,0
6,213,4,5,6,2010,11,45,0
4,2377,1,20,2,2014,12,42,0
1,4140,10,3,9,2012,19,0,0
6,6113,5,3,7,2010,20,48,0
2,15738,9,28,6,2005,17,20,0
4,8024,8,15,12,2005,18,10,0
6,771,1,12,2,2005,0,14,0
5,1786,8,30,6,2006,12,15,0
1,538,8,30,3,2015,0,55,0
5,957,2,19,4,2013,13,50,0
3,551,5,26,1,2005,2,50,0
7,2259,2,26,7,2009,22,25,0
6,4856,5,17,7,2010,0,1,0
2,14871,9,3,2,2004,15,0,0
6,11975,9,12,1,2008,4,50,0
3,11311,6,4,5,2011,18,0,0
5,223,10,18,5,2007,7,14,0
2,15086,8,22,6,2004,19,0,0
2,4876,3,22,1,2013,14,0,0
7,965,1,2,7,2006,19,16,0
5,3396,10,25,6,2004,21,0,0
7,953,1,21,10,2007,11,37,0
2,6395,3,21,7,2009,1,28,0
7,9313,4,3,7,2005,22,0,0
6,1039,5,6,9,2014,23,30,0
2,11629,1,17,5,2011,11,33,0
4,2706,10,3,4,2003,12,35,0
6,11138,5,12,6,2004,22,30,0
4,1751,6,17,4,2008,23,50,0
5,2688,10,17,4,2009,8,59,0
1,11951,9,12,6,2006,16,30,0
6,21898,5,9,8,2003,11,30,0
4,2420,8,22,9,2005,21,23,0
2,13955,5,26,5,2009,10,0,0
2,1404,7,9,8,2005,22,30,0
2,392,4,30,4,2013,12,20,0
1,11032,3,2,2,2004,13,30,0
2,275,4,31,8,2004,0,21,0
2,58,10,8,2,2005,0,1,0
7,8944,6,29,6,2003,2,0,0
5,125,2,28,1,2005,15,0,0
5,155,2,26,12,2014,11,0,0
3,14778,9,30,10,2013,12,0,0
6,4408,4,24,9,2011,20,30,0
3,125,2,26,6,2013,9,30,0
4,93,7,31,10,2013,12,0,0
5,1607,7,23,9,2011,0,8,0
7,83,2,10,10,2010,12,43,0
5,3863,4,27,12,2013,2,14,0
3,3824,2,16,4,2014,20,19,0
7,10788,7,22,2,2009,14,10,0
3,21066,7,20,9,2006,15,40,0
4,4435,3,15,11,2007,18,0,0
3,2869,10,16,5,2012,19,25,0
2,2864,1,31,10,2006,23,32,0
7,10958,4,30,11,2003,21,5,0
2,7932,9,4,10,2005,15,0,0
4,102,10,25,12,2014,15,30,0
6,5268,3,7,3,2015,19,0,0
1,5356,2,16,8,2004,6,0,0
2,3725,10,30,4,2013,9,13,0
2,7546,5,12,6,2007,23,0,0
4,7492,9,5,9,2013,13,21,0
5,9127,1,17,12,2010,17,23,0
5,1973,9,7,10,2005,15,0,0
3,105,5,25,1,2012,15,40,0
1,346,1,11,6,2012,14,0,0
7,3255,5,9,3,2003,9,30,0
3,1790,1,13,5,2009,13,0,0
3,9014,4,18,5,2011,22,20,0
4,1433,10,4,9,2003,18,30,0
2,7126,2,12,7,2011,7,0,0
3,957,2,17,9,2008,16,40,0
7,93,7,11,3,2012,19,24,0
5,3418,4,17,11,2006,18,0,0
2,1162,1,1,6,2010,19,54,0
6,631,2,31,5,2014,16,55,0
5,8998,3,27,6,2014,8,49,0
4,3912,6,26,8,2010,8,0,0
1,12578,3,27,6,2011,10,31,0
4,28,4,28,7,2005,15,0,0
2,4748,6,17,5,2011,18,30,0
2,1961,3,28,4,2015,14,20,0
4,125,2,15,12,2005,8,45,0
1,6639,4,30,5,2005,17,30,0
3,2401,3,9,6,2004,14,8,0
1,3517,5,4,10,2010,17,0,0
1,826,4,26,5,2014,18,4,0
7,345,2,30,12,2012,17,30,0
3,1226,4,6,8,2003,10,9,0
5,727,4,9,8,2013,0,46,0
7,11008,6,31,1,2010,0,17,0
5,7967,3,20,5,2005,22,0,0
1,872,2,19,1,2004,20,20,0
5,18755,9,13,6,2008,19,30,0
4,6690,4,14,7,2005,11,31,0
4,3629,4,19,9,2013,14,25,0
2,4022,5,14,4,2009,21,0,0
1,5591,5,5,7,2004,7,0,0
7,1615,2,16,11,2008,23,20,0
3,136,5,13,5,2015,15,58,0
6,3049,5,3,5,2003,21,54,0
4,511,4,30,4,2015,2,19,0
7,11426,6,10,8,2014,13,30,0
2,1761,1,10,11,2009,18,0,0
5,1352,4,14,11,2014,11,39,0
4,771,1,10,12,2009,18,0,0
3,42,9,21,7,2004,15,20,0
7,1762,9,27,2,2011,11,45,0
6,2849,8,16,1,2010,22,0,0
5,19330,5,12,8,2005,19,30,0
7,1453,10,19,10,2003,5,0,0
2,7397,4,12,1,2010,8,0,0
6,11209,8,23,8,2014,1,0,0
6,3882,4,14,7,2012,17,53,0
6,5305,7,21,4,2012,20,15,0
6,148,5,21,10,2006,10,30,0
7,1263,2,7,4,2013,0,5,0
1,3418,4,6,1,2003,11,0,0
3,1920,5,30,5,2007,2,30,0
7,125,2,13,12,2009,16,0,0
1,1273,10,13,4,2009,21,8,0
1,55,2,2,2,2015,20,0,0
3,8423,8,1,12,2010,15,0,0
7,2932,5,5,10,2003,5,10,0
1,4800,1,2,4,2012,17,0,0
6,166,10,28,11,2009,14,0,0
1,2720,10,25,7,2005,17,10,0
6,1559,4,10,1,2004,23,23,0
5,408,2,20,10,2006,14,0,0
5,727,4,15,11,2013,13,30,0
7,3376,10,31,1,2010,7,19,0
7,502,5,5,6,2011,2,5,0
5,13163,3,26,2,2010,23,0,0
7,5544,4,25,1,2009,1,0,0
6,2781,5,21,4,2007,11,3,0
7,2613,4,17,1,2010,13,23,0
7,1090,4,1,6,2014,0,28,0
1,2854,8,16,4,2007,1,0,0
4,4087,4,5,5,2005,14,0,0
5,9506,3,26,6,2009,18,30,0
4,979,4,27,12,2007,0,1,0
3,16305,3,4,4,2007,16,40,0
2,4625,3,11,5,2004,10,30,0
7,1622,5,18,5,2014,8,30,0
2,5700,8,16,5,2006,21,0,0
5,7983,7,17,11,2006,20,0,0
3,14303,7,22,8,2012,19,0,0
1,3131,10,29,11,2010,10,31,0
1,77,10,28,6,2010,8,0,0
7,408,2,14,6,2009,11,38,0
3,5425,7,20,4,2005,13,0,0
2,2095,1,4,5,2010,14,15,0
7,6148,4,7,10,2007,14,18,0
6,199,8,10,3,2007,2,0,0
3,3300,4,23,3,2011,22,2,0
3,2167,2,20,2,2008,16,14,0
2,1297,1,13,5,2014,7,30,0
4,6706,9,1,5,2014,20,45,0
6,2832,6,25,8,2012,7,50,0
3,430,1,22,12,2004,11,30,0
2,1351,8,13,5,2003,9,30,0
3,8390,9,5,10,2011,15,30,0
4,339,3,18,11,2010,6,45,0
4,8259,4,5,4,2007,17,30,0
1,13398,3,3,8,2009,11,50,0
3,309,2,19,10,2011,17,29,0
7,830,10,4,5,2008,23,14,0
4,4754,5,19,3,2015,10,0,0
4,125,2,1,7,2010,21,0,0
5,402,4,4,10,2013,20,30,0
7,125,2,18,11,2012,17,40,0
5,870,4,8,4,2005,18,15,0
1,9243,3,18,8,2003,10,0,0
2,6533,2,31,3,2009,9,0,0
5,956,10,9,8,2013,8,25,0
1,517,2,11,6,2007,18,16,0
7,5323,4,3,6,2007,0,34,0
4,2739,2,13,1,2011,21,0,0
7,83,2,15,8,2010,22,19,0
2,2420,8,16,5,2006,15,22,0
5,2955,3,26,1,2007,20,0,0
5,653,10,28,6,2013,0,15,0
6,125,2,2,7,2011,18,38,0
6,501,4,28,6,2014,0,1,0
6,17741,1,5,5,2012,2,30,0
7,2622,2,3,6,2012,1,0,0
1,905,5,26,5,2003,3,28,0
5,9058,5,8,4,2011,20,30,0
4,408,2,28,5,2009,3,5,0
7,3600,1,3,5,2009,0,10,0
7,2568,8,1,1,2006,0,5,0
3,6263,3,30,4,2003,1,30,0
2,1220,10,30,9,2008,22,17,0
7,10139,3,20,11,2005,19,18,0
7,1330,6,30,1,2005,18,58,0
4,125,2,13,7,2006,20,24,0
5,2617,1,26,8,2005,21,30,0
5,1284,4,29,1,2010,11,0,0
1,15152,9,26,5,2003,2,30,0
7,324,1,11,8,2013,17,15,0
5,2031,8,18,5,2007,16,33,0
2,223,10,15,9,2009,14,15,0
5,3033,3,11,1,2013,19,0,0
4,428,4,19,9,2013,15,50,0
1,223,10,31,8,2009,19,57,0
4,9084,9,19,2,2009,20,5,0
5,2183,9,8,10,2010,2,14,0
3,6839,5,2,5,2007,9,37,0
7,1007,5,30,12,2012,1,30,0
7,1428,3,20,11,2011,16,30,0
6,704,2,18,4,2015,17,0,0
7,1203,2,13,7,2003,15,30,0
4,1004,1,2,4,2009,12,0,0
1,8901,5,11,7,2005,15,0,0
4,12206,9,18,9,2008,8,20,0
5,831,4,25,3,2011,23,10,0
2,15228,6,20,7,2004,22,0,0
7,9970,4,17,7,2011,10,10,0
2,3343,6,10,6,2014,23,0,0
4,97,2,26,7,2012,22,2,0
2,1083,1,23,12,2014,14,8,0
5,93,7,3,6,2005,11,30,0
5,6606,5,1,6,2007,19,0,0
5,6872,2,2,7,2010,17,30,0
5,8895,3,1,7,2005,23,46,0
6,4581,9,25,2,2006,14,0,0
5,528,10,5,9,2014,15,0,0
2,191,3,1,10,2013,6,0,0
7,7601,5,28,12,2008,15,0,0
4,8318,1,3,4,2014,21,0,0
5,363,2,11,8,2006,18,6,0
1,5798,7,2,3,2015,17,0,0
6,22,10,19,5,2007,23,45,0
1,1567,5,28,5,2012,6,17,0
5,9205,8,4,5,2007,18,30,0
3,13247,7,2,10,2013,19,30,0
1,653,10,26,11,2007,17,23,0
2,6304,3,7,9,2010,15,0,0
7,3600,1,6,6,2010,0,25,0
7,12154,2,13,3,2011,2,0,0
2,2639,5,9,12,2014,16,32,0
5,355,2,28,12,2012,20,0,0
3,872,2,20,8,2014,12,6,0
6,28,4,10,2,2007,7,58,0
7,2977,4,30,1,2011,20,30,0
4,548,10,21,2,2008,14,0,0
3,7005,8,6,8,2014,13,0,0
6,7181,3,27,1,2007,22,0,0
2,5275,4,17,2,2015,10,2,0
2,451,2,27,5,2014,18,43,0
4,13431,3,18,11,2010,8,0,0
5,646,6,12,6,2009,9,58,0
2,210,1,20,3,2012,8,50,0
1,20167,3,11,12,2006,9,30,0
3,3932,3,19,4,2006,17,11,0
4,2807,5,5,10,2006,19,30,0
2,138,2,28,6,2011,21,0,0
4,4768,1,19,3,2015,2,47,0
6,7792,1,6,5,2006,13,15,0
2,3179,5,27,10,2009,18,15,0
6,125,2,10,1,2009,13,0,0
2,608,2,2,10,2012,11,37,0
6,896,2,9,9,2006,4,32,0
2,4380,5,17,9,2013,2,41,0
7,268,1,20,4,2008,10,23,0
4,1369,7,8,1,2015,15,58,0
1,1192,9,7,7,2014,20,30,0
2,594,8,23,8,2005,17,25,0
2,1886,9,18,5,2010,2,57,0
1,3611,3,11,10,2004,13,53,0
1,1804,5,14,4,2003,17,52,0
2,2019,1,15,5,2012,15,0,0
2,3856,4,10,1,2006,15,30,0
5,7754,4,11,6,2004,10,0,0
5,7986,4,13,8,2010,19,15,0
2,744,10,2,3,2004,10,57,0
1,2869,10,20,2,2006,10,45,0
6,14279,7,29,11,2003,22,0,0
5,223,10,1,7,2011,17,0,0
5,8613,6,29,5,2009,22,5,0
2,4880,2,18,10,2011,22,22,0
7,702,10,26,2,2006,11,40,0
2,324,1,31,5,2011,16,4,0
2,272,8,5,2,2013,9,0,0
2,2267,2,28,9,2004,22,0,0
6,1554,2,12,8,2006,10,0,0
6,125,2,7,4,2012,18,0,0
7,384,9,23,9,2012,12,0,0
1,979,4,14,11,2011,13,0,0
3,7850,3,3,3,2004,19,0,0
4,125,2,15,6,2006,11,0,0
4,125,2,12,7,2012,0,1,0
1,3676,2,23,7,2012,11,20,0
4,1593,2,2,5,2013,23,42,0
4,7753,3,2,5,2013,11,40,0
5,125,2,11,1,2008,17,47,0
1,144,4,1,9,2014,17,50,0
1,6819,2,14,9,2009,18,0,0
6,1764,1,19,6,2010,0,45,0
5,8944,6,24,12,2004,17,0,0
5,2803,10,7,2,2014,14,43,0
4,5253,6,4,3,2004,21,32,0
2,147,5,10,6,2014,23,0,0
7,908,10,15,12,2013,19,0,0
5,2242,2,19,9,2014,14,0,0
3,408,2,28,7,2010,18,7,0
6,11638,3,7,2,2004,23,30,0
3,511,4,29,4,2015,20,23,0
3,4161,2,11,6,2008,22,32,0
4,213,4,5,3,2009,13,50,0
1,10768,5,17,3,2003,16,30,0
4,1048,6,31,10,2013,8,13,0
7,3937,4,3,6,2012,13,0,0
5,3329,10,30,10,2009,18,55,0
1,466,6,10,5,2004,10,0,0
5,125,2,25,2,2011,9,7,0
2,12788,2,25,11,2008,18,35,0
5,2320,9,24,8,2007,17,25,0
1,435,10,28,5,2012,15,57,0
3,2257,1,22,9,2010,19,18,0
2,2236,4,11,7,2006,21,39,0
1,855,4,12,5,2003,13,10,0
2,1091,10,4,9,2007,19,5,0
5,2409,2,2,5,2014,1,42,0
5,12071,7,2,7,2010,15,30,0
2,5895,3,5,9,2006,12,30,0
7,2016,6,15,1,2006,18,0,0
5,3619,2,26,7,2013,19,0,0
3,10519,9,23,3,2011,15,0,0
4,1281,2,17,4,2003,4,45,0
7,7668,4,29,6,2008,11,15,0
5,125,2,26,8,2011,14,40,0
2,13690,3,4,3,2014,22,50,0
7,159,6,8,4,2012,5,1,0
2,2448,1,3,4,2012,23,0,0
6,485,2,14,6,2003,0,45,0
1,1808,9,10,11,2008,9,30,0
5,4645,5,17,5,2013,11,9,0
4,4705,5,9,3,2006,14,30,0
3,125,2,21,9,2005,9,0,0
3,4758,1,17,9,2014,17,10,0
5,3945,8,29,7,2005,17,30,0
2,5548,4,1,5,2007,10,0,0
4,1625,2,30,6,2011,11,30,0
7,7709,4,29,6,2003,22,50,0
4,392,4,10,1,2008,14,40,0
2,967,4,29,6,2010,0,1,0
1,6133,3,3,9,2007,1,0,0
7,1760,10,11,1,2009,7,34,0
1,507,5,12,11,2012,15,30,0
1,848,1,5,2,2007,15,40,0
1,223,10,28,4,2008,11,47,0
1,6359,5,1,9,2008,20,40,0
7,6409,5,6,4,2008,18,40,0
7,2101,1,5,6,2005,13,20,0
2,5615,3,1,11,2011,20,11,0
1,1574,2,19,3,2012,10,0,0
5,9817,8,11,8,2006,11,39,0
7,227,1,8,4,2007,20,10,0
7,323,9,26,3,2006,11,30,0
4,3600,1,20,4,2006,22,30,0
2,3604,4,5,8,2008,22,40,0
1,14993,9,29,3,2004,15,0,0
5,14808,9,28,6,2013,18,19,0
5,14693,3,29,12,2006,1,30,0
5,1729,5,7,10,2011,14,42,0
2,1721,2,4,10,2011,19,0,0
2,1331,4,3,10,2006,15,6,0
2,16051,3,19,3,2013,16,30,0
7,1026,5,3,5,2015,0,1,0
5,1350,3,29,10,2004,8,25,0
1,38,10,13,5,2013,12,0,0
7,772,10,26,1,2003,20,27,0
4,359,10,23,8,2012,19,45,0
6,1409,6,11,1,2014,9,0,0
5,189,2,5,9,2014,21,36,0
3,4951,6,23,6,2004,16,20,0
5,3334,5,5,3,2004,7,50,0
7,3546,2,26,2,2012,3,55,0
3,5756,7,4,5,2005,17,0,0
5,326,2,10,8,2007,19,15,0
4,4565,6,31,5,2007,22,0,0
6,8767,4,16,6,2007,16,25,0
5,15156,5,26,12,2003,16,57,0
4,5591,5,25,6,2009,23,52,0
4,564,10,5,5,2011,22,0,0
5,189,2,4,9,2009,15,0,0
6,3716,3,2,12,2006,15,30,0
6,3129,1,10,2,2007,10,45,0
3,1192,9,11,8,2010,20,53,0
6,2620,5,23,9,2006,22,0,0
6,15355,1,24,8,2013,18,53,0
1,9205,8,17,9,2007,12,0,0
3,3266,5,3,5,2006,13,30,0
1,867,1,17,3,2014,18,20,0
4,6198,2,8,7,2004,14,50,0
7,2838,2,5,4,2009,16,39,0
5,501,4,12,12,2003,22,30,0
3,15078,3,30,9,2009,17,0,0
7,3806,5,13,6,2004,22,4,0
3,2049,5,16,9,2009,8,49,0
4,2479,8,10,2,2011,9,30,0
5,14185,8,10,1,2014,23,0,0
4,8675,6,7,9,2006,20,35,0
4,784,2,16,5,2013,19,10,0
5,3015,6,3,5,2013,16,9,0
2,7681,8,4,3,2003,11,10,0
4,2433,3,22,8,2013,14,0,0
6,1195,9,2,5,2015,8,45,0
4,3826,2,9,8,2007,14,30,0
6,10025,7,22,3,2003,2,30,0
1,213,4,20,9,2010,15,9,0
1,359,10,23,6,2003,0,15,0
5,19319,9,3,11,2006,14,0,0
5,1786,8,7,4,2006,12,0,0
5,627,3,2,11,2012,19,0,0
2,979,4,10,1,2012,6,15,0
3,8085,9,25,6,2008,8,52,0
2,13747,5,1,9,2009,21,55,0
2,2041,10,9,8,2005,10,0,0
1,1388,8,25,12,2006,22,30,0
2,1793,8,17,5,2005,20,0,0
3,12220,9,29,6,2011,10,15,0
7,571,2,8,4,2007,1,40,0
2,9719,4,4,4,2006,23,10,0
6,1040,1,4,5,2013,2,0,0
6,17908,7,13,1,2007,2,30,0
2,3183,2,2,10,2012,16,25,0
6,4006,9,14,7,2007,8,10,0
1,638,4,1,9,2003,12,0,0
5,105,5,6,9,2013,0,15,0
5,736,4,10,2,2012,15,13,0
4,1961,3,2,6,2011,0,1,0
6,10054,7,25,8,2007,1,0,0
2,15611,5,27,12,2005,21,0,0
7,2340,3,19,9,2004,16,0,0
2,5926,6,21,7,2009,17,0,0
2,2127,5,24,1,2012,18,2,0
2,10714,2,21,8,2012,23,47,0
2,5670,1,18,2,2003,9,0,0
7,9837,5,8,5,2005,20,0,0
6,1041,5,16,11,2013,11,7,0
7,12184,4,29,6,2003,12,0,0
6,1041,5,14,8,2010,14,0,0
3,125,2,5,3,2008,0,1,0
3,157,5,25,1,2012,0,1,0
6,5465,9,14,6,2003,17,30,0
2,7942,5,22,7,2003,18,30,0
7,7864,9,10,10,2010,21,30,0
7,5783,2,7,10,2012,14,55,0
3,2987,10,5,9,2007,11,0,0
6,14266,9,29,11,2008,8,38,0
2,713,4,3,9,2013,22,0,0
1,2124,1,4,2,2013,14,30,0
1,2341,5,1,9,2008,23,15,0
2,125,2,10,1,2012,19,55,0
2,7854,1,29,4,2014,14,0,0
7,14025,1,11,7,2004,21,5,0
2,4947,2,14,11,2006,9,0,0
1,3796,3,19,3,2012,14,55,0
3,10358,1,26,12,2007,10,0,0
7,7441,7,17,11,2013,17,0,0
7,445,2,16,11,2008,1,20,0
2,17461,8,9,12,2003,23,10,0
5,699,1,19,9,2014,17,51,0
4,6834,1,28,6,2012,15,10,0
7,1764,1,10,10,2010,9,30,0
5,1552,1,14,1,2011,21,5,0
5,1473,1,26,12,2008,12,0,0
1,1830,7,9,6,2008,20,0,0
6,400,3,23,9,2006,6,50,0
5,631,2,25,12,2009,10,0,0
6,11461,4,23,8,2008,23,0,0
4,1942,2,25,8,2005,10,35,0
2,1576,4,21,3,2006,12,25,0
4,202,5,24,2,2011,15,5,0
2,211,5,5,2,2013,15,0,0
2,655,5,13,7,2010,23,30,0
2,83,2,30,9,2003,14,45,0
3,1722,2,14,5,2014,10,0,0
7,10992,6,3,12,2006,21,0,0
2,1271,2,8,6,2004,7,50,0
4,13326,9,14,5,2009,16,48,0
2,216,6,11,5,2004,15,0,0
3,2579,2,13,7,2011,9,40,0
4,772,10,19,5,2011,20,11,0
5,93,7,6,3,2015,14,0,0
3,2030,6,27,6,2007,23,41,0
3,6400,1,17,10,2012,9,45,0
3,538,8,27,11,2013,16,33,0
2,11266,7,27,11,2012,8,0,0
6,2510,8,17,10,2009,21,0,0
4,4906,5,10,2,2011,1,45,0
5,2041,10,24,12,2004,21,0,0
5,27,5,31,10,2014,14,0,0
7,392,4,6,11,2005,15,20,0
2,1214,10,17,5,2011,22,10,0
3,7966,6,11,1,2012,0,1,0
4,3574,7,24,8,2006,2,0,0
1,7243,1,15,5,2006,21,29,0
3,98,4,15,4,2015,0,40,0
7,12775,2,26,8,2012,0,1,0
6,302,7,17,7,2010,19,0,0
1,1316,3,27,10,2003,16,30,0
5,1091,10,1,7,2011,12,55,0
5,12617,8,5,4,2013,22,0,0
2,992,1,21,8,2012,13,35,0
3,829,1,11,6,2003,3,15,0
3,952,2,4,5,2011,12,0,0
7,5423,5,16,7,2006,17,28,0
1,5082,4,21,3,2005,2,0,0
6,1588,9,6,9,2014,2,0,0
6,2854,8,13,11,2004,10,40,0
5,1009,2,15,6,2012,18,45,0
3,893,10,6,2,2008,21,34,0
2,3517,5,22,8,2006,1,45,0
6,2570,3,24,9,2011,9,23,0
4,13228,9,22,1,2009,0,1,0
6,2490,3,18,11,2006,14,0,0
7,6194,4,6,10,2013,6,56,0
7,2987,10,17,11,2013,18,0,0
6,125,2,11,9,2010,10,0,0
3,957,2,28,10,2009,7,47,0
2,1728,2,2,10,2007,10,55,0
1,673,10,19,3,2007,4,26,0
4,36,2,3,11,2011,20,45,0
2,2020,7,16,9,2003,0,2,0
5,1116,2,21,10,2005,19,0,0
3,5142,4,28,6,2006,2,31,0
4,1369,7,29,12,2011,10,0,0
5,3834,2,25,12,2009,22,45,0
1,7582,4,19,1,2015,17,0,0
4,2544,4,21,10,2010,11,45,0
6,365,1,6,10,2012,15,25,0
1,978,1,5,7,2004,19,21,0
2,1881,1,11,7,2006,19,15,0
6,1220,10,2,7,2005,12,40,0
6,771,1,6,9,2008,23,30,0
7,1031,2,1,7,2007,23,30,0
7,1091,10,8,2,2004,15,30,0
3,4405,5,22,3,2006,13,10,0
4,14758,3,14,12,2006,15,20,0
7,552,4,29,6,2003,2,30,0
2,12108,8,11,11,2008,14,12,0
5,11117,3,14,11,2008,19,15,0
4,5695,1,15,11,2012,16,30,0
2,1390,5,28,9,2004,22,45,0
1,619,8,23,8,2010,3,0,0
1,10546,2,28,5,2012,14,0,0
2,6120,5,27,5,2008,19,30,0
4,14726,1,1,12,2011,17,30,0
3,7745,4,22,8,2007,9,11,0
4,8888,4,5,4,2012,7,39,0
7,538,8,23,3,2008,13,0,0
4,1841,8,24,7,2008,13,45,0
7,2431,8,15,11,2009,9,25,0
4,1220,10,4,10,2012,21,5,0
2,16914,2,4,3,2003,14,30,0
1,4779,5,3,3,2003,22,0,0
1,6781,3,21,1,2008,15,0,0
3,17209,8,10,8,2005,10,35,0
3,2024,1,21,9,2005,17,0,0
3,6695,5,12,1,2005,23,19,0
2,411,3,21,9,2010,8,12,0
5,4993,5,1,5,2009,22,45,0
5,14214,4,29,6,2012,9,30,0
6,15080,7,1,6,2013,12,40,0
7,538,8,24,2,2008,19,55,0
6,5941,4,21,2,2009,0,48,0
7,10709,9,21,10,2012,22,30,0
7,908,10,6,4,2003,6,0,0
5,376,2,25,7,2003,19,56,0
7,19434,3,30,1,2005,22,33,0
4,7223,1,2,5,2013,14,39,0
7,10531,4,9,9,2007,19,29,0
4,6247,6,14,10,2004,9,0,0
6,12681,8,6,9,2003,6,48,0
4,2962,8,5,5,2005,16,50,0
2,14015,3,12,10,2004,16,37,0
6,2613,4,10,3,2012,2,5,0
6,7039,5,11,8,2007,22,0,0
2,16406,1,5,3,2013,18,3,0
7,158,2,31,12,2006,23,10,0
1,2563,10,25,5,2009,0,50,0
6,4364,1,4,5,2013,18,59,0
7,1586,5,23,4,2006,3,0,0
2,2490,3,15,4,2003,8,0,0
1,445,2,5,3,2007,13,0,0
4,548,10,6,2,2003,21,20,0
4,8050,3,31,5,2012,11,4,0
5,504,4,21,2,2003,10,36,0
4,208,1,11,8,2005,7,24,0
4,2703,2,17,11,2011,12,43,0
3,13386,4,2,4,2008,20,4,0
1,13032,3,21,6,2004,10,0,0
1,7621,5,4,4,2011,4,30,0
2,343,4,31,10,2006,0,44,0
