"day","address","location","date","month","year","hour","min","DISORDERLYCONDUCT"
4,1886,9,9,1,2003,19,49,0
5,666,2,23,2,2007,20,0,0
4,2311,5,22,9,2011,10,30,0
5,872,2,20,8,2004,10,8,0
4,19320,7,20,5,2010,19,0,0
3,17658,9,12,11,2003,7,30,0
5,3884,2,2,5,2008,21,35,0
4,18584,7,2,6,2011,19,0,0
5,21344,9,28,5,2004,21,30,0
7,5024,8,11,1,2015,22,0,0
5,491,3,10,8,2007,8,10,0
4,93,7,25,11,2004,8,20,0
7,4325,4,11,9,2005,18,30,0
7,841,2,7,3,2004,21,0,0
3,408,2,26,11,2014,12,48,0
4,2530,1,12,11,2009,16,50,0
2,12910,4,22,2,2005,19,45,0
4,4869,3,6,8,2009,20,50,0
2,7769,8,6,9,2011,13,20,0
1,14500,9,22,3,2010,23,0,0
7,907,6,5,4,2009,12,48,0
4,460,5,2,10,2014,10,15,0
5,125,2,9,2,2007,4,17,0
3,374,8,4,2,2015,22,7,0
5,1254,2,21,8,2009,12,30,0
1,8834,8,8,6,2009,0,58,0
2,36,2,25,1,2011,2,22,0
6,2016,6,3,11,2007,22,33,0
5,6335,7,22,3,2013,20,0,0
7,552,4,8,5,2011,1,0,0
2,2720,10,25,6,2013,14,49,0
3,7159,5,8,1,2014,12,40,0
4,363,2,19,10,2006,17,25,0
5,1619,3,5,9,2014,20,0,0
3,5040,4,5,3,2014,11,30,0
3,5444,10,17,3,2004,12,12,0
7,1584,5,14,6,2009,19,32,0
1,11707,5,19,9,2011,17,37,0
4,1525,4,27,6,2013,13,49,0
7,92,1,8,5,2005,0,10,0
1,6595,3,17,2,2014,17,0,0
6,39,3,26,6,2004,21,54,0
7,11189,1,23,3,2014,12,59,0
2,10917,5,15,4,2008,9,50,0
7,12152,5,22,5,2005,0,8,0
2,1580,10,18,3,2008,22,0,0
2,4584,3,15,11,2011,15,30,0
5,9640,2,30,11,2007,2,17,0
4,5783,2,16,10,2008,19,23,0
3,9181,8,28,10,2009,4,30,0
2,355,2,31,3,2009,17,0,0
7,2489,1,28,6,2009,17,25,0
6,5077,9,2,11,2013,10,0,0
7,5464,5,26,3,2006,2,27,0
2,125,2,1,6,2010,12,0,0
5,12093,8,7,5,2010,10,0,0
2,5238,1,20,3,2012,17,45,0
4,912,10,9,7,2009,14,30,0
5,16402,9,17,6,2011,17,41,0
5,779,2,17,11,2006,10,55,0
1,1335,6,26,12,2011,22,0,0
7,2813,8,21,5,2006,12,40,0
3,1948,3,7,1,2009,15,25,0
6,1091,10,26,8,2006,15,35,0
6,2678,8,14,1,2012,2,45,0
6,3237,5,1,6,2013,0,18,0
4,21781,2,20,3,2003,20,40,0
1,1024,1,11,10,2004,18,53,0
7,2341,5,16,7,2006,20,0,0
7,5476,1,22,2,2004,12,29,0
7,374,8,26,2,2012,20,38,0
5,775,5,16,11,2012,20,0,0
5,2381,2,25,7,2008,22,44,0
1,3808,9,3,2,2014,7,30,0
7,534,4,8,9,2013,17,31,0
6,5805,6,7,8,2004,12,30,0
3,8973,1,28,12,2005,15,0,0
1,501,4,6,8,2012,15,30,0
4,159,6,4,9,2008,2,10,0
7,1166,8,17,12,2006,0,1,0
5,872,2,30,12,2005,17,11,0
2,716,5,11,11,2014,13,5,0
6,2395,2,15,11,2014,0,49,0
2,5633,8,5,4,2011,23,36,0
4,4487,3,16,4,2009,8,30,0
5,7556,4,3,9,2004,19,0,0
1,125,2,8,12,2014,22,44,0
5,3496,5,22,8,2003,21,0,0
5,125,2,26,8,2011,1,40,0
3,1255,6,3,9,2014,14,57,0
7,2462,2,10,8,2003,16,0,0
4,964,3,3,9,2009,1,30,0
2,408,2,14,10,2008,19,26,0
7,698,2,16,11,2014,14,0,0
5,7819,4,6,10,2006,19,0,0
6,1485,5,29,12,2007,15,30,0
5,4052,4,5,3,2004,15,0,0
5,2462,2,28,12,2007,13,45,0
3,146,10,26,1,2011,15,30,0
7,125,2,4,12,2011,2,0,0
2,1383,7,4,2,2003,13,50,0
7,16553,8,16,11,2008,18,30,0
2,211,5,26,7,2011,19,0,0
5,1274,2,9,7,2004,13,45,0
2,359,10,20,1,2015,15,0,0
5,445,2,12,2,2010,20,20,0
1,11478,7,21,3,2005,11,0,0
4,7691,5,12,7,2012,20,0,0
4,1597,8,3,5,2012,15,0,0
6,3350,3,28,8,2010,1,40,0
3,14558,4,20,2,2013,9,7,0
6,17083,9,20,10,2012,1,8,0
1,6811,3,3,10,2005,23,42,0
3,17252,1,7,2,2007,14,30,0
3,1314,2,22,2,2006,21,15,0
1,408,2,30,5,2011,16,8,0
4,6062,7,22,1,2009,17,0,0
4,125,2,12,11,2009,7,45,0
5,10238,5,27,7,2007,13,35,0
7,5532,3,9,8,2009,21,30,0
7,18,10,7,10,2007,17,50,0
3,628,8,9,6,2004,21,4,0
3,631,2,30,11,2011,16,0,0
1,125,2,20,9,2010,17,45,0
3,15336,3,17,5,2006,13,25,0
3,501,4,23,1,2008,11,20,0
7,15058,3,4,12,2005,16,0,0
4,4245,9,28,6,2012,18,55,0
3,4420,4,3,5,2006,19,0,0
3,1752,3,21,9,2011,11,18,0
2,3618,2,18,8,2009,17,0,0
3,17299,4,23,7,2008,0,50,0
5,7839,1,23,3,2007,23,30,0
2,780,6,26,7,2011,21,15,0
2,12227,3,22,6,2004,12,0,0
2,1567,5,29,5,2012,5,44,0
5,36,2,4,9,2009,21,30,0
3,1213,4,6,4,2011,16,0,0
2,16943,7,17,10,2006,15,53,0
2,11889,9,11,7,2006,10,0,0
7,3627,5,10,9,2006,16,0,0
5,2778,1,13,1,2012,22,34,0
4,9161,2,11,12,2008,0,2,0
1,213,4,5,4,2010,0,46,0
3,101,4,15,4,2015,22,0,0
1,2046,2,19,8,2013,16,0,0
3,5031,4,15,6,2005,19,42,0
4,925,2,28,6,2012,18,45,0
3,139,2,2,10,2013,10,45,0
1,3661,3,1,9,2008,20,30,0
6,4318,8,20,5,2006,20,0,0
3,10755,6,6,2,2008,21,0,0
6,125,2,22,3,2014,23,0,0
2,1351,8,22,6,2004,9,30,0
5,2311,5,28,1,2005,14,45,0
1,12767,3,3,8,2009,18,38,0
7,6436,7,10,3,2013,0,5,0
6,467,1,14,11,2009,10,0,0
4,3520,8,7,8,2014,2,52,0
2,10183,4,31,8,2004,13,50,0
3,386,2,17,10,2007,7,0,0
6,2881,5,24,9,2005,9,15,0
1,713,4,23,7,2012,22,20,0
3,4432,2,10,3,2010,23,0,0
2,4902,4,18,3,2014,22,21,0
5,957,2,2,4,2004,23,54,0
3,125,2,14,5,2014,14,30,0
7,11614,5,6,6,2010,17,18,0
7,8690,3,27,7,2008,22,30,0
6,10840,5,18,6,2005,15,43,0
5,504,4,30,11,2007,17,30,0
5,7622,2,2,11,2012,11,30,0
7,52,5,4,10,2009,19,25,0
2,14051,1,4,3,2008,23,59,0
7,12439,7,28,7,2013,9,46,0
1,215,4,2,3,2015,18,0,0
2,336,1,12,10,2004,19,30,0
4,11795,8,3,4,2014,18,0,0
3,15080,7,22,12,2004,9,0,0
1,528,10,5,9,2011,15,23,0
3,1634,5,6,4,2005,1,0,0
3,10770,6,20,4,2011,20,17,0
3,3211,3,30,11,2005,21,0,0
4,20110,4,22,1,2009,20,0,0
3,2089,3,22,2,2006,14,24,0
2,5215,3,23,7,2013,0,52,0
3,4478,4,27,7,2005,14,36,0
7,5276,4,7,4,2013,0,22,0
5,7843,7,4,4,2008,19,0,0
6,2041,10,12,7,2014,23,0,0
7,2140,2,31,1,2010,22,40,0
1,282,6,26,5,2014,21,0,0
7,13260,4,7,5,2006,21,30,0
3,3676,2,20,4,2005,17,30,0
7,1399,10,30,1,2011,11,58,0
5,125,2,18,6,2010,8,30,0
1,327,7,23,7,2012,18,35,0
4,8834,8,16,11,2006,9,0,0
6,4062,4,11,2,2006,19,0,0
6,322,5,15,6,2013,20,0,0
1,554,10,10,11,2003,23,33,0
3,11,10,19,8,2009,14,10,0
1,22979,9,21,7,2003,8,0,0
1,1431,10,17,3,2008,18,0,0
3,2700,3,26,11,2008,16,50,0
5,501,4,30,7,2010,0,1,0
5,4524,5,28,11,2008,19,10,0
6,9356,4,19,4,2008,11,30,0
1,552,4,29,9,2008,1,7,0
4,831,4,7,10,2010,23,15,0
3,3169,3,11,6,2003,8,0,0
6,1525,4,1,7,2006,7,26,0
4,7799,4,27,11,2008,12,9,0
6,602,2,9,2,2008,23,0,0
5,3180,10,14,11,2003,16,24,0
1,5161,7,2,10,2006,11,0,0
5,2706,10,7,2,2003,11,51,0
1,88,2,24,11,2008,12,30,0
5,3700,1,3,4,2015,15,15,0
6,6615,8,3,11,2007,15,0,0
2,1746,6,3,8,2004,17,45,0
5,1117,4,24,1,2014,15,21,0
1,11957,1,12,4,2004,23,0,0
7,255,10,22,3,2015,22,0,0
5,277,10,11,8,2006,12,0,0
5,10605,3,11,6,2004,19,45,0
2,6191,8,30,9,2003,13,25,0
6,2046,2,8,5,2010,19,0,0
5,5141,6,20,3,2009,15,0,0
5,2035,10,9,3,2007,18,45,0
1,4740,2,29,11,2010,16,40,0
6,1958,3,12,7,2008,13,45,0
5,4969,6,20,2,2004,15,45,0
5,6810,6,28,7,2006,10,30,0
5,125,2,20,4,2007,21,0,0
4,772,10,25,1,2007,12,0,0
3,10386,9,2,11,2005,1,44,0
2,4024,8,28,10,2008,7,30,0
3,16435,4,4,5,2011,16,25,0
2,4097,2,17,3,2009,8,30,0
6,146,10,26,7,2008,12,39,0
5,1753,7,7,8,2009,12,17,0
2,1767,4,11,11,2014,5,40,0
5,158,2,2,6,2006,13,20,0
5,1445,1,5,9,2003,14,15,0
7,2270,1,7,9,2008,11,55,0
7,157,10,12,1,2014,16,58,0
6,2091,2,23,9,2006,3,30,0
6,146,10,7,5,2011,18,30,0
6,2891,5,20,10,2012,2,20,0
4,111,10,21,3,2013,15,55,0
3,4535,1,19,4,2006,15,30,0
5,2130,3,14,5,2004,17,22,0
3,5782,5,11,6,2014,20,18,0
5,5696,2,17,10,2014,14,0,0
2,2576,5,16,9,2014,18,45,0
5,268,1,16,5,2008,6,30,0
2,1223,5,16,3,2004,19,50,0
1,356,3,16,8,2004,13,39,0
3,1654,8,21,1,2004,21,30,0
7,504,4,24,4,2011,15,10,0
3,3978,5,2,4,2003,21,30,0
6,15570,4,10,4,2010,23,4,0
3,4435,3,9,1,2013,21,25,0
5,2783,4,17,6,2011,0,11,0
2,673,10,20,1,2009,12,0,0
7,2393,8,7,4,2013,16,33,0
3,647,5,27,7,2005,14,50,0
7,83,2,19,4,2015,3,5,0
4,8812,4,14,6,2012,14,0,0
6,16905,8,10,7,2004,21,30,0
3,138,10,9,7,2008,18,43,0
4,238,2,5,10,2006,12,0,0
4,2985,5,1,5,2008,14,45,0
4,3131,10,13,1,2005,8,5,0
4,176,1,17,5,2007,16,0,0
5,4761,9,30,7,2010,11,0,0
5,4405,5,22,9,2006,1,53,0
3,146,10,16,4,2008,17,30,0
4,15534,3,28,12,2006,21,15,0
3,5739,4,18,10,2006,15,0,0
3,5333,5,29,11,2006,16,30,0
7,1314,2,30,12,2007,23,48,0
5,408,2,20,10,2006,12,15,0
6,2340,3,25,9,2010,5,52,0
7,125,2,8,9,2013,8,30,0
7,2041,10,20,9,2009,14,1,0
3,1447,9,30,11,2005,23,0,0
2,1850,4,16,9,2003,12,0,0
6,11817,9,24,9,2005,0,58,0
5,1520,5,16,12,2005,13,2,0
3,14000,7,25,7,2012,1,34,0
5,821,10,15,7,2011,12,0,0
4,2484,10,16,5,2013,13,26,0
1,5344,9,12,7,2010,19,0,0
5,3395,8,18,4,2014,0,15,0
7,6235,9,26,12,2004,12,0,0
3,4473,5,13,7,2011,10,0,0
3,11927,4,22,9,2010,15,20,0
5,1822,4,17,5,2013,16,55,0
7,3329,10,21,3,2004,1,46,0
1,3526,5,20,1,2003,23,0,0
6,5033,8,4,11,2006,12,15,0
7,15659,1,14,7,2013,7,0,0
6,11774,3,29,11,2008,11,0,0
6,220,4,27,7,2013,2,0,0
7,4166,1,17,5,2009,0,1,0
6,11901,9,10,9,2005,12,0,0
4,1431,10,6,10,2005,18,0,0
1,4471,3,6,2,2006,10,10,0
1,1943,2,29,9,2014,14,0,0
2,3134,3,14,4,2015,13,17,0
6,146,10,20,10,2012,17,57,0
4,14961,6,3,10,2013,19,30,0
4,9953,4,14,7,2011,14,0,0
3,2382,1,11,1,2006,17,30,0
1,5782,5,19,1,2009,3,31,0
1,5647,8,2,2,2004,0,13,0
3,2946,6,15,4,2015,18,0,0
7,3126,1,26,8,2012,13,15,0
5,14389,6,1,7,2011,19,50,0
2,8405,9,11,1,2005,2,57,0
6,6110,1,3,11,2007,20,0,0
7,4284,1,20,6,2010,9,0,0
3,5403,5,1,4,2009,0,1,0
7,365,1,23,10,2011,5,18,0
1,5702,8,19,4,2010,10,5,0
5,1524,3,1,7,2011,17,22,0
7,7761,8,4,11,2007,1,59,0
4,291,4,3,5,2012,15,33,0
2,7115,5,18,2,2014,12,0,0
4,7058,8,24,1,2013,19,8,0
2,1722,2,29,10,2013,20,50,0
5,10063,4,28,7,2006,8,0,0
7,16991,5,4,11,2012,21,0,0
2,1286,1,24,7,2012,20,0,0
5,1975,2,7,8,2009,15,0,0
2,603,4,21,1,2003,9,0,0
6,13842,7,20,9,2008,5,5,0
7,4622,4,29,6,2008,5,16,0
5,138,2,1,11,2013,17,0,0
1,1150,2,8,1,2007,0,1,0
3,1977,9,28,11,2012,12,0,0
7,18,10,30,1,2005,16,51,0
3,504,4,22,7,2009,13,9,0
4,1091,10,3,9,2009,15,10,0
4,323,9,22,9,2005,10,45,0
6,981,2,11,8,2007,12,0,0
7,10099,3,29,7,2012,3,0,0
3,3376,10,5,3,2003,16,10,0
6,1316,3,27,7,2013,8,55,0
5,1654,8,9,2,2007,15,37,0
6,408,2,29,5,2004,20,40,0
5,255,10,7,2,2003,13,55,0
6,105,5,16,11,2013,21,29,0
2,9438,4,29,11,2011,6,30,0
2,55,2,14,10,2008,1,0,0
1,102,10,19,4,2010,11,6,0
2,1780,4,24,6,2003,8,5,0
3,1306,2,15,10,2003,0,12,0
5,4471,3,7,4,2006,19,1,0
2,1316,3,6,2,2007,10,30,0
4,11536,4,9,8,2007,12,30,0
3,820,4,9,6,2004,4,30,0
3,5702,8,30,6,2010,17,0,0
6,2199,8,3,11,2012,1,30,0
4,13058,4,24,8,2006,7,15,0
6,8573,9,20,3,2004,13,0,0
5,16797,9,19,10,2007,23,50,0
3,10519,9,20,9,2006,1,0,0
7,2024,1,21,3,2004,13,40,0
5,6284,2,11,2,2011,20,50,0
3,5839,7,7,7,2004,21,35,0
1,745,1,19,3,2012,16,55,0
7,10590,7,23,3,2014,15,15,0
4,1954,10,18,10,2007,7,51,0
3,5598,3,13,1,2010,14,40,0
3,88,2,12,1,2005,18,0,0
2,2906,4,10,1,2012,20,0,0
4,2989,5,3,4,2008,19,40,0
5,21801,3,29,10,2004,8,30,0
5,904,5,17,11,2006,22,45,0
4,8040,8,18,10,2012,10,0,0
1,10465,8,23,6,2008,22,55,0
2,5187,8,17,3,2009,13,0,0
5,336,1,20,2,2015,19,10,0
6,3668,2,28,7,2007,8,15,0
3,6409,5,29,4,2009,17,15,0
1,9877,1,31,3,2008,0,1,0
5,323,9,10,1,2003,17,0,0
5,150,10,25,7,2008,17,30,0
6,1571,7,19,5,2012,2,0,0
3,511,4,28,12,2011,12,0,0
3,19758,9,4,2,2009,13,0,0
5,227,1,12,8,2005,5,30,0
4,693,2,16,5,2013,2,0,0
5,14176,9,16,12,2005,23,0,0
3,9193,1,26,7,2006,22,0,0
5,233,8,2,5,2008,17,0,0
5,644,1,6,3,2009,16,32,0
1,8549,8,19,1,2004,9,0,0
3,12451,9,16,5,2012,23,55,0
3,3217,6,4,9,2013,21,30,0
3,408,2,22,8,2007,13,55,0
4,9476,3,27,7,2006,18,50,0
2,15058,3,15,11,2005,13,40,0
7,501,4,24,10,2010,1,0,0
2,125,2,1,11,2011,5,30,0
3,3308,4,21,1,2004,7,0,0
2,15575,1,24,6,2003,14,45,0
4,213,4,2,10,2008,2,20,0
1,549,4,1,9,2014,0,45,0
5,538,8,1,7,2011,1,30,0
6,44,6,30,6,2007,13,0,0
4,1431,10,5,3,2015,14,57,0
6,3147,9,25,1,2014,21,0,0
2,1154,9,26,11,2013,15,15,0
2,268,1,17,2,2015,3,5,0
3,873,2,30,9,2009,19,30,0
2,1786,8,16,4,2013,14,15,0
6,3792,3,13,2,2010,4,0,0
2,17008,2,19,8,2003,11,0,0
1,177,10,6,8,2007,12,25,0
2,2428,5,4,3,2008,18,35,0
6,369,5,20,3,2004,21,44,0
5,363,2,6,3,2015,8,50,0
3,7242,7,5,5,2010,16,50,0
5,9846,8,28,12,2012,19,40,0
1,232,4,23,11,2009,10,4,0
4,4832,4,1,11,2007,17,27,0
2,13217,10,15,4,2014,15,40,0
4,23064,9,15,5,2003,18,50,0
6,1341,7,12,2,2005,12,30,0
5,11204,2,24,1,2014,19,43,0
6,22411,3,15,5,2004,17,20,0
3,2889,10,20,2,2013,11,37,0
7,9949,8,8,2,2004,20,0,0
6,21839,6,3,5,2003,12,30,0
3,268,1,22,8,2012,15,0,0
6,19276,5,19,6,2010,18,0,0
3,4590,5,16,6,2010,22,22,0
3,5499,4,15,4,2009,14,0,0
7,211,5,21,10,2007,8,27,0
2,125,2,12,12,2006,11,0,0
4,4298,10,16,4,2009,4,30,0
4,2052,4,29,12,2011,0,1,0
1,9444,4,12,5,2003,8,30,0
6,17247,1,6,9,2008,0,1,0
2,6594,3,21,8,2007,0,1,0
5,174,8,14,6,2013,20,5,0
1,4251,7,7,3,2011,0,1,0
5,2744,6,12,11,2004,17,45,0
6,4083,4,4,9,2004,23,55,0
5,363,2,11,1,2008,17,10,0
7,14624,2,2,12,2012,11,0,0
4,9065,6,27,11,2014,12,10,0
1,810,7,8,12,2003,18,0,0
1,6402,5,10,6,2013,22,0,0
2,125,2,20,2,2007,13,55,0
3,14809,8,10,12,2003,6,20,0
7,5332,4,5,9,2004,4,0,0
2,2814,4,26,7,2011,14,0,0
7,504,4,6,5,2012,16,1,0
5,21744,5,7,2,2003,18,15,0
5,2150,3,2,7,2010,11,0,0
2,6084,3,13,6,2006,11,45,0
4,5362,6,7,4,2005,22,24,0
1,18160,9,21,7,2003,21,45,0
5,656,9,22,8,2008,8,55,0
1,408,2,11,11,2013,11,55,0
2,10593,9,3,4,2012,9,31,0
5,1331,4,24,8,2007,15,48,0
3,8695,1,2,11,2011,17,0,0
2,9843,4,19,8,2014,8,2,0
7,518,10,22,2,2015,17,30,0
2,14809,8,1,4,2008,0,1,0
4,1379,1,18,9,2008,21,0,0
5,7439,1,18,4,2003,12,0,0
3,1431,10,9,3,2011,8,45,0
7,7600,6,27,3,2005,17,0,0
5,386,2,14,1,2005,16,0,0
6,4125,4,6,3,2004,20,30,0
5,9609,7,5,9,2008,11,4,0
5,2401,3,14,1,2011,6,30,0
1,139,2,19,8,2013,14,6,0
6,904,5,7,3,2015,15,0,0
4,600,3,6,10,2011,21,33,0
4,21953,5,2,10,2003,13,13,0
1,8490,3,20,8,2007,9,0,0
2,5204,5,24,6,2014,0,1,0
4,125,2,25,8,2005,0,53,0
1,6432,8,18,2,2008,7,30,0
1,2602,1,13,5,2013,14,0,0
4,643,4,14,7,2005,11,9,0
6,23172,7,22,2,2003,2,12,0
2,125,2,5,8,2008,14,35,0
3,2938,7,21,4,2010,9,8,0
3,1597,8,10,12,2008,11,47,0
4,1567,5,3,5,2007,18,0,0
6,478,1,7,9,2013,1,0,0
3,957,2,24,12,2003,8,30,0
5,581,9,7,4,2006,22,0,0
3,16793,8,5,10,2005,18,38,0
4,100,2,3,4,2014,9,0,0
4,5949,6,15,7,2010,15,0,0
5,1792,2,9,7,2004,20,20,0
4,19933,7,29,4,2004,19,30,0
5,628,8,16,5,2008,9,30,0
5,7126,2,15,6,2007,20,0,0
5,15347,9,23,1,2009,17,43,0
2,2886,5,31,8,2004,9,0,0
7,232,4,12,8,2007,20,0,0
1,753,2,14,9,2009,20,45,0
7,3132,5,12,7,2009,8,35,0
5,4870,8,6,9,2013,15,0,0
1,1154,9,6,1,2003,21,15,0
7,5226,5,11,1,2004,16,0,0
4,19948,8,10,3,2005,19,25,0
5,5948,3,8,3,2013,18,49,0
1,83,2,9,6,2008,17,17,0
2,6420,2,4,5,2010,7,12,0
2,673,10,12,6,2007,11,13,0
5,9358,7,25,12,2009,22,21,0
7,3884,2,10,8,2008,16,22,0
1,2386,2,23,6,2008,16,24,0
4,582,3,6,8,2009,23,50,0
3,554,10,6,2,2008,18,31,0
7,3757,4,11,1,2009,10,0,0
5,1116,2,28,7,2006,16,0,0
1,10248,6,24,7,2006,7,30,0
2,11351,3,18,2,2003,16,16,0
7,1673,5,27,1,2008,0,30,0
7,2374,1,29,6,2003,9,30,0
2,15549,6,28,5,2013,17,0,0
5,1263,2,7,5,2010,10,3,0
2,8399,5,19,8,2014,7,50,0
4,673,10,1,12,2011,18,54,0
1,273,1,27,6,2005,19,0,0
7,2881,5,8,9,2013,1,30,0
5,4431,5,24,2,2006,18,0,0
6,4170,7,14,6,2008,10,0,0
5,2622,2,1,7,2005,23,19,0
2,2041,10,7,9,2010,15,0,0
6,841,2,25,8,2012,23,0,0
6,125,2,22,2,2003,18,0,0
2,6478,9,21,1,2003,16,45,0
7,2300,3,1,12,2013,6,30,0
4,16856,7,15,12,2005,21,0,0
4,4833,1,2,10,2008,13,30,0
6,3932,3,20,10,2007,20,9,0
1,323,9,15,11,2010,19,20,0
6,748,5,21,2,2009,3,0,0
3,3376,10,19,2,2014,22,50,0
1,5011,10,28,5,2007,8,19,0
1,1647,5,28,11,2005,18,13,0
2,16413,8,6,2,2007,7,16,0
5,504,4,11,1,2013,15,35,0
3,9317,3,17,5,2006,0,1,0
4,2855,1,12,11,2009,20,30,0
5,4491,9,21,9,2012,22,0,0
1,7481,3,26,4,2004,12,30,0
2,1095,5,13,10,2009,0,1,0
6,328,10,27,2,2010,13,44,0
2,5304,5,8,2,2005,0,1,0
2,16645,9,27,11,2007,19,0,0
6,1007,5,5,6,2010,22,43,0
4,375,7,6,3,2014,12,25,0
3,1003,9,16,5,2012,21,0,0
3,1651,2,1,10,2008,0,1,0
3,15766,6,9,3,2005,12,0,0
7,1729,5,13,3,2011,1,30,0
4,6278,9,16,6,2011,22,0,0
1,643,4,10,5,2004,22,59,0
3,166,10,5,5,2010,16,30,0
6,4358,9,5,5,2007,3,1,0
6,4593,2,7,4,2007,16,0,0
3,1583,4,17,9,2008,21,19,0
6,2312,3,8,2,2014,14,22,0
6,8856,4,22,4,2006,0,1,0
2,1281,2,21,2,2006,1,29,0
6,6761,7,21,5,2011,10,0,0
3,11172,1,16,5,2012,17,47,0
1,816,2,29,4,2013,7,22,0
1,144,4,11,11,2013,10,35,0
1,4166,1,29,3,2004,13,0,0
1,5422,5,17,10,2005,12,10,0
4,1024,1,15,10,2009,14,52,0
2,2140,2,27,10,2009,12,45,0
6,1991,10,9,2,2008,7,30,0
1,3853,7,8,12,2014,12,0,0
1,2537,9,30,9,2013,23,0,0
5,626,2,28,1,2005,10,48,0
5,7328,7,23,1,2015,11,15,0
3,10468,3,21,1,2004,13,4,0
6,4875,2,10,3,2012,0,45,0
2,1345,1,24,7,2012,10,0,0
1,2093,4,7,2,2005,12,0,0
5,8288,7,24,8,2007,1,30,0
6,2241,4,22,10,2011,13,58,0
6,11609,9,18,4,2009,21,0,0
2,5215,3,18,2,2014,13,30,0
1,10801,2,30,3,2009,19,4,0
6,435,10,5,5,2012,11,28,0
4,1556,5,13,12,2007,19,35,0
4,125,2,18,4,2013,16,15,0
6,12464,7,8,3,2014,11,0,0
6,601,9,21,3,2015,20,10,0
4,232,4,7,2,2008,15,0,0
6,12725,7,27,1,2007,19,0,0
3,125,2,10,8,2011,18,49,0
6,5554,2,14,6,2014,12,47,0
2,5943,9,28,10,2014,2,0,0
4,13758,7,16,10,2003,19,0,0
3,15058,3,24,12,2003,17,0,0
5,4083,4,25,1,2013,20,0,0
7,6131,6,21,11,2010,23,19,0
1,3470,9,24,12,2012,1,0,0
5,1185,5,3,10,2008,2,30,0
3,1469,3,24,2,2010,11,15,0
4,27,5,6,10,2011,21,25,0
3,105,5,10,11,2004,20,6,0
6,2706,10,13,1,2007,14,14,0
3,2285,5,21,7,2004,11,2,0
6,5107,10,3,11,2007,9,5,0
3,83,2,28,7,2010,19,55,0
6,9255,7,8,8,2009,17,33,0
6,1255,6,24,7,2004,1,24,0
4,2616,1,1,12,2005,11,0,0
3,9786,2,8,7,2009,17,20,0
6,2265,4,9,4,2011,16,30,0
4,2995,5,24,12,2009,1,50,0
1,8812,4,8,6,2009,18,0,0
6,11460,2,9,8,2014,13,0,0
2,9158,1,30,10,2007,11,0,0
3,1836,4,28,12,2011,2,55,0
2,435,10,3,2,2009,0,40,0
2,8944,6,29,5,2012,0,30,0
4,2985,5,31,10,2013,12,0,0
5,4088,4,21,9,2012,8,30,0
3,83,2,10,1,2007,12,0,0
1,847,5,23,1,2006,19,0,0
4,2431,8,4,9,2014,14,5,0
2,12194,1,29,4,2003,9,15,0
3,3011,1,7,8,2013,15,3,0
7,323,9,16,6,2013,14,34,0
3,2096,8,9,3,2011,23,38,0
4,2285,5,1,12,2005,5,30,0
2,744,10,23,12,2003,12,10,0
7,192,1,3,10,2004,19,30,0
6,1975,2,24,9,2005,12,30,0
5,5171,9,27,6,2014,15,0,0
3,2103,7,29,10,2008,15,59,0
7,1954,10,14,7,2013,11,0,0
2,2862,10,2,3,2004,22,30,0
1,5104,8,2,3,2015,9,0,0
2,444,5,12,12,2006,20,0,0
2,5955,8,26,1,2010,12,0,0
3,1091,10,9,3,2005,14,10,0
7,2695,3,7,5,2006,18,9,0
1,5668,9,25,12,2006,10,0,0
7,3874,1,18,11,2007,0,15,0
5,11363,8,9,4,2010,20,0,0
2,5882,2,24,6,2014,22,15,0
7,4576,6,26,8,2012,15,0,0
7,2375,8,23,8,2009,10,0,0
1,7275,9,8,12,2014,15,20,0
4,2046,2,19,8,2004,0,1,0
4,3604,4,28,7,2011,0,15,0
1,10767,7,2,2,2004,13,55,0
6,1614,4,22,3,2003,17,0,0
5,403,7,22,3,2013,11,0,0
2,5148,9,24,1,2012,15,0,0
4,2162,5,30,9,2004,19,15,0
3,9508,8,7,4,2010,23,9,0
6,6497,1,13,8,2011,15,25,0
1,2897,5,4,2,2008,17,16,0
3,4015,2,1,6,2011,8,0,0
3,15781,4,7,2,2007,15,55,0
7,6929,2,23,4,2006,6,48,0
1,10633,5,30,4,2007,0,35,0
4,981,2,14,10,2004,11,0,0
2,4967,8,28,10,2008,12,55,0
7,3604,4,30,1,2011,1,27,0
5,1042,3,4,11,2011,22,30,0
4,125,2,17,4,2008,10,0,0
4,13613,2,11,2,2010,20,50,0
7,6504,3,29,1,2006,17,0,0
1,1760,10,5,1,2009,21,37,0
2,2778,1,9,3,2010,18,0,0
1,8651,4,8,3,2010,14,11,0
3,323,9,24,7,2013,13,30,0
7,1163,4,7,4,2013,22,0,0
5,15143,3,3,6,2005,17,13,0
6,904,5,11,8,2007,18,0,0
1,12234,9,12,6,2006,17,50,0
1,1606,2,30,5,2005,9,55,0
2,2857,5,27,7,2010,11,0,0
1,2854,8,30,9,2013,14,0,0
1,4464,5,20,12,2004,8,0,0
6,9164,1,15,1,2011,1,7,0
6,1319,2,15,1,2005,8,43,0
7,2641,4,14,8,2011,15,40,0
3,2190,6,12,5,2004,8,0,0
4,8544,5,25,7,2013,5,30,0
5,5047,2,23,8,2013,20,15,0
4,1446,6,1,5,2014,19,0,0
6,408,2,2,5,2015,14,9,0
2,125,2,19,8,2003,17,40,0
