"day","address","location","date","month","year","hour","min","EXTORTION"
2,18413,7,13,12,2005,16,0,0
1,5272,4,3,10,2005,21,0,0
2,2089,3,20,1,2015,12,36,0
7,2328,5,17,10,2004,20,0,0
1,5905,5,8,12,2008,18,0,0
7,4317,4,26,8,2007,12,0,0
4,468,2,28,6,2012,1,20,0
2,1275,10,12,11,2013,19,28,0
2,10764,3,1,4,2014,0,1,0
6,1775,4,28,6,2003,2,46,0
4,977,1,30,6,2005,17,30,0
3,311,9,29,12,2010,10,50,0
5,3997,5,10,8,2012,22,0,0
6,2755,2,26,3,2011,23,0,0
7,577,2,21,10,2012,17,40,0
3,2988,3,17,9,2008,15,35,0
3,3892,2,5,10,2005,6,48,0
3,2783,4,16,4,2008,15,50,0
5,167,5,1,7,2011,15,0,0
5,732,7,10,12,2004,23,16,0
3,9329,4,3,10,2012,11,0,0
2,1300,6,22,7,2014,20,30,0
2,631,2,8,2,2005,11,0,0
3,1960,4,3,9,2003,15,30,0
5,1895,3,30,10,2009,7,30,0
5,11250,5,26,8,2005,6,50,0
3,6869,3,10,12,2008,18,0,0
3,999,1,7,3,2007,23,30,0
1,1615,2,19,9,2011,12,28,0
1,5669,6,16,2,2009,22,0,0
1,17504,5,23,7,2012,0,48,0
2,6741,8,4,3,2008,2,0,0
1,22,10,19,8,2013,15,20,0
1,21813,1,21,6,2004,23,0,0
1,6302,4,18,8,2003,15,49,0
5,198,1,24,2,2006,2,4,0
6,1531,6,19,4,2003,12,0,0
5,3186,5,9,1,2009,9,0,0
7,1556,5,24,3,2013,18,49,0
1,4879,1,12,7,2010,21,0,0
2,1019,5,19,9,2006,17,30,0
7,9298,9,29,1,2012,15,0,0
7,549,4,24,4,2005,1,30,0
2,14094,2,14,4,2009,17,0,0
3,2706,10,9,1,2008,14,1,0
2,1920,5,19,2,2013,7,10,0
3,255,10,21,8,2013,17,5,0
4,2382,1,24,1,2008,10,0,0
7,6468,9,18,12,2011,18,9,0
5,2112,5,1,12,2006,13,0,0
7,2454,2,11,1,2004,16,50,0
3,232,4,25,11,2009,22,13,0
6,1962,5,4,6,2011,20,7,0
1,97,2,7,1,2013,22,22,0
3,7808,2,2,10,2013,11,33,0
3,17145,4,21,2,2007,23,0,0
7,3414,10,11,3,2012,18,45,0
5,6750,5,27,7,2012,17,0,0
2,1574,2,4,9,2012,23,0,0
5,3987,9,29,11,2013,23,30,0
7,932,5,20,10,2013,0,3,0
2,1592,1,31,5,2005,12,4,0
5,3850,5,7,3,2008,17,30,0
5,8570,3,21,3,2014,12,33,0
3,8869,8,20,10,2010,9,0,0
7,979,4,2,12,2012,6,15,0
3,1644,1,7,9,2005,12,50,0
6,5421,3,7,10,2006,5,0,0
7,8073,8,19,9,2004,15,6,0
5,9655,9,28,5,2004,3,11,0
6,643,4,2,10,2004,20,0,0
1,2265,4,15,10,2007,0,36,0
7,2563,10,9,8,2009,17,30,0
3,1620,10,11,1,2012,13,48,0
4,1632,2,14,12,2006,0,28,0
2,8860,6,11,11,2014,20,0,0
7,3842,2,3,6,2007,7,40,0
2,408,2,2,3,2004,10,30,0
5,3329,10,12,1,2007,13,45,0
5,5192,6,23,8,2013,22,11,0
3,1275,10,25,6,2008,6,59,0
3,2217,7,19,3,2014,21,0,0
2,7114,6,18,2,2003,22,30,0
6,358,6,25,8,2012,17,0,0
5,408,2,26,12,2014,17,0,0
5,1345,1,6,2,2015,9,12,0
3,4952,5,29,6,2011,23,55,0
6,5444,10,10,9,2011,9,0,0
2,13110,8,10,7,2012,17,0,0
1,11497,7,4,2,2008,21,30,0
1,125,2,20,8,2007,16,20,0
6,7366,2,1,12,2007,3,0,0
5,211,5,15,6,2012,18,12,0
3,7803,8,18,8,2004,23,36,0
1,138,10,31,10,2005,17,15,0
1,2119,10,2,4,2012,10,45,0
5,55,2,23,2,2007,0,14,0
7,5696,2,17,12,2006,21,0,0
7,22,10,29,1,2012,18,55,0
2,3576,5,8,1,2013,16,0,0
7,4700,9,24,4,2011,8,30,0
1,125,2,18,8,2014,10,30,0
1,643,4,10,5,2004,22,59,0
7,6858,5,27,7,2014,10,0,0
7,8067,5,13,8,2006,7,6,0
1,9164,1,9,6,2014,14,0,0
6,939,5,22,3,2008,14,15,0
6,3991,8,30,7,2011,23,46,0
7,2393,8,20,10,2013,14,50,0
1,22,10,11,11,2013,18,56,0
6,8809,4,5,4,2003,21,0,0
5,622,6,20,2,2009,18,0,0
3,2341,5,27,5,2009,4,0,0
3,4204,4,18,9,2013,16,30,0
3,1895,3,9,3,2011,21,50,0
6,1573,2,3,5,2014,19,23,0
2,2442,8,8,12,2009,12,15,0
2,5189,2,11,7,2006,17,30,0
2,5600,5,13,10,2009,20,44,0
6,1943,2,17,6,2006,11,4,0
4,912,10,2,10,2014,21,10,0
3,159,6,16,10,2013,12,0,0
3,47,2,4,2,2015,20,50,0
4,979,4,7,2,2013,21,0,0
3,125,2,22,9,2010,8,0,0
6,784,2,26,1,2008,16,18,0
4,673,10,10,2,2011,17,0,0
5,4648,1,19,10,2012,17,15,0
4,14214,4,25,11,2004,8,0,0
1,2578,6,19,8,2013,20,35,0
1,19967,9,11,5,2009,18,30,0
3,1299,5,24,11,2004,20,15,0
7,1056,2,1,7,2012,19,0,0
7,6837,5,13,6,2004,19,53,0
6,896,2,20,5,2006,12,15,0
5,1889,3,23,9,2005,0,1,0
2,17076,3,19,8,2003,9,0,0
1,2422,6,21,7,2003,4,30,0
6,1136,4,23,8,2003,11,20,0
4,1302,2,23,9,2010,21,0,0
2,1019,5,17,3,2009,5,19,0
6,6420,2,2,7,2011,11,40,0
1,3442,6,8,8,2005,22,30,0
7,22597,1,7,3,2004,1,0,0
7,5372,1,10,8,2003,0,31,0
6,2424,2,31,5,2003,2,0,0
7,1366,10,29,12,2013,21,29,0
4,1692,6,30,6,2011,12,0,0
3,16127,8,23,6,2004,20,21,0
7,673,10,25,1,2009,11,40,0
7,6077,2,2,12,2007,22,49,0
5,18133,7,11,7,2003,18,0,0
1,4487,3,22,1,2007,13,34,0
3,1351,8,29,6,2011,12,41,0
3,3784,8,15,9,2004,18,5,0
3,631,2,20,3,2013,23,40,0
4,4097,2,21,3,2013,9,23,0
5,4337,2,26,3,2010,18,0,0
7,1757,3,10,8,2014,14,36,0
7,5297,7,6,10,2013,16,0,0
1,9168,7,22,6,2009,9,0,0
6,5387,3,26,1,2013,5,15,0
6,1012,4,5,6,2010,15,4,0
3,7637,3,28,10,2009,17,0,0
4,1439,6,30,4,2015,23,55,0
6,125,2,4,10,2014,4,30,0
4,8709,5,28,6,2007,13,20,0
1,2944,2,7,8,2006,11,30,0
2,12137,8,4,4,2006,18,30,0
7,912,10,19,10,2008,21,0,0
7,2807,5,5,6,2005,3,30,0
1,3317,1,13,4,2015,0,30,0
5,3646,7,12,11,2004,14,0,0
2,3478,4,12,1,2010,1,1,0
5,22192,7,14,11,2003,10,30,0
4,7223,1,13,5,2004,10,41,0
6,522,2,28,8,2010,10,0,0
4,5585,4,24,1,2008,6,0,0
7,21770,1,13,7,2003,22,0,0
6,1329,9,28,1,2012,12,0,0
4,1485,5,8,8,2013,22,0,0
5,904,5,30,11,2012,22,0,0
5,8311,5,27,1,2006,20,30,0
2,6951,7,17,3,2009,8,15,0
2,4713,6,14,5,2013,20,5,0
6,310,8,15,5,2004,13,30,0
5,10117,4,12,11,2004,16,0,0
3,355,2,14,10,2009,13,58,0
7,2742,8,24,8,2014,21,0,0
6,6084,3,23,3,2013,1,58,0
6,11992,3,18,10,2008,20,45,0
7,8651,4,26,9,2010,17,46,0
5,1406,4,15,12,2006,10,30,0
1,6625,2,26,11,2012,10,0,0
1,4571,10,22,6,2009,11,15,0
6,38,10,22,4,2006,23,5,0
2,6916,4,26,6,2012,22,52,0
7,6738,4,19,5,2013,19,25,0
5,93,7,11,7,2014,12,0,0
4,11537,8,20,4,2006,9,27,0
1,355,2,14,4,2014,11,2,0
7,1722,2,11,7,2004,9,30,0
7,6167,5,12,8,2012,19,0,0
3,6617,2,17,10,2007,11,30,0
4,36,2,14,6,2012,16,10,0
6,979,4,10,3,2012,15,15,0
5,1224,1,23,7,2004,2,24,0
5,1367,1,22,8,2008,18,34,0
3,15171,9,18,9,2013,16,0,0
2,4898,5,13,6,2006,21,40,0
2,8938,8,20,2,2007,16,33,0
3,12415,4,30,9,2009,12,15,0
6,1954,10,20,9,2003,10,30,0
6,2112,5,23,8,2014,0,1,0
3,13989,9,3,10,2007,9,30,0
6,4702,6,26,3,2011,0,45,0
5,9777,6,10,7,2009,17,30,0
7,7769,8,20,9,2009,1,50,0
7,11318,7,24,3,2013,4,40,0
5,2340,3,26,6,2009,7,1,0
7,2270,1,10,2,2013,22,57,0
7,2737,3,9,10,2005,15,20,0
4,615,1,29,11,2012,6,0,0
7,2887,2,9,10,2005,9,0,0
2,10693,7,24,11,2009,12,0,0
4,1565,5,9,3,2006,16,35,0
5,12760,6,6,8,2004,8,0,0
1,3635,1,3,9,2012,13,40,0
2,4773,5,23,2,2010,8,0,0
1,18437,4,11,1,2010,22,25,0
3,2079,9,16,4,2003,10,0,0
4,1429,10,30,6,2005,16,41,0
5,139,2,18,5,2007,17,45,0
4,248,7,25,8,2005,12,30,0
2,310,8,22,8,2006,0,1,0
4,1026,5,17,11,2011,12,30,0
3,691,5,29,6,2005,20,30,0
4,83,2,13,11,2014,21,43,0
7,6727,6,8,2,2004,14,20,0
1,125,2,18,8,2014,15,20,0
6,17243,1,8,9,2012,13,0,0
5,550,3,17,10,2003,18,30,0
4,8063,4,27,7,2006,2,35,0
4,11301,6,7,10,2010,19,0,0
5,3115,9,16,12,2005,19,0,0
7,4287,6,7,10,2007,21,20,0
4,714,2,20,3,2014,17,47,0
3,6961,3,14,11,2012,12,0,0
2,1975,2,18,5,2010,0,1,0
5,605,6,6,9,2013,23,0,0
3,13581,8,25,6,2008,0,1,0
2,14825,9,15,9,2009,23,0,0
5,803,6,24,1,2014,11,0,0
4,10457,8,2,10,2014,18,0,0
3,5016,5,24,3,2010,16,30,0
7,1399,10,29,11,2009,3,0,0
7,259,5,21,4,2013,14,59,0
3,102,10,1,12,2010,10,29,0
1,772,10,15,11,2010,19,0,0
2,3001,1,4,8,2009,22,45,0
1,5956,8,1,10,2012,0,1,0
4,872,2,2,9,2004,11,50,0
5,148,5,1,6,2012,8,0,0
7,156,2,18,5,2014,1,57,0
1,93,7,29,4,2013,0,1,0
4,16755,8,27,12,2012,16,0,0
7,10955,7,15,6,2003,20,0,0
2,159,6,6,9,2005,17,55,0
1,4674,5,12,12,2005,1,30,0
4,365,1,18,10,2012,9,16,0
6,3095,9,28,6,2014,16,30,0
4,16595,5,27,12,2012,15,30,0
4,3808,9,20,2,2014,8,0,0
2,5621,4,29,6,2010,10,45,0
5,1918,1,28,12,2007,1,0,0
1,844,5,28,4,2008,14,10,0
4,28,4,15,5,2014,0,1,0
3,408,2,13,7,2011,19,22,0
6,7172,1,8,3,2008,10,15,0
6,4494,3,31,10,2009,11,55,0
7,1870,1,13,3,2005,15,0,0
7,3469,7,12,8,2007,1,40,0
4,102,10,11,8,2011,9,2,0
7,1890,9,13,6,2004,2,40,0
1,3611,3,15,11,2010,9,0,0
4,1190,3,27,1,2011,21,52,0
6,6760,8,30,6,2007,18,9,0
4,6634,1,19,5,2011,2,39,0
4,70,10,22,8,2013,22,53,0
7,703,8,14,2,2010,13,17,0
4,15058,3,28,6,2007,22,0,0
7,1563,7,11,9,2005,2,0,0
6,10511,9,30,7,2005,14,41,0
6,2467,6,5,4,2014,23,30,0
3,13,3,25,1,2012,0,1,0
2,4280,4,24,1,2012,19,40,0
5,5885,9,11,3,2011,15,10,0
1,534,4,24,7,2006,18,5,0
5,1162,1,30,4,2004,9,0,0
7,11376,1,14,7,2013,18,22,0
4,2095,1,24,7,2014,0,30,0
4,4165,6,9,1,2014,23,32,0
7,1611,3,25,9,2011,18,58,0
2,5241,5,28,6,2005,15,15,0
3,6289,3,19,3,2014,22,50,0
6,16249,9,21,3,2009,21,0,0
3,3272,2,30,9,2009,19,15,0
4,141,6,29,5,2014,19,49,0
1,4858,1,22,12,2014,15,29,0
1,4518,1,16,5,2005,18,0,0
3,9383,2,13,6,2007,12,0,0
5,3629,4,16,7,2010,22,0,0
4,1399,10,2,10,2003,9,0,0
6,28,4,15,11,2008,1,45,0
3,139,2,6,2,2013,14,40,0
4,83,2,9,1,2003,8,48,0
4,1226,4,3,5,2012,2,30,0
4,5527,5,11,3,2010,22,52,0
6,10017,8,4,12,2010,12,0,0
2,643,4,29,10,2013,0,45,0
7,8640,3,9,9,2012,0,1,0
7,16655,4,28,3,2010,12,0,0
2,15152,9,22,3,2005,19,15,0
3,4558,2,11,6,2003,20,0,0
4,6355,5,22,1,2009,21,0,0
4,1625,2,6,4,2006,0,1,0
6,2420,8,6,4,2013,12,0,0
7,10923,4,14,2,2010,1,30,0
2,146,10,4,5,2010,14,28,0
1,3734,1,7,2,2011,9,30,0
1,823,2,2,4,2007,11,50,0
3,3334,5,20,2,2013,12,0,0
4,5876,2,27,11,2003,17,0,0
6,2844,9,10,9,2005,15,20,0
7,1828,8,9,5,2010,23,0,0
6,77,10,27,8,2011,21,0,0
6,4709,5,15,11,2014,0,1,0
5,4603,5,21,2,2014,8,30,0
3,300,5,21,8,2013,1,32,0
3,5500,9,7,1,2004,12,0,0
6,3677,2,18,10,2003,18,0,0
6,1453,10,27,1,2007,10,20,0
7,276,7,11,3,2007,17,30,0
6,1562,9,29,1,2005,21,30,0
2,88,2,12,10,2004,11,30,0
7,1224,1,17,5,2009,2,15,0
6,3773,3,31,12,2011,19,30,0
1,1302,2,24,7,2006,18,0,0
4,1823,1,18,9,2003,15,0,0
4,3532,3,14,1,2010,17,0,0
3,467,1,27,7,2011,13,0,0
5,577,2,27,7,2007,10,0,0
3,9547,5,14,10,2009,0,13,0
1,11980,4,28,5,2012,19,0,0
7,213,4,27,7,2014,17,4,0
4,2348,1,3,5,2012,20,48,0
6,4120,7,17,11,2007,10,2,0
6,3774,2,28,7,2012,4,0,0
1,1862,5,12,11,2007,17,54,0
7,5444,10,25,7,2004,12,15,0
4,4140,10,2,9,2004,10,57,0
1,2436,5,3,3,2008,19,0,0
5,6639,4,8,2,2013,10,15,0
2,1587,2,18,9,2007,9,30,0
4,4729,1,27,7,2006,0,1,0
1,497,8,17,3,2014,15,46,0
1,726,1,31,10,2011,7,15,0
3,11782,2,10,1,2007,3,0,0
5,125,2,11,1,2013,0,1,0
7,14284,7,12,2,2012,0,1,0
7,13495,9,21,10,2012,20,0,0
2,5422,10,17,9,2013,18,0,0
5,408,2,23,9,2005,19,30,0
6,7712,5,10,1,2015,20,45,0
3,1927,1,25,1,2006,21,45,0
5,17882,1,23,3,2012,14,55,0
1,511,4,26,12,2005,12,0,0
5,5591,5,18,5,2012,18,0,0
7,8990,2,4,12,2005,19,0,0
7,8755,9,9,10,2005,18,0,0
4,351,7,15,5,2014,16,0,0
1,3299,8,13,10,2014,14,0,0
4,12997,5,1,5,2014,12,0,0
4,2121,9,1,5,2014,8,0,0
4,4470,9,3,4,2014,15,0,0
6,466,6,23,8,2014,11,0,0
5,568,4,12,3,2010,16,40,0
3,2490,3,12,11,2008,11,30,0
7,468,2,22,4,2012,23,14,0
7,213,4,10,2,2008,16,32,0
7,232,4,15,6,2003,21,5,0
3,2439,2,14,5,2014,16,31,0
2,16021,1,20,9,2011,22,10,0
7,1263,2,15,7,2012,0,5,0
7,4196,3,29,12,2013,15,36,0
6,12194,1,28,6,2014,2,30,0
7,9718,5,4,11,2012,18,30,0
3,7291,6,29,10,2014,20,30,0
2,9887,9,8,8,2006,22,30,0
6,10755,6,28,6,2014,11,40,0
7,9644,8,19,11,2006,1,46,0
4,533,2,14,11,2013,19,0,0
7,1775,4,21,9,2014,2,0,0
4,1199,5,24,7,2014,8,10,0
4,2862,10,18,3,2004,14,40,0
6,604,8,20,11,2010,2,5,0
4,18322,3,9,8,2007,22,0,0
7,139,2,22,2,2004,21,55,0
4,16476,3,24,2,2005,13,18,0
3,4261,4,17,10,2012,19,0,0
5,229,5,18,5,2007,22,50,0
5,1041,5,4,11,2005,14,13,0
1,2693,1,12,11,2007,11,30,0
3,9536,7,20,4,2005,22,0,0
4,1524,3,11,8,2011,13,0,0
3,5403,10,24,2,2010,15,25,0
7,1141,10,20,11,2005,23,5,0
7,2718,6,5,11,2006,1,2,0
1,614,8,13,12,2010,13,29,0
6,323,9,10,3,2012,13,8,0
7,9674,8,1,1,2012,12,0,0
3,39,3,29,9,2004,18,43,0
3,10633,5,9,8,2006,17,5,0
4,4231,9,3,5,2007,10,30,0
6,2889,10,25,9,2010,20,40,0
7,2781,5,24,2,2013,23,30,0
3,514,5,2,11,2005,0,59,0
4,1383,7,13,11,2003,8,30,0
7,5444,10,25,7,2004,12,15,0
7,2573,5,5,5,2013,19,0,0
2,6847,3,1,6,2010,16,15,0
7,16176,8,23,10,2011,14,0,0
3,1117,4,13,6,2012,3,10,0
3,501,4,9,3,2005,16,30,0
3,2898,7,21,9,2005,12,58,0
3,10053,7,12,12,2012,14,35,0
5,8139,5,18,5,2007,22,30,0
6,12929,9,3,5,2014,19,0,0
6,13821,8,26,3,2011,15,20,0
1,20974,9,16,4,2007,20,52,0
3,1969,4,1,11,2006,8,30,0
6,5637,5,19,11,2011,21,0,0
5,1682,8,30,7,2010,2,20,0
3,7225,9,1,9,2004,21,0,0
2,157,10,6,1,2009,6,45,0
1,12355,6,25,6,2012,14,0,0
6,548,10,18,10,2008,22,15,0
4,7273,8,3,5,2007,16,20,0
1,19426,9,5,7,2004,3,33,0
6,263,1,1,11,2014,1,45,0
4,102,10,23,12,2004,18,15,0
3,646,6,21,9,2005,14,30,0
3,933,9,8,8,2007,17,0,0
6,644,1,10,1,2015,0,56,0
6,16082,2,16,7,2005,5,14,0
4,2462,2,25,12,2008,14,30,0
5,554,10,6,8,2004,9,0,0
6,6027,8,8,9,2007,18,0,0
3,1827,2,16,5,2007,9,15,0
1,3890,6,6,1,2003,12,30,0
1,5321,8,2,9,2013,0,16,0
1,1808,9,27,6,2005,11,30,0
4,13291,8,8,8,2013,16,30,0
5,905,5,27,1,2012,16,0,0
3,213,4,19,3,2003,0,7,0
3,4723,5,15,10,2014,0,7,0
3,5491,3,9,2,2005,19,5,0
1,9953,4,22,8,2005,11,30,0
1,4298,10,8,8,2011,3,45,0
6,821,10,29,7,2006,3,0,0
2,1004,1,23,6,2009,8,0,0
1,8192,6,16,5,2011,21,0,0
1,4118,7,5,1,2004,16,50,0
6,159,6,23,3,2013,13,10,0
4,7366,2,20,3,2008,9,30,0
4,2373,2,12,6,2014,23,15,0
1,125,2,1,9,2003,0,1,0
7,366,10,21,11,2010,18,10,0
5,366,10,10,1,2003,21,0,0
2,6046,3,31,5,2011,15,27,0
2,5758,4,30,9,2003,21,0,0
2,5531,9,4,4,2006,8,0,0
2,7590,4,22,3,2005,22,55,0
6,5140,6,26,2,2005,21,0,0
6,1524,3,2,6,2012,16,0,0
7,8116,1,11,1,2009,1,20,0
5,125,2,2,6,2006,16,30,0
1,3301,2,22,12,2014,11,0,0
2,8417,6,28,12,2010,17,0,0
1,3771,5,8,8,2011,9,30,0
2,1918,1,20,1,2015,15,30,0
1,125,2,29,11,2010,15,0,0
7,2620,5,21,4,2013,1,0,0
5,20910,8,11,8,2006,11,27,0
3,451,2,15,9,2004,2,20,0
4,7838,4,19,2,2004,16,14,0
5,1918,1,27,7,2012,15,15,0
5,2781,5,16,4,2004,18,15,0
3,12588,1,26,5,2004,12,0,0
1,593,8,11,5,2015,18,58,0
2,7491,5,8,1,2013,19,24,0
2,15623,3,23,7,2013,12,0,0
6,2929,2,8,3,2008,13,30,0
1,2257,1,5,1,2015,13,0,0
4,14424,9,18,4,2013,0,1,0
6,3959,7,8,4,2006,23,30,0
1,5464,5,20,9,2010,19,15,0
6,1780,4,8,3,2003,9,0,0
5,1943,2,8,2,2008,21,0,0
6,6936,7,1,6,2013,9,30,0
7,737,5,2,1,2011,12,45,0
2,17724,9,15,5,2012,9,15,0
2,19398,4,7,7,2009,23,0,0
7,965,1,9,4,2006,19,0,0
2,7668,4,22,7,2008,6,45,0
4,14078,8,27,5,2004,22,43,0
3,392,4,22,9,2010,17,0,0
3,2121,9,6,4,2011,21,16,0
6,10238,5,26,2,2005,15,30,0
5,2911,10,2,6,2006,13,44,0
1,10522,2,8,8,2005,8,25,0
4,6092,3,25,3,2010,16,0,0
2,1091,10,1,5,2012,19,0,0
4,4879,1,13,12,2012,12,25,0
3,3419,8,13,10,2004,9,40,0
3,2354,6,15,10,2008,6,5,0
6,7203,9,24,1,2015,22,4,0
3,5633,8,28,12,2011,20,40,0
6,8207,8,5,5,2007,20,30,0
3,658,6,9,7,2014,1,30,0
6,1775,4,22,2,2014,14,20,0
2,2261,4,6,7,2004,13,50,0
3,877,2,31,5,2006,17,0,0
2,6134,8,21,8,2012,12,0,0
6,2405,1,25,8,2007,8,0,0
6,518,10,26,7,2014,21,56,0
5,1339,2,19,9,2003,18,0,0
3,2021,9,7,1,2004,7,0,0
5,3575,3,1,5,2009,23,13,0
1,18932,2,14,11,2005,22,41,0
4,13466,5,12,1,2012,1,45,0
2,11850,3,6,9,2005,3,55,0
6,14853,8,3,5,2003,2,0,0
5,3180,10,28,11,2003,14,31,0
2,726,1,10,1,2012,9,35,0
4,2263,9,29,5,2014,21,0,0
4,7566,8,22,4,2010,13,0,0
5,3532,3,30,6,2006,21,20,0
6,125,2,6,4,2013,19,45,0
6,2539,8,18,12,2010,8,3,0
5,8587,9,10,3,2006,0,1,0
1,125,2,7,2,2005,13,0,0
5,4535,1,24,1,2014,21,30,0
6,7139,3,20,9,2008,16,50,0
2,14793,5,3,4,2007,6,0,0
7,13147,9,13,7,2008,2,15,0
1,11086,8,12,12,2005,15,50,0
3,958,4,22,7,2009,18,25,0
3,1970,5,27,1,2010,8,25,0
1,4815,3,18,8,2003,11,5,0
2,2091,2,14,10,2003,19,35,0
6,2811,1,11,12,2004,10,30,0
6,485,2,15,12,2007,11,0,0
6,6313,3,2,7,2005,16,30,0
2,5422,5,11,6,2013,0,25,0
1,11557,2,21,8,2006,23,0,0
3,14327,6,15,5,2013,19,45,0
1,2822,1,29,10,2012,5,5,0
3,11432,3,15,10,2003,10,5,0
3,5537,7,18,10,2006,12,30,0
3,1351,8,19,9,2007,17,5,0
4,8695,1,10,7,2008,23,0,0
5,64,4,12,1,2007,13,45,0
2,238,2,3,9,2013,15,22,0
4,12502,8,20,10,2005,22,0,0
2,9629,5,18,3,2014,22,5,0
3,402,4,24,12,2003,5,55,0
1,138,10,27,10,2008,21,20,0
7,5959,9,22,2,2015,0,1,0
1,3281,2,6,1,2014,22,30,0
1,1807,6,12,5,2014,15,0,0
7,8973,1,7,10,2007,16,30,0
3,125,2,2,6,2010,11,35,0
6,2733,4,18,12,2010,14,20,0
5,8109,5,14,5,2004,13,30,0
6,8247,7,13,1,2007,10,55,0
5,5769,7,24,2,2012,0,1,0
5,96,10,23,1,2004,1,31,0
7,5884,5,22,2,2015,18,0,0
5,125,2,16,5,2008,7,0,0
6,1860,2,11,2,2012,16,0,0
5,5313,1,4,11,2005,19,0,0
2,2863,2,28,10,2008,0,10,0
2,4203,6,2,9,2003,10,30,0
3,5785,4,8,3,2006,15,0,0
3,3846,10,16,4,2014,7,50,0
6,156,2,30,12,2006,9,30,0
6,7096,1,29,7,2006,19,3,0
4,12559,4,25,11,2004,20,0,0
6,504,4,25,8,2007,18,0,0
2,13910,7,8,12,2009,21,21,0
4,138,10,15,7,2010,15,51,0
5,4337,2,21,5,2010,19,0,0
7,1963,7,9,10,2005,12,1,0
3,4111,10,10,12,2003,18,40,0
6,9425,1,17,5,2014,9,0,0
6,19386,5,10,4,2010,18,0,0
2,548,10,29,5,2007,14,37,0
3,463,3,1,6,2005,18,30,0
7,6825,5,4,5,2008,22,0,0
5,3288,8,27,6,2008,8,30,0
3,2948,4,14,11,2007,5,2,0
7,1703,5,10,8,2014,18,0,0
5,4703,1,22,2,2008,13,59,0
1,12766,8,12,12,2005,9,0,0
7,307,3,3,6,2012,23,6,0
6,4902,4,13,2,2010,18,30,0
7,11101,8,13,1,2013,19,0,0
4,2271,10,17,10,2013,8,5,0
4,12355,6,10,7,2008,1,45,0
3,11883,8,2,4,2014,13,0,0
2,2078,9,15,5,2007,15,0,0
5,2428,5,27,6,2003,1,20,0
2,6326,7,16,5,2006,19,46,0
4,17105,6,18,10,2012,6,0,0
3,559,6,7,3,2012,18,30,0
3,9719,4,1,10,2014,17,36,0
3,8571,5,6,8,2014,9,45,0
3,19807,3,12,11,2003,21,22,0
6,867,1,22,2,2014,15,45,0
5,1979,4,24,7,2009,23,0,0
1,324,1,16,4,2012,17,35,0
2,255,10,24,8,2010,20,0,0
1,125,2,2,2,2015,19,30,0
