"day","address","location","date","month","year","hour","min","SECONDARYCODES"
2,5298,3,11,7,2006,3,41,0
5,644,1,22,9,2006,20,20,0
7,11593,9,24,4,2011,15,0,0
5,6018,5,22,9,2006,11,0,0
1,501,4,20,2,2012,11,0,0
4,1809,10,17,5,2012,22,30,0
3,10602,1,7,9,2005,15,30,0
6,5444,10,8,3,2014,11,48,0
1,8212,8,26,6,2006,19,45,0
3,125,2,31,10,2012,9,0,0
2,408,2,18,9,2012,16,44,0
5,10236,6,19,9,2014,7,44,0
7,4601,1,30,11,2014,22,0,0
3,15389,1,8,9,2010,19,43,0
2,304,4,21,1,2003,18,0,0
3,528,10,28,12,2011,17,0,0
3,11535,9,9,2,2011,0,1,0
4,12086,5,19,4,2012,1,13,0
2,2945,3,10,8,2010,21,59,0
1,17269,3,5,9,2005,5,45,0
7,7040,8,27,1,2008,15,20,0
1,8859,8,16,9,2013,12,19,0
3,14439,3,11,12,2013,18,30,0
4,703,8,19,10,2006,0,7,0
5,8881,3,3,10,2014,11,30,0
3,779,2,26,11,2014,22,7,0
4,10584,8,12,11,2009,13,53,0
1,8089,1,5,1,2015,9,50,0
1,6677,5,25,5,2009,12,0,0
3,870,4,9,7,2014,11,0,0
3,1224,1,3,5,2006,3,36,0
1,92,1,29,11,2010,0,1,0
5,5107,10,8,9,2006,0,10,0
1,1604,2,29,9,2014,12,0,0
6,13709,1,17,6,2006,8,30,0
1,3042,8,10,1,2005,10,33,0
5,138,10,8,2,2008,15,0,0
2,1869,8,28,4,2015,22,44,0
1,2221,9,18,9,2006,12,0,0
5,643,4,12,2,2010,1,26,0
3,468,2,12,1,2005,12,0,0
7,363,2,10,8,2014,18,0,0
4,4298,10,28,6,2007,9,30,0
6,185,2,10,1,2009,23,48,0
6,9916,7,25,3,2006,12,30,0
7,831,4,20,4,2014,3,31,0
3,8547,7,6,4,2005,8,0,0
4,9649,9,30,5,2013,22,8,0
5,11326,8,11,1,2013,10,0,0
4,870,4,2,11,2006,17,45,0
1,1037,8,23,11,2009,23,0,0
7,2391,2,19,4,2015,0,45,0
6,7159,5,23,2,2008,0,1,0
1,7573,3,29,10,2007,18,56,0
6,1847,5,31,12,2005,11,6,0
6,939,5,10,1,2009,20,30,0
5,2425,2,20,2,2009,19,30,0
2,2365,5,23,12,2008,13,30,0
7,419,5,10,2,2013,18,30,0
2,9453,5,2,3,2004,8,38,0
2,189,2,3,4,2012,9,0,0
5,1453,10,7,4,2006,18,1,0
7,3013,6,31,10,2004,0,5,0
3,7282,5,9,3,2011,8,45,0
6,18262,8,18,9,2004,10,0,0
5,15670,7,28,7,2006,22,9,0
3,912,10,23,2,2011,13,30,0
5,12096,5,24,2,2006,12,0,0
5,1671,2,10,9,2010,22,45,0
1,7253,1,6,8,2007,18,30,0
5,9329,4,15,10,2004,1,50,0
4,4702,6,21,3,2013,11,0,0
5,4700,9,30,11,2012,17,0,0
3,1041,5,17,10,2007,13,0,0
7,2048,7,6,9,2009,20,0,0
5,7663,8,15,12,2006,19,0,0
3,1351,8,16,5,2007,15,0,0
1,9338,7,13,4,2009,23,1,0
1,2156,2,1,3,2004,12,0,0
6,1606,2,4,4,2009,21,18,0
7,3003,9,24,8,2014,17,0,0
2,2626,1,4,4,2006,5,30,0
3,999,1,31,10,2007,23,30,0
4,4881,1,22,2,2007,18,0,0
7,11159,1,8,5,2005,21,0,0
2,3949,7,7,3,2006,7,4,0
3,15607,6,24,7,2013,12,5,0
6,7722,1,4,4,2009,11,30,0
5,423,6,14,12,2012,23,30,0
3,358,6,1,9,2004,12,0,0
2,83,2,10,6,2014,9,44,0
3,17573,8,27,6,2012,16,7,0
4,766,8,24,1,2008,23,55,0
4,1913,5,17,4,2003,15,0,0
1,1220,10,10,11,2008,21,46,0
3,6677,5,24,12,2008,3,55,0
1,10340,8,31,3,2003,18,0,0
7,2891,5,16,11,2014,10,46,0
6,4534,5,21,3,2015,2,0,0
3,458,6,6,8,2003,2,0,0
5,11597,6,3,6,2005,19,0,0
6,7481,3,23,8,2003,21,0,0
1,1486,9,1,4,2013,16,0,0
2,345,2,4,5,2010,19,14,0
6,1123,3,2,5,2015,16,56,0
3,7211,4,19,3,2008,0,45,0
3,3015,6,27,7,2005,15,20,0
5,3505,7,18,11,2011,18,0,0
3,21901,5,1,10,2003,22,30,0
1,2382,1,14,4,2008,20,18,0
7,603,4,20,10,2013,16,6,0
5,9067,5,28,11,2008,17,0,0
4,323,9,24,3,2011,12,0,0
6,504,4,5,10,2013,6,59,0
3,2548,8,2,4,2014,23,0,0
1,803,6,1,9,2003,22,0,0
2,904,5,5,2,2013,19,30,0
2,83,2,18,10,2005,3,30,0
4,4108,6,23,8,2012,12,0,0
4,7068,10,20,2,2003,23,0,0
4,6838,9,5,2,2015,11,10,0
5,1386,2,3,4,2009,14,48,0
4,10768,5,20,2,2014,12,40,0
1,1429,10,7,3,2011,14,15,0
4,527,4,18,4,2013,1,0,0
6,16338,9,20,3,2004,16,30,0
5,3259,1,9,7,2004,6,30,0
3,53,1,12,12,2012,14,34,0
5,4729,1,22,9,2006,10,0,0
7,2385,4,5,10,2003,18,0,0
4,2645,5,24,8,2006,21,46,0
5,2430,8,14,1,2005,11,0,0
5,5102,8,15,1,2010,16,0,0
4,11625,8,19,9,2013,1,10,0
1,376,2,30,3,2015,2,0,0
7,21927,9,13,6,2004,18,48,0
1,268,1,17,9,2012,14,0,0
6,11478,7,29,1,2005,15,47,0
7,2265,4,27,1,2013,11,43,0
5,232,4,30,5,2014,1,18,0
2,1157,2,27,11,2012,10,15,0
6,10748,7,31,10,2009,12,22,0
6,2835,10,8,3,2008,16,15,0
1,4576,6,19,9,2005,19,53,0
1,211,5,25,6,2007,19,25,0
5,4166,1,8,3,2013,22,50,0
7,1404,7,11,8,2013,8,30,0
5,1339,2,14,6,2013,9,50,0
7,8747,8,21,10,2007,15,0,0
2,14095,7,9,2,2010,22,30,0
4,3396,10,1,5,2008,15,50,0
6,3877,3,12,12,2009,12,0,0
7,12744,6,10,10,2010,16,5,0
5,435,10,27,8,2010,5,51,0
7,125,2,20,6,2010,15,0,0
6,3612,4,21,4,2007,0,1,0
6,16697,6,12,2,2005,23,30,0
2,600,3,13,6,2006,10,49,0
3,925,2,16,5,2012,20,15,0
7,10232,1,11,9,2005,8,0,0
3,468,2,9,1,2013,16,0,0
3,1428,3,24,2,2010,22,20,0
1,8561,8,16,9,2013,23,8,0
4,12103,4,9,8,2012,4,0,0
2,8990,2,28,4,2009,23,50,0
6,1219,2,22,2,2003,5,30,0
7,243,3,20,10,2013,1,5,0
3,1553,4,4,4,2012,17,41,0
2,11127,7,28,6,2011,8,0,0
3,93,7,1,10,2014,9,0,0
5,198,1,20,2,2015,6,30,0
3,359,10,13,1,2010,11,0,0
3,6171,5,17,10,2012,10,40,0
6,2123,5,11,8,2012,22,0,0
5,3395,9,2,5,2008,19,0,0
2,139,2,1,4,2008,11,0,0
4,1473,1,25,12,2008,21,0,0
7,6917,4,27,7,2014,22,30,0
1,6683,3,14,4,2008,18,5,0
3,554,10,10,7,2013,8,0,0
3,21848,3,22,1,2003,16,50,0
1,18809,7,7,3,2011,10,0,0
1,17539,8,28,11,2005,10,0,0
1,88,2,12,5,2008,13,0,0
7,2748,1,29,11,2009,5,0,0
6,1091,10,26,2,2011,14,50,0
6,12568,4,27,7,2013,13,30,0
5,2194,3,21,10,2011,9,30,0
6,1717,2,7,9,2013,19,30,0
4,7757,4,20,5,2010,12,0,0
5,2848,2,18,10,2013,9,0,0
3,1634,5,28,12,2005,22,28,0
4,1351,8,15,5,2008,9,8,0
7,139,2,3,6,2007,17,19,0
1,1351,8,27,9,2004,20,0,0
5,411,3,1,5,2009,12,5,0
3,1091,10,26,11,2003,11,33,0
2,1975,2,27,5,2008,15,0,0
6,9463,3,9,4,2005,22,12,0
5,2382,1,13,11,2009,5,15,0
7,3497,8,10,4,2011,16,0,0
7,1677,2,13,1,2013,0,1,0
7,501,4,24,2,2008,0,51,0
1,11430,1,6,1,2003,16,30,0
3,13812,3,17,11,2010,11,31,0
7,408,2,22,5,2011,16,5,0
1,3444,4,24,11,2003,18,45,0
2,9437,4,12,6,2007,6,0,0
6,3917,5,16,6,2012,23,30,0
7,3081,2,17,5,2009,5,0,0
6,5097,9,5,10,2013,14,0,0
4,1466,3,23,3,2006,17,0,0
2,83,2,26,7,2011,18,0,0
6,83,2,10,8,2013,13,30,0
5,3717,6,4,11,2005,18,30,0
3,88,2,16,11,2005,10,20,0
5,6588,1,12,12,2008,15,0,0
7,13419,9,2,11,2003,2,44,0
2,140,1,4,10,2005,9,40,0
2,501,4,10,1,2012,17,0,0
5,2436,5,2,5,2014,22,0,0
4,408,2,2,9,2004,17,30,0
7,896,2,14,7,2013,16,30,0
3,1220,10,21,8,2013,15,30,0
3,2341,5,3,10,2007,10,45,0
3,21862,5,29,9,2004,6,0,0
4,6478,9,16,9,2004,15,0,0
7,2106,7,20,4,2014,15,30,0
5,7516,1,11,6,2004,13,15,0
7,21763,7,5,9,2004,18,5,0
7,2897,5,10,4,2005,22,0,0
5,4728,8,6,10,2006,16,30,0
5,12623,7,21,3,2008,22,0,0
3,8610,5,12,12,2007,0,27,0
3,3619,2,7,3,2012,14,18,0
1,10992,6,16,4,2012,23,30,0
2,4537,1,21,12,2004,0,1,0
6,3524,3,17,6,2006,23,41,0
4,4378,2,24,7,2014,17,45,0
5,1373,1,26,2,2010,18,10,0
2,97,2,15,6,2010,14,38,0
7,19219,8,1,8,2010,0,1,0
6,1012,4,20,3,2004,0,1,0
4,841,2,5,2,2015,12,27,0
5,713,4,2,7,2010,4,0,0
2,1042,3,23,11,2004,11,53,0
5,665,3,29,11,2013,11,28,0
2,1150,2,21,8,2007,18,20,0
5,6008,9,1,6,2012,21,0,0
6,10411,4,30,6,2012,17,15,0
5,56,2,22,3,2013,9,40,0
3,1244,5,22,8,2007,20,0,0
5,4590,5,29,1,2010,0,45,0
3,1289,3,26,6,2013,5,0,0
1,11834,5,4,2,2008,18,25,0
4,1281,2,5,4,2007,2,0,0
6,7854,1,29,6,2013,22,45,0
2,6185,7,12,11,2013,0,30,0
7,3839,7,20,9,2009,16,0,0
3,15166,7,1,5,2013,19,0,0
4,408,2,12,1,2012,17,50,0
4,9234,6,8,8,2013,1,0,0
5,9856,1,24,3,2006,8,30,0
5,6223,2,3,6,2005,23,30,0
1,2620,5,5,1,2015,7,48,0
7,1009,2,23,8,2009,13,0,0
6,2214,1,16,5,2009,18,22,0
2,125,2,4,3,2014,14,20,0
2,5701,6,16,9,2003,1,0,0
6,3076,5,27,3,2010,23,10,0
7,408,2,28,12,2014,18,40,0
2,13848,9,18,2,2014,16,0,0
4,504,4,9,1,2014,11,43,0
3,530,8,18,4,2012,21,53,0
4,125,2,15,10,2009,19,30,0
4,772,10,3,4,2003,13,30,0
1,4464,5,14,5,2012,21,27,0
6,2706,10,25,8,2007,12,30,0
4,872,2,2,6,2011,22,5,0
1,348,10,14,11,2005,17,30,0
3,1954,10,7,4,2010,12,58,0
6,16510,8,9,2,2013,16,0,0
3,8761,7,10,12,2014,13,0,0
6,11786,4,1,11,2008,21,5,0
2,13581,8,14,6,2005,22,30,0
4,717,2,11,2,2010,23,45,0
5,1129,4,9,8,2013,15,0,0
4,5410,9,19,4,2012,2,0,0
1,907,6,22,1,2007,13,32,0
2,2472,8,8,1,2013,16,45,0
6,125,2,29,1,2005,21,30,0
7,9893,3,23,3,2014,19,43,0
7,4405,5,22,2,2009,22,0,0
6,5844,5,11,1,2003,13,13,0
3,18849,3,3,5,2006,1,30,0
4,11027,7,19,2,2009,12,0,0
7,2341,5,21,9,2008,3,40,0
3,357,4,30,4,2008,16,30,0
2,571,2,25,12,2007,22,0,0
6,12087,5,29,12,2007,22,31,0
3,19327,8,2,9,2009,16,55,0
2,1154,9,26,6,2012,0,1,0
2,10829,7,6,4,2010,23,20,0
7,3492,4,5,4,2009,1,17,0
4,9098,8,16,10,2003,14,5,0
5,5477,8,13,6,2014,13,30,0
2,1119,2,11,1,2011,11,5,0
4,4672,5,8,9,2005,8,15,0
4,3546,2,15,7,2010,16,30,0
7,2140,2,15,7,2007,21,30,0
1,4603,5,16,3,2009,11,0,0
1,10633,5,27,10,2008,22,0,0
6,10602,1,28,7,2012,15,0,0
7,1379,1,30,5,2004,8,6,0
2,9453,5,30,3,2004,22,15,0
4,4097,2,8,9,2005,1,30,0
3,744,10,11,1,2012,10,43,0
4,3423,2,19,5,2011,10,24,0
1,2092,7,27,4,2015,19,0,0
6,6184,3,19,11,2011,11,0,0
7,2121,9,17,6,2012,18,0,0
3,6867,2,18,4,2012,7,37,0
3,8154,2,20,9,2006,12,0,0
6,10015,2,12,6,2004,22,0,0
4,957,2,7,8,2003,18,0,0
5,9969,3,25,3,2011,0,1,0
7,125,2,10,4,2011,9,45,0
1,15609,3,4,2,2008,22,0,0
3,1330,6,2,9,2009,12,0,0
1,926,4,13,4,2015,15,39,0
3,1286,1,3,3,2004,7,50,0
5,5367,5,21,10,2005,12,35,0
7,4406,6,24,4,2011,22,14,0
6,5524,5,8,4,2006,10,36,0
4,23215,8,9,1,2003,20,0,0
2,1341,7,15,4,2003,11,0,0
4,3897,3,19,3,2015,20,0,0
3,5464,5,11,1,2006,14,0,0
5,6779,4,31,10,2014,9,20,0
5,842,1,26,7,2013,22,35,0
6,4134,2,11,7,2009,22,0,0
3,125,2,22,9,2010,17,0,0
5,21794,5,23,7,2004,16,0,0
4,3277,8,15,5,2014,22,0,0
1,13577,2,3,3,2014,11,0,0
5,408,2,25,7,2008,15,30,0
5,2445,2,2,10,2009,0,1,0
4,1982,3,5,2,2015,20,0,0
4,653,10,8,7,2004,23,52,0
4,559,6,15,5,2003,18,10,0
6,7165,1,26,3,2011,18,30,0
7,2916,1,23,10,2011,10,0,0
1,220,4,8,8,2011,23,0,0
7,3307,4,1,6,2003,19,51,0
2,98,4,14,5,2013,15,21,0
6,1934,8,15,5,2004,1,0,0
2,213,4,12,6,2012,5,50,0
1,7109,1,31,10,2011,2,30,0
2,157,10,12,7,2011,5,44,0
1,8771,2,11,7,2011,15,42,0
3,13687,8,5,9,2007,14,42,0
2,2198,9,12,10,2004,17,55,0
5,772,10,3,4,2009,2,41,0
1,11632,3,10,11,2008,20,18,0
6,3296,9,24,1,2004,19,25,0
1,4770,2,31,3,2014,19,34,0
5,15239,9,12,7,2013,17,0,0
3,17603,3,27,12,2006,16,0,0
7,1224,1,25,3,2007,23,0,0
6,3859,2,21,5,2011,10,27,0
1,11919,8,28,4,2014,15,52,0
6,1917,2,6,5,2006,11,0,0
6,4726,10,26,6,2004,3,54,0
5,664,8,26,6,2009,8,10,0
3,7281,9,30,11,2011,0,1,0
7,8687,4,6,5,2007,15,30,0
4,14065,4,12,1,2006,14,20,0
7,138,10,2,7,2006,0,3,0
6,3113,4,21,4,2012,18,10,0
1,721,5,9,6,2003,0,56,0
7,200,2,5,11,2006,22,30,0
3,2522,5,21,8,2013,16,30,0
5,4994,4,3,10,2003,2,10,0
3,5409,9,20,9,2006,15,0,0
7,8437,2,5,6,2011,15,26,0
6,5090,3,10,1,2004,18,0,0
7,346,1,10,8,2008,12,0,0
7,6471,6,27,12,2009,16,0,0
4,1919,8,9,9,2010,12,0,0
6,3102,1,24,3,2012,10,30,0
2,1255,6,9,3,2010,17,16,0
3,21771,5,1,9,2004,21,39,0
4,872,2,9,12,2004,14,49,0
1,6170,7,27,10,2008,0,1,0
3,19088,10,6,8,2003,13,10,0
1,323,9,25,11,2013,20,0,0
2,1182,5,11,11,2008,23,0,0
6,2428,5,15,6,2013,11,30,0
5,4142,6,3,10,2003,0,30,0
6,409,7,25,8,2012,12,0,0
5,3184,9,14,12,2012,14,0,0
3,7819,4,23,1,2013,11,51,0
5,4476,5,22,10,2010,9,0,0
3,2954,8,17,4,2013,10,11,0
6,3585,8,4,4,2015,7,0,0
2,144,4,4,3,2008,14,0,0
1,6393,3,5,1,2004,2,8,0
3,7516,1,4,2,2009,11,30,0
4,288,2,28,11,2013,3,30,0
1,1243,5,29,4,2013,13,54,0
1,2710,8,16,5,2005,11,30,0
3,83,2,1,5,2013,1,30,0
6,2907,4,28,6,2003,16,3,0
4,13523,9,16,5,2013,9,0,0
3,6919,3,17,4,2013,19,0,0
5,1470,1,13,8,2010,12,44,0
7,3805,9,6,9,2009,14,15,0
6,21770,1,31,5,2003,11,0,0
6,601,9,8,9,2007,20,37,0
7,2904,2,9,2,2014,23,15,0
4,1496,5,19,3,2015,18,0,0
3,10345,9,15,5,2013,14,50,0
4,779,2,13,12,2007,0,1,0
2,5348,1,14,9,2004,21,0,0
3,16010,7,25,11,2009,0,1,0
6,5139,2,7,9,2013,6,14,0
5,3460,3,9,4,2010,11,0,0
4,223,10,6,8,2009,1,12,0
4,1752,3,19,2,2009,0,1,0
5,5156,4,4,5,2007,16,30,0
5,3159,7,13,1,2012,16,30,0
5,5413,6,6,3,2015,14,45,0
3,435,10,5,4,2006,8,49,0
7,2096,8,12,8,2007,19,10,0
6,5145,8,12,2,2011,16,43,0
4,125,2,28,11,2013,15,0,0
6,125,2,26,7,2003,10,24,0
6,3892,2,26,12,2009,0,1,0
1,8092,3,27,10,2014,14,22,0
7,645,3,31,10,2004,13,56,0
7,6131,6,18,12,2011,16,34,0
5,4071,4,8,2,2008,14,35,0
4,5464,5,13,11,2014,13,0,0
7,15205,3,1,6,2003,10,57,0
3,3234,4,24,3,2010,16,40,0
4,1235,5,29,5,2014,16,0,0
5,6279,9,23,1,2009,2,0,0
6,116,5,14,7,2012,1,45,0
2,9518,4,7,8,2007,14,27,0
4,545,3,27,6,2013,7,30,0
1,4240,1,14,10,2013,7,0,0
1,3772,4,18,8,2003,8,10,0
2,357,4,18,9,2012,14,1,0
4,3044,4,1,12,2011,23,5,0
3,2984,9,25,6,2014,10,30,0
6,1806,5,7,10,2006,18,18,0
1,93,7,22,6,2009,8,25,0
6,4031,3,11,9,2010,6,52,0
4,1162,1,19,2,2015,21,20,0
7,9863,5,26,12,2004,13,5,0
4,2772,9,22,7,2004,21,0,0
5,272,8,8,8,2008,14,30,0
7,485,2,11,3,2012,5,0,0
3,17330,2,11,6,2003,21,0,0
6,2907,4,23,8,2008,17,32,0
2,816,2,27,5,2014,3,7,0
2,7119,4,22,2,2005,19,17,0
5,8082,5,15,7,2005,21,0,0
7,117,1,29,1,2006,21,0,0
2,14561,9,2,3,2004,7,0,0
3,2212,8,4,5,2005,8,30,0
3,2143,8,12,11,2014,0,1,0
3,13662,4,5,3,2003,10,45,0
2,18,10,21,2,2006,17,15,0
3,2927,2,12,12,2007,10,30,0
3,4052,4,10,8,2011,22,30,0
6,1157,2,8,10,2005,12,0,0
2,100,2,6,8,2013,19,0,0
5,744,10,7,4,2006,8,59,0
7,1144,6,21,11,2010,19,18,0
7,4403,7,22,3,2015,2,5,0
6,5107,10,28,6,2008,0,45,0
2,501,4,1,11,2011,9,12,0
5,403,7,21,9,2007,12,20,0
4,14731,9,21,4,2005,12,0,0
1,2097,3,3,9,2012,15,0,0
6,1091,10,14,6,2003,19,28,0
3,16019,4,9,2,2005,17,44,0
1,208,1,10,1,2005,23,30,0
2,908,10,23,8,2011,16,16,0
2,9329,4,21,8,2007,12,20,0
7,6269,4,19,6,2005,22,0,0
4,19007,6,18,11,2010,18,0,0
3,1091,10,15,6,2005,14,26,0
4,7929,3,16,5,2013,17,35,0
6,2051,1,15,7,2006,18,25,0
6,828,1,23,4,2005,0,5,0
6,8614,8,13,12,2014,1,36,0
5,4487,3,9,2,2007,16,42,0
7,4169,3,13,12,2009,12,21,0
6,6780,5,11,12,2004,18,0,0
7,3317,1,13,2,2005,2,0,0
7,125,2,15,6,2003,11,45,0
2,22,10,15,5,2012,10,0,0
7,11189,1,1,1,2012,1,57,0
4,772,10,13,5,2004,4,28,0
7,8564,4,20,10,2013,3,0,0
2,501,4,26,12,2006,12,29,0
3,764,6,10,7,2013,12,50,0
7,977,1,19,5,2013,10,0,0
6,13487,5,10,9,2005,0,30,0
7,7508,7,30,6,2013,14,50,0
4,3695,8,28,10,2004,12,0,0
6,3603,1,1,11,2014,16,0,0
2,2241,4,7,1,2003,21,0,0
2,8162,7,26,11,2013,8,0,0
3,5130,4,10,12,2008,19,38,0
5,1305,1,19,10,2007,17,0,0
6,2445,2,19,11,2005,0,45,0
7,3330,7,28,6,2009,12,0,0
2,554,10,5,2,2008,17,24,0
7,2016,6,20,5,2012,18,0,0
1,2362,9,19,1,2004,23,40,0
5,6817,7,16,12,2011,22,0,0
2,2911,10,25,1,2011,15,31,0
1,3892,2,14,5,2012,20,0,0
1,1469,3,2,3,2009,20,0,0
6,5679,2,15,12,2012,3,0,0
7,1133,7,14,12,2008,8,0,0
5,1083,1,3,6,2011,23,0,0
2,8562,1,27,11,2007,17,41,0
3,7291,6,20,3,2013,8,45,0
4,784,2,16,10,2014,15,0,0
3,21764,2,19,2,2003,7,35,0
3,4841,9,14,11,2007,8,0,0
3,1291,1,14,5,2003,13,0,0
5,2354,6,2,11,2012,8,7,0
7,7784,2,23,8,2009,9,20,0
2,8588,6,8,3,2005,22,0,0
5,1790,1,9,9,2005,13,30,0
2,4111,10,4,3,2008,14,55,0
5,11892,9,27,6,2014,12,7,0
2,2863,2,6,1,2015,15,20,0
2,2289,1,9,12,2014,14,55,0
6,12830,4,11,1,2003,16,30,0
5,3118,7,14,1,2005,22,5,0
6,12586,4,31,5,2014,17,50,0
3,1026,5,14,7,2010,17,45,0
2,8569,2,5,8,2008,12,23,0
1,6525,2,16,2,2015,8,35,0
1,16230,8,19,9,2005,10,0,0
7,17684,7,20,5,2012,21,0,0
1,1431,10,18,10,2010,18,0,0
4,9382,5,5,5,2011,22,17,0
2,3840,7,11,1,2011,17,0,0
4,13173,4,21,8,2003,22,54,0
5,9103,9,17,9,2004,8,0,0
3,2175,3,13,11,2013,18,14,0
7,5370,2,21,5,2006,7,30,0
6,13321,4,13,7,2013,2,0,0
6,6776,5,16,11,2013,4,30,0
7,6077,2,15,7,2007,18,40,0
1,673,10,16,2,2015,17,30,0
7,4906,5,11,1,2015,1,50,0
3,471,9,18,3,2009,16,0,0
2,323,9,11,11,2014,20,20,0
3,947,2,25,6,2003,19,15,0
6,3183,2,22,5,2010,21,41,0
7,8835,3,12,7,2009,20,22,0
7,504,4,2,11,2008,19,50,0
3,548,10,11,7,2007,20,12,0
7,872,2,18,5,2008,21,27,0
7,18928,3,21,9,2008,16,25,0
6,4618,5,17,6,2006,13,55,0
7,1509,5,4,7,2010,14,30,0
2,1069,6,24,1,2006,0,9,0
4,5107,10,17,11,2011,18,4,0
2,1037,8,27,12,2005,11,0,0
1,125,2,1,3,2004,10,0,0
3,1074,3,25,1,2012,15,0,0
6,12236,4,8,8,2009,15,30,0
5,1107,2,27,1,2006,23,0,0
1,6930,5,27,6,2011,23,9,0
6,5598,3,15,1,2011,1,10,0
4,408,2,8,1,2009,16,0,0
4,2019,1,13,1,2005,5,20,0
4,2420,8,23,9,2010,2,8,0
4,1939,4,18,11,2010,19,30,0
3,1965,5,23,2,2005,9,15,0
6,5941,4,7,8,2004,0,32,0
1,14338,4,11,6,2007,12,25,0
6,4456,1,29,11,2014,14,0,0
5,14770,5,14,12,2012,19,0,0
6,11624,5,28,12,2013,20,0,0
6,2084,5,18,4,2015,21,10,0
3,19528,8,13,1,2010,17,48,0
3,19633,6,11,11,2009,19,30,0
5,2907,4,18,9,2009,19,0,0
7,2236,4,8,5,2011,1,25,0
6,1116,2,19,4,2014,12,0,0
2,17238,6,21,2,2012,13,37,0
7,1380,8,15,7,2012,17,16,0
7,7100,5,7,10,2012,13,52,0
7,1214,10,22,3,2015,8,0,0
1,57,9,15,9,2003,14,30,0
6,517,2,21,2,2004,13,38,0
1,11240,6,11,7,2005,17,0,0
6,4101,9,19,10,2013,6,10,0
4,960,9,29,5,2003,13,0,0
7,2911,10,22,5,2011,4,50,0
6,3156,1,31,7,2010,10,15,0
4,4906,5,24,6,2004,1,46,0
7,1347,8,18,5,2014,14,57,0
2,9844,9,1,9,2009,17,22,0
7,8118,8,28,12,2014,22,30,0
2,15393,5,11,5,2004,12,0,0
5,3153,6,22,9,2006,13,30,0
3,125,2,22,2,2006,15,0,0
4,7483,8,30,4,2009,12,5,0
3,571,2,10,12,2014,20,15,0
1,2052,4,17,10,2005,10,0,0
6,608,2,10,9,2011,16,0,0
6,1422,7,11,3,2006,13,0,0
5,1769,3,2,12,2011,23,0,0
2,11794,5,28,6,2005,12,0,0
7,772,10,18,10,2009,21,49,0
3,7853,1,27,6,2007,12,50,0
2,5802,5,17,2,2015,20,25,0
5,3725,10,26,1,2007,0,9,0
4,3487,9,16,6,2011,16,50,0
5,4219,5,22,2,2013,0,1,0
7,12108,8,4,6,2006,22,15,0
6,191,3,20,9,2014,11,43,0
2,5413,6,10,6,2008,17,30,0
7,3315,2,8,5,2005,22,42,0
5,1245,10,2,5,2008,13,23,0
4,5583,9,20,10,2011,19,17,0
7,2944,2,2,5,2004,22,5,0
3,11205,3,28,7,2010,12,0,0
4,549,4,26,1,2006,10,18,0
3,3436,9,3,5,2006,19,30,0
1,6310,2,4,3,2013,9,0,0
6,6212,4,5,5,2012,18,44,0
2,12768,3,12,5,2009,15,0,0
1,10552,3,15,10,2012,5,5,0
1,8083,9,5,1,2015,11,55,0
4,6058,1,21,8,2014,16,0,0
6,6153,2,1,11,2003,10,0,0
4,3306,3,19,3,2009,8,0,0
4,5092,4,4,3,2004,13,10,0
3,5102,8,29,10,2014,23,0,0
4,2798,6,19,3,2009,16,10,0
6,16318,9,27,2,2010,11,0,0
6,379,1,11,1,2014,21,30,0
2,12207,8,10,6,2008,17,30,0
3,3357,3,6,10,2010,19,0,0
1,445,2,6,7,2009,16,55,0
1,9988,7,4,10,2010,12,4,0
7,534,4,23,2,2014,18,0,0
4,88,2,30,5,2013,10,32,0
1,6598,3,16,2,2009,22,0,0
3,5570,2,9,6,2004,16,45,0
5,1914,10,9,9,2011,23,31,0
3,1084,2,30,6,2010,20,0,0
1,13022,9,2,2,2009,21,30,0
3,7104,6,12,1,2011,8,56,0
6,1562,9,16,10,2004,18,0,0
4,5379,8,11,3,2010,8,40,0
1,125,2,27,5,2013,10,42,0
2,138,10,27,5,2008,12,5,0
1,704,2,29,10,2012,19,30,0
1,10633,5,1,9,2014,16,0,0
5,534,4,10,1,2003,19,55,0
5,2869,10,2,5,2008,18,0,0
6,17079,6,20,10,2012,16,35,0
3,1615,2,29,6,2005,22,12,0
7,4201,4,10,3,2013,23,54,0
2,2037,5,28,4,2015,0,1,0
3,2850,4,14,4,2004,9,17,0
5,5971,4,22,8,2014,2,53,0
2,16233,2,21,8,2012,6,0,0
6,8639,5,9,9,2006,10,45,0
4,1597,8,23,3,2006,0,1,0
1,414,2,11,11,2013,18,0,0
7,14717,6,9,4,2006,11,28,0
2,8838,1,15,5,2007,23,15,0
1,1213,4,1,11,2010,20,0,0
5,4256,2,19,10,2012,1,30,0
5,6705,2,6,2,2015,23,55,0
2,1351,8,29,11,2011,10,30,0
1,1090,4,29,9,2008,23,55,0
3,10841,4,19,9,2012,11,52,0
1,16710,8,7,1,2013,19,0,0
7,4651,2,29,7,2007,17,0,0
3,4257,5,19,8,2009,14,38,0
5,2669,1,3,6,2005,6,0,0
3,1626,1,22,2,2006,1,0,0
6,139,2,28,6,2008,15,0,0
4,4308,8,21,3,2013,10,41,0
7,8538,4,14,12,2014,14,0,0
6,2696,4,3,5,2008,4,29,0
1,5559,3,29,4,2013,19,0,0
7,548,10,22,2,2015,13,35,0
4,17521,4,12,7,2012,7,20,0
7,9808,7,3,6,2012,16,30,0
1,1260,5,11,12,2006,22,0,0
