"day","address","location","date","month","year","hour","min","FAMILYOFFENSES"
6,8367,8,26,7,2008,8,0,0
4,4537,1,17,9,2009,22,50,0
6,5757,7,6,4,2013,13,0,0
4,2652,6,10,2,2011,16,0,0
3,1077,4,7,8,2013,20,6,0
2,38,10,13,12,2011,20,8,0
2,3489,1,18,4,2006,13,0,0
4,1806,5,15,5,2003,0,10,0
7,9749,9,18,4,2004,23,30,0
3,146,10,5,3,2008,16,40,0
3,4892,4,16,4,2003,23,0,0
5,15398,9,12,8,2005,11,22,0
6,1287,2,8,3,2008,16,30,0
1,1996,2,3,2,2003,10,15,0
4,22208,5,17,4,2003,16,45,0
2,501,4,15,6,2010,14,40,0
5,5764,5,25,2,2005,12,50,0
3,98,4,29,10,2008,11,0,0
3,1311,8,31,10,2007,5,45,0
5,9591,2,3,5,2013,14,31,0
3,1809,10,20,8,2014,10,28,0
4,125,2,25,8,2005,5,30,0
5,2987,10,14,12,2012,14,31,0
6,10163,2,29,12,2012,19,45,0
1,16094,9,5,7,2004,16,53,0
2,14809,8,4,2,2003,16,30,0
7,3329,10,5,4,2009,8,43,0
1,385,3,6,12,2004,0,1,0
7,9274,6,16,11,2014,18,0,0
2,5772,8,21,7,2009,17,0,0
4,9230,3,11,3,2010,15,40,0
7,6695,5,16,11,2008,13,0,0
6,139,2,18,6,2005,14,20,0
1,13224,5,21,1,2013,0,1,0
6,6525,2,16,6,2007,22,54,0
3,105,5,7,7,2004,10,0,0
7,8687,4,6,5,2007,7,18,0
6,1730,10,9,4,2005,20,0,0
3,2911,10,29,10,2008,10,1,0
2,10781,8,5,2,2008,18,48,0
5,1254,2,10,8,2012,13,0,0
7,125,2,31,7,2005,6,0,0
4,2841,1,3,11,2005,8,15,0
4,894,7,17,4,2003,12,0,0
7,141,6,28,12,2014,1,30,0
7,3504,2,5,6,2011,16,30,0
6,1166,8,29,11,2014,15,30,0
4,893,10,9,3,2006,21,22,0
1,2483,1,18,2,2008,8,39,0
4,7977,8,14,1,2010,15,30,0
7,5141,6,7,10,2007,22,40,0
6,7792,1,9,3,2013,10,18,0
5,125,2,29,6,2012,19,49,0
5,5637,5,21,10,2011,21,30,0
7,7302,3,10,8,2008,20,45,0
7,14844,8,1,11,2009,17,10,0
7,2792,4,20,11,2011,8,0,0
3,4910,5,5,9,2012,15,48,0
3,1099,2,15,10,2014,21,50,0
6,769,5,16,12,2006,14,0,0
4,2706,10,13,5,2004,14,14,0
4,9629,5,11,8,2005,22,36,0
7,6972,2,22,5,2005,21,0,0
2,1240,1,9,8,2011,15,0,0
3,2627,2,11,8,2010,16,24,0
5,5625,8,27,1,2012,4,8,0
5,887,7,14,11,2003,16,0,0
5,4341,2,10,2,2006,23,50,0
3,8318,1,22,2,2006,20,0,0
6,753,2,2,6,2012,12,0,0
6,9719,4,12,1,2008,21,30,0
7,522,2,12,12,2004,8,0,0
4,3567,6,16,6,2011,10,30,0
7,10311,6,5,10,2014,16,5,0
6,8695,1,24,3,2012,20,30,0
3,9629,5,4,2,2009,10,25,0
5,12909,4,30,5,2008,19,30,0
6,4439,7,12,12,2009,11,30,0
5,7231,3,30,12,2011,20,35,0
1,2743,1,21,7,2003,19,0,0
4,2911,10,29,7,2010,17,18,0
5,9734,5,20,5,2005,16,56,0
3,16308,3,20,3,2013,13,48,0
4,4140,10,15,12,2005,11,35,0
2,3322,7,3,3,2009,19,0,0
2,540,5,10,8,2010,8,50,0
1,343,4,11,7,2005,15,10,0
7,2220,7,12,8,2012,11,0,0
5,872,2,9,1,2015,0,15,0
1,1767,4,24,6,2013,22,34,0
4,511,4,1,11,2012,21,30,0
4,602,2,4,9,2008,15,0,0
6,5235,1,21,2,2015,19,0,0
6,21769,8,1,5,2004,11,0,0
4,8131,5,24,8,2006,16,12,0
1,2144,10,9,6,2014,8,5,0
2,957,2,20,9,2005,11,52,0
3,1238,7,17,3,2004,23,30,0
6,2042,3,8,10,2011,22,30,0
6,3129,1,29,1,2005,11,0,0
7,6267,6,4,11,2012,18,20,0
1,10483,8,27,6,2005,16,32,0
5,17635,2,28,11,2003,10,32,0
6,5822,8,30,12,2006,17,0,0
2,18066,3,24,1,2012,17,10,0
7,4496,9,2,6,2013,18,50,0
2,442,2,17,2,2004,16,30,0
1,5607,2,12,5,2008,12,43,0
7,77,10,4,6,2006,10,50,0
6,4533,2,3,11,2012,4,0,0
7,15898,5,6,5,2007,21,53,0
5,12957,8,2,5,2014,16,42,0
4,2987,10,29,5,2003,15,23,0
6,2153,2,22,3,2014,13,45,0
6,10669,5,8,10,2005,12,0,0
5,550,3,29,7,2011,22,16,0
2,534,4,14,11,2006,9,50,0
1,5098,5,10,11,2008,9,35,0
1,511,4,23,7,2007,10,55,0
2,9480,8,27,5,2014,21,8,0
3,4316,4,26,5,2004,3,0,0
4,7519,1,6,3,2014,16,0,0
4,12939,3,12,6,2003,10,0,0
7,125,2,12,8,2007,0,1,0
5,11109,9,12,6,2009,11,59,0
7,1760,10,23,2,2014,13,17,0
6,14602,2,16,7,2005,15,47,0
3,1153,4,4,2,2009,15,15,0
5,1071,5,14,5,2004,21,44,0
6,8775,6,17,11,2007,14,50,0
1,779,2,8,11,2004,8,0,0
7,6761,7,8,4,2012,12,46,0
1,412,9,2,3,2015,18,30,0
3,19788,4,2,9,2009,8,30,0
4,419,5,29,5,2003,7,15,0
5,146,10,27,6,2008,20,30,0
7,6916,4,7,9,2008,11,30,0
5,3396,10,9,9,2011,5,20,0
2,191,3,14,6,2011,6,0,0
2,3924,8,19,2,2013,22,0,0
3,1080,8,19,2,2003,12,0,0
4,15967,8,17,11,2011,9,11,0
7,13634,7,8,2,2004,11,0,0
1,125,2,30,10,2006,16,0,0
5,2332,2,9,1,2004,15,30,0
5,17287,1,21,3,2003,14,0,0
2,4631,9,24,7,2007,0,32,0
4,3511,5,25,1,2007,15,35,0
4,8341,5,25,3,2010,12,5,0
5,15422,4,12,8,2011,18,0,0
5,102,10,21,3,2014,10,32,0
4,13329,4,12,7,2012,13,8,0
6,9833,6,9,8,2014,22,0,0
1,283,10,12,6,2006,13,0,0
6,2241,4,11,8,2012,21,6,0
5,1943,2,1,6,2012,15,22,0
3,2588,1,12,12,2012,5,0,0
4,502,5,25,1,2007,17,0,0
4,21011,9,4,9,2003,15,40,0
7,323,9,19,12,2010,13,0,0
3,7471,9,21,1,2015,10,3,0
7,1431,10,26,1,2014,11,0,0
3,8923,2,20,4,2011,12,0,0
5,9055,1,25,8,2006,19,12,0
4,2907,4,8,1,2004,15,59,0
4,5607,2,14,11,2013,20,30,0
3,2616,1,2,9,2009,8,0,0
7,4941,1,15,7,2007,13,30,0
6,1692,6,28,8,2010,0,1,0
7,2045,6,20,5,2012,21,30,0
7,366,10,22,8,2004,0,1,0
1,18743,9,4,4,2011,17,6,0
4,2506,9,19,3,2015,12,0,0
1,3728,4,19,9,2005,0,1,0
7,10218,8,9,4,2006,22,4,0
3,9537,5,23,6,2004,11,30,0
6,2183,9,17,6,2006,19,37,0
1,7478,3,27,12,2010,14,57,0
5,125,2,11,3,2011,16,55,0
5,13557,3,23,4,2010,23,11,0
1,759,5,19,2,2007,15,50,0
4,5548,4,10,6,2004,17,0,0
1,9618,2,20,2,2006,23,59,0
4,1764,1,13,12,2012,16,0,0
1,468,2,13,10,2008,20,30,0
4,2076,6,22,8,2013,15,45,0
1,3124,2,30,5,2005,14,0,0
5,5265,4,12,12,2014,12,0,0
5,6175,5,12,8,2005,19,0,0
2,21550,5,14,6,2005,11,0,0
5,7965,5,18,10,2013,21,0,0
4,13956,1,30,12,2010,10,0,0
7,3024,7,24,2,2008,16,0,0
7,3375,5,5,4,2015,17,30,0
3,3340,4,15,10,2008,21,0,0
5,2626,1,17,11,2006,20,30,0
6,1565,5,17,12,2011,7,50,0
7,5123,9,18,12,2011,12,44,0
5,5185,7,21,9,2007,19,0,0
2,1982,3,3,3,2015,16,18,0
6,803,6,20,4,2013,3,30,0
5,2889,10,17,6,2005,13,30,0
4,15487,7,22,3,2012,11,34,0
5,12438,6,26,6,2009,8,0,0
3,10730,4,13,6,2012,0,30,0
2,189,2,26,5,2009,19,20,0
2,11756,3,5,10,2010,1,1,0
1,1932,2,26,5,2014,18,28,0
2,859,1,22,1,2008,17,8,0
1,1823,1,19,2,2007,11,56,0
6,3184,9,5,11,2005,13,0,0
6,841,2,27,11,2004,16,0,0
2,4805,8,29,5,2007,21,48,0
6,3227,4,6,9,2008,16,10,0
2,4547,5,18,3,2008,17,50,0
4,11905,3,21,4,2011,23,10,0
2,2589,4,3,3,2015,16,49,0
4,324,1,23,1,2014,13,15,0
3,2601,3,15,9,2004,20,25,0
7,6305,6,17,7,2005,9,30,0
2,13794,4,28,11,2006,19,30,0
7,1220,10,20,6,2010,21,27,0
6,957,2,21,5,2011,13,40,0
1,4879,1,3,10,2011,12,0,0
2,11846,2,11,1,2005,23,33,0
2,290,1,22,1,2008,11,20,0
2,10051,3,11,1,2005,23,36,0
2,1507,10,8,12,2009,2,20,0
7,17509,8,20,11,2005,22,30,0
5,1950,2,6,9,2013,14,0,0
4,5337,8,16,10,2014,9,41,0
2,3981,7,30,4,2013,13,0,0
5,4234,1,27,6,2014,20,30,0
6,8812,4,9,3,2013,16,30,0
4,3647,1,15,5,2003,8,50,0
5,6120,5,11,1,2008,18,0,0
7,3783,4,16,7,2006,23,15,0
6,1219,2,17,10,2009,9,43,0
3,2863,2,24,1,2007,20,20,0
2,277,10,10,1,2006,16,14,0
4,10203,3,24,2,2011,12,58,0
6,11182,5,13,8,2005,14,48,0
4,5496,1,29,12,2005,12,40,0
4,9356,4,19,2,2009,22,55,0
6,427,2,26,6,2004,13,24,0
1,4952,5,16,4,2007,16,49,0
7,1806,5,8,5,2005,22,0,0
6,4140,10,11,7,2009,13,55,0
2,9132,8,30,10,2012,16,0,0
7,999,1,24,8,2014,1,30,0
4,4583,2,5,2,2009,16,30,0
5,1927,1,17,6,2011,13,0,0
5,2622,2,11,1,2013,22,30,0
5,1351,8,11,7,2008,7,15,0
4,8,7,28,11,2013,15,0,0
5,6771,1,23,3,2012,12,40,0
1,8883,8,4,2,2008,15,0,0
5,772,10,3,10,2008,7,49,0
4,428,4,6,9,2007,11,30,0
3,21899,3,12,11,2003,15,18,0
7,8094,9,9,10,2011,11,42,0
7,14612,1,15,1,2006,19,51,0
1,4618,5,26,11,2007,15,35,0
4,38,10,26,8,2010,14,13,0
4,4047,3,3,4,2008,13,45,0
3,716,5,21,2,2007,15,30,0
7,1510,4,27,2,2011,7,20,0
3,435,10,28,10,2009,20,17,0
6,1588,9,16,7,2005,14,35,0
6,1416,2,8,10,2011,1,0,0
5,12319,1,30,7,2010,9,44,0
5,13102,6,24,2,2006,7,55,0
5,3132,10,17,11,2006,17,15,0
4,2016,6,21,4,2005,12,10,0
6,3900,5,3,5,2003,14,0,0
1,6376,3,2,2,2015,15,0,0
6,2623,5,18,10,2008,23,0,0
3,16693,9,14,12,2005,9,0,0
7,1056,2,28,7,2013,21,45,0
1,8531,8,23,8,2010,10,45,0
2,2483,1,27,4,2004,10,45,0
5,8633,9,6,5,2005,17,0,0
1,435,10,21,2,2011,6,38,0
1,4364,1,23,6,2008,17,52,0
4,56,2,16,10,2003,1,11,0
1,12087,5,20,9,2010,19,40,0
5,1149,5,6,4,2007,12,0,0
2,7243,1,22,7,2003,16,45,0
2,408,2,1,11,2011,10,58,0
7,511,4,18,12,2005,14,15,0
2,6184,3,6,4,2010,0,1,0
5,21780,3,2,4,2004,23,45,0
7,5686,8,26,12,2004,12,0,0
3,7962,2,20,3,2013,17,55,0
6,13489,6,25,3,2006,3,33,0
3,1540,6,29,9,2004,23,59,0
6,11182,5,23,9,2006,22,30,0
2,1721,2,17,5,2011,19,0,0
4,8930,5,23,7,2009,1,15,0
2,2102,2,13,5,2014,18,0,0
5,14188,3,25,2,2005,13,30,0
3,2433,3,3,5,2006,11,45,0
5,3632,4,11,3,2005,17,0,0
5,150,10,15,7,2011,7,30,0
7,3544,2,22,3,2015,11,34,0
5,468,2,1,10,2004,22,55,0
3,2276,5,22,3,2006,6,35,0
5,1641,2,24,8,2007,11,45,0
3,13402,2,24,8,2011,17,37,0
3,1012,4,14,7,2010,20,20,0
5,1944,4,7,3,2008,7,35,0
5,2183,9,23,9,2005,23,20,0
7,2057,9,26,3,2006,19,0,0
7,12378,3,15,6,2014,15,0,0
4,6787,3,8,1,2015,20,8,0
5,7724,5,26,1,2007,20,55,0
1,39,3,4,8,2008,17,45,0
5,3439,5,13,7,2012,13,44,0
7,3107,3,13,7,2003,20,0,0
3,2534,4,17,9,2003,21,50,0
4,3587,3,1,7,2010,19,30,0
7,2139,5,14,1,2007,22,40,0
5,5932,5,24,7,2009,16,47,0
6,7533,8,23,9,2006,22,45,0
6,125,2,1,7,2006,23,10,0
4,8131,5,20,10,2005,16,18,0
4,10680,3,12,6,2008,1,30,0
3,28,4,11,1,2006,12,10,0
4,2777,2,24,3,2011,23,0,0
2,2778,1,6,1,2004,20,15,0
3,1388,8,17,10,2007,22,0,0
4,2329,1,13,12,2007,11,34,0
3,958,4,4,2,2004,20,30,0
3,366,10,22,1,2003,23,50,0
1,125,2,17,3,2008,12,25,0
5,772,10,7,5,2010,19,30,0
2,11,10,4,3,2003,21,0,0
6,4498,5,2,7,2011,22,0,0
1,10633,5,1,9,2014,16,0,0
4,9701,6,29,11,2007,12,0,0
7,105,5,13,8,2006,14,30,0
5,1103,5,30,4,2004,13,30,0
5,2665,5,17,4,2015,16,45,0
4,12084,3,21,4,2005,21,0,0
3,323,9,6,2,2013,12,50,0
4,7019,5,6,8,2009,19,53,0
7,9280,7,16,11,2014,15,36,0
5,693,2,3,11,2006,0,1,0
4,626,2,9,9,2010,17,50,0
2,18729,8,9,11,2004,2,12,0
1,15925,8,16,10,2006,16,30,0
1,83,2,7,7,2014,6,0,0
6,1028,3,5,5,2007,11,30,0
3,19018,9,25,8,2010,12,0,0
2,102,10,5,8,2003,19,15,0
1,912,10,11,6,2012,22,48,0
7,93,7,9,3,2014,11,30,0
6,2634,9,26,1,2008,19,15,0
4,7353,1,17,11,2005,10,20,0
4,1345,1,19,2,2015,14,30,0
4,414,2,10,7,2003,8,30,0
5,9697,6,18,4,2014,12,0,0
4,17074,3,5,4,2012,5,50,0
5,392,4,25,1,2013,19,25,0
6,9359,9,30,12,2006,16,0,0
6,619,8,2,12,2006,12,40,0
7,22801,9,20,4,2003,0,10,0
3,14127,2,16,4,2008,9,46,0
4,5073,3,9,12,2004,13,0,0
6,83,2,3,6,2006,22,15,0
1,9136,9,30,4,2012,16,35,0
6,1428,3,22,8,2009,17,57,0
2,2899,8,21,9,2010,12,47,0
3,17851,3,4,4,2012,10,0,0
7,11847,7,5,4,2009,19,0,0
4,4798,3,27,7,2006,9,30,0
3,9630,8,18,8,2004,12,0,0
1,88,2,11,6,2007,18,5,0
6,12414,3,29,6,2013,19,3,0
6,1706,9,11,2,2006,0,30,0
6,283,10,29,11,2014,1,20,0
6,2667,9,5,5,2012,5,25,0
6,17347,4,28,7,2007,19,10,0
4,12768,3,7,2,2008,16,30,0
4,7243,1,21,2,2008,19,5,0
1,10070,5,16,5,2011,17,0,0
6,195,8,6,4,2013,15,0,0
3,6809,4,7,3,2007,15,25,0
6,1016,4,1,1,2011,8,0,0
5,5481,4,26,1,2007,12,0,0
6,11927,4,24,8,2013,23,30,0
4,7796,9,18,3,2004,21,0,0
4,3424,1,29,12,2005,23,30,0
2,1061,4,1,6,2010,0,1,0
1,7266,1,1,4,2013,0,1,0
3,1568,9,31,3,2004,13,0,0
4,3552,6,21,2,2013,12,30,0
3,5368,5,26,1,2011,9,35,0
5,818,1,28,7,2006,18,15,0
6,600,3,17,11,2012,6,30,0
5,12136,4,17,4,2009,23,17,0
6,4730,3,13,2,2010,19,57,0
2,18933,3,24,1,2006,19,30,0
4,554,10,11,12,2008,14,6,0
6,1827,2,27,8,2005,6,30,0
3,8555,2,29,5,2013,14,26,0
4,1584,5,22,2,2007,5,41,0
1,1790,1,5,3,2007,14,40,0
7,241,2,18,11,2007,20,30,0
2,11677,6,13,7,2010,16,30,0
5,5107,10,27,7,2007,10,30,0
4,4741,5,24,2,2005,15,30,0
4,548,10,25,3,2010,20,45,0
1,471,9,5,3,2012,1,30,0
5,1352,4,1,7,2011,18,15,0
2,741,2,20,3,2007,11,14,0
7,2677,5,23,5,2010,18,30,0
7,6483,1,27,3,2005,1,30,0
6,9023,8,1,12,2007,23,10,0
6,3752,5,2,12,2006,13,0,0
7,4208,6,27,7,2008,0,1,0
6,6520,1,20,3,2004,9,0,0
2,2265,4,14,10,2003,19,0,0
6,4047,3,22,9,2007,17,13,0
5,13574,3,24,8,2007,15,30,0
2,988,3,17,3,2015,7,40,0
1,713,4,1,9,2014,20,55,0
7,6184,3,25,3,2012,23,0,0
1,125,2,20,7,2009,14,0,0
1,11365,6,13,6,2005,13,30,0
6,9312,8,13,1,2007,13,59,0
2,125,2,13,6,2006,14,30,0
7,2855,1,7,10,2012,19,30,0
1,15752,4,16,2,2009,16,25,0
1,5245,10,11,12,2006,20,25,0
4,77,10,11,12,2003,11,9,0
2,670,3,25,1,2005,0,1,0
2,2811,1,22,6,2004,22,15,0
2,6779,4,8,6,2004,21,2,0
7,20291,5,24,8,2003,16,45,0
3,3757,4,13,10,2004,4,0,0
6,13662,4,21,3,2009,5,55,0
2,403,7,5,8,2014,14,5,0
3,872,2,22,12,2004,7,35,0
3,1395,6,10,8,2005,23,34,0
4,4688,5,19,3,2015,20,0,0
7,762,9,11,2,2007,16,43,0
1,277,10,8,8,2005,3,20,0
5,4583,2,10,12,2004,22,16,0
2,1507,10,12,7,2005,21,10,0
4,5017,2,14,11,2013,18,0,0
4,1722,2,25,12,2014,9,45,0
6,7839,1,2,11,2013,23,20,0
5,870,4,19,9,2003,9,12,0
4,2386,2,5,2,2009,21,45,0
2,631,2,5,3,2013,6,0,0
3,817,2,15,10,2008,13,50,0
3,4031,3,16,11,2011,0,15,0
6,3892,2,9,2,2013,16,0,0
6,2911,10,28,7,2007,9,43,0
3,2162,5,12,11,2008,19,30,0
2,10445,3,14,10,2008,22,0,0
4,2192,10,6,5,2010,18,2,0
1,125,2,18,8,2003,7,0,0
7,3305,7,9,3,2014,12,20,0
4,19401,8,8,4,2010,1,0,0
6,15669,3,13,7,2013,12,0,0
7,4788,5,15,12,2013,23,51,0
4,12695,8,16,4,2009,5,18,0
2,15406,7,7,9,2010,15,30,0
1,17620,7,30,8,2004,7,0,0
3,15,10,18,3,2009,2,0,0
2,14533,3,30,9,2008,22,45,0
3,5890,5,19,4,2006,23,48,0
5,2929,2,7,3,2003,7,0,0
2,2982,2,19,8,2014,13,40,0
7,4576,6,18,7,2010,21,45,0
4,10552,3,1,10,2009,8,0,0
5,2419,8,20,2,2004,13,12,0
3,59,2,26,1,2011,17,0,0
1,8046,3,5,1,2015,23,0,0
4,6166,2,24,3,2011,15,48,0
1,17876,9,3,8,2009,18,8,0
6,7165,1,20,9,2008,18,0,0
7,15520,3,8,4,2012,14,0,0
7,2578,6,10,4,2005,22,0,0
6,6695,5,24,9,2005,3,57,0
4,1215,6,19,2,2015,1,28,0
6,198,1,17,12,2011,10,30,0
3,2894,2,12,5,2004,17,30,0
6,2341,5,21,10,2006,23,30,0
5,1179,5,22,4,2011,22,20,0
3,92,1,24,3,2010,4,28,0
6,501,4,11,7,2009,22,22,0
7,4856,5,1,1,2006,12,0,0
6,2979,3,14,1,2012,12,30,0
1,2910,1,19,7,2004,22,30,0
3,2889,10,9,2,2011,20,0,0
4,14261,8,8,7,2004,11,45,0
3,125,2,21,7,2004,13,0,0
4,171,1,4,4,2013,14,8,0
1,1042,3,2,2,2009,21,17,0
4,4271,6,17,9,2009,16,0,0
5,8302,7,28,6,2013,6,0,0
6,2025,1,8,2,2003,21,45,0
1,896,2,22,7,2013,14,50,0
2,2064,2,19,8,2003,22,21,0
1,2252,2,11,6,2012,3,40,0
3,11629,1,26,11,2008,12,0,0
7,548,10,15,7,2007,10,57,0
1,8504,7,13,10,2008,23,0,0
6,8282,8,1,12,2007,17,20,0
4,1399,10,15,6,2006,16,50,0
2,2463,2,7,3,2006,18,50,0
1,1497,6,31,3,2003,0,25,0
6,8651,4,2,6,2012,21,0,0
2,1619,3,14,6,2011,18,40,0
5,8596,9,20,5,2005,15,30,0
4,2765,5,17,4,2008,14,0,0
7,5900,7,28,11,2004,12,0,0
5,125,2,25,1,2013,11,15,0
2,478,1,18,10,2005,9,0,0
6,1721,2,22,9,2012,18,10,0
1,2187,9,7,3,2005,12,15,0
1,3827,1,2,2,2015,20,14,0
4,408,2,8,1,2004,14,0,0
2,888,8,11,11,2014,19,37,0
1,7063,2,27,6,2011,12,49,0
6,5350,8,15,11,2008,23,24,0
6,8408,9,30,6,2012,9,30,0
5,8067,5,17,5,2013,0,29,0
7,6008,9,15,7,2007,17,0,0
6,4703,1,27,8,2011,15,24,0
2,5422,5,3,3,2009,14,0,0
4,2811,1,29,7,2010,20,18,0
3,392,4,4,2,2015,12,20,0
6,223,10,21,2,2004,0,50,0
1,6701,3,13,6,2005,13,40,0
4,5371,1,29,12,2005,22,0,0
7,4030,1,18,6,2006,4,35,0
6,1417,5,11,2,2012,21,0,0
3,5247,1,5,2,2003,16,0,0
2,4220,1,3,5,2005,5,30,0
3,146,10,5,2,2003,10,10,0
3,772,10,10,12,2003,21,51,0
7,1010,9,3,5,2015,0,20,0
7,2024,1,31,1,2010,16,54,0
7,83,2,18,12,2011,6,33,0
3,747,2,11,7,2012,19,33,0
4,9358,7,21,2,2008,16,55,0
6,8698,8,31,5,2008,15,45,0
5,2747,5,6,4,2012,17,35,0
6,1093,6,21,5,2011,14,0,0
7,125,2,15,11,2009,10,30,0
1,5466,8,25,12,2006,22,13,0
2,1638,1,5,9,2006,17,35,0
1,1473,1,21,7,2008,10,0,0
2,4225,1,23,3,2010,22,0,0
5,2803,10,8,3,2013,7,10,0
5,309,2,1,6,2012,12,45,0
6,722,8,22,10,2011,1,57,0
6,21901,5,11,1,2003,0,31,0
2,1214,10,29,10,2013,16,20,0
5,12971,3,2,5,2014,6,55,0
7,3393,6,28,6,2009,4,0,0
5,957,2,25,2,2005,18,0,0
6,101,4,3,4,2004,12,2,0
7,5877,5,6,4,2008,17,30,0
7,7096,1,1,1,2006,9,0,0
2,7596,4,21,3,2006,13,4,0
3,1287,2,6,2,2008,20,0,0
3,150,10,19,9,2012,11,45,0
2,7126,2,2,10,2012,19,0,0
7,10332,5,24,2,2013,13,30,0
5,7132,6,21,2,2003,18,30,0
6,10040,4,29,12,2007,2,40,0
2,988,3,24,11,2009,14,0,0
4,4335,2,10,3,2011,15,0,0
7,211,5,27,3,2011,15,8,0
2,4645,5,19,4,2005,21,0,0
3,3172,5,16,5,2012,20,0,0
1,4848,3,25,5,2009,0,59,0
2,10608,4,19,2,2013,23,28,0
7,125,2,13,1,2008,14,50,0
5,1024,1,23,8,2013,21,35,0
3,1831,5,8,8,2007,4,35,0
4,4031,3,2,6,2005,0,20,0
6,17082,2,20,10,2012,14,0,0
5,872,2,13,1,2006,18,0,0
6,3067,9,27,6,2009,20,0,0
5,125,2,7,3,2014,13,30,0
1,1091,10,14,5,2007,11,18,0
2,36,2,27,11,2012,13,45,0
4,4111,10,10,8,2006,20,30,0
5,3116,1,13,8,2010,22,42,0
5,7983,7,17,11,2006,20,0,0
3,1091,10,9,1,2008,7,11,0
7,6223,2,25,8,2013,7,0,0
2,2041,10,6,7,2004,14,22,0
7,11919,8,28,12,2008,13,11,0
4,1263,2,21,2,2013,22,0,0
4,744,10,14,6,2007,9,36,0
4,247,2,15,5,2003,19,45,0
5,339,3,22,10,2010,7,46,0
1,12107,7,26,6,2006,15,0,0
5,7196,3,21,3,2008,21,0,0
1,1213,4,19,1,2004,15,52,0
1,5344,9,31,10,2011,17,50,0
2,4127,9,6,1,2015,23,0,0
4,7068,10,10,7,2008,21,49,0
4,263,1,5,4,2012,14,0,0
7,1917,2,6,4,2003,12,0,0
5,2156,2,31,10,2003,0,5,0
5,3808,9,15,1,2010,7,10,0
2,9159,7,2,10,2007,14,40,0
4,10331,8,29,12,2005,3,0,0
1,2331,8,2,3,2015,10,52,0
2,3255,5,30,9,2008,18,15,0
2,13313,8,12,7,2011,21,15,0
3,4777,4,26,5,2004,18,14,0
1,1233,4,8,7,2013,13,52,0
3,17242,7,19,9,2012,1,38,0
4,5972,5,1,5,2003,12,18,0
6,221,8,29,12,2007,9,30,0
1,2891,5,8,12,2014,17,50,0
7,20936,7,25,1,2004,20,15,0
5,6359,5,1,6,2007,12,30,0
3,8924,9,26,6,2013,0,15,0
7,151,5,13,1,2013,11,30,0
4,7977,8,27,11,2014,4,40,0
2,1220,10,27,7,2010,10,0,0
4,1739,8,1,6,2006,0,1,0
1,1711,3,16,2,2004,8,0,0
6,2001,8,18,10,2003,3,0,0
2,357,4,19,8,2008,14,0,0
4,1012,4,5,2,2009,2,40,0
6,146,10,13,11,2004,17,5,0
3,5190,1,4,4,2012,14,45,0
5,6874,7,22,2,2013,18,0,0
4,2963,3,29,4,2004,10,21,0
7,1095,5,4,5,2003,3,18,0
3,21765,9,22,1,2003,19,30,0
3,1095,5,26,12,2012,17,0,0
2,1235,5,16,9,2008,21,15,0
3,13072,3,15,5,2013,20,14,0
1,8082,5,5,1,2015,12,11,0
2,3081,2,26,5,2009,7,55,0
2,359,10,17,3,2015,11,1,0
6,1375,2,8,9,2007,22,30,0
7,2257,1,5,11,2006,2,20,0
5,4006,9,23,1,2004,7,18,0
5,5132,5,8,8,2003,10,30,0
7,1026,5,9,8,2009,11,0,0
2,5744,8,9,3,2010,21,7,0
1,627,3,5,1,2015,18,45,0
5,2616,1,4,11,2011,3,0,0
4,2264,3,9,8,2012,22,0,0
1,1516,4,17,3,2003,14,30,0
2,4264,1,15,4,2014,9,0,0
4,10848,3,5,9,2013,21,0,0
2,774,6,23,7,2013,15,13,0
3,1942,2,24,7,2013,10,0,0
1,4216,2,11,6,2007,17,28,0
3,11634,9,30,4,2003,20,0,0
4,9023,8,12,11,2009,16,30,0
6,7039,1,6,10,2007,12,15,0
2,1260,5,15,11,2005,17,37,0
2,11781,3,23,2,2010,0,1,0
6,8954,4,28,11,2009,15,0,0
1,7310,5,19,3,2012,2,40,0
1,6866,1,14,6,2010,21,30,0
4,957,2,17,10,2013,20,25,0
2,2987,10,24,6,2008,17,20,0
4,704,2,23,2,2006,15,45,0
3,8225,9,20,2,2013,18,30,0
3,174,8,16,4,2003,14,0,0
5,468,2,29,5,2009,17,30,0
7,4965,7,9,4,2006,9,10,0
2,9196,1,25,11,2014,0,1,0
4,5010,5,13,12,2007,15,46,0
2,6929,2,28,6,2011,23,25,0
6,1163,4,3,5,2003,1,18,0
4,144,4,3,4,2014,9,5,0
2,468,2,25,7,2006,22,27,0
4,14077,9,21,8,2008,8,0,0
5,977,1,30,12,2005,11,0,0
6,2879,5,12,3,2005,22,0,0
5,2271,10,3,6,2011,14,15,0
5,7917,9,27,1,2012,17,15,0
6,829,1,3,7,2010,1,31,0
4,16126,2,16,6,2011,0,10,0
7,1287,2,5,6,2005,0,30,0
7,323,9,6,5,2012,13,8,0
1,2781,5,7,7,2008,4,39,0
6,4926,2,4,12,2010,0,1,0
1,6499,5,2,2,2009,13,36,0
5,9314,9,13,6,2008,12,50,0
3,125,2,20,10,2010,14,0,0
1,20417,9,9,1,2006,1,0,0
7,125,2,22,3,2015,20,15,0
1,125,2,15,9,2003,17,56,0
3,1935,5,22,7,2009,4,15,0
2,1606,2,28,10,2003,9,30,0
3,83,2,18,5,2011,14,30,0
1,8527,8,21,1,2008,0,30,0
7,17023,1,25,7,2004,0,20,0
