"day","address","location","date","month","year","hour","min","RUNAWAY"
1,898,2,13,12,2010,8,30,0
6,93,7,16,5,2009,22,0,0
5,4083,4,4,10,2013,17,9,0
6,4046,4,4,10,2003,0,1,0
7,2520,8,22,2,2015,17,48,0
3,7005,8,26,5,2004,16,0,0
2,14434,4,4,8,2009,22,0,0
7,5137,3,26,1,2003,4,0,0
5,158,2,9,4,2010,20,30,0
3,2706,10,26,12,2012,13,20,0
2,10019,9,14,6,2011,18,0,0
5,3647,1,16,5,2003,7,30,0
1,1135,4,29,4,2013,19,55,0
7,114,8,10,9,2006,17,22,0
3,1731,5,29,4,2015,17,51,0
7,93,7,13,8,2006,15,30,0
5,125,2,25,6,2004,18,30,0
6,20193,8,28,6,2008,5,20,0
7,17263,8,9,9,2012,0,30,0
4,215,4,24,7,2014,11,30,0
5,363,2,13,6,2008,8,39,0
3,2488,1,21,3,2012,3,51,0
6,4721,4,15,6,2013,4,0,0
6,1253,4,27,6,2009,0,37,0
1,1080,8,2,3,2009,17,45,0
3,3314,3,20,4,2005,8,0,0
1,9453,5,18,9,2006,8,30,0
7,1074,3,29,6,2014,12,58,0
4,4645,5,8,9,2005,18,20,0
1,12189,6,20,2,2012,18,0,0
1,5161,7,2,10,2006,11,0,0
6,3038,1,27,12,2008,22,0,0
5,4758,1,11,7,2014,0,45,0
4,8946,8,21,8,2003,4,25,0
4,2055,1,23,3,2006,17,0,0
1,1091,10,27,5,2013,17,18,0
1,12369,9,5,3,2012,19,46,0
3,4509,5,4,2,2015,3,50,0
1,10223,7,16,10,2006,10,25,0
2,3974,5,22,1,2013,10,50,0
1,17439,9,6,8,2012,21,0,0
1,5226,5,17,4,2006,21,0,0
1,4341,2,11,7,2005,18,0,0
5,3955,9,26,11,2004,19,0,0
2,3892,2,6,8,2013,1,1,0
7,361,2,26,1,2003,12,0,0
4,1977,9,26,8,2010,23,52,0
2,3339,5,30,5,2006,18,35,0
5,6665,1,24,8,2007,18,19,0
2,6102,1,12,6,2012,7,0,0
2,9902,8,28,10,2014,14,30,0
4,244,7,14,1,2010,1,0,0
7,8137,4,5,10,2008,0,1,0
6,6401,3,22,4,2006,23,30,0
6,7046,1,18,10,2008,12,0,0
6,22646,7,7,2,2004,12,0,0
7,5877,5,27,7,2014,14,0,0
6,11203,4,27,1,2007,13,0,0
5,7781,9,1,10,2004,8,0,0
2,939,5,7,9,2010,2,21,0
1,1121,10,21,12,2009,21,45,0
2,2159,10,9,8,2011,17,13,0
5,1550,1,16,7,2010,11,26,0
7,528,10,27,3,2011,8,30,0
7,5062,5,12,2,2012,12,0,0
3,125,2,28,12,2011,14,0,0
2,1722,2,13,5,2008,21,0,0
5,14284,7,13,1,2012,23,0,0
4,57,9,28,7,2005,15,20,0
3,5907,7,19,3,2008,12,30,0
4,2718,6,28,7,2005,11,45,0
3,5143,4,13,10,2004,18,45,0
4,2740,2,12,7,2007,20,4,0
7,8188,5,10,2,2013,2,3,0
4,15095,7,23,2,2012,19,45,0
3,5040,4,21,8,2013,15,50,0
6,9032,7,24,3,2012,15,0,0
5,981,2,20,5,2005,18,0,0
7,640,9,24,8,2008,13,14,0
5,20011,3,3,4,2009,5,17,0
6,13645,3,6,10,2012,11,58,0
3,4487,3,8,1,2014,20,3,0
6,13061,7,29,7,2006,21,0,0
2,2960,4,16,9,2003,12,25,0
1,9587,7,19,7,2004,19,36,0
6,15225,8,7,9,2013,23,28,0
7,2945,3,8,5,2005,19,54,0
6,3340,4,31,5,2003,18,16,0
4,10784,4,30,4,2009,14,22,0
6,8656,3,21,8,2004,11,36,0
5,4708,5,30,6,2006,14,11,0
7,720,5,18,5,2003,20,3,0
4,6302,4,9,9,2010,17,0,0
5,5469,1,2,10,2009,15,0,0
5,4561,3,20,2,2009,20,26,0
1,6949,6,22,6,2009,18,0,0
3,4331,8,9,1,2008,18,57,0
6,2470,2,14,1,2006,19,46,0
1,125,2,8,8,2005,10,20,0
1,328,10,15,9,2008,22,0,0
3,4184,8,12,5,2004,17,55,0
3,17076,3,22,7,2009,17,30,0
2,3646,7,15,11,2005,23,0,0
7,20335,8,7,9,2008,18,30,0
3,2140,2,13,11,2013,12,18,0
1,5108,4,8,8,2005,7,7,0
7,203,2,1,6,2008,13,35,0
6,15850,3,28,11,2009,23,25,0
5,8870,1,18,9,2009,19,1,0
6,747,2,27,12,2014,4,0,0
5,36,2,16,11,2012,20,30,0
4,8782,4,2,5,2013,20,0,0
5,1496,5,7,3,2014,8,15,0
5,4176,1,22,4,2005,1,0,0
1,200,2,16,9,2013,10,20,0
4,13086,9,29,5,2003,21,0,0
6,4363,6,19,4,2003,17,30,0
7,2391,2,24,3,2013,1,0,0
3,6012,8,27,5,2009,13,31,0
1,6881,6,20,1,2003,18,45,0
7,309,2,15,6,2008,0,1,0
6,4128,2,25,9,2010,21,30,0
1,14937,7,26,11,2012,22,30,0
4,14149,3,25,2,2010,10,35,0
4,4248,9,25,8,2011,8,3,0
5,19419,9,9,2,2007,21,0,0
7,13968,6,11,9,2011,20,0,0
6,6487,8,29,1,2011,8,45,0
5,125,2,29,12,2006,22,3,0
7,6506,3,12,1,2014,18,53,0
2,21765,9,21,1,2003,17,0,0
6,1039,5,20,9,2014,23,0,0
3,15243,5,22,8,2012,0,25,0
5,6813,4,31,10,2014,20,45,0
4,10673,7,26,8,2010,0,30,0
4,5352,9,26,1,2006,22,50,0
1,907,6,10,6,2013,18,40,0
4,11650,7,3,11,2005,7,30,0
5,13961,3,9,3,2012,7,0,0
5,626,2,16,7,2010,17,10,0
6,125,2,25,8,2012,23,30,0
3,93,7,26,11,2014,13,0,0
4,9701,6,29,11,2007,12,0,0
2,2759,1,21,1,2014,23,0,0
3,4020,4,28,12,2011,0,1,0
2,4888,3,4,2,2014,23,22,0
3,1760,10,13,10,2004,10,45,0
6,6297,5,9,8,2014,0,30,0
3,8529,4,9,3,2011,1,14,0
7,3223,7,18,5,2014,13,0,0
5,3404,3,8,4,2005,12,10,0
6,4245,9,22,10,2011,20,29,0
1,3376,10,2,4,2007,20,44,0
4,5014,4,16,4,2009,22,26,0
6,12119,8,25,9,2010,19,30,0
1,2262,2,18,4,2011,18,0,0
3,1595,9,28,4,2004,22,0,0
6,9053,7,15,6,2013,6,0,0
5,908,10,26,8,2005,16,0,0
3,136,5,11,12,2013,13,30,0
5,1606,2,7,5,2010,20,30,0
4,2810,2,11,6,2009,3,16,0
5,10677,9,4,5,2012,2,30,0
7,3142,6,13,2,2011,12,0,0
7,2693,1,29,8,2010,10,30,0
1,9199,3,9,1,2012,17,15,0
1,979,4,25,6,2012,0,10,0
6,22318,1,7,2,2004,15,0,0
6,11748,5,3,10,2009,20,30,0
1,9050,5,12,11,2007,18,0,0
1,1220,10,12,12,2005,16,49,0
3,1379,1,6,4,2011,5,40,0
2,15489,3,25,6,2013,20,10,0
5,631,2,1,5,2015,16,30,0
3,4403,7,14,12,2011,15,0,0
3,4618,5,29,12,2010,15,45,0
6,13791,3,1,11,2008,17,40,0
4,5440,9,6,9,2012,21,45,0
5,501,4,5,5,2006,18,7,0
2,2720,10,22,12,2009,22,0,0
1,12096,5,15,11,2010,9,47,0
3,374,8,10,7,2013,20,0,0
7,4432,2,4,10,2009,15,59,0
7,4709,5,24,10,2010,1,45,0
7,451,2,29,6,2014,13,0,0
6,7535,4,14,1,2006,12,59,0
2,363,2,15,6,2010,15,59,0
2,102,10,21,2,2012,19,10,0
6,2341,5,11,3,2006,1,17,0
4,1224,1,25,8,2005,11,40,0
3,821,10,6,8,2008,14,45,0
6,1560,4,22,10,2011,17,0,0
5,957,2,16,7,2010,19,25,0
3,1016,4,28,5,2008,18,30,0
5,1485,5,15,1,2010,23,30,0
1,1450,3,7,2,2005,13,30,0
5,7416,3,8,4,2011,14,30,0
1,150,10,25,7,2011,18,50,0
1,3630,10,13,5,2013,12,15,0
3,6329,4,17,10,2007,23,30,0
1,2156,2,15,5,2006,19,8,0
4,157,5,20,10,2011,21,45,0
2,852,8,13,11,2012,21,0,0
3,967,4,3,10,2012,13,15,0
5,6327,7,24,1,2003,14,0,0
3,909,4,9,6,2004,9,8,0
5,14370,4,21,3,2008,22,45,0
5,1996,2,3,11,2006,22,0,0
5,8257,6,7,10,2011,3,45,0
4,4385,1,6,9,2012,19,30,0
4,1645,9,8,9,2011,23,0,0
7,896,2,19,6,2005,13,30,0
3,12076,9,3,9,2008,23,53,0
7,5683,9,24,8,2014,18,0,0
6,3382,6,9,8,2014,22,0,0
6,2490,3,7,5,2011,17,0,0
2,6020,2,4,5,2010,10,40,0
1,14514,4,16,8,2004,2,0,0
5,3015,6,21,3,2014,21,0,0
5,468,2,1,6,2012,11,56,0
3,4269,7,25,6,2003,13,0,0
1,176,1,14,10,2013,23,0,0
4,4678,2,10,7,2014,16,0,0
7,1345,1,31,1,2010,8,30,0
5,125,2,10,9,2010,8,0,0
3,5372,1,23,3,2005,10,23,0
4,1576,4,3,11,2005,14,0,0
5,2693,1,1,10,2004,7,1,0
1,646,6,3,3,2014,18,0,0
5,750,8,7,5,2010,9,44,0
6,28,4,9,2,2008,14,32,0
6,4345,2,4,10,2014,15,19,0
2,4337,2,15,4,2003,9,35,0
1,4502,1,7,8,2006,16,0,0
6,166,10,28,11,2009,14,0,0
4,11057,3,14,10,2004,20,25,0
4,2365,5,9,8,2012,8,0,0
3,2372,5,31,5,2006,12,30,0
7,20241,9,2,11,2008,7,20,0
1,527,4,27,4,2009,2,50,0
6,2879,5,30,7,2005,23,45,0
2,9837,5,14,6,2005,17,30,0
5,292,5,18,11,2005,23,34,0
5,628,8,25,7,2008,2,0,0
1,6237,6,8,8,2011,14,20,0
7,7008,1,6,11,2011,14,0,0
7,18078,9,15,1,2012,18,0,0
3,2490,3,8,2,2006,17,43,0
4,3622,2,6,10,2005,23,0,0
5,7998,9,17,6,2011,1,0,0
2,8913,1,17,10,2006,20,0,0
1,6838,9,6,12,2004,23,4,0
1,4998,4,3,3,2003,16,40,0
4,259,5,8,3,2007,16,0,0
1,83,2,3,2,2014,8,51,0
4,5215,3,29,6,2006,17,37,0
2,8137,4,9,2,2010,22,22,0
5,52,5,9,3,2012,18,50,0
3,125,2,7,8,2013,23,25,0
1,5782,10,14,4,2008,14,30,0
4,9652,3,3,11,2005,14,31,0
6,9949,8,11,1,2014,23,30,0
4,1345,1,13,12,2012,16,30,0
1,442,2,1,10,2012,11,40,0
3,1403,4,5,4,2006,23,30,0
2,125,2,27,7,2010,12,30,0
4,7753,3,5,2,2004,10,0,0
7,5198,3,15,11,2009,20,0,0
5,3682,3,3,6,2011,8,0,0
3,5334,5,25,7,2012,22,22,0
4,8119,8,15,7,2010,22,0,0
2,8075,3,14,9,2004,13,0,0
2,3284,3,1,10,2013,8,0,0
1,7445,8,26,5,2014,0,1,0
4,2340,3,16,5,2013,15,45,0
4,228,5,4,11,2010,19,9,0
6,2156,2,8,3,2008,15,30,0
2,4534,5,18,8,2009,17,40,0
4,2848,2,15,11,2012,12,0,0
7,4338,2,19,10,2003,22,30,0
7,125,2,7,9,2014,16,0,0
3,153,1,16,6,2010,18,0,0
7,146,10,11,1,2015,13,15,0
7,1557,9,27,1,2013,22,0,0
2,517,2,6,8,2013,0,44,0
3,2842,10,24,6,2009,18,33,0
4,2328,5,17,6,2010,8,50,0
7,4102,6,24,8,2014,11,15,0
4,7132,6,12,7,2007,20,0,0
5,18863,9,22,4,2005,21,29,0
6,6247,6,18,10,2003,21,0,0
5,735,4,19,9,2003,8,45,0
5,8613,6,29,5,2009,22,5,0
6,1722,2,22,8,2009,13,2,0
2,5011,10,15,10,2013,15,55,0
4,3081,2,9,2,2012,18,30,0
6,1119,2,11,1,2003,17,20,0
1,6287,4,24,5,2004,7,0,0
4,981,2,29,6,2006,0,50,0
2,1387,5,16,4,2013,5,8,0
1,9194,3,6,2,2012,16,0,0
7,4136,1,10,8,2014,8,10,0
3,771,1,17,4,2013,3,17,0
4,1117,4,11,8,2011,10,57,0
3,88,2,15,5,2013,7,47,0
5,1076,4,9,1,2015,14,45,0
3,408,2,21,1,2015,15,45,0
7,390,5,2,11,2014,19,0,0
2,6030,7,25,6,2013,14,30,0
2,4969,6,27,5,2014,15,25,0
2,14761,8,8,2,2011,23,24,0
7,5376,3,27,7,2003,21,0,0
2,13204,4,28,6,2011,14,51,0
6,36,2,22,3,2003,17,59,0
3,15211,8,15,6,2011,12,38,0
6,772,10,3,5,2008,15,40,0
5,1769,3,16,4,2004,7,45,0
1,28,4,22,8,2011,23,0,0
4,6572,9,31,10,2013,19,40,0
7,7485,5,13,1,2008,20,51,0
7,15553,1,26,3,2006,13,0,0
4,1093,6,9,2,2006,21,30,0
2,13851,9,15,4,2008,10,47,0
1,893,10,28,4,2008,10,48,0
1,502,5,2,2,2004,10,0,0
4,8965,5,6,9,2012,4,20,0
5,3257,9,26,8,2011,10,12,0
2,4405,5,17,5,2011,4,35,0
2,139,2,18,3,2003,13,25,0
5,716,5,29,1,2010,13,0,0
4,1220,10,6,2,2014,17,0,0
5,1325,6,4,6,2010,20,0,0
6,8954,4,13,7,2013,19,36,0
4,176,1,19,5,2011,17,5,0
6,1220,10,16,5,2009,16,0,0
6,5727,9,14,1,2006,1,30,0
3,5469,1,27,7,2011,2,30,0
6,753,2,15,5,2004,21,30,0
6,20486,8,28,1,2006,1,0,0
3,3363,4,19,9,2007,10,10,0
3,2140,2,25,1,2012,9,20,0
4,4613,2,11,8,2005,12,0,0
4,8728,2,20,9,2012,0,25,0
5,190,9,24,8,2007,17,28,0
3,22,10,9,1,2008,8,0,0
6,9341,9,15,11,2014,8,0,0
5,4692,3,14,7,2006,10,16,0
7,1066,10,7,4,2013,9,0,0
3,7518,5,5,2,2003,18,30,0
6,19166,9,24,2,2007,1,49,0
5,3516,5,24,2,2006,20,0,0
6,93,7,15,11,2008,14,30,0
6,6459,8,11,2,2006,13,45,0
4,883,9,17,10,2013,23,0,0
6,538,8,27,7,2013,10,0,0
7,3177,8,14,8,2005,8,0,0
4,1192,9,7,3,2013,17,25,0
5,6420,2,26,1,2007,10,5,0
1,13998,8,17,9,2007,22,30,0
4,2853,6,16,4,2015,11,30,0
5,8614,8,2,11,2012,10,30,0
5,5070,9,19,5,2006,10,42,0
1,11707,5,12,12,2011,18,40,0
2,841,2,7,8,2007,8,0,0
7,4582,1,12,9,2010,12,0,0
7,1224,1,17,6,2007,23,45,0
4,5709,1,5,4,2012,18,0,0
5,2463,2,18,4,2003,15,5,0
7,3406,1,8,3,2009,0,1,0
6,11257,9,19,10,2013,9,0,0
4,772,10,9,8,2012,14,55,0
6,800,4,10,3,2012,22,30,0
7,6740,2,1,1,2006,0,1,0
3,1263,2,18,9,2013,22,0,0
3,511,4,11,1,2006,12,14,0
5,272,8,1,11,2013,10,15,0
5,1954,10,22,9,2006,9,24,0
1,11461,4,13,10,2003,17,0,0
1,10461,3,10,11,2008,19,59,0
5,2720,10,21,10,2005,15,44,0
7,8970,4,3,7,2005,23,27,0
3,504,4,7,9,2011,16,8,0
2,10958,4,1,4,2008,17,0,0
1,3138,7,21,3,2011,8,40,0
4,4418,2,11,7,2013,0,20,0
6,232,4,15,6,2013,21,20,0
4,1963,7,16,6,2011,1,18,0
4,11242,7,10,7,2014,20,30,0
3,15417,4,30,4,2003,10,30,0
2,13771,5,8,1,2013,22,0,0
7,273,1,11,7,2004,23,0,0
6,5570,2,6,9,2003,0,1,0
5,21903,1,27,6,2003,11,0,0
4,2074,5,23,3,2006,0,5,0
3,14708,4,4,5,2011,19,0,0
2,358,6,12,11,2013,14,50,0
2,4129,7,28,10,2008,13,30,0
3,6092,3,25,1,2012,8,30,0
2,208,1,23,12,2003,14,30,0
4,5107,10,17,11,2011,18,4,0
3,5785,4,22,3,2006,13,0,0
1,3180,10,2,3,2015,10,0,0
7,9376,4,16,6,2013,13,0,0
7,22048,9,15,6,2003,17,0,0
3,12852,3,20,8,2003,19,0,0
3,1014,3,6,8,2003,16,0,0
4,5508,1,24,1,2013,21,0,0
6,621,3,24,8,2013,13,0,0
2,501,4,19,8,2014,15,45,0
5,2400,10,22,3,2013,0,42,0
5,501,4,7,3,2008,11,12,0
7,1571,7,19,12,2010,1,30,0
1,2228,7,24,12,2012,8,49,0
3,3376,10,17,3,2004,20,0,0
5,1227,3,6,2,2015,6,41,0
7,1016,4,2,5,2004,11,59,0
1,6102,1,25,7,2011,21,40,0
4,1281,2,17,4,2003,4,45,0
3,1792,2,12,11,2003,13,53,0
7,9036,1,27,8,2006,10,0,0
1,2124,1,21,1,2013,11,15,0
5,13307,3,18,9,2009,12,0,0
7,12734,9,10,3,2013,3,17,0
2,986,5,17,3,2009,21,20,0
1,270,2,23,6,2008,20,45,0
7,1823,1,19,10,2008,13,30,0
2,19468,6,16,5,2006,8,30,0
4,821,10,27,12,2012,0,1,0
3,872,2,19,2,2003,12,50,0
3,176,1,3,4,2013,8,15,0
4,2850,4,16,4,2015,12,0,0
2,125,2,28,4,2015,22,36,0
4,21445,8,10,7,2003,12,30,0
3,7134,2,17,10,2007,22,0,0
7,1367,1,3,5,2009,8,0,0
6,4411,2,6,9,2014,6,17,0
5,646,6,4,5,2012,11,0,0
5,1472,5,16,7,2010,17,54,0
6,8638,8,19,11,2005,14,0,0
2,992,1,15,4,2014,21,10,0
6,1004,1,28,6,2014,12,45,0
6,2582,4,20,5,2006,19,0,0
4,7069,5,10,1,2013,17,30,0
5,10399,9,19,9,2014,8,30,0
5,1973,9,21,4,2006,7,25,0
2,125,2,17,8,2004,15,0,0
6,5429,4,3,4,2004,12,0,0
1,504,4,25,5,2009,1,10,0
3,5633,8,3,4,2013,20,5,0
4,10349,7,16,6,2011,20,0,0
3,2262,2,23,1,2013,12,30,0
6,7441,7,20,4,2013,22,0,0
7,5556,1,26,2,2006,2,50,0
1,8559,3,7,8,2006,16,20,0
4,1012,4,26,6,2003,9,40,0
3,10631,5,15,11,2006,7,0,0
6,5884,5,30,12,2006,10,5,0
3,1559,4,11,11,2009,10,33,0
1,442,2,28,4,2014,8,3,0
7,11335,1,26,1,2014,16,30,0
5,10126,7,17,10,2003,18,0,0
1,14497,5,16,10,2006,16,0,0
2,7441,7,14,10,2008,11,10,0
7,3727,10,9,3,2008,22,12,0
6,12936,1,20,10,2007,11,30,0
2,11883,8,19,4,2011,11,35,0
1,4381,8,29,11,2010,4,39,0
5,495,7,14,6,2013,14,0,0
5,1752,3,27,7,2007,10,30,0
3,2119,10,18,4,2007,17,0,0
2,4511,3,18,3,2003,9,0,0
4,7065,5,27,11,2014,5,50,0
6,2693,1,30,5,2009,15,0,0
5,1263,2,6,2,2015,14,0,0
4,11966,6,19,4,2012,20,30,0
1,4228,8,21,1,2013,19,30,0
3,9638,7,22,2,2012,7,55,0
4,6189,3,28,12,2006,8,0,0
5,3786,1,28,7,2006,1,41,0
5,2122,9,3,6,2011,12,41,0
4,538,8,6,10,2011,12,43,0
3,2535,4,24,8,2011,1,15,0
3,872,2,27,6,2012,19,10,0
6,923,1,28,8,2010,13,20,0
5,9151,4,11,2,2005,13,0,0
2,125,2,14,5,2013,16,30,0
3,1214,10,25,7,2007,8,18,0
4,5291,9,30,6,2011,17,40,0
1,4317,4,15,3,2004,21,49,0
2,213,4,21,8,2007,17,41,0
5,1393,10,17,4,2015,21,17,0
5,5398,1,26,1,2007,15,30,0
5,3334,5,1,11,2013,9,0,0
1,4216,2,12,4,2004,10,0,0
1,125,2,10,12,2007,15,30,0
5,580,3,10,1,2014,18,25,0
7,8578,4,17,10,2004,20,12,0
5,2204,5,6,8,2004,17,30,0
3,1003,9,17,10,2007,23,24,0
3,9187,5,16,10,2013,9,47,0
1,927,1,17,2,2003,23,0,0
1,1449,1,25,6,2007,18,30,0
4,15916,9,19,5,2005,13,0,0
6,19943,10,14,7,2007,17,35,0
2,571,2,24,7,2012,0,1,0
5,8094,9,3,11,2006,14,35,0
7,1991,10,26,7,2009,22,15,0
7,1449,1,29,6,2008,20,5,0
3,161,7,16,5,2007,17,0,0
7,436,5,2,6,2013,13,0,0
7,4402,4,27,2,2011,18,0,0
2,2132,2,22,7,2008,12,0,0
3,12141,7,18,3,2009,15,40,0
5,5517,7,1,11,2013,17,0,0
3,1791,2,5,2,2003,13,18,0
3,908,10,21,7,2004,2,0,0
6,2212,8,7,9,2013,22,0,0
6,77,10,13,8,2005,7,0,0
1,11760,3,22,11,2004,12,25,0
2,15911,7,31,5,2005,12,37,0
1,7648,3,20,9,2010,18,42,0
4,641,2,21,9,2006,16,0,0
5,1863,3,17,6,2005,12,0,0
7,8651,4,31,7,2011,0,5,0
2,4132,7,31,3,2015,10,0,0
4,1462,4,9,8,2007,5,30,0
7,552,4,5,10,2003,15,0,0
2,5481,4,30,3,2004,11,15,0
1,5934,4,20,8,2007,6,41,0
7,1132,3,5,10,2014,12,45,0
3,14024,9,15,11,2006,19,0,0
7,2144,10,9,3,2008,12,50,0
3,146,10,28,5,2014,22,0,0
7,2143,8,22,9,2013,5,45,0
5,4266,1,24,12,2004,21,0,0
1,627,3,28,10,2013,17,30,0
2,13482,9,30,10,2012,2,30,0
6,1154,9,1,12,2012,8,30,0
1,2868,7,7,7,2014,15,30,0
3,3455,8,18,5,2011,20,30,0
3,925,2,11,6,2014,17,0,0
3,7502,5,23,12,2009,12,30,0
3,13182,9,22,1,2003,17,40,0
6,8389,9,26,1,2013,19,0,0
7,144,4,30,12,2012,19,0,0
5,6420,2,5,9,2008,12,54,0
6,451,2,21,4,2007,21,0,0
5,977,1,19,4,2013,19,0,0
3,18464,9,10,8,2011,17,0,0
3,4442,3,21,8,2013,16,19,0
2,6676,8,8,2,2005,11,56,0
2,17386,4,27,7,2010,15,0,0
3,5536,4,12,1,2005,9,0,0
1,213,4,2,10,2006,7,32,0
6,8401,5,5,5,2007,11,10,0
6,9863,5,4,11,2006,0,1,0
6,4701,5,3,5,2008,13,30,0
6,840,5,8,4,2006,20,45,0
4,2581,9,16,5,2013,2,16,0
6,270,2,21,8,2004,18,15,0
7,10946,5,2,6,2013,21,2,0
5,6421,7,24,3,2006,18,30,0
7,1121,10,14,12,2008,14,35,0
2,2244,7,16,9,2014,10,30,0
4,13464,5,15,11,2007,0,5,0
7,6468,9,25,3,2012,21,30,0
5,12199,8,29,1,2010,18,0,0
5,15895,8,17,6,2011,21,21,0
1,2124,1,27,4,2015,15,40,0
3,166,10,19,2,2014,14,25,0
1,501,4,17,8,2009,13,30,0
3,1066,10,8,7,2009,9,30,0
4,16004,6,19,5,2005,22,33,0
7,12771,1,4,5,2008,12,30,0
3,2700,3,22,8,2012,21,0,0
7,18568,7,12,8,2007,0,25,0
2,1975,2,20,9,2011,11,0,0
6,3884,2,22,5,2010,19,20,0
6,4981,9,13,12,2008,0,6,0
1,203,2,27,4,2009,8,0,0
4,7068,10,13,11,2008,7,10,0
5,4954,1,27,7,2007,8,0,0
6,216,6,30,7,2011,15,44,0
6,4923,2,8,2,2014,0,47,0
1,2810,2,20,2,2006,8,0,0
3,1150,2,20,2,2008,14,50,0
2,20373,7,29,4,2003,5,8,0
7,8921,6,30,11,2014,16,0,0
5,125,2,23,7,2004,9,0,0
6,13366,1,16,12,2006,13,0,0
2,10548,5,30,9,2014,17,8,0
5,7392,6,10,12,2004,19,43,0
6,704,2,8,4,2006,7,22,0
4,223,10,7,2,2008,23,42,0
5,8104,1,28,12,2007,3,0,0
1,14002,9,27,4,2009,13,30,0
4,4468,8,23,1,2003,5,25,0
7,125,2,10,10,2010,12,0,0
7,5900,7,22,2,2015,16,0,0
4,1935,5,19,5,2005,2,25,0
7,5408,5,20,11,2011,1,52,0
5,5550,8,26,12,2003,12,0,0
5,6031,3,10,2,2012,23,2,0
7,12370,9,21,9,2003,23,40,0
6,2320,9,19,5,2012,0,1,0
3,3261,5,15,12,2010,17,0,0
3,4601,1,18,2,2004,13,13,0
7,11697,4,20,4,2008,1,15,0
3,6978,7,24,7,2013,0,1,0
6,2826,2,2,12,2006,20,0,0
3,83,2,1,11,2006,4,30,0
1,11481,9,18,9,2006,22,1,0
1,2045,6,19,3,2007,17,30,0
2,7056,5,28,6,2005,4,46,0
6,20041,3,24,2,2007,7,40,0
1,4290,8,30,3,2015,0,48,0
6,1351,8,27,2,2010,19,30,0
6,3313,5,15,12,2007,7,0,0
3,21785,2,15,10,2003,13,44,0
5,2988,3,23,9,2011,15,30,0
1,2982,2,25,1,2010,10,15,0
5,648,2,8,2,2013,23,30,0
2,3702,5,13,12,2005,23,0,0
2,826,4,28,12,2010,9,10,0
1,4799,5,25,12,2006,22,30,0
4,5427,7,1,5,2014,22,9,0
4,11035,9,4,9,2014,7,45,0
2,982,9,17,3,2015,20,37,0
5,408,2,20,4,2007,12,45,0
5,22257,1,21,3,2003,22,30,0
5,1179,5,27,7,2012,22,59,0
3,307,3,21,1,2004,15,8,0
4,1204,2,24,7,2008,21,49,0
4,10368,6,18,11,2010,9,0,0
5,6674,8,17,11,2006,13,0,0
4,1454,5,30,4,2015,15,0,0
1,1818,5,1,9,2003,17,0,0
1,1042,3,19,3,2007,19,42,0
3,460,5,4,2,2004,12,25,0
5,4492,1,9,8,2013,17,0,0
1,1667,3,17,3,2014,12,0,0
4,6084,3,2,4,2009,13,44,0
4,476,9,23,8,2012,15,0,0
1,4722,1,25,11,2013,11,10,0
3,2578,6,28,10,2009,15,45,0
7,3135,8,2,1,2011,12,0,0
7,2777,2,20,4,2003,21,0,0
3,4647,1,28,12,2011,9,0,0
3,3370,1,3,10,2007,2,10,0
5,3103,2,18,11,2011,15,25,0
7,600,3,20,4,2003,19,30,0
2,125,2,14,6,2011,15,5,0
6,125,2,25,7,2009,0,1,0
3,3019,9,30,5,2007,5,0,0
3,125,2,2,11,2011,12,0,0
3,511,4,11,6,2003,20,30,0
5,467,1,6,9,2013,16,56,0
3,213,4,11,6,2003,22,0,0
4,1236,4,23,2,2012,7,20,0
5,841,2,30,12,2011,17,0,0
5,208,1,12,8,2005,10,0,0
5,11379,8,14,11,2008,18,40,0
6,16271,5,23,3,2013,19,30,0
6,7139,3,20,9,2008,16,50,0
5,125,2,18,5,2007,13,58,0
1,14784,8,19,1,2004,19,15,0
4,835,7,19,10,2006,13,40,0
1,939,5,31,3,2014,9,19,0
5,1653,3,2,5,2014,16,2,0
7,1790,1,8,3,2009,18,30,0
2,83,2,2,9,2003,10,35,0
7,4617,3,4,4,2004,5,40,0
7,992,1,21,9,2003,22,15,0
4,1214,10,1,7,2010,19,15,0
2,14777,8,22,7,2003,19,0,0
7,1045,2,25,9,2011,1,0,0
7,5014,4,14,12,2014,18,43,0
6,1809,10,20,9,2008,13,10,0
1,158,2,22,3,2010,19,15,0
6,4646,8,5,11,2005,14,18,0
4,6742,4,11,8,2005,17,0,0
4,2911,10,4,3,2004,11,15,0
4,6064,6,2,4,2009,8,20,0
2,1895,3,3,5,2011,9,0,0
5,15481,4,20,4,2012,15,30,0
4,5583,9,21,4,2011,11,15,0
7,5919,5,22,2,2015,12,0,0
5,7578,4,21,3,2008,14,4,0
3,282,6,16,4,2008,20,0,0
4,2400,10,1,10,2009,21,35,0
1,534,4,22,12,2003,16,25,0
6,133,3,4,10,2008,18,48,0
5,8571,5,1,5,2009,22,45,0
6,13167,4,22,4,2006,9,20,0
2,772,10,8,7,2008,11,20,0
5,9077,4,30,5,2014,12,4,0
1,11895,3,21,7,2014,9,39,0
3,9981,2,28,5,2014,9,36,0
5,2862,10,17,4,2009,22,0,0
6,8272,3,17,5,2008,11,0,0
4,354,10,20,9,2007,19,0,0
7,4618,5,18,12,2005,20,48,0
3,2162,5,21,7,2004,20,30,0
3,10222,3,17,10,2012,23,41,0
6,6504,3,29,12,2012,23,25,0
3,1682,8,5,8,2009,0,30,0
2,7249,4,18,3,2008,20,33,0
