"day","address","location","date","month","year","hour","min","BADCHECKS"
1,4558,2,19,3,2012,3,30,0
7,6640,1,8,10,2006,18,15,0
7,3098,5,17,10,2004,16,0,0
4,303,8,2,10,2014,13,0,0
6,11661,1,21,9,2013,3,5,0
7,2855,1,8,3,2009,12,20,0
6,9023,8,11,8,2012,19,15,0
5,326,2,21,5,2010,10,30,0
5,1151,4,8,4,2011,22,0,0
4,254,5,8,7,2004,19,30,0
1,157,5,21,1,2008,15,20,0
1,9784,8,31,3,2003,20,30,0
7,501,4,7,10,2007,16,50,0
7,647,5,8,3,2015,12,30,0
6,1153,4,14,6,2014,18,30,0
7,64,4,9,3,2008,17,30,0
4,4960,7,5,4,2007,16,0,0
1,242,10,3,2,2003,19,0,0
6,5732,9,26,1,2008,20,47,0
5,981,2,16,5,2008,0,30,0
7,15917,1,29,7,2012,1,34,0
3,1075,4,20,9,2006,16,29,0
2,801,9,3,4,2012,9,0,0
3,821,10,2,9,2009,16,30,0
2,895,2,23,7,2013,1,29,0
2,720,5,1,4,2008,18,20,0
3,5195,2,21,9,2005,17,0,0
7,6695,1,22,3,2009,2,0,0
5,215,4,4,9,2009,19,40,0
5,7572,6,20,4,2007,16,22,0
3,421,1,29,4,2015,19,0,0
7,3860,3,30,1,2005,8,0,0
5,17503,8,20,5,2005,16,0,0
7,6717,1,1,1,2012,2,0,0
2,784,2,4,8,2009,20,0,0
5,6669,1,9,1,2009,16,40,0
3,12240,8,28,11,2012,23,0,0
2,4122,1,7,8,2007,16,0,0
1,5545,5,31,3,2014,21,30,0
5,1432,3,2,12,2011,16,30,0
4,102,10,25,12,2008,17,14,0
4,7400,5,23,8,2007,23,0,0
4,1525,4,10,8,2006,16,45,0
1,4355,4,7,3,2005,17,22,0
7,1220,10,14,1,2007,1,1,0
6,125,2,1,11,2003,1,40,0
4,178,2,16,10,2014,15,20,0
4,1446,6,30,4,2015,23,0,0
7,4391,3,11,8,2013,12,0,0
6,9105,5,1,11,2014,19,20,0
1,1677,2,1,10,2012,9,0,0
1,12111,10,27,4,2009,3,0,0
7,15531,9,1,8,2010,0,1,0
6,430,1,24,1,2009,18,30,0
4,511,4,19,2,2009,20,55,0
5,8223,2,21,4,2006,8,15,0
7,5932,5,17,12,2006,14,16,0
1,9332,7,12,12,2005,22,0,0
4,6079,4,23,8,2007,8,45,0
7,777,3,15,6,2008,12,57,0
3,1066,10,8,7,2009,9,30,0
3,7232,5,22,2,2006,18,0,0
1,232,4,16,5,2011,21,30,0
4,598,6,9,1,2014,18,40,0
2,125,2,3,2,2004,20,30,0
3,5483,10,30,9,2009,7,55,0
7,10885,4,1,7,2007,8,35,0
3,1943,2,29,9,2004,17,20,0
5,157,10,11,7,2014,15,20,0
4,2811,1,8,1,2009,10,19,0
2,6003,6,26,10,2004,22,30,0
1,990,1,24,11,2008,21,45,0
3,2236,4,1,12,2010,8,30,0
5,355,2,4,10,2013,15,0,0
3,1744,6,12,1,2005,16,0,0
2,17323,6,28,6,2005,2,0,0
6,3337,4,9,9,2006,23,20,0
2,1393,10,8,7,2008,10,54,0
6,983,2,28,6,2008,1,37,0
2,8695,1,20,9,2011,0,1,0
7,1334,3,18,4,2004,14,30,0
7,15231,9,19,10,2003,19,35,0
1,4886,6,9,7,2012,17,30,0
5,4257,5,25,2,2005,0,40,0
3,5491,3,28,12,2005,0,5,0
2,581,9,8,3,2011,9,40,0
6,13557,3,30,7,2005,18,0,0
4,11203,4,7,4,2011,12,0,0
1,125,2,15,3,2004,17,0,0
4,957,2,11,12,2003,15,50,0
1,5201,8,4,3,2013,14,40,0
2,346,1,6,3,2007,0,1,0
4,3762,1,15,4,2004,8,0,0
6,1958,3,10,3,2012,12,0,0
1,3255,5,2,3,2009,22,0,0
6,468,2,24,8,2013,23,0,0
5,4415,5,6,10,2006,7,54,0
3,1075,4,1,5,2013,12,0,0
7,779,2,21,10,2007,1,0,0
2,4645,5,2,11,2010,22,46,0
6,8122,5,1,7,2006,18,0,0
5,14853,8,30,5,2003,19,0,0
2,9050,5,11,5,2004,8,0,0
4,1557,9,4,11,2010,9,20,0
4,887,7,20,9,2012,0,20,0
6,4909,1,4,10,2014,22,48,0
5,501,4,22,9,2006,14,0,0
6,1790,1,28,1,2012,18,30,0
4,8185,4,6,3,2003,1,33,0
4,2177,3,22,1,2009,16,0,0
5,7355,8,7,9,2012,23,29,0
5,1157,2,9,9,2011,21,30,0
5,1918,1,15,11,2013,11,40,0
1,3725,10,10,12,2007,3,0,0
7,2340,3,20,5,2012,0,1,0
7,22115,3,4,5,2003,23,59,0
6,1052,4,2,5,2015,13,30,0
5,14885,5,15,5,2009,21,28,0
5,2346,2,29,7,2005,23,35,0
2,39,3,7,3,2006,10,0,0
5,3699,1,3,4,2015,15,30,0
5,211,5,3,6,2005,13,0,0
2,5622,3,7,2,2006,14,29,0
3,1606,2,30,4,2003,13,30,0
2,177,10,7,2,2006,23,0,0
4,6196,7,16,12,2010,5,35,0
2,2341,5,18,2,2014,20,30,0
3,14112,9,22,1,2014,9,0,0
1,435,10,18,8,2008,23,36,0
2,1991,10,19,10,2010,13,25,0
6,547,2,3,10,2009,2,0,0
5,3725,10,10,8,2007,16,57,0
3,3553,6,1,10,2003,12,0,0
6,2428,5,7,2,2004,4,50,0
7,15992,8,19,5,2013,13,39,0
3,595,7,28,7,2010,11,40,0
3,4086,1,1,10,2008,16,0,0
1,979,4,25,7,2011,0,10,0
5,907,6,14,11,2014,14,1,0
1,125,2,15,3,2004,8,0,0
1,2409,2,17,9,2007,1,40,0
5,2144,5,2,7,2010,1,5,0
2,8935,4,14,5,2013,14,30,0
3,2434,6,18,2,2015,17,31,0
5,361,2,22,4,2005,22,58,0
7,9782,5,28,8,2005,23,40,0
2,6146,6,3,5,2005,9,0,0
1,1255,6,3,2,2014,18,11,0
2,6040,9,11,11,2014,12,40,0
2,7247,3,26,7,2005,16,20,0
3,6799,5,16,6,2010,9,30,0
3,376,2,12,11,2008,18,25,0
5,21785,10,4,4,2003,13,13,0
5,2339,7,9,9,2011,10,20,0
4,3180,10,29,6,2006,20,47,0
7,1580,10,8,3,2009,0,1,0
2,83,2,23,3,2010,0,20,0
6,1310,5,18,5,2013,14,20,0
3,14239,8,3,10,2007,21,0,0
6,4093,2,9,9,2006,17,0,0
6,1804,5,28,7,2007,15,8,0
2,13149,8,31,10,2006,2,35,0
4,4841,9,8,1,2004,7,30,0
7,7049,5,19,10,2003,1,50,0
3,3604,4,21,1,2009,1,0,0
2,3986,4,6,7,2004,18,10,0
6,3509,1,13,8,2005,21,0,0
5,3530,5,23,1,2009,13,50,0
7,13273,9,12,8,2007,1,33,0
7,3857,5,13,6,2004,14,0,0
3,9604,5,28,4,2004,22,30,0
1,9796,5,27,10,2014,21,30,0
3,125,2,2,6,2010,15,10,0
7,6281,5,5,10,2003,13,0,0
2,2314,1,9,12,2014,12,0,0
3,16542,8,1,12,2010,14,0,0
1,4140,10,14,5,2007,12,25,0
6,125,2,30,6,2012,2,5,0
6,13611,3,24,3,2007,19,37,0
1,125,2,29,9,2008,0,1,0
6,8988,4,2,7,2005,1,30,0
3,2321,3,22,9,2010,12,30,0
7,12305,7,2,11,2003,22,0,0
2,158,2,8,2,2011,4,7,0
3,514,5,20,10,2010,19,1,0
5,3070,5,22,8,2008,21,39,0
5,1160,1,4,4,2014,17,15,0
4,4676,4,16,11,2006,11,0,0
5,9825,2,9,9,2005,17,13,0
4,216,6,6,3,2003,17,30,0
6,5971,4,10,3,2012,2,0,0
5,1042,3,23,9,2011,15,0,0
3,9154,7,20,4,2011,22,30,0
4,27,5,26,1,2012,21,56,0
4,2839,4,22,3,2007,17,0,0
6,10265,8,17,12,2005,12,37,0
2,3414,10,3,8,2004,18,45,0
2,8743,3,27,5,2008,20,0,0
1,7702,5,10,11,2014,12,0,0
2,7535,4,9,6,2009,11,0,0
7,978,1,9,5,2010,1,0,0
6,442,2,15,1,2011,4,0,0
1,9315,3,26,5,2003,20,15,0
6,7395,4,21,4,2012,12,37,0
5,1893,6,29,10,2004,18,0,0
5,16980,8,10,12,2004,10,23,0
3,3131,10,25,1,2006,20,0,0
4,283,10,16,10,2014,17,45,0
3,20616,9,20,2,2008,19,30,0
6,157,5,16,11,2013,20,11,0
2,6771,1,23,2,2010,14,25,0
7,169,8,10,3,2013,21,30,0
5,1214,10,8,2,2008,7,12,0
2,22017,5,6,7,2004,9,15,0
6,7632,7,25,8,2007,11,0,0
6,14816,4,8,2,2003,20,0,0
1,18079,9,8,8,2005,22,40,0
2,11008,6,23,2,2010,7,55,0
6,3463,5,4,4,2015,22,50,0
7,8209,8,20,4,2008,21,0,0
4,232,4,23,8,2012,17,50,0
7,6453,7,1,1,2012,12,10,0
2,548,10,18,8,2009,18,0,0
2,146,10,26,5,2009,17,25,0
2,4609,9,2,9,2003,18,0,0
5,5290,7,23,1,2015,21,0,0
2,4639,7,16,4,2013,16,0,0
3,2209,4,23,7,2003,9,51,0
7,6796,5,23,10,2005,19,0,0
3,11649,6,12,12,2012,9,5,0
6,139,2,13,11,2004,16,0,0
3,3007,8,5,2,2014,11,0,0
2,27,5,17,4,2007,15,20,0
7,1221,2,29,7,2007,18,0,0
5,7766,4,1,6,2012,16,15,0
5,549,4,10,8,2012,12,30,0
3,213,4,1,4,2009,2,12,0
2,2838,2,3,9,2013,17,15,0
3,3983,7,22,2,2012,15,28,0
3,5454,8,12,6,2013,12,0,0
5,4785,1,20,9,2013,23,0,0
4,51,2,17,4,2008,0,41,0
3,19592,7,5,4,2006,11,45,0
3,1433,10,27,1,2010,12,26,0
7,125,2,14,8,2005,16,0,0
4,1809,10,29,5,2008,21,0,0
6,2490,3,15,11,2008,9,30,0
5,10577,4,3,6,2005,17,0,0
4,744,10,11,2,2010,6,40,0
1,125,2,18,9,2006,0,30,0
6,102,10,22,2,2014,7,55,0
4,8641,5,18,10,2007,15,0,0
2,5146,8,11,12,2012,22,0,0
5,125,2,17,6,2005,14,30,0
3,875,3,1,4,2015,11,30,0
4,3986,4,18,9,2003,18,0,0
4,2856,8,6,2,2003,13,0,0
5,528,10,2,5,2003,11,0,0
5,1399,10,30,5,2003,8,59,0
6,829,1,5,5,2007,23,0,0
7,983,2,15,8,2010,0,1,0
2,11734,5,1,5,2007,12,0,0
4,14690,8,14,10,2004,12,37,0
5,12953,7,27,1,2012,17,35,0
2,5802,5,29,9,2009,12,0,0
3,7044,10,16,11,2005,11,20,0
6,4186,1,13,12,2014,22,16,0
1,6184,3,10,1,2011,16,35,0
1,554,10,5,8,2013,1,50,0
6,4888,3,23,2,2008,0,30,0
1,211,5,27,4,2015,18,0,0
1,9025,5,2,8,2004,3,45,0
5,7433,3,12,12,2014,10,0,0
7,125,2,8,10,2006,2,0,0
2,126,8,13,12,2011,18,40,0
2,1071,5,1,9,2009,22,30,0
5,2386,2,24,12,2004,3,40,0
2,7128,4,10,6,2014,7,50,0
4,421,1,1,10,2009,17,0,0
4,1119,2,2,9,2004,12,0,0
5,2472,8,12,2,2010,15,39,0
2,4376,8,11,7,2006,18,30,0
5,8418,4,14,11,2008,13,20,0
6,2856,8,3,12,2011,7,0,0
6,2046,2,30,11,2013,13,45,0
2,2490,3,13,7,2010,21,40,0
4,9914,3,2,10,2003,18,10,0
1,5208,1,4,10,2010,16,0,0
3,18542,4,9,7,2008,12,15,0
4,11579,4,11,3,2010,13,30,0
4,4624,9,21,4,2011,11,44,0
1,324,1,6,8,2007,20,45,0
5,1052,4,18,4,2003,17,14,0
3,11070,5,15,9,2004,18,0,0
2,3629,4,24,8,2010,14,40,0
4,5107,10,1,6,2006,17,50,0
3,13023,5,20,9,2006,0,1,0
2,7663,8,21,8,2007,16,30,0
7,4306,5,18,5,2003,22,30,0
6,4645,5,3,12,2005,22,0,0
4,7040,8,6,2,2014,23,39,0
3,3688,10,6,9,2006,17,30,0
5,1898,6,8,10,2010,8,10,0
2,7753,3,26,1,2010,6,0,0
6,13359,3,11,8,2007,17,0,0
5,250,4,6,9,2013,22,0,0
2,111,10,8,7,2014,17,3,0
4,22,10,20,9,2012,3,30,0
1,125,2,23,7,2012,6,39,0
3,13731,1,23,8,2006,13,30,0
7,1611,3,23,4,2006,10,30,0
1,6630,9,25,11,2013,0,1,0
3,2392,3,7,1,2009,13,50,0
5,1615,2,24,9,2010,19,4,0
1,77,10,7,12,2009,3,55,0
1,213,4,12,10,2009,8,8,0
5,1297,1,11,2,2005,1,27,0
3,2270,1,8,7,2009,0,50,0
7,4093,2,23,9,2012,14,30,0
1,2341,5,12,11,2012,18,0,0
1,4024,8,7,7,2014,22,0,0
6,2144,10,1,11,2008,5,30,0
1,3477,5,27,12,2010,1,25,0
5,6777,7,31,12,2010,3,23,0
5,1829,10,7,8,2009,0,13,0
6,594,8,8,2,2003,12,0,0
5,3329,10,2,6,2006,22,5,0
1,1592,1,30,3,2015,17,40,0
2,1044,4,9,12,2014,18,51,0
1,242,10,4,4,2005,14,30,0
1,7573,3,29,10,2007,18,56,0
3,4672,5,7,2,2007,13,25,0
4,13357,9,24,7,2003,12,25,0
4,5453,1,25,7,2013,16,0,0
7,3131,10,22,5,2011,10,53,0
7,1958,3,25,3,2007,19,30,0
7,114,8,25,3,2012,14,50,0
6,12332,9,26,7,2008,12,0,0
6,608,2,26,1,2013,17,0,0
2,255,10,6,2,2007,13,15,0
4,5107,10,6,5,2010,23,11,0
5,208,1,10,12,2004,16,31,0
3,872,2,14,11,2012,16,40,0
1,737,5,7,7,2003,22,0,0
5,11019,4,8,4,2005,17,35,0
3,4998,4,19,8,2009,13,10,0
7,6184,3,15,11,2009,12,57,0
3,8544,5,5,9,2007,11,0,0
5,3964,7,12,8,2005,0,15,0
1,1220,10,3,9,2007,4,0,0
3,4692,3,20,8,2003,3,7,0
1,3253,7,26,11,2007,21,35,0
3,10155,8,17,11,2010,9,30,0
5,263,1,14,6,2013,15,4,0
6,165,9,21,3,2015,9,23,0
5,303,8,13,6,2003,10,44,0
7,4848,3,1,1,2006,19,33,0
3,1405,10,30,10,2013,8,40,0
6,2406,4,18,4,2015,23,5,0
6,1606,2,20,5,2006,11,39,0
4,2486,5,5,5,2011,12,0,0
7,15120,2,18,10,2009,17,7,0
7,9276,3,17,11,2013,1,52,0
1,10892,8,24,12,2012,17,45,0
5,7781,9,25,7,2003,4,15,0
3,6289,3,19,3,2014,22,50,0
4,4377,1,12,6,2003,19,45,0
1,11283,5,1,9,2003,12,30,0
2,1730,10,1,4,2003,13,30,0
6,1073,5,13,2,2010,17,5,0
5,872,2,3,4,2015,13,33,0
6,11312,1,15,11,2003,15,0,0
5,2869,10,4,10,2013,20,53,0
2,133,3,18,2,2003,15,9,0
5,9291,9,9,4,2010,14,0,0
4,5906,3,3,4,2008,21,45,0
1,832,4,5,1,2009,4,50,0
4,1991,10,28,11,2013,23,5,0
3,6474,5,5,8,2009,23,30,0
1,2945,3,19,7,2004,13,0,0
5,3991,8,10,9,2010,16,0,0
5,11707,5,18,5,2007,18,0,0
4,7617,7,6,9,2012,15,55,0
6,939,5,3,10,2009,0,14,0
7,2049,5,29,6,2003,11,0,0
6,13275,9,18,10,2008,3,46,0
5,2420,8,23,1,2009,20,50,0
5,9742,4,20,10,2006,17,50,0
5,4530,9,29,10,2004,12,0,0
5,2682,6,4,4,2014,12,30,0
7,2431,8,27,8,2006,2,0,0
5,309,2,8,4,2011,0,15,0
5,11182,5,20,5,2005,22,17,0
3,1301,1,26,11,2003,18,0,0
1,3271,8,13,4,2015,12,0,0
6,12727,5,16,1,2010,1,7,0
2,126,8,10,6,2014,16,24,0
6,5493,2,28,1,2012,23,30,0
7,2743,1,24,8,2003,13,0,0
1,7503,5,15,10,2007,22,30,0
6,2490,3,9,2,2013,21,20,0
3,7757,4,26,7,2006,22,31,0
6,1772,2,21,3,2009,2,37,0
2,4426,2,25,11,2014,8,0,0
3,3699,1,10,2,2010,11,0,0
2,7034,6,31,8,2004,3,45,0
6,912,10,2,5,2009,19,26,0
5,8943,1,22,2,2008,21,8,0
5,9702,7,1,11,2013,0,29,0
1,8201,9,2,4,2012,3,0,0
5,6189,3,29,5,2009,23,0,0
2,15110,9,1,11,2005,21,46,0
3,125,2,22,9,2010,0,1,0
4,2811,1,15,10,2009,19,0,0
5,3109,4,10,1,2003,22,30,0
7,10487,1,27,2,2005,8,30,0
7,4948,8,29,8,2010,21,0,0
6,21883,5,12,7,2003,12,0,0
4,3777,9,14,6,2012,10,50,0
1,999,1,27,5,2013,2,10,0
6,125,2,21,10,2006,9,40,0
7,9240,8,20,5,2012,22,0,0
6,713,4,21,2,2009,0,15,0
2,2386,2,29,4,2014,17,46,0
2,6691,6,11,7,2006,9,30,0
1,15081,8,30,9,2013,11,0,0
4,7364,7,22,1,2015,20,0,0
6,2289,1,21,3,2015,20,27,0
6,427,2,20,10,2007,10,0,0
5,2385,4,22,4,2005,9,7,0
2,4478,4,22,3,2005,11,30,0
2,3318,9,25,5,2004,21,30,0
2,4896,6,10,1,2012,9,45,0
7,7783,4,5,6,2011,6,30,0
5,359,10,28,11,2008,6,10,0
6,3635,1,9,10,2010,13,50,0
3,125,2,19,5,2010,10,29,0
7,4801,5,9,10,2011,8,0,0
1,8009,9,8,12,2008,15,0,0
1,9664,9,8,3,2010,18,0,0
6,7633,3,26,1,2013,22,0,0
6,1841,8,8,10,2011,22,0,0
3,7775,3,14,10,2009,19,53,0
2,2948,4,16,9,2014,6,0,0
1,3891,7,9,7,2012,12,56,0
7,211,5,13,6,2004,23,13,0
4,336,1,5,9,2013,19,30,0
7,468,2,12,12,2004,10,10,0
6,3460,3,4,4,2015,23,0,0
2,2270,1,20,3,2007,15,45,0
4,5551,8,20,8,2009,20,0,0
7,16146,8,9,4,2006,3,49,0
4,5085,8,15,7,2010,16,28,0
7,3951,7,5,4,2009,11,0,0
6,1291,1,21,8,2004,8,45,0
4,5262,10,27,1,2011,8,30,0
2,2265,4,6,7,2004,12,45,0
1,1091,10,11,6,2012,23,9,0
2,15747,3,17,5,2005,19,32,0
4,2377,1,13,11,2014,14,10,0
5,350,6,7,2,2003,18,0,0
6,13342,4,5,11,2005,16,30,0
4,9361,5,29,12,2011,19,45,0
7,653,10,25,8,2013,18,0,0
2,1789,4,30,9,2014,19,45,0
3,1654,8,13,5,2009,16,4,0
5,6505,4,24,2,2012,22,0,0
5,4498,5,16,5,2003,21,0,0
5,3300,4,23,3,2012,16,18,0
3,270,2,29,10,2003,2,35,0
4,6395,3,13,5,2004,14,0,0
2,8824,4,17,2,2009,8,30,0
1,851,3,21,2,2011,16,30,0
7,643,4,22,4,2012,22,54,0
3,11586,6,6,8,2014,9,37,0
5,11835,9,12,8,2011,23,30,0
5,1300,6,24,7,2009,8,45,0
1,20591,9,5,3,2007,21,0,0
1,2274,7,4,2,2013,18,50,0
5,10737,9,9,7,2004,0,30,0
1,125,2,20,9,2010,7,30,0
7,538,8,31,5,2009,18,30,0
7,1164,1,14,7,2013,21,49,0
3,216,6,14,5,2014,3,34,0
2,937,1,25,1,2011,23,30,0
5,8680,4,6,9,2013,13,46,0
5,7205,8,9,9,2005,16,0,0
3,947,2,16,4,2014,10,0,0
4,2682,6,9,8,2007,15,55,0
2,1129,4,10,6,2014,19,30,0
6,4454,4,24,8,2013,19,4,0
4,3395,8,23,3,2006,11,36,0
5,4623,2,21,10,2005,12,52,0
3,3428,3,25,1,2006,13,20,0
6,617,9,29,6,2013,7,47,0
6,4030,1,27,8,2005,11,0,0
3,272,8,2,11,2011,14,55,0
5,1039,5,19,10,2012,19,50,0
1,14851,9,11,12,2006,9,0,0
2,2662,2,8,2,2005,19,0,0
2,5531,9,1,11,2011,1,0,0
6,5744,8,8,8,2009,17,49,0
6,7181,3,24,8,2013,17,36,0
7,1465,7,21,10,2007,3,15,0
6,228,5,28,7,2007,0,1,0
4,1091,10,16,10,2003,20,5,0
6,1108,4,7,9,2013,22,30,0
2,125,2,29,6,2010,19,30,0
1,2126,4,7,7,2003,0,1,0
5,22001,8,17,9,2004,23,0,0
6,745,1,3,5,2003,22,30,0
4,5802,5,28,7,2005,8,20,0
3,504,4,19,3,2008,19,29,0
1,2024,1,2,2,2009,16,20,0
6,3197,1,27,8,2005,19,0,0
5,15888,8,21,10,2005,11,0,0
7,2539,8,23,2,2014,16,46,0
7,16722,3,22,2,2009,9,0,0
1,7485,5,7,2,2011,19,16,0
5,8177,6,4,4,2014,8,0,0
6,5596,5,9,2,2008,18,26,0
5,2225,5,23,3,2007,20,45,0
5,1070,2,29,6,2012,8,40,0
3,654,1,5,2,2014,17,15,0
3,9040,4,21,2,2007,22,22,0
5,13900,8,25,8,2006,8,57,0
3,6444,8,23,6,2004,19,0,0
1,1954,10,26,5,2003,21,37,0
4,20632,9,7,2,2008,18,0,0
5,826,4,22,8,2003,7,0,0
6,15554,3,23,8,2008,14,0,0
5,4951,6,12,3,2010,10,5,0
1,1729,5,30,10,2006,15,24,0
1,435,10,10,1,2005,4,15,0
1,270,2,23,6,2008,20,45,0
3,92,1,25,12,2013,21,30,0
3,13854,3,20,10,2010,9,15,0
5,7617,7,11,7,2003,17,0,0
3,3825,1,20,4,2011,11,30,0
4,3921,1,4,9,2014,22,2,0
3,2170,5,18,8,2004,18,32,0
4,10602,1,18,3,2004,9,55,0
1,125,2,8,12,2008,16,8,0
3,4982,9,14,5,2003,19,15,0
5,14130,3,10,8,2007,0,1,0
6,6478,9,19,4,2008,18,35,0
7,2037,5,2,7,2006,9,45,0
1,7060,3,11,6,2007,13,0,0
4,1943,2,20,9,2007,18,0,0
6,957,2,4,4,2009,9,30,0
6,7779,2,29,11,2003,23,45,0
7,2265,4,26,8,2012,14,0,0
2,2534,4,4,2,2003,18,10,0
7,8132,6,28,12,2014,17,0,0
5,4050,8,21,3,2014,7,30,0
1,125,2,24,7,2006,22,0,0
1,3604,4,23,12,2013,1,53,0
7,4741,5,27,6,2004,10,0,0
5,501,4,12,1,2007,5,45,0
5,1260,5,12,7,2013,21,0,0
4,756,3,3,9,2009,16,7,0
7,551,5,20,11,2011,19,0,0
1,4531,4,29,4,2013,23,30,0
2,18779,7,13,7,2010,1,30,0
7,3461,2,20,9,2009,16,50,0
3,6299,9,16,4,2014,19,25,0
6,925,2,13,8,2005,18,0,0
2,7223,1,9,12,2008,16,0,0
3,6232,7,14,5,2003,9,30,0
1,3714,7,23,6,2014,1,28,0
3,552,4,18,3,2015,21,0,0
3,10436,9,19,2,2014,7,19,0
2,5444,10,20,1,2009,13,5,0
3,6420,2,15,10,2003,13,11,0
7,125,2,1,6,2003,0,1,0
7,559,6,13,1,2008,20,25,0
5,197,7,1,12,2006,19,45,0
2,3550,4,30,3,2004,22,48,0
7,3344,8,26,2,2012,15,56,0
6,2861,5,7,2,2015,9,0,0
2,17451,2,8,2,2005,21,0,0
6,8458,9,5,6,2010,21,30,0
6,359,10,24,8,2013,19,30,0
2,1955,9,18,3,2008,16,50,0
7,7039,1,24,8,2008,0,35,0
5,610,2,5,9,2008,8,48,0
5,912,10,14,12,2012,8,0,0
7,643,4,28,7,2013,1,40,0
1,18933,3,16,3,2009,15,0,0
4,4258,6,15,12,2005,5,0,0
4,4990,5,23,12,2004,10,0,0
1,12859,8,13,5,2013,12,0,0
4,2271,10,12,12,2013,11,57,0
4,125,2,1,11,2007,16,15,0
4,3517,5,2,10,2014,5,25,0
1,16330,9,18,3,2013,15,0,0
5,22062,1,3,9,2004,7,0,0
5,3627,5,3,4,2015,21,44,0
1,213,4,19,4,2010,9,45,0
2,908,10,26,7,2011,20,0,0
4,348,10,9,8,2007,12,30,0
4,3637,9,4,10,2007,8,0,0
4,17901,8,23,9,2010,21,15,0
6,5591,5,16,6,2012,9,30,0
6,9573,6,23,9,2006,20,30,0
3,7331,2,25,7,2007,13,0,0
1,2436,5,31,10,2005,14,0,0
2,3371,5,17,4,2007,17,51,0
7,979,4,30,6,2013,9,30,0
2,506,8,20,8,2013,19,5,0
4,15784,7,16,4,2009,20,30,0
5,2121,9,3,10,2008,22,55,0
2,5615,3,29,5,2012,17,30,0
4,601,9,25,8,2005,10,10,0
4,13182,9,6,2,2003,0,15,0
7,125,2,5,10,2003,1,0,0
5,11976,4,15,5,2009,0,1,0
6,3722,1,30,6,2007,14,20,0
5,7745,4,7,5,2010,20,23,0
2,5544,4,20,9,2005,22,40,0
1,1121,10,26,5,2014,8,34,0
3,1219,2,15,4,2009,11,30,0
6,4927,2,2,5,2009,15,13,0
2,2539,8,19,3,2013,6,15,0
2,1662,4,1,11,2011,16,30,0
2,125,2,11,6,2013,15,41,0
7,1721,2,17,6,2012,3,30,0
6,1884,3,16,7,2005,14,0,0
5,3727,10,24,9,2010,1,50,0
2,821,10,19,3,2013,20,19,0
1,2862,10,12,11,2007,23,20,0
2,8343,8,11,1,2005,10,30,0
1,16715,7,20,9,2010,7,0,0
2,11166,7,15,4,2014,7,45,0
3,5430,4,16,4,2003,16,45,0
6,21781,2,8,3,2003,23,38,0
7,3720,9,16,11,2014,11,0,0
1,2035,10,22,12,2008,22,30,0
1,1076,5,26,5,2003,16,3,0
6,7843,7,13,12,2003,22,0,0
2,7064,4,28,6,2011,18,0,0
1,4085,8,8,11,2004,12,20,0
3,4668,1,20,4,2011,22,15,0
6,7662,5,2,7,2005,0,19,0
6,4838,8,1,1,2011,0,1,0
5,1760,10,20,10,2006,23,40,0
5,6517,5,28,5,2004,10,0,0
2,14168,5,14,9,2004,21,0,0
3,17574,3,21,3,2012,16,40,0
1,7076,8,5,1,2015,0,1,0
5,9095,7,23,8,2013,0,21,0
1,3463,5,26,6,2006,21,0,0
1,19311,2,11,10,2004,5,30,0
1,7697,2,26,12,2005,22,0,0
3,2314,1,13,7,2011,15,4,0
2,17276,9,30,10,2007,10,0,0
1,495,7,9,6,2008,10,0,0
6,10166,3,23,4,2005,11,20,0
4,2409,2,7,8,2008,12,35,0
2,2118,5,18,3,2008,7,45,0
6,1429,10,19,9,2009,21,42,0
1,2768,8,1,9,2008,0,45,0
6,2261,4,3,4,2004,8,5,0
7,1864,5,25,1,2004,16,0,0
6,6417,5,1,7,2006,15,43,0
2,3351,4,18,3,2014,23,15,0
4,21763,7,5,2,2004,14,0,0
7,15479,8,20,6,2010,20,45,0
7,13643,8,4,5,2008,7,0,0
5,7622,2,26,12,2008,19,0,0
5,1974,1,19,4,2013,13,54,0
5,5819,4,29,7,2011,1,40,0
6,3796,3,15,1,2005,14,0,0
5,554,10,25,7,2008,6,45,0
5,7478,3,1,7,2005,15,26,0
5,907,6,23,7,2004,8,40,0
2,232,4,17,10,2006,13,15,0
6,3396,10,17,5,2014,15,38,0
4,1416,2,10,7,2003,9,0,0
6,346,1,19,5,2007,11,9,0
6,323,9,27,11,2004,17,0,0
1,213,4,12,5,2003,18,40,0
6,5132,5,28,6,2003,13,55,0
5,11742,3,17,6,2005,1,0,0
2,7746,3,28,12,2010,0,1,0
2,538,8,5,8,2003,16,15,0
1,9400,5,31,3,2014,0,1,0
7,1220,10,15,1,2006,18,15,0
5,408,2,24,1,2003,16,35,0
5,1567,5,23,3,2012,19,15,0
4,11251,4,9,12,2004,20,0,0
2,2275,2,5,4,2005,1,30,0
5,6380,9,8,8,2003,8,30,0
5,3180,10,18,6,2010,23,38,0
6,11477,6,29,12,2007,20,45,0
1,2118,5,27,4,2015,16,53,0
2,1260,5,4,3,2003,11,21,0
1,10778,5,30,3,2009,23,0,0
3,5186,1,16,6,2010,9,8,0
3,3892,2,25,7,2007,10,20,0
5,8591,3,28,7,2006,17,46,0
1,501,4,30,5,2011,21,0,0
5,1496,5,16,11,2007,11,20,0
2,22217,1,2,3,2004,6,55,0
5,1172,4,3,10,2008,23,30,0
7,2515,9,1,8,2010,20,0,0
7,408,2,4,5,2014,16,0,0
