"day","address","location","date","month","year","hour","min","TRESPASS"
1,17531,9,2,5,2005,16,0,0
6,8809,4,4,11,2006,19,53,0
1,11566,6,25,7,2005,7,34,0
5,21831,5,28,11,2003,4,46,0
3,468,2,11,6,2003,23,0,0
7,5485,5,30,12,2012,22,30,0
3,18399,7,9,12,2009,22,30,0
5,323,9,20,2,2009,17,30,0
2,63,1,18,3,2003,16,15,0
6,1863,3,29,7,2006,15,7,0
7,125,2,3,5,2009,17,0,0
1,511,4,7,2,2005,17,20,0
3,11743,4,30,11,2011,17,25,0
5,176,1,6,5,2005,22,0,0
5,49,2,14,12,2007,0,1,0
2,366,10,25,1,2011,19,53,0
1,277,10,22,12,2008,12,0,0
7,125,2,12,1,2014,13,0,0
6,6702,1,28,6,2014,22,15,0
1,4257,5,4,2,2008,8,15,0
5,16557,4,3,9,2004,4,59,0
5,1792,2,10,9,2010,17,27,0
6,366,10,8,10,2011,17,48,0
5,18757,8,25,3,2011,10,25,0
4,2682,6,2,10,2014,14,10,0
1,10307,4,10,1,2011,23,20,0
6,21639,8,26,3,2005,20,0,0
3,5851,3,1,10,2003,13,46,0
6,13878,9,30,7,2011,22,6,0
5,504,4,1,5,2009,9,0,0
5,4603,5,21,9,2007,8,30,0
2,3395,8,29,11,2011,12,40,0
7,11381,9,26,1,2003,15,30,0
6,631,2,18,6,2011,1,15,0
2,1950,2,18,3,2008,20,10,0
4,2887,2,26,8,2010,18,53,0
4,2490,3,2,10,2008,7,45,0
7,2390,9,19,4,2015,1,0,0
2,125,2,1,6,2010,16,55,0
1,9413,2,31,5,2010,0,1,0
7,643,4,9,10,2005,7,30,0
3,489,2,6,10,2010,11,0,0
6,7605,5,1,1,2011,9,0,0
6,1220,10,15,5,2004,15,15,0
1,125,2,19,1,2009,0,1,0
3,338,1,19,2,2014,20,0,0
7,13108,9,22,3,2009,16,30,0
7,2835,10,23,4,2006,13,0,0
1,10289,4,9,6,2008,18,27,0
7,11096,1,7,10,2007,7,30,0
5,7503,5,11,8,2006,10,0,0
3,358,6,21,1,2004,21,0,0
4,6588,1,2,12,2010,15,30,0
1,2575,9,9,6,2008,20,0,0
1,13030,4,20,9,2010,18,0,0
5,9301,8,7,4,2006,14,50,0
2,1170,6,20,1,2009,15,0,0
6,7762,7,24,7,2004,21,30,0
2,2393,8,19,4,2005,19,55,0
1,7096,1,1,9,2008,6,30,0
5,4813,7,3,10,2014,8,0,0
6,4353,6,7,10,2006,17,37,0
4,263,1,10,8,2006,10,6,0
1,18,10,7,1,2008,21,20,0
1,1470,1,14,6,2010,3,44,0
1,1497,6,13,6,2011,15,45,0
5,13715,4,17,4,2009,7,27,0
7,120,2,19,10,2008,11,0,0
4,17233,9,20,9,2012,0,13,0
7,15160,8,26,8,2007,23,0,0
1,1431,10,3,9,2012,21,49,0
1,1790,1,16,3,2015,13,0,0
3,6035,3,8,1,2003,14,32,0
5,17136,3,27,11,2009,18,28,0
1,1034,3,7,2,2005,11,0,0
2,1153,4,15,5,2007,10,0,0
4,11350,6,26,1,2006,14,56,0
3,3308,4,27,1,2010,7,0,0
6,22706,1,10,1,2004,20,30,0
1,53,1,15,9,2003,17,0,0
4,1091,10,6,2,2014,22,3,0
2,9507,8,1,11,2005,12,0,0
3,10379,3,2,6,2010,19,0,0
2,125,2,3,3,2015,19,40,0
5,4498,5,12,8,2011,22,15,0
2,9497,9,17,4,2012,11,0,0
2,2814,4,27,7,2010,4,45,0
2,2953,9,14,9,2004,3,0,0
1,11710,8,9,6,2003,17,0,0
6,4062,4,12,3,2005,23,6,0
1,12171,3,2,4,2007,17,0,0
1,2271,10,31,10,2011,0,1,0
3,8452,5,1,4,2009,18,45,0
6,3047,8,2,12,2006,8,46,0
1,5121,5,24,11,2008,15,0,0
3,12075,9,19,3,2014,16,40,0
5,3461,2,20,2,2015,22,0,0
7,2185,4,17,10,2004,22,30,0
5,4415,5,6,10,2006,7,54,0
1,3259,1,13,10,2003,12,0,0
1,1532,7,23,1,2006,9,0,0
4,5938,5,6,10,2011,21,30,0
3,2579,2,5,2,2014,15,53,0
5,10236,6,20,9,2013,18,55,0
4,10270,5,4,10,2007,11,45,0
1,46,2,23,6,2003,10,10,0
2,4418,2,19,9,2006,14,0,0
3,4908,2,18,5,2005,9,35,0
1,438,6,26,11,2007,23,30,0
5,1351,8,7,2,2003,9,0,0
7,7400,5,10,4,2011,13,0,0
7,1412,3,5,6,2011,0,2,0
2,232,4,8,1,2008,6,0,0
1,125,2,18,4,2005,6,20,0
3,1510,4,18,5,2005,4,0,0
1,2914,6,2,3,2015,16,0,0
4,939,5,30,4,2015,23,0,0
2,435,10,8,7,2003,13,0,0
7,2534,4,31,12,2006,6,40,0
3,64,4,5,10,2005,10,20,0
3,8293,6,6,8,2014,18,0,0
7,3750,3,9,3,2008,16,0,0
1,3831,4,16,2,2009,13,50,0
3,3863,4,27,6,2007,12,0,0
5,1927,1,27,7,2007,15,15,0
5,13059,4,18,10,2013,1,45,0
3,4850,5,27,5,2009,18,12,0
7,9073,4,27,1,2008,12,50,0
6,509,5,26,8,2006,10,28,0
2,6409,5,1,10,2013,17,21,0
5,125,2,25,1,2013,2,0,0
4,4325,4,1,5,2003,20,30,0
5,6706,9,5,9,2008,21,30,0
2,5491,3,4,9,2007,16,30,0
2,1760,10,20,9,2011,12,0,0
1,435,10,28,11,2005,20,35,0
4,5564,2,23,2,2012,18,15,0
5,11191,8,14,7,2006,0,52,0
7,5826,1,27,6,2004,15,33,0
5,10254,3,27,6,2003,18,9,0
7,2778,1,21,9,2008,1,35,0
4,8043,9,21,2,2008,20,0,0
3,19088,10,6,4,2005,14,40,0
2,2075,7,13,12,2005,21,5,0
7,18949,5,21,5,2006,0,30,0
5,4929,3,1,7,2011,16,34,0
5,4618,5,26,8,2005,9,0,0
3,9370,8,24,7,2013,9,0,0
1,1760,10,18,10,2010,18,15,0
6,13,3,8,2,2014,12,21,0
4,2871,5,30,5,2013,12,29,0
5,3628,6,3,4,2015,21,40,0
2,17727,3,29,11,2011,14,20,0
1,1331,4,10,5,2004,14,0,0
6,12840,9,28,11,2009,17,30,0
6,21199,4,29,7,2006,1,18,0
5,2004,6,2,5,2008,23,59,0
2,408,2,16,5,2006,10,40,0
1,3676,2,2,2,2015,18,30,0
3,4572,5,28,12,2005,13,0,0
3,1839,5,9,3,2011,11,30,0
4,4167,6,1,11,2007,12,0,0
2,1767,4,9,8,2005,11,30,0
7,3856,4,20,4,2014,11,37,0
3,22224,3,18,2,2004,9,0,0
2,3301,2,17,3,2015,8,15,0
5,16960,8,17,6,2011,5,15,0
6,13864,3,26,12,2009,12,13,0
7,872,2,25,9,2005,17,54,0
5,2332,2,20,9,2013,12,8,0
1,2428,5,16,10,2006,14,21,0
6,559,6,26,1,2008,14,16,0
1,575,5,16,3,2009,9,53,0
5,2156,2,28,7,2006,13,30,0
5,125,2,9,3,2012,11,15,0
7,11786,4,28,3,2010,21,15,0
2,22163,2,20,1,2004,15,30,0
1,2545,4,13,10,2003,11,20,0
4,859,1,10,7,2008,18,36,0
3,3297,7,26,1,2011,19,0,0
7,8091,8,24,3,2013,23,0,0
5,458,6,13,7,2007,20,40,0
6,559,6,1,7,2006,19,15,0
1,1453,10,11,10,2004,23,22,0
7,568,4,8,2,2004,1,30,0
2,1429,10,11,12,2007,12,36,0
1,16969,6,26,11,2007,13,30,0
7,232,4,17,7,2005,12,45,0
3,4883,7,27,10,2004,13,15,0
5,2842,10,17,4,2009,14,35,0
5,167,5,19,10,2012,14,0,0
7,125,2,12,7,2009,17,0,0
5,8877,7,26,6,2009,15,0,0
5,277,10,16,5,2003,2,45,0
6,19613,1,14,11,2009,23,59,0
3,2989,5,19,2,2014,21,0,0
1,9204,2,17,2,2014,16,50,0
7,18385,9,11,9,2011,21,49,0
6,2192,10,7,10,2006,4,20,0
1,5810,4,9,1,2006,8,0,0
3,1745,8,29,4,2015,16,10,0
6,6786,7,20,10,2012,1,30,0
6,4879,1,21,3,2009,14,0,0
4,5454,8,13,11,2008,2,5,0
7,1574,2,30,12,2007,22,40,0
5,1102,1,30,11,2007,22,24,0
6,2103,7,30,7,2005,23,0,0
5,374,8,2,10,2009,5,45,0
3,1121,10,15,9,2004,23,30,0
4,18354,1,24,7,2008,19,45,0
4,466,6,19,3,2015,11,35,0
7,772,10,28,2,2010,16,23,0
3,2863,2,26,11,2003,22,0,0
2,595,7,29,10,2013,22,9,0
2,5291,9,21,2,2006,16,0,0
2,1760,10,13,5,2003,14,32,0
3,3015,6,10,2,2010,22,6,0
4,213,4,7,9,2006,15,50,0
1,125,2,2,2,2015,9,30,0
4,534,4,8,7,2004,18,58,0
4,3507,5,24,1,2013,9,40,0
3,5267,3,7,3,2012,23,8,0
3,125,2,7,3,2012,5,43,0
4,213,4,29,12,2011,22,17,0
5,9405,4,14,11,2014,7,58,0
6,5590,4,17,6,2006,13,30,0
6,93,7,18,12,2010,13,0,0
7,230,1,8,5,2011,17,0,0
6,1362,5,15,11,2014,13,16,0
3,548,10,21,2,2007,13,40,0
3,1757,3,2,4,2014,9,21,0
4,3630,10,6,2,2003,17,0,0
7,2596,2,29,6,2003,17,0,0
5,11501,4,2,6,2006,7,30,0
7,3511,5,26,9,2010,10,38,0
5,5509,2,26,12,2003,20,0,0
3,1056,2,20,10,2010,19,0,0
3,4555,6,10,12,2014,19,24,0
5,294,1,21,3,2014,17,0,0
7,125,2,10,4,2011,19,46,0
7,1453,10,19,12,2010,16,7,0
3,8715,9,25,1,2012,16,0,0
5,36,2,8,10,2010,14,0,0
6,5647,8,18,10,2014,19,40,0
7,17944,9,26,12,2004,3,0,0
7,1965,5,20,9,2009,0,1,0
4,10640,8,11,6,2009,13,32,0
4,9950,4,21,3,2013,5,56,0
3,1431,10,20,8,2008,20,40,0
7,6040,9,30,6,2013,15,45,0
5,408,2,29,11,2013,11,54,0
3,1215,6,10,3,2010,22,54,0
5,501,4,10,2,2006,11,33,0
7,10713,1,31,1,2010,16,20,0
4,2711,8,21,2,2008,9,46,0
7,125,2,13,12,2009,20,0,0
3,1841,8,30,4,2014,22,40,0
2,870,4,4,3,2014,2,11,0
2,220,4,14,10,2008,4,45,0
5,11899,1,27,1,2012,15,0,0
4,771,1,25,12,2014,1,54,0
7,6291,8,14,7,2013,11,30,0
2,14252,3,25,12,2007,1,16,0
2,2803,10,6,2,2007,17,0,0
7,5365,3,19,4,2009,18,8,0
1,5581,9,1,10,2012,16,15,0
1,554,10,2,4,2007,8,16,0
7,8844,3,6,4,2003,16,55,0
2,7648,3,27,4,2004,16,0,0
2,1150,2,31,5,2005,20,52,0
2,1656,4,18,10,2011,0,14,0
2,726,1,29,9,2009,11,55,0
2,3708,4,29,4,2014,17,45,0
1,2944,2,2,10,2006,8,45,0
7,7182,3,4,6,2006,23,17,0
5,3177,8,3,4,2015,14,15,0
4,1638,1,17,4,2003,14,0,0
5,5544,4,17,10,2003,17,30,0
1,1254,2,29,10,2007,20,45,0
2,2627,2,1,4,2008,0,1,0
7,5995,6,4,5,2003,20,30,0
1,5314,1,2,5,2005,10,47,0
6,511,4,7,3,2015,12,20,0
4,213,4,5,9,2013,2,0,0
5,2010,5,24,7,2009,18,30,0
5,323,9,7,8,2009,10,0,0
2,6565,3,15,10,2013,13,0,0
3,9418,1,21,2,2007,18,0,0
5,1880,2,29,5,2009,13,7,0
7,753,2,23,2,2003,18,40,0
5,125,2,19,4,2013,9,20,0
6,2655,1,24,8,2013,8,30,0
3,21866,3,13,10,2004,21,43,0
5,9329,4,5,9,2003,12,0,0
2,982,9,21,2,2012,8,37,0
1,11350,6,5,3,2007,19,30,0
3,282,6,10,1,2007,17,30,0
6,7243,1,11,1,2003,23,40,0
1,10819,6,27,6,2005,10,35,0
4,3891,7,10,8,2006,13,0,0
7,6302,4,18,6,2006,9,0,0
4,2074,5,23,3,2006,0,5,0
2,1409,6,20,1,2015,9,59,0
1,4102,6,7,7,2008,7,0,0
4,7084,9,23,8,2012,9,55,0
2,324,1,26,1,2010,19,0,0
4,125,2,29,5,2008,14,20,0
5,4295,3,20,3,2009,16,0,0
3,1091,10,29,12,2010,11,50,0
2,1409,6,10,12,2013,17,10,0
2,6654,9,27,11,2012,11,0,0
4,2009,5,23,2,2006,23,0,0
6,3125,8,25,2,2012,17,45,0
3,8672,8,22,8,2007,20,30,0
3,8739,8,2,4,2008,14,42,0
7,7845,1,3,10,2004,17,0,0
5,125,2,6,9,2013,12,16,0
1,14641,7,7,8,2006,13,16,0
3,528,10,5,3,2008,21,20,0
3,1576,4,24,2,2010,16,25,0
3,1039,5,6,2,2013,15,15,0
4,29,5,11,12,2014,16,0,0
6,3936,8,30,6,2012,14,0,0
4,1141,10,7,2,2008,15,0,0
1,8060,4,12,11,2012,12,27,0
2,5073,3,17,5,2005,11,30,0
6,15359,9,19,4,2003,3,30,0
5,2912,2,21,10,2011,15,38,0
4,1197,9,16,9,2004,20,30,0
6,12883,6,7,4,2012,0,1,0
5,2912,2,1,7,2005,1,57,0
6,1485,5,13,12,2008,20,45,0
4,1220,10,24,12,2009,15,0,0
5,158,2,27,6,2014,3,38,0
4,11772,3,13,1,2011,10,25,0
4,2330,4,6,2,2003,2,30,0
6,2737,3,14,12,2013,16,30,0
7,1966,7,11,3,2012,23,28,0
3,2534,4,10,1,2007,20,33,0
2,7243,1,12,12,2006,3,25,0
5,5699,9,2,5,2014,2,0,0
2,1729,5,8,7,2014,4,3,0
5,5602,5,3,4,2009,6,30,0
4,2789,1,16,4,2015,19,54,0
1,1056,2,31,3,2003,14,55,0
5,6837,5,21,3,2008,19,45,0
1,16110,9,10,7,2006,21,0,0
6,3676,2,27,12,2014,18,0,0
2,4961,2,17,5,2005,16,30,0
6,1010,9,25,2,2012,22,45,0
6,1790,1,25,7,2009,18,0,0
6,2442,8,9,10,2010,0,10,0
2,5057,5,5,8,2014,19,30,0
5,528,10,27,12,2013,5,45,0
1,2783,4,9,6,2008,18,14,0
6,7769,8,6,10,2012,18,0,0
4,14125,2,28,10,2004,10,56,0
3,435,10,9,3,2005,7,8,0
4,9306,4,17,11,2011,9,33,0
2,9194,3,22,12,2009,15,30,0
1,5744,8,19,4,2010,16,9,0
6,1567,5,17,11,2012,12,0,0
6,2459,5,7,2,2004,18,0,0
2,1071,5,30,10,2012,20,0,0
6,501,4,23,8,2014,6,20,0
1,12145,6,9,6,2008,15,0,0
3,3081,2,2,4,2014,13,44,0
5,1291,1,11,2,2005,10,0,0
6,3375,5,17,5,2008,15,30,0
6,2828,8,20,3,2004,17,0,0
4,2397,6,25,11,2004,16,20,0
4,11574,8,21,9,2006,18,10,0
7,115,8,22,2,2015,10,15,0
7,3987,9,27,2,2005,11,0,0
4,3771,5,22,9,2011,21,49,0
5,435,10,23,9,2011,7,30,0
7,1721,2,3,7,2005,21,0,0
2,1007,5,6,4,2010,0,1,0
1,7766,4,6,1,2003,23,16,0
7,4441,5,29,6,2014,5,19,0
1,1606,2,7,2,2005,18,40,0
3,789,10,5,9,2012,13,49,0
3,6783,5,5,8,2009,11,15,0
1,392,4,6,1,2014,9,20,0
1,213,4,15,9,2014,22,43,0
6,619,8,18,12,2010,10,0,0
2,15784,7,16,10,2012,19,0,0
2,304,4,21,8,2007,19,22,0
2,8521,8,14,9,2004,13,0,0
3,7223,1,11,1,2012,11,15,0
7,802,4,22,8,2004,21,7,0
3,1397,3,5,9,2007,15,12,0
3,205,8,18,2,2015,12,0,0
3,1045,2,25,7,2007,21,50,0
6,5090,3,13,11,2004,12,30,0
1,4062,4,2,5,2005,18,18,0
2,5550,8,25,7,2006,12,30,0
3,9292,8,12,11,2003,12,0,0
7,2046,2,25,1,2015,13,0,0
2,28,4,17,4,2012,23,0,0
2,13735,9,20,9,2011,14,0,0
4,4437,5,9,7,2009,0,45,0
7,5898,1,24,4,2011,23,0,0
1,3222,5,13,6,2011,20,0,0
1,5595,7,20,1,2014,10,0,0
2,5746,3,19,2,2013,17,30,0
4,1397,3,17,6,2010,13,30,0
1,5017,2,17,3,2014,10,0,0
7,12987,8,1,1,2012,18,29,0
3,11128,8,9,3,2011,11,15,0
2,8816,4,9,12,2014,17,35,0
6,133,3,19,6,2010,19,0,0
5,5948,3,4,9,2009,10,0,0
2,14358,9,16,3,2004,13,16,0
7,2538,9,13,3,2011,4,10,0
6,6999,6,11,2,2012,23,45,0
3,455,2,10,2,2010,10,50,0
6,549,4,21,4,2012,20,30,0
5,7243,1,13,8,2010,19,53,0
4,817,2,23,7,2009,15,0,0
4,298,9,25,8,2011,6,14,0
4,9267,3,11,8,2005,14,0,0
5,4340,1,15,10,2004,10,0,0
1,7788,5,13,11,2006,15,16,0
5,6492,9,20,5,2011,14,45,0
4,8535,5,6,5,2010,12,0,0
7,2274,7,6,4,2008,0,1,0
2,7363,1,8,7,2008,12,45,0
7,6722,1,27,12,2009,20,18,0
2,8736,8,12,6,2012,14,20,0
2,744,10,5,4,2011,14,4,0
3,16410,4,19,3,2003,19,43,0
2,6267,6,24,6,2008,20,54,0
7,484,2,5,10,2008,14,0,0
3,8637,3,22,1,2003,22,45,0
2,8954,4,13,5,2014,9,50,0
1,1291,1,18,9,2006,18,30,0
4,196,5,12,1,2012,2,44,0
2,13398,3,12,1,2010,14,43,0
7,7777,8,9,10,2005,18,0,0
6,627,3,15,1,2005,21,0,0
3,2795,1,6,2,2008,18,30,0
4,46,2,11,6,2009,14,50,0
4,18801,8,18,11,2010,15,3,0
7,282,6,21,9,2008,0,1,0
3,872,2,17,3,2004,10,5,0
4,6163,9,17,4,2003,21,0,0
5,36,2,22,8,2003,15,45,0
1,1195,9,26,12,2011,16,0,0
2,1083,10,26,10,2004,13,30,0
5,1091,10,22,2,2013,19,50,0
2,12808,6,9,7,2013,14,0,0
2,4603,5,1,9,2009,14,0,0
4,125,2,8,7,2004,12,0,0
7,1895,3,13,1,2008,11,41,0
2,269,1,7,12,2004,6,20,0
3,927,1,14,5,2003,21,0,0
4,3113,4,31,5,2007,12,0,0
3,7036,3,30,5,2012,18,1,0
7,1161,4,25,8,2013,13,0,0
2,280,3,11,6,2013,2,30,0
1,4456,1,23,6,2003,1,2,0
3,125,2,4,8,2004,0,1,0
2,1816,2,15,4,2008,17,4,0
7,2348,1,17,6,2007,12,35,0
7,1255,6,15,7,2007,19,25,0
5,213,4,30,5,2008,4,40,0
3,11915,8,21,1,2004,15,0,0
4,455,2,8,8,2013,14,45,0
1,507,5,10,12,2007,14,0,0
6,206,5,25,7,2009,21,15,0
6,2024,1,20,11,2010,11,0,0
5,8651,4,25,2,2011,11,10,0
4,1182,5,17,5,2007,17,38,0
2,1119,2,20,1,2015,19,25,0
3,4435,3,21,3,2012,6,45,0
5,3440,4,19,9,2003,15,45,0
4,714,2,24,12,2009,16,26,0
7,504,4,12,7,2009,15,39,0
1,358,6,5,3,2007,0,16,0
6,1345,1,21,3,2015,8,1,0
2,6129,7,9,8,2011,4,30,0
7,501,4,5,12,2010,20,13,0
4,7063,2,21,4,2005,15,29,0
6,2252,2,24,1,2009,19,15,0
1,14742,8,23,11,2009,13,20,0
5,3419,8,21,3,2014,23,4,0
3,784,2,11,11,2009,15,30,0
6,14954,9,15,6,2013,23,45,0
4,6695,5,6,10,2005,0,55,0
5,9302,4,27,6,2014,10,0,0
5,8352,3,29,10,2004,4,12,0
6,6737,9,27,6,2009,9,35,0
5,2891,5,4,11,2005,18,10,0
6,1090,4,23,10,2010,2,14,0
3,677,2,4,5,2011,8,30,0
3,6620,3,1,9,2004,7,30,0
3,6484,7,25,6,2003,15,0,0
7,9861,5,15,1,2012,16,15,0
4,6226,6,12,6,2003,21,38,0
5,893,10,27,8,2010,0,1,0
1,18,10,30,9,2013,19,19,0
4,141,6,1,5,2014,0,1,0
3,4345,2,17,11,2010,11,0,0
4,7920,2,26,7,2012,19,30,0
4,16389,8,18,9,2003,19,0,0
3,872,2,18,10,2006,18,53,0
5,7555,3,7,3,2008,23,45,0
2,1091,10,4,3,2014,22,21,0
1,1958,3,21,3,2005,12,51,0
6,4345,2,5,5,2007,10,45,0
7,2838,2,29,11,2009,17,30,0
6,13618,6,21,8,2004,10,0,0
4,213,4,5,5,2011,19,51,0
4,12323,9,8,2,2007,21,3,0
7,22135,6,15,6,2003,9,50,0
5,1943,2,1,6,2012,15,22,0
5,10664,7,19,9,2008,20,35,0
7,5932,5,14,3,2010,19,30,0
3,10435,6,3,4,2013,19,41,0
1,1254,2,28,4,2003,22,46,0
4,4405,5,5,9,2013,17,0,0
6,13872,8,13,2,2010,22,30,0
6,220,4,17,12,2011,3,0,0
4,11550,9,7,8,2014,0,1,0
2,408,2,14,12,2010,12,57,0
6,19852,8,25,7,2009,8,0,0
3,7270,5,9,6,2004,18,0,0
1,2676,9,5,1,2009,12,0,0
4,6771,1,18,10,2007,0,20,0
2,22033,3,11,11,2003,22,25,0
2,3395,8,14,6,2011,1,20,0
6,1757,3,5,11,2005,12,57,0
7,12897,3,4,5,2014,22,30,0
6,9148,4,12,8,2006,19,0,0
1,1375,2,25,12,2006,4,45,0
7,14717,6,4,11,2007,8,28,0
4,960,9,11,8,2005,11,15,0
2,8930,5,27,12,2011,4,42,0
2,2948,4,7,8,2007,17,0,0
5,17912,5,9,1,2004,15,45,0
7,2343,9,28,1,2007,21,56,0
4,831,4,30,10,2014,22,15,0
6,608,2,10,3,2007,19,0,0
6,6364,8,27,7,2013,3,55,0
3,2025,1,29,12,2010,14,50,0
2,3997,5,26,7,2005,22,0,0
5,3057,4,22,2,2013,22,5,0
1,8715,9,14,5,2012,8,0,0
7,366,10,29,1,2012,4,14,0
4,11133,3,15,4,2004,20,18,0
3,2676,9,29,9,2004,16,0,0
2,6941,5,3,3,2009,16,0,0
7,125,2,24,3,2013,19,25,0
7,5672,5,25,9,2005,8,0,0
3,9205,8,8,2,2006,12,10,0
4,15863,5,13,6,2013,17,0,0
2,10587,1,31,10,2006,1,58,0
5,18320,7,3,10,2008,0,24,0
2,504,4,26,10,2004,10,33,0
2,83,2,28,10,2003,10,54,0
3,554,10,1,12,2010,1,25,0
5,4240,1,12,8,2011,13,0,0
4,11760,3,23,2,2006,7,15,0
6,17985,9,18,9,2004,14,0,0
5,5353,2,31,10,2008,23,0,0
1,16145,9,15,5,2006,21,30,0
5,1042,3,29,11,2013,10,16,0
4,5107,10,10,7,2008,22,0,0
1,77,10,15,11,2010,16,0,0
3,13757,9,22,3,2006,17,0,0
5,500,1,3,4,2009,8,0,0
1,16632,9,13,10,2003,12,0,0
7,4415,5,25,4,2010,3,54,0
5,2445,2,2,6,2006,3,50,0
2,125,2,2,9,2014,12,15,0
2,9136,8,20,9,2011,9,40,0
7,2622,2,18,5,2014,1,20,0
6,4273,4,29,12,2007,17,53,0
6,20511,5,3,5,2008,21,0,0
7,18962,8,9,3,2008,20,0,0
6,9476,3,11,8,2007,10,0,0
1,11401,7,12,11,2007,2,30,0
5,52,5,6,4,2012,23,35,0
1,1615,2,28,9,2009,18,20,0
1,926,4,1,9,2014,11,30,0
5,981,2,18,11,2005,17,0,0
2,10296,5,11,1,2005,11,0,0
1,3708,4,14,9,2009,4,15,0
2,821,10,22,7,2008,9,30,0
1,538,8,14,11,2011,13,30,0
5,4163,7,8,8,2003,23,0,0
7,10713,1,31,7,2011,6,0,0
7,11335,1,26,1,2014,16,30,0
7,1753,7,26,1,2003,11,55,0
5,11103,6,30,5,2003,3,0,0
7,8596,9,19,9,2004,18,30,0
1,8997,8,8,12,2008,18,30,0
7,1951,2,13,7,2003,2,35,0
7,9125,9,2,5,2004,13,16,0
4,88,2,18,9,2014,17,15,0
3,3332,2,18,2,2015,22,45,0
7,5239,1,14,12,2008,0,55,0
5,3808,9,18,9,2009,7,0,0
3,182,4,12,6,2013,9,38,0
4,3326,8,10,2,2005,17,30,0
1,21785,2,12,5,2003,7,15,0
3,1292,2,26,1,2005,13,30,0
3,23218,1,8,1,2003,22,0,0
4,7628,6,5,2,2009,3,0,0
3,5985,3,3,10,2012,8,19,0
2,5069,3,31,5,2005,17,21,0
1,2862,10,3,3,2008,17,25,0
3,3619,2,29,6,2005,13,55,0
6,5992,4,22,5,2010,0,1,0
4,203,2,19,5,2011,16,0,0
3,5258,7,18,3,2009,5,13,0
3,2405,1,5,3,2008,2,20,0
6,125,2,11,2,2006,19,5,0
1,6043,9,7,2,2011,13,25,0
4,936,4,5,5,2005,2,21,0
5,992,1,25,1,2013,4,0,0
4,6571,6,4,3,2004,8,0,0
7,643,4,26,8,2012,17,0,0
3,13923,4,1,6,2005,18,0,0
2,953,1,14,4,2009,0,1,0
6,6772,5,17,7,2010,15,23,0
4,5540,2,3,10,2013,10,50,0
5,2490,3,31,10,2008,7,15,0
6,7864,9,15,1,2005,10,15,0
6,12706,5,21,5,2011,1,0,0
4,1214,10,17,10,2013,16,3,0
2,1525,4,1,11,2005,0,25,0
4,213,4,8,4,2010,14,8,0
6,8174,6,11,12,2004,23,0,0
1,564,10,27,11,2006,5,0,0
6,3921,1,10,1,2009,1,26,0
2,957,2,24,6,2008,13,0,0
5,7315,1,17,11,2006,21,0,0
7,714,2,16,11,2014,10,0,0
5,8104,5,15,7,2011,23,0,0
5,2081,4,28,11,2008,21,32,0
4,125,2,1,11,2007,10,15,0
4,4091,4,23,12,2004,20,0,0
5,138,2,22,9,2006,20,38,0
3,1525,4,4,5,2011,10,50,0
1,13213,4,28,4,2003,8,30,0
6,11857,3,1,11,2003,11,38,0
7,12559,4,12,1,2014,22,0,0
6,4162,9,28,1,2006,21,30,0
6,10764,3,11,8,2007,17,0,0
6,15013,5,2,10,2004,12,35,0
2,3396,10,21,1,2014,14,30,0
7,4252,5,6,5,2007,11,20,0
1,9951,9,27,10,2014,8,10,0
4,4496,9,3,10,2013,20,0,0
3,6520,1,25,1,2006,12,0,0
6,548,10,5,5,2007,19,20,0
1,859,1,15,10,2007,9,20,0
2,4735,8,5,2,2013,19,31,0
2,957,2,22,12,2009,7,29,0
4,421,1,30,10,2014,22,25,0
5,1935,5,29,10,2004,0,1,0
3,22598,9,4,2,2004,14,40,0
2,2512,1,18,5,2010,0,1,0
6,3566,5,1,1,2011,19,30,0
1,1453,10,11,10,2004,23,39,0
4,12003,5,10,7,2014,15,0,0
4,5625,8,4,9,2014,17,5,0
1,1436,1,19,1,2015,3,35,0
3,2391,2,27,10,2004,1,0,0
7,615,1,8,2,2009,9,0,0
1,125,2,28,10,2013,16,35,0
1,2909,2,16,8,2004,22,15,0
5,4381,8,24,1,2003,10,30,0
3,8571,5,4,5,2005,18,30,0
5,16452,8,22,2,2013,1,53,0
5,14446,2,22,3,2013,23,44,0
3,1598,5,1,5,2013,0,1,0
6,111,10,21,5,2005,21,0,0
3,6186,6,31,10,2007,21,30,0
7,3400,5,15,8,2010,2,10,0
7,7888,6,12,2,2006,16,45,0
7,3715,9,6,4,2008,5,30,0
3,2098,8,5,2,2003,8,32,0
2,1711,3,15,9,2009,16,35,0
4,2271,10,22,1,2009,13,45,0
2,12453,3,5,10,2010,8,0,0
7,7474,3,30,6,2013,17,20,0
7,1042,3,9,3,2014,15,47,0
1,3120,7,7,2,2005,13,45,0
6,6916,4,3,4,2004,21,31,0
5,14206,9,26,12,2003,8,45,0
5,3604,4,29,6,2012,21,0,0
4,6617,2,8,9,2005,16,0,0
7,125,2,3,5,2009,11,0,0
7,4981,9,26,2,2006,20,0,0
1,3329,10,25,6,2007,0,1,0
6,4800,1,29,7,2006,12,15,0
1,3905,6,23,1,2006,8,45,0
7,9813,5,22,10,2006,18,30,0
2,17829,6,6,7,2004,22,40,0
3,1556,5,5,9,2012,0,1,0
6,4601,1,27,3,2010,1,51,0
2,12919,8,13,4,2004,0,30,0
7,2091,2,8,9,2013,0,30,0
1,2263,9,28,5,2012,10,0,0
