"day","address","location","date","month","year","hour","min","KIDNAPPING"
1,3892,2,14,5,2012,20,0,0
7,538,8,18,6,2006,23,35,0
1,372,5,22,12,2003,19,0,0
6,1907,5,22,10,2011,15,30,0
5,853,2,15,12,2006,6,25,0
3,2400,10,24,3,2010,3,0,0
6,7703,5,10,4,2010,23,21,0
4,1653,3,8,3,2007,7,26,0
4,682,10,5,4,2012,16,8,0
5,39,3,22,2,2008,17,0,0
4,2144,5,20,3,2008,9,0,0
6,3950,2,10,7,2004,13,30,0
3,4170,7,2,10,2013,16,6,0
3,323,9,2,5,2012,15,0,0
5,9307,3,8,10,2010,23,24,0
2,4248,9,21,8,2007,11,0,0
3,17966,9,19,3,2003,2,10,0
5,10402,9,20,5,2005,12,0,0
4,346,1,29,7,2010,13,10,0
6,303,8,11,9,2010,23,30,0
5,15417,4,19,9,2003,8,0,0
7,2386,2,8,3,2009,21,25,0
4,125,2,17,11,2005,11,52,0
3,4879,1,19,3,2003,15,4,0
5,1220,10,5,10,2012,13,59,0
3,10842,7,29,10,2003,20,30,0
4,7858,8,5,2,2004,14,30,0
7,5793,6,15,8,2010,16,0,0
6,517,2,21,4,2007,18,30,0
6,5461,7,23,10,2010,2,45,0
4,125,2,14,6,2012,17,51,0
5,12784,8,9,9,2011,19,20,0
4,15178,5,30,6,2005,16,0,0
3,15268,5,12,11,2008,17,6,0
5,2462,2,16,5,2014,17,0,0
7,3305,7,12,7,2009,0,11,0
7,9788,4,28,12,2003,0,1,0
6,863,1,24,3,2012,15,40,0
4,9032,7,26,8,2010,4,42,0
5,16206,5,18,6,2010,18,30,0
7,2016,6,15,1,2006,18,0,0
2,2156,2,14,10,2003,17,0,0
7,4643,9,25,8,2013,18,5,0
4,1895,3,19,5,2005,15,24,0
4,13836,3,24,7,2003,1,49,0
3,213,4,6,8,2008,14,19,0
3,5592,3,27,1,2010,12,24,0
5,2811,1,6,3,2009,20,0,0
2,15853,3,24,1,2006,22,25,0
3,11347,3,4,8,2004,7,30,0
5,125,2,1,6,2007,12,0,0
2,5955,8,1,6,2010,8,0,0
5,2314,1,8,4,2005,18,30,0
3,102,10,5,3,2003,8,32,0
3,11251,4,26,5,2004,18,0,0
2,13354,8,22,3,2011,20,15,0
6,2243,7,18,6,2011,0,30,0
1,8008,7,8,12,2008,0,1,0
5,21835,3,30,5,2003,20,13,0
1,16413,8,3,10,2005,20,45,0
4,21920,8,11,12,2003,0,1,0
2,5647,8,12,5,2009,19,10,0
4,29,5,11,12,2014,16,0,0
4,18636,8,19,4,2007,7,26,0
7,22880,4,18,5,2003,5,20,0
1,3997,5,25,6,2012,22,0,0
4,22365,3,29,5,2003,7,30,0
1,3806,5,15,9,2003,15,45,0
5,11885,5,3,10,2003,1,30,0
7,7533,8,10,2,2013,12,0,0
6,9221,9,21,2,2004,14,4,0
3,3991,8,14,5,2014,13,0,0
6,39,3,26,3,2005,17,46,0
3,5178,9,31,5,2006,11,38,0
3,6113,5,30,10,2013,19,45,0
2,5975,7,2,3,2004,11,15,0
1,1943,2,2,5,2011,10,55,0
2,4627,8,21,2,2012,23,27,0
4,125,2,1,6,2006,12,37,0
1,125,2,23,12,2013,21,25,0
5,1711,3,20,3,2009,19,51,0
1,9514,4,21,3,2011,4,35,0
3,1809,10,5,5,2010,13,50,0
2,10960,3,8,6,2004,19,27,0
6,359,10,12,7,2008,10,0,0
3,4703,1,15,10,2003,20,12,0
6,4501,5,16,12,2006,10,0,0
5,5570,2,31,12,2010,7,2,0
1,1567,5,20,8,2012,12,0,0
7,125,2,27,7,2014,12,0,0
7,435,10,6,10,2013,13,40,0
6,125,2,1,6,2013,7,52,0
5,36,2,20,4,2007,14,30,0
2,19166,9,26,5,2009,21,15,0
5,979,4,2,5,2014,16,15,0
5,7534,6,19,10,2012,20,0,0
2,3573,5,2,10,2012,11,13,0
5,2242,2,17,6,2005,22,0,0
7,643,4,12,8,2012,1,43,0
5,3454,3,2,12,2005,2,0,0
5,3734,1,30,4,2004,9,0,0
4,15665,1,17,11,2005,21,0,0
5,2189,8,16,12,2011,21,40,0
3,7932,9,11,1,2012,4,22,0
6,4290,8,22,3,2008,20,0,0
6,1789,4,23,4,2005,11,38,0
6,323,9,4,10,2014,17,33,0
4,8037,2,24,3,2005,22,30,0
3,3169,3,7,4,2010,15,35,0
1,889,3,24,1,2005,23,0,0
3,8056,5,19,2,2014,18,30,0
6,5087,9,18,4,2009,11,26,0
6,6233,9,22,3,2014,6,40,0
2,5130,4,28,10,2003,21,30,0
6,5014,4,15,1,2011,19,40,0
1,1206,7,26,7,2010,23,12,0
5,155,2,13,12,2013,21,0,0
2,3120,7,26,1,2010,15,45,0
5,15587,1,26,7,2013,10,0,0
6,1469,3,13,8,2011,1,55,0
7,7268,7,20,11,2005,18,30,0
6,12433,4,26,1,2013,18,30,0
3,125,2,2,5,2007,1,5,0
2,408,2,6,4,2010,15,0,0
6,11463,9,9,8,2014,12,0,0
4,64,4,18,10,2012,19,0,0
3,2737,3,25,6,2003,18,30,0
4,2159,10,15,6,2006,10,30,0
1,3414,10,23,11,2009,10,12,0
4,1786,8,8,2,2007,10,30,0
3,3456,8,9,7,2014,22,22,0
1,125,2,14,10,2013,15,30,0
4,1016,4,5,2,2015,9,15,0
2,518,10,16,4,2013,12,0,0
6,530,8,22,5,2010,23,0,0
4,13061,7,18,3,2004,20,30,0
2,12726,7,13,12,2011,19,0,0
3,5107,10,23,6,2004,23,50,0
1,435,10,9,8,2010,20,10,0
6,23114,9,5,4,2003,13,0,0
3,3101,1,12,12,2012,0,30,0
3,125,2,7,1,2004,15,0,0
4,3842,1,14,1,2010,16,30,0
5,215,4,30,5,2014,20,40,0
4,125,2,17,4,2003,13,0,0
4,2897,5,13,5,2004,19,0,0
5,1227,3,13,6,2014,0,30,0
5,1090,4,18,5,2012,21,30,0
6,143,3,22,9,2012,11,0,0
1,15225,8,13,6,2005,19,40,0
4,5526,3,13,1,2005,16,35,0
4,5356,2,12,1,2012,20,15,0
2,1277,2,26,7,2011,10,0,0
1,1587,2,6,1,2014,2,56,0
3,12210,5,19,3,2003,16,30,0
7,10641,4,21,9,2008,7,55,0
6,2247,1,7,2,2015,9,30,0
6,7183,4,26,3,2011,23,55,0
6,2593,2,31,12,2011,21,29,0
7,8073,8,7,9,2008,4,54,0
4,653,10,14,1,2010,7,16,0
6,4161,2,8,3,2003,19,0,0
4,408,2,12,6,2014,11,22,0
6,9235,9,13,12,2008,12,0,0
3,756,3,1,10,2008,10,40,0
1,1473,1,19,3,2007,1,55,0
4,5789,4,7,9,2006,8,30,0
7,15748,6,30,6,2013,2,30,0
1,14784,8,19,1,2004,19,15,0
4,3317,1,15,7,2010,10,30,0
3,21785,2,12,5,2004,7,47,0
7,591,9,22,3,2015,4,25,0
3,3281,2,15,6,2005,18,0,0
7,15549,6,14,11,2004,9,15,0
6,125,2,29,11,2003,16,30,0
3,6194,4,9,3,2005,21,15,0
6,365,1,9,8,2014,10,41,0
3,4389,6,21,1,2004,8,18,0
2,7761,8,9,2,2010,7,0,0
5,1114,5,3,12,2010,0,1,0
5,8617,1,21,2,2014,8,50,0
2,1753,7,2,3,2004,16,40,0
7,5104,8,7,4,2013,8,30,0
6,77,10,27,8,2011,21,0,0
3,5015,1,27,6,2007,11,0,0
4,6861,4,27,1,2011,13,30,0
3,772,10,18,2,2015,11,45,0
3,4634,5,14,6,2006,1,20,0
5,6191,8,22,2,2008,13,30,0
3,7268,7,30,9,2009,12,0,0
1,12159,1,22,8,2005,8,0,0
3,2842,10,9,3,2011,19,58,0
3,3756,5,25,7,2012,8,59,0
4,4880,2,25,6,2009,0,23,0
6,9786,2,16,1,2010,0,51,0
3,5054,2,21,4,2010,18,0,0
1,2987,10,6,9,2010,14,10,0
3,8849,4,26,1,2011,20,17,0
5,2354,6,28,1,2005,15,0,0
2,323,9,13,12,2011,10,30,0
2,5009,8,12,6,2007,23,45,0
7,1790,1,30,11,2014,18,40,0
3,451,2,8,7,2009,14,33,0
1,7017,8,25,6,2007,1,15,0
7,3405,5,21,9,2003,16,20,0
3,1510,4,18,5,2005,4,0,0
2,366,10,4,9,2012,7,27,0
2,3644,1,3,2,2004,20,30,0
6,2453,5,28,7,2007,2,26,0
4,221,8,4,10,2007,8,56,0
1,2543,5,12,11,2012,19,0,0
1,6035,3,8,12,2008,20,9,0
7,11127,7,15,7,2007,2,0,0
6,552,4,31,12,2005,2,0,0
5,500,1,19,5,2006,3,47,0
3,13854,3,28,12,2005,15,0,0
4,309,2,18,3,2004,19,0,0
2,14567,1,8,8,2006,1,55,0
1,735,4,28,6,2010,5,0,0
3,19974,9,29,4,2009,4,15,0
5,3809,7,8,2,2013,17,0,0
6,3391,5,29,7,2006,21,0,0
6,15943,5,8,10,2005,11,5,0
5,9967,4,23,8,2013,5,0,0
1,15946,3,29,10,2007,20,45,0
5,1300,6,4,4,2003,22,17,0
3,2226,5,19,3,2008,18,0,0
7,280,3,23,10,2011,10,15,0
7,19419,9,18,4,2004,2,5,0
1,11424,8,30,10,2006,3,0,0
3,6053,1,24,3,2010,23,35,0
4,8104,1,22,8,2013,17,50,0
4,1898,6,6,10,2011,14,0,0
6,1220,10,21,3,2009,21,25,0
1,2271,10,12,11,2007,14,12,0
3,1026,5,25,7,2007,5,0,0
5,17886,9,29,6,2007,12,0,0
1,1395,6,21,2,2011,16,30,0
2,10714,2,8,1,2013,11,45,0
2,6742,4,18,4,2006,20,0,0
6,692,4,3,5,2008,8,45,0
4,5822,8,13,12,2012,12,0,0
5,2831,4,7,2,2014,20,15,0
1,907,6,26,6,2006,20,15,0
6,11113,6,22,2,2003,0,50,0
5,5359,9,6,3,2015,22,0,0
1,3222,5,16,5,2011,19,30,0
2,73,7,19,10,2010,18,30,0
2,14026,4,14,10,2008,12,0,0
4,11189,1,10,8,2006,2,30,0
2,14675,9,12,11,2013,13,48,0
6,445,2,5,6,2010,1,0,0
2,872,2,31,8,2004,16,20,0
6,1401,1,2,6,2012,8,30,0
5,2618,3,7,4,2006,9,45,0
3,952,2,24,1,2007,18,30,0
1,10015,2,22,6,2009,18,0,0
6,5702,8,5,9,2009,23,11,0
1,5111,4,6,8,2007,11,30,0
6,159,6,8,10,2005,23,33,0
1,5294,3,26,4,2004,16,16,0
5,9199,3,10,1,2003,18,2,0
2,12770,3,9,8,2005,15,48,0
5,242,10,12,1,2007,19,0,0
5,11638,3,7,3,2008,9,54,0
5,125,2,16,6,2006,14,0,0
1,8149,9,6,1,2003,15,23,0
2,4632,4,7,2,2012,8,0,0
3,2869,10,1,6,2005,1,30,0
7,18525,3,20,9,2009,17,0,0
3,183,5,22,12,2004,12,0,0
4,483,1,8,9,2011,15,13,0
1,1927,1,7,7,2003,16,30,0
7,323,9,7,9,2003,15,18,0
3,4848,3,25,8,2010,13,2,0
5,8901,5,28,11,2014,21,30,0
3,408,2,25,7,2007,22,0,0
7,125,2,26,9,2010,20,52,0
1,1041,5,11,6,2012,1,45,0
3,12425,6,18,10,2006,0,30,0
1,157,10,25,7,2011,6,6,0
2,522,2,1,4,2008,22,1,0
4,653,10,10,3,2011,5,29,0
6,12087,5,29,12,2007,22,31,0
1,3708,4,8,6,2009,15,15,0
4,4830,5,29,5,2008,15,50,0
7,8764,9,3,10,2004,12,30,0
1,198,1,6,8,2012,20,0,0
1,5310,8,26,11,2012,18,20,0
5,14026,4,2,11,2012,21,0,0
6,12927,1,3,5,2014,21,0,0
7,2398,2,4,10,2009,16,30,0
6,5744,8,10,8,2013,16,0,0
4,12262,8,5,8,2004,16,0,0
5,8185,4,29,7,2011,2,15,0
2,17032,5,6,1,2009,17,0,0
6,5566,8,16,1,2010,19,0,0
5,14008,3,17,5,2013,16,10,0
4,5156,4,20,9,2007,0,27,0
1,52,5,2,2,2009,15,30,0
3,38,10,7,9,2005,12,0,0
1,13178,9,9,7,2007,16,45,0
6,2424,2,9,8,2014,23,50,0
6,13929,7,3,7,2010,2,0,0
3,3716,3,24,1,2007,16,30,0
3,872,2,29,9,2004,16,13,0
3,2400,10,15,10,2014,21,20,0
2,3356,3,14,10,2008,19,37,0
7,309,2,24,2,2013,15,15,0
5,1571,7,18,4,2008,13,0,0
7,13482,9,11,3,2012,10,40,0
4,3892,2,12,7,2007,17,30,0
5,6092,3,11,6,2004,20,30,0
6,12176,4,19,11,2011,12,30,0
6,501,4,24,3,2012,17,15,0
4,1721,2,27,6,2013,1,0,0
5,11717,3,25,7,2014,22,39,0
5,3113,4,3,6,2011,2,30,0
7,10774,9,1,6,2003,13,0,0
7,9614,7,1,6,2014,19,45,0
4,277,10,4,4,2013,18,25,0
7,2803,10,11,2,2007,17,40,0
3,872,2,19,4,2006,13,50,0
2,6324,7,2,5,2006,18,30,0
5,12164,8,7,9,2007,21,9,0
4,125,2,9,2,2006,12,0,0
4,158,2,5,3,2015,19,0,0
4,8322,7,21,8,2014,18,0,0
5,3376,10,19,9,2008,1,6,0
5,3771,5,6,10,2006,18,30,0
6,2470,2,9,3,2013,20,25,0
4,10236,6,21,10,2010,8,14,0
6,2431,8,29,12,2007,18,20,0
2,21919,5,27,4,2004,13,15,0
1,11484,4,7,8,2006,7,30,0
3,2862,10,8,8,2012,18,41,0
4,6874,7,3,5,2012,15,23,0
5,2053,7,2,10,2009,12,0,0
5,903,1,8,8,2014,12,23,0
2,1761,1,29,11,2005,11,0,0
5,359,10,21,10,2011,11,30,0
7,2425,2,30,12,2012,6,15,0
7,1786,8,12,12,2004,21,0,0
6,3330,7,9,4,2011,17,7,0
1,125,2,15,10,2007,0,1,0
5,37,2,6,2,2009,21,15,0
3,408,2,11,6,2008,14,40,0
3,1827,2,29,9,2004,0,1,0
4,572,4,11,3,2010,15,30,0
6,1392,4,16,6,2007,15,0,0
2,489,2,17,2,2015,3,14,0
7,22330,9,21,9,2003,20,0,0
1,872,2,17,9,2012,20,15,0
7,242,10,27,6,2004,0,1,0
4,2862,10,21,8,2008,1,50,0
6,3400,5,18,6,2011,14,55,0
2,76,5,1,10,2013,7,30,0
4,2680,4,15,12,2005,19,0,0
5,4345,2,30,11,2012,20,30,0
5,5171,9,27,6,2014,15,0,0
2,468,2,7,1,2014,23,17,0
4,324,1,2,4,2015,20,15,0
3,12848,3,11,12,2013,21,50,0
7,125,2,11,9,2005,14,30,0
3,232,4,22,2,2012,20,30,0
6,4960,7,17,12,2011,17,30,0
5,765,3,2,5,2008,23,3,0
6,547,2,20,3,2004,23,0,0
6,1836,4,1,1,2011,22,0,0
4,6741,8,16,11,2006,18,40,0
3,1352,4,14,12,2011,14,48,0
6,927,1,27,12,2008,12,50,0
4,8895,3,25,11,2004,23,0,0
3,9044,2,18,3,2009,7,55,0
2,828,1,22,7,2003,20,0,0
2,1352,4,1,10,2013,13,15,0
3,2050,6,31,10,2007,17,57,0
2,125,2,21,3,2006,19,30,0
4,146,10,10,2,2011,17,10,0
4,11199,5,17,11,2005,18,0,0
5,5517,7,21,2,2003,0,30,0
3,9510,9,24,8,2011,7,52,0
7,983,2,21,9,2014,16,30,0
1,93,7,2,4,2007,16,0,0
5,6162,7,21,3,2008,23,10,0
5,10151,5,12,11,2004,21,41,0
7,13829,8,11,2,2007,17,40,0
2,772,10,7,2,2012,5,53,0
4,8356,4,20,9,2007,19,30,0
5,6871,2,20,9,2013,16,0,0
6,125,2,8,9,2007,9,45,0
6,744,10,24,7,2004,4,45,0
7,3903,8,29,6,2003,16,41,0
6,676,8,21,2,2009,15,45,0
5,4295,3,7,9,2007,22,0,0
5,3376,10,18,11,2005,14,10,0
3,47,2,4,4,2007,13,5,0
7,125,2,15,6,2003,11,45,0
7,534,4,11,4,2010,3,49,0
7,2400,10,10,10,2010,9,10,0
5,6236,4,10,7,2009,16,6,0
3,1388,8,12,6,2013,4,12,0
4,2706,10,25,6,2009,14,55,0
6,2436,5,25,2,2012,17,0,0
7,4009,2,11,3,2007,11,15,0
7,866,1,25,9,2005,22,0,0
6,1781,3,29,5,2004,8,0,0
7,277,10,5,10,2008,18,39,0
2,7501,3,17,4,2007,16,45,0
6,1895,3,13,2,2010,14,0,0
4,363,2,19,2,2004,12,19,0
1,3630,10,21,8,2006,11,45,0
2,13018,9,22,3,2011,23,0,0
1,263,1,8,11,2004,17,30,0
6,10411,4,7,5,2011,20,0,0
1,9851,6,10,1,2011,14,0,0
1,3762,1,19,7,2004,17,45,0
5,13163,3,26,2,2010,23,0,0
4,5618,2,18,9,2014,14,58,0
3,1116,2,14,5,2008,17,20,0
4,1722,2,5,2,2004,9,26,0
3,3334,5,30,11,2005,11,41,0
6,1920,5,7,10,2006,0,50,0
3,9825,2,8,8,2007,12,17,0
6,3046,2,3,7,2010,23,14,0
5,1165,8,4,4,2014,20,30,0
3,148,5,13,5,2009,9,30,0
7,14234,5,28,8,2005,2,0,0
4,346,1,24,3,2005,16,30,0
3,4571,10,9,1,2008,20,40,0
7,11600,9,16,12,2012,6,30,0
6,11718,9,18,6,2005,14,0,0
1,2091,2,8,8,2011,0,42,0
7,714,2,18,5,2014,13,0,0
1,753,2,20,7,2009,19,0,0
6,753,2,8,3,2003,21,15,0
2,2536,3,15,5,2007,19,4,0
2,4682,1,13,7,2010,14,0,0
3,8885,9,24,6,2009,12,22,0
7,1091,10,16,7,2006,20,58,0
2,2341,5,21,7,2009,1,35,0
1,501,4,8,11,2004,15,45,0
4,125,2,5,5,2011,23,0,0
2,779,2,1,6,2010,10,45,0
4,451,2,8,8,2013,23,5,0
5,9331,2,21,8,2009,9,31,0
1,802,4,17,9,2007,21,49,0
6,4117,9,10,9,2005,14,0,0
4,2948,4,17,9,2009,17,0,0
1,2954,8,5,7,2004,9,45,0
5,7260,7,13,1,2012,16,34,0
5,7473,9,30,11,2012,20,0,0
4,4257,5,23,2,2006,11,15,0
2,2725,4,1,10,2013,17,44,0
1,366,10,5,3,2007,6,30,0
6,15234,2,7,9,2013,15,0,0
1,11148,8,4,3,2013,22,30,0
2,5656,4,3,9,2013,17,30,0
5,22,10,15,7,2005,8,0,0
6,6601,1,4,9,2004,23,0,0
5,1185,5,25,1,2013,8,16,0
7,2428,5,27,7,2003,22,0,0
6,11554,3,7,10,2006,19,51,0
7,14077,9,20,11,2005,19,40,0
2,4552,3,17,2,2009,13,28,0
1,1220,10,8,12,2003,8,0,0
7,9663,6,24,8,2008,18,30,0
5,1798,9,7,9,2007,13,0,0
2,8352,3,13,11,2007,15,30,0
7,259,5,30,6,2013,14,20,0
1,8533,2,22,2,2010,13,47,0
4,2840,2,3,5,2012,19,30,0
7,217,8,14,12,2003,15,0,0
6,125,2,7,9,2013,13,30,0
3,6380,9,31,10,2012,14,3,0
5,1885,2,3,4,2015,16,30,0
3,554,10,26,6,2013,13,18,0
2,8924,9,3,5,2005,13,0,0
7,2352,5,19,4,2015,10,0,0
4,3226,6,23,1,2014,8,0,0
5,829,1,11,2,2005,7,31,0
4,2586,2,18,5,2006,17,30,0
7,5194,8,8,3,2015,10,30,0
5,22062,1,3,9,2004,7,0,0
2,13543,7,3,4,2012,13,0,0
5,3844,5,27,12,2013,21,31,0
5,619,8,28,12,2007,23,49,0
7,772,10,17,5,2009,12,1,0
3,2064,2,3,4,2013,7,46,0
5,5155,9,3,10,2014,23,30,0
2,6633,1,7,7,2009,16,0,0
3,12292,3,17,9,2008,15,0,0
3,8960,3,12,6,2013,8,10,0
7,4097,2,1,7,2007,13,18,0
7,3382,6,17,12,2006,14,56,0
1,517,2,4,8,2003,4,50,0
4,17277,7,6,9,2012,23,0,0
2,7223,1,13,5,2003,4,40,0
3,2972,5,9,7,2014,9,23,0
5,829,1,23,1,2015,4,0,0
6,501,4,14,6,2008,22,45,0
7,6639,4,13,7,2003,12,40,0
2,1722,2,18,3,2014,11,38,0
1,18434,9,9,6,2008,17,35,0
3,6665,1,8,2,2012,8,45,0
4,1107,2,7,10,2010,18,3,0
1,2016,6,13,10,2014,17,26,0
6,14509,3,30,11,2013,20,0,0
1,6173,8,3,3,2014,18,0,0
6,125,2,25,8,2012,18,0,0
7,1760,10,5,4,2009,11,59,0
3,7951,7,7,1,2015,11,48,0
7,501,4,9,10,2005,8,49,0
2,146,10,23,11,2004,13,50,0
7,4880,2,19,10,2008,4,30,0
4,213,4,17,4,2008,14,20,0
3,3301,2,31,10,2012,15,15,0
4,7297,3,14,1,2010,4,11,0
7,1263,2,18,6,2006,1,30,0
6,9427,3,18,6,2005,7,0,0
4,772,10,13,1,2005,9,0,0
2,125,2,2,5,2006,13,30,0
7,21770,1,13,6,2004,12,0,0
2,8076,8,8,6,2004,20,0,0
2,11825,1,6,4,2010,11,55,0
2,125,2,26,6,2007,14,30,0
4,8298,1,1,5,2014,0,6,0
1,125,2,5,4,2010,10,50,0
4,538,8,12,6,2014,18,0,0
7,15001,9,13,12,2009,0,1,0
1,921,2,3,8,2009,21,1,0
4,5859,5,18,4,2013,14,56,0
3,964,3,4,2,2015,17,10,0
5,1550,1,6,8,2004,12,40,0
1,646,6,13,6,2005,9,30,0
6,10801,2,26,3,2005,19,0,0
4,17664,8,26,6,2003,23,0,0
3,5575,1,5,2,2014,17,40,0
1,309,2,14,11,2011,19,10,0
1,10715,6,14,11,2005,3,6,0
1,870,4,25,1,2010,23,0,0
6,8173,1,20,3,2004,19,0,0
5,1312,7,1,5,2015,17,50,0
6,898,2,7,2,2004,20,0,0
3,4848,3,16,10,2013,19,9,0
6,3554,9,4,4,2015,12,0,0
1,7431,9,24,11,2003,9,0,0
1,1907,5,5,3,2007,15,45,0
6,2445,2,1,12,2012,11,30,0
4,4674,5,20,10,2005,8,0,0
7,628,8,5,5,2013,11,50,0
3,3626,5,12,1,2011,19,30,0
7,1462,4,15,1,2012,15,30,0
3,10782,8,26,12,2012,8,0,0
2,7932,9,9,11,2004,14,30,0
2,7243,1,12,10,2004,18,15,0
7,1586,5,23,4,2006,3,0,0
1,213,4,9,8,2010,18,34,0
7,6437,6,19,10,2014,17,0,0
4,15986,8,23,12,2004,23,20,0
7,125,2,6,4,2008,8,17,0
1,779,2,6,2,2006,12,40,0
5,8512,8,8,8,2008,17,30,0
6,4641,9,4,4,2009,15,39,0
7,1757,3,10,8,2014,14,36,0
4,10552,3,19,5,2011,2,0,0
6,2579,2,1,1,2011,20,29,0
3,125,2,5,8,2009,12,0,0
7,2891,5,28,8,2011,1,15,0
6,70,10,12,7,2003,12,25,0
6,6192,1,10,3,2007,9,0,0
2,1938,3,28,4,2015,16,45,0
7,4049,4,15,1,2012,15,0,0
1,6899,2,13,6,2011,9,41,0
2,3171,4,11,1,2011,7,0,0
1,13101,6,6,1,2014,10,40,0
6,4831,2,12,7,2008,16,30,0
1,37,2,29,10,2012,12,0,0
2,155,2,13,7,2010,11,0,0
7,896,2,2,1,2011,17,55,0
7,4097,2,12,8,2012,23,42,0
2,3720,9,26,12,2006,3,24,0
1,4390,6,25,7,2011,15,35,0
5,5357,9,16,6,2006,17,0,0
4,5769,7,1,10,2009,23,15,0
6,1435,2,26,7,2014,23,17,0
2,2775,1,24,6,2008,13,0,0
2,501,4,7,9,2010,23,50,0
5,1954,10,28,11,2003,16,37,0
6,4969,4,31,10,2009,2,10,0
2,1975,2,18,9,2007,14,0,0
2,1116,2,10,6,2008,17,43,0
5,8008,7,8,3,2013,21,16,0
7,21451,8,23,10,2005,22,30,0
3,16435,4,30,4,2003,16,50,0
2,359,10,14,10,2014,12,39,0
1,872,2,12,12,2011,18,40,0
7,3234,4,27,2,2011,0,30,0
5,232,4,2,6,2006,17,45,0
3,12486,9,11,6,2014,18,0,0
3,3673,3,29,12,2010,14,19,0
3,2153,2,25,7,2007,1,52,0
2,2700,3,11,11,2003,10,35,0
7,189,2,24,8,2008,3,0,0
4,12225,9,29,6,2006,16,0,0
4,1459,5,17,4,2008,14,55,0
7,4530,9,29,6,2003,11,0,0
7,125,2,5,6,2011,23,30,0
1,17294,9,24,5,2004,23,0,0
4,5530,8,15,6,2006,18,0,0
6,1254,2,1,7,2006,7,1,0
3,6916,4,28,6,2006,11,20,0
3,3396,10,30,4,2014,10,40,0
6,21778,3,29,5,2004,19,0,0
3,534,4,23,3,2005,13,55,0
1,517,2,29,3,2004,18,45,0
4,5461,7,26,1,2006,13,30,0
3,927,1,2,4,2008,12,40,0
6,361,2,29,1,2011,23,30,0
4,14071,9,29,12,2011,15,0,0
4,1012,4,4,9,2003,6,0,0
3,16787,8,13,6,2007,8,15,0
1,6313,3,4,2,2008,17,4,0
2,11725,3,14,4,2009,9,14,0
5,22535,3,2,4,2004,23,30,0
3,125,2,18,5,2005,0,1,0
1,2986,3,30,5,2011,22,0,0
3,722,8,13,5,2009,19,30,0
4,9009,3,20,10,2005,14,47,0
7,4832,4,7,10,2012,14,10,0
3,1031,2,28,12,2005,16,0,0
6,6879,3,26,1,2013,20,0,0
1,403,7,19,3,2012,15,0,0
2,10206,9,29,9,2009,14,33,0
1,9403,1,27,4,2009,18,5,0
4,907,6,3,5,2012,11,7,0
2,12485,1,2,5,2006,18,45,0
7,925,2,5,5,2013,19,28,0
2,88,2,9,12,2008,15,0,0
3,4448,3,20,4,2011,15,30,0
2,2225,5,1,5,2012,18,21,0
7,1014,3,3,5,2015,0,9,0
6,408,2,27,11,2004,13,0,0
6,21763,7,31,5,2003,14,0,0
3,277,10,1,5,2013,18,55,0
1,2378,5,7,7,2003,18,0,0
6,7753,3,25,1,2003,14,53,0
4,2186,8,23,3,2006,19,30,0
6,6796,5,18,9,2004,19,0,0
5,6293,6,4,4,2014,17,0,0
5,138,10,27,7,2007,21,0,0
2,4308,8,26,5,2009,16,0,0
3,14746,9,5,10,2011,21,0,0
7,1926,2,30,1,2011,12,50,0
5,8644,6,12,12,2014,17,30,0
5,6920,3,26,6,2009,11,0,0
2,7791,4,21,2,2012,22,48,0
6,232,4,15,6,2013,14,40,0
2,27,5,23,12,2014,18,0,0
2,2049,5,7,12,2004,9,20,0
3,58,10,26,7,2006,11,30,0
2,2601,3,30,4,2013,19,32,0
7,12740,3,18,5,2014,20,20,0
3,4037,4,23,1,2008,22,50,0
4,2314,1,4,11,2010,12,42,0
6,12721,2,12,7,2003,11,0,0
1,2781,5,28,4,2014,9,0,0
2,83,2,30,9,2014,12,40,0
3,376,2,9,2,2011,15,51,0
6,14145,1,11,1,2003,2,10,0
6,13484,2,13,7,2013,10,30,0
4,14519,6,1,6,2006,2,30,0
7,927,1,19,12,2010,14,34,0
4,4026,8,1,7,2010,16,20,0
2,125,2,13,12,2005,14,0,0
3,13544,9,8,12,2004,3,12,0
2,3180,10,28,11,2006,21,31,0
2,4323,1,14,12,2010,8,20,0
1,2666,3,18,3,2013,20,30,0
1,4877,9,30,8,2004,18,30,0
2,21862,5,10,6,2003,19,49,0
6,3727,10,5,5,2007,0,50,0
1,105,5,4,8,2008,19,45,0
5,2408,8,8,8,2014,20,30,0
1,216,6,2,4,2007,18,30,0
2,208,1,19,4,2005,0,1,0
3,6662,8,30,9,2009,12,15,0
2,3479,8,19,4,2011,2,55,0
4,2927,2,14,10,2004,22,0,0
5,619,8,26,6,2009,0,1,0
1,10793,6,13,9,2004,18,0,0
7,2473,2,9,9,2012,16,0,0
3,3517,5,18,9,2013,9,45,0
6,9463,3,9,4,2005,22,12,0
3,83,2,21,9,2011,11,55,0
7,1280,4,17,11,2013,12,0,0
2,16583,1,21,2,2012,23,44,0
1,408,2,15,9,2003,13,30,0
7,326,2,5,12,2010,0,1,0
4,3630,10,18,5,2006,10,12,0
6,10388,7,20,4,2013,10,30,0
2,2774,8,3,5,2005,13,30,0
6,11707,5,30,7,2005,15,0,0
6,11015,8,23,9,2006,20,0,0
2,7537,7,7,8,2007,4,30,0
3,2329,1,20,2,2008,10,40,0
1,4095,7,2,3,2015,16,4,0
5,232,4,15,11,2013,17,45,0
