"day","address","location","date","month","year","hour","min","RECOVEREDVEHICLE"
7,280,3,22,4,2007,14,0,0
3,8,7,19,4,2006,21,0,0
2,1287,2,3,3,2015,12,30,0
1,4773,5,11,11,2013,11,0,0
6,10841,4,21,8,2004,18,0,0
5,1253,4,31,10,2014,21,30,0
1,18568,7,29,9,2003,2,0,0
1,1942,2,7,7,2008,14,0,0
3,6504,3,11,6,2014,18,25,0
7,713,4,9,9,2007,22,30,0
7,125,2,30,11,2008,7,30,0
1,21785,2,26,4,2004,13,49,0
1,12363,9,30,8,2004,13,20,0
4,14470,8,19,5,2011,23,46,0
6,981,2,1,12,2007,2,11,0
6,1252,2,25,2,2012,22,8,0
5,11,10,3,10,2014,23,50,0
5,12063,3,4,10,2013,8,0,0
2,5056,8,15,4,2014,7,0,0
3,1600,6,28,11,2007,19,0,0
7,793,6,28,8,2005,0,1,0
3,125,2,23,12,2009,13,0,0
2,7164,7,15,11,2005,10,0,0
2,2341,5,24,7,2012,20,0,0
1,6520,1,16,2,2015,9,30,0
4,366,10,5,5,2011,16,20,0
7,10575,9,6,5,2007,22,8,0
6,908,10,20,5,2006,17,0,0
7,3419,8,22,4,2007,8,37,0
4,2854,8,16,10,2003,13,30,0
2,7866,6,14,10,2008,8,45,0
1,275,4,6,8,2012,19,24,0
7,17276,9,13,3,2011,15,0,0
5,5374,7,21,2,2003,21,0,0
6,389,8,13,12,2008,23,0,0
7,145,3,11,1,2009,0,59,0
5,16312,8,27,8,2010,22,0,0
1,2954,8,21,3,2005,9,35,0
5,1943,2,17,6,2005,19,30,0
1,1091,10,1,5,2006,12,0,0
7,2322,9,19,4,2015,13,35,0
1,677,2,12,5,2008,14,0,0
6,6745,5,13,8,2005,9,0,0
5,421,1,8,9,2006,7,20,0
1,1153,4,2,8,2004,13,20,0
4,7145,2,12,6,2014,12,51,0
2,8844,3,4,3,2014,12,0,0
7,6420,2,9,2,2003,14,45,0
2,213,4,27,5,2003,14,50,0
7,4312,7,27,2,2005,0,30,0
6,3868,7,26,1,2013,9,0,0
5,11110,7,21,3,2003,15,0,0
3,771,1,18,9,2013,17,10,0
3,7179,1,15,9,2004,10,0,0
3,125,2,6,9,2006,10,45,0
4,554,10,12,7,2007,13,34,0
5,1091,10,24,8,2007,13,0,0
1,18300,2,8,8,2011,9,55,0
7,80,1,27,1,2013,0,30,0
7,13117,5,14,6,2009,14,5,0
3,19734,2,23,2,2005,23,59,0
1,7185,5,18,8,2003,23,15,0
1,602,2,8,12,2008,19,0,0
3,7294,2,21,4,2010,9,0,0
5,6481,2,5,4,2013,20,32,0
3,980,10,1,10,2008,5,0,0
7,5339,4,23,10,2011,0,1,0
4,1930,3,1,11,2012,22,0,0
2,11251,4,14,10,2003,11,31,0
3,872,2,14,4,2004,13,39,0
5,1986,2,22,8,2008,2,44,0
6,7279,4,3,5,2003,23,3,0
1,88,2,28,10,2013,16,0,0
4,7669,4,14,1,2010,15,40,0
7,2016,6,10,2,2008,14,5,0
4,9130,1,11,12,2008,8,0,0
1,1880,2,24,11,2008,12,0,0
2,5898,1,2,3,2004,2,10,0
3,5941,4,22,12,2004,21,55,0
1,3268,8,13,4,2015,12,55,0
7,628,8,10,8,2003,21,30,0
5,788,2,29,7,2011,11,36,0
7,5493,2,22,8,2004,17,25,0
7,9849,6,9,10,2011,14,42,0
5,51,2,6,8,2004,8,30,0
7,233,8,18,4,2004,16,0,0
2,7764,4,3,9,2013,7,31,0
4,1273,10,2,10,2014,6,30,0
1,323,9,11,5,2015,14,0,0
7,9033,5,8,10,2006,11,50,0
2,1792,2,15,5,2007,10,0,0
7,5151,4,3,6,2007,9,30,0
3,9969,3,26,5,2004,13,20,0
4,2428,5,23,2,2006,8,5,0
1,1131,3,18,3,2013,18,0,0
5,349,2,13,6,2003,15,0,0
3,70,10,9,2,2011,16,10,0
3,6794,5,17,9,2008,9,45,0
6,709,7,27,6,2009,1,0,0
5,772,10,25,3,2011,19,30,0
3,6607,8,25,6,2008,16,39,0
4,125,2,20,3,2014,15,0,0
1,3619,2,23,1,2006,23,45,0
1,6703,3,8,12,2003,16,29,0
6,1043,1,29,1,2005,1,45,0
4,3680,4,29,11,2012,12,31,0
6,2400,10,27,7,2013,17,0,0
4,6609,9,6,5,2010,13,0,0
1,6035,3,21,3,2011,15,30,0
2,152,10,4,3,2008,21,0,0
5,11193,3,30,7,2010,16,25,0
6,11082,6,8,9,2012,0,1,0
5,3669,1,12,12,2008,21,50,0
1,8812,4,26,6,2006,0,1,0
3,6659,5,11,6,2008,16,15,0
2,10265,8,5,4,2011,23,0,0
1,2550,3,4,3,2013,21,0,0
4,408,2,10,1,2013,19,30,0
3,12901,2,6,4,2005,16,20,0
2,1351,8,4,2,2003,8,10,0
7,11206,9,18,7,2010,1,0,0
3,548,10,17,10,2007,22,0,0
4,220,4,1,7,2010,4,15,0
3,3299,8,30,11,2011,12,30,0
7,644,1,24,8,2014,22,15,0
3,12020,4,20,4,2011,14,15,0
4,435,10,2,4,2009,16,51,0
1,7497,8,2,9,2013,20,30,0
1,1220,10,10,7,2006,7,25,0
5,21763,7,22,8,2003,13,45,0
3,643,4,25,1,2012,17,1,0
1,8319,3,9,7,2007,18,0,0
3,4480,9,20,8,2003,15,0,0
4,19021,3,19,2,2004,15,40,0
1,20184,3,8,12,2008,10,30,0
4,2772,9,13,11,2014,14,0,0
4,898,2,4,10,2012,10,43,0
6,5904,3,17,5,2014,5,33,0
4,323,9,10,6,2004,15,15,0
3,1203,2,23,3,2005,21,45,0
4,2064,2,2,10,2014,16,0,0
7,125,2,1,1,2006,9,0,0
6,7976,3,2,7,2005,17,0,0
2,14706,8,20,3,2007,0,1,0
6,2944,2,12,7,2014,3,8,0
4,831,4,10,7,2003,14,0,0
4,425,5,30,6,2011,16,0,0
3,14666,9,11,1,2012,22,0,0
5,1823,1,31,12,2010,12,45,0
3,5206,5,8,8,2007,18,0,0
3,1091,10,27,10,2004,14,20,0
6,102,10,5,11,2011,2,6,0
2,12435,8,12,1,2010,17,26,0
1,55,2,12,11,2007,4,0,0
1,172,5,25,7,2005,3,40,0
5,234,6,17,4,2015,12,49,0
7,1926,2,6,11,2005,2,30,0
6,7714,8,3,7,2010,19,30,0
7,468,2,9,9,2007,17,9,0
1,366,10,11,6,2007,2,15,0
1,1162,1,25,7,2011,9,18,0
5,54,1,26,6,2009,2,0,0
1,2393,8,6,7,2009,18,14,0
6,1345,1,16,1,2010,15,30,0
7,19932,9,20,4,2008,23,0,0
4,3582,5,25,12,2014,7,59,0
2,4046,4,27,10,2009,10,30,0
5,2346,2,11,3,2005,18,0,0
7,3647,1,9,4,2006,17,6,0
1,19642,8,28,11,2005,9,0,0
4,1661,7,3,9,2009,8,0,0
2,1331,4,1,9,2009,9,30,0
6,7145,2,29,11,2014,0,1,0
6,511,4,2,12,2006,3,0,0
2,6313,3,20,9,2011,3,12,0
2,12071,7,26,6,2007,21,56,0
1,6304,3,28,4,2003,21,30,0
4,1791,2,18,9,2014,10,40,0
2,4762,5,10,6,2014,8,0,0
7,5783,2,15,7,2007,19,35,0
7,6329,4,29,11,2009,1,0,0
3,9674,8,21,4,2010,9,30,0
5,105,5,27,7,2012,8,0,0
2,7594,8,5,8,2014,23,30,0
1,213,4,25,12,2006,9,50,0
3,5820,4,7,9,2005,21,20,0
1,8867,7,29,9,2014,22,5,0
1,10298,9,24,1,2011,17,30,0
3,10155,8,26,5,2004,16,15,0
3,325,8,5,3,2003,18,0,0
6,3343,6,6,9,2003,19,0,0
7,946,1,5,12,2010,10,0,0
3,4418,2,9,2,2011,14,0,0
2,586,8,5,8,2008,6,10,0
2,70,10,13,11,2007,18,51,0
6,1954,10,27,2,2010,10,53,0
2,6855,8,1,4,2003,14,42,0
5,4355,4,10,2,2012,12,36,0
6,3490,8,4,4,2015,20,32,0
7,4875,2,13,7,2008,0,45,0
4,18108,9,14,12,2006,8,0,0
2,4447,1,26,7,2005,18,20,0
5,1305,1,11,2,2011,13,50,0
6,1897,1,30,6,2007,9,30,0
2,1966,7,28,4,2015,13,47,0
5,1975,2,12,8,2011,17,56,0
5,735,4,8,8,2008,18,44,0
3,379,1,17,9,2003,14,16,0
1,11405,8,13,5,2013,9,0,0
4,36,2,30,10,2014,17,0,0
6,2439,2,13,2,2010,20,55,0
3,706,8,10,1,2007,18,30,0
4,1351,8,20,9,2007,14,30,0
3,125,2,9,12,2009,21,30,0
6,3664,4,20,9,2003,19,24,0
4,4700,9,1,11,2007,17,9,0
6,616,4,22,3,2014,12,27,0
4,13022,9,6,9,2007,18,30,0
5,125,2,3,6,2005,8,0,0
6,12016,5,6,5,2006,23,0,0
4,2739,2,19,5,2011,15,45,0
7,16583,1,16,5,2004,16,0,0
4,1611,3,29,5,2008,11,20,0
2,19018,9,17,2,2009,15,13,0
3,13799,1,21,4,2010,16,0,0
6,1790,1,19,11,2011,19,0,0
4,12841,9,30,9,2004,16,30,0
1,359,10,22,8,2005,20,16,0
3,1154,9,28,4,2004,10,45,0
5,2881,5,21,10,2005,8,57,0
5,1447,9,8,8,2014,19,0,0
2,2241,4,13,5,2003,18,55,0
4,3844,5,1,11,2007,12,15,0
7,349,2,26,1,2014,15,35,0
2,17522,9,29,4,2003,9,40,0
5,2941,1,22,3,2013,10,40,0
6,3961,4,25,1,2014,23,47,0
7,10346,3,14,2,2010,16,24,0
1,534,4,11,5,2015,22,12,0
1,957,2,30,3,2015,22,45,0
4,15058,3,12,6,2008,14,28,0
3,3677,2,9,2,2011,18,0,0
2,2612,2,18,3,2008,20,30,0
4,15699,9,4,10,2012,10,0,0
7,7429,4,11,2,2007,3,0,0
5,8445,2,4,6,2010,19,0,0
6,2405,5,18,4,2015,23,12,0
7,21986,2,13,7,2003,0,1,0
4,3092,5,9,1,2014,16,1,0
4,2750,2,3,6,2010,2,51,0
3,146,10,26,12,2007,11,29,0
1,17932,7,3,10,2005,13,40,0
7,1091,10,21,11,2010,13,48,0
5,816,2,25,2,2005,8,30,0
4,1121,10,26,1,2012,11,5,0
1,1829,10,27,9,2004,14,0,0
4,93,7,18,10,2012,21,55,0
4,534,4,4,9,2003,18,26,0
1,2928,9,31,8,2009,23,35,0
2,118,2,18,2,2003,22,0,0
1,1654,8,17,5,2010,1,38,0
1,3937,4,30,3,2015,16,0,0
4,1405,10,28,10,2004,23,20,0
5,2272,9,25,7,2008,14,0,0
2,2431,8,16,5,2006,20,0,0
5,346,1,10,8,2012,14,0,0
1,2862,10,3,5,2010,11,37,0
4,146,10,28,1,2010,14,20,0
3,8046,3,20,3,2013,19,0,0
4,1291,1,10,2,2005,17,45,0
5,105,5,11,12,2009,16,30,0
1,2855,1,28,11,2005,5,50,0
5,5121,5,21,10,2005,18,30,0
7,4720,1,2,5,2004,21,0,0
3,779,2,12,11,2008,14,0,0
1,10657,3,24,1,2005,9,49,0
7,7161,8,15,7,2012,20,0,0
7,8594,3,15,12,2013,10,46,0
6,12204,5,26,3,2011,22,30,0
6,7119,4,1,1,2011,13,15,0
2,4047,3,18,9,2012,11,7,0
2,20754,4,28,10,2003,14,0,0
1,3211,3,29,5,2006,14,30,0
3,17610,9,1,11,2006,12,0,0
3,14951,3,13,12,2006,22,13,0
6,1620,10,12,8,2006,23,24,0
7,6303,5,31,10,2004,12,28,0
6,6009,3,21,2,2004,12,45,0
1,1525,4,24,12,2012,12,42,0
1,1606,2,4,8,2003,3,10,0
6,628,8,31,12,2005,19,0,0
1,2225,5,30,5,2011,23,48,0
6,192,1,30,7,2005,10,0,0
6,125,2,11,9,2010,3,1,0
5,512,8,13,6,2003,12,58,0
6,166,10,21,4,2007,14,23,0
5,2325,5,25,7,2014,22,20,0
3,119,6,10,8,2011,9,0,0
7,7275,9,29,6,2014,14,0,0
5,3821,9,28,12,2012,17,0,0
7,13179,2,28,12,2008,12,33,0
7,13756,2,23,2,2014,0,5,0
1,638,4,11,5,2015,15,44,0
7,57,9,13,2,2005,16,0,0
2,6269,4,9,3,2010,9,0,0
4,9629,5,20,10,2011,16,17,0
6,9439,1,30,7,2005,22,30,0
1,2987,10,19,3,2007,15,20,0
5,125,2,9,8,2013,21,19,0
3,2041,10,14,10,2009,16,30,0
2,7232,5,30,11,2010,18,10,0
6,2165,9,2,12,2006,14,30,0
7,2735,3,31,12,2006,22,50,0
3,736,4,30,11,2011,11,0,0
6,4730,3,13,2,2010,19,57,0
2,2677,5,3,5,2005,22,53,0
1,674,1,15,9,2014,17,10,0
1,125,2,17,10,2005,9,0,0
7,12070,9,13,3,2005,4,19,0
5,627,3,2,11,2012,19,0,0
3,2680,4,17,4,2013,2,33,0
6,203,2,19,10,2013,17,20,0
4,8932,7,30,6,2005,1,0,0
7,293,5,25,8,2013,3,0,0
7,6867,2,4,11,2007,19,43,0
6,5717,9,11,2,2006,0,1,0
3,861,8,19,3,2003,6,0,0
6,2388,2,20,10,2012,0,1,0
3,4984,1,10,12,2003,20,30,0
5,10164,9,1,12,2006,12,0,0
2,1351,8,2,11,2010,10,35,0
1,1209,1,26,5,2008,13,0,0
1,7469,5,28,10,2013,11,25,0
6,27,5,23,8,2008,13,20,0
6,455,2,13,3,2010,10,30,0
4,10768,5,20,2,2014,12,40,0
3,7986,4,23,7,2003,15,0,0
6,4481,2,26,3,2005,2,0,0
4,7770,8,24,12,2009,12,1,0
5,125,2,28,11,2003,16,0,0
2,771,1,5,8,2003,18,0,0
6,912,10,5,10,2013,17,0,0
7,4623,2,11,3,2012,21,27,0
5,259,5,28,6,2013,20,4,0
4,5056,8,6,2,2003,18,0,0
7,2335,9,8,4,2007,16,15,0
2,7649,8,24,8,2010,20,30,0
2,11307,7,7,1,2014,8,0,0
1,5491,3,11,10,2004,20,0,0
3,1214,10,8,3,2006,8,44,0
4,2696,4,29,11,2012,21,0,0
2,11683,9,4,9,2012,3,0,0
1,1111,1,26,5,2014,16,8,0
3,546,5,23,7,2003,0,12,0
3,2209,4,7,8,2013,18,5,0
1,1153,4,23,6,2003,20,0,0
7,13739,1,10,3,2013,15,0,0
2,105,5,26,6,2012,15,5,0
2,392,4,8,7,2008,18,26,0
7,12983,9,7,3,2004,2,0,0
4,1284,4,23,12,2004,9,18,0
3,9095,7,18,9,2013,17,0,0
6,323,9,5,4,2014,13,40,0
5,1220,10,12,8,2011,8,0,0
5,125,2,1,7,2005,2,15,0
6,622,6,10,9,2011,21,0,0
3,4012,6,19,10,2011,17,45,0
1,223,10,15,10,2007,17,5,0
7,5578,5,1,8,2010,0,1,0
1,3973,4,20,8,2012,15,30,0
5,9784,8,18,4,2003,15,30,0
7,1942,2,12,1,2003,21,0,0
3,603,4,20,3,2013,3,5,0
7,1091,10,29,6,2008,8,41,0
5,8493,6,13,1,2006,18,30,0
5,1351,8,15,5,2009,12,45,0
3,1405,10,17,10,2012,0,30,0
3,1764,1,4,10,2006,10,45,0
7,4118,7,12,8,2012,0,1,0
4,6637,6,28,6,2007,0,1,0
7,8004,5,9,9,2012,0,1,0
2,4575,3,15,10,2013,12,56,0
3,146,10,30,4,2008,10,50,0
1,6406,2,12,4,2004,2,33,0
1,7270,5,21,7,2003,12,0,0
1,6663,3,13,12,2010,17,10,0
5,3015,6,26,1,2007,10,30,0
6,117,1,10,3,2007,23,0,0
3,11568,8,17,9,2003,22,30,0
2,1606,2,16,4,2013,22,0,0
5,3533,1,13,12,2013,15,0,0
6,815,1,4,12,2010,13,0,0
6,803,6,18,9,2004,22,20,0
4,358,6,15,12,2005,17,4,0
5,11026,2,5,4,2013,3,50,0
3,2329,1,7,4,2010,19,20,0
2,1547,3,20,7,2004,16,41,0
3,2191,1,17,5,2006,23,59,0
7,12886,7,2,12,2012,16,45,0
1,213,4,12,10,2009,8,8,0
3,2706,10,11,8,2010,13,45,0
5,83,2,11,6,2004,18,0,0
6,7148,9,31,10,2009,21,50,0
7,10762,6,31,7,2005,14,0,0
7,6695,5,11,8,2013,6,40,0
7,4242,9,19,6,2011,12,0,0
3,323,9,7,1,2015,19,40,0
3,136,5,13,6,2012,19,33,0
3,1791,2,29,4,2015,11,13,0
5,317,4,2,6,2006,18,30,0
5,1717,2,18,4,2014,21,5,0
6,12363,9,25,12,2004,21,0,0
2,1893,6,2,9,2008,11,0,0
1,9577,8,27,10,2008,11,40,0
5,11363,8,21,2,2014,1,50,0
4,2436,5,21,3,2013,0,9,0
4,5819,4,11,8,2005,8,50,0
3,1699,7,15,6,2005,17,45,0
6,11314,8,4,11,2006,2,4,0
4,7056,5,2,6,2005,17,27,0
5,323,9,2,11,2012,17,0,0
5,26,9,14,5,2004,1,0,0
4,3138,7,15,11,2012,18,0,0
2,2933,8,11,5,2004,17,11,0
4,831,4,10,2,2011,0,40,0
1,3133,5,22,7,2013,15,15,0
5,1431,10,9,1,2009,14,40,0
3,5672,5,8,8,2007,14,20,0
6,1695,3,4,6,2011,21,0,0
5,1582,4,4,4,2014,12,0,0
6,4412,9,2,12,2006,19,0,0
2,485,2,6,9,2011,8,0,0
4,6102,1,12,1,2006,23,25,0
3,5073,3,7,1,2009,13,0,0
5,5836,9,2,12,2011,15,0,0
1,15203,9,3,9,2007,20,0,0
4,2445,2,13,11,2008,13,43,0
6,3250,1,20,10,2007,21,0,0
3,6166,2,12,7,2006,13,10,0
5,12410,9,13,12,2013,4,52,0
7,2891,5,28,8,2011,21,0,0
2,4705,5,5,8,2008,13,0,0
2,6594,3,5,3,2013,15,6,0
2,2810,2,25,7,2006,22,50,0
5,501,4,20,9,2013,13,0,0
1,3846,5,4,2,2013,15,10,0
2,8833,10,16,5,2006,15,45,0
4,2445,2,13,11,2008,13,17,0
6,4587,1,14,6,2003,16,30,0
1,2909,2,9,6,2003,14,20,0
7,3997,5,5,11,2006,11,0,0
7,2915,4,24,4,2005,12,55,0
5,2357,4,25,2,2011,22,0,0
1,268,1,16,9,2013,3,30,0
4,11251,4,6,4,2006,20,35,0
1,959,10,24,6,2013,15,15,0
6,29,5,2,5,2015,23,0,0
5,4033,2,28,5,2004,20,15,0
6,5941,4,30,5,2009,6,40,0
7,2125,5,3,7,2011,17,15,0
5,2497,5,20,2,2004,23,23,0
4,2718,6,7,4,2011,20,16,0
3,1182,5,25,6,2008,19,0,0
4,129,2,26,7,2007,18,20,0
4,7042,2,30,5,2013,20,50,0
5,7672,8,19,4,2013,20,40,0
1,6184,3,12,11,2012,11,30,0
2,5031,4,22,7,2003,10,0,0
2,1590,7,20,3,2012,0,45,0
5,5659,9,3,5,2013,8,55,0
7,1510,4,6,4,2014,11,34,0
4,4321,3,1,10,2009,0,1,0
1,125,2,27,10,2014,13,0,0
4,11251,4,24,8,2006,20,35,0
1,6517,5,28,11,2005,10,0,0
4,5362,6,23,2,2006,21,0,0
4,8680,4,18,11,2010,20,33,0
1,2593,2,30,9,2013,9,0,0
3,2178,6,20,2,2008,21,15,0
4,3329,10,28,6,2007,17,30,0
5,4999,8,24,9,2010,23,50,0
3,8496,6,28,6,2006,16,49,0
7,2080,2,20,10,2013,3,43,0
2,14529,9,10,1,2006,0,1,0
6,3183,2,20,9,2008,10,12,0
4,4012,6,23,8,2007,0,1,0
2,2765,5,14,12,2010,15,50,0
3,5971,4,8,3,2006,17,17,0
4,15494,9,8,8,2013,20,0,0
5,18435,9,26,8,2011,7,30,0
3,1453,10,21,1,2009,12,55,0
7,10730,4,20,9,2009,11,20,0
4,3276,8,10,2,2005,16,0,0
5,125,2,13,7,2012,21,15,0
6,3725,10,22,9,2007,22,8,0
5,9000,5,4,4,2003,19,0,0
4,83,2,23,3,2006,23,22,0
3,78,9,18,5,2011,15,15,0
3,4120,7,23,7,2003,17,30,0
1,10927,8,24,11,2008,11,30,0
5,2253,1,26,12,2003,15,53,0
1,125,2,19,1,2009,15,10,0
2,3877,3,24,11,2009,11,51,0
2,7744,6,7,3,2006,23,0,0
1,15340,6,1,3,2004,16,0,0
1,19353,4,16,5,2005,7,50,0
7,548,10,29,6,2008,14,16,0
3,9205,8,28,10,2009,14,45,0
2,1090,4,4,2,2003,17,20,0
5,5744,8,4,4,2014,10,0,0
7,92,1,9,3,2003,0,41,0
4,403,7,3,5,2012,14,20,0
7,5378,5,30,12,2007,18,20,0
2,232,4,22,12,2009,16,50,0
7,9298,9,27,2,2005,0,1,0
6,673,10,17,10,2009,2,59,0
3,2505,5,9,7,2008,21,0,0
2,2909,2,16,10,2012,16,6,0
4,8970,4,10,1,2008,14,0,0
7,166,10,6,10,2013,11,55,0
5,7131,3,7,8,2009,20,45,0
2,43,1,10,12,2013,18,20,0
2,6174,5,4,10,2005,12,45,0
3,5612,1,14,5,2003,19,15,0
7,3383,5,2,11,2008,18,54,0
6,125,2,24,9,2011,18,39,0
6,21824,5,15,11,2003,11,0,0
5,2271,10,10,8,2012,16,0,0
3,77,10,13,12,2006,13,0,0
5,1555,2,9,1,2004,13,30,0
2,20697,8,21,3,2006,19,0,0
1,159,6,6,12,2004,0,25,0
4,518,10,14,1,2010,20,15,0
6,2061,2,21,10,2006,3,6,0
3,745,1,28,5,2003,11,15,0
1,19821,9,27,11,2006,16,0,0
1,4317,4,4,9,2006,18,55,0
3,1501,5,14,12,2005,9,15,0
6,125,2,27,12,2003,19,50,0
4,133,3,10,2,2005,9,0,0
5,4335,2,19,10,2007,23,0,0
1,4298,10,8,8,2011,6,19,0
4,12374,5,4,10,2012,11,38,0
5,111,10,30,10,2009,14,0,0
4,421,1,23,2,2012,14,0,0
5,2613,4,11,3,2011,15,30,0
4,772,10,13,5,2004,22,13,0
1,1791,2,3,9,2007,22,26,0
7,1345,1,27,1,2008,10,0,0
7,1022,9,3,5,2015,0,1,0
5,6184,3,10,7,2009,18,0,0
5,2332,2,1,7,2005,10,0,0
5,3542,3,20,9,2013,17,30,0
5,9259,3,1,6,2007,9,0,0
6,279,6,7,5,2005,15,0,0
5,2386,2,5,5,2006,12,43,0
6,5154,3,24,1,2004,17,45,0
4,359,10,5,5,2011,19,50,0
4,6302,4,20,3,2014,11,23,0
3,2688,10,19,2,2003,11,27,0
1,211,5,12,12,2005,19,4,0
3,2539,8,5,3,2014,12,15,0
6,156,2,15,7,2006,22,0,0
1,1790,1,5,1,2009,16,0,0
1,11364,1,20,8,2012,10,0,0
1,2470,2,8,12,2014,14,0,0
5,2737,3,15,7,2011,21,40,0
5,2393,8,21,3,2008,18,10,0
4,4364,1,30,6,2011,20,30,0
1,10572,5,24,11,2003,20,40,0
7,18525,3,20,9,2009,17,0,0
1,305,9,3,9,2007,2,8,0
3,213,4,25,8,2010,17,50,0
5,8246,1,26,12,2014,16,30,0
3,9353,8,14,4,2004,20,30,0
3,8570,3,13,7,2005,8,30,0
6,1379,1,17,11,2007,3,3,0
5,59,2,18,4,2003,4,43,0
6,840,5,14,1,2006,22,30,0
4,12557,5,1,11,2012,21,42,0
5,4714,2,3,6,2005,10,15,0
3,1475,8,20,8,2003,10,30,0
1,472,5,29,11,2010,13,40,0
6,6192,1,1,5,2004,22,12,0
3,8104,5,25,8,2010,23,5,0
2,3103,2,18,3,2014,14,5,0
2,7482,9,1,6,2010,12,0,0
6,5938,5,31,5,2003,18,30,0
3,1157,2,4,3,2009,14,45,0
7,5586,4,3,5,2009,16,15,0
1,22372,9,7,6,2004,18,0,0
3,1012,4,29,5,2013,1,0,0
3,1352,4,14,5,2014,22,0,0
2,1091,10,4,10,2011,16,0,0
2,11927,4,5,2,2013,21,0,0
2,6159,4,15,5,2007,2,6,0
4,8905,7,15,4,2004,15,31,0
6,5510,9,25,3,2006,10,4,0
5,17555,4,9,1,2004,20,0,0
2,5458,2,21,9,2010,20,7,0
4,2929,2,25,12,2003,10,30,0
3,2371,10,17,3,2004,21,30,0
6,12350,8,6,10,2012,22,16,0
1,7503,5,3,3,2008,10,30,0
5,17461,8,29,5,2009,16,25,0
1,9187,5,28,4,2014,18,6,0
4,2811,1,6,10,2011,18,27,0
7,125,2,27,6,2004,9,30,0
1,2706,10,16,4,2012,13,4,0
5,7481,3,9,1,2004,17,0,0
3,468,2,30,6,2010,13,15,0
5,4140,10,15,6,2007,19,12,0
2,3299,8,15,11,2011,3,0,0
6,1162,1,3,5,2003,21,0,0
4,125,2,17,4,2003,16,20,0
6,303,8,13,1,2007,3,33,0
7,501,4,25,1,2004,8,24,0
3,554,10,12,6,2013,8,0,0
7,1428,3,29,11,2009,13,0,0
3,559,6,16,10,2013,20,15,0
3,1457,1,10,7,2013,10,0,0
4,323,9,11,8,2011,16,55,0
7,2320,9,14,8,2011,12,1,0
2,1682,8,12,6,2007,16,0,0
2,15534,3,17,8,2004,10,19,0
5,13493,1,28,1,2005,0,1,0
2,8242,5,21,1,2014,16,24,0
1,232,4,26,11,2012,19,30,0
7,6929,2,23,4,2006,6,48,0
6,422,9,29,11,2008,0,20,0
5,6381,5,24,3,2006,15,0,0
4,442,2,29,11,2007,12,0,0
1,363,2,8,12,2003,19,20,0
1,354,10,22,8,2011,1,21,0
2,4216,2,4,10,2011,14,0,0
1,7940,5,28,10,2013,11,23,0
2,11518,7,14,9,2004,14,45,0
2,164,4,27,11,2007,19,26,0
6,15644,4,5,9,2009,19,0,0
4,771,1,9,3,2006,2,12,0
6,626,2,6,9,2003,18,43,0
6,902,5,4,10,2014,20,0,0
4,1431,10,3,11,2011,13,35,0
2,9331,2,10,6,2003,17,10,0
7,2341,5,4,10,2009,12,30,0
2,926,4,14,10,2008,16,39,0
7,2155,2,12,9,2010,11,29,0
3,125,2,1,6,2011,21,59,0
3,1220,10,11,7,2007,16,0,0
5,19144,4,10,9,2010,11,0,0
7,125,2,29,6,2014,3,0,0
4,9128,3,5,5,2005,14,0,0
5,4492,1,19,9,2008,19,0,0
4,535,3,13,1,2005,9,29,0
3,548,10,1,10,2014,0,1,0
5,2911,10,7,10,2005,9,8,0
4,12841,9,11,1,2007,19,50,0
5,7631,7,17,10,2008,20,0,0
3,268,1,19,2,2003,14,51,0
2,381,3,19,3,2013,12,0,0
1,2803,10,4,2,2013,13,54,0
4,1567,5,1,11,2007,13,30,0
5,559,6,14,11,2014,19,30,0
3,1213,4,29,10,2014,22,15,0
6,1415,4,16,7,2005,14,50,0
3,985,4,27,10,2004,17,45,0
5,4380,5,13,6,2008,2,12,0
6,293,5,19,11,2005,13,50,0
2,957,2,15,9,2009,10,40,0
6,2235,4,8,2,2014,22,49,0
4,22,10,15,7,2010,1,1,0
2,430,1,12,5,2015,11,30,0
4,4717,5,19,4,2007,19,30,0
1,666,2,2,9,2013,5,13,0
3,7546,5,28,10,2009,20,30,0
5,821,10,5,9,2003,4,38,0
2,2297,5,28,10,2014,13,30,0
1,13101,6,22,1,2007,13,0,0
4,5746,3,27,11,2014,12,0,0
2,2783,4,25,11,2008,17,0,0
5,5876,2,15,11,2013,19,30,0
7,2054,7,13,6,2004,17,30,0
6,93,7,28,7,2012,16,30,0
4,8903,9,1,11,2012,20,45,0
5,3109,4,26,8,2005,18,0,0
7,4241,5,30,6,2013,20,0,0
6,125,2,6,9,2014,18,45,0
4,21770,1,28,10,2004,15,30,0
6,2911,10,26,12,2009,14,41,0
5,1588,9,15,1,2010,2,0,0
5,16196,8,27,7,2012,6,50,0
7,14368,6,11,9,2011,9,0,0
4,46,2,23,8,2012,23,0,0
2,21785,10,18,3,2003,14,30,0
1,125,2,2,4,2007,13,5,0
3,1012,4,20,8,2008,13,53,0
7,2862,10,27,7,2008,13,49,0
2,3987,9,19,9,2006,14,30,0
6,12925,8,9,4,2011,11,37,0
1,959,10,5,1,2004,8,20,0
1,2346,2,26,5,2014,10,30,0
5,538,8,28,5,2004,14,25,0
5,391,3,19,4,2013,19,15,0
1,6540,4,3,3,2008,19,25,0
1,16941,8,16,2,2009,19,20,0
6,4692,3,23,8,2003,17,30,0
2,13438,2,14,6,2005,12,55,0
7,927,1,11,3,2007,18,20,0
