"day","address","location","date","month","year","hour","min","SEXOFFENSESFORCIBLE"
1,435,10,18,2,2008,11,14,0
3,6589,6,25,6,2014,19,15,0
2,3478,4,27,12,2005,8,30,0
1,1889,3,10,11,2014,18,15,0
1,2840,2,24,1,2011,19,0,0
3,1695,3,22,3,2006,15,30,0
3,6375,9,15,6,2011,17,9,0
4,1304,5,27,11,2008,10,35,0
2,653,10,17,9,2013,10,10,0
2,2331,8,19,8,2014,18,0,0
7,17023,1,1,1,2006,1,56,0
4,925,2,15,5,2003,15,20,0
1,10269,6,2,5,2011,17,45,0
4,851,3,9,9,2010,8,0,0
1,4848,3,27,10,2008,18,30,0
5,21763,7,18,4,2003,18,0,0
2,1742,1,30,9,2003,2,30,0
6,2592,2,16,6,2012,16,15,0
3,4869,3,11,6,2003,8,15,0
6,3340,4,17,4,2004,20,46,0
4,643,4,13,11,2003,13,21,0
6,559,6,14,6,2003,18,15,0
6,4280,4,22,9,2012,1,0,0
3,872,2,14,4,2004,13,39,0
4,1245,10,26,1,2012,21,45,0
2,152,10,4,9,2007,12,30,0
5,11891,6,28,1,2011,22,5,0
6,7005,8,14,8,2010,12,37,0
3,5782,5,16,4,2014,12,30,0
7,3054,1,13,1,2013,17,15,0
5,1790,1,7,10,2005,22,0,0
6,908,10,24,1,2015,17,30,0
2,221,8,29,4,2008,21,30,0
7,7621,5,24,4,2011,7,0,0
2,7323,3,29,11,2005,2,30,0
6,894,7,18,10,2014,12,0,0
5,36,2,15,12,2006,18,30,0
4,18265,8,25,12,2003,17,25,0
3,16305,3,5,9,2012,20,0,0
5,9652,3,11,3,2011,9,14,0
1,10812,8,23,7,2012,22,0,0
4,451,2,2,10,2003,8,11,0
3,744,10,5,9,2012,15,0,0
2,7064,4,28,6,2011,18,0,0
4,1080,8,20,4,2006,12,0,0
7,125,2,8,9,2013,16,0,0
4,10,9,21,2,2013,8,55,0
3,9771,1,10,11,2004,21,0,0
2,9018,8,9,8,2005,20,0,0
7,9355,3,12,2,2012,21,15,0
7,2149,5,16,11,2008,12,0,0
5,6269,4,4,4,2003,13,56,0
5,402,4,15,1,2010,17,0,0
3,5955,8,21,1,2004,1,0,0
4,11108,8,30,10,2008,15,25,0
1,22998,10,7,7,2003,17,0,0
7,2144,10,9,3,2008,12,50,0
3,7104,6,3,5,2006,22,33,0
1,4442,3,7,7,2003,21,0,0
2,8359,6,11,1,2011,0,1,0
2,599,9,25,1,2005,13,0,0
2,2868,7,13,6,2006,9,0,0
5,22,10,30,4,2004,9,0,0
3,17929,1,30,11,2005,0,1,0
6,2929,2,8,3,2008,14,40,0
5,985,4,7,5,2010,9,45,0
4,501,4,30,10,2003,12,0,0
3,511,4,5,4,2006,23,2,0
7,2954,8,9,9,2007,7,56,0
4,2348,1,16,10,2014,18,0,0
7,9906,8,18,12,2011,6,0,0
4,2689,3,5,10,2006,18,30,0
3,1017,3,7,4,2010,8,50,0
5,2997,5,16,12,2005,17,30,0
7,9629,5,1,12,2013,1,0,0
5,9279,7,26,7,2013,16,38,0
5,88,2,30,7,2010,11,0,0
3,458,6,14,5,2014,15,14,0
7,9159,7,4,5,2003,14,45,0
2,4243,3,6,9,2011,16,35,0
7,11441,1,10,8,2014,0,1,0
6,13773,9,5,11,2005,23,0,0
2,6483,1,27,11,2012,14,0,0
6,1642,10,15,5,2004,13,10,0
3,208,1,4,9,2013,3,0,0
5,744,10,7,3,2014,12,12,0
4,4968,7,24,6,2004,4,10,0
2,4627,8,21,2,2012,23,27,0
7,10166,3,20,11,2005,11,5,0
1,435,10,15,11,2010,20,5,0
1,141,6,18,8,2014,18,0,0
7,1899,5,28,12,2014,23,30,0
5,21261,6,2,6,2006,0,30,0
7,363,2,30,11,2014,13,38,0
5,4927,2,22,4,2005,20,5,0
4,4139,9,14,11,2013,20,0,0
5,6759,4,22,4,2005,8,0,0
4,1599,6,11,8,2005,19,30,0
2,4435,3,22,12,2009,12,53,0
6,1780,4,5,11,2011,12,0,0
6,530,8,30,10,2004,22,0,0
4,9909,8,3,6,2010,20,0,0
5,4646,8,2,11,2012,22,5,0
3,1744,6,5,10,2005,20,10,0
5,907,6,17,10,2008,11,0,0
2,10496,9,16,11,2010,23,0,0
3,5387,3,16,5,2012,8,30,0
4,4298,10,19,2,2004,2,25,0
2,3771,5,29,11,2011,19,38,0
6,12282,4,24,1,2009,17,48,0
1,6956,9,26,11,2012,20,0,0
5,2107,5,29,7,2005,12,0,0
7,7521,9,19,5,2013,10,28,0
1,21785,2,19,1,2004,4,47,0
2,323,9,14,9,2004,16,0,0
5,1754,6,7,2,2003,12,0,0
7,18383,7,7,9,2003,11,30,0
6,740,5,7,2,2015,0,19,0
3,6867,2,13,10,2004,23,58,0
5,210,1,26,1,2007,6,0,0
1,5140,6,24,11,2014,10,0,0
2,9215,5,7,8,2012,18,30,0
4,164,4,22,9,2011,15,37,0
5,925,2,8,4,2005,22,0,0
5,698,2,5,4,2013,17,30,0
2,4563,3,25,11,2014,16,0,0
7,1701,5,26,7,2009,4,40,0
7,125,2,4,6,2006,2,30,0
6,5604,2,12,7,2003,22,50,0
3,3487,9,20,8,2003,12,34,0
2,745,1,15,11,2011,0,1,0
5,5453,1,1,11,2013,22,54,0
7,1918,1,25,1,2015,13,0,0
2,5942,5,5,3,2013,11,30,0
4,1445,1,13,6,2013,12,56,0
2,595,7,19,3,2013,23,32,0
3,3903,8,25,1,2012,8,19,0
5,3199,4,22,8,2008,17,56,0
4,2382,1,25,12,2008,18,0,0
7,6099,8,4,5,2008,21,23,0
5,9060,9,20,2,2009,12,0,0
2,10692,3,23,3,2010,7,45,0
5,5259,5,25,7,2014,22,30,0
2,1431,10,3,3,2009,7,50,0
3,2185,4,14,6,2006,22,33,0
1,8606,5,23,12,2013,14,30,0
5,5230,2,12,2,2010,17,40,0
6,4030,1,24,2,2007,14,55,0
3,8821,8,18,9,2013,11,0,0
1,8395,1,29,9,2003,8,16,0
7,2863,2,13,2,2005,4,13,0
4,7856,8,30,6,2005,8,20,0
7,363,2,2,12,2012,0,15,0
3,7343,10,30,4,2008,20,0,0
5,408,2,19,4,2013,18,13,0
3,4111,10,18,3,2009,0,46,0
6,6160,7,15,12,2007,17,0,0
7,3961,4,23,9,2012,18,30,0
7,118,2,23,2,2003,19,15,0
2,1226,4,17,3,2015,2,10,0
5,1506,7,23,1,2015,15,36,0
6,1091,10,10,8,2013,18,30,0
4,125,2,4,9,2003,14,0,0
3,713,4,24,7,2013,23,3,0
2,4610,5,29,4,2014,22,0,0
4,11539,9,19,8,2004,12,0,0
6,7147,8,16,1,2010,10,0,0
7,548,10,7,10,2007,13,37,0
2,5040,4,14,10,2008,10,0,0
5,4154,5,26,8,2005,6,45,0
2,1399,10,14,10,2014,3,0,0
5,6169,6,19,10,2012,22,0,0
2,93,7,26,6,2007,12,20,0
4,2909,2,28,6,2012,16,34,0
2,6022,1,8,7,2003,17,30,0
3,504,4,30,11,2011,2,0,0
5,6916,4,25,1,2013,21,30,0
2,2289,1,17,3,2015,13,35,0
4,670,3,17,9,2009,22,30,0
4,2692,5,18,9,2008,20,30,0
4,979,4,9,2,2012,7,49,0
4,213,4,8,3,2007,23,35,0
5,2284,6,28,12,2012,17,0,0
5,872,2,22,3,2013,6,15,0
4,1220,10,12,7,2007,21,0,0
4,5191,8,1,12,2011,18,33,0
3,146,10,13,7,2005,13,10,0
1,3488,4,19,7,2004,14,32,0
6,2455,1,17,5,2014,11,30,0
1,220,4,15,3,2004,14,15,0
1,583,4,28,11,2011,18,0,0
4,1597,8,31,5,2012,18,30,0
5,944,1,18,6,2010,17,42,0
3,5681,8,21,7,2004,20,15,0
2,764,6,19,8,2003,13,30,0
6,7612,6,17,12,2011,2,0,0
2,10112,8,26,11,2013,20,0,0
3,125,2,22,9,2010,15,0,0
4,1920,5,8,2,2007,15,44,0
5,1149,5,9,4,2010,9,0,0
4,511,4,11,12,2014,17,0,0
6,594,8,19,4,2014,15,40,0
6,2365,5,31,12,2011,19,17,0
6,13956,1,25,1,2014,17,0,0
1,528,10,6,2,2012,3,20,0
5,1943,2,2,5,2003,22,0,0
3,468,2,29,4,2009,8,0,0
5,10567,8,18,10,2013,2,35,0
6,5674,1,1,11,2014,3,46,0
5,1850,4,4,5,2007,14,0,0
6,212,1,17,12,2011,11,19,0
4,6436,7,2,9,2004,20,0,0
1,2126,4,22,12,2003,0,13,0
6,2371,10,23,8,2008,23,50,0
1,144,4,8,6,2009,19,5,0
5,59,2,7,3,2014,16,50,0
2,831,4,5,2,2013,23,30,0
4,146,10,24,3,2011,9,30,0
6,6661,3,11,3,2006,23,30,0
4,2639,5,23,2,2006,12,13,0
3,4029,3,28,7,2010,17,30,0
7,538,8,7,9,2014,6,54,0
5,511,4,27,6,2008,19,50,0
4,2869,10,2,4,2015,11,28,0
1,1973,9,11,1,2010,15,25,0
2,14854,9,6,7,2004,4,20,0
2,7766,4,20,2,2007,7,14,0
6,11671,5,11,1,2003,10,45,0
1,646,6,13,6,2011,13,30,0
4,3517,5,21,10,2010,11,56,0
4,2138,1,13,5,2004,17,0,0
6,14719,8,3,7,2010,14,30,0
3,93,7,31,10,2007,15,27,0
5,3667,2,24,7,2009,18,55,0
5,2164,8,23,3,2007,19,0,0
2,6612,7,4,2,2014,19,46,0
3,1654,8,24,7,2013,17,19,0
2,4524,5,23,6,2009,23,15,0
1,5796,8,2,3,2015,17,58,0
2,2062,5,21,8,2012,18,0,0
1,5977,3,6,8,2012,0,17,0
7,125,2,24,3,2013,19,25,0
6,125,2,18,6,2011,18,21,0
2,213,4,20,7,2004,18,24,0
1,1007,5,26,5,2014,22,13,0
2,213,4,24,6,2008,11,10,0
3,1017,3,5,2,2003,13,46,0
3,5809,2,25,7,2007,10,30,0
6,17346,5,12,8,2006,18,20,0
3,1665,4,18,5,2011,22,13,0
2,741,2,27,5,2014,8,31,0
7,125,2,8,4,2007,15,30,0
3,1991,10,30,5,2012,22,19,0
6,138,10,4,4,2009,20,50,0
6,93,7,14,11,2009,10,0,0
4,673,10,25,1,2007,10,43,0
1,144,4,25,6,2007,6,9,0
4,238,2,18,10,2012,11,0,0
7,22016,5,23,2,2003,19,35,0
6,7033,8,6,9,2008,11,39,0
5,1150,2,6,8,2004,19,0,0
7,11260,7,23,2,2003,15,0,0
1,15927,9,13,5,2013,22,0,0
4,2433,3,26,6,2003,6,20,0
1,439,7,5,1,2009,13,21,0
6,2472,8,7,3,2015,10,0,0
7,5259,5,11,8,2013,22,0,0
3,1284,4,25,6,2014,2,50,0
6,125,2,13,12,2008,5,0,0
1,3905,6,23,1,2006,8,45,0
2,872,2,3,5,2011,0,1,0
3,4869,3,9,1,2008,16,0,0
3,1077,4,15,12,2010,17,45,0
4,1220,10,24,3,2005,0,17,0
2,3,5,28,5,2013,11,34,0
2,5498,5,5,4,2005,18,30,0
2,744,10,13,5,2008,14,58,0
4,2057,9,12,6,2008,15,0,0
3,11148,8,16,4,2003,13,30,0
4,6359,5,15,4,2004,12,0,0
5,166,10,21,3,2003,11,15,0
3,455,2,7,1,2009,13,0,0
5,2285,5,1,6,2007,21,0,0
4,9441,1,13,11,2014,10,45,0
3,4441,5,27,12,2006,2,35,0
5,6749,5,6,2,2009,23,0,0
2,2484,10,12,1,2010,20,6,0
2,1963,7,7,8,2007,1,5,0
2,4645,5,11,11,2014,13,3,0
5,125,2,29,12,2006,1,0,0
6,490,2,1,12,2007,7,0,0
1,278,8,13,4,2009,19,26,0
2,2332,2,12,12,2006,19,30,0
3,1593,2,1,10,2003,18,0,0
1,9501,3,11,10,2004,16,45,0
4,4533,2,31,10,2013,14,0,0
2,125,2,18,2,2014,11,0,0
4,5498,5,12,11,2009,22,9,0
1,13146,6,2,5,2005,16,0,0
5,4203,6,4,4,2003,14,30,0
5,1679,5,30,11,2012,16,30,0
1,125,2,18,8,2003,7,0,0
7,7442,4,15,12,2013,22,0,0
2,2156,2,14,10,2008,2,0,0
7,10713,1,20,5,2012,17,15,0
1,1955,9,7,3,2011,9,45,0
7,2862,10,17,12,2006,20,25,0
7,7604,4,26,8,2007,22,0,0
4,13582,3,28,5,2009,23,0,0
7,6657,5,3,5,2009,18,0,0
1,9488,8,26,4,2004,9,0,0
2,4939,8,16,9,2008,8,45,0
6,847,5,13,8,2005,0,1,0
4,6126,1,23,3,2006,22,30,0
2,8086,9,9,1,2007,10,50,0
5,220,4,24,3,2006,18,42,0
3,2447,4,5,3,2008,20,0,0
4,4106,9,4,3,2004,23,0,0
1,125,2,19,7,2004,18,5,0
6,2969,4,25,7,2009,2,19,0
2,11526,7,19,2,2013,18,0,0
2,3786,1,5,2,2013,21,0,0
4,6504,3,13,7,2006,14,0,0
3,8681,6,10,7,2013,22,0,0
3,16871,3,6,4,2005,17,0,0
6,8143,5,1,11,2008,0,1,0
3,530,8,3,11,2010,4,30,0
1,125,2,10,11,2008,10,35,0
6,259,5,15,1,2011,23,15,0
5,1119,2,19,9,2014,0,5,0
7,11199,5,3,7,2011,14,0,0
6,11056,6,11,1,2014,22,30,0
5,3974,5,22,10,2010,21,19,0
6,2985,5,27,11,2004,16,10,0
5,784,2,13,1,2006,13,45,0
7,157,10,8,5,2011,6,37,0
3,2068,9,19,9,2012,12,0,0
3,3396,10,29,10,2008,15,30,0
6,1214,10,30,6,2012,12,50,0
6,5511,4,14,11,2009,15,0,0
7,2620,5,7,10,2007,19,4,0
4,1712,6,16,4,2015,0,30,0
2,21764,2,16,3,2004,20,54,0
7,323,9,13,7,2014,15,15,0
4,8944,6,22,9,2011,19,34,0
5,1186,4,27,1,2006,17,34,0
1,1302,2,20,8,2007,21,0,0
5,13387,7,29,6,2012,0,1,0
3,841,2,2,11,2005,17,10,0
6,336,1,2,5,2015,16,0,0
5,5744,8,14,6,2013,9,0,0
3,1409,6,3,3,2004,12,30,0
5,2617,1,5,10,2007,13,0,0
2,125,2,6,1,2015,15,0,0
2,227,1,30,10,2007,10,0,0
2,1406,4,20,8,2013,20,0,0
6,1791,2,18,12,2010,19,27,0
7,9337,3,19,10,2003,22,30,0
5,6697,8,1,11,2013,2,0,0
3,1848,3,15,10,2008,0,1,0
4,3322,7,8,2,2007,13,0,0
5,1224,1,23,7,2004,2,24,0
7,3609,5,15,11,2009,15,53,0
4,7190,8,7,8,2003,1,0,0
7,270,2,14,7,2013,1,15,0
5,504,4,26,12,2008,15,43,0
3,5397,8,2,9,2009,21,0,0
6,528,10,27,6,2009,18,0,0
7,1606,2,17,6,2012,0,46,0
5,408,2,25,3,2005,14,0,0
6,872,2,8,2,2003,14,5,0
5,125,2,24,8,2007,23,0,0
4,4927,2,1,11,2012,17,39,0
6,146,10,23,4,2005,19,30,0
2,5553,4,22,1,2013,15,40,0
1,1996,2,15,10,2012,16,0,0
7,1431,10,4,7,2010,15,30,0
3,73,7,1,4,2015,19,30,0
7,501,4,25,9,2011,5,15,0
6,7654,4,14,8,2010,11,0,0
2,981,2,3,8,2004,19,50,0
3,5844,5,24,7,2013,13,15,0
6,2626,1,24,9,2011,21,30,0
1,1157,2,17,8,2009,15,45,0
6,1157,2,16,6,2007,14,15,0
3,13344,8,5,2,2003,19,30,0
1,5958,9,29,4,2013,22,0,0
3,7805,7,15,5,2013,12,40,0
3,361,2,5,10,2005,20,0,0
4,227,1,25,8,2005,18,30,0
7,408,2,21,9,2014,17,35,0
1,2080,2,8,1,2007,14,0,0
3,1135,4,30,4,2008,1,20,0
3,125,2,5,10,2011,9,50,0
1,8035,6,17,2,2014,8,0,0
6,10612,5,4,9,2004,10,30,0
6,765,3,9,2,2013,13,0,0
7,7859,3,4,4,2004,22,30,0
2,4935,7,1,4,2014,14,30,0
4,232,4,4,10,2007,22,0,0
7,3727,10,27,1,2013,23,30,0
3,649,9,2,11,2005,16,51,0
3,2769,9,4,5,2011,19,0,0
4,1003,9,14,11,2013,13,0,0
5,1384,9,29,1,2010,0,1,0
7,14454,3,8,5,2005,2,4,0
1,3227,4,7,8,2006,14,39,0
4,872,2,6,3,2003,23,6,0
5,3684,4,14,1,2011,23,44,0
4,14990,9,16,11,2006,8,0,0
4,2842,10,11,12,2008,1,30,0
5,3619,2,26,1,2007,1,30,0
6,14422,8,26,3,2011,13,30,0
4,7481,3,16,9,2004,8,50,0
5,2861,5,5,9,2003,16,30,0
6,1153,4,5,4,2008,1,0,0
3,7352,8,23,2,2011,9,0,0
2,9787,3,29,9,2009,11,32,0
3,6555,5,11,1,2012,19,30,0
2,5995,6,17,9,2013,23,0,0
2,392,4,24,1,2006,11,43,0
2,11892,9,15,4,2014,8,35,0
2,6467,7,15,11,2005,0,1,0
6,7157,8,4,6,2011,23,30,0
5,550,3,20,10,2006,5,15,0
6,2354,6,29,12,2012,8,45,0
2,1576,4,15,9,2009,10,55,0
5,96,10,28,11,2014,9,45,0
5,115,8,17,5,2013,18,5,0
4,2170,5,3,4,2014,16,10,0
7,1982,3,6,9,2009,1,20,0
7,189,2,26,7,2009,16,0,0
1,125,2,17,5,2010,1,0,0
6,772,10,7,5,2005,22,43,0
2,1525,4,14,4,2009,9,0,0
6,7637,3,4,4,2009,18,5,0
2,3978,5,17,4,2007,16,0,0
3,1091,10,12,6,2013,2,0,0
1,1016,4,19,9,2005,12,30,0
3,2267,2,18,5,2011,9,30,0
7,5150,4,8,3,2015,17,45,0
2,7722,1,19,10,2010,15,15,0
2,765,3,14,12,2010,7,30,0
6,2755,2,13,7,2013,13,55,0
3,2882,1,9,1,2013,0,1,0
3,2652,6,8,8,2012,13,0,0
6,7703,5,22,8,2009,21,0,0
5,5604,2,1,5,2009,17,9,0
2,907,6,16,9,2003,18,12,0
1,5015,1,5,1,2015,10,16,0
1,1162,1,12,12,2011,8,45,0
2,16826,7,11,12,2012,2,5,0
4,5348,1,26,7,2007,22,40,0
3,36,2,21,2,2007,16,19,0
2,8181,4,28,10,2008,15,30,0
7,1743,1,6,5,2012,2,0,0
2,4930,1,20,2,2007,23,0,0
6,3396,10,25,2,2006,3,0,0
2,13037,3,24,7,2012,19,34,0
6,779,2,20,9,2014,7,45,0
7,105,5,8,3,2009,15,30,0
5,6431,1,27,12,2013,16,24,0
5,392,4,5,4,2013,18,45,0
2,11506,9,30,5,2006,12,30,0
2,2660,4,10,1,2006,14,13,0
1,5820,4,16,8,2004,10,55,0
1,28,4,7,3,2005,15,39,0
2,2824,4,25,12,2012,22,0,0
3,3732,10,30,10,2013,14,20,0
3,355,2,26,11,2014,12,10,0
4,3682,3,24,3,2005,16,12,0
5,14710,6,12,1,2007,11,0,0
2,2016,6,4,3,2008,12,0,0
7,10917,5,7,9,2014,2,42,0
3,3630,10,29,9,2004,12,3,0
3,11309,4,20,8,2014,8,35,0
7,8856,4,18,5,2008,3,6,0
5,1395,6,22,10,2010,8,53,0
3,1749,2,19,3,2003,22,0,0
2,2911,10,6,1,2004,13,56,0
3,403,7,28,12,2011,17,42,0
5,2096,8,13,1,2006,16,35,0
3,269,1,13,5,2015,1,0,0
4,1192,9,24,7,2014,17,30,0
6,4538,3,2,11,2013,18,2,0
7,11203,4,23,4,2006,1,0,0
4,4832,4,22,9,2005,18,0,0
1,6625,2,1,9,2014,15,0,0
6,1681,9,11,2,2006,3,27,0
4,1351,8,17,11,2005,15,0,0
4,270,2,11,1,2007,19,0,0
6,2265,4,30,12,2006,12,20,0
6,4101,9,18,10,2014,12,10,0
5,146,10,28,11,2014,17,50,0
4,2995,5,15,10,2009,13,10,0
3,2365,5,9,6,2004,20,0,0
6,8956,1,29,11,2014,19,30,0
3,13550,8,2,5,2012,4,56,0
1,6437,6,27,4,2009,16,59,0
6,682,10,15,1,2011,23,30,0
5,4259,9,7,2,2014,11,7,0
2,7932,9,25,11,2014,12,36,0
4,8505,9,9,7,2009,10,0,0
1,653,10,12,7,2010,14,0,0
5,9404,8,28,11,2008,21,0,0
6,14325,9,14,6,2008,14,20,0
1,722,8,2,2,2009,18,45,0
1,8459,1,22,12,2014,21,30,0
1,1257,5,21,2,2011,21,45,0
3,514,5,4,3,2009,22,30,0
7,3764,2,27,1,2008,15,0,0
1,125,2,28,6,2010,14,0,0
6,227,1,24,9,2011,8,50,0
5,283,10,11,3,2011,20,30,0
4,825,2,23,3,2006,18,0,0
6,4511,3,22,9,2007,12,34,0
1,10166,3,7,7,2014,4,14,0
6,879,8,28,6,2008,11,30,0
6,11541,5,7,5,2011,2,0,0
6,4112,2,17,11,2007,14,30,0
7,3718,3,13,3,2005,0,54,0
4,13167,4,29,5,2003,20,0,0
7,7311,7,10,8,2014,4,6,0
3,8596,9,28,10,2009,15,0,0
5,892,7,5,9,2014,22,27,0
7,2579,2,13,6,2004,15,48,0
3,10181,7,21,1,2004,9,45,0
4,11023,7,15,4,2004,0,1,0
2,22449,8,29,4,2003,0,1,0
1,14247,3,11,11,2013,18,0,0
6,9010,5,19,10,2013,22,0,0
3,22844,3,15,10,2003,12,40,0
2,4978,1,19,8,2003,20,30,0
1,1091,10,7,3,2005,22,45,0
3,1141,10,3,5,2006,16,30,0
2,192,1,5,8,2003,0,30,0
6,9161,2,3,5,2008,22,0,0
1,4448,3,29,9,2014,9,0,0
6,1739,8,20,9,2014,12,0,0
6,1925,1,29,11,2008,22,20,0
3,1191,10,10,1,2007,1,0,0
5,13063,4,11,8,2006,10,5,0
6,11491,9,12,3,2005,19,33,0
2,1066,10,18,9,2007,19,0,0
6,2236,4,30,7,2005,15,0,0
5,5382,2,23,9,2005,23,46,0
3,2236,4,29,4,2009,16,0,0
5,548,10,25,7,2008,16,11,0
7,83,2,12,7,2009,11,0,0
5,150,10,8,10,2010,14,0,0
4,3543,2,25,3,2010,23,0,0
7,359,10,9,10,2005,19,15,0
7,6589,6,18,5,2014,10,30,0
4,1185,5,5,8,2004,19,30,0
1,6437,6,29,9,2014,15,0,0
7,22017,5,16,11,2003,0,41,0
2,7825,4,11,12,2012,12,44,0
6,2869,10,11,1,2014,0,25,0
5,125,2,15,11,2013,12,4,0
5,501,4,10,2,2006,11,33,0
6,144,4,11,3,2006,9,40,0
6,14954,9,24,1,2004,2,0,0
3,125,2,6,9,2006,13,45,0
1,511,4,29,3,2004,15,0,0
5,8119,8,30,6,2006,4,0,0
5,8521,8,7,4,2006,23,32,0
1,9006,5,6,1,2003,18,29,0
2,4711,8,8,1,2013,17,30,0
1,1975,2,11,1,2010,15,0,0
3,2546,1,30,6,2010,2,0,0
5,2316,7,31,10,2014,11,0,0
1,548,10,5,1,2009,14,43,0
5,435,10,27,11,2009,17,0,0
5,14190,9,10,1,2014,21,45,0
5,8961,9,5,9,2008,0,1,0
3,9151,4,29,9,2004,12,0,0
2,4364,1,29,9,2009,17,0,0
5,501,4,4,4,2003,13,37,0
6,137,8,9,3,2013,0,1,0
5,12820,9,8,2,2008,13,52,0
1,788,2,3,2,2003,5,45,0
1,554,10,13,10,2008,11,9,0
6,666,2,15,12,2007,1,29,0
5,4079,7,17,6,2011,7,30,0
4,7782,5,25,7,2013,3,19,0
5,9247,8,8,3,2013,19,0,0
2,3308,4,13,4,2004,4,15,0
6,2448,1,18,4,2015,19,0,0
1,6027,8,8,7,2013,14,36,0
2,19251,9,13,7,2010,15,0,0
1,1091,10,14,5,2007,11,18,0
7,2739,2,27,3,2011,9,30,0
6,9064,1,16,5,2009,18,0,0
2,2383,5,11,12,2012,1,50,0
1,2988,3,5,4,2010,1,0,0
2,12016,5,24,7,2012,21,30,0
2,8975,5,22,1,2013,23,46,0
4,1763,4,16,11,2006,6,45,0
3,12758,9,18,9,2013,21,0,0
1,4323,1,23,11,2009,23,0,0
5,2303,5,28,11,2003,11,0,0
1,22781,9,24,11,2003,21,6,0
2,21901,5,29,4,2003,11,0,0
1,704,2,7,6,2004,13,15,0
3,10755,6,7,8,2013,1,0,0
3,4487,3,27,6,2012,11,0,0
4,125,2,8,3,2007,13,30,0
2,417,3,23,11,2004,2,39,0
1,324,1,6,3,2006,16,15,0
2,373,4,12,5,2015,16,50,0
5,125,2,2,11,2012,10,28,0
7,9080,9,13,8,2006,0,1,0
1,17060,9,3,2,2003,17,13,0
7,146,10,4,11,2012,16,50,0
2,953,1,20,9,2005,3,0,0
3,3629,4,1,10,2008,14,4,0
4,1351,8,8,3,2007,14,0,0
2,263,1,16,10,2012,14,40,0
2,7268,7,30,4,2013,23,25,0
5,2016,6,24,1,2003,19,54,0
4,9247,8,24,3,2005,11,30,0
7,8578,4,17,1,2010,12,30,0
6,2016,6,20,9,2008,20,52,0
4,9180,9,24,3,2011,19,0,0
5,1352,4,16,12,2005,11,30,0
1,125,2,29,10,2012,17,0,0
2,8544,5,7,9,2010,0,1,0
5,354,10,23,1,2004,18,15,0
5,2098,8,2,12,2005,13,59,0
1,1550,1,27,4,2015,10,0,0
5,10497,9,2,4,2004,6,0,0
6,5493,2,22,3,2014,15,40,0
6,8944,6,22,9,2012,15,45,0
3,125,2,29,10,2003,21,53,0
7,4905,1,23,9,2012,8,0,0
7,10351,3,18,11,2012,19,30,0
5,1042,3,4,4,2003,16,54,0
5,1550,1,25,2,2011,14,40,0
5,812,5,13,7,2012,10,48,0
2,1379,1,23,8,2005,23,0,0
6,1284,4,4,12,2010,0,8,0
3,2140,2,13,11,2013,12,18,0
5,9891,8,5,4,2013,1,0,0
7,13444,1,18,6,2006,17,45,0
7,7874,9,2,11,2008,1,30,0
6,435,10,21,2,2009,14,25,0
3,1473,1,7,2,2007,14,45,0
1,4856,5,17,10,2011,12,0,0
5,5768,7,29,5,2009,2,50,0
1,1041,5,3,3,2014,12,53,0
4,1016,4,28,5,2009,14,40,0
5,1133,7,24,2,2006,16,30,0
6,7839,1,12,1,2008,22,31,0
1,2120,3,29,9,2003,13,0,0
3,259,5,3,9,2008,0,20,0
3,7408,5,26,1,2011,12,0,0
7,17274,3,17,12,2006,19,40,0
6,1224,1,3,11,2007,23,7,0
5,8505,9,3,10,2008,22,0,0
3,3773,3,25,1,2006,20,37,0
5,771,1,28,11,2008,23,0,0
5,8596,9,23,3,2007,19,20,0
6,7305,7,8,5,2010,19,0,0
5,11451,4,4,4,2008,10,10,0
5,4487,3,31,5,2013,8,0,0
1,9250,8,24,11,2014,7,0,0
6,853,2,23,9,2006,16,35,0
4,398,9,20,9,2012,18,17,0
5,692,4,8,8,2014,22,2,0
1,4880,2,21,1,2008,17,33,0
4,9323,8,11,12,2008,13,0,0
6,2346,2,10,1,2015,15,49,0
7,999,1,23,5,2010,0,20,0
1,1362,5,1,11,2010,10,0,0
6,2911,10,29,1,2005,2,19,0
6,3396,10,29,1,2011,10,0,0
5,4364,1,21,10,2005,15,0,0
5,1676,2,16,6,2006,17,0,0
3,8889,3,12,12,2007,20,23,0
4,1413,3,6,3,2003,20,0,0
3,3723,8,17,9,2003,1,0,0
5,1163,4,25,7,2008,20,39,0
2,511,4,6,9,2011,0,49,0
2,13201,7,11,12,2007,8,30,0
7,5023,8,15,1,2006,22,0,0
2,125,2,12,11,2013,15,46,0
7,13318,6,20,5,2007,9,0,0
2,5646,5,4,4,2006,18,40,0
5,1428,3,6,5,2005,13,32,0
2,468,2,20,9,2011,14,45,0
1,27,5,16,3,2009,18,35,0
6,4839,3,11,2,2012,3,37,0
5,14965,3,18,6,2010,11,30,0
5,2831,4,9,7,2004,21,3,0
6,2766,7,10,8,2013,13,0,0
4,1808,9,25,8,2005,17,0,0
2,799,9,9,7,2013,16,15,0
3,872,2,25,6,2003,3,1,0
1,554,10,31,10,2005,1,1,0
4,2064,2,30,10,2014,22,30,0
7,9470,3,8,5,2005,21,30,0
1,499,2,9,7,2007,14,0,0
7,105,5,4,5,2014,3,15,0
6,21936,7,10,1,2004,16,40,0
5,12696,5,6,10,2006,14,10,0
2,9247,8,8,8,2006,1,16,0
4,2106,6,25,8,2005,8,0,0
6,435,10,12,7,2003,22,39,0
