"day","address","location","date","month","year","hour","min","DRUNKENNESS"
7,14105,7,8,4,2007,17,19,0
4,2737,3,27,11,2014,15,25,0
3,4559,4,2,11,2005,8,30,0
4,2273,6,26,1,2006,10,10,0
4,9775,9,30,6,2005,23,0,0
3,665,3,17,4,2013,1,50,0
3,1943,2,27,7,2011,19,40,0
6,18416,5,13,8,2011,1,40,0
4,2262,2,26,7,2007,11,40,0
1,3132,10,1,10,2007,20,0,0
2,363,2,19,10,2010,19,30,0
1,125,2,26,5,2003,15,0,0
4,6226,6,12,6,2003,21,38,0
3,324,1,23,6,2004,19,0,0
6,6127,2,10,3,2012,13,5,0
6,5237,9,15,12,2007,21,5,0
3,554,10,11,6,2008,21,58,0
6,7546,5,22,10,2005,22,0,0
6,349,2,1,11,2014,14,29,0
7,6387,5,13,1,2013,3,0,0
7,12355,6,23,3,2003,17,0,0
7,22649,9,25,1,2004,11,0,0
1,64,4,5,9,2011,18,49,0
1,1089,2,21,7,2003,19,30,0
1,4032,3,23,1,2012,16,3,0
6,1082,5,2,5,2015,20,0,0
5,3978,5,18,4,2014,18,0,0
2,2490,3,5,8,2014,14,50,0
5,1397,3,25,8,2006,5,45,0
5,4875,2,6,5,2005,23,30,0
2,11943,1,23,11,2004,19,0,0
5,15575,1,26,7,2013,19,15,0
4,3090,3,3,4,2003,23,25,0
7,3911,7,5,9,2004,18,12,0
2,4086,1,11,12,2007,18,30,0
6,4575,3,5,4,2003,23,30,0
2,3867,6,4,9,2007,18,12,0
1,70,10,17,9,2007,19,15,0
5,5959,9,25,7,2014,22,0,0
2,631,2,17,5,2011,22,0,0
2,451,2,22,7,2003,2,45,0
4,8737,9,21,8,2003,12,0,0
2,451,2,4,4,2006,17,30,0
4,11159,5,25,2,2010,12,0,0
6,1012,4,31,10,2009,16,30,0
6,11899,1,7,2,2009,22,30,0
1,9687,8,22,7,2013,7,30,0
4,511,4,25,7,2013,9,18,0
6,14036,7,28,6,2008,23,59,0
5,6741,8,6,2,2015,16,0,0
2,12993,7,9,6,2009,23,28,0
2,186,10,18,5,2010,17,5,0
5,17461,8,4,5,2007,5,30,0
4,5082,4,13,12,2007,6,30,0
3,116,5,22,12,2004,6,0,0
7,3062,1,17,6,2007,23,0,0
5,9425,2,15,11,2013,10,30,0
3,359,10,11,7,2007,15,45,0
2,990,1,19,2,2013,13,40,0
1,21777,3,12,4,2004,19,40,0
3,1815,7,29,4,2015,9,0,0
2,422,9,20,7,2004,22,0,0
6,1671,2,14,8,2010,10,15,0
6,472,5,12,2,2005,22,30,0
6,13505,7,7,2,2009,18,15,0
4,435,10,19,2,2015,18,28,0
2,6558,8,27,10,2009,11,0,0
5,4875,2,10,7,2009,23,30,0
3,3974,5,5,3,2008,17,0,0
2,10079,4,26,6,2007,23,43,0
5,349,2,16,7,2010,21,32,0
3,39,3,11,1,2012,17,0,0
5,13393,4,9,8,2013,19,0,0
6,1635,1,12,6,2004,21,17,0
5,5586,4,26,12,2008,12,0,0
2,22270,7,22,7,2003,20,0,0
5,2348,1,5,9,2014,10,0,0
2,548,10,8,2,2005,4,5,0
1,3396,10,5,1,2009,2,20,0
2,478,1,19,10,2010,19,0,0
6,6705,2,30,6,2007,12,30,0
1,7385,4,23,6,2014,8,25,0
6,1381,6,5,4,2008,10,0,0
3,2329,1,18,9,2013,21,45,0
5,13952,9,14,6,2013,23,16,0
2,3684,4,9,6,2009,22,43,0
3,3103,2,24,2,2010,20,34,0
3,18913,3,4,3,2009,12,36,0
3,18276,9,21,7,2004,15,20,0
2,3180,10,7,8,2007,7,55,0
5,11589,6,16,12,2011,19,15,0
3,2763,5,4,5,2011,15,40,0
5,309,2,1,6,2012,12,45,0
4,628,8,24,12,2009,9,4,0
6,19057,3,26,2,2005,22,9,0
2,182,4,7,1,2003,9,40,0
2,1884,3,1,4,2008,18,0,0
1,2393,8,6,1,2003,9,45,0
7,10038,3,2,6,2013,18,0,0
3,83,2,23,12,2009,23,0,0
4,1506,7,15,5,2003,16,0,0
7,4654,2,10,2,2013,11,19,0
2,9841,8,16,9,2003,10,20,0
7,644,1,27,2,2011,19,30,0
2,7481,3,19,3,2013,11,9,0
4,5672,5,8,8,2013,21,0,0
5,17768,5,17,10,2008,7,10,0
3,1275,10,25,6,2008,6,59,0
4,223,10,15,7,2010,23,24,0
4,11975,9,11,3,2010,9,15,0
4,10442,8,26,11,2009,19,0,0
7,644,1,12,2,2012,2,30,0
3,125,2,9,1,2008,18,0,0
6,3308,4,7,10,2006,23,50,0
7,897,2,24,4,2005,2,58,0
2,6299,9,29,4,2014,19,10,0
3,13878,9,27,12,2006,8,0,0
1,1580,10,24,11,2008,11,40,0
7,2911,10,4,11,2007,17,23,0
5,4320,1,24,8,2007,19,10,0
3,2963,3,21,7,2004,2,5,0
3,2135,8,12,11,2014,6,5,0
2,3771,5,11,11,2008,17,11,0
6,5600,5,25,2,2006,1,3,0
4,1567,5,17,9,2009,10,20,0
1,408,2,19,1,2015,16,35,0
2,1099,2,1,5,2012,21,30,0
3,4692,3,15,12,2010,17,17,0
3,1525,4,18,5,2005,10,30,0
1,125,2,3,10,2011,9,15,0
5,11923,3,27,6,2003,23,0,0
7,17444,9,20,9,2009,21,0,0
1,6994,5,7,3,2005,0,1,0
7,504,4,17,6,2007,17,35,0
5,451,2,20,9,2013,14,0,0
1,159,6,9,1,2012,1,0,0
4,12632,8,14,7,2005,15,25,0
4,6738,4,4,10,2007,14,43,0
1,1220,10,15,4,2013,15,15,0
1,359,10,1,9,2008,16,10,0
3,2271,10,14,12,2005,0,20,0
4,853,2,6,3,2014,11,0,0
3,1091,10,19,9,2007,16,5,0
6,2544,4,4,9,2004,18,25,0
2,501,4,5,8,2014,7,15,0
6,8467,3,27,8,2011,15,50,0
7,1235,5,14,7,2013,10,25,0
1,3844,5,21,2,2011,7,54,0
4,3899,5,22,3,2012,21,35,0
7,2564,5,11,9,2011,1,30,0
3,800,4,24,12,2003,1,37,0
2,3349,3,19,4,2005,16,0,0
3,6163,9,29,10,2008,17,8,0
2,16786,2,15,5,2007,10,43,0
2,5696,2,17,3,2009,1,0,0
2,863,1,30,9,2008,19,0,0
2,3074,4,11,1,2005,13,45,0
3,1711,3,8,2,2012,19,43,0
6,115,8,1,12,2012,13,30,0
1,1862,5,13,9,2004,20,18,0
2,501,4,31,5,2011,12,40,0
4,11025,6,1,11,2007,8,0,0
3,4155,8,2,4,2008,3,30,0
6,1996,2,22,10,2011,0,1,0
3,861,8,19,3,2003,6,0,0
6,1721,2,10,1,2009,0,1,0
2,1754,6,24,6,2008,14,0,0
1,1103,5,14,11,2011,21,0,0
4,981,2,9,8,2012,22,43,0
7,11426,6,3,10,2004,23,7,0
5,280,3,14,1,2005,19,15,0
6,1091,10,28,1,2012,18,0,0
3,13774,9,21,7,2004,8,15,0
4,8054,3,1,12,2011,17,0,0
2,15740,9,2,4,2013,12,50,0
2,1095,5,1,10,2013,20,17,0
3,2869,10,19,3,2008,14,44,0
1,386,2,17,2,2014,21,0,0
6,9838,2,15,7,2006,23,0,0
7,3308,4,6,11,2005,21,30,0
3,4678,2,25,7,2012,19,30,0
6,872,2,28,7,2007,12,30,0
6,554,10,29,11,2008,9,6,0
5,9158,1,12,1,2007,14,0,0
6,916,1,4,11,2006,12,45,0
7,1287,2,10,4,2005,15,0,0
2,125,2,11,1,2005,20,0,0
4,3797,3,2,4,2015,21,30,0
6,872,2,5,6,2010,19,30,0
2,1073,5,27,11,2012,15,2,0
6,5159,7,19,5,2012,20,0,0
2,359,10,5,3,2013,23,0,0
4,737,5,31,5,2012,0,1,0
5,12345,1,2,5,2014,18,0,0
2,125,2,4,9,2007,16,0,0
3,1085,5,4,5,2005,18,45,0
1,2885,5,27,6,2011,22,5,0
1,15587,1,26,5,2008,11,0,0
4,13414,5,6,10,2005,23,0,0
2,10355,8,29,11,2005,8,45,0
7,3278,3,15,6,2003,17,19,0
5,15097,8,14,11,2008,18,0,0
5,2027,2,11,7,2003,14,0,0
6,1094,2,12,6,2004,17,0,0
7,1462,4,15,7,2012,5,48,0
4,7145,2,8,3,2007,10,0,0
5,2904,2,3,10,2008,8,31,0
3,6114,3,21,2,2007,11,45,0
3,3447,5,18,10,2006,3,55,0
3,4916,5,21,7,2004,19,55,0
5,608,2,1,6,2007,1,15,0
7,5199,5,20,6,2010,10,0,0
2,1920,5,3,10,2006,14,0,0
2,5409,9,31,3,2009,8,42,0
6,125,2,19,4,2003,16,0,0
3,2041,10,24,1,2007,19,30,0
6,488,9,3,6,2006,20,12,0
5,9590,4,2,4,2004,14,0,0
4,408,2,24,1,2008,12,0,0
1,676,8,31,10,2011,12,37,0
4,1692,6,28,6,2012,15,50,0
2,2005,6,28,4,2015,7,36,0
4,6406,2,8,7,2004,10,58,0
7,1233,4,23,3,2014,14,15,0
4,13,3,24,1,2013,18,0,0
1,7690,2,25,5,2009,19,20,0
1,13679,5,21,3,2005,3,30,0
2,2271,10,5,4,2011,16,26,0
7,11438,4,12,2,2012,2,15,0
2,2041,10,18,8,2009,17,1,0
1,3010,1,15,11,2010,11,0,0
2,1141,10,31,3,2009,23,48,0
4,15,10,29,5,2008,10,0,0
4,11037,5,12,7,2007,19,30,0
5,4745,8,27,6,2014,20,0,0
3,872,2,30,4,2003,12,0,0
3,1134,5,11,1,2006,10,13,0
4,22299,8,6,3,2003,15,50,0
3,17484,9,20,4,2005,21,13,0
3,1091,10,30,5,2012,18,0,0
4,7139,3,11,2,2010,0,22,0
6,125,2,19,6,2010,18,30,0
3,102,10,9,3,2011,11,7,0
5,9194,3,3,10,2003,22,45,0
4,9427,3,23,8,2007,21,15,0
6,1056,2,27,8,2005,16,0,0
1,7068,10,30,10,2006,19,10,0
2,9825,2,11,1,2005,13,20,0
2,12170,3,17,4,2007,22,0,0
6,1921,4,21,9,2013,15,32,0
2,8443,9,2,9,2003,20,15,0
1,5930,5,16,4,2012,21,30,0
3,885,5,18,9,2013,18,30,0
5,548,10,22,4,2011,13,23,0
4,408,2,7,10,2010,20,0,0
2,232,4,4,10,2011,20,9,0
3,241,2,25,6,2003,9,45,0
3,3178,1,4,8,2004,23,25,0
5,9597,3,27,11,2009,20,0,0
7,7660,7,11,1,2015,17,30,0
6,233,8,23,8,2003,10,30,0
2,319,3,11,12,2012,22,40,0
5,328,10,17,10,2008,6,39,0
4,288,2,1,12,2005,9,0,0
6,2101,1,14,6,2008,1,14,0
7,4032,3,17,1,2010,9,40,0
2,1790,1,19,2,2013,10,0,0
1,9949,8,10,11,2008,14,45,0
1,1592,1,23,6,2014,12,0,0
5,97,2,20,4,2012,19,46,0
2,9552,9,31,5,2005,2,30,0
6,4537,1,12,2,2011,12,30,0
2,2318,4,31,3,2015,18,40,0
5,2267,2,10,8,2012,20,40,0
2,1782,6,15,4,2008,5,12,0
1,4535,1,29,9,2008,9,0,0
3,5123,9,17,5,2006,23,0,0
4,11774,3,6,2,2014,19,45,0
2,23024,9,7,1,2003,18,0,0
7,10369,4,14,8,2005,14,0,0
2,213,4,5,2,2013,4,36,0
6,5323,4,5,9,2009,0,59,0
3,7801,9,9,3,2011,18,30,0
2,7104,6,26,7,2005,3,0,0
2,2988,3,30,9,2003,14,0,0
2,2478,8,17,2,2015,14,50,0
2,3182,1,23,8,2005,12,0,0
2,5244,5,9,12,2003,22,10,0
4,979,4,13,11,2003,15,0,0
2,1706,9,29,6,2010,13,55,0
4,1918,1,22,8,2013,9,44,0
7,125,2,20,11,2011,6,45,0
1,14691,9,11,11,2013,17,12,0
7,189,2,20,11,2005,17,15,0
4,826,4,24,7,2008,7,9,0
1,528,10,22,12,2014,20,35,0
4,6780,5,27,6,2013,12,49,0
6,8208,9,27,12,2014,5,24,0
5,5595,7,28,11,2014,13,30,0
4,741,2,6,2,2003,18,40,0
6,6783,5,6,9,2014,13,47,0
5,146,10,9,4,2010,1,10,0
3,1744,6,8,12,2004,14,45,0
5,2370,1,27,1,2012,10,21,0
4,9492,7,6,8,2009,12,0,0
6,10931,2,25,2,2012,15,46,0
3,12469,3,8,1,2003,15,30,0
1,1760,10,15,9,2014,20,0,0
7,1567,5,1,7,2007,0,1,0
2,3171,4,11,11,2008,12,47,0
7,1116,2,18,11,2007,21,53,0
2,2490,3,2,5,2006,15,30,0
3,1765,6,22,7,2009,10,0,0
6,4656,8,2,7,2011,15,0,0
4,2799,5,2,6,2011,6,45,0
2,779,2,20,2,2007,12,0,0
5,220,4,18,11,2005,16,21,0
4,192,1,22,8,2013,19,40,0
4,211,5,2,6,2011,14,50,0
7,336,1,10,8,2003,15,0,0
6,5432,3,16,7,2005,21,45,0
3,9141,2,26,11,2014,8,0,0
5,3376,10,31,10,2008,4,15,0
1,12729,7,12,10,2009,16,47,0
1,17019,5,3,10,2011,21,58,0
1,213,4,13,10,2014,23,29,0
7,6661,3,18,10,2009,20,45,0
2,9184,9,25,11,2014,13,0,0
3,3111,3,7,3,2007,14,29,0
4,18195,3,17,9,2009,10,0,0
1,5267,3,16,10,2006,8,45,0
4,12461,3,1,12,2005,16,24,0
3,4496,9,21,1,2009,15,45,0
6,12560,3,2,11,2013,20,0,0
6,10750,4,13,11,2004,0,1,0
3,2534,4,21,7,2004,13,25,0
6,485,2,8,3,2014,2,35,0
2,7347,7,7,1,2014,11,5,0
4,2128,8,3,4,2014,16,50,0
2,704,2,25,1,2005,9,10,0
5,6881,6,16,11,2007,21,0,0
5,2016,6,29,5,2009,7,30,0
1,9131,8,15,9,2014,11,6,0
2,2861,5,7,8,2007,13,50,0
4,2183,9,29,6,2006,9,20,0
6,2356,5,30,1,2010,7,26,0
4,3762,1,7,9,2006,6,20,0
2,3,5,4,8,2009,5,15,0
2,2230,6,3,5,2005,22,34,0
6,499,2,6,9,2014,21,30,0
7,9148,4,8,9,2013,1,56,0
1,1780,4,31,3,2003,17,30,0
2,11,10,4,10,2011,10,20,0
6,125,2,11,2,2006,17,0,0
3,6255,3,3,10,2012,21,15,0
7,14875,4,3,6,2012,23,40,0
3,22198,3,21,7,2004,7,59,0
3,12332,9,4,2,2004,21,30,0
4,2604,8,18,10,2012,19,25,0
4,11594,3,4,11,2010,4,42,0
3,12437,3,27,5,2009,17,19,0
3,13833,1,19,2,2014,7,0,0
4,802,4,9,8,2012,0,40,0
6,4279,6,25,2,2006,22,0,0
2,359,10,9,12,2008,22,18,0
5,5692,3,28,12,2007,9,39,0
3,10636,6,26,11,2008,14,30,0
3,125,2,17,9,2008,23,30,0
6,875,3,15,6,2013,1,29,0
3,534,4,1,12,2010,15,30,0
5,8892,1,28,5,2004,15,0,0
3,270,2,14,4,2004,11,15,0
6,2019,1,21,3,2015,22,28,0
3,8735,1,21,9,2005,16,55,0
2,15908,4,18,9,2012,2,55,0
6,11882,9,23,4,2005,20,0,0
5,1407,1,17,10,2014,19,0,0
2,1755,10,9,11,2004,11,0,0
3,12810,5,10,12,2008,15,0,0
3,10977,7,10,1,2007,21,0,0
4,1943,2,1,7,2010,18,0,0
4,528,10,12,1,2012,22,38,0
7,13341,1,26,12,2004,11,0,0
3,2206,3,15,11,2006,11,35,0
7,21875,5,20,4,2003,5,0,0
7,3724,5,8,9,2013,22,0,0
2,22038,3,17,2,2004,21,0,0
1,13058,4,26,11,2012,16,30,0
2,10236,6,27,5,2008,7,26,0
7,5524,5,8,2,2015,17,0,0
1,7593,1,19,1,2015,14,19,0
5,658,6,23,9,2005,0,1,0
7,3600,1,17,7,2005,1,47,0
2,4676,4,30,9,2014,15,32,0
2,1790,1,11,12,2007,14,30,0
4,530,8,3,6,2010,14,0,0
6,359,10,1,1,2011,10,5,0
1,1255,6,29,4,2013,15,30,0
7,365,1,13,3,2011,15,30,0
6,125,2,17,5,2014,11,0,0
4,125,2,5,4,2007,14,15,0
6,1287,2,23,3,2013,17,35,0
4,2041,10,15,11,2012,20,12,0
5,6837,5,12,12,2008,9,30,0
2,13530,4,21,12,2004,23,30,0
1,9749,9,16,10,2006,21,55,0
2,3308,4,20,1,2015,10,52,0
5,2802,5,17,9,2004,9,0,0
3,10789,4,8,1,2003,14,15,0
2,9273,9,25,7,2006,10,55,0
3,11145,2,26,7,2006,22,36,0
5,8923,2,27,6,2003,23,30,0
7,851,3,18,11,2007,8,33,0
5,1914,10,4,4,2003,21,10,0
7,4510,5,18,10,2009,17,0,0
4,3034,5,23,2,2006,5,45,0
3,1116,2,15,10,2008,18,0,0
4,4063,5,18,9,2003,19,0,0
5,8387,2,15,6,2007,13,53,0
2,4420,4,1,9,2009,16,18,0
5,656,9,3,4,2015,18,0,0
7,2743,1,20,4,2008,7,0,0
4,4411,2,11,12,2014,23,4,0
5,510,1,15,5,2009,19,5,0
3,2641,4,9,2,2011,18,44,0
6,1429,10,13,12,2008,7,5,0
4,912,10,8,3,2007,23,5,0
7,8035,6,26,1,2014,9,16,0
7,6012,8,17,7,2011,22,5,0
6,6133,3,2,6,2007,1,0,0
4,5139,2,27,1,2011,0,1,0
6,7056,5,6,4,2013,20,0,0
4,213,4,10,1,2008,15,9,0
1,1071,5,6,9,2010,22,0,0
5,325,8,16,6,2006,12,53,0
4,392,4,10,1,2008,19,29,0
7,10234,8,1,8,2010,2,30,0
7,1129,4,18,5,2008,12,0,0
7,677,2,21,9,2008,17,0,0
1,9255,7,6,2,2006,15,41,0
5,4524,5,22,8,2008,15,0,0
6,1039,5,21,3,2015,20,0,0
7,772,10,6,4,2008,23,15,0
2,722,8,19,3,2013,11,57,0
6,2837,8,15,12,2007,10,30,0
6,9787,3,18,9,2004,20,5,0
6,3629,4,12,3,2011,2,47,0
1,3918,4,8,8,2005,18,17,0
1,3277,8,20,8,2007,2,45,0
6,5557,3,29,11,2008,14,45,0
4,15826,4,9,1,2003,18,0,0
2,8503,8,9,8,2011,12,30,0
2,4202,1,7,8,2012,22,0,0
7,5773,4,31,10,2004,0,1,0
1,3172,5,17,4,2006,13,45,0
4,1255,6,24,7,2008,17,30,0
3,517,2,1,10,2003,17,16,0
1,2861,5,3,9,2012,1,0,0
1,821,10,1,3,2004,11,56,0
6,501,4,29,6,2013,20,12,0
3,468,2,25,1,2012,10,8,0
5,2603,3,17,4,2015,21,30,0
4,9799,6,30,10,2014,13,30,0
3,3688,10,11,1,2012,19,0,0
5,202,5,9,9,2005,23,40,0
5,4254,6,31,10,2014,14,0,0
6,3382,6,8,9,2007,21,30,0
6,221,8,19,4,2014,1,32,0
5,16273,7,10,1,2003,12,0,0
2,363,2,21,1,2003,6,3,0
4,5355,6,29,11,2012,0,1,0
2,744,10,16,3,2004,11,0,0
4,8301,4,13,1,2005,8,0,0
3,21703,7,12,1,2005,16,0,0
2,5439,3,2,5,2006,17,5,0
2,12215,9,14,10,2008,1,0,0
7,2340,3,25,3,2007,15,40,0
7,3619,2,2,7,2006,12,45,0
4,16432,10,11,11,2004,0,2,0
6,2396,1,30,5,2009,15,0,0
6,1216,4,16,5,2009,23,0,0
3,2876,4,21,1,2015,17,30,0
1,6453,7,13,5,2013,19,0,0
5,2944,2,10,2,2006,8,42,0
6,3126,1,7,8,2004,13,0,0
2,20731,3,13,4,2004,18,0,0
5,3043,8,9,2,2007,18,15,0
3,102,10,5,2,2014,16,55,0
2,3180,10,28,4,2009,13,56,0
7,1065,4,18,10,2009,16,0,0
1,6795,2,2,2,2015,12,43,0
3,12489,8,19,3,2003,10,20,0
2,504,4,10,12,2013,19,24,0
3,5851,3,27,12,2006,8,40,0
5,3206,1,18,5,2007,13,45,0
3,4767,3,29,5,2013,17,33,0
2,1622,5,15,4,2014,23,2,0
1,7737,3,22,7,2013,18,40,0
2,631,2,30,4,2013,18,30,0
7,18636,8,16,1,2005,13,15,0
2,19167,7,28,6,2005,7,30,0
3,20500,1,14,5,2008,23,30,0
7,12666,6,19,11,2006,11,45,0
6,5014,4,25,1,2003,11,10,0
5,46,2,27,12,2013,0,1,0
7,2016,6,13,12,2009,13,52,0
6,1780,4,26,3,2011,20,55,0
7,1172,4,8,5,2005,10,0,0
3,125,2,11,1,2012,8,15,0
4,14116,5,5,5,2011,7,0,0
3,1431,10,15,6,2005,14,0,0
4,3619,2,27,1,2005,2,45,0
4,542,2,26,11,2009,11,0,0
6,4617,3,8,3,2003,19,30,0
5,2255,5,19,5,2006,14,30,0
3,907,6,26,7,2006,14,55,0
1,6993,5,9,12,2013,10,45,0
6,12152,5,28,1,2012,12,30,0
1,1118,4,22,1,2007,16,30,0
2,1399,10,4,5,2010,13,20,0
2,2424,2,10,8,2010,21,30,0
1,1862,5,14,9,2009,18,0,0
3,559,6,1,4,2009,10,0,0
2,153,1,25,11,2014,18,21,0
2,5403,5,21,2,2006,4,3,0
6,12241,5,6,5,2006,12,0,0
5,1886,9,28,6,2013,23,29,0
2,1220,10,16,10,2012,21,45,0
4,2271,10,26,8,2010,15,15,0
1,3132,10,21,2,2005,22,13,0
3,9813,5,18,8,2004,21,20,0
4,9741,5,6,2,2014,17,30,0
5,10389,7,23,3,2012,17,45,0
3,5414,2,15,6,2011,20,0,0
4,5557,3,1,5,2008,14,13,0
4,203,2,23,1,2014,17,0,0
6,220,4,26,1,2008,3,0,0
4,1129,4,13,1,2011,23,0,0
4,452,5,18,9,2014,12,25,0
4,8755,9,20,9,2007,9,30,0
3,2496,3,19,8,2009,11,25,0
7,2306,5,1,6,2003,1,30,0
4,2944,2,9,2,2012,17,4,0
2,1177,2,3,5,2011,23,7,0
4,10155,8,29,10,2009,13,30,0
6,3532,3,28,6,2003,14,0,0
3,13897,8,12,5,2004,3,0,0
1,12882,9,17,5,2010,8,0,0
5,789,10,12,12,2003,23,5,0
5,501,4,30,10,2009,20,50,0
6,1403,4,24,4,2010,21,0,0
7,1611,3,22,5,2011,16,30,0
6,6428,8,18,10,2003,22,10,0
5,2967,2,5,3,2004,17,0,0
3,1108,4,18,8,2004,8,0,0
3,2373,2,1,10,2003,17,5,0
7,1655,8,20,6,2010,9,57,0
1,803,6,16,5,2005,0,4,0
1,9299,5,21,12,2009,23,45,0
5,957,2,5,9,2014,10,0,0
7,1094,2,16,1,2011,9,0,0
2,1790,1,1,5,2012,11,0,0
6,1721,2,23,3,2013,19,0,0
2,5472,3,12,7,2005,17,56,0
6,5779,8,11,1,2014,20,42,0
4,3723,8,11,3,2010,13,15,0
1,5723,8,26,7,2010,23,30,0
1,1747,9,3,9,2012,22,30,0
3,693,2,8,2,2012,7,51,0
6,21757,2,13,12,2003,20,52,0
1,11729,7,1,9,2003,12,0,0
1,4876,3,17,9,2007,13,29,0
1,93,7,19,8,2013,11,30,0
3,13367,3,21,3,2007,11,19,0
1,959,10,10,12,2007,17,35,0
5,936,4,24,3,2006,0,58,0
4,4736,3,18,11,2010,9,30,0
6,6706,9,24,4,2010,20,50,0
2,906,4,16,10,2012,15,0,0
4,6569,2,25,2,2010,11,13,0
2,282,6,21,1,2014,19,0,0
1,538,8,24,1,2011,23,8,0
4,9441,1,13,11,2014,10,45,0
7,155,2,6,4,2008,2,26,0
2,870,4,14,12,2010,22,0,0
5,4437,5,10,3,2006,17,0,0
6,20771,8,6,10,2007,0,45,0
1,2393,8,28,11,2005,17,10,0
6,4910,5,31,5,2003,15,25,0
3,5811,4,1,12,2010,16,0,0
5,1004,1,24,1,2003,0,15,0
5,2828,8,3,10,2008,15,25,0
2,2431,8,3,4,2007,18,35,0
4,3431,1,23,8,2012,2,11,0
6,925,2,2,5,2015,13,30,0
3,125,2,27,1,2010,9,0,0
2,9376,4,27,5,2008,6,0,0
4,10745,4,15,12,2011,20,0,0
4,21890,5,27,11,2003,23,0,0
7,421,1,5,4,2015,15,0,0
5,9383,2,13,8,2010,14,59,0
4,7808,2,13,11,2014,13,17,0
5,2090,1,24,8,2012,21,0,0
6,14145,1,14,7,2012,18,20,0
3,6748,8,14,5,2008,11,16,0
4,2677,5,9,2,2012,20,0,0
4,4208,6,7,9,2006,11,30,0
3,15125,7,6,10,2010,11,41,0
3,15169,3,9,3,2005,7,0,0
2,4927,2,15,4,2008,15,46,0
2,2046,2,3,10,2006,10,37,0
1,1214,10,14,5,2007,14,26,0
3,1921,4,1,6,2005,0,1,0
6,21764,2,17,5,2003,9,23,0
2,3800,3,23,11,2004,15,0,0
1,2391,2,10,12,2007,21,0,0
2,2183,9,24,6,2008,17,3,0
7,4280,4,25,8,2013,7,15,0
7,517,2,7,11,2010,18,0,0
6,1057,8,6,11,2010,20,0,0
5,1343,4,13,12,2013,16,0,0
2,771,1,23,7,2013,10,0,0
5,2156,2,21,9,2012,13,0,0
1,18774,4,21,3,2011,16,26,0
1,326,2,9,8,2010,12,55,0
1,12920,4,22,11,2004,21,0,0
3,8785,3,10,12,2014,2,15,0
7,981,2,26,1,2003,2,0,0
6,166,10,31,5,2003,19,45,0
4,9247,8,1,4,2004,10,0,0
3,3640,9,20,4,2011,8,40,0
1,676,8,11,5,2015,12,0,0
2,1154,9,30,11,2010,19,30,0
3,356,3,14,6,2006,15,1,0
1,1390,5,3,9,2007,0,50,0
1,428,4,4,3,2013,5,36,0
4,10909,6,18,3,2004,22,30,0
5,11109,9,8,9,2006,12,0,0
5,349,2,11,2,2011,21,20,0
6,8578,2,31,12,2005,2,0,0
2,182,4,10,1,2006,19,0,0
3,7957,6,21,9,2005,16,0,0
5,2911,10,2,6,2006,13,44,0
6,374,8,11,1,2014,0,1,0
3,1751,6,9,7,2014,21,0,0
2,16023,9,27,5,2008,18,8,0
2,11247,3,22,1,2008,7,0,0
7,114,8,23,9,2007,19,30,0
5,1223,5,11,2,2005,16,35,0
4,125,2,29,7,2010,15,50,0
5,10364,5,1,11,2013,1,57,0
2,945,6,21,9,2010,18,45,0
2,359,10,17,10,2006,21,40,0
6,4661,8,13,11,2004,15,35,0
7,139,2,30,12,2007,8,43,0
3,2041,10,9,1,2013,6,4,0
2,2143,8,13,5,2003,12,0,0
6,1325,6,6,10,2012,18,44,0
6,13781,7,25,1,2014,17,30,0
4,12212,4,24,12,2009,8,30,0
1,1791,2,23,8,2010,6,31,0
1,14154,6,20,1,2014,1,0,0
3,326,2,15,12,2010,15,40,0
6,9578,5,26,1,2008,9,20,0
1,4628,9,1,3,2004,12,0,0
7,1519,1,25,9,2011,2,5,0
3,5615,3,4,3,2015,12,30,0
6,4118,7,6,10,2012,0,1,0
7,1943,2,12,8,2007,18,0,0
4,9640,2,20,9,2007,1,25,0
4,1925,1,12,11,2009,21,45,0
5,1393,10,12,11,2004,14,0,0
6,355,2,28,12,2013,20,40,0
7,1510,4,16,1,2011,13,30,0
4,358,6,10,8,2006,9,50,0
6,7951,7,4,5,2013,1,18,0
3,1966,7,4,10,2006,20,15,0
7,306,1,12,8,2012,12,45,0
5,3126,1,15,11,2013,0,1,0
5,16177,7,7,5,2010,8,21,0
5,2267,2,13,6,2014,21,0,0
1,744,10,18,8,2008,14,0,0
3,2229,5,5,3,2003,9,47,0
1,817,2,29,9,2014,2,20,0
1,421,1,27,10,2014,13,30,0
5,8107,1,7,10,2005,13,0,0
1,1760,10,2,3,2015,7,34,0
3,17657,7,1,9,2004,22,0,0
1,37,2,23,7,2007,1,8,0
7,841,2,6,4,2014,14,16,0
1,7846,3,18,2,2013,23,0,0
5,2391,2,26,7,2013,11,55,0
6,216,6,30,7,2011,15,44,0
7,6759,4,12,8,2012,17,0,0
5,6420,2,5,9,2008,9,44,0
4,1860,2,12,6,2008,12,5,0
7,735,4,1,1,2006,0,1,0
2,1741,6,3,2,2004,19,30,0
7,10266,2,16,6,2013,9,42,0
4,548,10,19,10,2006,20,30,0
1,158,2,24,12,2012,15,6,0
3,2324,2,30,5,2007,22,0,0
7,44,6,5,12,2010,16,0,0
7,2909,2,12,2,2006,17,18,0
6,664,8,29,11,2014,1,30,0
6,19001,3,23,8,2003,16,50,0
5,872,2,17,11,2006,16,56,0
