"day","location","date","month","year","hour","min","SUICIDE"
1,5,8,12,2008,14,9,0
3,5,19,9,2012,17,0,0
3,2,2,6,2010,13,5,0
5,1,16,5,2014,20,0,0
5,6,11,1,2008,18,20,0
6,10,7,10,2006,13,0,0
6,2,17,5,2014,5,8,0
6,7,11,8,2012,16,5,0
5,1,2,7,2010,20,51,0
2,1,11,11,2008,16,0,0
4,8,23,3,2006,16,35,0
5,8,14,7,2006,22,0,0
2,7,1,11,2005,18,30,0
4,8,15,4,2004,9,0,0
6,6,9,8,2014,23,0,0
2,7,26,11,2013,8,30,0
7,8,7,4,2013,0,19,0
6,4,4,4,2015,10,33,0
7,8,21,10,2012,18,30,0
3,6,4,3,2009,16,23,0
5,1,11,12,2009,10,36,0
4,2,30,4,2009,16,50,0
1,8,9,7,2007,20,30,0
7,2,6,5,2012,22,0,0
3,2,7,1,2009,10,45,0
5,8,27,11,2009,23,30,0
2,1,2,11,2010,15,35,0
4,2,21,10,2010,16,30,0
5,1,21,8,2009,19,0,0
5,1,11,7,2008,6,0,0
7,8,27,2,2011,22,20,0
4,9,6,3,2008,16,0,0
4,3,2,9,2004,12,25,0
4,9,3,4,2014,19,55,0
3,9,27,10,2004,14,51,0
3,10,29,9,2004,22,20,0
5,5,23,4,2010,15,0,0
3,2,12,11,2014,12,0,0
3,8,14,11,2007,10,27,0
4,4,3,5,2012,2,0,0
6,2,27,8,2005,21,30,0
3,8,15,9,2004,8,30,0
4,1,12,1,2006,16,30,0
7,10,28,7,2013,15,3,0
6,9,20,10,2012,22,30,0
7,5,21,5,2006,13,8,0
5,1,11,3,2011,16,40,0
2,1,30,3,2004,17,15,0
1,7,2,2,2015,8,30,0
6,1,9,10,2010,3,15,0
3,8,19,3,2003,17,20,0
1,9,20,9,2010,23,0,0
1,4,29,9,2003,10,10,0
2,2,27,4,2004,16,0,0
5,5,15,5,2009,16,53,0
3,10,25,7,2007,9,25,0
3,5,21,1,2004,23,59,0
1,4,3,2,2003,19,41,0
3,9,27,1,2010,18,32,0
7,5,1,12,2013,12,0,0
1,5,2,5,2011,16,32,0
5,2,2,5,2003,21,14,0
4,4,31,10,2013,22,20,0
2,6,4,8,2009,23,0,0
5,3,6,5,2011,19,0,0
2,8,23,3,2010,1,35,0
3,2,16,5,2012,21,12,0
3,10,10,12,2008,16,32,0
4,9,8,3,2012,19,30,0
5,5,3,4,2015,8,40,0
7,2,16,6,2013,9,42,0
3,2,8,1,2003,8,30,0
6,10,12,8,2006,12,28,0
2,8,27,10,2009,14,29,0
2,8,30,11,2010,3,45,0
2,10,8,1,2013,11,39,0
2,9,17,4,2007,1,30,0
5,4,22,9,2006,20,14,0
1,4,2,3,2015,11,0,0
5,5,16,5,2003,22,30,0
7,10,29,12,2013,18,54,0
7,1,9,2,2003,19,30,0
4,3,20,4,2006,19,0,0
2,5,13,5,2003,23,30,0
7,1,16,11,2014,23,0,0
5,9,9,9,2011,10,0,0
7,10,25,1,2004,15,0,0
1,1,8,6,2009,17,30,0
5,2,21,3,2014,19,0,0
2,10,16,9,2014,14,35,0
6,10,7,9,2013,14,5,0
1,1,28,5,2012,23,24,0
6,8,21,5,2011,22,0,0
7,6,7,9,2008,9,0,0
5,8,11,7,2003,20,0,0
1,8,4,4,2011,23,35,0
3,8,29,4,2009,17,30,0
3,4,2,6,2010,16,41,0
1,10,3,5,2010,2,20,0
2,8,27,12,2005,8,0,0
7,4,2,12,2012,1,0,0
6,4,29,6,2013,1,0,0
7,4,17,10,2004,21,41,0
2,2,18,2,2014,18,15,0
4,5,19,3,2015,6,5,0
6,4,4,6,2011,23,55,0
7,5,14,2,2010,0,25,0
4,9,5,5,2011,17,20,0
7,7,25,8,2013,23,40,0
5,9,24,8,2012,10,10,0
6,8,26,7,2014,21,15,0
5,8,12,8,2005,16,1,0
1,3,25,6,2007,11,30,0
6,10,15,7,2006,2,5,0
3,5,5,10,2005,10,0,0
7,5,16,1,2005,1,15,0
3,7,8,2,2006,17,0,0
5,5,5,9,2014,11,0,0
2,2,22,3,2005,22,22,0
5,6,12,12,2014,20,0,0
4,9,1,6,2006,12,0,0
4,1,6,2,2014,22,0,0
6,5,2,5,2015,18,0,0
7,9,24,8,2014,14,45,0
4,5,5,4,2007,15,0,0
4,6,3,11,2005,12,30,0
6,5,26,6,2004,18,0,0
5,3,1,10,2004,11,20,0
2,9,7,9,2010,14,45,0
1,4,29,10,2012,0,45,0
1,10,11,12,2006,18,12,0
6,3,4,11,2006,18,0,0
6,10,22,8,2009,15,40,0
5,4,7,3,2008,11,37,0
3,6,8,2,2012,13,52,0
5,1,26,8,2011,8,30,0
4,4,30,6,2011,0,50,0
4,6,5,4,2012,18,15,0
2,10,24,1,2012,0,1,0
2,6,27,11,2007,15,21,0
3,4,17,9,2008,17,0,0
3,5,29,6,2005,18,54,0
1,9,10,6,2013,13,50,0
1,4,28,11,2005,19,15,0
4,6,20,2,2003,7,0,0
6,2,11,2,2006,2,0,0
6,3,29,11,2014,16,0,0
5,7,20,10,2006,2,0,0
2,1,19,2,2013,8,15,0
2,10,16,5,2006,10,50,0
3,7,30,4,2003,1,50,0
1,9,31,10,2011,11,0,0
1,3,17,3,2008,17,9,0
2,1,7,8,2007,22,0,0
1,3,31,10,2005,15,0,0
4,10,11,3,2010,16,30,0
5,10,18,10,2013,15,0,0
7,2,7,4,2013,0,5,0
4,3,2,10,2008,11,6,0
1,6,10,12,2007,0,1,0
3,10,11,6,2008,14,50,0
1,4,14,4,2008,12,0,0
4,9,29,12,2005,14,0,0
2,9,15,5,2012,13,0,0
4,5,19,3,2015,22,50,0
1,2,21,3,2005,21,0,0
3,3,29,9,2004,14,0,0
6,5,19,4,2008,17,41,0
7,5,7,3,2004,23,26,0
4,3,19,3,2015,22,32,0
4,1,24,1,2013,20,58,0
6,4,20,5,2006,13,45,0
4,10,22,8,2013,7,30,0
2,3,21,2,2006,17,1,0
2,10,1,11,2005,16,56,0
6,1,1,1,2011,0,40,0
4,7,6,2,2003,20,0,0
1,2,6,2,2006,22,30,0
6,10,19,4,2014,10,27,0
3,2,17,11,2010,9,0,0
4,1,19,5,2005,8,0,0
3,4,23,7,2003,21,45,0
3,9,4,3,2009,18,0,0
5,9,6,2,2004,20,0,0
6,5,8,9,2012,4,31,0
1,1,2,3,2009,15,20,0
2,5,6,8,2013,22,20,0
7,1,20,5,2007,2,0,0
6,4,22,2,2003,10,15,0
7,3,16,1,2005,23,16,0
2,10,28,10,2003,14,35,0
4,1,8,7,2004,12,0,0
5,2,18,4,2003,16,0,0
1,9,6,12,2004,9,0,0
2,2,5,9,2006,18,0,0
5,2,16,5,2008,15,11,0
6,6,3,5,2014,14,0,0
1,3,30,3,2009,0,45,0
1,9,12,5,2003,19,24,0
5,5,12,11,2004,18,45,0
5,5,30,4,2004,19,0,0
1,2,3,2,2014,13,20,0
7,4,22,3,2009,22,50,0
3,8,6,8,2014,17,0,0
3,2,25,1,2006,2,19,0
7,2,11,8,2013,4,43,0
1,1,5,4,2010,14,58,0
5,1,6,2,2009,21,0,0
5,9,11,3,2005,20,0,0
2,7,28,5,2013,22,30,0
7,2,12,2,2006,10,28,0
3,8,5,3,2003,16,5,0
1,9,22,1,2007,20,0,0
1,3,2,3,2009,16,5,0
3,10,23,7,2014,0,1,0
4,2,23,8,2007,19,58,0
6,2,7,8,2004,23,0,0
5,2,21,9,2012,12,24,0
4,5,15,4,2004,16,10,0
5,5,2,10,2009,16,15,0
3,3,15,5,2013,22,41,0
5,5,19,5,2006,17,25,0
2,8,24,1,2006,10,9,0
5,8,4,5,2012,18,7,0
2,9,1,4,2003,20,35,0
5,8,29,7,2005,23,0,0
6,4,30,1,2010,3,35,0
6,5,19,6,2010,19,17,0
5,9,13,6,2003,15,30,0
1,1,28,4,2003,10,30,0
3,10,9,7,2008,17,45,0
4,2,22,8,2013,18,45,0
5,4,5,11,2010,19,25,0
7,2,16,12,2012,16,0,0
7,10,1,7,2007,16,36,0
5,4,27,1,2012,0,1,0
6,5,28,7,2012,10,0,0
2,4,17,2,2009,16,9,0
2,6,19,8,2003,23,10,0
5,5,9,3,2007,17,43,0
7,4,21,10,2012,22,0,0
4,5,4,9,2014,20,0,0
7,2,6,5,2012,0,50,0
3,3,26,7,2006,23,0,0
4,4,10,1,2013,11,44,0
3,4,30,4,2014,10,55,0
3,2,24,3,2010,18,45,0
1,2,10,7,2006,18,30,0
3,5,19,2,2003,19,30,0
4,2,20,10,2005,10,0,0
1,4,24,12,2012,0,1,0
6,1,10,1,2009,19,10,0
1,2,19,3,2012,2,20,0
2,2,9,8,2011,13,0,0
5,3,12,8,2005,3,57,0
2,1,24,7,2007,19,20,0
2,9,2,9,2014,9,30,0
1,2,23,12,2013,19,20,0
4,2,21,2,2008,5,48,0
4,6,17,4,2008,10,0,0
1,1,26,5,2003,16,0,0
4,5,8,3,2007,17,0,0
3,4,6,8,2003,22,0,0
7,10,11,9,2011,2,54,0
2,6,18,10,2011,20,15,0
5,6,19,4,2013,17,55,0
1,6,1,9,2008,15,45,0
3,5,1,5,2013,15,30,0
6,5,10,8,2013,20,20,0
3,10,3,10,2012,9,40,0
6,5,20,9,2014,2,0,0
6,8,5,10,2013,2,15,0
2,8,13,11,2012,17,0,0
5,2,8,4,2011,23,0,0
6,10,9,2,2008,15,20,0
5,6,12,2,2010,23,0,0
3,5,3,11,2010,11,0,0
4,3,10,3,2005,13,33,0
1,3,4,10,2010,18,30,0
6,4,1,6,2013,22,0,0
4,2,9,1,2014,10,15,0
1,3,30,4,2012,16,25,0
6,2,9,8,2014,17,53,0
4,2,9,12,2004,14,48,0
3,8,21,3,2012,8,0,0
4,2,28,5,2009,11,5,0
2,1,3,3,2015,11,27,0
7,10,23,2,2014,15,0,0
6,10,20,5,2006,9,2,0
3,3,22,2,2012,8,30,0
7,7,10,8,2008,19,0,0
5,8,17,11,2006,22,14,0
1,3,14,5,2007,14,30,0
3,5,24,7,2013,18,4,0
3,5,10,12,2014,10,0,0
3,5,28,11,2012,12,15,0
4,7,12,6,2014,12,0,0
4,2,9,2,2012,22,50,0
1,2,13,12,2010,12,0,0
2,9,18,3,2003,12,0,0
4,6,1,6,2006,13,5,0
5,6,30,11,2007,17,41,0
5,9,28,11,2014,17,0,0
1,8,7,6,2004,21,8,0
4,4,27,11,2014,9,0,0
2,8,7,3,2006,22,0,0
4,6,6,9,2012,19,30,0
5,4,26,6,2009,18,30,0
4,5,12,1,2006,11,0,0
1,9,11,7,2005,6,20,0
6,9,4,6,2011,12,0,0
2,4,15,5,2007,7,15,0
7,8,16,7,2006,20,30,0
4,3,19,2,2015,19,45,0
3,7,5,9,2007,18,0,0
2,4,11,11,2014,13,50,0
3,2,18,2,2009,15,6,0
5,7,18,10,2013,17,19,0
1,7,14,5,2012,18,14,0
4,4,16,9,2004,23,53,0
5,6,14,7,2006,19,12,0
3,3,18,3,2015,17,26,0
2,8,19,8,2008,20,0,0
3,5,18,5,2011,20,15,0
1,4,7,3,2005,12,11,0
2,4,11,6,2013,5,0,0
4,9,23,3,2006,19,9,0
3,7,19,2,2003,18,0,0
2,5,28,11,2006,0,30,0
2,1,15,11,2011,4,35,0
2,9,16,9,2003,22,55,0
1,9,20,1,2003,11,0,0
1,2,14,6,2010,0,35,0
4,3,25,2,2010,19,0,0
7,10,12,7,2009,18,1,0
2,2,25,6,2013,13,20,0
6,1,5,10,2013,7,22,0
2,10,23,8,2011,5,59,0
6,2,9,8,2014,14,30,0
7,1,23,9,2012,10,30,0
2,2,13,6,2006,17,30,0
6,3,1,1,2011,15,41,0
6,8,14,6,2003,21,0,0
3,3,7,9,2005,5,3,0
1,5,12,4,2004,11,58,0
7,2,22,5,2011,22,21,0
1,4,14,9,2009,21,29,0
3,2,5,10,2005,6,48,0
2,2,9,6,2009,20,30,0
4,2,7,2,2013,17,30,0
5,3,30,6,2006,10,0,0
3,4,28,6,2006,0,1,0
4,2,6,2,2014,20,0,0
5,5,8,8,2014,5,43,0
6,9,13,8,2011,13,38,0
4,4,28,11,2013,10,30,0
6,2,1,11,2014,22,0,0
1,5,13,10,2014,9,15,0
3,9,3,10,2012,20,0,0
1,2,31,3,2003,7,45,0
6,2,11,2,2006,18,0,0
5,9,6,5,2011,10,0,0
6,5,12,3,2011,2,30,0
1,8,25,7,2011,8,10,0
7,4,3,12,2006,23,7,0
6,2,28,12,2013,3,23,0
7,4,14,8,2011,1,30,0
6,5,13,8,2005,23,30,0
3,4,16,11,2005,18,0,0
2,5,19,10,2010,13,30,0
6,2,8,9,2012,21,0,0
2,9,6,9,2011,12,35,0
6,8,10,9,2005,10,11,0
7,7,14,6,2009,11,5,0
2,2,17,9,2013,18,0,0
6,6,12,3,2005,16,0,0
5,5,5,10,2012,21,50,0
4,4,21,2,2008,0,1,0
7,10,8,9,2013,13,0,0
4,2,9,1,2003,0,1,0
2,3,20,1,2009,16,0,0
2,6,6,1,2015,16,50,0
7,6,20,9,2009,16,56,0
1,10,2,2,2009,15,42,0
3,8,13,10,2004,21,15,0
4,10,14,6,2007,0,33,0
6,6,21,2,2015,13,0,0
6,10,30,6,2007,0,1,0
5,9,29,10,2004,15,0,0
1,7,11,5,2015,16,0,0
6,2,28,7,2012,2,45,0
4,3,28,1,2010,19,5,0
7,4,27,2,2005,22,30,0
5,7,9,7,2004,22,0,0
7,3,12,8,2007,1,0,0
5,1,4,11,2011,3,0,0
1,10,3,5,2010,10,24,0
6,10,26,7,2008,11,44,0
3,8,12,12,2012,10,2,0
3,4,18,2,2004,21,30,0
1,3,8,6,2009,20,0,0
3,6,17,5,2006,18,15,0
4,4,20,3,2003,10,30,0
3,6,19,10,2011,13,8,0
7,2,29,6,2014,10,20,0
3,5,17,4,2013,21,40,0
7,4,19,6,2011,22,9,0
7,1,27,12,2009,15,0,0
5,4,27,12,2013,17,50,0
5,2,24,1,2014,0,1,0
2,10,11,12,2012,20,0,0
5,5,17,4,2015,21,46,0
1,6,15,10,2007,14,10,0
2,3,3,10,2006,22,58,0
6,1,31,12,2005,20,30,0
2,10,25,6,2013,14,35,0
6,1,23,2,2013,19,30,0
3,10,5,2,2003,12,0,0
5,3,14,5,2004,19,40,0
4,1,28,1,2010,17,9,0
1,2,17,3,2014,18,28,0
4,10,18,3,2004,16,13,0
3,6,24,7,2013,0,1,0
7,6,27,7,2014,5,20,0
2,4,15,4,2014,20,0,0
5,2,6,2,2004,20,15,0
5,10,6,3,2009,17,45,0
7,2,17,11,2013,1,0,0
4,6,22,1,2015,17,21,0
4,5,22,3,2012,5,0,0
6,9,16,12,2006,15,30,0
5,8,20,3,2009,20,33,0
4,8,6,4,2006,0,56,0
3,10,6,8,2008,15,15,0
5,9,3,4,2015,17,0,0
5,2,2,6,2006,18,54,0
5,9,8,9,2006,23,0,0
3,10,18,5,2005,22,30,0
2,8,14,6,2005,14,40,0
4,4,27,1,2005,17,0,0
5,6,21,9,2007,16,25,0
4,3,10,1,2013,21,30,0
5,9,2,12,2011,14,0,0
7,9,15,6,2014,23,0,0
3,3,21,1,2015,10,15,0
5,3,27,6,2008,17,45,0
3,9,1,6,2005,12,0,0
7,2,3,7,2011,17,55,0
5,5,21,2,2014,17,25,0
5,8,23,3,2007,13,0,0
1,2,12,11,2007,10,50,0
3,6,1,11,2006,10,0,0
5,10,29,5,2009,19,15,0
5,10,14,1,2005,0,20,0
4,2,1,12,2005,17,15,0
6,2,21,4,2012,1,30,0
3,2,7,9,2005,4,15,0
6,4,2,5,2015,15,0,0
7,1,9,3,2008,11,6,0
4,4,15,4,2004,18,50,0
7,7,15,8,2010,8,0,0
4,4,13,11,2014,23,5,0
4,9,15,4,2004,13,0,0
4,3,12,7,2007,13,50,0
6,10,28,6,2014,3,53,0
4,4,19,4,2012,2,28,0
1,1,10,11,2014,2,0,0
4,5,5,8,2004,8,0,0
4,4,2,6,2005,15,13,0
7,3,23,5,2010,19,20,0
2,4,15,5,2007,17,43,0
3,7,20,2,2013,13,17,0
2,5,6,1,2004,0,3,0
1,2,28,11,2005,20,0,0
6,7,31,12,2005,20,0,0
2,6,26,10,2004,15,0,0
4,8,25,6,2009,17,0,0
3,9,9,1,2013,7,19,0
6,9,7,10,2006,12,0,0
6,2,1,12,2007,10,15,0
5,9,11,3,2011,12,0,0
6,8,27,12,2008,15,30,0
6,4,15,5,2004,12,30,0
3,1,28,6,2006,0,1,0
3,7,25,11,2009,12,11,0
3,3,10,1,2007,12,0,0
4,8,13,1,2011,17,3,0
2,6,20,1,2015,3,21,0
6,3,25,12,2004,22,30,0
2,4,17,8,2004,15,30,0
4,7,19,9,2013,19,34,0
1,7,18,4,2005,18,17,0
4,10,29,5,2008,9,1,0
2,10,27,4,2004,10,10,0
7,7,14,1,2007,22,0,0
2,7,25,1,2011,12,15,0
2,2,21,8,2007,18,15,0
6,10,8,9,2007,12,42,0
1,5,6,1,2003,8,9,0
6,9,22,9,2012,14,30,0
6,10,18,4,2015,16,32,0
6,5,16,1,2010,21,0,0
6,4,27,6,2009,16,19,0
2,7,27,5,2014,21,0,0
3,2,15,12,2010,16,15,0
5,8,20,4,2007,23,10,0
6,9,20,4,2013,21,50,0
6,3,16,10,2004,13,49,0
3,9,27,5,2009,17,1,0
7,4,22,2,2004,20,30,0
6,2,11,9,2010,16,0,0
7,1,17,6,2012,15,15,0
2,2,28,6,2005,15,0,0
1,4,4,4,2011,20,30,0
4,2,10,3,2011,21,30,0
2,3,25,1,2005,4,57,0
3,8,25,11,2009,14,0,0
2,2,20,8,2013,21,30,0
5,1,1,10,2004,21,22,0
7,8,13,1,2013,9,50,0
3,5,20,8,2014,1,33,0
6,2,28,6,2008,5,16,0
2,7,16,9,2014,10,0,0
4,3,6,9,2012,10,45,0
1,10,17,10,2011,5,47,0
1,8,22,6,2009,5,29,0
1,4,4,2,2008,13,0,0
2,5,30,3,2004,14,15,0
4,5,17,10,2013,10,35,0
2,2,22,2,2011,18,0,0
1,1,8,2,2010,15,0,0
2,10,20,2,2007,15,0,0
5,5,24,1,2014,0,1,0
5,4,4,4,2014,19,10,0
4,2,15,11,2012,2,30,0
5,2,5,9,2003,0,30,0
4,5,15,11,2012,23,30,0
5,6,4,6,2010,23,30,0
4,9,12,11,2009,12,0,0
1,9,8,6,2009,0,20,0
6,4,14,12,2013,21,0,0
5,7,2,7,2010,2,27,0
4,2,19,10,2006,14,0,0
2,1,2,4,2013,8,54,0
5,5,20,2,2015,0,55,0
6,7,28,6,2008,16,48,0
3,5,11,7,2012,22,54,0
5,3,28,11,2014,8,45,0
6,2,4,5,2013,19,40,0
3,8,28,6,2006,10,46,0
2,10,23,8,2011,16,16,0
5,3,22,10,2010,20,0,0
7,7,5,11,2006,7,55,0
3,2,24,2,2010,6,25,0
3,1,6,8,2014,9,0,0
7,1,19,12,2010,13,45,0
1,1,30,4,2007,0,1,0
2,5,3,8,2004,23,55,0
6,9,2,6,2012,17,0,0
7,8,11,3,2012,15,8,0
7,8,13,7,2008,18,0,0
5,2,8,8,2014,3,46,0
3,5,9,7,2014,7,3,0
2,2,23,1,2007,14,45,0
1,2,30,10,2006,17,5,0
5,4,10,2,2012,0,1,0
4,8,9,7,2009,2,0,0
5,7,8,10,2010,15,0,0
3,9,21,9,2005,21,0,0
6,6,10,8,2013,7,58,0
3,9,19,2,2014,17,30,0
2,10,25,7,2006,23,45,0
7,2,14,12,2014,11,30,0
1,9,19,8,2013,20,0,0
7,4,7,4,2013,23,50,0
1,7,28,11,2011,3,28,0
2,5,21,3,2006,18,45,0
4,4,8,1,2004,7,41,0
1,7,29,9,2008,10,30,0
7,2,13,12,2009,20,0,0
2,3,26,5,2009,8,30,0
5,2,19,9,2003,14,0,0
2,4,20,1,2004,19,40,0
4,5,24,7,2003,15,10,0
3,6,29,6,2005,16,0,0
2,1,17,3,2015,20,30,0
5,9,13,7,2007,23,0,0
3,10,18,3,2015,1,0,0
1,5,28,6,2010,13,30,0
2,10,10,11,2009,17,40,0
4,10,9,8,2007,1,15,0
4,2,19,3,2015,8,40,0
7,3,24,8,2008,17,0,0
4,1,24,2,2005,15,30,0
6,2,6,10,2007,21,30,0
2,4,18,2,2014,18,0,0
6,3,22,10,2005,21,0,0
2,1,8,2,2005,16,55,0
6,10,25,7,2009,20,49,0
4,10,23,2,2012,11,15,0
3,6,25,7,2007,20,0,0
4,2,27,7,2006,20,0,0
5,2,17,10,2014,21,30,0
6,5,25,9,2010,22,18,0
2,10,18,5,2010,10,3,0
7,7,2,6,2013,21,0,0
6,8,26,2,2005,14,30,0
7,7,20,11,2011,1,0,0
6,4,4,10,2014,4,25,0
6,1,22,9,2012,0,54,0
4,7,11,12,2008,14,0,0
3,8,28,5,2014,15,28,0
3,9,2,5,2012,21,25,0
7,2,21,9,2014,19,0,0
2,1,24,7,2007,8,30,0
4,8,11,8,2005,1,0,0
6,1,27,8,2011,13,30,0
3,6,1,5,2013,9,0,0
3,10,10,12,2003,11,15,0
3,4,23,1,2013,7,25,0
5,6,7,3,2003,8,30,0
6,2,12,7,2014,14,0,0
2,10,30,10,2007,22,14,0
4,8,14,7,2011,1,15,0
5,9,4,5,2007,19,0,0
5,2,14,6,2013,14,32,0
3,9,21,7,2004,21,0,0
4,4,21,8,2008,22,0,0
1,8,8,3,2010,9,0,0
1,4,19,8,2013,22,50,0
2,10,22,12,2009,16,25,0
3,1,7,9,2011,7,21,0
4,2,16,9,2004,15,0,0
3,5,29,10,2003,12,0,0
3,3,9,12,2009,0,40,0
7,3,11,1,2004,8,30,0
2,8,20,7,2004,12,0,0
2,3,4,4,2006,19,30,0
1,10,22,12,2008,17,45,0
5,7,22,10,2010,11,0,0
6,2,13,12,2003,12,30,0
5,2,31,10,2014,12,0,0
3,8,18,9,2013,2,58,0
3,2,2,5,2007,5,5,0
6,10,26,2,2005,20,30,0
2,2,17,4,2012,22,50,0
3,2,22,3,2006,19,40,0
7,4,24,4,2005,2,0,0
2,3,13,12,2011,9,30,0
1,4,24,11,2003,2,0,0
6,4,5,9,2009,0,1,0
4,8,22,4,2010,21,30,0
4,4,16,6,2005,6,25,0
2,7,11,6,2013,19,30,0
3,6,19,4,2006,9,30,0
5,2,25,7,2008,17,2,0
2,9,3,9,2013,14,30,0
1,2,9,12,2013,6,30,0
5,6,1,10,2004,10,45,0
2,10,31,3,2015,12,58,0
3,2,5,10,2005,20,0,0
1,9,5,2,2007,12,40,0
7,5,13,12,2009,4,49,0
6,3,17,12,2011,1,0,0
4,10,18,10,2007,17,58,0
5,2,21,5,2010,14,0,0
6,2,31,12,2011,12,3,0
3,3,17,11,2010,15,50,0
1,4,12,11,2007,16,55,0
2,4,12,6,2012,0,2,0
6,2,13,1,2007,17,19,0
4,1,27,11,2014,2,25,0
2,2,11,1,2005,18,30,0
5,2,8,8,2003,13,30,0
4,9,30,11,2006,20,0,0
3,10,22,7,2009,17,10,0
5,6,27,1,2012,12,0,0
7,2,13,3,2005,11,15,0
2,3,16,9,2003,14,45,0
2,9,20,7,2004,22,0,0
5,1,14,12,2012,21,38,0
7,7,1,12,2013,19,3,0
2,2,22,7,2014,12,0,0
7,4,23,3,2003,16,0,0
4,5,21,3,2013,18,30,0
5,2,27,7,2012,15,36,0
1,3,8,2,2010,9,31,0
2,10,3,2,2004,21,0,0
4,3,19,2,2015,7,58,0
2,3,6,8,2013,22,10,0
4,10,22,1,2004,10,30,0
2,1,29,4,2003,19,30,0
3,5,23,2,2011,15,6,0
6,1,17,11,2007,15,30,0
6,9,17,5,2014,0,1,0
5,5,27,1,2012,13,36,0
5,8,7,2,2014,16,0,0
3,5,13,7,2005,12,0,0
7,10,22,3,2015,20,28,0
4,2,2,11,2006,1,50,0
6,3,31,5,2008,17,8,0
7,4,26,8,2007,11,20,0
7,1,8,4,2012,9,30,0
7,5,14,3,2010,23,40,0
7,1,19,10,2014,7,0,0
5,2,17,10,2008,12,40,0
6,2,10,3,2007,11,0,0
2,7,6,9,2011,16,0,0
7,9,25,1,2009,15,0,0
7,4,13,7,2014,13,40,0
7,8,19,4,2009,20,2,0
6,2,25,9,2010,13,56,0
5,9,22,8,2003,22,33,0
7,10,8,2,2009,7,23,0
6,4,20,9,2003,17,30,0
3,1,15,10,2008,11,0,0
2,2,11,5,2004,13,24,0
6,3,9,3,2013,18,29,0
1,4,22,1,2007,16,39,0
2,2,21,9,2010,9,0,0
5,6,4,11,2011,20,0,0
1,6,26,6,2006,15,20,0
1,10,22,8,2005,0,5,0
7,2,30,11,2003,15,0,0
3,4,22,12,2004,8,49,0
6,10,4,4,2009,7,49,0
3,8,19,5,2010,17,0,0
3,5,12,11,2014,2,40,0
5,5,23,9,2011,2,0,0
2,1,18,2,2014,9,0,0
6,5,4,6,2011,16,0,0
6,4,27,11,2004,22,0,0
3,10,10,12,2008,9,24,0
6,4,28,7,2007,9,30,0
2,5,1,5,2012,11,0,0
3,6,5,2,2014,15,0,0
2,9,24,12,2013,19,0,0
7,2,8,5,2005,0,10,0
5,10,6,2,2015,8,16,0
1,9,10,7,2006,0,1,0
3,5,28,11,2007,15,30,0
5,6,27,7,2007,12,0,0
1,9,10,1,2011,15,0,0
5,5,11,7,2014,2,5,0
2,5,4,9,2012,19,30,0
3,8,2,10,2013,20,49,0
7,3,20,11,2005,10,58,0
5,8,2,5,2008,20,0,0
1,4,19,3,2012,12,0,0
6,10,12,6,2004,18,2,0
1,9,8,12,2008,6,20,0
1,6,4,8,2014,21,0,0
6,3,6,9,2003,11,50,0
6,8,20,11,2010,0,1,0
4,7,13,1,2005,10,0,0
5,1,24,2,2006,18,20,0
2,2,4,10,2011,17,0,0
2,9,6,7,2004,4,20,0
1,2,15,9,2008,6,20,0
4,2,30,10,2003,13,15,0
4,2,10,3,2005,17,0,0
5,4,18,4,2003,7,0,0
2,4,20,7,2004,22,0,0
2,4,19,2,2008,13,18,0
2,4,30,10,2012,23,15,0
5,7,13,7,2007,20,45,0
1,3,14,5,2007,16,30,0
1,3,11,10,2004,16,53,0
6,1,3,5,2008,20,9,0
7,4,16,5,2004,18,45,0
6,3,6,11,2010,15,0,0
7,9,3,6,2012,12,0,0
6,6,20,4,2013,14,0,0
5,10,16,5,2003,21,15,0
5,10,14,11,2008,16,6,0
3,8,26,6,2013,6,15,0
7,5,28,11,2004,10,15,0
4,5,11,8,2005,22,5,0
3,10,27,6,2007,16,59,0
5,4,17,4,2009,11,0,0
7,2,7,3,2004,9,30,0
2,1,14,6,2011,20,0,0
6,2,10,1,2004,11,45,0
2,1,27,5,2014,2,0,0
4,8,2,10,2003,22,0,0
1,4,16,4,2007,20,11,0
4,9,10,8,2006,12,0,0
5,1,13,7,2007,21,40,0
7,6,6,11,2011,19,30,0
1,8,13,6,2011,13,30,0
7,2,6,9,2009,13,30,0
6,4,19,4,2008,18,0,0
1,5,17,8,2009,17,30,0
6,6,3,12,2005,19,37,0
7,10,18,6,2006,22,30,0
7,1,30,6,2013,19,45,0
4,9,29,11,2012,21,14,0
5,5,10,8,2007,11,20,0
6,1,6,4,2013,10,30,0
4,6,1,5,2003,10,0,0
7,2,10,8,2008,3,19,0
6,7,1,12,2012,0,44,0
1,8,18,2,2013,11,18,0
7,5,10,10,2010,0,10,0
2,7,6,1,2015,13,15,0
6,3,25,8,2012,9,15,0
3,4,27,6,2012,15,13,0
1,2,28,4,2008,16,45,0
5,5,21,10,2011,7,30,0
3,2,30,5,2012,21,45,0
5,7,16,5,2014,18,0,0
2,9,1,4,2014,15,0,0
3,9,23,8,2006,22,0,0
3,10,19,5,2010,6,0,0
5,5,20,3,2009,19,0,0
1,9,30,4,2012,15,0,0
1,10,5,9,2011,12,41,0
3,8,25,1,2006,14,0,0
7,6,22,9,2013,18,40,0
5,2,21,5,2010,8,7,0
6,10,18,4,2009,6,0,0
2,9,14,10,2014,23,5,0
