"day","location","date","month","year","hour","min","SECONDARYCODES"
3,10,31,10,2007,16,0,0
6,2,27,12,2008,10,0,0
1,3,3,2,2003,8,0,0
2,2,19,4,2005,17,28,0
6,7,3,4,2004,8,30,0
7,1,25,7,2004,20,30,0
2,2,11,11,2008,7,11,0
3,2,4,4,2007,10,9,0
7,3,18,5,2014,19,26,0
5,2,21,3,2003,8,10,0
2,2,26,10,2004,16,10,0
2,6,20,3,2012,23,0,0
2,2,1,5,2007,13,20,0
2,9,18,8,2009,20,0,0
1,6,26,4,2004,15,45,0
5,8,18,10,2013,21,54,0
1,1,12,4,2004,0,1,0
4,6,18,10,2012,16,45,0
6,4,13,2,2010,9,59,0
4,9,25,12,2008,3,13,0
1,9,27,4,2015,17,0,0
5,5,28,11,2003,3,38,0
2,3,27,5,2003,0,1,0
1,4,4,4,2005,15,40,0
1,1,14,11,2011,12,0,0
3,5,28,11,2012,0,43,0
1,10,20,9,2010,12,28,0
4,1,17,10,2013,13,34,0
6,5,7,3,2015,15,0,0
1,2,25,5,2009,14,0,0
4,1,18,4,2013,15,0,0
1,1,6,3,2006,12,6,0
3,4,14,11,2012,13,0,0
2,10,8,3,2011,6,54,0
1,8,7,8,2006,8,15,0
7,7,12,1,2014,18,0,0
3,8,8,7,2009,0,1,0
2,5,8,2,2011,11,30,0
4,10,4,10,2007,17,40,0
1,8,16,5,2011,0,1,0
4,8,7,8,2014,15,42,0
5,2,31,10,2008,23,30,0
5,2,26,11,2004,7,37,0
2,4,11,5,2004,13,5,0
4,9,10,1,2013,9,0,0
3,2,15,4,2009,7,6,0
5,5,10,12,2004,16,55,0
2,4,2,9,2014,15,0,0
2,2,2,5,2006,17,42,0
4,10,17,5,2012,0,54,0
4,2,10,2,2005,11,15,0
3,4,21,8,2013,14,0,0
4,4,9,1,2014,20,34,0
3,10,16,9,2009,16,40,0
2,4,8,7,2003,0,10,0
7,5,26,1,2003,1,30,0
1,5,16,2,2015,20,0,0
7,7,18,6,2006,1,45,0
5,3,28,11,2014,13,10,0
1,2,14,9,2009,13,10,0
6,7,13,3,2010,21,45,0
2,9,26,6,2007,7,50,0
6,4,14,7,2007,12,5,0
4,4,29,4,2004,19,15,0
1,2,17,9,2012,8,0,0
6,9,5,11,2011,0,1,0
7,5,4,5,2014,17,16,0
7,1,12,8,2012,1,35,0
5,1,19,9,2014,22,0,0
7,9,15,12,2013,4,0,0
6,1,4,10,2008,14,30,0
1,2,24,12,2007,12,37,0
5,3,3,10,2008,11,0,0
5,5,1,5,2015,7,38,0
3,10,12,11,2003,11,5,0
2,4,21,8,2012,3,6,0
5,1,21,2,2003,11,30,0
4,8,1,6,2006,0,1,0
2,9,27,12,2011,19,18,0
3,5,29,4,2015,2,0,0
7,10,13,7,2008,9,33,0
7,2,2,11,2008,22,25,0
2,3,11,7,2006,8,47,0
3,3,2,9,2009,8,0,0
7,5,22,5,2005,3,20,0
2,1,7,7,2009,16,45,0
7,5,27,1,2008,19,0,0
5,5,15,10,2004,14,10,0
7,3,13,7,2003,1,0,0
3,2,19,3,2008,18,5,0
2,8,29,11,2011,16,20,0
5,4,27,6,2014,1,18,0
6,2,3,5,2003,19,33,0
1,5,17,10,2011,8,45,0
2,3,28,6,2005,19,53,0
5,8,24,3,2006,10,30,0
6,10,6,9,2003,23,6,0
7,9,25,3,2007,21,10,0
7,9,18,4,2004,0,12,0
6,3,1,6,2013,3,0,0
6,4,25,1,2014,12,0,0
6,2,1,12,2007,16,32,0
1,6,26,11,2012,10,40,0
3,4,6,2,2013,23,30,0
5,10,23,9,2005,15,5,0
7,9,5,4,2009,18,34,0
7,3,26,2,2006,15,30,0
7,1,5,6,2011,11,0,0
3,4,3,9,2008,7,0,0
4,1,17,4,2008,12,42,0
4,3,24,3,2005,7,30,0
2,8,19,4,2011,8,50,0
4,2,24,7,2003,15,40,0
3,8,16,10,2013,22,3,0
4,6,9,8,2012,19,9,0
4,3,5,2,2009,15,5,0
2,7,25,11,2014,20,0,0
6,7,9,3,2013,19,44,0
6,4,6,10,2007,19,20,0
2,8,4,4,2006,2,30,0
4,5,4,9,2003,18,15,0
6,4,26,8,2006,23,0,0
2,9,2,9,2014,9,30,0
3,9,10,1,2007,21,0,0
2,9,17,2,2004,0,1,0
7,2,15,7,2007,22,7,0
6,2,5,11,2011,23,30,0
3,5,8,2,2012,2,58,0
7,8,17,12,2006,12,59,0
5,2,28,1,2011,13,48,0
4,6,24,3,2005,21,0,0
5,2,23,7,2004,15,0,0
4,5,12,1,2006,9,0,0
3,5,21,1,2009,10,20,0
4,1,15,12,2005,16,30,0
3,4,4,2,2015,9,30,0
2,6,10,6,2008,4,25,0
7,8,16,1,2005,13,15,0
5,6,2,7,2010,14,0,0
5,3,17,9,2004,16,0,0
1,1,3,9,2012,0,19,0
3,8,27,7,2011,13,0,0
5,7,30,5,2008,17,0,0
2,2,3,2,2015,10,15,0
7,8,17,12,2006,12,0,0
6,10,20,9,2008,16,20,0
3,4,27,7,2011,22,0,0
1,4,20,8,2012,19,0,0
1,4,1,9,2003,23,42,0
5,3,31,5,2013,15,30,0
4,8,12,1,2006,14,0,0
6,5,23,4,2011,12,0,0
5,3,23,4,2010,11,30,0
3,1,19,4,2006,7,0,0
4,4,18,3,2004,18,35,0
2,3,27,5,2014,2,20,0
5,2,18,10,2013,17,30,0
1,5,20,7,2009,10,0,0
3,5,20,9,2006,13,15,0
6,2,20,4,2013,22,5,0
5,3,7,3,2014,10,45,0
2,2,1,10,2013,0,1,0
3,1,1,10,2003,22,0,0
4,7,6,3,2008,13,30,0
2,2,1,6,2010,4,39,0
6,7,25,8,2012,12,0,0
7,7,26,2,2006,15,17,0
1,3,20,1,2014,14,10,0
6,8,10,1,2009,12,0,0
1,7,4,8,2003,8,23,0
2,10,14,10,2014,14,30,0
5,10,2,7,2010,15,30,0
2,6,23,12,2014,11,17,0
3,8,3,5,2006,23,57,0
1,3,6,3,2006,17,0,0
6,1,1,6,2013,13,30,0
1,2,21,2,2011,16,30,0
4,8,5,9,2013,12,30,0
2,4,2,5,2006,18,0,0
7,1,27,2,2011,10,0,0
4,1,4,10,2012,17,30,0
3,3,14,12,2005,23,36,0
3,4,17,10,2007,8,22,0
4,2,22,2,2007,12,0,0
2,5,7,1,2003,6,30,0
3,5,1,4,2009,10,0,0
2,3,18,9,2007,19,0,0
3,5,5,3,2014,21,50,0
4,1,5,5,2011,2,32,0
6,4,3,7,2010,0,55,0
7,9,27,6,2004,15,3,0
3,10,2,4,2008,23,30,0
7,2,4,5,2008,1,37,0
4,5,25,3,2010,18,0,0
4,2,29,7,2010,23,11,0
7,2,10,2,2013,0,32,0
3,2,2,4,2014,7,12,0
6,8,22,10,2011,1,32,0
1,5,16,10,2006,7,45,0
5,3,18,5,2007,14,0,0
6,4,13,2,2010,10,0,0
3,3,29,10,2014,21,35,0
2,9,18,3,2003,9,0,0
6,10,9,2,2008,20,45,0
5,4,15,1,2010,8,26,0
6,3,21,2,2009,17,41,0
5,1,29,6,2007,15,27,0
1,2,20,7,2009,15,40,0
2,2,10,6,2008,14,20,0
2,3,30,9,2003,10,15,0
4,7,4,3,2004,18,30,0
3,2,28,11,2007,23,0,0
7,2,9,10,2005,21,15,0
2,2,22,3,2005,19,23,0
3,3,28,5,2008,17,11,0
6,6,25,1,2014,9,57,0
1,10,15,9,2003,15,17,0
3,3,8,1,2003,15,56,0
4,8,22,2,2007,9,20,0
4,10,17,4,2014,15,55,0
2,3,31,3,2015,16,0,0
4,5,23,9,2010,16,30,0
3,7,14,10,2009,17,30,0
7,7,4,5,2003,16,46,0
1,1,3,3,2003,10,0,0
3,2,20,4,2011,15,11,0
6,1,10,3,2007,9,15,0
4,8,24,7,2008,16,22,0
6,8,21,4,2012,21,0,0
4,2,8,9,2005,19,35,0
1,9,6,9,2010,1,4,0
2,5,20,1,2009,12,15,0
4,1,12,6,2008,20,30,0
5,4,31,10,2014,14,0,0
4,9,19,4,2007,16,4,0
7,6,25,1,2004,8,43,0
5,4,29,10,2004,2,0,0
1,10,19,9,2011,14,9,0
2,5,29,11,2011,12,0,0
6,2,19,4,2003,10,0,0
5,4,18,9,2009,19,45,0
5,2,8,2,2013,17,0,0
3,8,12,7,2006,9,30,0
3,1,27,6,2007,23,45,0
5,8,27,6,2003,16,0,0
4,2,12,6,2014,11,30,0
5,4,15,11,2013,16,0,0
1,8,23,8,2010,3,0,0
4,10,2,10,2003,18,0,0
5,8,25,6,2004,20,24,0
4,5,10,6,2004,22,0,0
4,8,2,9,2004,21,30,0
3,4,9,1,2008,16,15,0
1,8,20,2,2012,20,30,0
3,4,7,1,2015,12,0,0
2,10,29,11,2005,20,30,0
7,10,4,11,2007,22,0,0
2,5,24,6,2008,16,35,0
4,6,9,1,2014,11,34,0
6,1,11,9,2010,17,5,0
1,7,2,4,2012,23,0,0
4,1,22,7,2004,16,16,0
1,1,21,7,2014,22,15,0
6,2,17,7,2010,0,55,0
1,2,16,2,2009,17,0,0
6,5,1,11,2008,2,50,0
1,2,14,9,2009,18,34,0
5,6,25,1,2008,17,0,0
6,8,8,3,2008,11,0,0
5,1,1,7,2011,0,1,0
4,6,18,9,2008,8,20,0
3,6,6,8,2003,20,30,0
1,3,15,9,2003,6,0,0
5,5,28,12,2012,12,0,0
1,2,31,10,2011,0,1,0
3,10,25,1,2012,18,50,0
1,3,6,1,2003,11,0,0
4,4,7,10,2010,15,44,0
7,3,9,3,2003,9,6,0
6,2,3,10,2009,11,30,0
4,3,23,8,2012,8,30,0
7,1,9,2,2003,10,50,0
7,6,9,5,2010,20,0,0
6,10,29,6,2013,20,37,0
3,8,17,9,2014,0,1,0
6,5,16,6,2007,22,34,0
4,2,18,10,2012,0,5,0
2,9,4,2,2014,21,39,0
2,5,3,8,2004,0,52,0
4,7,19,5,2005,19,30,0
1,3,24,11,2014,13,0,0
5,4,27,7,2007,10,50,0
5,7,30,4,2004,20,30,0
3,2,22,8,2007,11,39,0
4,2,19,5,2011,12,51,0
2,5,3,8,2004,14,14,0
1,8,12,10,2009,21,15,0
4,8,19,4,2007,22,3,0
4,9,5,4,2012,14,30,0
6,6,21,5,2005,7,3,0
6,6,22,9,2012,22,0,0
4,4,5,2,2015,14,51,0
1,2,1,9,2003,9,2,0
4,2,29,10,2009,19,30,0
4,8,9,1,2003,16,10,0
2,5,24,6,2014,21,0,0
4,2,18,3,2004,7,0,0
6,4,2,6,2007,0,1,0
4,7,5,3,2015,3,41,0
4,1,22,3,2012,15,50,0
2,3,24,11,2009,17,0,0
3,2,10,8,2005,17,0,0
3,3,4,2,2004,18,30,0
7,4,26,2,2012,17,0,0
4,2,24,6,2004,4,42,0
2,6,8,1,2013,16,29,0
6,4,15,11,2008,0,1,0
6,2,27,3,2010,23,30,0
5,4,14,11,2014,21,0,0
7,3,13,6,2004,18,0,0
6,3,17,4,2004,13,0,0
6,4,8,5,2010,23,45,0
6,6,14,8,2010,23,0,0
4,3,7,3,2013,11,0,0
3,10,9,3,2005,0,1,0
5,2,12,11,2004,21,41,0
1,2,17,4,2006,10,42,0
4,7,15,4,2004,7,50,0
4,7,15,5,2003,3,20,0
6,3,10,3,2007,13,38,0
4,9,20,3,2014,23,30,0
4,3,19,8,2004,16,0,0
2,2,15,4,2003,0,1,0
3,3,19,5,2010,12,40,0
3,1,28,6,2006,22,32,0
2,7,12,11,2013,12,20,0
5,7,2,11,2012,23,0,0
5,1,24,1,2014,20,34,0
7,8,19,10,2003,20,30,0
3,2,20,8,2008,8,8,0
7,5,19,4,2009,21,5,0
2,5,21,1,2003,18,0,0
4,1,29,5,2003,6,30,0
7,1,14,12,2014,1,0,0
5,4,25,2,2011,19,30,0
1,5,4,3,2013,8,0,0
6,4,4,6,2011,1,23,0
6,8,7,9,2013,19,0,0
4,9,24,1,2008,14,0,0
3,10,14,5,2014,16,37,0
6,4,18,9,2004,16,30,0
1,3,29,11,2010,16,0,0
7,5,31,10,2004,23,45,0
7,2,12,12,2004,19,0,0
4,5,4,11,2010,18,42,0
6,1,20,9,2003,9,40,0
1,5,13,9,2004,11,22,0
2,4,18,3,2014,16,27,0
7,5,5,11,2006,3,31,0
5,1,14,7,2006,19,0,0
7,5,27,1,2013,3,0,0
2,2,26,6,2012,10,54,0
5,4,7,4,2006,20,40,0
5,10,1,7,2005,21,8,0
5,5,7,2,2003,6,30,0
2,10,2,9,2008,14,30,0
6,5,30,6,2012,16,29,0
1,1,17,4,2006,21,15,0
4,5,25,2,2010,21,0,0
3,5,13,5,2009,23,0,0
4,6,30,4,2015,2,0,0
5,6,20,4,2007,16,0,0
5,2,16,5,2008,9,0,0
1,10,15,9,2014,21,55,0
5,10,10,2,2012,6,48,0
1,10,23,6,2003,14,30,0
2,8,9,12,2008,6,45,0
6,7,21,4,2007,10,21,0
4,1,1,7,2010,21,32,0
7,8,10,10,2010,19,37,0
1,1,26,11,2012,0,10,0
5,4,5,9,2014,1,5,0
6,7,17,5,2003,22,55,0
3,6,7,4,2010,21,40,0
4,2,28,10,2004,18,0,0
4,8,17,4,2008,23,30,0
7,3,9,3,2014,8,30,0
5,9,23,1,2004,23,0,0
3,1,21,1,2015,16,0,0
5,2,28,1,2011,2,30,0
1,2,15,10,2007,14,0,0
7,5,27,3,2005,1,2,0
6,2,30,6,2007,19,40,0
2,4,5,2,2013,22,0,0
2,5,22,1,2013,15,21,0
1,8,9,11,2009,17,55,0
5,1,13,6,2008,23,30,0
2,3,27,7,2010,22,33,0
5,5,9,9,2011,11,30,0
3,5,9,7,2014,17,0,0
1,5,16,10,2006,20,0,0
5,2,5,5,2006,18,14,0
7,3,19,11,2006,19,5,0
4,6,20,10,2011,13,0,0
6,4,4,10,2008,22,0,0
5,1,25,8,2006,17,0,0
4,7,6,9,2007,17,30,0
5,4,28,7,2006,23,0,0
1,4,12,6,2006,19,0,0
5,9,22,8,2003,22,33,0
6,5,15,11,2014,1,15,0
2,5,11,1,2005,14,0,0
6,1,10,3,2007,1,33,0
5,3,14,12,2012,6,46,0
3,4,12,12,2012,17,40,0
7,2,18,11,2012,3,30,0
4,2,24,12,2009,18,40,0
2,1,21,2,2006,16,50,0
7,4,17,10,2004,21,23,0
2,3,18,8,2009,13,7,0
5,2,27,7,2007,19,0,0
5,5,19,10,2007,23,0,0
2,1,8,8,2006,11,25,0
7,5,1,1,2006,17,44,0
5,5,18,5,2007,10,0,0
6,2,19,11,2011,19,0,0
1,10,1,9,2003,16,30,0
1,8,29,4,2013,16,22,0
2,2,3,3,2015,13,50,0
7,3,4,4,2004,16,30,0
4,10,30,10,2003,19,0,0
5,6,29,10,2004,19,30,0
7,8,3,5,2015,18,0,0
7,5,30,12,2007,12,0,0
7,4,11,7,2004,19,20,0
2,1,13,4,2004,7,45,0
3,4,13,1,2010,20,45,0
3,6,13,1,2010,15,30,0
3,4,11,11,2009,3,0,0
7,10,28,3,2010,21,17,0
3,4,4,3,2015,11,30,0
3,3,3,3,2004,19,15,0
7,4,7,9,2008,9,0,0
5,2,4,10,2013,14,42,0
1,6,17,4,2006,20,0,0
5,6,4,4,2003,16,0,0
3,1,6,2,2013,14,30,0
3,7,7,1,2009,19,0,0
6,2,17,10,2009,9,43,0
1,7,11,7,2005,8,3,0
6,3,20,5,2006,17,33,0
6,10,24,3,2007,22,19,0
6,1,10,9,2011,12,0,0
3,1,5,3,2008,19,5,0
5,9,16,5,2008,23,45,0
1,1,13,10,2014,10,8,0
4,8,26,8,2010,19,0,0
5,7,30,11,2007,9,0,0
3,5,29,6,2011,12,30,0
4,4,30,6,2005,10,0,0
6,8,25,12,2004,23,0,0
5,5,4,4,2003,17,45,0
7,3,15,12,2013,17,42,0
4,2,1,12,2011,0,1,0
6,7,21,2,2015,13,30,0
5,3,9,9,2005,9,39,0
3,3,26,7,2006,9,25,0
2,10,6,1,2009,15,7,0
4,2,11,3,2010,11,18,0
3,1,25,6,2003,22,20,0
7,2,18,5,2003,15,0,0
1,2,12,11,2012,13,0,0
3,4,26,5,2004,12,44,0
3,1,22,1,2014,19,10,0
5,7,25,3,2011,0,1,0
5,7,1,11,2013,0,58,0
7,6,15,8,2010,1,6,0
3,4,30,5,2012,18,2,0
5,7,10,2,2012,22,32,0
7,2,8,5,2005,15,10,0
5,3,4,11,2011,18,0,0
6,6,16,12,2006,19,30,0
7,4,16,6,2013,4,0,0
5,4,8,4,2005,10,0,0
7,2,24,8,2003,18,30,0
5,3,14,11,2014,21,32,0
2,10,10,11,2009,7,30,0
3,7,26,5,2004,19,35,0
6,9,6,3,2004,22,0,0
7,4,7,4,2013,12,20,0
7,8,29,7,2012,17,16,0
7,1,25,3,2012,18,44,0
7,1,30,11,2008,6,0,0
6,6,3,12,2011,1,59,0
5,9,20,8,2004,12,0,0
7,10,12,7,2009,23,53,0
2,4,23,11,2004,23,18,0
7,4,17,7,2005,13,53,0
7,5,23,3,2014,17,20,0
4,8,3,6,2010,8,46,0
6,3,29,7,2006,18,50,0
6,10,10,3,2007,22,40,0
7,1,19,6,2005,16,0,0
3,2,15,9,2004,9,0,0
5,4,24,7,2009,0,30,0
1,8,22,12,2014,1,0,0
3,6,25,6,2003,15,0,0
1,9,29,11,2010,16,15,0
4,10,14,5,2009,22,6,0
4,9,28,7,2011,4,15,0
5,4,2,12,2005,17,48,0
3,8,20,8,2003,11,37,0
7,4,6,6,2010,18,40,0
1,4,14,10,2013,2,55,0
1,3,14,4,2014,23,36,0
2,1,6,3,2007,13,30,0
6,1,25,3,2006,23,58,0
2,2,4,5,2010,19,17,0
1,3,26,5,2014,22,12,0
3,2,23,3,2005,8,10,0
2,4,27,12,2011,22,15,0
1,5,24,7,2006,7,0,0
2,5,12,10,2004,16,10,0
1,8,21,6,2004,18,53,0
2,2,8,7,2008,9,0,0
2,2,29,4,2008,21,0,0
1,10,3,9,2007,20,30,0
5,3,23,3,2007,9,12,0
5,3,30,5,2003,21,30,0
7,2,7,11,2010,2,30,0
2,10,11,12,2012,5,48,0
7,2,26,2,2006,9,0,0
6,7,10,9,2011,23,0,0
1,4,4,2,2008,8,0,0
3,8,16,11,2005,22,0,0
6,7,13,7,2013,18,0,0
3,3,15,4,2015,0,1,0
1,3,3,5,2010,11,30,0
7,1,12,9,2010,17,30,0
3,3,17,4,2013,19,45,0
3,10,9,7,2014,17,0,0
4,1,19,2,2009,16,20,0
5,1,24,3,2006,15,43,0
1,5,30,10,2006,12,40,0
4,5,29,10,2009,12,37,0
4,8,27,12,2007,9,0,0
2,1,14,4,2009,11,35,0
4,1,15,11,2012,0,1,0
1,4,24,11,2014,13,13,0
2,10,16,9,2008,7,4,0
3,9,1,4,2009,0,1,0
3,8,24,12,2003,20,22,0
7,5,15,8,2010,14,0,0
2,7,21,2,2012,9,40,0
1,8,29,5,2006,12,0,0
4,8,20,3,2014,22,24,0
1,5,29,10,2012,0,1,0
2,5,16,9,2003,3,0,0
7,5,7,10,2012,14,45,0
7,8,30,1,2005,8,15,0
3,6,29,9,2004,15,30,0
4,4,10,7,2008,16,10,0
2,10,9,7,2013,15,10,0
1,4,20,8,2007,9,55,0
5,10,23,9,2005,11,45,0
2,9,4,3,2003,11,13,0
3,4,27,12,2006,10,18,0
2,2,30,9,2008,15,45,0
4,2,5,8,2004,20,30,0
3,8,15,12,2010,21,37,0
1,7,22,3,2010,19,30,0
1,2,26,12,2011,9,40,0
3,10,18,3,2015,8,45,0
4,4,23,7,2009,6,35,0
2,4,12,1,2010,9,53,0
5,8,10,1,2014,3,0,0
5,6,15,12,2006,12,0,0
2,7,23,12,2008,9,0,0
4,2,9,2,2006,7,10,0
4,2,7,8,2014,2,45,0
2,9,17,5,2005,12,5,0
1,2,27,11,2006,20,10,0
1,2,3,3,2008,8,45,0
1,1,21,7,2008,11,30,0
2,5,19,3,2013,12,55,0
1,8,10,11,2003,17,9,0
3,2,22,2,2012,10,23,0
2,1,24,8,2010,16,0,0
3,2,18,10,2006,18,50,0
4,10,29,6,2006,11,35,0
2,3,27,5,2014,23,0,0
3,5,21,3,2012,19,5,0
5,9,28,5,2004,19,5,0
3,5,18,9,2013,21,40,0
5,10,26,3,2010,11,36,0
6,10,11,8,2007,20,49,0
2,2,5,4,2011,16,0,0
7,3,27,2,2005,16,20,0
2,4,31,10,2006,22,45,0
7,4,3,5,2015,21,0,0
4,6,21,8,2003,10,57,0
1,3,11,1,2010,18,0,0
3,4,26,1,2011,8,6,0
6,4,12,1,2013,17,30,0
5,3,30,11,2012,22,40,0
3,5,21,1,2015,0,1,0
2,1,18,2,2014,9,0,0
1,4,21,7,2003,15,0,0
3,5,9,3,2011,12,0,0
6,3,13,11,2004,20,15,0
3,5,11,11,2009,11,30,0
1,4,5,3,2007,6,0,0
5,5,28,11,2014,16,40,0
5,10,21,10,2011,17,25,0
6,5,13,11,2004,16,0,0
6,4,13,8,2011,12,58,0
7,2,5,12,2010,10,18,0
1,1,30,4,2012,17,30,0
7,6,4,6,2006,4,43,0
6,5,18,9,2004,15,0,0
1,1,18,8,2003,17,0,0
2,8,31,5,2005,14,22,0
6,10,3,5,2008,18,29,0
2,5,18,3,2008,18,50,0
2,2,24,8,2010,17,45,0
4,5,21,4,2005,10,0,0
5,3,23,3,2007,23,0,0
2,2,5,8,2008,10,0,0
4,7,12,1,2012,13,30,0
2,2,10,8,2010,15,24,0
6,4,12,8,2006,14,0,0
3,4,11,6,2003,15,0,0
2,5,25,1,2011,6,30,0
4,2,20,3,2008,20,15,0
5,4,1,5,2009,0,1,0
2,4,23,12,2003,6,0,0
6,2,3,12,2005,23,45,0
7,4,19,6,2011,1,30,0
3,5,29,4,2015,0,1,0
4,2,27,6,2013,10,0,0
4,7,26,6,2008,4,0,0
1,5,10,7,2006,7,50,0
1,10,22,12,2014,13,49,0
3,4,21,9,2011,11,49,0
5,10,2,11,2007,10,30,0
1,4,17,4,2006,3,0,0
3,1,28,6,2006,19,30,0
7,5,12,2,2006,18,51,0
1,2,29,10,2007,19,5,0
6,2,12,2,2005,0,1,0
6,10,13,7,2013,12,15,0
7,3,23,2,2014,13,10,0
6,2,12,3,2005,7,30,0
2,4,21,8,2012,10,0,0
4,7,30,6,2005,18,30,0
4,9,20,3,2014,16,0,0
2,2,22,8,2006,19,23,0
3,8,17,5,2006,19,30,0
3,4,15,10,2014,16,7,0
3,8,14,5,2008,14,14,0
2,6,4,3,2003,7,30,0
6,10,15,7,2006,10,0,0
5,6,11,7,2003,15,0,0
2,9,24,6,2003,3,35,0
7,4,8,4,2007,16,0,0
7,2,20,11,2005,17,58,0
6,4,30,7,2005,1,30,0
1,5,10,1,2005,5,10,0
2,2,18,8,2009,16,25,0
2,5,9,8,2005,8,45,0
2,3,16,11,2010,21,45,0
2,3,27,4,2004,19,30,0
2,2,28,9,2004,10,6,0
4,5,5,3,2009,1,0,0
3,7,13,7,2005,14,30,0
2,5,21,2,2006,23,0,0
3,3,4,2,2009,12,30,0
1,2,25,1,2010,0,37,0
7,4,31,7,2005,13,15,0
5,8,2,12,2011,22,9,0
4,2,30,6,2005,7,50,0
5,1,12,8,2011,13,53,0
7,4,14,12,2003,5,0,0
5,1,8,10,2010,0,1,0
2,4,17,8,2004,12,0,0
5,4,3,4,2009,10,38,0
1,1,2,4,2007,0,1,0
7,2,3,11,2013,23,45,0
3,3,9,6,2004,2,25,0
4,6,8,3,2012,20,30,0
5,1,19,11,2010,21,0,0
1,4,19,9,2005,10,15,0
1,2,3,10,2011,0,50,0
1,1,11,6,2012,19,0,0
4,2,9,8,2007,0,37,0
5,4,4,11,2011,23,0,0
2,2,8,6,2004,22,0,0
7,2,23,2,2014,21,32,0
5,4,22,2,2013,17,50,0
2,4,28,12,2010,20,47,0
5,8,11,3,2011,9,0,0
2,10,17,4,2012,18,38,0
7,2,13,1,2008,16,0,0
5,6,22,4,2011,12,0,0
7,2,30,6,2013,16,5,0
2,10,29,4,2003,18,50,0
5,8,19,9,2003,8,0,0
6,1,25,1,2014,9,0,0
3,8,9,12,2009,4,39,0
7,2,20,5,2012,22,27,0
1,2,12,12,2011,12,25,0
6,5,3,5,2003,16,3,0
3,1,11,6,2014,15,51,0
4,10,1,5,2014,14,21,0
7,4,8,3,2015,14,52,0
1,3,22,11,2004,15,50,0
7,10,21,9,2014,0,1,0
7,9,16,1,2005,11,30,0
5,10,13,12,2013,15,54,0
6,1,12,2,2011,9,50,0
3,1,27,7,2011,15,30,0
1,3,16,5,2011,15,36,0
5,3,12,3,2010,12,44,0
2,2,5,3,2013,19,7,0
7,8,15,1,2006,16,44,0
7,2,10,8,2003,17,30,0
3,1,14,11,2007,8,45,0
5,1,15,7,2005,15,0,0
7,2,22,9,2013,2,0,0
5,5,14,11,2008,17,0,0
4,4,29,5,2014,12,0,0
2,2,30,5,2006,14,21,0
2,2,20,7,2004,11,30,0
5,2,3,10,2014,14,45,0
2,7,5,8,2014,12,20,0
3,4,6,8,2008,20,30,0
6,5,4,12,2010,17,3,0
7,3,30,1,2005,10,30,0
6,2,19,4,2003,21,25,0
6,5,26,7,2008,23,30,0
4,2,18,9,2008,15,5,0
5,4,5,5,2006,21,15,0
2,3,23,8,2005,6,50,0
3,4,25,6,2003,7,25,0
2,5,13,11,2012,18,0,0
5,6,24,12,2004,4,31,0
4,2,3,10,2013,13,10,0
2,2,23,8,2011,20,0,0
1,5,13,11,2006,23,50,0
2,4,26,6,2007,23,43,0
6,2,10,8,2013,12,0,0
6,1,28,8,2010,11,18,0
7,1,19,10,2008,20,30,0
1,2,29,4,2013,19,35,0
5,2,25,6,2004,2,23,0
2,6,11,7,2006,11,59,0
3,9,9,7,2003,20,0,0
2,4,11,7,2006,14,0,0
3,8,13,10,2004,12,0,0
6,2,13,7,2013,0,45,0
1,4,24,12,2007,1,0,0
1,9,16,2,2009,13,30,0
5,4,22,3,2013,16,40,0
2,8,7,3,2006,21,0,0
7,5,22,9,2013,7,20,0
7,2,5,6,2011,20,45,0
2,2,25,12,2007,16,15,0
7,4,21,11,2010,19,40,0
5,8,27,1,2006,17,0,0
1,10,27,12,2010,17,40,0
2,6,28,5,2013,12,19,0
6,4,5,4,2003,12,50,0
6,5,6,10,2007,10,26,0
7,3,5,4,2015,21,55,0
4,4,10,1,2013,11,53,0
7,9,23,2,2003,18,30,0
4,4,8,7,2004,1,10,0
1,9,17,5,2010,14,43,0
4,2,10,7,2008,9,0,0
3,3,28,12,2011,11,12,0
1,8,22,8,2011,10,45,0
4,6,7,2,2013,6,49,0
3,3,11,7,2012,8,0,0
6,9,19,4,2008,3,25,0
3,8,5,8,2009,0,15,0
1,3,14,11,2005,7,30,0
4,10,12,11,2009,14,30,0
6,8,6,10,2012,17,5,0
3,8,3,5,2006,20,0,0
1,9,4,10,2010,18,0,0
7,1,30,11,2014,15,0,0
6,2,19,11,2005,0,45,0
2,3,28,10,2014,7,41,0
1,10,17,10,2005,21,35,0
5,5,2,11,2012,3,52,0
3,10,2,5,2012,8,30,0
5,8,2,5,2003,17,0,0
6,2,12,1,2008,2,38,0
4,4,7,4,2005,16,45,0
1,4,22,12,2003,13,0,0
4,9,3,11,2005,21,0,0
3,1,14,5,2014,13,0,0
4,4,7,4,2011,18,30,0
1,5,8,8,2005,15,0,0
6,8,17,5,2008,16,0,0
2,10,18,3,2008,10,0,0
6,1,25,3,2006,19,21,0
1,10,6,1,2014,14,40,0
3,1,25,6,2003,16,45,0
6,3,9,2,2008,1,6,0
5,2,3,10,2003,22,37,0
2,2,16,11,2010,0,1,0
2,2,18,3,2014,19,30,0
4,8,11,11,2004,8,0,0
2,4,6,1,2015,4,4,0
4,9,5,4,2007,17,0,0
5,10,7,10,2011,11,30,0
7,7,25,9,2011,11,50,0
7,5,4,5,2014,12,45,0
2,8,4,10,2005,17,30,0
3,7,9,8,2006,8,30,0
