"day","location","date","month","year","hour","min","ARSON"
6,2,8,3,2003,18,32,0
5,4,24,2,2012,11,5,0
2,8,15,4,2008,8,0,0
2,2,7,8,2007,10,25,0
1,6,31,5,2010,1,30,0
6,4,18,10,2008,7,0,0
1,10,13,11,2006,21,0,0
3,4,6,4,2011,19,45,0
2,5,16,3,2004,16,3,0
7,10,16,11,2008,11,30,0
2,4,6,3,2012,9,0,0
6,1,10,1,2015,18,0,0
6,4,6,3,2004,19,5,0
5,6,13,12,2013,13,0,0
5,4,7,10,2011,10,30,0
3,2,24,2,2010,11,45,0
1,1,27,10,2003,12,0,0
6,1,5,5,2012,21,28,0
1,5,6,8,2007,13,15,0
7,2,5,11,2006,12,32,0
1,9,1,10,2007,8,55,0
2,3,8,2,2005,6,0,0
2,3,17,2,2004,17,13,0
5,5,16,12,2011,12,50,0
7,3,16,7,2006,13,28,0
1,4,30,10,2006,15,45,0
4,1,5,5,2005,4,0,0
5,2,9,9,2005,8,0,0
6,8,5,10,2013,11,15,0
2,8,16,10,2007,11,45,0
1,6,17,8,2009,19,1,0
5,4,22,8,2014,18,55,0
3,8,1,4,2009,18,0,0
3,8,9,8,2006,11,47,0
4,9,24,2,2005,17,0,0
5,4,3,12,2010,19,25,0
1,8,29,10,2007,1,0,0
1,2,5,8,2013,16,0,0
7,8,1,1,2006,22,50,0
1,8,18,8,2014,18,36,0
6,4,18,9,2004,17,0,0
5,2,10,8,2012,18,30,0
7,10,15,1,2006,8,50,0
7,5,7,9,2008,11,0,0
5,6,12,12,2008,14,0,0
3,2,9,12,2009,18,0,0
4,9,3,11,2011,4,5,0
2,1,17,9,2013,18,47,0
2,6,6,9,2005,7,0,0
6,3,29,12,2007,15,45,0
5,5,11,12,2009,14,35,0
6,2,4,10,2008,21,15,0
1,10,30,10,2006,9,30,0
1,3,6,9,2010,2,49,0
4,4,12,6,2003,15,45,0
2,3,29,4,2014,0,26,0
1,5,23,7,2012,20,30,0
7,5,5,9,2004,17,45,0
2,5,21,8,2007,22,30,0
5,8,15,7,2011,0,1,0
4,2,13,6,2013,15,28,0
7,5,23,3,2003,3,8,0
1,10,26,6,2006,9,55,0
5,3,22,8,2014,17,8,0
5,8,28,1,2005,20,15,0
6,4,8,2,2003,2,51,0
5,5,11,2,2005,10,0,0
6,1,26,7,2008,11,30,0
5,9,4,11,2005,19,0,0
1,2,5,1,2015,17,55,0
1,5,19,9,2011,20,0,0
1,2,5,7,2004,8,0,0
7,1,18,5,2008,22,29,0
6,3,29,6,2013,9,30,0
7,4,4,11,2012,0,39,0
7,8,29,7,2012,1,0,0
1,5,5,1,2015,14,28,0
7,5,17,10,2004,9,6,0
6,3,30,7,2011,0,5,0
7,4,17,10,2004,8,54,0
1,9,6,2,2006,15,45,0
7,3,13,6,2004,22,30,0
6,10,5,5,2007,13,35,0
3,10,12,6,2013,16,38,0
4,4,19,2,2004,15,59,0
4,8,29,11,2012,16,57,0
3,2,23,3,2011,16,0,0
5,5,11,12,2009,11,0,0
2,1,4,3,2014,23,0,0
7,3,21,4,2013,21,0,0
4,9,7,4,2005,22,30,0
2,9,22,3,2005,0,30,0
3,3,25,6,2014,9,15,0
1,9,25,6,2012,14,30,0
5,2,30,12,2005,11,0,0
3,1,21,3,2012,2,14,0
6,5,31,12,2011,6,14,0
4,4,24,8,2006,13,0,0
3,5,19,9,2012,9,35,0
3,2,24,3,2010,15,32,0
3,3,8,12,2004,6,15,0
7,9,31,7,2005,15,0,0
3,5,16,4,2008,17,0,0
5,2,3,4,2009,9,30,0
3,2,20,8,2014,16,54,0
2,4,31,5,2005,21,0,0
1,6,10,5,2004,3,59,0
7,8,21,10,2007,18,59,0
2,10,11,5,2004,12,40,0
2,5,22,6,2004,22,27,0
1,3,30,9,2013,18,55,0
1,1,12,4,2004,10,0,0
2,3,25,12,2007,16,45,0
4,3,30,11,2006,10,50,0
7,2,11,7,2004,20,30,0
4,10,10,1,2013,7,7,0
4,10,22,1,2004,16,5,0
1,7,12,4,2004,11,59,0
2,3,22,2,2011,8,0,0
4,9,8,4,2010,7,50,0
5,1,27,7,2012,9,8,0
1,5,2,4,2007,19,24,0
5,1,2,11,2012,17,0,0
7,2,15,6,2003,10,0,0
1,3,22,7,2013,0,37,0
2,1,18,10,2011,1,0,0
4,1,20,2,2003,14,0,0
3,1,25,1,2006,19,0,0
5,10,19,10,2007,15,50,0
5,5,25,2,2011,22,25,0
2,5,2,10,2012,20,35,0
1,3,14,5,2012,17,0,0
4,6,10,1,2013,14,44,0
1,10,1,4,2013,15,12,0
2,2,9,7,2013,18,31,0
7,2,11,4,2010,0,30,0
3,3,6,3,2013,19,13,0
7,2,6,5,2007,9,15,0
5,9,14,1,2011,11,30,0
6,9,5,6,2010,19,0,0
7,4,21,5,2006,17,44,0
7,3,6,11,2011,10,15,0
3,4,30,5,2007,9,31,0
4,2,1,5,2008,14,30,0
5,5,22,4,2005,19,0,0
1,2,14,6,2010,11,30,0
6,1,23,8,2014,23,15,0
4,3,8,2,2007,18,30,0
4,2,26,11,2009,20,0,0
6,2,17,4,2004,23,45,0
5,6,7,2,2003,9,47,0
3,5,17,11,2010,16,10,0
2,2,29,9,2009,21,0,0
3,9,21,9,2005,15,15,0
2,5,14,12,2010,0,1,0
2,9,28,10,2008,1,8,0
7,1,22,3,2015,3,15,0
1,2,29,10,2007,10,20,0
1,6,21,7,2003,12,0,0
5,7,16,5,2014,18,0,0
3,3,21,1,2004,10,30,0
5,5,9,9,2011,20,15,0
3,3,24,3,2010,13,28,0
5,7,25,6,2004,23,46,0
6,7,12,2,2005,8,35,0
2,2,21,3,2006,21,57,0
1,2,15,9,2014,17,20,0
5,5,16,7,2010,0,1,0
4,9,9,8,2012,15,30,0
7,2,28,1,2007,8,40,0
5,8,31,10,2003,12,10,0
2,10,13,4,2004,21,30,0
2,3,18,9,2007,17,30,0
6,3,14,7,2007,9,0,0
6,2,26,2,2005,2,10,0
2,6,13,11,2007,16,40,0
5,5,7,8,2009,6,24,0
7,9,13,1,2008,21,30,0
4,10,3,4,2014,15,15,0
5,3,27,1,2012,20,0,0
4,2,20,10,2011,19,0,0
3,1,16,11,2011,0,1,0
1,2,21,1,2008,11,0,0
1,10,20,8,2007,2,0,0
7,9,17,1,2010,12,53,0
6,3,28,1,2006,0,30,0
4,1,25,8,2011,21,0,0
1,1,4,8,2003,6,0,0
1,10,24,6,2013,23,35,0
2,5,14,4,2009,18,30,0
1,3,7,1,2013,19,0,0
7,9,12,8,2007,6,25,0
3,5,14,4,2004,1,42,0
5,6,7,3,2014,7,48,0
5,8,4,6,2010,18,13,0
7,2,31,12,2006,15,20,0
4,3,1,5,2003,13,0,0
2,4,18,5,2010,12,50,0
2,7,23,3,2010,15,17,0
6,1,14,7,2012,7,45,0
4,4,7,9,2006,2,40,0
7,5,23,3,2008,12,0,0
6,2,6,9,2003,16,35,0
6,5,20,5,2006,20,0,0
2,4,17,2,2004,10,50,0
2,1,27,10,2009,9,0,0
1,10,31,3,2003,16,0,0
1,1,17,10,2011,15,0,0
5,4,12,8,2005,12,0,0
5,6,8,2,2008,14,50,0
1,1,19,8,2013,8,0,0
5,7,2,4,2004,21,0,0
6,3,17,5,2003,13,37,0
4,10,18,5,2006,10,37,0
6,4,18,10,2003,10,0,0
7,8,10,8,2008,1,18,0
1,9,26,4,2004,8,0,0
3,10,4,3,2009,16,45,0
2,3,31,5,2011,18,48,0
5,2,26,8,2005,9,15,0
2,5,21,3,2006,14,25,0
4,9,26,1,2012,5,30,0
1,4,19,3,2007,16,57,0
1,7,16,3,2009,2,0,0
6,2,20,4,2013,14,45,0
4,4,23,3,2006,7,30,0
5,10,22,4,2011,23,15,0
1,2,30,8,2004,0,2,0
2,3,16,3,2004,2,30,0
3,1,25,7,2007,15,42,0
4,2,1,5,2003,19,33,0
5,4,19,9,2008,21,55,0
2,5,14,10,2008,0,1,0
5,2,13,8,2010,23,0,0
6,8,14,6,2014,4,0,0
5,7,30,5,2003,16,50,0
5,2,30,10,2009,20,27,0
2,10,5,8,2014,14,30,0
7,3,17,12,2006,3,0,0
5,4,30,5,2008,12,0,0
2,2,16,9,2008,20,30,0
4,5,20,9,2012,18,2,0
4,8,1,10,2009,7,0,0
5,7,12,2,2010,11,45,0
7,2,25,9,2011,14,24,0
6,1,16,6,2012,15,45,0
1,9,9,1,2006,17,45,0
1,10,18,4,2005,17,14,0
2,4,26,10,2004,8,54,0
3,3,8,9,2010,23,6,0
1,6,8,12,2003,21,0,0
5,1,2,4,2004,11,0,0
1,4,30,4,2012,21,0,0
1,10,29,9,2008,14,45,0
5,2,21,2,2003,12,21,0
5,7,15,12,2006,7,24,0
6,8,16,7,2011,15,30,0
3,10,12,11,2003,14,26,0
4,8,15,11,2007,12,12,0
7,8,1,7,2012,17,0,0
2,9,24,6,2003,15,0,0
2,9,9,3,2010,22,0,0
6,3,20,3,2004,21,30,0
3,3,24,3,2010,16,1,0
7,10,13,6,2004,15,2,0
5,9,15,6,2012,17,27,0
3,8,20,9,2006,16,0,0
3,2,30,10,2013,19,0,0
6,4,4,9,2004,7,39,0
5,2,1,6,2007,10,15,0
3,9,9,1,2013,18,30,0
1,10,24,11,2008,16,40,0
7,4,29,6,2003,15,39,0
3,1,11,6,2008,23,0,0
2,3,23,12,2014,11,30,0
7,8,12,1,2014,22,47,0
6,4,29,11,2008,21,30,0
2,2,24,6,2003,14,0,0
7,4,24,8,2003,11,30,0
3,5,22,2,2006,17,30,0
7,3,4,12,2011,10,0,0
3,2,15,6,2005,11,0,0
3,9,31,10,2007,18,0,0
3,3,16,5,2012,14,0,0
1,9,29,3,2004,17,0,0
5,6,3,10,2014,23,30,0
3,9,20,10,2010,2,31,0
2,6,21,8,2007,5,12,0
2,6,18,10,2011,12,0,0
6,1,31,12,2011,23,30,0
3,2,10,8,2005,22,5,0
5,9,19,11,2010,19,32,0
7,8,5,4,2015,15,0,0
1,3,25,7,2005,20,0,0
7,4,6,10,2013,16,16,0
4,4,10,3,2005,0,10,0
3,10,14,4,2004,6,27,0
5,3,14,12,2012,15,51,0
1,1,28,11,2005,10,40,0
4,1,12,1,2012,16,44,0
1,3,1,5,2006,13,15,0
6,2,16,7,2005,11,30,0
3,2,21,1,2004,13,32,0
5,3,4,4,2008,15,0,0
1,4,10,6,2013,22,41,0
1,10,20,7,2009,15,53,0
4,3,29,4,2004,11,7,0
1,3,24,12,2007,11,15,0
5,3,21,3,2014,6,10,0
7,4,23,10,2011,9,53,0
1,10,5,8,2013,17,3,0
6,5,30,7,2005,15,0,0
5,9,24,8,2007,17,30,0
4,2,12,6,2008,0,1,0
5,1,24,8,2007,16,0,0
4,10,5,5,2005,9,30,0
4,10,4,9,2008,13,0,0
3,1,18,3,2015,19,0,0
7,4,26,8,2012,9,0,0
6,2,24,3,2012,3,45,0
6,5,4,5,2013,23,30,0
1,10,28,4,2014,6,4,0
1,10,26,7,2010,14,50,0
3,2,25,11,2009,1,30,0
6,3,27,12,2008,21,0,0
3,4,26,5,2004,9,31,0
4,6,8,8,2013,22,30,0
5,1,21,2,2014,16,0,0
2,5,18,2,2014,21,30,0
5,8,4,4,2003,16,32,0
6,2,11,2,2006,21,0,0
5,8,27,8,2010,14,43,0
5,10,23,1,2015,22,5,0
1,3,29,10,2012,8,25,0
3,2,23,7,2008,7,0,0
3,2,22,1,2014,17,30,0
2,4,18,3,2008,11,10,0
3,9,12,11,2014,0,1,0
5,2,31,5,2013,14,15,0
7,10,10,4,2011,13,0,0
6,2,18,10,2003,1,55,0
2,2,17,4,2007,6,0,0
7,5,21,9,2008,18,0,0
2,4,9,11,2004,8,45,0
7,5,23,3,2014,13,0,0
5,8,3,12,2010,5,13,0
5,1,10,8,2012,12,20,0
5,4,1,12,2006,22,21,0
3,1,14,12,2011,19,35,0
7,6,19,10,2003,9,15,0
3,4,13,11,2013,10,30,0
3,8,1,10,2003,0,1,0
1,2,30,4,2007,22,42,0
6,1,17,4,2004,12,15,0
1,5,9,11,2009,9,15,0
2,1,2,9,2014,14,30,0
4,4,1,4,2004,18,30,0
2,7,28,12,2010,19,30,0
4,8,30,4,2009,13,50,0
6,2,23,8,2008,18,30,0
4,5,16,6,2011,11,0,0
4,8,29,4,2004,18,57,0
1,2,2,3,2015,0,1,0
2,4,5,2,2008,0,1,0
6,10,23,4,2005,19,29,0
1,8,10,7,2006,11,30,0
5,9,16,7,2010,20,37,0
1,3,7,12,2009,19,0,0
2,8,17,3,2009,5,35,0
5,1,9,9,2011,11,38,0
1,9,12,7,2010,0,25,0
6,1,8,3,2008,1,30,0
5,4,7,5,2010,20,0,0
1,1,16,9,2013,13,0,0
1,5,30,9,2013,21,0,0
6,1,31,5,2008,1,20,0
5,3,25,7,2008,10,0,0
2,10,14,6,2005,16,0,0
7,8,5,6,2011,9,0,0
4,5,9,1,2014,19,0,0
1,8,17,2,2014,21,0,0
2,10,26,7,2005,8,50,0
7,6,14,12,2008,1,10,0
1,3,24,12,2012,13,20,0
3,10,4,10,2006,2,40,0
4,9,6,3,2003,15,14,0
1,1,27,12,2010,19,30,0
4,1,20,9,2012,20,28,0
3,1,30,5,2007,13,30,0
5,3,30,12,2011,19,0,0
5,3,24,1,2014,2,0,0
7,9,26,1,2014,16,20,0
7,4,8,4,2012,22,48,0
5,6,12,12,2014,16,35,0
5,9,16,12,2005,20,43,0
4,4,14,7,2005,11,9,0
5,2,16,11,2007,18,5,0
3,9,6,2,2013,21,30,0
3,9,9,2,2005,17,0,0
6,2,15,1,2005,9,30,0
6,1,14,8,2010,13,32,0
5,8,27,8,2010,3,0,0
6,4,12,8,2006,1,30,0
5,9,2,5,2008,23,0,0
3,10,11,8,2010,17,0,0
2,1,12,10,2004,18,30,0
7,7,29,1,2006,2,17,0
6,8,31,5,2014,2,0,0
5,3,25,3,2011,0,21,0
5,4,7,5,2010,1,50,0
1,2,26,11,2012,19,0,0
6,1,18,4,2015,22,18,0
1,5,18,4,2005,18,0,0
5,8,25,3,2005,23,40,0
1,9,14,11,2011,22,0,0
4,2,26,8,2010,15,4,0
4,1,13,11,2014,23,37,0
3,1,11,7,2007,14,10,0
4,7,14,6,2012,15,30,0
2,4,20,9,2005,18,30,0
6,9,6,9,2008,8,50,0
6,9,15,5,2004,12,20,0
6,3,1,11,2008,0,1,0
7,5,13,3,2011,9,26,0
7,8,25,8,2013,13,29,0
7,2,27,3,2011,3,58,0
6,1,19,5,2012,12,0,0
1,8,27,9,2004,18,50,0
7,1,14,1,2007,1,40,0
1,2,30,5,2005,13,0,0
6,3,11,1,2014,7,0,0
3,5,18,2,2009,12,30,0
2,9,10,11,2009,17,35,0
1,5,28,5,2012,21,0,0
4,4,1,6,2006,18,30,0
6,5,29,11,2003,23,30,0
6,8,4,6,2005,16,0,0
4,4,10,1,2013,20,10,0
1,3,5,1,2009,2,15,0
7,3,7,11,2010,23,36,0
6,10,23,8,2014,16,0,0
2,2,27,11,2007,6,48,0
2,4,28,10,2003,19,7,0
3,4,9,1,2008,19,50,0
7,4,28,12,2014,23,30,0
6,8,9,8,2014,22,30,0
5,7,18,4,2014,10,0,0
4,2,21,2,2013,6,0,0
4,8,13,1,2005,17,30,0
6,9,9,8,2008,0,36,0
5,3,3,10,2014,9,17,0
2,2,1,10,2013,21,10,0
3,10,4,10,2006,18,52,0
1,2,1,10,2012,22,30,0
5,10,11,3,2005,6,0,0
2,10,13,6,2006,19,10,0
2,9,3,10,2006,22,10,0
3,6,22,2,2006,8,22,0
7,1,13,7,2003,16,0,0
5,2,18,11,2011,11,26,0
5,5,11,2,2011,8,0,0
2,10,29,4,2014,13,0,0
7,4,24,4,2011,22,35,0
7,1,20,4,2008,10,51,0
2,10,8,8,2006,0,1,0
6,2,9,8,2003,11,20,0
3,4,7,2,2007,12,55,0
1,2,12,5,2014,19,0,0
1,5,3,10,2005,17,30,0
7,2,4,12,2011,15,26,0
5,1,29,7,2005,19,0,0
2,9,1,5,2012,19,0,0
2,10,1,4,2008,20,30,0
1,4,21,3,2005,7,30,0
4,10,5,4,2012,13,0,0
2,2,26,11,2013,21,30,0
1,10,10,5,2004,19,15,0
1,9,18,2,2008,13,30,0
3,3,16,4,2014,5,50,0
4,2,17,5,2007,23,0,0
4,9,1,5,2003,22,30,0
2,2,23,7,2013,16,30,0
4,9,5,4,2012,10,30,0
2,1,7,2,2006,18,5,0
1,1,27,4,2009,17,30,0
4,4,27,12,2007,6,40,0
3,5,1,4,2015,22,12,0
1,4,21,7,2014,2,12,0
3,7,19,3,2008,20,10,0
7,9,27,3,2011,3,30,0
5,8,7,5,2010,20,30,0
2,10,16,9,2014,9,55,0
2,3,13,5,2014,0,1,0
7,3,12,2,2006,17,57,0
2,2,3,4,2007,11,30,0
5,4,2,5,2003,18,45,0
2,8,5,9,2006,14,55,0
7,2,22,4,2007,13,30,0
7,9,8,10,2006,11,50,0
3,5,2,4,2008,16,15,0
3,2,8,1,2014,0,10,0
2,2,24,6,2008,11,5,0
6,2,21,5,2005,21,15,0
3,6,25,12,2013,16,0,0
7,3,1,1,2006,8,0,0
2,4,11,6,2013,16,45,0
2,6,4,2,2014,7,33,0
4,3,25,3,2010,19,0,0
3,2,7,9,2011,16,21,0
3,8,23,3,2011,20,12,0
3,2,11,6,2008,11,11,0
5,3,16,11,2007,18,10,0
3,10,19,5,2010,1,17,0
3,8,18,2,2009,14,39,0
3,4,21,3,2007,16,5,0
1,8,18,3,2013,18,0,0
1,6,24,1,2005,15,0,0
4,5,29,7,2010,21,30,0
1,2,9,1,2006,10,0,0
4,4,8,1,2004,1,50,0
1,5,2,2,2009,7,15,0
7,4,19,10,2014,23,6,0
5,3,31,10,2008,20,30,0
4,10,20,9,2007,20,0,0
4,9,1,11,2012,12,0,0
2,3,7,2,2012,19,47,0
1,2,2,3,2009,14,48,0
6,6,12,1,2013,0,1,0
5,2,19,4,2013,23,0,0
4,8,15,12,2011,16,55,0
3,9,6,8,2008,7,0,0
5,10,13,8,2010,17,9,0
4,8,6,3,2014,17,30,0
6,4,5,4,2008,9,40,0
7,4,15,12,2013,23,30,0
3,3,8,12,2004,3,8,0
4,5,17,5,2007,7,45,0
4,9,10,2,2011,14,19,0
3,4,9,1,2013,14,45,0
5,1,7,2,2003,10,30,0
4,3,12,7,2012,20,30,0
7,3,26,2,2012,1,40,0
1,9,7,12,2009,22,40,0
5,2,9,4,2010,17,16,0
7,3,12,2,2012,15,5,0
4,3,8,1,2009,21,0,0
1,5,2,10,2006,15,20,0
5,4,4,5,2012,0,1,0
7,8,30,12,2007,18,0,0
2,10,26,6,2012,17,50,0
2,2,18,5,2010,9,0,0
3,5,6,2,2008,12,0,0
3,9,3,10,2007,23,30,0
4,6,16,5,2013,18,35,0
3,2,23,3,2011,5,55,0
7,5,12,7,2009,23,0,0
3,10,12,1,2011,23,33,0
7,2,1,6,2003,2,30,0
1,4,30,10,2006,0,15,0
3,5,4,10,2006,22,34,0
5,8,17,6,2011,10,45,0
7,5,11,7,2004,15,30,0
5,9,20,9,2013,4,51,0
2,2,6,4,2010,9,15,0
7,8,17,6,2012,15,30,0
1,3,16,2,2015,17,49,0
1,3,17,3,2003,18,0,0
2,10,12,12,2006,6,45,0
3,5,9,8,2006,20,0,0
3,10,21,3,2012,15,33,0
1,1,5,4,2010,17,27,0
2,5,21,8,2007,10,30,0
5,6,7,5,2010,23,0,0
4,9,1,12,2011,12,0,0
7,5,17,7,2011,9,0,0
7,10,4,5,2008,14,30,0
6,2,10,1,2009,10,19,0
4,4,2,11,2006,13,50,0
7,10,4,11,2007,18,50,0
3,5,18,10,2006,17,45,0
3,7,2,11,2005,3,5,0
2,8,20,8,2013,16,42,0
2,2,14,6,2005,13,17,0
7,5,3,6,2012,11,35,0
5,8,18,6,2010,0,50,0
2,2,27,6,2006,13,43,0
5,8,21,2,2003,8,0,0
6,7,7,2,2015,21,30,0
4,1,16,12,2010,0,1,0
4,5,27,6,2013,17,15,0
5,4,21,4,2006,7,10,0
1,4,12,10,2009,2,50,0
3,5,30,5,2012,20,24,0
1,2,9,12,2013,18,20,0
3,10,2,11,2005,22,18,0
7,7,11,2,2007,3,41,0
7,7,2,6,2013,19,45,0
3,10,22,2,2012,17,18,0
2,8,23,12,2008,21,25,0
5,8,11,7,2008,23,39,0
7,4,27,7,2014,18,10,0
6,5,30,12,2006,12,0,0
5,5,3,9,2004,8,53,0
1,5,27,10,2008,19,40,0
3,5,20,10,2010,15,0,0
7,2,10,4,2011,15,0,0
3,2,28,12,2005,2,25,0
1,2,23,1,2006,23,30,0
1,3,26,6,2006,22,30,0
4,8,12,7,2012,17,0,0
5,4,28,5,2004,22,20,0
2,1,20,8,2013,4,8,0
1,10,26,10,2009,22,20,0
6,2,20,9,2008,20,30,0
6,1,7,2,2015,20,10,0
1,9,7,1,2008,11,40,0
7,9,19,12,2010,20,0,0
4,5,10,7,2003,6,0,0
1,2,15,10,2012,8,20,0
1,3,17,10,2011,20,16,0
7,7,22,4,2012,14,0,0
1,1,20,1,2003,20,0,0
2,4,19,4,2011,20,0,0
7,2,25,9,2011,16,50,0
4,10,22,3,2012,16,43,0
2,7,5,4,2005,18,30,0
3,4,10,2,2010,22,0,0
1,10,21,2,2005,17,20,0
2,4,30,9,2003,17,0,0
5,1,28,12,2007,21,30,0
5,2,27,1,2006,20,0,0
7,1,25,9,2005,22,30,0
6,6,11,8,2007,21,30,0
6,3,19,4,2014,18,41,0
4,4,12,7,2007,14,0,0
4,2,15,12,2005,19,1,0
7,3,22,8,2004,17,0,0
4,6,15,7,2010,23,30,0
3,5,28,4,2004,2,50,0
3,6,21,8,2013,22,0,0
5,5,1,5,2009,21,45,0
1,5,31,10,2005,19,0,0
5,2,5,4,2013,18,10,0
1,3,9,12,2013,8,26,0
6,9,14,7,2007,21,0,0
6,10,29,1,2005,2,19,0
3,1,17,5,2006,6,40,0
3,4,25,8,2010,22,0,0
6,3,26,12,2009,22,0,0
5,3,25,7,2008,14,30,0
5,5,25,1,2013,22,40,0
3,4,2,6,2010,14,0,0
6,1,21,4,2012,15,29,0
3,7,22,2,2006,21,0,0
7,5,24,3,2013,21,0,0
3,5,2,10,2013,16,22,0
5,6,10,2,2006,10,27,0
4,9,28,7,2005,18,15,0
5,7,7,2,2003,8,30,0
7,9,22,3,2015,1,20,0
2,7,28,10,2014,10,30,0
6,8,13,12,2014,20,35,0
7,9,27,8,2006,15,30,0
7,1,23,4,2006,0,41,0
5,7,10,9,2010,18,20,0
5,6,20,8,2004,0,5,0
3,4,17,10,2012,23,0,0
6,1,22,3,2003,18,30,0
2,5,18,2,2003,21,0,0
3,4,24,7,2013,21,30,0
3,6,29,9,2004,6,0,0
6,7,4,11,2006,21,30,0
2,10,2,3,2004,11,0,0
6,2,1,6,2013,1,10,0
4,1,29,11,2007,10,42,0
3,3,12,7,2006,14,28,0
2,4,21,9,2010,21,15,0
6,1,6,10,2007,18,0,0
1,6,10,1,2005,18,0,0
3,9,28,11,2012,19,0,0
5,7,1,11,2013,0,1,0
5,4,9,4,2010,21,30,0
1,4,17,9,2012,22,30,0
3,6,6,8,2008,1,16,0
6,8,3,5,2008,1,37,0
4,8,31,10,2013,18,0,0
5,5,7,3,2014,2,12,0
4,9,19,5,2005,1,0,0
4,2,15,5,2014,22,15,0
1,8,17,8,2009,23,0,0
4,1,25,8,2011,18,0,0
3,10,17,9,2008,20,0,0
2,8,17,2,2015,9,0,0
1,8,17,9,2012,10,0,0
5,8,5,9,2008,17,0,0
4,4,9,2,2012,17,3,0
5,8,5,4,2013,0,15,0
6,9,29,11,2003,13,33,0
2,4,13,5,2014,20,30,0
1,4,19,3,2012,13,30,0
7,5,16,11,2008,14,0,0
3,1,16,5,2007,17,15,0
2,2,31,5,2011,11,30,0
1,8,17,3,2003,18,30,0
2,9,19,8,2003,18,25,0
6,10,17,11,2007,8,52,0
7,4,6,5,2012,7,35,0
2,2,10,1,2012,14,50,0
4,5,11,7,2013,17,0,0
5,3,18,5,2007,14,0,0
3,8,4,2,2004,12,39,0
4,6,20,5,2010,18,0,0
4,4,22,3,2007,20,40,0
2,8,1,4,2003,19,0,0
2,7,29,11,2005,13,15,0
7,2,11,1,2009,9,0,0
6,4,21,2,2004,1,30,0
5,8,23,1,2004,15,10,0
6,2,16,7,2011,8,30,0
4,4,15,10,2009,2,50,0
2,2,20,3,2012,18,0,0
7,5,7,5,2006,18,0,0
5,8,4,10,2013,5,49,0
7,10,4,11,2012,4,0,0
3,3,2,10,2013,3,0,0
4,2,17,5,2007,21,0,0
6,5,21,2,2015,12,0,0
4,9,9,8,2007,0,20,0
3,10,27,7,2011,0,25,0
3,10,3,9,2014,8,10,0
4,2,20,3,2003,7,30,0
3,5,21,7,2004,12,30,0
5,4,1,6,2012,7,30,0
7,1,5,10,2014,8,15,0
1,6,3,9,2007,15,0,0
5,5,28,6,2013,1,31,0
6,1,3,5,2014,11,30,0
1,4,14,6,2010,11,59,0
3,10,29,6,2005,11,38,0
6,9,31,12,2005,23,50,0
4,10,2,4,2009,7,0,0
6,10,22,3,2003,23,17,0
2,2,11,12,2012,16,30,0
2,2,8,8,2006,9,45,0
3,4,11,7,2007,17,30,0
7,6,3,12,2006,10,20,0
5,5,26,8,2011,3,5,0
7,10,16,1,2005,23,47,0
7,10,9,2,2014,16,19,0
2,2,21,8,2012,0,43,0
5,2,26,3,2010,22,40,0
6,4,19,4,2003,18,14,0
2,6,16,10,2007,9,20,0
2,9,30,10,2012,6,0,0
7,6,23,9,2012,21,0,0
1,2,8,2,2010,9,0,0
4,2,30,11,2006,12,0,0
6,5,31,5,2014,0,45,0
3,3,1,5,2013,10,42,0
6,10,12,1,2008,0,1,0
6,2,25,1,2014,20,56,0
5,9,12,11,2004,0,30,0
5,3,6,2,2015,3,8,0
6,7,13,11,2004,8,0,0
3,2,20,2,2008,21,25,0
6,8,27,1,2007,9,30,0
7,6,21,9,2014,5,16,0
5,4,3,4,2009,10,0,0
3,8,21,9,2011,8,30,0
4,1,28,6,2012,13,30,0
7,2,23,4,2006,17,45,0
2,7,28,10,2014,23,0,0
7,3,3,10,2004,1,40,0
6,10,30,5,2009,17,30,0
6,4,27,8,2005,17,0,0
3,10,9,6,2004,3,40,0
2,4,13,12,2005,23,41,0
7,9,6,5,2012,10,20,0
6,1,17,10,2009,1,25,0
7,10,11,1,2009,8,52,0
6,5,7,5,2011,15,0,0
3,8,2,9,2009,12,0,0
4,4,4,9,2008,15,0,0
2,9,3,2,2009,11,10,0
6,8,16,6,2012,4,0,0
2,3,15,11,2011,22,56,0
3,4,6,8,2003,19,30,0
1,1,21,1,2013,15,0,0
4,4,21,8,2003,14,9,0
5,4,19,10,2012,1,7,0
4,2,26,7,2012,19,30,0
7,4,8,4,2007,2,0,0
5,2,26,8,2011,0,30,0
6,3,13,8,2005,17,0,0
4,2,23,8,2007,14,1,0
4,5,21,2,2008,19,25,0
5,4,12,12,2008,12,0,0
4,8,6,5,2010,21,23,0
6,3,28,6,2008,23,30,0
1,4,10,12,2012,5,0,0
5,5,17,9,2004,15,59,0
6,1,9,8,2014,9,0,0
7,2,11,1,2009,15,40,0
7,4,4,11,2012,0,1,0
4,5,4,10,2007,18,22,0
2,6,16,11,2010,11,57,0
4,2,2,11,2006,12,45,0
3,5,28,11,2007,8,0,0
5,1,19,10,2007,17,0,0
1,9,20,9,2010,9,0,0
3,2,29,10,2008,10,42,0
1,9,29,5,2006,17,47,0
2,8,11,7,2006,22,45,0
6,4,25,2,2006,22,20,0
3,4,21,1,2004,9,38,0
3,5,4,8,2004,17,35,0
5,5,8,8,2014,1,30,0
1,3,13,10,2003,1,50,0
5,4,24,1,2014,23,13,0
5,3,2,6,2006,18,30,0
6,2,15,1,2011,20,50,0
2,10,26,7,2005,5,30,0
