"day","location","date","month","year","hour","min","DISORDERLYCONDUCT"
5,4,14,11,2014,18,0,0
3,2,22,8,2007,20,0,0
3,1,23,2,2005,14,0,0
3,2,5,10,2005,1,4,0
3,4,25,1,2012,16,0,0
5,10,26,3,2010,6,44,0
7,10,24,2,2008,15,30,0
6,10,27,12,2008,13,40,0
5,2,16,4,2004,12,32,0
6,6,20,10,2012,4,0,0
1,3,10,11,2008,1,7,0
5,3,30,11,2007,9,30,0
2,2,28,4,2015,1,25,0
3,4,26,5,2004,12,44,0
1,3,2,5,2005,12,0,0
6,9,3,11,2007,4,0,0
1,10,11,6,2012,14,33,0
1,1,8,11,2004,18,45,0
1,1,20,8,2007,15,0,0
1,6,21,12,2009,6,0,0
1,1,20,8,2012,10,0,0
4,10,4,10,2012,20,5,0
2,3,25,1,2011,20,12,0
3,4,16,6,2010,18,53,0
3,8,19,9,2007,18,0,0
3,1,17,5,2006,23,40,0
4,10,15,12,2005,13,30,0
4,3,2,12,2010,9,22,0
4,2,19,5,2005,7,30,0
4,5,16,4,2015,17,30,0
4,2,21,9,2006,15,38,0
2,6,3,2,2004,20,30,0
5,10,31,12,2010,21,0,0
3,1,29,5,2013,20,0,0
5,5,14,7,2006,18,30,0
5,5,22,4,2005,19,0,0
5,5,6,5,2011,9,33,0
1,8,21,3,2011,12,0,0
2,4,8,7,2003,0,1,0
6,2,17,4,2004,12,0,0
1,10,15,11,2010,22,9,0
1,2,3,2,2014,16,45,0
1,4,3,9,2012,16,30,0
3,10,9,1,2013,10,0,0
3,8,6,9,2006,1,35,0
3,10,13,11,2013,0,30,0
4,10,22,3,2007,19,30,0
5,6,13,6,2008,12,30,0
6,1,10,1,2004,18,0,0
2,6,15,11,2005,8,45,0
3,4,27,7,2011,23,40,0
3,2,16,5,2012,14,2,0
7,2,31,10,2004,6,0,0
5,5,16,5,2003,22,0,0
4,8,8,9,2005,10,38,0
4,8,27,6,2013,9,40,0
4,5,23,2,2006,16,1,0
4,4,14,5,2009,22,30,0
1,5,14,11,2005,6,56,0
4,5,25,11,2004,9,8,0
6,6,28,6,2008,9,11,0
7,1,7,10,2007,14,0,0
3,4,8,8,2012,19,0,0
5,8,9,7,2004,8,49,0
1,2,15,10,2007,18,0,0
7,2,7,10,2012,0,53,0
5,8,16,11,2012,12,0,0
4,7,9,12,2004,16,0,0
7,9,18,6,2006,21,0,0
4,9,21,10,2010,23,5,0
5,3,22,8,2003,12,15,0
5,5,1,5,2009,18,33,0
6,7,17,4,2004,0,1,0
1,5,17,3,2003,10,30,0
2,9,7,2,2012,22,0,0
7,4,27,7,2008,21,56,0
4,2,11,12,2014,11,41,0
6,3,24,9,2005,7,28,0
1,10,5,1,2009,14,43,0
4,3,15,12,2011,20,30,0
7,2,8,3,2009,18,0,0
1,2,7,1,2008,18,0,0
3,4,10,1,2007,19,35,0
5,10,22,8,2014,21,20,0
2,8,3,2,2015,21,37,0
3,10,27,7,2005,22,20,0
3,5,13,5,2015,22,6,0
2,5,30,9,2014,13,2,0
5,3,21,10,2005,16,30,0
6,2,4,9,2004,0,1,0
1,9,4,4,2005,12,13,0
2,3,12,11,2013,13,8,0
3,4,1,5,2013,0,33,0
7,10,1,1,2006,0,1,0
2,9,19,8,2003,9,59,0
3,10,2,11,2005,14,50,0
2,4,14,10,2003,2,32,0
3,1,12,11,2014,12,0,0
7,8,24,4,2011,22,26,0
3,2,22,8,2012,17,41,0
3,10,4,2,2009,12,33,0
2,4,8,3,2011,14,15,0
2,3,3,2,2009,18,0,0
5,1,8,4,2005,9,0,0
7,2,13,7,2003,16,38,0
4,10,14,7,2011,15,15,0
5,8,11,2,2005,12,17,0
2,4,29,5,2007,13,0,0
3,1,31,10,2007,14,38,0
3,3,5,5,2010,20,0,0
6,4,27,12,2014,19,35,0
6,2,30,12,2006,13,24,0
4,2,31,10,2013,7,0,0
6,5,25,8,2012,23,30,0
1,4,23,8,2010,8,53,0
5,3,23,1,2004,15,15,0
3,6,30,5,2007,13,0,0
7,5,26,9,2010,15,35,0
5,2,4,6,2010,18,15,0
5,6,11,8,2006,2,17,0
1,5,16,4,2012,16,30,0
4,3,19,2,2015,10,20,0
1,10,26,12,2011,7,3,0
3,6,11,7,2007,13,0,0
3,8,21,9,2005,22,0,0
6,4,19,5,2012,12,0,0
5,2,14,12,2007,12,50,0
4,5,9,2,2006,0,1,0
5,8,20,4,2012,19,30,0
3,4,16,11,2005,18,0,0
5,5,14,11,2003,18,0,0
4,5,18,9,2008,23,45,0
5,2,26,8,2011,12,30,0
7,9,30,1,2011,1,40,0
5,4,28,7,2006,8,35,0
4,10,19,5,2011,19,41,0
2,3,2,4,2013,9,30,0
3,9,13,7,2005,14,0,0
1,5,11,11,2013,14,0,0
5,4,8,4,2005,19,2,0
7,4,27,3,2011,13,0,0
4,10,5,2,2015,23,25,0
6,5,8,10,2011,2,10,0
1,2,7,3,2005,18,0,0
3,8,4,3,2009,10,30,0
6,4,9,8,2008,20,15,0
4,7,9,2,2012,7,30,0
6,2,20,4,2013,10,0,0
3,5,31,5,2006,12,30,0
1,5,23,7,2007,23,15,0
2,1,6,3,2007,13,15,0
1,10,5,1,2015,13,8,0
4,4,17,4,2008,13,35,0
4,8,12,6,2003,15,0,0
6,1,27,11,2004,16,50,0
3,2,28,5,2014,17,0,0
1,4,10,1,2005,2,32,0
3,8,27,7,2005,15,0,0
6,2,5,4,2008,2,35,0
2,6,12,5,2015,1,15,0
6,10,13,3,2010,11,0,0
5,2,2,6,2006,20,0,0
6,8,19,11,2005,18,0,0
3,9,14,11,2012,15,45,0
5,9,18,4,2003,12,5,0
6,2,31,12,2011,23,0,0
1,3,29,9,2014,16,31,0
3,2,3,11,2010,15,20,0
1,8,1,9,2014,2,15,0
5,1,15,12,2006,14,0,0
4,10,25,12,2003,20,0,0
4,3,5,2,2015,19,20,0
7,2,25,7,2004,21,30,0
2,2,11,12,2012,19,0,0
6,8,21,5,2005,21,30,0
5,2,27,7,2007,22,0,0
6,8,18,10,2008,10,29,0
5,5,21,9,2012,7,6,0
7,3,31,1,2010,12,0,0
4,2,7,8,2003,7,30,0
7,6,6,5,2012,21,41,0
3,9,3,10,2012,12,0,0
6,2,17,12,2011,14,30,0
7,4,8,2,2009,9,30,0
6,9,5,9,2009,15,50,0
5,4,23,1,2004,21,0,0
1,8,8,6,2009,20,6,0
5,10,18,10,2013,15,0,0
3,3,19,9,2012,16,0,0
3,5,24,1,2007,0,1,0
4,3,17,10,2013,22,0,0
6,5,4,10,2014,2,0,0
4,10,8,3,2007,15,30,0
4,10,6,2,2003,17,0,0
2,10,26,6,2012,5,46,0
6,10,4,4,2015,8,8,0
2,6,21,8,2007,14,30,0
3,1,20,2,2008,20,50,0
6,2,2,10,2004,22,59,0
5,7,24,2,2006,18,30,0
6,6,20,4,2013,0,43,0
4,10,13,7,2006,22,22,0
6,1,22,4,2006,20,30,0
4,1,23,2,2012,4,22,0
3,5,11,6,2003,15,45,0
4,4,21,3,2013,7,30,0
2,8,18,10,2011,10,8,0
6,9,25,8,2007,8,0,0
4,8,15,12,2005,16,20,0
6,5,12,3,2011,14,57,0
5,9,24,2,2012,7,37,0
5,1,6,2,2015,18,0,0
1,10,1,5,2006,0,45,0
3,5,16,11,2005,19,30,0
3,5,13,5,2015,23,53,0
6,2,22,3,2003,4,0,0
5,3,20,2,2009,9,0,0
2,3,29,10,2013,9,30,0
6,8,15,5,2004,0,1,0
6,7,1,12,2007,2,30,0
3,2,8,2,2006,9,0,0
6,1,18,9,2004,12,0,0
7,3,16,5,2004,11,0,0
6,1,18,9,2004,11,15,0
4,10,10,12,2009,18,53,0
3,10,30,4,2008,10,18,0
4,4,5,3,2009,10,2,0
7,7,27,1,2008,10,14,0
3,10,5,5,2010,15,55,0
5,4,4,4,2003,8,0,0
4,2,1,12,2005,9,54,0
6,1,10,9,2005,16,32,0
2,2,1,5,2012,12,3,0
4,2,14,7,2005,10,30,0
7,3,23,9,2007,14,20,0
4,2,21,2,2013,15,0,0
2,1,8,2,2011,23,0,0
3,1,14,5,2014,17,4,0
7,1,30,11,2008,13,0,0
3,6,30,9,2009,13,0,0
3,2,28,5,2003,14,18,0
3,3,9,6,2004,20,30,0
1,2,22,6,2009,20,5,0
3,8,6,4,2011,22,33,0
6,5,10,4,2010,20,30,0
6,10,5,10,2013,23,58,0
2,9,27,6,2006,10,0,0
7,10,18,12,2005,8,35,0
3,10,25,1,2012,14,34,0
5,1,12,3,2010,2,0,0
7,8,24,8,2003,19,25,0
1,9,18,4,2011,12,4,0
5,10,25,6,2004,10,0,0
5,7,8,8,2008,10,0,0
4,4,11,1,2007,16,37,0
7,6,14,12,2003,22,30,0
6,4,6,9,2008,15,50,0
4,5,14,11,2013,6,8,0
5,10,21,2,2014,20,10,0
3,5,29,4,2009,18,7,0
1,10,1,4,2013,8,0,0
6,4,8,10,2005,21,30,0
4,2,21,2,2013,21,15,0
7,2,13,7,2003,10,30,0
4,2,10,8,2006,10,21,0
6,10,18,10,2008,18,45,0
4,7,16,4,2015,11,35,0
7,4,11,7,2004,9,43,0
4,2,25,12,2003,16,0,0
1,10,6,3,2006,17,35,0
4,1,19,10,2006,14,14,0
1,4,12,11,2012,19,50,0
3,4,14,12,2011,16,40,0
2,4,6,1,2009,17,10,0
1,7,1,10,2007,19,30,0
3,4,19,10,2005,23,58,0
1,9,25,10,2004,11,25,0
7,8,28,12,2008,21,30,0
4,5,28,7,2011,12,30,0
2,1,27,12,2011,15,15,0
4,8,5,9,2013,13,0,0
6,8,18,11,2006,8,0,0
2,6,15,4,2008,10,30,0
5,5,22,9,2006,23,28,0
7,4,26,12,2004,0,1,0
3,2,18,4,2007,15,0,0
3,1,26,12,2012,16,15,0
7,4,9,10,2005,6,23,0
4,1,13,11,2014,11,0,0
5,1,14,11,2008,16,0,0
6,9,24,1,2015,20,40,0
6,8,11,1,2003,18,0,0
4,2,12,6,2003,22,15,0
1,3,16,3,2009,19,20,0
4,9,1,4,2004,20,0,0
4,4,18,4,2013,22,40,0
3,3,21,4,2010,22,0,0
4,10,6,5,2010,15,30,0
1,2,1,9,2003,16,24,0
1,3,29,10,2012,8,30,0
5,7,14,11,2008,10,12,0
7,9,22,3,2015,2,30,0
4,4,14,7,2005,19,43,0
4,7,26,8,2010,4,42,0
3,5,18,2,2004,19,50,0
7,9,8,2,2009,14,35,0
5,5,31,10,2014,12,30,0
2,5,28,11,2006,9,0,0
3,2,23,2,2005,9,25,0
1,10,16,2,2015,23,30,0
5,1,20,5,2011,23,0,0
7,1,23,5,2010,1,5,0
7,9,12,3,2006,12,0,0
5,8,6,9,2013,7,0,0
2,2,11,7,2006,16,20,0
3,5,25,7,2012,19,30,0
5,9,23,8,2013,0,29,0
6,8,19,11,2005,12,0,0
7,8,29,7,2007,23,0,0
1,3,22,12,2003,1,30,0
3,7,6,4,2005,19,50,0
5,9,6,10,2006,0,1,0
7,7,15,8,2010,0,57,0
6,10,8,4,2006,17,55,0
5,6,25,8,2006,17,0,0
3,7,3,10,2012,12,30,0
5,2,9,7,2004,13,45,0
5,7,31,10,2003,14,0,0
5,9,3,10,2014,23,30,0
2,4,6,3,2012,18,0,0
5,2,26,7,2013,0,56,0
6,2,4,12,2010,13,51,0
7,4,13,12,2009,1,41,0
7,5,24,4,2005,14,35,0
6,2,7,2,2004,21,30,0
3,3,10,3,2010,2,20,0
1,6,24,1,2005,9,0,0
2,6,15,10,2013,13,50,0
2,10,9,2,2010,22,20,0
3,10,19,3,2008,10,15,0
2,1,25,1,2011,13,58,0
3,2,20,2,2008,11,15,0
4,5,8,3,2012,19,39,0
4,2,15,10,2009,18,15,0
6,5,8,4,2006,11,30,0
4,5,15,5,2008,14,25,0
3,1,29,5,2013,8,30,0
7,2,16,11,2003,17,0,0
4,5,6,8,2009,9,0,0
5,3,23,7,2004,23,0,0
4,9,3,9,2009,7,0,0
2,2,11,5,2004,11,40,0
2,2,9,12,2014,13,0,0
1,5,20,1,2003,11,12,0
5,4,24,2,2012,11,28,0
4,10,16,9,2004,0,1,0
6,9,17,5,2014,0,1,0
5,8,18,10,2013,2,0,0
5,5,20,4,2012,23,30,0
4,9,16,6,2011,12,0,0
1,10,2,4,2012,19,26,0
4,6,20,9,2012,15,21,0
4,1,24,7,2014,1,31,0
3,4,4,4,2012,23,12,0
4,2,7,10,2010,13,45,0
1,2,12,12,2005,0,1,0
2,4,23,7,2013,19,46,0
5,3,6,4,2012,15,0,0
4,7,25,8,2005,0,30,0
1,8,25,10,2004,21,30,0
7,5,4,10,2009,1,45,0
6,10,28,6,2008,12,0,0
3,8,20,8,2014,7,52,0
7,1,25,1,2004,23,30,0
5,3,19,3,2004,16,55,0
2,3,25,1,2011,13,0,0
1,5,18,4,2005,18,0,0
4,2,10,2,2011,13,0,0
7,5,25,2,2007,17,30,0
7,5,25,3,2012,0,30,0
6,7,23,8,2008,15,30,0
6,4,19,10,2013,3,19,0
4,1,30,6,2011,3,35,0
1,1,30,8,2004,18,45,0
2,3,26,1,2010,13,0,0
3,2,16,4,2014,12,0,0
3,6,25,7,2012,17,45,0
7,5,3,10,2004,15,0,0
1,4,26,5,2008,14,25,0
3,10,7,2,2007,1,10,0
5,2,22,8,2014,2,0,0
6,8,2,6,2012,0,30,0
7,2,22,4,2012,17,0,0
1,1,25,10,2004,18,35,0
1,9,19,1,2004,20,15,0
2,4,17,5,2005,7,46,0
5,1,11,3,2005,17,30,0
6,4,12,1,2008,23,30,0
3,1,18,3,2015,8,0,0
1,3,4,4,2011,16,0,0
4,1,30,4,2015,4,12,0
7,8,21,5,2006,11,0,0
1,3,3,3,2008,0,35,0
5,4,18,11,2005,8,0,0
6,1,13,7,2013,21,15,0
4,3,2,11,2006,19,0,0
4,4,19,3,2015,21,51,0
6,8,29,11,2003,12,40,0
5,7,28,6,2013,11,45,0
2,9,25,12,2012,15,0,0
6,5,11,2,2006,19,50,0
3,1,17,9,2008,18,45,0
5,2,3,6,2011,19,24,0
5,2,6,2,2015,23,55,0
4,9,8,2,2007,19,45,0
5,6,11,12,2009,15,0,0
6,9,23,10,2010,19,30,0
3,10,6,4,2005,23,0,0
5,2,13,6,2003,11,24,0
5,2,11,8,2006,16,0,0
5,7,21,3,2014,17,0,0
3,3,6,4,2005,18,0,0
6,8,21,9,2013,14,40,0
4,4,5,5,2011,23,38,0
2,8,26,7,2005,17,10,0
2,7,16,11,2010,15,0,0
6,3,25,1,2003,10,50,0
3,5,15,9,2004,18,0,0
5,7,7,10,2005,20,12,0
3,8,11,7,2007,20,15,0
2,10,2,4,2013,10,12,0
6,4,5,4,2014,15,23,0
2,10,14,10,2008,8,40,0
7,1,21,10,2012,0,30,0
2,4,24,7,2012,14,0,0
3,1,10,12,2014,14,0,0
3,2,29,10,2014,20,0,0
4,4,23,8,2012,9,40,0
7,4,12,8,2012,16,30,0
7,4,12,1,2014,22,10,0
2,10,4,5,2010,15,45,0
3,7,23,7,2008,23,43,0
1,3,17,5,2010,13,0,0
2,10,8,7,2014,7,30,0
3,9,5,3,2014,11,0,0
1,3,12,5,2003,18,19,0
6,5,7,8,2004,21,0,0
4,2,12,6,2003,14,22,0
2,1,28,12,2010,12,56,0
3,10,7,1,2009,23,59,0
4,4,22,9,2005,17,0,0
6,2,17,4,2004,10,18,0
3,4,16,6,2010,16,20,0
7,1,30,12,2012,18,0,0
5,4,28,11,2003,11,19,0
3,1,18,3,2015,22,0,0
7,2,2,5,2004,15,0,0
2,3,22,6,2004,16,0,0
2,5,23,11,2004,1,25,0
6,8,13,3,2010,16,0,0
2,10,4,2,2003,16,48,0
3,8,2,11,2005,21,0,0
3,5,15,4,2009,0,1,0
1,3,2,4,2007,16,15,0
1,7,19,3,2007,14,30,0
3,5,14,12,2011,18,0,0
2,10,3,9,2013,11,30,0
2,10,20,1,2004,10,14,0
3,10,29,4,2009,15,31,0
7,9,27,7,2008,9,3,0
3,6,20,8,2003,21,45,0
5,10,7,5,2010,10,0,0
2,2,8,8,2006,1,45,0
1,9,3,2,2014,12,0,0
2,8,26,5,2009,9,55,0
1,10,31,3,2014,12,49,0
5,4,29,7,2005,12,58,0
4,4,17,9,2009,14,0,0
3,7,5,9,2007,10,53,0
2,4,12,6,2012,10,0,0
6,5,15,11,2014,11,30,0
2,2,8,6,2004,6,56,0
5,9,4,6,2010,17,59,0
6,4,25,2,2012,10,0,0
6,3,7,8,2004,16,27,0
3,2,21,3,2012,20,25,0
1,8,6,1,2003,11,30,0
5,10,8,8,2014,12,55,0
6,1,11,2,2006,14,30,0
7,4,18,4,2004,23,0,0
5,6,17,6,2005,11,0,0
2,5,3,8,2004,0,11,0
5,5,25,1,2008,22,40,0
1,8,31,5,2010,2,46,0
7,8,24,2,2008,1,18,0
3,10,1,10,2003,10,1,0
4,10,9,8,2012,18,35,0
7,10,6,4,2008,13,55,0
1,6,20,2,2006,11,59,0
6,4,11,3,2006,10,29,0
2,1,11,12,2012,10,35,0
6,1,9,8,2003,23,7,0
7,7,23,5,2010,15,0,0
5,5,26,2,2010,22,0,0
3,1,12,1,2005,6,45,0
3,5,10,11,2004,23,0,0
6,4,18,12,2010,0,1,0
7,6,27,7,2014,23,30,0
1,4,11,11,2013,17,0,0
7,8,25,1,2009,18,30,0
2,4,8,7,2003,11,30,0
1,3,19,2,2007,18,0,0
1,1,28,4,2014,23,0,0
2,1,13,12,2011,12,41,0
2,3,9,7,2013,20,30,0
6,6,20,10,2012,11,55,0
2,3,8,7,2008,8,0,0
5,9,21,10,2005,14,13,0
5,2,1,7,2005,8,50,0
5,9,16,10,2009,13,30,0
1,10,23,12,2013,14,1,0
1,10,11,1,2010,17,20,0
2,2,5,8,2008,12,30,0
2,2,4,10,2011,10,53,0
6,4,17,10,2009,17,5,0
4,6,5,3,2009,7,53,0
5,3,16,12,2011,16,30,0
4,5,9,3,2006,15,30,0
3,2,10,2,2010,18,0,0
3,5,31,3,2004,5,0,0
4,4,22,1,2015,23,0,0
6,5,10,3,2012,15,0,0
6,2,4,12,2010,8,55,0
2,2,11,1,2005,14,6,0
1,5,26,6,2006,0,1,0
1,5,7,1,2008,14,45,0
2,2,14,6,2005,13,10,0
4,4,12,7,2012,20,51,0
2,2,1,5,2007,9,5,0
3,2,28,7,2010,15,15,0
5,4,24,1,2003,11,20,0
4,4,24,2,2005,22,30,0
4,2,20,10,2005,12,15,0
3,10,10,2,2010,7,20,0
2,4,19,8,2003,7,45,0
6,2,13,7,2013,1,43,0
1,3,17,9,2007,16,56,0
3,5,8,9,2010,18,0,0
2,3,14,4,2015,8,0,0
5,8,21,4,2006,9,25,0
7,10,17,10,2004,13,5,0
2,9,16,9,2014,21,12,0
7,4,13,1,2008,17,20,0
7,10,23,4,2006,17,0,0
3,5,11,6,2008,3,46,0
2,10,8,12,2009,11,7,0
3,9,7,3,2007,13,35,0
7,8,22,2,2004,18,30,0
4,4,20,2,2003,17,45,0
1,9,15,5,2006,22,0,0
3,5,16,10,2013,7,24,0
3,10,15,10,2008,16,13,0
5,2,2,10,2009,13,7,0
4,1,1,11,2012,18,0,0
3,2,7,4,2010,23,50,0
3,2,14,12,2005,11,1,0
2,9,21,2,2006,23,30,0
3,9,31,10,2007,9,55,0
1,2,7,6,2004,16,0,0
5,5,16,12,2005,21,0,0
3,4,1,6,2005,10,30,0
1,3,2,9,2013,21,54,0
4,5,6,3,2003,19,30,0
3,2,28,5,2008,9,3,0
4,3,29,10,2009,12,30,0
3,9,3,4,2013,16,23,0
2,4,15,6,2010,19,23,0
4,6,30,12,2010,17,20,0
4,1,28,6,2007,13,30,0
6,4,14,7,2007,6,25,0
2,3,5,3,2013,10,30,0
7,2,17,6,2012,11,29,0
6,5,18,5,2013,7,0,0
7,5,10,4,2005,14,0,0
7,8,13,1,2013,19,0,0
3,9,27,7,2011,14,25,0
1,1,27,10,2008,12,0,0
5,2,11,6,2004,7,30,0
7,3,26,2,2006,19,29,0
5,2,22,8,2014,20,0,0
7,4,2,11,2003,17,30,0
2,10,26,10,2004,14,55,0
1,2,30,9,2013,9,0,0
5,1,7,10,2005,22,55,0
2,3,26,6,2007,21,16,0
7,8,3,12,2006,19,0,0
1,8,16,8,2004,17,0,0
2,8,5,4,2011,10,30,0
7,3,3,5,2009,0,5,0
2,8,17,5,2011,11,22,0
3,2,29,10,2003,19,30,0
2,8,1,9,2009,0,23,0
5,5,4,5,2007,13,33,0
6,1,2,7,2011,9,0,0
7,8,14,7,2013,23,40,0
4,2,9,8,2012,9,0,0
1,2,1,10,2012,12,0,0
6,8,5,4,2014,9,0,0
1,5,27,9,2004,19,9,0
5,2,7,2,2003,19,36,0
5,3,11,3,2011,22,56,0
1,9,25,1,2010,11,48,0
5,9,12,7,2013,8,0,0
4,6,6,9,2012,10,15,0
3,3,21,1,2009,7,30,0
5,3,17,5,2013,17,50,0
6,4,7,2,2004,9,30,0
1,9,15,4,2013,13,16,0
3,4,19,5,2010,15,30,0
2,8,21,2,2012,10,0,0
6,5,3,5,2003,2,54,0
4,2,21,9,2006,9,30,0
3,2,8,9,2010,15,30,0
1,10,7,8,2006,5,25,0
3,2,22,8,2007,0,1,0
4,4,22,9,2005,16,5,0
2,10,28,11,2006,23,18,0
3,4,12,6,2013,0,1,0
7,6,22,2,2004,10,21,0
5,1,14,6,2013,12,15,0
2,3,26,7,2005,13,30,0
3,3,13,12,2006,7,0,0
2,5,13,12,2011,13,35,0
4,7,20,2,2014,5,10,0
4,5,25,3,2010,18,30,0
2,9,28,4,2009,16,57,0
7,6,11,1,2004,8,0,0
1,9,8,11,2004,8,0,0
1,4,31,8,2009,11,0,0
5,8,6,4,2007,14,34,0
7,4,17,11,2013,20,0,0
7,4,23,9,2007,23,48,0
6,5,1,6,2013,11,0,0
4,10,6,9,2012,19,30,0
3,3,10,11,2004,9,13,0
5,8,2,12,2005,10,50,0
5,2,18,4,2003,8,30,0
2,6,30,4,2013,13,0,0
3,3,9,8,2006,22,53,0
4,2,24,7,2014,17,0,0
3,10,20,8,2014,9,0,0
1,2,11,5,2009,19,1,0
2,8,22,3,2005,15,52,0
4,4,17,5,2007,16,5,0
7,3,11,8,2013,16,38,0
2,3,4,3,2008,14,30,0
6,4,1,11,2008,19,38,0
7,4,14,1,2007,22,0,0
5,5,15,7,2011,17,30,0
2,3,25,1,2011,6,50,0
3,6,22,8,2012,7,45,0
6,4,12,8,2006,17,14,0
6,2,4,10,2008,19,42,0
4,5,30,10,2008,17,0,0
3,10,9,3,2005,23,28,0
4,8,23,8,2012,11,0,0
4,3,20,10,2005,12,26,0
4,4,3,11,2011,18,30,0
5,3,19,10,2007,17,0,0
5,2,16,12,2011,0,1,0
5,5,28,12,2012,8,0,0
2,10,17,9,2013,21,0,0
6,10,18,4,2015,21,40,0
2,4,9,6,2009,14,30,0
2,9,5,3,2013,4,15,0
6,2,29,11,2014,6,0,0
6,10,20,9,2014,17,5,0
2,4,26,5,2009,9,0,0
7,2,18,11,2007,16,16,0
5,8,28,1,2011,15,0,0
3,3,12,11,2008,7,17,0
1,1,2,9,2013,6,25,0
3,5,17,9,2014,19,0,0
4,8,8,1,2009,17,36,0
7,3,31,5,2009,18,40,0
5,2,21,9,2012,0,1,0
1,3,8,3,2010,3,0,0
6,3,5,4,2008,14,10,0
1,9,10,7,2006,21,15,0
6,1,20,3,2004,21,0,0
5,7,17,4,2009,18,30,0
4,3,22,1,2004,21,44,0
4,9,2,4,2009,17,44,0
2,8,5,8,2003,7,20,0
3,2,1,6,2005,1,0,0
5,8,31,10,2008,18,50,0
2,1,6,4,2010,18,0,0
3,10,4,3,2015,19,30,0
6,5,2,10,2004,13,0,0
1,1,9,12,2013,9,20,0
2,1,1,11,2011,0,1,0
1,10,2,4,2012,12,20,0
6,2,18,10,2014,12,0,0
3,4,15,6,2005,22,26,0
3,4,1,11,2006,0,5,0
6,9,2,7,2005,16,38,0
2,7,7,2,2012,13,0,0
2,8,13,11,2012,9,0,0
2,4,23,12,2003,21,0,0
7,5,13,7,2003,18,0,0
1,5,1,9,2008,9,55,0
5,2,27,6,2008,13,1,0
7,2,21,5,2006,21,56,0
6,10,28,12,2013,13,40,0
6,2,22,3,2003,8,30,0
6,1,19,11,2011,10,40,0
7,5,30,11,2003,11,0,0
4,10,24,3,2011,18,42,0
5,1,2,7,2010,16,0,0
1,5,16,5,2005,15,15,0
6,10,23,10,2010,7,31,0
1,10,28,4,2008,16,23,0
3,4,13,5,2009,8,0,0
6,8,22,3,2008,23,19,0
5,5,28,7,2006,19,15,0
7,1,24,8,2014,15,30,0
5,3,18,5,2007,12,20,0
2,7,5,4,2005,12,35,0
5,2,22,8,2014,22,0,0
3,9,24,2,2010,17,30,0
4,6,18,4,2013,12,30,0
1,5,2,3,2015,9,11,0
5,5,26,1,2007,15,30,0
6,2,28,6,2003,2,38,0
1,6,19,1,2009,19,10,0
1,2,25,6,2012,11,48,0
1,3,25,7,2005,15,30,0
2,3,16,4,2013,8,30,0
5,10,19,3,2004,10,30,0
2,8,4,2,2003,9,15,0
7,3,26,3,2006,4,0,0
2,3,21,9,2010,3,0,0
3,4,29,10,2003,19,30,0
2,8,13,11,2012,17,40,0
6,2,19,5,2012,17,54,0
5,8,26,8,2005,12,30,0
6,4,1,5,2004,15,16,0
5,3,11,3,2005,13,45,0
2,4,22,7,2003,16,0,0
6,7,15,12,2012,1,30,0
7,7,4,6,2006,11,41,0
1,10,2,10,2006,9,0,0
7,9,2,11,2014,18,35,0
3,2,16,10,2013,13,0,0
6,4,12,7,2008,0,5,0
1,7,21,2,2011,16,0,0
4,3,12,1,2006,14,0,0
1,2,21,12,2009,9,0,0
1,5,22,2,2010,11,0,0
4,9,17,9,2009,16,0,0
4,10,20,5,2010,3,0,0
6,8,23,4,2011,15,58,0
2,3,28,4,2015,1,0,0
4,6,9,9,2010,21,10,0
6,2,25,7,2009,11,10,0
1,7,11,11,2013,21,0,0
6,5,7,10,2006,10,41,0
5,4,17,10,2003,21,30,0
2,1,1,4,2014,21,0,0
4,9,20,10,2005,14,30,0
2,4,18,5,2010,16,25,0
2,5,8,6,2004,13,40,0
5,1,1,6,2012,0,1,0
5,6,17,6,2005,17,0,0
5,4,14,11,2003,10,0,0
7,2,2,11,2008,10,23,0
1,6,27,12,2010,23,0,0
6,4,5,4,2008,9,50,0
2,3,10,1,2012,18,20,0
2,9,3,3,2015,0,50,0
1,5,5,9,2005,11,0,0
2,5,5,3,2013,16,0,0
4,3,10,8,2006,8,0,0
5,5,24,7,2009,0,41,0
5,5,18,4,2008,10,51,0
6,5,24,3,2007,11,3,0
4,8,6,3,2014,19,0,0
3,9,10,3,2010,15,0,0
4,4,3,5,2012,0,37,0
7,9,16,5,2004,1,15,0
3,4,13,10,2004,7,52,0
4,2,21,8,2003,22,9,0
2,3,4,8,2009,3,38,0
4,8,23,1,2003,18,30,0
6,9,23,2,2013,18,0,0
3,4,9,7,2003,14,16,0
1,3,7,1,2013,16,25,0
5,5,12,7,2013,23,0,0
4,2,15,5,2003,8,0,0
4,5,12,7,2007,18,25,0
2,4,14,4,2015,16,19,0
7,8,26,1,2014,18,0,0
2,4,24,8,2010,19,10,0
6,5,31,10,2009,12,11,0
6,5,7,3,2009,10,0,0
7,1,27,1,2008,9,15,0
1,2,31,10,2011,15,55,0
1,4,14,11,2011,22,30,0
7,2,21,11,2010,18,30,0
4,9,1,10,2009,0,1,0
2,2,26,5,2009,19,0,0
7,7,19,10,2003,6,37,0
7,8,22,2,2004,18,0,0
2,5,15,4,2014,9,6,0
4,5,24,3,2005,1,0,0
5,10,21,3,2014,10,32,0
5,2,5,9,2008,6,0,0
3,1,24,12,2008,19,20,0
3,2,2,5,2007,9,54,0
1,1,28,6,2010,9,0,0
7,2,30,11,2008,7,30,0
