"day","location","date","month","year","hour","min","RUNAWAY"
5,3,11,7,2014,12,25,0
1,1,24,12,2012,11,0,0
6,2,3,6,2006,12,0,0
6,4,11,8,2007,11,0,0
1,4,5,2,2007,12,0,0
1,3,11,1,2010,7,0,0
6,4,19,4,2014,10,48,0
7,10,3,7,2005,13,5,0
4,10,19,2,2004,19,10,0
7,7,14,2,2010,14,15,0
7,4,19,5,2013,23,30,0
2,9,28,10,2014,16,45,0
1,3,10,1,2011,7,20,0
4,2,1,6,2006,0,1,0
6,1,11,9,2010,15,15,0
1,3,20,12,2004,11,39,0
1,1,13,12,2010,20,0,0
4,4,12,1,2006,12,0,0
5,2,12,7,2013,9,15,0
1,10,19,7,2004,19,0,0
4,2,17,6,2010,13,22,0
6,2,9,2,2013,21,20,0
2,4,8,1,2013,19,40,0
5,3,18,11,2011,9,0,0
3,8,21,4,2010,12,0,0
5,9,29,10,2004,11,20,0
7,4,1,8,2010,2,10,0
6,7,11,8,2007,15,0,0
2,9,5,4,2005,7,30,0
3,2,28,5,2008,20,30,0
3,10,19,2,2014,20,1,0
1,9,23,6,2008,6,30,0
3,2,9,8,2006,12,45,0
6,9,26,3,2005,10,30,0
7,2,12,7,2009,22,34,0
5,6,6,10,2006,8,47,0
1,8,13,10,2014,17,0,0
5,4,5,4,2013,18,40,0
1,3,21,1,2008,0,15,0
1,5,15,9,2003,12,0,0
5,6,16,12,2005,18,39,0
4,4,27,11,2008,11,15,0
6,5,14,11,2009,9,30,0
4,2,18,10,2007,16,56,0
3,2,6,8,2008,17,53,0
5,3,11,1,2008,20,0,0
4,6,5,8,2004,21,30,0
6,8,19,4,2008,0,55,0
1,3,29,10,2012,12,30,0
4,4,3,6,2010,13,50,0
7,8,23,2,2003,22,30,0
5,2,20,3,2009,12,45,0
3,7,22,1,2003,13,0,0
6,10,14,7,2007,16,53,0
6,9,4,11,2006,19,0,0
5,6,23,3,2007,14,30,0
3,1,18,10,2006,15,4,0
6,1,22,4,2006,2,55,0
5,10,30,11,2012,21,45,0
5,8,30,12,2011,13,50,0
4,3,10,6,2004,14,22,0
3,4,18,4,2007,16,27,0
4,10,24,2,2011,15,58,0
7,3,26,8,2012,3,0,0
4,4,8,9,2005,23,59,0
4,8,13,7,2006,21,0,0
4,1,7,8,2003,12,0,0
5,5,14,1,2011,20,0,0
2,10,7,1,2003,20,0,0
3,9,6,8,2003,14,30,0
5,6,22,4,2005,21,23,0
2,2,26,6,2012,17,35,0
4,2,12,6,2008,23,24,0
4,10,19,10,2006,15,57,0
4,3,1,10,2009,11,48,0
3,9,3,3,2004,15,30,0
2,10,29,9,2009,8,56,0
7,9,13,6,2004,18,15,0
5,7,6,2,2015,20,0,0
7,2,22,2,2015,1,0,0
1,2,5,3,2012,12,0,0
4,2,15,5,2014,15,56,0
5,2,9,8,2013,22,59,0
1,4,5,1,2004,11,0,0
7,8,27,1,2013,15,0,0
7,4,11,1,2009,22,0,0
3,10,7,3,2007,4,15,0
5,1,9,8,2013,1,30,0
6,7,8,9,2012,15,0,0
4,2,8,1,2009,17,29,0
5,1,25,7,2008,0,15,0
2,6,28,6,2011,23,31,0
1,2,22,11,2004,14,50,0
3,3,26,5,2004,8,30,0
5,10,12,2,2010,13,30,0
3,3,30,4,2003,17,39,0
5,8,17,10,2003,3,47,0
2,1,25,11,2003,18,15,0
1,1,28,4,2008,9,15,0
5,6,20,3,2015,17,26,0
1,6,5,7,2004,18,0,0
4,6,18,9,2014,16,30,0
7,2,27,7,2014,17,0,0
6,4,23,10,2010,11,0,0
5,2,4,5,2007,16,30,0
7,3,3,7,2005,12,0,0
6,9,30,7,2005,23,55,0
3,9,20,8,2014,21,18,0
7,5,11,7,2004,12,45,0
5,2,23,7,2004,15,50,0
1,4,30,5,2005,10,30,0
5,5,28,7,2006,3,50,0
2,1,5,8,2003,0,30,0
7,5,27,3,2005,1,2,0
2,5,20,7,2004,12,45,0
2,4,11,7,2006,17,0,0
3,4,25,11,2009,11,17,0
4,4,23,1,2003,22,0,0
3,4,19,3,2014,16,30,0
5,6,2,10,2009,9,30,0
7,8,21,4,2013,20,30,0
6,5,6,5,2006,23,24,0
5,4,8,9,2006,12,30,0
1,2,13,10,2008,1,12,0
5,6,24,1,2003,18,32,0
3,7,7,1,2009,9,35,0
4,6,6,3,2014,19,2,0
7,5,13,2,2005,12,30,0
4,4,8,8,2013,10,12,0
1,10,11,7,2011,18,15,0
2,3,27,4,2004,23,37,0
3,10,27,12,2006,11,22,0
7,1,6,11,2005,12,30,0
1,2,17,2,2014,15,35,0
3,5,7,9,2005,11,45,0
7,2,5,4,2015,13,5,0
3,5,21,4,2010,14,45,0
7,5,9,4,2006,0,1,0
6,1,9,2,2008,23,49,0
5,1,17,4,2015,19,38,0
6,1,10,9,2011,12,0,0
1,2,7,3,2005,8,50,0
7,8,1,7,2007,0,1,0
3,5,5,8,2009,19,0,0
7,3,2,11,2008,1,45,0
4,1,28,12,2006,6,20,0
5,2,10,7,2009,22,0,0
4,10,9,9,2010,22,29,0
5,3,5,10,2007,17,36,0
7,6,5,11,2006,22,29,0
7,5,13,12,2009,11,45,0
3,8,21,2,2007,19,32,0
3,4,5,5,2010,21,5,0
4,1,27,11,2014,22,0,0
3,4,12,1,2011,19,30,0
2,4,1,4,2008,15,45,0
6,2,8,3,2003,23,0,0
7,2,26,8,2007,14,30,0
2,4,15,4,2008,8,30,0
2,8,16,10,2012,12,30,0
2,4,14,10,2014,8,53,0
1,7,29,10,2007,18,0,0
6,5,14,6,2014,10,59,0
6,10,17,5,2003,14,51,0
6,2,15,12,2012,12,53,0
5,2,27,12,2013,22,45,0
4,2,8,1,2004,22,10,0
4,7,7,8,2003,18,10,0
1,6,10,6,2013,17,0,0
1,4,25,1,2010,17,30,0
5,1,9,2,2007,21,13,0
2,10,24,11,2009,21,55,0
2,4,19,10,2010,3,19,0
3,2,18,2,2015,22,45,0
1,5,22,12,2014,16,0,0
2,9,5,8,2014,17,51,0
7,3,10,2,2008,12,0,0
2,9,20,2,2007,22,29,0
4,8,5,2,2009,7,40,0
3,10,7,2,2007,7,12,0
1,5,2,10,2006,6,0,0
4,10,1,10,2009,21,35,0
2,8,29,4,2014,17,10,0
7,4,1,1,2006,4,0,0
6,3,15,11,2014,8,13,0
7,2,28,3,2010,9,22,0
1,3,28,6,2010,19,12,0
3,4,25,6,2008,11,23,0
7,6,29,12,2013,21,0,0
7,4,2,7,2006,0,30,0
2,3,7,9,2010,22,6,0
3,1,20,10,2010,17,30,0
2,7,21,2,2006,2,20,0
2,4,31,10,2006,2,30,0
4,1,15,10,2009,3,43,0
4,2,15,7,2010,14,58,0
5,7,29,11,2013,11,30,0
4,5,17,6,2010,19,0,0
6,6,4,4,2009,12,0,0
3,7,28,12,2011,22,30,0
4,8,3,4,2008,22,0,0
1,1,25,10,2004,5,59,0
6,9,6,4,2013,18,30,0
2,3,15,4,2008,23,0,0
6,2,2,6,2012,15,0,0
6,1,2,5,2009,2,0,0
3,10,11,1,2006,20,20,0
3,4,10,3,2010,14,15,0
2,10,6,1,2009,14,32,0
7,4,5,6,2011,1,30,0
5,5,16,5,2014,22,30,0
5,9,28,5,2004,21,30,0
7,2,28,7,2013,13,45,0
3,10,2,4,2014,8,21,0
7,7,15,11,2009,17,15,0
2,5,18,3,2003,14,0,0
2,8,6,1,2015,18,14,0
1,2,17,10,2011,19,52,0
7,7,1,1,2012,13,35,0
2,6,15,4,2003,12,0,0
6,7,21,2,2015,1,50,0
1,8,31,10,2005,8,30,0
1,1,30,3,2015,15,50,0
5,2,8,2,2008,7,45,0
5,2,3,10,2014,20,10,0
2,10,17,2,2009,21,36,0
5,7,18,4,2014,8,0,0
5,5,16,5,2008,12,0,0
2,4,1,6,2010,0,1,0
7,2,22,2,2015,22,51,0
7,4,29,1,2006,13,0,0
6,4,15,11,2003,20,0,0
6,7,27,8,2005,13,30,0
5,4,8,2,2008,13,0,0
7,5,24,4,2005,9,41,0
7,7,9,9,2007,21,0,0
3,8,11,7,2012,21,25,0
3,5,17,4,2013,2,53,0
6,2,13,8,2005,0,46,0
4,9,21,10,2010,10,24,0
1,4,14,10,2013,2,0,0
2,2,1,4,2003,14,0,0
3,1,25,8,2010,8,0,0
4,8,2,10,2003,10,0,0
6,2,10,8,2013,23,55,0
6,3,11,8,2012,18,28,0
6,9,10,8,2013,10,0,0
6,8,18,6,2005,20,0,0
6,6,8,9,2012,18,29,0
5,8,15,7,2005,1,30,0
2,5,27,12,2005,15,5,0
3,9,11,12,2013,12,33,0
3,2,8,1,2014,8,48,0
1,4,14,5,2007,7,30,0
4,4,10,7,2014,16,30,0
5,2,17,6,2005,17,55,0
1,9,21,12,2009,6,30,0
4,3,6,2,2003,18,0,0
2,2,17,3,2009,22,5,0
4,6,7,9,2006,2,50,0
6,1,6,11,2010,23,56,0
4,10,29,4,2004,21,15,0
5,7,24,1,2014,13,55,0
4,5,2,10,2008,0,1,0
3,4,4,8,2004,23,22,0
7,1,14,12,2008,1,56,0
7,3,22,2,2009,22,31,0
7,3,5,6,2005,20,0,0
2,2,18,3,2003,13,0,0
3,4,30,9,2009,17,30,0
3,4,5,9,2012,18,15,0
5,9,16,5,2014,0,3,0
5,1,6,9,2013,17,45,0
1,10,2,5,2011,13,45,0
6,4,7,10,2006,15,0,0
3,5,13,12,2006,14,0,0
2,2,12,10,2004,12,0,0
6,3,6,10,2007,7,0,0
6,9,30,11,2013,20,27,0
7,3,5,10,2008,0,56,0
7,8,9,9,2007,21,0,0
3,7,18,5,2011,18,0,0
3,4,14,6,2006,18,28,0
4,5,8,3,2012,23,30,0
3,6,10,11,2004,15,30,0
4,5,10,1,2013,7,7,0
5,10,31,10,2008,11,27,0
2,10,2,3,2004,22,40,0
2,1,20,4,2010,2,0,0
2,4,16,9,2003,17,30,0
1,1,3,3,2003,16,23,0
1,10,29,11,2010,14,30,0
7,4,26,7,2009,10,25,0
5,8,1,7,2005,10,36,0
2,1,8,12,2009,16,30,0
6,6,20,9,2008,15,58,0
7,4,13,12,2009,9,20,0
6,3,13,12,2014,20,0,0
7,4,22,4,2007,20,32,0
1,2,30,5,2005,0,2,0
1,4,16,2,2004,22,30,0
1,2,4,2,2008,11,30,0
6,2,8,3,2008,18,30,0
7,4,28,1,2007,3,41,0
7,4,11,7,2004,13,0,0
4,1,2,10,2014,17,15,0
7,4,27,3,2005,22,15,0
6,1,15,11,2014,7,0,0
7,4,15,7,2012,19,15,0
1,5,17,3,2008,10,42,0
2,6,9,12,2014,19,26,0
1,8,13,4,2015,11,0,0
1,4,5,1,2004,18,28,0
5,10,22,8,2014,1,18,0
7,2,8,5,2011,13,30,0
4,4,3,11,2005,0,1,0
4,9,21,4,2005,21,0,0
6,6,7,8,2004,12,20,0
2,4,3,2,2009,2,40,0
5,9,14,6,2013,21,0,0
2,3,19,2,2008,22,30,0
4,5,5,3,2015,3,2,0
2,2,16,9,2003,2,5,0
1,7,4,8,2008,0,1,0
4,5,9,9,2010,17,0,0
2,2,20,8,2013,21,20,0
1,2,10,1,2011,9,21,0
6,1,9,4,2011,0,30,0
3,2,15,4,2015,0,1,0
1,3,15,10,2012,15,11,0
7,2,3,11,2013,11,25,0
2,2,28,6,2011,0,1,0
3,4,18,2,2009,19,0,0
2,1,27,11,2012,14,30,0
4,2,7,2,2013,12,0,0
5,6,3,10,2003,9,30,0
3,5,13,7,2005,21,0,0
4,3,18,5,2006,13,0,0
5,6,16,11,2007,14,34,0
5,5,21,10,2011,7,45,0
6,8,20,9,2014,4,20,0
1,2,23,11,2009,14,20,0
7,4,21,3,2004,16,15,0
3,2,15,9,2004,18,30,0
1,2,21,1,2008,0,1,0
6,9,8,2,2003,12,0,0
4,6,19,5,2005,23,0,0
5,1,17,9,2004,10,0,0
7,10,12,2,2012,0,1,0
1,2,4,8,2008,9,0,0
6,4,23,2,2013,22,46,0
3,6,13,1,2010,7,52,0
3,6,22,8,2007,2,4,0
1,1,30,5,2005,9,30,0
7,5,20,5,2012,18,0,0
5,8,26,2,2010,15,0,0
6,10,8,3,2003,14,2,0
7,8,22,4,2007,9,31,0
4,5,26,11,2009,20,30,0
2,2,14,11,2006,19,53,0
4,2,30,4,2015,0,1,0
1,8,4,8,2008,12,41,0
1,4,1,10,2007,12,3,0
4,5,28,7,2005,23,30,0
4,2,15,7,2010,12,0,0
2,6,8,12,2009,11,28,0
2,8,11,1,2005,18,15,0
6,6,10,1,2015,13,45,0
3,3,3,5,2006,23,40,0
4,2,4,5,2006,8,40,0
6,3,19,4,2014,23,30,0
4,1,16,6,2005,1,0,0
5,5,18,5,2012,0,35,0
7,8,18,7,2010,11,58,0
7,8,27,7,2003,23,45,0
7,3,4,5,2003,17,5,0
4,4,10,7,2003,9,8,0
5,10,1,11,2013,22,50,0
6,3,30,6,2007,0,1,0
6,9,22,2,2003,15,0,0
7,6,8,3,2015,13,4,0
6,1,30,10,2004,23,15,0
2,1,18,8,2009,22,38,0
5,2,20,2,2015,0,33,0
3,4,3,9,2003,15,30,0
3,2,15,10,2003,12,0,0
1,8,24,12,2012,16,0,0
2,4,29,6,2010,8,34,0
7,10,9,9,2012,22,30,0
6,7,10,7,2004,17,8,0
5,8,23,2,2007,12,30,0
3,5,8,8,2007,21,35,0
4,4,8,2,2007,14,47,0
7,2,15,7,2007,0,57,0
5,7,3,4,2015,10,50,0
4,1,18,9,2008,1,45,0
6,8,22,2,2014,21,1,0
6,4,13,2,2010,11,5,0
7,6,17,7,2011,9,49,0
6,8,20,5,2006,20,26,0
1,5,11,12,2006,17,0,0
1,10,16,2,2015,2,0,0
1,8,12,5,2008,8,30,0
2,7,29,10,2013,21,45,0
2,6,26,7,2005,19,30,0
2,2,27,5,2008,21,0,0
5,8,13,11,2009,17,0,0
6,5,17,5,2014,1,0,0
1,6,23,11,2009,10,18,0
6,1,28,1,2006,20,30,0
1,5,18,8,2014,12,0,0
6,4,25,9,2010,13,45,0
6,10,3,6,2006,8,30,0
7,8,30,11,2014,19,30,0
3,10,15,10,2003,8,54,0
4,1,17,11,2005,20,0,0
7,5,27,8,2006,11,0,0
3,8,16,11,2011,21,15,0
7,5,12,8,2007,1,35,0
4,2,21,10,2010,8,46,0
3,10,31,3,2004,21,50,0
1,2,8,6,2009,15,0,0
6,2,1,11,2003,0,1,0
4,4,2,6,2005,16,22,0
2,3,22,6,2004,23,0,0
7,1,26,8,2012,15,0,0
5,5,22,4,2005,14,30,0
7,2,21,9,2014,19,0,0
1,5,15,4,2013,23,50,0
3,5,31,3,2004,20,9,0
6,8,16,6,2012,1,30,0
1,8,31,8,2009,14,0,0
6,1,2,11,2013,23,20,0
2,10,24,6,2014,16,15,0
4,5,21,9,2006,14,0,0
4,5,15,5,2014,16,30,0
4,10,2,10,2003,14,16,0
2,7,3,4,2007,20,0,0
7,10,18,6,2006,8,30,0
2,10,28,6,2005,6,45,0
4,9,30,4,2015,9,36,0
6,7,3,7,2010,10,0,0
4,6,19,3,2009,16,10,0
1,4,5,8,2013,12,45,0
1,2,1,11,2010,23,0,0
7,3,25,3,2007,2,19,0
4,10,5,4,2007,8,24,0
4,2,3,4,2008,9,0,0
4,2,8,9,2005,23,35,0
4,5,15,5,2014,0,30,0
2,6,28,4,2015,20,30,0
5,10,15,7,2011,12,10,0
2,4,9,3,2010,16,0,0
5,6,13,1,2012,11,30,0
7,6,9,3,2008,17,11,0
1,5,24,1,2011,18,43,0
7,2,9,3,2014,21,37,0
1,4,21,2,2011,19,30,0
3,6,6,2,2013,12,8,0
5,9,8,8,2003,1,40,0
4,2,13,12,2007,8,5,0
3,2,29,9,2004,10,30,0
6,7,7,9,2013,13,0,0
2,4,5,4,2005,14,30,0
4,4,26,6,2014,17,40,0
5,1,21,5,2010,12,0,0
6,4,20,3,2004,16,0,0
6,4,9,8,2008,18,49,0
5,10,10,2,2006,12,25,0
5,8,11,1,2008,6,45,0
1,1,14,4,2003,13,30,0
1,2,9,7,2007,16,45,0
2,5,28,12,2010,14,10,0
3,9,1,9,2004,6,13,0
6,9,4,6,2011,22,45,0
6,4,6,10,2012,21,45,0
5,8,2,5,2008,2,35,0
4,1,7,8,2014,18,17,0
6,2,24,9,2011,18,5,0
5,3,14,11,2003,10,0,0
1,2,13,10,2003,9,0,0
7,3,3,12,2006,9,0,0
6,1,26,2,2011,0,1,0
2,5,24,7,2012,12,0,0
2,8,29,4,2003,14,4,0
5,2,10,1,2014,13,50,0
7,2,23,3,2003,16,0,0
6,10,6,4,2013,1,24,0
3,9,22,2,2012,20,30,0
7,9,27,7,2008,9,3,0
7,9,13,8,2006,7,15,0
7,5,18,5,2014,19,0,0
5,3,5,4,2013,7,15,0
2,5,14,9,2004,14,22,0
1,5,17,3,2014,16,30,0
4,2,22,4,2010,16,30,0
5,5,20,2,2015,14,0,0
2,1,27,5,2008,15,15,0
4,10,9,8,2007,20,9,0
4,5,3,4,2003,23,0,0
4,7,19,3,2009,14,0,0
3,1,27,6,2012,13,55,0
4,4,16,12,2010,8,45,0
3,5,19,2,2014,19,10,0
3,4,23,1,2013,17,40,0
6,10,15,1,2005,15,0,0
5,9,25,8,2006,8,30,0
7,6,20,4,2003,16,45,0
7,2,17,6,2007,5,10,0
4,5,1,11,2012,19,30,0
5,10,7,3,2003,8,50,0
4,8,6,3,2014,10,30,0
1,7,16,2,2015,10,0,0
6,6,31,10,2009,9,28,0
4,10,13,1,2011,18,30,0
7,5,21,11,2010,23,0,0
6,3,3,7,2010,2,45,0
5,4,30,12,2005,14,0,0
7,3,22,9,2013,20,2,0
5,1,26,12,2014,17,20,0
4,2,28,1,2010,17,18,0
2,3,8,2,2011,7,0,0
7,2,8,3,2009,22,47,0
3,2,20,3,2013,10,0,0
4,4,8,1,2009,8,46,0
2,5,23,11,2004,0,1,0
1,2,28,10,2013,19,30,0
2,2,1,10,2013,15,59,0
5,5,11,6,2004,19,30,0
6,5,4,11,2006,15,0,0
1,4,6,1,2014,9,20,0
2,5,4,9,2012,13,0,0
1,1,13,12,2010,2,0,0
6,6,1,1,2011,0,1,0
1,5,2,2,2015,20,0,0
2,5,24,1,2006,20,15,0
1,7,10,12,2007,22,30,0
3,2,9,3,2011,16,52,0
4,3,19,9,2013,1,0,0
4,4,6,2,2003,18,0,0
4,10,14,7,2011,16,30,0
2,3,2,9,2003,3,0,0
7,6,18,12,2005,9,30,0
7,4,10,2,2013,4,12,0
4,9,1,10,2009,9,0,0
6,2,28,11,2009,1,55,0
7,7,6,11,2011,17,0,0
2,5,2,9,2014,12,26,0
1,9,12,5,2003,10,44,0
2,2,3,3,2015,15,30,0
2,3,23,12,2008,13,20,0
1,1,4,2,2013,2,0,0
3,8,12,5,2004,17,0,0
2,6,18,2,2003,18,0,0
2,7,10,7,2007,10,0,0
1,9,2,8,2004,9,15,0
4,3,24,6,2004,11,0,0
1,6,2,9,2013,9,0,0
2,3,12,6,2012,14,5,0
1,2,10,6,2013,22,0,0
1,3,3,3,2014,20,11,0
6,8,3,11,2012,8,0,0
2,9,7,8,2007,15,45,0
5,3,4,11,2011,18,0,0
5,10,18,10,2013,8,5,0
5,5,16,6,2006,7,0,0
7,5,24,10,2010,20,54,0
4,5,10,2,2005,22,0,0
4,3,5,5,2005,10,37,0
6,5,10,2,2007,12,0,0
4,6,19,3,2015,12,0,0
3,2,19,3,2008,20,0,0
4,1,5,2,2009,1,1,0
7,10,7,10,2007,22,0,0
4,3,20,2,2003,7,46,0
7,1,20,6,2010,15,30,0
4,9,15,11,2007,11,30,0
7,5,12,1,2003,13,0,0
6,1,4,10,2003,0,25,0
2,3,19,3,2013,14,9,0
2,9,20,3,2012,7,45,0
6,10,17,11,2007,23,49,0
6,5,28,6,2008,18,13,0
4,2,8,2,2007,14,10,0
6,5,19,5,2007,19,0,0
3,4,29,10,2008,15,10,0
3,1,17,11,2010,18,0,0
5,2,2,7,2010,22,37,0
4,8,2,10,2003,12,20,0
4,3,26,1,2006,22,13,0
7,4,6,5,2007,20,40,0
6,6,7,2,2004,14,30,0
6,4,31,5,2008,22,56,0
1,9,24,5,2004,12,0,0
1,5,11,7,2011,15,0,0
5,5,3,6,2005,22,0,0
6,4,25,9,2010,14,0,0
6,1,18,10,2008,18,30,0
7,4,22,3,2009,23,0,0
5,2,27,6,2008,21,0,0
5,4,19,4,2013,4,20,0
2,4,19,8,2003,22,5,0
6,10,22,3,2003,10,0,0
2,8,20,3,2007,15,30,0
5,8,31,5,2013,21,0,0
3,2,5,2,2003,22,56,0
6,2,23,8,2008,0,7,0
7,1,14,8,2011,13,0,0
2,4,12,1,2010,7,30,0
4,1,7,8,2008,10,35,0
4,1,1,5,2003,21,0,0
5,3,27,8,2010,11,44,0
3,3,24,3,2010,20,0,0
4,1,25,8,2005,19,30,0
7,1,20,11,2011,7,30,0
2,3,3,10,2006,9,0,0
1,8,6,7,2009,11,7,0
2,4,18,2,2003,10,24,0
5,8,11,3,2005,21,30,0
5,3,14,11,2003,20,5,0
1,4,25,10,2004,11,0,0
7,2,15,6,2014,17,35,0
5,2,28,12,2007,13,45,0
1,3,12,4,2004,1,15,0
6,4,25,1,2014,10,23,0
4,2,15,11,2007,0,1,0
2,3,12,7,2005,22,58,0
2,7,30,10,2012,18,5,0
1,8,31,8,2009,12,0,0
5,8,7,3,2008,18,40,0
6,7,23,4,2011,8,0,0
4,2,20,9,2012,13,15,0
3,10,18,8,2004,13,45,0
7,9,9,4,2006,11,14,0
1,3,20,1,2014,21,50,0
7,3,6,5,2012,0,30,0
2,1,4,3,2003,14,0,0
7,1,18,11,2012,18,57,0
7,3,17,10,2004,7,0,0
6,4,12,1,2008,10,32,0
3,3,21,9,2005,10,45,0
4,2,10,8,2006,6,27,0
7,10,31,10,2004,20,0,0
4,6,20,3,2014,19,45,0
1,9,25,11,2013,12,0,0
7,3,24,8,2003,16,0,0
6,3,17,6,2006,16,30,0
2,7,1,11,2005,23,0,0
2,2,1,5,2012,15,30,0
3,2,26,11,2014,20,27,0
4,2,3,4,2008,21,30,0
5,9,28,6,2013,17,55,0
6,1,10,4,2010,1,0,0
4,2,30,6,2011,19,26,0
6,9,16,7,2005,10,30,0
2,2,27,5,2014,0,1,0
2,9,6,3,2012,19,0,0
2,3,7,12,2004,13,0,0
2,1,19,2,2013,10,0,0
5,2,26,2,2010,18,15,0
4,1,13,11,2003,15,0,0
3,3,4,9,2013,15,45,0
7,9,29,1,2006,13,0,0
1,3,24,5,2004,17,16,0
4,6,30,4,2015,17,30,0
1,2,31,3,2014,19,24,0
1,1,20,2,2006,12,56,0
4,3,14,7,2005,3,0,0
2,5,23,1,2007,20,35,0
7,4,19,9,2004,23,38,0
6,8,13,12,2014,5,55,0
1,2,30,4,2012,17,0,0
6,5,23,9,2006,19,0,0
5,10,20,4,2012,9,0,0
4,1,24,7,2008,17,35,0
4,9,20,3,2014,12,0,0
7,10,5,5,2013,12,5,0
3,6,26,5,2004,7,30,0
6,8,28,11,2009,0,48,0
1,4,16,3,2009,20,28,0
5,10,28,11,2014,20,0,0
1,4,18,3,2013,14,10,0
1,2,22,3,2010,12,20,0
5,3,13,1,2006,21,0,0
6,5,8,10,2005,23,0,0
1,1,3,3,2003,14,14,0
1,2,22,2,2010,22,26,0
5,2,13,1,2006,14,15,0
7,2,2,6,2013,9,30,0
2,2,12,7,2005,12,0,0
3,4,24,12,2008,13,0,0
5,1,18,11,2005,20,0,0
1,2,16,4,2012,18,26,0
2,7,4,10,2011,14,23,0
5,6,6,2,2015,21,35,0
4,4,2,12,2010,19,35,0
3,1,18,8,2004,12,40,0
5,3,23,1,2004,17,50,0
7,2,5,10,2003,17,0,0
3,2,10,12,2003,16,0,0
7,5,1,11,2009,1,30,0
6,2,29,1,2005,23,30,0
4,5,21,10,2010,19,30,0
3,3,14,7,2010,15,11,0
6,4,22,3,2008,20,44,0
6,2,26,2,2011,15,54,0
5,2,13,6,2008,23,0,0
7,7,28,12,2008,5,37,0
2,4,16,10,2007,9,0,0
6,5,30,6,2012,1,50,0
3,10,12,1,2011,0,35,0
5,5,27,6,2003,19,10,0
3,1,14,11,2007,20,0,0
7,8,11,1,2015,23,45,0
3,8,1,10,2008,0,1,0
2,9,19,4,2011,19,0,0
7,1,23,2,2014,16,0,0
4,4,17,9,2009,1,8,0
7,4,1,1,2006,22,0,0
7,4,24,8,2014,11,32,0
5,8,15,6,2007,15,50,0
5,1,2,11,2007,22,30,0
3,4,12,12,2012,19,40,0
3,8,27,7,2005,18,0,0
2,2,26,7,2011,0,15,0
5,4,22,8,2003,10,3,0
3,4,12,11,2014,20,4,0
2,2,3,3,2015,21,0,0
3,2,1,12,2010,21,50,0
2,4,11,1,2005,11,7,0
4,2,8,1,2004,15,0,0
3,2,29,6,2005,8,5,0
6,8,26,3,2005,11,45,0
5,10,26,1,2007,16,0,0
2,3,10,8,2010,6,0,0
7,5,13,7,2003,0,49,0
6,1,24,9,2011,16,56,0
5,8,22,4,2005,14,0,0
6,4,15,12,2012,17,25,0
1,2,30,10,2006,18,0,0
6,6,5,5,2007,10,6,0
2,7,18,3,2003,7,30,0
5,2,13,6,2014,18,25,0
7,8,3,12,2006,12,43,0
2,4,8,7,2014,17,27,0
2,9,26,10,2004,18,0,0
2,1,6,4,2010,11,40,0
6,5,26,3,2011,22,50,0
7,10,11,1,2009,16,15,0
2,4,4,4,2006,11,55,0
4,10,3,4,2014,15,15,0
7,7,26,8,2012,21,0,0
2,4,17,5,2011,15,43,0
6,4,21,2,2015,19,0,0
6,4,20,10,2007,12,30,0
4,9,8,9,2005,8,0,0
7,2,22,4,2007,13,58,0
1,5,14,11,2005,19,30,0
6,4,18,10,2008,13,0,0
2,6,4,2,2003,17,15,0
5,2,27,11,2009,0,1,0
7,8,26,8,2007,23,10,0
2,9,8,6,2004,13,20,0
2,2,3,3,2015,18,0,0
3,3,24,11,2004,9,36,0
7,8,19,6,2011,8,0,0
7,6,18,5,2014,0,1,0
4,7,11,11,2004,19,10,0
6,5,5,11,2011,14,30,0
4,1,11,2,2010,18,15,0
5,2,24,8,2012,12,44,0
1,5,13,11,2006,13,30,0
1,1,9,1,2006,20,55,0
7,2,3,7,2005,21,0,0
5,9,25,6,2004,19,15,0
3,4,10,8,2005,9,30,0
1,10,2,10,2006,9,20,0
5,6,5,11,2010,19,0,0
7,7,8,5,2005,12,30,0
5,4,14,11,2014,6,32,0
6,9,23,3,2013,2,0,0
7,3,18,11,2007,11,15,0
7,2,16,7,2006,1,0,0
1,7,12,12,2005,0,1,0
5,1,10,8,2007,12,16,0
7,5,1,1,2006,20,40,0
1,4,3,8,2009,8,39,0
6,1,29,1,2005,12,30,0
1,1,6,2,2006,15,0,0
1,8,2,4,2007,12,11,0
4,3,16,10,2014,17,0,0
6,8,18,4,2015,22,23,0
1,2,19,9,2005,10,10,0
5,2,2,11,2012,4,0,0
6,7,7,2,2009,17,0,0
4,3,30,6,2011,7,30,0
6,7,11,8,2007,3,10,0
4,5,20,5,2010,20,53,0
4,10,12,8,2010,6,0,0
4,2,20,2,2003,14,0,0
1,5,1,9,2008,1,40,0
3,2,28,11,2007,13,0,0
5,3,19,3,2004,7,30,0
2,7,5,10,2010,18,50,0
7,1,4,6,2006,1,32,0
4,4,19,5,2005,8,0,0
6,2,2,12,2006,22,15,0
4,10,25,7,2013,18,0,0
7,2,13,3,2005,21,0,0
2,2,8,3,2005,13,57,0
2,2,25,11,2014,19,21,0
5,2,17,4,2015,11,20,0
2,2,4,3,2008,9,0,0
1,4,26,11,2007,14,0,0
5,2,8,4,2005,12,50,0
3,10,14,11,2012,18,46,0
4,1,26,1,2012,12,0,0
1,1,1,9,2003,8,0,0
3,4,9,12,2009,23,10,0
2,4,5,2,2008,23,3,0
4,1,30,10,2014,14,10,0
2,7,18,5,2010,15,0,0
