"day","location","date","month","year","hour","min","EMBEZZLEMENT"
7,10,27,3,2005,12,0,0
3,2,15,4,2015,22,0,0
7,5,27,7,2008,21,0,0
6,3,18,12,2010,20,0,0
2,8,1,10,2013,15,20,0
3,7,9,1,2013,15,30,0
6,4,22,3,2014,1,49,0
1,1,9,7,2007,11,0,0
5,1,19,10,2012,21,30,0
2,1,3,4,2012,18,30,0
5,1,4,4,2008,14,20,0
1,8,2,2,2009,0,1,0
2,3,20,4,2010,9,0,0
4,3,31,10,2013,20,30,0
7,5,22,3,2009,14,15,0
6,3,4,6,2011,23,38,0
4,4,6,3,2003,0,40,0
3,4,20,8,2014,12,0,0
7,4,21,11,2010,23,52,0
1,4,22,7,2013,16,55,0
3,6,12,12,2012,15,5,0
4,4,16,9,2004,8,0,0
1,2,26,12,2005,20,43,0
1,2,26,4,2004,9,29,0
7,10,19,4,2009,7,7,0
5,2,27,6,2003,16,0,0
1,2,5,1,2015,10,0,0
4,5,20,10,2011,16,17,0
6,5,1,7,2006,17,0,0
3,4,31,10,2007,20,0,0
3,1,5,4,2006,23,0,0
5,9,30,5,2014,8,0,0
5,5,14,11,2003,17,44,0
3,5,24,11,2004,13,55,0
7,5,19,11,2006,15,0,0
6,9,14,6,2008,1,30,0
1,10,24,1,2011,0,30,0
7,2,21,3,2004,12,30,0
1,2,6,12,2004,17,30,0
5,4,18,11,2005,10,30,0
3,4,12,6,2013,13,54,0
7,8,14,12,2014,20,0,0
6,4,31,12,2005,23,30,0
5,2,19,10,2012,22,30,0
1,2,27,11,2006,9,29,0
5,5,6,2,2004,13,0,0
2,9,18,2,2014,5,10,0
4,10,12,7,2007,10,0,0
4,2,10,3,2005,20,39,0
1,9,23,1,2006,15,57,0
6,1,8,4,2006,14,15,0
1,1,3,8,2009,18,51,0
4,4,11,7,2013,12,33,0
3,9,29,10,2014,22,29,0
6,6,31,5,2003,19,30,0
3,3,21,2,2007,20,30,0
5,3,6,4,2007,13,50,0
7,1,11,1,2009,23,36,0
5,8,22,2,2008,1,40,0
4,5,25,3,2010,18,0,0
3,3,22,1,2003,21,45,0
7,5,4,12,2011,12,40,0
6,2,4,5,2013,17,55,0
3,5,12,5,2004,21,54,0
5,9,31,12,2010,5,0,0
1,6,15,9,2008,0,5,0
6,2,15,1,2011,9,0,0
6,2,21,4,2007,18,0,0
5,4,23,1,2015,8,30,0
1,2,25,6,2007,15,30,0
5,2,9,2,2007,0,5,0
3,10,5,8,2009,10,50,0
6,5,26,1,2013,16,25,0
1,9,7,2,2005,9,0,0
1,3,10,12,2012,9,0,0
5,7,6,3,2015,11,45,0
2,8,27,4,2004,14,20,0
6,5,4,4,2015,17,0,0
7,3,16,7,2006,19,30,0
5,3,27,6,2003,2,45,0
6,5,15,12,2012,13,28,0
4,8,1,12,2005,7,45,0
2,3,1,5,2007,17,55,0
2,2,9,12,2014,21,0,0
3,2,23,1,2008,17,0,0
7,4,3,6,2007,11,0,0
5,8,8,10,2010,14,46,0
2,3,4,4,2006,23,51,0
6,10,24,2,2007,10,0,0
5,2,17,10,2014,12,5,0
2,8,6,3,2007,22,45,0
7,5,6,9,2009,20,0,0
3,8,22,1,2003,0,50,0
7,3,30,12,2012,11,30,0
1,3,19,1,2009,11,0,0
1,2,2,4,2012,7,0,0
7,10,26,2,2006,18,0,0
6,2,20,10,2012,0,1,0
4,3,20,9,2007,14,20,0
7,3,18,6,2006,19,30,0
3,2,20,8,2003,14,1,0
1,8,19,7,2004,19,0,0
5,9,14,11,2003,19,30,0
4,2,6,3,2003,21,12,0
3,9,14,5,2008,10,30,0
1,9,4,4,2011,12,0,0
3,8,6,8,2008,21,40,0
2,8,8,6,2004,16,0,0
6,8,10,2,2007,7,30,0
6,4,12,12,2009,0,58,0
4,3,22,9,2005,21,30,0
1,3,7,2,2005,22,28,0
6,2,6,9,2014,19,27,0
7,4,14,1,2007,6,0,0
5,4,20,4,2007,7,40,0
3,5,19,10,2011,18,0,0
2,9,8,1,2008,8,45,0
2,1,29,4,2008,9,22,0
2,2,5,8,2008,12,50,0
3,4,8,1,2003,19,5,0
6,9,27,12,2014,16,47,0
6,6,19,6,2010,22,0,0
3,4,4,10,2006,19,0,0
3,10,10,7,2013,12,20,0
4,3,12,7,2012,9,0,0
7,6,4,6,2006,16,8,0
1,2,30,5,2011,0,1,0
5,4,31,10,2014,17,59,0
1,5,19,4,2010,14,34,0
2,1,25,11,2014,22,20,0
3,1,7,1,2015,12,43,0
3,1,15,10,2014,21,45,0
4,5,8,3,2007,0,1,0
5,3,6,8,2004,23,25,0
4,2,22,8,2013,11,46,0
3,4,9,3,2005,9,30,0
6,1,18,4,2015,6,14,0
2,3,22,1,2008,12,0,0
2,3,9,3,2010,16,59,0
2,5,4,9,2007,8,0,0
3,5,1,10,2003,10,0,0
5,10,13,1,2006,8,0,0
4,10,19,4,2012,1,30,0
5,6,28,6,2013,23,30,0
7,1,4,12,2011,14,3,0
6,4,27,11,2004,18,45,0
1,9,13,11,2006,0,1,0
7,5,13,2,2011,9,45,0
3,6,23,3,2005,23,45,0
5,4,17,10,2014,9,50,0
6,4,3,6,2006,22,20,0
1,4,18,3,2013,9,45,0
6,9,12,6,2004,18,0,0
2,3,29,5,2007,16,50,0
7,2,28,3,2010,9,22,0
1,5,23,6,2008,0,1,0
7,2,20,4,2008,16,0,0
1,1,10,12,2012,15,30,0
1,6,15,5,2006,20,38,0
6,2,3,11,2012,2,0,0
6,3,13,1,2007,22,30,0
4,8,15,5,2008,1,42,0
6,1,31,7,2010,0,1,0
3,2,3,9,2008,2,30,0
7,4,15,1,2012,23,0,0
7,3,9,9,2007,14,30,0
3,3,29,6,2005,7,31,0
4,1,30,5,2013,3,0,0
3,2,11,7,2007,17,10,0
7,8,10,2,2008,22,15,0
3,8,2,9,2009,22,40,0
4,10,4,9,2008,0,30,0
5,5,18,5,2007,6,50,0
4,2,14,12,2006,18,0,0
1,4,1,3,2004,9,25,0
1,4,15,9,2003,19,0,0
5,10,13,1,2012,19,38,0
2,5,24,11,2009,8,50,0
3,5,3,11,2010,13,38,0
4,8,12,1,2012,10,5,0
2,5,8,8,2006,14,19,0
6,7,20,5,2006,19,0,0
1,9,16,3,2009,8,0,0
1,1,4,9,2006,10,57,0
6,3,4,10,2003,11,0,0
1,2,17,2,2003,8,40,0
2,8,10,7,2007,9,15,0
6,4,13,8,2011,20,20,0
5,5,2,12,2005,16,5,0
1,3,4,9,2006,14,43,0
4,5,30,11,2006,13,20,0
3,9,18,2,2015,17,30,0
7,5,2,11,2014,9,15,0
6,8,1,1,2011,0,1,0
4,2,2,10,2008,10,55,0
4,8,31,10,2013,9,0,0
5,10,31,10,2014,18,0,0
7,8,12,3,2006,15,0,0
3,6,14,12,2005,4,25,0
7,2,16,12,2012,22,15,0
7,2,17,1,2010,9,20,0
2,10,14,4,2009,12,38,0
6,8,7,5,2011,1,47,0
2,10,27,11,2012,19,0,0
5,2,30,5,2003,14,30,0
3,8,4,9,2013,21,30,0
5,3,21,3,2003,17,10,0
1,1,31,3,2008,15,45,0
5,1,18,5,2007,5,20,0
6,8,28,12,2013,18,38,0
1,1,26,5,2008,11,0,0
6,4,25,3,2006,11,50,0
4,5,8,7,2004,10,0,0
3,3,8,1,2014,19,0,0
5,1,17,4,2015,21,30,0
3,2,19,10,2011,14,0,0
6,1,1,11,2008,12,30,0
1,5,31,10,2005,12,40,0
7,2,30,5,2004,4,0,0
3,5,18,2,2004,21,0,0
3,9,23,2,2011,7,43,0
1,4,28,6,2010,1,40,0
3,2,4,5,2005,23,0,0
4,3,27,5,2004,16,11,0
7,9,18,4,2004,17,30,0
2,9,31,5,2011,12,20,0
7,5,28,1,2007,13,0,0
6,10,11,9,2010,11,38,0
1,5,24,12,2007,11,0,0
4,8,26,1,2006,9,0,0
3,8,15,11,2006,12,0,0
2,8,21,7,2009,15,25,0
4,7,9,1,2003,15,33,0
2,1,18,5,2010,12,37,0
2,10,29,9,2009,23,0,0
3,6,5,2,2014,13,30,0
6,5,11,2,2012,23,0,0
3,2,12,6,2013,10,18,0
2,5,15,4,2003,19,5,0
6,10,28,11,2009,15,0,0
5,3,9,7,2004,14,20,0
5,10,14,11,2008,20,0,0
3,6,3,10,2007,14,37,0
7,9,8,2,2009,19,47,0
4,10,17,4,2008,22,0,0
3,7,17,5,2006,10,30,0
2,3,25,12,2007,13,16,0
4,3,1,5,2014,1,10,0
1,7,7,1,2013,1,48,0
6,8,27,12,2003,1,42,0
6,8,16,12,2006,20,0,0
2,5,14,4,2015,18,0,0
4,10,16,4,2015,7,49,0
1,5,2,8,2004,10,28,0
4,2,22,2,2007,9,0,0
1,5,21,7,2014,2,9,0
5,8,6,2,2004,19,15,0
7,2,26,2,2006,17,0,0
3,6,26,1,2005,22,38,0
1,4,27,4,2009,2,50,0
6,2,3,11,2012,10,0,0
6,1,24,3,2007,16,0,0
3,8,1,10,2003,20,30,0
3,10,4,5,2005,16,40,0
1,1,16,3,2015,14,30,0
1,9,3,9,2012,23,15,0
7,2,3,5,2009,11,0,0
2,4,11,11,2003,0,50,0
1,1,24,1,2005,16,0,0
3,3,29,9,2004,14,40,0
5,6,23,1,2004,16,25,0
7,3,23,10,2011,10,0,0
1,4,26,5,2008,0,30,0
4,9,13,11,2003,8,55,0
1,2,12,5,2003,13,0,0
2,2,17,4,2007,13,19,0
5,4,20,2,2015,0,1,0
6,6,26,7,2008,18,40,0
2,8,19,9,2006,12,12,0
3,4,27,12,2006,17,45,0
1,5,6,7,2009,12,25,0
5,5,24,2,2006,16,0,0
7,8,8,3,2015,22,48,0
6,3,8,10,2011,19,30,0
6,10,22,2,2014,17,0,0
6,6,19,11,2005,20,0,0
1,6,23,1,2006,14,40,0
1,8,24,5,2004,10,58,0
3,5,25,12,2013,23,30,0
7,1,25,2,2007,13,45,0
4,8,10,1,2013,23,0,0
5,4,18,4,2003,3,15,0
3,6,11,6,2008,6,0,0
7,2,24,2,2013,6,0,0
2,4,26,10,2004,20,45,0
2,8,13,4,2004,22,30,0
3,4,7,3,2012,10,30,0
6,2,1,11,2008,21,0,0
6,3,13,2,2010,3,0,0
3,2,3,10,2012,8,45,0
2,8,24,1,2012,17,40,0
3,3,12,11,2008,16,20,0
5,1,29,6,2012,19,21,0
4,10,24,2,2005,10,47,0
2,2,21,3,2006,18,48,0
7,2,2,5,2004,21,15,0
6,10,6,9,2008,18,50,0
1,2,16,3,2009,23,19,0
6,2,12,1,2013,23,0,0
2,4,23,7,2013,17,32,0
7,4,14,8,2011,20,15,0
1,3,18,2,2008,17,3,0
2,10,1,9,2009,0,1,0
6,4,17,10,2009,14,0,0
5,9,20,3,2015,6,21,0
2,3,14,4,2015,7,30,0
5,4,16,11,2012,20,15,0
6,4,10,7,2004,18,2,0
4,5,30,6,2011,22,25,0
2,4,26,12,2006,16,10,0
6,3,21,4,2007,23,30,0
6,3,25,1,2014,20,30,0
5,3,7,8,2009,17,0,0
5,3,26,12,2014,12,57,0
5,4,11,2,2011,7,0,0
2,2,14,4,2009,5,55,0
2,2,1,4,2008,0,1,0
7,2,29,12,2013,17,37,0
4,1,21,8,2003,16,0,0
5,2,15,10,2004,21,0,0
6,9,5,4,2014,10,30,0
2,8,29,11,2011,19,0,0
6,9,15,5,2004,16,45,0
3,2,29,10,2014,7,15,0
6,4,26,7,2014,17,14,0
5,1,29,6,2012,23,53,0
7,8,2,6,2013,17,57,0
4,10,23,1,2014,19,0,0
5,8,28,5,2004,8,21,0
5,5,1,5,2009,20,30,0
3,2,3,11,2010,19,55,0
4,4,31,10,2013,22,0,0
6,5,14,1,2006,16,15,0
1,2,21,1,2013,22,30,0
7,2,25,7,2004,17,35,0
7,6,27,7,2008,0,1,0
3,8,7,2,2007,12,6,0
1,7,17,9,2007,12,19,0
2,3,13,12,2011,14,55,0
1,8,20,2,2012,3,0,0
4,2,7,8,2014,13,0,0
3,2,14,12,2011,17,51,0
6,9,9,4,2005,11,3,0
6,6,19,4,2008,14,14,0
2,2,15,6,2010,23,0,0
2,1,5,8,2008,18,0,0
5,1,28,12,2007,0,1,0
3,3,30,10,2013,9,48,0
2,8,16,4,2013,7,30,0
5,5,1,5,2015,18,0,0
3,2,4,4,2007,10,9,0
3,4,1,10,2008,18,30,0
4,3,15,10,2009,21,0,0
5,5,23,1,2004,20,40,0
4,2,16,10,2008,12,38,0
1,4,21,3,2005,13,30,0
3,4,2,10,2013,1,28,0
7,2,9,9,2012,23,0,0
3,10,25,1,2012,13,37,0
5,10,15,6,2012,1,23,0
5,2,23,8,2013,1,0,0
3,9,28,12,2005,12,0,0
6,1,13,8,2005,2,16,0
6,4,17,6,2006,22,48,0
7,3,4,5,2003,20,27,0
5,2,24,7,2009,11,30,0
2,1,11,7,2006,10,0,0
4,2,4,9,2008,15,38,0
1,2,14,10,2013,3,30,0
2,10,31,5,2011,17,39,0
1,9,3,3,2003,17,36,0
1,2,31,3,2014,11,12,0
5,5,31,10,2014,9,30,0
7,1,10,4,2011,8,0,0
7,10,21,9,2008,0,1,0
6,2,30,6,2012,16,30,0
1,1,5,9,2011,11,30,0
6,4,7,3,2015,17,5,0
2,9,23,1,2007,15,0,0
1,9,26,5,2003,23,0,0
5,2,14,11,2008,17,10,0
2,2,12,7,2011,20,0,0
2,3,21,8,2007,14,50,0
5,3,17,10,2008,20,40,0
1,1,27,6,2011,20,0,0
3,4,16,5,2007,23,0,0
7,4,5,10,2008,13,45,0
5,9,6,2,2004,23,30,0
6,7,6,3,2004,17,0,0
4,3,15,12,2011,22,45,0
2,10,30,9,2003,10,47,0
3,8,2,4,2003,0,1,0
5,9,18,4,2008,13,35,0
2,2,17,2,2015,11,0,0
1,9,9,6,2014,22,30,0
3,2,10,11,2004,11,0,0
3,3,24,8,2011,0,55,0
7,2,7,10,2007,12,0,0
4,2,3,5,2007,13,30,0
4,9,10,3,2005,3,16,0
3,2,4,2,2009,19,30,0
2,2,21,12,2004,14,28,0
6,8,2,5,2015,19,10,0
3,4,25,1,2012,3,45,0
1,9,3,10,2011,7,0,0
3,5,21,7,2004,19,55,0
4,5,19,5,2005,16,0,0
4,6,13,11,2014,23,30,0
3,10,26,11,2003,22,50,0
2,10,19,4,2005,22,3,0
6,2,20,3,2004,2,0,0
3,5,19,10,2011,15,26,0
3,3,26,7,2006,15,7,0
7,10,30,5,2004,23,15,0
6,2,18,11,2006,9,30,0
6,5,14,6,2008,3,31,0
7,2,11,1,2015,21,0,0
2,3,21,1,2014,11,44,0
4,4,27,6,2013,15,0,0
2,2,2,9,2008,7,45,0
1,4,2,8,2004,20,0,0
1,1,12,5,2014,20,30,0
2,1,16,9,2014,22,10,0
3,3,18,4,2012,17,25,0
6,3,29,1,2005,12,43,0
1,9,28,4,2014,10,30,0
6,1,13,3,2010,19,30,0
2,2,30,4,2013,13,26,0
1,9,1,11,2010,22,0,0
4,2,4,10,2012,9,0,0
7,2,22,4,2007,13,30,0
7,5,27,8,2006,0,24,0
5,2,29,6,2012,4,0,0
7,10,9,5,2010,6,18,0
6,9,7,8,2004,0,2,0
4,4,22,8,2013,9,40,0
2,6,25,5,2004,10,30,0
4,3,19,2,2015,19,0,0
6,3,1,12,2007,14,30,0
1,1,6,8,2012,8,15,0
1,3,8,7,2013,18,30,0
5,8,17,9,2004,21,0,0
5,4,7,8,2009,12,22,0
5,5,15,5,2009,19,45,0
4,7,31,10,2013,11,15,0
7,7,2,11,2008,2,55,0
1,10,4,8,2008,19,0,0
3,2,4,3,2015,14,11,0
4,7,30,4,2009,10,20,0
6,3,12,6,2004,21,0,0
3,5,24,12,2014,17,0,0
4,10,8,3,2012,10,0,0
6,6,27,12,2014,2,35,0
6,2,25,1,2014,12,20,0
2,6,9,12,2014,10,25,0
5,5,29,6,2007,13,30,0
3,2,3,9,2003,8,30,0
1,1,31,8,2009,17,0,0
1,2,18,8,2014,22,52,0
2,9,15,4,2014,1,0,0
1,3,11,1,2010,11,30,0
4,4,29,10,2009,16,26,0
2,4,13,5,2008,10,0,0
6,4,8,2,2014,14,30,0
5,10,9,9,2011,16,19,0
2,2,28,6,2011,0,45,0
7,8,5,5,2013,0,30,0
7,2,14,6,2009,15,50,0
1,6,20,8,2012,13,17,0
5,10,6,10,2006,12,2,0
2,5,17,2,2004,19,25,0
7,8,2,1,2011,23,47,0
1,1,13,6,2005,20,50,0
5,4,18,6,2010,12,0,0
1,3,15,5,2006,7,0,0
5,5,7,4,2006,6,10,0
6,2,26,7,2008,13,47,0
6,7,1,11,2003,20,0,0
2,3,11,11,2014,21,0,0
4,8,3,5,2012,19,4,0
7,8,23,3,2003,13,10,0
1,4,24,12,2007,0,10,0
5,6,25,7,2014,15,40,0
7,4,23,5,2010,19,57,0
4,5,16,6,2005,8,0,0
7,2,20,5,2007,18,0,0
3,4,24,12,2003,1,37,0
5,4,21,10,2011,12,10,0
6,5,17,5,2014,10,0,0
1,2,29,9,2014,12,15,0
3,4,21,1,2004,15,50,0
7,4,1,1,2012,14,45,0
1,7,17,9,2012,12,55,0
2,10,11,6,2013,22,46,0
6,2,19,4,2008,19,15,0
1,8,2,2,2004,13,0,0
3,7,29,10,2014,0,50,0
5,6,2,5,2008,15,30,0
6,1,15,12,2012,22,15,0
3,9,25,7,2012,21,33,0
2,4,6,1,2009,18,24,0
4,7,24,7,2003,2,5,0
7,2,18,6,2006,0,5,0
5,6,26,7,2013,17,0,0
2,4,18,2,2003,19,0,0
1,6,24,11,2003,17,30,0
6,1,21,5,2005,11,40,0
3,10,4,3,2009,15,45,0
6,6,19,4,2014,14,45,0
7,3,12,8,2007,19,0,0
4,4,8,4,2010,14,13,0
1,2,19,9,2011,13,5,0
4,9,20,10,2011,18,30,0
2,2,21,1,2003,10,0,0
4,4,27,12,2012,17,45,0
3,2,17,4,2013,23,35,0
6,2,27,8,2011,0,30,0
7,4,30,12,2012,9,25,0
2,3,9,8,2005,12,0,0
4,10,16,9,2004,15,12,0
1,5,31,10,2005,2,0,0
1,5,11,5,2009,16,20,0
2,5,28,6,2005,1,0,0
5,3,28,1,2011,7,45,0
1,8,17,4,2006,11,47,0
5,10,22,9,2006,15,0,0
3,7,24,8,2005,13,0,0
1,9,26,12,2005,20,30,0
2,3,14,10,2003,19,49,0
5,8,18,4,2008,21,0,0
1,10,4,9,2006,19,40,0
7,3,22,10,2006,14,52,0
5,1,3,10,2008,7,0,0
6,1,5,5,2007,22,22,0
2,9,26,7,2005,10,50,0
6,3,11,2,2006,22,10,0
3,8,18,10,2006,8,0,0
2,6,25,11,2003,17,30,0
2,10,12,7,2005,0,7,0
6,2,2,7,2011,11,20,0
2,2,20,1,2015,18,30,0
4,8,22,7,2004,8,20,0
3,8,18,5,2005,17,0,0
3,3,9,7,2003,20,48,0
2,8,14,5,2013,3,40,0
1,7,4,9,2006,2,5,0
5,9,8,3,2013,20,4,0
6,5,26,8,2006,23,29,0
7,1,23,3,2014,20,0,0
1,4,1,9,2008,2,10,0
4,6,18,9,2003,17,30,0
1,3,31,8,2009,23,20,0
1,2,22,8,2005,16,0,0
3,3,13,11,2013,23,6,0
4,2,28,1,2010,12,35,0
4,5,10,2,2011,22,50,0
2,1,22,7,2008,9,0,0
5,6,11,7,2003,15,30,0
1,3,21,2,2005,3,0,0
1,7,3,2,2014,13,0,0
6,4,2,12,2006,23,52,0
4,2,26,6,2003,13,5,0
6,4,29,12,2012,15,57,0
3,3,24,1,2007,17,0,0
2,3,15,5,2007,0,1,0
3,3,7,1,2004,5,58,0
2,6,24,7,2012,23,30,0
7,10,22,3,2015,22,41,0
4,2,5,5,2005,16,36,0
7,2,2,1,2011,17,0,0
6,2,29,1,2005,18,0,0
6,2,14,1,2012,22,0,0
5,1,12,7,2013,15,30,0
6,1,19,4,2003,22,3,0
4,7,22,3,2007,8,0,0
5,1,25,6,2004,18,30,0
3,9,3,3,2004,18,57,0
6,4,2,12,2006,2,32,0
4,2,19,3,2015,12,0,0
2,2,23,1,2007,19,0,0
6,3,13,8,2011,10,10,0
7,2,25,4,2010,18,34,0
7,10,24,2,2013,21,36,0
6,5,3,5,2003,14,0,0
3,1,27,6,2012,19,0,0
7,3,23,2,2014,6,15,0
5,5,2,11,2007,1,30,0
4,9,7,9,2006,15,0,0
6,4,21,3,2015,19,15,0
3,5,24,12,2014,16,0,0
4,2,16,4,2009,9,30,0
6,10,15,1,2005,15,0,0
6,1,3,12,2005,23,27,0
5,2,26,3,2010,21,28,0
4,6,10,7,2008,16,26,0
7,9,24,3,2013,16,15,0
4,3,19,4,2007,17,47,0
3,10,18,4,2007,14,44,0
3,5,2,10,2013,18,45,0
5,5,8,4,2005,13,0,0
7,10,22,4,2007,13,0,0
5,5,6,9,2013,23,26,0
4,10,7,8,2003,17,0,0
3,1,3,10,2007,14,40,0
6,1,3,6,2006,21,0,0
6,9,3,10,2009,21,39,0
3,2,8,12,2004,9,0,0
6,2,2,5,2015,12,0,0
3,3,4,5,2011,10,0,0
1,1,9,7,2007,23,59,0
7,6,15,1,2012,12,45,0
3,1,8,8,2007,18,0,0
1,2,27,11,2006,15,45,0
3,2,30,6,2010,21,0,0
2,6,11,11,2014,23,30,0
5,3,31,10,2003,23,0,0
3,2,10,8,2005,18,9,0
5,3,3,10,2014,0,20,0
5,2,12,12,2014,22,40,0
4,10,13,5,2004,18,47,0
1,1,19,8,2013,11,40,0
2,4,6,8,2013,21,0,0
7,9,2,11,2008,16,15,0
7,5,10,8,2003,20,0,0
6,9,23,2,2013,0,1,0
3,3,6,8,2003,18,30,0
4,3,3,4,2008,16,55,0
1,1,16,3,2015,15,57,0
6,6,30,1,2010,4,10,0
7,9,5,10,2003,16,40,0
4,10,2,5,2013,16,0,0
1,5,10,11,2003,20,0,0
1,9,12,7,2010,13,0,0
3,6,27,1,2010,22,6,0
4,4,17,4,2014,0,30,0
2,2,11,11,2008,10,59,0
2,2,30,4,2013,19,40,0
6,1,30,12,2006,17,30,0
5,4,23,7,2004,9,4,0
3,1,2,6,2010,22,30,0
3,5,4,8,2004,9,30,0
6,8,23,8,2008,17,25,0
2,8,3,3,2009,22,6,0
4,6,23,3,2006,12,28,0
4,6,23,8,2012,20,4,0
6,2,19,6,2010,23,30,0
5,5,21,3,2014,1,8,0
7,3,2,6,2013,23,2,0
6,8,27,7,2013,3,55,0
3,2,14,11,2007,0,1,0
7,2,14,12,2014,22,0,0
5,1,16,11,2012,22,0,0
2,4,16,4,2013,9,5,0
7,4,16,1,2005,9,55,0
3,5,28,4,2004,2,50,0
5,2,6,8,2004,23,0,0
2,10,4,10,2005,11,22,0
5,5,22,8,2003,18,0,0
5,7,24,7,2009,19,0,0
5,2,24,9,2010,14,50,0
5,1,23,9,2005,8,30,0
6,8,19,11,2005,8,0,0
5,4,23,3,2007,20,43,0
4,2,3,4,2003,6,30,0
5,5,24,7,2009,20,30,0
6,2,24,1,2015,19,15,0
5,5,13,7,2007,16,0,0
6,5,13,2,2010,13,30,0
7,2,27,3,2011,0,52,0
2,5,24,8,2010,13,10,0
6,8,29,6,2013,11,56,0
4,3,7,4,2005,20,48,0
2,8,11,5,2004,21,30,0
4,2,18,10,2007,0,1,0
2,3,13,5,2003,17,33,0
1,5,3,3,2008,17,20,0
3,2,24,8,2011,16,30,0
4,3,28,7,2011,14,55,0
4,4,28,7,2005,14,30,0
3,10,23,3,2005,16,0,0
4,2,16,6,2005,9,0,0
6,8,5,6,2010,3,30,0
3,10,26,12,2007,18,20,0
5,3,10,8,2007,18,0,0
4,1,26,6,2003,22,15,0
1,2,18,8,2008,17,14,0
4,1,12,1,2006,5,0,0
3,4,26,1,2011,8,42,0
3,5,12,1,2005,9,47,0
4,4,6,4,2006,11,35,0
7,6,2,11,2014,19,0,0
6,10,26,3,2005,21,0,0
7,2,24,4,2005,16,0,0
2,6,20,1,2015,22,19,0
6,5,27,7,2013,19,10,0
3,2,25,7,2012,10,47,0
4,2,10,1,2008,0,1,0
2,1,30,4,2013,12,20,0
2,1,1,4,2003,11,10,0
5,8,9,8,2013,12,0,0
2,2,23,8,2011,6,22,0
7,5,8,2,2009,14,0,0
4,2,2,12,2010,20,0,0
5,5,17,6,2005,7,39,0
6,5,31,5,2003,2,10,0
1,8,22,8,2005,19,5,0
5,7,13,6,2008,0,1,0
2,10,14,11,2006,5,0,0
3,3,22,1,2003,8,15,0
3,4,8,3,2006,12,20,0
2,8,3,5,2005,15,0,0
1,3,25,7,2011,6,0,0
6,3,26,2,2011,10,13,0
6,2,10,1,2015,18,0,0
7,3,3,6,2012,16,56,0
3,2,26,11,2014,15,45,0
4,9,28,10,2004,18,30,0
7,4,24,8,2014,1,5,0
3,3,11,1,2006,18,55,0
2,2,6,2,2007,15,30,0
4,8,1,11,2012,12,0,0
1,1,24,12,2007,22,50,0
7,5,11,2,2007,15,16,0
5,5,14,11,2008,10,0,0
6,10,3,6,2006,17,5,0
7,8,21,9,2003,12,0,0
6,3,2,10,2004,22,30,0
4,2,16,4,2009,11,25,0
3,5,21,4,2010,13,30,0
6,7,7,3,2015,3,3,0
4,1,31,10,2013,19,0,0
1,6,25,7,2011,12,5,0
2,3,19,2,2013,7,0,0
1,4,13,5,2013,9,0,0
3,3,25,1,2006,8,11,0
5,3,30,4,2004,22,0,0
4,4,4,3,2004,20,45,0
7,5,20,10,2013,23,2,0
4,2,20,2,2014,20,2,0
1,10,23,6,2008,16,10,0
5,3,12,1,2007,12,25,0
6,8,20,4,2013,16,32,0
7,1,24,8,2014,13,30,0
7,3,19,10,2014,19,45,0
7,5,8,10,2006,17,38,0
2,9,8,12,2009,14,0,0
3,6,18,4,2007,17,30,0
2,2,8,6,2004,19,30,0
3,7,30,11,2005,21,30,0
2,5,5,8,2008,18,5,0
7,2,9,10,2011,14,30,0
4,2,23,1,2003,15,30,0
4,2,4,10,2007,0,31,0
2,1,12,12,2006,12,8,0
1,10,5,2,2007,17,40,0
2,8,29,11,2005,4,0,0
7,2,10,9,2006,3,0,0
3,4,23,12,2009,15,0,0
7,10,11,8,2013,22,30,0
7,2,13,3,2011,0,1,0
4,9,7,3,2013,23,0,0
3,2,9,7,2014,17,0,0
2,3,28,12,2010,23,30,0
2,8,30,4,2013,22,0,0
7,3,13,3,2011,11,20,0
5,5,19,3,2004,12,30,0
4,5,1,7,2010,0,1,0
6,1,29,1,2011,23,48,0
4,5,15,6,2006,2,27,0
7,4,13,2,2011,15,0,0
4,3,22,2,2007,19,30,0
6,2,22,9,2007,20,15,0
2,3,22,7,2014,9,53,0
7,10,10,9,2006,20,0,0
3,2,29,11,2006,16,30,0
2,5,1,9,2009,14,0,0
4,7,22,7,2004,22,42,0
4,10,3,5,2012,11,1,0
5,9,6,2,2015,22,0,0
2,2,3,10,2006,12,8,0
6,3,18,6,2005,1,49,0
1,8,13,12,2010,17,45,0
2,5,28,5,2013,17,20,0
6,3,3,10,2009,8,54,0
7,7,19,11,2006,11,0,0
1,2,10,11,2014,11,45,0
3,10,9,3,2005,23,28,0
1,9,6,1,2014,9,31,0
7,5,2,6,2013,13,52,0
4,5,22,9,2011,9,25,0
4,5,6,10,2011,17,30,0
6,10,27,2,2010,8,10,0
5,9,18,4,2008,20,0,0
2,8,11,6,2013,10,0,0
6,10,28,6,2008,9,20,0
3,6,31,10,2012,21,30,0
2,3,22,7,2003,9,56,0
7,2,19,10,2014,19,0,0
3,4,25,6,2014,7,40,0
6,1,2,5,2015,23,14,0
3,2,8,1,2003,8,35,0
3,2,28,4,2004,9,45,0
2,10,9,6,2009,19,55,0
4,2,8,1,2015,11,18,0
1,3,21,1,2013,23,35,0
6,5,19,4,2003,1,28,0
5,6,24,7,2009,18,30,0
3,2,1,11,2006,12,0,0
3,4,18,3,2015,12,0,0
4,4,23,1,2014,8,52,0
6,2,11,1,2014,1,0,0
