"day","location","date","month","year","hour","min","BRIBERY"
6,1,25,8,2007,15,30,0
7,5,15,12,2013,19,2,0
3,2,30,11,2005,19,30,0
3,6,24,12,2003,23,40,0
2,3,11,5,2004,20,20,0
5,10,6,4,2012,16,30,0
4,6,21,4,2011,19,40,0
2,3,8,2,2005,17,55,0
3,10,3,3,2004,0,7,0
2,9,24,8,2010,12,49,0
6,2,25,7,2009,13,0,0
2,2,10,12,2013,12,10,0
4,1,8,8,2013,11,15,0
3,4,16,9,2009,23,0,0
3,4,3,11,2010,21,0,0
1,4,5,2,2007,14,35,0
3,2,29,6,2005,16,58,0
1,1,20,3,2006,4,40,0
5,9,19,10,2007,13,29,0
5,4,21,9,2007,4,20,0
2,8,3,3,2015,12,0,0
1,8,22,2,2010,12,35,0
6,9,11,1,2003,13,40,0
5,3,26,11,2004,20,38,0
7,4,1,1,2012,14,45,0
4,5,12,7,2012,11,0,0
3,10,5,2,2014,22,56,0
4,1,5,8,2004,22,17,0
5,5,30,12,2005,23,30,0
2,8,13,11,2007,12,20,0
2,2,28,10,2003,17,43,0
1,3,4,2,2013,21,45,0
3,10,4,2,2004,16,50,0
6,4,28,6,2003,14,20,0
7,2,22,4,2012,15,7,0
3,3,4,2,2009,20,16,0
7,7,1,12,2013,0,28,0
4,10,24,7,2014,21,0,0
2,1,25,11,2014,18,20,0
7,3,9,9,2012,22,47,0
1,1,15,11,2010,11,0,0
2,6,23,2,2010,23,40,0
5,1,19,11,2010,13,20,0
1,1,14,4,2003,6,0,0
2,3,10,1,2006,16,45,0
1,5,22,7,2013,18,20,0
2,2,7,12,2004,10,15,0
5,3,9,1,2004,20,0,0
7,9,2,6,2013,21,15,0
6,1,5,5,2012,22,0,0
1,5,13,4,2015,0,1,0
3,7,14,10,2009,14,30,0
4,5,18,9,2014,19,50,0
6,5,30,6,2007,1,0,0
5,6,14,5,2004,18,0,0
5,5,23,1,2015,20,18,0
3,5,17,11,2010,12,0,0
1,2,28,9,2009,9,15,0
6,1,16,10,2004,15,0,0
4,10,19,3,2015,0,1,0
5,5,12,12,2014,22,0,0
3,7,15,6,2005,18,30,0
1,6,27,10,2003,23,55,0
5,9,8,2,2013,22,0,0
3,3,2,10,2013,20,15,0
6,10,19,11,2011,21,15,0
3,10,13,1,2010,16,38,0
7,2,17,6,2007,2,0,0
7,4,26,9,2010,17,2,0
7,9,25,1,2009,12,38,0
4,2,2,10,2003,20,0,0
6,10,23,10,2010,15,35,0
4,10,9,8,2007,17,30,0
1,2,1,11,2010,12,6,0
2,3,10,6,2003,22,30,0
2,2,23,3,2010,22,15,0
2,10,1,11,2011,3,42,0
7,3,26,8,2007,3,16,0
4,5,26,7,2012,20,25,0
2,10,25,11,2008,9,0,0
6,10,19,4,2014,18,25,0
4,10,11,12,2008,23,16,0
3,5,1,12,2010,20,30,0
7,2,14,7,2013,17,10,0
5,1,11,8,2006,13,15,0
4,2,22,1,2004,12,0,0
3,1,30,11,2011,16,24,0
6,10,6,4,2013,12,47,0
7,7,8,5,2011,0,20,0
1,7,6,8,2007,7,45,0
6,9,10,1,2004,11,0,0
4,3,8,7,2004,5,0,0
